AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12
130308016,1308016,13,3,8,16,Richibucto,21,2,3,0,1,0,0,2,2,7,1,2,1
130400000,1300000,13,4,0,0,Agricultural Region 4 - RÇgion agricole 4,321,45,42,3,7,0,4,24,66,95,11,14,10
130409000,1309000,13,4,9,0,Northumberland County,95,15,20,1,4,0,0,5,15,25,5,4,1
130409004,1309004,13,4,9,4,Glenelg,19,6,3,1,3,0,0,1,1,2,1,1,0
130409024,1309024,13,4,9,24,Ludlow,8,1,2,0,0,0,0,1,0,2,1,1,0
130409026,1309026,13,4,9,26,Southesk,15,2,6,0,0,0,0,1,2,4,0,0,0
130409031,1309031,13,4,9,31,Newcastle,19,5,3,0,0,0,0,0,2,5,2,2,0
130409036,1309036,13,4,9,36,Alnwick,34,1,6,0,1,0,0,2,10,12,1,0,1
130414000,1314000,13,4,14,0,Restigouche County,88,15,8,1,1,0,3,10,2,36,2,5,5
130414001,1314001,13,4,14,1,Durham,23,5,3,0,0,0,2,4,2,4,2,1,0
130414008,1314008,13,4,14,8,Dalhousie,21,2,2,0,1,0,0,3,0,6,0,4,3
130414021,1314021,13,4,14,21,Saint-Quentin,44,8,3,1,0,0,1,3,0,26,0,0,2
130415000,1315000,13,4,15,0,Gloucester County,138,15,14,1,2,0,1,9,49,34,4,5,4
130415001,1315001,13,4,15,1,Saumarez,37,1,2,0,0,0,0,1,25,5,0,3,0
130415008,1315008,13,4,15,8,Bathurst,29,4,6,0,1,0,1,2,1,8,3,1,2
130415016,1315016,13,4,15,16,New Bandon,17,8,4,0,0,0,0,1,1,1,1,0,1
130415021,1315021,13,4,15,21,Saint-Isidore,27,2,1,0,0,0,0,0,13,11,0,0,0
130415026,1315026,13,4,15,26,Caraquet,28,0,1,1,1,0,0,5,9,9,0,1,1
240000000,2400000,24,0,0,0,Quebec - QuÇbec,"33,906","10,730","5,968","2,315",832,85,"2,639","2,004","1,086","6,260",376,"1,003",608
240100000,2400000,24,1,0,0,Bas-Saint-Laurent,"2,365","1,152",424,34,8,1,40,161,22,471,13,13,26
240107000,2407000,24,1,7,0,La MatapÇdia,251,124,69,5,0,0,6,17,2,24,3,0,1
240107020,2407020,24,1,7,20,Saint-Jacques-le-Majeur-de-Causapscal,19,9,8,0,0,0,1,0,0,1,0,0,0
240107025,2407025,24,1,7,25,Saint-Raphaâl-d'Albertville,15,4,8,0,0,0,2,1,0,0,0,0,0
240107030,2407030,24,1,7,30,Saint-LÇon-le-Grand,24,11,8,0,0,0,2,2,0,1,0,0,0
240107040,2407040,24,1,7,40,Sainte-Iräne,42,16,12,3,0,0,0,3,0,8,0,0,0
240107047,2407047,24,1,7,47,Amqui,45,26,9,0,0,0,0,3,1,5,0,0,1
240107055,2407055,24,1,7,55,Saint-Edmond,19,11,3,0,0,0,1,1,0,2,1,0,0
240107070,2407070,24,1,7,70,Saint-Tharcisius,21,9,6,1,0,0,0,3,0,1,1,0,0
240107080,2407080,24,1,7,80,Val-Brillant,28,18,7,1,0,0,0,1,1,0,0,0,0
240107085,2407085,24,1,7,85,Sayabec,18,9,3,0,0,0,0,1,0,4,1,0,0
240107105,2407105,24,1,7,105,Saint-Damase,20,11,5,0,0,0,0,2,0,2,0,0,0
240108000,2408000,24,1,8,0,Matane,166,72,39,2,0,0,3,12,2,28,2,1,5
240108025,2408025,24,1,8,25,Sainte-FÇlicitÇ,15,7,4,0,0,0,0,2,0,2,0,0,0
240108045,2408045,24,1,8,45,Saint-Luc,45,14,18,0,0,0,1,5,1,4,1,0,1
240108050,2408050,24,1,8,50,Petit-Matane,31,14,7,0,0,0,0,0,0,9,1,0,0
240108065,2408065,24,1,8,65,Saint-LÇandre,16,9,2,0,0,0,0,1,1,3,0,0,0
240108075,2408075,24,1,8,75,Saint-Ulric-de-Matane,33,18,4,1,0,0,1,1,0,5,0,1,2
240108080,2408080,24,1,8,80,Baie-des-Sables,26,10,4,1,0,0,1,3,0,5,0,0,2
240109000,2409000,24,1,9,0,La Mitis,306,152,62,3,0,0,4,21,2,55,1,4,2
240109010,2409010,24,1,9,10,Saint-Charles-Garnier,22,4,9,0,0,0,0,4,0,5,0,0,0
240109015,2409015,24,1,9,15,Les Hauteurs,36,27,4,0,0,0,0,1,0,4,0,0,0
240109020,2409020,24,1,9,20,Sainte-Jeanne-d'Arc,17,7,7,0,0,0,0,1,0,2,0,0,0
240109025,2409025,24,1,9,25,Saint-Gabriel,36,18,5,0,0,0,0,0,1,12,0,0,0
240109030,2409030,24,1,9,30,Saint-Donat,26,6,6,1,0,0,0,2,0,9,1,0,1
240109035,2409035,24,1,9,35,Sainte-Angäle-de-MÇrici,33,10,9,0,0,0,1,3,0,10,0,0,0
240109055,2409055,24,1,9,55,Saint-Octave-de-MÇtis,49,23,12,2,0,0,2,3,0,7,0,0,0
240109085,2409085,24,1,9,85,Sainte-Flavie,48,31,9,0,0,0,1,3,0,2,0,1,1
240109095,2409095,24,1,9,95,Sainte-Luce,39,26,1,0,0,0,0,4,1,4,0,3,0
240110000,2410000,24,1,10,0,Rimouski-Neigette,277,133,41,1,1,0,3,17,4,71,2,1,3
240110015,2410015,24,1,10,15,Saint-Narcisse-de-Rimouski,33,9,3,0,0,0,0,2,0,16,1,0,2
240110025,2410025,24,1,10,25,Saint-Marcellin,18,7,2,0,0,0,0,0,0,8,1,0,0
240110030,2410030,24,1,10,30,Saint-Anaclet-de-Lessard,35,24,3,0,0,0,0,1,1,6,0,0,0
240110045,2410045,24,1,10,45,Rimouski,34,12,2,0,1,0,1,6,1,11,0,0,0
240110050,2410050,24,1,10,50,Sainte-Odile-sur-Rimouski,19,10,6,0,0,0,0,1,0,2,0,0,0
240110055,2410055,24,1,10,55,Sainte-Blandine,17,7,1,0,0,0,1,1,0,7,0,0,0
240110060,2410060,24,1,10,60,Saint-ValÇrien,25,9,7,1,0,0,0,0,0,6,0,1,1
240110065,2410065,24,1,10,65,Le Bic,39,19,11,0,0,0,0,4,1,4,0,0,0
240110070,2410070,24,1,10,70,Saint-Fabien,39,27,4,0,0,0,1,2,0,5,0,0,0
240110075,2410075,24,1,10,75,Saint-Eugäne-de-Ladriäre,18,9,2,0,0,0,0,0,1,6,0,0,0
240111000,2411000,24,1,11,0,Les Basques,234,104,31,7,1,0,11,22,1,48,2,3,4
240111005,2411005,24,1,11,5,Saint-ClÇment,29,16,7,1,0,0,0,2,0,2,0,0,1
240111010,2411010,24,1,11,10,Saint-Jean-de-Dieu,50,27,9,4,0,0,2,2,0,5,0,0,1
240111015,2411015,24,1,11,15,Sainte-Rita,27,2,2,0,0,0,0,1,0,21,0,0,1
240111030,2411030,24,1,11,30,Sainte-Franáoise,19,7,1,0,0,0,1,1,0,9,0,0,0
240111035,2411035,24,1,11,35,Saint-êloi,27,19,2,1,0,0,2,2,0,0,1,0,0
240111045,2411045,24,1,11,45,Notre-Dame-des-Neiges-des-Trois-Pistoles,46,15,4,1,1,0,6,11,1,4,0,2,1
240111050,2411050,24,1,11,50,Saint-Mathieu-de-Rioux,16,8,2,0,0,0,0,3,0,3,0,0,0
240111055,2411055,24,1,11,55,Saint-Simon,20,10,4,0,0,0,0,0,0,4,1,1,0
240112000,2412000,24,1,12,0,Riviäre-du-Loup,298,162,44,3,3,1,10,29,3,41,1,0,1
240112005,2412005,24,1,12,5,Saint-Cyprien,26,11,5,0,0,0,0,2,0,8,0,0,0
240112010,2412010,24,1,12,10,Saint-Hubert,25,15,3,0,0,0,0,2,0,5,0,0,0
240112015,2412015,24,1,12,15,Saint-Antonin,34,13,10,0,0,0,0,4,0,7,0,0,0
240112030,2412030,24,1,12,30,Saint-êpiphane,24,11,6,1,0,0,0,2,0,3,0,0,1
240112035,2412035,24,1,12,35,Saint-Paul-de-la-Croix,18,9,3,0,0,0,0,2,1,3,0,0,0
240112050,2412050,24,1,12,50,Saint-Jean-Baptiste-de-l'Isle-Verte,55,36,5,1,2,0,5,1,0,4,1,0,0
240112060,2412060,24,1,12,60,Saint-Georges-de-Cacouna,26,15,1,0,1,0,2,5,0,2,0,0,0
240112065,2412065,24,1,12,65,Saint-Arsäne,58,42,4,1,0,1,1,6,1,2,0,0,0
240112075,2412075,24,1,12,75,Saint-Patrice-de-la-Riviäre-du-Loup,32,10,7,0,0,0,2,5,1,7,0,0,0
240113000,2413000,24,1,13,0,TÇmiscouata,346,108,58,1,2,0,0,14,3,156,0,0,4
240113005,2413005,24,1,13,5,DÇgelis,25,16,2,0,1,0,0,0,0,6,0,0,0
240113015,2413015,24,1,13,15,Packington,31,10,14,0,0,0,0,0,0,7,0,0,0
240113030,2413030,24,1,13,30,Saint-Eusäbe,30,9,6,0,0,0,0,2,2,11,0,0,0
240113035,2413035,24,1,13,35,Notre-Dame-du-Lac,29,17,5,0,0,0,0,2,0,5,0,0,0
240113040,2413040,24,1,13,40,Saint-Juste-du-Lac,26,8,3,0,1,0,0,1,0,13,0,0,0
240113045,2413045,24,1,13,45,Auclair,26,2,0,0,0,0,0,0,0,23,0,0,1
240113050,2413050,24,1,13,50,Lejeune,24,1,2,0,0,0,0,1,0,19,0,0,1
240113055,2413055,24,1,13,55,Biencourt,31,8,5,1,0,0,0,3,0,13,0,0,1
240113065,2413065,24,1,13,65,Saint-Michel-du-Squatec,36,10,10,0,0,0,0,2,0,14,0,0,0
240113080,2413080,24,1,13,80,Saint-Louis-du-Ha! Ha!,18,10,4,0,0,0,0,2,0,2,0,0,0
240113095,2413095,24,1,13,95,PohÇnÇgamook,49,17,7,0,0,0,0,1,1,22,0,0,1
240113100,2413100,24,1,13,100,Saint-Athanase,21,0,0,0,0,0,0,0,0,21,0,0,0
240114000,2414000,24,1,14,0,Kamouraska,487,297,80,12,1,0,3,29,5,48,2,4,6
240114005,2414005,24,1,14,5,Mont-Carmel,32,17,9,0,0,0,0,1,0,5,0,0,0
240114020,2414020,24,1,14,20,Saint-Pascal,56,28,11,2,1,0,0,3,1,7,1,1,1
240114025,2414025,24,1,14,25,Sainte-HÇläne,41,28,6,3,0,0,0,1,0,2,0,0,1
240114030,2414030,24,1,14,30,Saint-Joseph-de-Kamouraska,16,12,1,0,0,0,1,1,0,1,0,0,0
240114035,2414035,24,1,14,35,Saint-Alexandre,55,34,7,0,0,0,0,3,1,9,0,0,1
240114040,2414040,24,1,14,40,Saint-AndrÇ,33,19,7,0,0,0,0,1,2,2,0,1,1
240114050,2414050,24,1,14,50,Kamouraska,41,31,3,0,0,0,0,4,0,1,0,1,1
240114055,2414055,24,1,14,55,Saint-Denis,30,22,2,1,0,0,0,4,0,1,0,0,0
240114060,2414060,24,1,14,60,Saint-Philippe-de-NÇri,44,26,8,3,0,0,1,3,0,2,0,0,1
240114065,2414065,24,1,14,65,Riviäre-Ouelle,36,26,8,0,0,0,0,1,0,1,0,0,0
240114075,2414075,24,1,14,75,Saint-Gabriel-Lalemant,25,14,7,0,0,0,0,2,0,2,0,0,0
240114080,2414080,24,1,14,80,Saint-OnÇsime-d'Ixworth,19,5,5,1,0,0,0,2,1,4,1,0,0
240114090,2414090,24,1,14,90,Sainte-Anne-de-la-Pocatiäre,59,35,6,2,0,0,1,3,0,11,0,1,0
240200000,2400000,24,2,0,0,Saguenay--Lac-Saint-Jean--Cìte-Nord,"1,292",626,224,7,13,1,57,129,56,142,7,13,17
240291000,2491000,24,2,91,0,Le Domaine-du-Roy,210,107,24,1,2,1,15,21,4,25,2,2,6
240291010,2491010,24,2,91,10,Saint-AndrÇ-du-Lac-Saint-Jean,26,8,7,0,0,0,0,6,0,4,0,0,1
240291020,2491020,24,2,91,20,Chambord,25,19,1,0,0,0,1,1,0,2,1,0,0
240291035,2491035,24,2,91,35,Saint-Prime,44,31,2,0,1,0,3,2,0,2,0,1,2
240291040,2491040,24,2,91,40,Saint-FÇlicien,37,21,2,1,0,0,5,2,1,4,0,0,1
240291045,2491045,24,2,91,45,Saint-MÇthode,38,13,6,0,0,0,2,6,3,8,0,0,0
240291050,2491050,24,2,91,50,La DorÇ,14,7,1,0,0,1,3,1,0,1,0,0,0
240291902,2491902,24,2,91,902,Lac-Ashuapmushuan,26,8,5,0,1,0,1,3,0,4,1,1,2
240292000,2492000,24,2,92,0,Maria-Chapdelaine,270,125,52,0,1,0,9,25,31,22,1,1,3
240292005,2492005,24,2,92,5,Saint-Augustin,19,7,7,0,0,0,0,3,0,2,0,0,0
240292015,2492015,24,2,92,15,Sainte-Jeanne-d'Arc,27,5,6,0,0,0,4,10,2,0,0,0,0
240292030,2492030,24,2,92,30,Albanel,42,22,5,0,0,0,2,0,7,6,0,0,0
240292040,2492040,24,2,92,40,Normandin,76,55,8,0,0,0,2,2,3,5,1,0,0
240292050,2492050,24,2,92,50,Saint-Edmond,29,19,5,0,0,0,0,0,3,1,0,0,1
240292055,2492055,24,2,92,55,Girardville,24,7,4,0,1,0,0,2,6,3,0,1,0
240292065,2492065,24,2,92,65,Saint-Eugäne,29,7,11,0,0,0,0,5,4,0,0,0,2
240292902,2492902,24,2,92,902,Chute-des-Passes,24,3,6,0,0,0,1,3,6,5,0,0,0
240293000,2493000,24,2,93,0,Lac-Saint-Jean-Est,396,244,54,5,7,0,13,25,11,25,2,7,3
240293010,2493010,24,2,93,10,MÇtabetchouan,49,26,6,3,1,0,2,3,4,2,0,2,0
240293015,2493015,24,2,93,15,Lac-Ö-la-Croix,40,30,5,1,1,0,1,0,0,1,0,1,0
240293020,2493020,24,2,93,20,HÇbertville,82,64,9,0,1,0,4,2,0,1,0,1,0
240293030,2493030,24,2,93,30,Saint-Bruno,45,32,4,0,2,0,2,2,1,0,0,1,1
240293035,2493035,24,2,93,35,Saint-GÇdÇon,39,23,4,0,1,0,1,4,0,5,0,1,0
240293040,2493040,24,2,93,40,Alma,33,25,4,0,0,0,0,1,0,2,0,1,0
240293045,2493045,24,2,93,45,Saint-Nazaire,19,2,8,1,0,0,0,2,1,5,0,0,0
240293050,2493050,24,2,93,50,Delisle,45,30,6,0,0,0,0,3,1,2,2,0,1
240293065,2493065,24,2,93,65,L'Ascension-de-Notre-Seigneur,29,3,7,0,1,0,1,6,3,7,0,0,1
240293070,2493070,24,2,93,70,Saint-Henri-de-Taillon,15,9,1,0,0,0,2,2,1,0,0,0,0
240294000,2494000,24,2,94,0,Le Fjord-du-Saguenay,351,145,73,1,3,0,20,44,6,51,0,3,5
240294005,2494005,24,2,94,5,Petit-Saguenay,17,10,5,0,0,0,0,1,0,1,0,0,0
240294035,2494035,24,2,94,35,Saint-Fulgence,17,0,3,0,0,0,0,3,1,10,0,0,0
240294040,2494040,24,2,94,40,La Baie,43,28,4,0,0,0,3,3,0,5,0,0,0
240294045,2494045,24,2,94,45,Laterriäre,86,45,9,1,1,0,11,4,0,9,0,3,3
240294055,2494055,24,2,94,55,Tremblay,20,9,8,0,0,0,0,2,0,1,0,0,0
240294060,2494060,24,2,94,60,Saint-HonorÇ,29,4,10,0,1,0,1,6,1,5,0,0,1
240294070,2494070,24,2,94,70,Jonquiäre,90,40,19,0,1,0,5,10,3,11,0,0,1
240294090,2494090,24,2,94,90,Saint-Ambroise,49,9,15,0,0,0,0,15,1,9,0,0,0
240295000,2495000,24,2,95,0,La Haute-Cìte-Nord,44,5,21,0,0,0,0,8,2,7,1,0,0
240295010,2495010,24,2,95,10,SacrÇ-Coeur,26,5,13,0,0,0,0,6,1,0,1,0,0
240295020,2495020,24,2,95,20,Bergeronnes,18,0,8,0,0,0,0,2,1,7,0,0,0
240296000,2496000,24,2,96,0,Manicouagan,21,0,0,0,0,0,0,6,2,12,1,0,0
240296020,2496020,24,2,96,20,Baie-Comeau,21,0,0,0,0,0,0,6,2,12,1,0,0
240300000,2400000,24,3,0,0,QuÇbec,"1,297",418,211,50,50,4,11,122,76,225,22,55,53
240315000,2415000,24,3,15,0,Charlevoix-Est,82,10,35,18,5,0,1,3,0,7,2,1,0
240315005,2415005,24,3,15,5,Saint-IrÇnÇe,21,1,7,10,3,0,0,0,0,0,0,0,0
240315025,2415025,24,3,15,25,Notre-Dame-des-Monts,36,1,19,7,0,0,0,3,0,3,2,1,0
240315045,2415045,24,3,15,45,Riviäre-Malbaie,25,8,9,1,2,0,1,0,0,4,0,0,0
240316000,2416000,24,3,16,0,Charlevoix,146,36,45,21,10,0,0,11,4,14,1,4,0
240316015,2416015,24,3,16,15,Baie-Saint-Paul,28,9,11,0,0,0,0,2,0,5,0,1,0
240316035,2416035,24,3,16,35,Riviäre-du-Gouffre,20,7,6,3,0,0,0,2,1,1,0,0,0
240316045,2416045,24,3,16,45,Les êboulements,41,11,13,4,1,0,0,3,2,4,0,3,0
240316050,2416050,24,3,16,50,Saint-Hilarion,33,6,8,8,5,0,0,2,1,3,0,0,0
240316055,2416055,24,3,16,55,Saint-Urbain,24,3,7,6,4,0,0,2,0,1,1,0,0
240320000,2420000,24,3,20,0,L'?le-d'OrlÇans,223,43,9,5,7,0,0,44,51,27,5,13,19
240320005,2420005,24,3,20,5,Saint-Franáois,35,2,3,2,3,0,0,16,2,3,0,2,2
240320010,2420010,24,3,20,10,Sainte-Famille,68,13,0,1,2,0,0,10,23,9,2,2,6
240320015,2420015,24,3,20,15,Saint-Jean,39,15,1,1,1,0,0,10,1,4,2,1,3
240320020,2420020,24,3,20,20,Saint-Laurent,47,6,1,1,0,0,0,7,15,4,1,6,6
240320025,2420025,24,3,20,25,Saint-Pierre,34,7,4,0,1,0,0,1,10,7,0,2,2
240321000,2421000,24,3,21,0,La Cìte-de-BeauprÇ,95,21,15,0,1,0,1,9,3,18,4,12,11
240321005,2421005,24,3,21,5,Saint-Tite-des-Caps,26,5,8,0,1,0,1,2,0,6,2,1,0
240321030,2421030,24,3,21,30,Sainte-Anne-de-BeauprÇ,22,7,4,0,0,0,0,2,0,5,2,0,2
240321035,2421035,24,3,21,35,ChÉteau-Richer,24,1,3,0,0,0,0,3,2,5,0,4,6
240321040,2421040,24,3,21,40,L'Ange-Gardien,23,8,0,0,0,0,0,2,1,2,0,7,3
240322000,2422000,24,3,22,0,La Jacques-Cartier,66,1,5,0,19,0,2,8,3,23,0,1,4
240322005,2422005,24,3,22,5,Sainte-Catherine-de-la-Jacques-Cartier,25,1,3,0,1,0,2,6,1,10,0,0,1
240322025,2422025,24,3,22,25,Saint-Gabriel-de-Valcartier,41,0,2,0,18,0,0,2,2,13,0,1,3
240323000,2423000,24,3,23,0,CommunautÇ-Urbaine-de-QuÇbec,161,44,25,1,2,0,0,16,7,50,3,9,4
240323025,2423025,24,3,23,25,QuÇbec,33,4,0,0,0,0,0,2,1,13,2,8,3
240323050,2423050,24,3,23,50,Val-BÇlair,18,1,2,0,2,0,0,4,1,8,0,0,0
240323060,2423060,24,3,23,60,Sainte-Foy,41,14,8,1,0,0,0,3,2,12,0,0,1
240323070,2423070,24,3,23,70,Saint-Augustin-de-Desmaures,69,25,15,0,0,0,0,7,3,17,1,1,0
240334000,2434000,24,3,34,0,Portneuf,524,263,77,5,6,4,7,31,8,86,7,15,15
240334010,2434010,24,3,34,10,Pointe-aux-Trembles,50,17,4,0,0,0,0,3,2,10,1,9,4
240334020,2434020,24,3,34,20,Sainte-Jeanne-de-Pont-Rouge,68,30,9,1,2,0,2,6,1,13,1,3,0
240334030,2434030,24,3,34,30,Cap-SantÇ,34,20,2,0,0,0,1,1,1,4,2,1,2
240334040,2434040,24,3,34,40,Saint-Basile,56,33,9,0,0,0,0,2,1,9,0,0,2
240334055,2434055,24,3,34,55,Deschambault,30,16,5,1,0,0,0,0,2,4,2,0,0
240334060,2434060,24,3,34,60,Saint-Gilbert,34,17,10,0,0,0,0,3,0,4,0,0,0
240334070,2434070,24,3,34,70,Grondines,18,10,2,1,0,1,0,3,0,0,0,0,1
240334080,2434080,24,3,34,80,Saint-Casimir,41,31,7,0,0,0,2,0,0,0,0,0,1
240334085,2434085,24,3,34,85,Saint-Thuribe,30,27,1,0,0,0,0,1,0,1,0,0,0
240334090,2434090,24,3,34,90,Saint-Ubalde,54,16,4,0,1,2,0,9,0,18,0,2,2
240334097,2434097,24,3,34,97,Saint-Alban,32,16,5,0,0,1,1,2,1,5,0,0,1
240334105,2434105,24,3,34,105,Sainte-Christine-d'Auvergne,21,8,6,1,0,0,0,0,0,6,0,0,0
240334115,2434115,24,3,34,115,Saint-LÇonard-de-Portneuf,18,7,5,1,0,0,0,0,0,3,0,0,2
240334128,2434128,24,3,34,128,Saint-Raymond,38,15,8,0,3,0,1,1,0,9,1,0,0
240400000,2400000,24,4,0,0,Mauricie--Bois-Francs,"5,159","2,167",868,372,142,7,380,253,67,712,43,67,81
240432000,2432000,24,4,32,0,L'êrable,717,251,141,43,7,0,7,28,8,213,7,2,10
240432005,2432005,24,4,32,5,Vianney,26,11,6,1,0,0,0,1,0,6,0,0,1
240432015,2432015,24,4,32,15,Saint-Ferdinand,66,13,12,2,0,0,0,6,0,30,1,0,2
240432020,2432020,24,4,32,20,Halifax-Nord,78,26,13,1,0,0,1,4,0,31,2,0,0
240432035,2432035,24,4,32,35,Princeville,96,53,15,2,1,0,4,3,2,14,0,0,2
240432045,2432045,24,4,32,45,Plessisville,95,43,11,5,3,0,0,4,3,23,1,0,2
240432050,2432050,24,4,32,50,Saint-Pierre-Baptiste,69,20,16,0,1,0,0,1,0,30,0,0,1
240432060,2432060,24,4,32,60,Inverness,110,16,32,6,0,0,0,3,0,52,0,0,1
240432065,2432065,24,4,32,65,Lyster,66,22,10,14,0,0,2,4,1,8,2,2,1
240432075,2432075,24,4,32,75,Sainte-Julie,71,32,14,12,1,0,0,0,0,11,1,0,0
240432080,2432080,24,4,32,80,Notre-Dame-de-Lourdes,22,7,8,0,0,0,0,0,1,6,0,0,0
240432085,2432085,24,4,32,85,Villeroy,18,8,4,0,1,0,0,2,1,2,0,0,0
240435000,2435000,24,4,35,0,MÇkinac,196,97,35,8,3,0,2,15,2,30,1,0,3
240435010,2435010,24,4,35,10,Lac-aux-Sables,23,8,5,2,0,0,0,1,1,6,0,0,0
240435015,2435015,24,4,35,15,Saint-Adelphe,30,23,1,1,1,0,0,2,0,2,0,0,0
240435020,2435020,24,4,35,20,Saint-SÇverin,29,18,9,0,0,0,1,0,0,1,0,0,0
240435030,2435030,24,4,35,30,Saint-Tite,48,23,6,3,0,0,1,4,0,11,0,0,0
240435035,2435035,24,4,35,35,HÇrouxville,23,5,5,2,2,0,0,3,0,3,0,0,3
240435050,2435050,24,4,35,50,Sainte-Thäcle,43,20,9,0,0,0,0,5,1,7,1,0,0
240436000,2436000,24,4,36,0,Le Centre-de-la-Mauricie,131,31,22,3,10,1,5,19,6,24,0,5,5
240436005,2436005,24,4,36,5,Charette,19,4,6,0,0,0,2,3,0,3,0,0,1
240436010,2436010,24,4,36,10,Saint-êlie,16,3,5,1,0,0,0,1,0,4,0,1,1
240436020,2436020,24,4,36,20,Saint-Boniface-de-Shawinigan,34,12,2,2,9,0,1,1,1,5,0,1,0
240436035,2436035,24,4,36,35,Shawinigan-Sud,18,6,1,0,0,0,0,5,1,2,0,2,1
240436040,2436040,24,4,36,40,Notre-Dame-du-Mont-Carmel,19,2,2,0,0,0,2,6,2,4,0,0,1
240436055,2436055,24,4,36,55,Grand-Märe,25,4,6,0,1,1,0,3,2,6,0,1,1
240437000,2437000,24,4,37,0,Francheville,477,219,64,10,14,1,33,27,14,67,1,16,11
240437005,2437005,24,4,37,5,Sainte-Anne-de-la-PÇrade,62,32,8,0,0,0,7,3,3,5,1,2,1
240437010,2437010,24,4,37,10,Saint-Prosper,35,23,3,0,0,0,2,1,0,6,0,0,0
240437015,2437015,24,4,37,15,Saint-Stanislas,42,21,8,0,2,0,1,2,0,7,0,0,1
240437020,2437020,24,4,37,20,Sainte-Geneviäve-de-Batiscan,29,14,3,3,1,0,2,1,0,2,0,1,2
240437025,2437025,24,4,37,25,Batiscan,30,20,5,0,0,0,2,0,0,2,0,1,0
240437030,2437030,24,4,37,30,Champlain,38,24,0,0,0,1,6,1,0,4,0,1,1
240437035,2437035,24,4,37,35,Saint-Luc-de-Vincennes,24,14,6,1,0,0,1,0,1,1,0,0,0
240437040,2437040,24,4,37,40,Saint-Narcisse,41,16,8,0,0,0,2,8,3,4,0,0,0
240437045,2437045,24,4,37,45,Saint-Maurice,61,39,10,0,0,0,4,1,1,5,0,0,1
240437060,2437060,24,4,37,60,Saint-Louis-de-France,14,0,1,0,0,0,0,1,2,9,0,1,0
240437065,2437065,24,4,37,65,Trois-Riviäres,24,9,4,0,0,0,0,2,0,5,0,2,2
240437075,2437075,24,4,37,75,Pointe-du-Lac,27,4,1,1,4,0,2,2,1,9,0,2,1
240437080,2437080,24,4,37,80,Saint-êtienne-des-Gräs,50,3,7,5,7,0,4,5,3,8,0,6,2
240438000,2438000,24,4,38,0,BÇcancour,528,242,97,25,12,1,46,26,6,56,1,12,4
240438005,2438005,24,4,38,5,Saint-Sylväre,64,30,10,2,5,0,7,2,0,7,1,0,0
240438010,2438010,24,4,38,10,BÇcancour,228,85,52,10,6,1,24,13,2,31,0,2,2
240438020,2438020,24,4,38,20,Lemieux,15,10,1,0,0,0,0,1,1,2,0,0,0
240438030,2438030,24,4,38,30,Saint-Joseph-de-Blandford,16,5,7,0,0,0,0,2,0,2,0,0,0
240438035,2438035,24,4,38,35,Sainte-Franáoise,24,15,3,3,0,0,1,2,0,0,0,0,0
240438040,2438040,24,4,38,40,Sainte-Sophie-de-LÇvrard,33,18,5,3,0,0,2,1,0,4,0,0,0
240438050,2438050,24,4,38,50,Sainte-Philomäne-de-Fortierville,34,15,9,2,0,0,3,3,0,2,0,0,0
240438055,2438055,24,4,38,55,Parisville,31,20,3,2,0,0,2,1,0,2,0,0,1
240438060,2438060,24,4,38,60,Sainte-CÇcile-de-LÇvrard,29,16,3,1,0,0,5,0,0,3,0,1,0
240438065,2438065,24,4,38,65,Saint-Pierre-les-Becquets,33,13,3,1,1,0,2,1,0,3,0,8,1
240438070,2438070,24,4,38,70,Deschaillons-sur-Saint-Laurent,21,15,1,1,0,0,0,0,3,0,0,1,0
240439000,2439000,24,4,39,0,Arthabaska,"1,023",460,191,70,21,0,32,43,13,167,5,10,11
240439010,2439010,24,4,39,10,Ham-Nord,49,20,11,0,1,0,0,2,0,14,0,1,0
240439015,2439015,24,4,39,15,Notre-Dame-de-Lourdes-de-Ham,16,2,7,0,0,0,0,0,0,5,1,0,1
240439020,2439020,24,4,39,20,Saint-RÇmi-de-Tingwick,44,21,9,1,0,0,0,1,0,11,0,0,1
240439025,2439025,24,4,39,25,Tingwick,94,39,26,2,0,0,2,7,0,17,0,0,1
240439030,2439030,24,4,39,30,Chesterville,59,21,12,1,3,0,0,4,0,18,0,0,0
240439035,2439035,24,4,39,35,Chester-Est,36,10,4,1,0,0,0,2,0,18,0,0,1
240439042,2439042,24,4,39,42,Saint-Norbert-d'Arthabaska,92,47,18,6,0,0,0,6,1,14,0,0,0
240439062,2439062,24,4,39,62,Victoriaville,115,42,23,4,9,0,2,3,6,18,1,3,4
240439080,2439080,24,4,39,80,Warwick,102,71,6,5,0,0,3,3,2,9,0,3,0
240439085,2439085,24,4,39,85,Saint-Albert-de-Warwick,43,23,5,6,2,0,2,3,0,2,0,0,0
240439090,2439090,24,4,39,90,Sainte-êlisabeth-de-Warwick,43,29,2,3,2,0,3,0,0,3,0,0,1
240439100,2439100,24,4,39,100,Kingsey Falls,39,16,12,1,1,0,4,1,0,3,1,0,0
240439105,2439105,24,4,39,105,Sainte-SÇraphine,40,14,1,19,0,0,1,1,0,2,2,0,0
