AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,NIRRIG,IRRIG,EIRRIG,NFERTIL,FERTIL,EFERTIL,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NFUNGIC,FUNGIC,EFUNGIC,NMSOLID,MSOLID,EMSOLID,NMIRRIG,MIRRIG,EMIRRIG,NMLIQSUR,MLIQSUR,EMLIQSUR,NMLIQINJ,MLIQINJ,EMLIQINJ,NCROPROT,NPRMGRAS,NCOVCROP,NCONTOUR,NSTRIPCR,NGRASWAT,NWINDYES,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF
110101032,1101032,11,1,1,32,Lot 44,29,"10,775","4,360",29,"7,717","3,123",13,"3,058","1,238",2,x,x,13,x,x,29,"10,775","4,360",24,"7,155","2,896",3,29,12,9,268,108,7,395,160,26,"2,928","1,185",0,0,0,18,"4,631","1,874",14,"4,183","1,693",10,"3,610","1,461",8,"3,545","1,435",11,461,187,0,0,0,0,0,0,0,0,0,18,7,3,1,2,2,2,18,"5,224","2,114",16,"4,139","1,675",5,"1,085",439,0,0,0,0,0,0,3,29,12,0,0,0
110101034,1101034,11,1,1,34,Lot 45,19,"13,656","5,526",17,"9,156","3,705",14,"4,500","1,821",6,"1,075",435,11,"3,425","1,386",19,"13,656","5,526",18,"7,966","3,224",0,0,0,3,96,39,4,309,125,17,"5,285","2,139",0,0,0,16,"6,207","2,512",15,"4,841","1,959",8,"2,100",850,9,"2,499","1,011",11,348,141,0,0,0,0,0,0,0,0,0,14,5,3,3,1,4,6,15,"5,437","2,200",11,"3,697","1,496",6,"1,740",704,0,0,0,0,0,0,0,0,0,0,0,0
110101039,1101039,11,1,1,39,Lot 47,19,"10,202","4,129",19,"6,722","2,720",15,"3,480","1,408",7,268,108,15,"3,212","1,300",19,"10,202","4,129",18,"6,882","2,785",0,0,0,6,x,x,4,x,x,19,"3,067","1,241",0,0,0,16,"5,038","2,039",16,"5,004","2,025",10,"2,359",955,8,"2,518","1,019",12,430,174,0,0,0,0,0,0,0,0,0,13,6,8,4,5,5,3,15,"5,380","2,177",14,"4,612","1,866",6,768,311,0,0,0,0,0,0,0,0,0,0,0,0
110101042,1101042,11,1,1,42,Lot 41,22,"7,991","3,234",21,"6,310","2,554",11,"1,681",680,1,x,x,10,x,x,22,"7,991","3,234",20,"3,681","1,490",0,0,0,7,252,102,11,481,195,19,"3,577","1,448",0,0,0,16,"1,793",726,9,"1,285",520,1,x,x,3,822,333,15,705,285,0,0,0,0,0,0,0,0,0,17,10,1,1,0,2,3,18,"1,840",745,15,"1,771",717,3,69,28,0,0,0,0,0,0,0,0,0,0,0,0
110101046,1101046,11,1,1,46,Lot 40,19,"10,307","4,171",19,"8,077","3,269",8,"2,230",902,0,0,0,8,"2,230",902,19,"10,307","4,171",17,"5,051","2,044",0,0,0,4,176,71,8,645,261,17,"4,435","1,795",0,0,0,13,"3,834","1,552",11,"3,058","1,238",5,"1,664",673,6,"1,704",690,12,624,253,0,0,0,1,x,x,0,0,0,13,9,0,4,4,2,5,13,"3,211","1,299",12,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110101049,1101049,11,1,1,49,Lot 39,17,"4,970","2,011",17,"3,802","1,539",5,"1,168",473,0,0,0,5,"1,168",473,17,"4,970","2,011",14,"3,036","1,229",1,x,x,3,200,81,3,197,80,15,x,x,0,0,0,9,"1,815",735,7,"1,649",667,6,998,404,5,996,403,6,150,61,0,0,0,0,0,0,0,0,0,9,5,2,0,1,2,2,13,"2,456",994,11,"1,787",723,3,669,271,0,0,0,0,0,0,0,0,0,1,x,x
110101051,1101051,11,1,1,51,Lot 38,20,"7,549","3,055",19,"6,848","2,771",9,701,284,2,x,x,7,x,x,20,"7,549","3,055",20,"3,925","1,588",0,0,0,5,274,111,9,421,170,19,"2,929","1,185",0,0,0,10,"1,319",534,9,820,332,3,595,241,4,597,242,12,614,248,0,0,0,0,0,0,0,0,0,16,5,1,1,0,2,4,18,"1,918",776,17,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110200000,1100000,11,2,0,0,Agricultural Region 2 - RÇgion agricole 2,"1,088","272,668","110,345","1,052","195,712","79,202",506,"76,956","31,143",56,"7,159","2,897",493,"69,797","28,246","1,088","272,668","110,345",959,"175,988","71,220",18,345,140,378,"16,779","6,790",450,"18,885","7,642",953,"60,671","24,553",16,x,x,750,"121,026","48,977",562,"86,063","34,828",272,"37,448","15,155",223,"34,251","13,861",799,"36,185","14,644",2,x,x,83,"7,208","2,917",2,x,x,746,436,99,101,71,150,196,773,"111,957","45,307",682,"91,250","36,928",151,"18,174","7,355",29,"2,533","1,025",4,x,x,12,x,x,4,x,x
110202000,1102000,11,2,2,0,Queens County,"1,088","272,668","110,345","1,052","195,712","79,202",506,"76,956","31,143",56,"7,159","2,897",493,"69,797","28,246","1,088","272,668","110,345",959,"175,988","71,220",18,345,140,378,"16,779","6,790",450,"18,885","7,642",953,"60,671","24,553",16,x,x,750,"121,026","48,977",562,"86,063","34,828",272,"37,448","15,155",223,"34,251","13,861",799,"36,185","14,644",2,x,x,83,"7,208","2,917",2,x,x,746,436,99,101,71,150,196,773,"111,957","45,307",682,"91,250","36,928",151,"18,174","7,355",29,"2,533","1,025",4,x,x,12,x,x,4,x,x
110202001,1102001,11,2,2,1,Lot 62,16,"5,960","2,412",16,"5,608","2,269",5,352,142,0,0,0,5,352,142,16,"5,960","2,412",16,"3,349","1,355",0,0,0,5,163,66,3,185,75,14,"2,263",916,0,0,0,9,"2,694","1,090",10,"2,574","1,042",6,"2,362",956,7,"2,432",984,8,313,127,0,0,0,0,0,0,0,0,0,10,4,1,0,0,2,2,7,"1,903",770,6,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110202004,1102004,11,2,2,4,Lot 60,17,"4,247","1,719",17,"2,945","1,192",8,"1,302",527,0,0,0,8,"1,302",527,17,"4,247","1,719",15,"2,298",930,0,0,0,4,109,44,7,457,185,16,"1,383",560,0,0,0,12,"1,442",584,8,730,295,7,736,298,4,166,67,11,473,191,0,0,0,1,x,x,0,0,0,9,10,2,0,1,0,3,9,"1,246",504,9,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110202006,1102006,11,2,2,6,Lot 58,19,"4,272","1,729",18,"2,996","1,212",10,"1,276",516,1,x,x,10,x,x,19,"4,272","1,729",18,"2,568","1,039",1,x,x,4,123,50,6,210,85,18,x,x,2,x,x,12,"1,853",750,11,"1,743",705,5,525,212,5,255,103,14,313,127,0,0,0,2,x,x,0,0,0,13,8,4,1,2,2,2,12,"1,935",783,11,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0
110202008,1102008,11,2,2,8,Lot 57,49,"14,761","5,974",45,"10,543","4,267",28,"4,218","1,707",4,136,55,26,"4,082","1,652",49,"14,761","5,974",46,"10,341","4,185",1,x,x,17,614,248,10,296,120,43,x,x,2,x,x,42,"8,800","3,561",35,"5,658","2,290",23,"3,357","1,359",19,"2,807","1,136",27,814,329,0,0,0,3,135,55,0,0,0,41,14,12,8,6,9,10,44,"8,323","3,368",42,"7,005","2,835",6,940,380,3,378,153,0,0,0,0,0,0,1,x,x
110202009,1102009,11,2,2,9,Lot 50,57,"16,200","6,556",55,"11,106","4,494",33,"5,094","2,061",3,306,124,33,"4,788","1,938",57,"16,200","6,556",54,"11,205","4,535",1,x,x,20,893,361,27,"1,215",492,48,x,x,0,0,0,42,"8,622","3,489",31,"5,646","2,285",14,"1,074",435,13,"1,339",542,51,"2,634","1,066",0,0,0,15,"1,164",471,0,0,0,39,24,5,7,3,6,6,44,"6,625","2,681",41,"5,641","2,283",12,984,398,0,0,0,1,x,x,0,0,0,0,0,0
110202012,1102012,11,2,2,12,Lot 49,37,"15,257","6,174",36,"10,425","4,219",20,"4,832","1,955",1,x,x,19,x,x,37,"15,257","6,174",33,"9,498","3,844",1,x,x,15,"1,001",405,17,"1,261",510,31,x,x,1,x,x,32,"7,086","2,868",20,"5,641","2,283",10,"2,312",936,9,"2,286",925,30,"1,622",656,0,0,0,2,x,x,0,0,0,26,17,4,0,5,5,5,25,"6,485","2,624",24,"6,047","2,447",3,x,x,1,x,x,0,0,0,1,x,x,0,0,0
110202014,1102014,11,2,2,14,Lot 48,64,"11,627","4,705",63,"8,810","3,565",25,"2,817","1,140",0,0,0,25,"2,817","1,140",64,"11,627","4,705",56,"6,373","2,579",2,x,x,23,845,342,29,"1,082",438,60,x,x,1,x,x,43,"4,334","1,754",34,"3,354","1,357",5,933,378,7,"1,084",439,42,"1,766",715,0,0,0,2,x,x,0,0,0,41,22,1,1,2,2,8,41,"3,763","1,523",36,"3,079","1,246",7,x,x,1,x,x,1,x,x,1,x,x,1,x,x
110202026,1102026,11,2,2,26,Lot 31,94,"21,326","8,630",88,"15,446","6,251",43,"5,880","2,380",2,x,x,43,x,x,94,"21,326","8,630",78,"14,314","5,793",0,0,0,28,"1,328",537,41,"1,634",661,78,"4,050","1,639",0,0,0,64,"9,966","4,033",48,"6,735","2,726",27,"3,603","1,458",25,"3,686","1,492",70,"2,831","1,146",0,0,0,4,727,294,0,0,0,59,36,7,6,6,13,18,64,"9,964","4,032",58,"8,025","3,248",11,"1,317",533,3,622,252,0,0,0,0,0,0,0,0,0
110202028,1102028,11,2,2,28,Lot 65,49,"9,602","3,886",48,"6,426","2,601",31,"3,176","1,285",2,x,x,31,x,x,49,"9,602","3,886",48,"5,768","2,334",3,13,5,17,598,242,22,924,374,45,"2,299",930,0,0,0,38,"3,462","1,401",30,"2,666","1,079",19,831,336,14,872,353,37,"1,021",413,0,0,0,2,x,x,0,0,0,44,14,3,7,1,4,6,43,"3,401","1,376",38,"2,835","1,147",6,x,x,1,x,x,0,0,0,3,13,5,0,0,0
110202029,1102029,11,2,2,29,Lot 30,49,"8,784","3,555",47,"6,708","2,715",21,"2,076",840,1,x,x,20,x,x,49,"8,784","3,555",44,"4,126","1,670",0,0,0,20,952,385,22,"1,099",445,44,"2,607","1,055",0,0,0,27,"2,150",870,21,"1,513",612,14,"1,040",421,9,900,364,40,"1,193",483,0,0,0,0,0,0,0,0,0,33,24,1,2,1,6,11,35,"2,176",881,29,"1,952",790,6,151,61,3,73,30,0,0,0,0,0,0,0,0,0
110202031,1102031,11,2,2,31,Lot 29,50,"11,015","4,458",48,"9,045","3,660",16,"1,970",797,1,x,x,15,x,x,50,"11,015","4,458",43,"6,686","2,706",2,x,x,11,428,173,23,937,379,44,x,x,1,x,x,34,"4,298","1,739",27,"3,783","1,531",18,"1,990",805,15,"1,745",706,38,"1,043",422,0,0,0,1,x,x,0,0,0,38,22,6,8,4,11,9,38,"4,888","1,978",34,"4,502","1,822",4,386,156,0,0,0,1,x,x,0,0,0,1,x,x
110202036,1102036,11,2,2,36,Lot 67,69,"14,344","5,805",69,"12,721","5,148",18,"1,623",657,2,x,x,17,x,x,69,"14,344","5,805",59,"7,560","3,059",1,x,x,34,"1,351",547,28,"1,275",516,61,x,x,1,x,x,41,"4,613","1,867",31,"2,529","1,023",7,955,386,5,870,352,54,"3,419","1,384",1,x,x,2,x,x,1,x,x,44,29,9,7,7,12,13,49,"4,105","1,661",44,"3,565","1,443",8,502,203,3,38,15,0,0,0,1,x,x,0,0,0
110202038,1102038,11,2,2,38,Lot 20,46,"18,791","7,604",45,"10,301","4,169",25,"8,490","3,436",5,612,248,25,"7,878","3,188",46,"18,791","7,604",44,"15,711","6,358",1,x,x,17,660,267,17,669,271,40,x,x,2,x,x,29,"8,978","3,633",24,"8,280","3,351",12,"6,368","2,577",12,"6,160","2,493",35,"2,813","1,138",0,0,0,2,x,x,0,0,0,40,15,7,9,5,9,9,35,"10,505","4,251",25,"7,189","2,909",12,"2,942","1,191",3,374,151,0,0,0,1,x,x,0,0,0
110202039,1102039,11,2,2,39,Lot 21,30,"9,522","3,853",28,"6,271","2,538",13,"3,251","1,316",3,230,93,13,"3,021","1,223",30,"9,522","3,853",26,"7,527","3,046",0,0,0,11,254,103,12,348,141,22,"1,393",564,0,0,0,20,"5,443","2,203",11,"1,629",659,2,x,x,4,539,218,21,701,284,0,0,0,1,x,x,0,0,0,14,13,2,4,3,5,3,16,"4,445","1,799",14,"3,968","1,606",6,477,193,0,0,0,0,0,0,0,0,0,0,0,0
110202040,1102040,11,2,2,40,Miltonvale Park,31,"4,877","1,974",31,"3,354","1,357",13,"1,523",616,1,x,x,13,x,x,31,"4,877","1,974",27,"3,232","1,308",0,0,0,10,297,120,16,478,193,24,870,352,1,x,x,22,"2,328",942,13,"1,362",551,7,367,149,4,231,93,25,"1,016",411,0,0,0,1,x,x,0,0,0,22,12,2,1,2,3,6,23,"1,621",656,20,"1,424",576,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0
110202041,1102041,11,2,2,41,Lot 22,33,"8,905","3,604",33,"6,236","2,524",21,"2,669","1,080",8,809,327,21,"1,860",753,33,"8,905","3,604",31,"6,119","2,476",0,0,0,14,592,240,9,538,218,28,"1,656",670,0,0,0,24,"3,457","1,399",14,"2,722","1,102",2,x,x,2,x,x,27,"1,406",569,0,0,0,2,x,x,0,0,0,21,13,2,0,1,7,8,24,"3,999","1,618",23,"3,182","1,288",7,x,x,1,x,x,0,0,0,0,0,0,0,0,0
110202042,1102042,11,2,2,42,Lot 23,50,"12,295","4,976",50,"9,094","3,680",24,"3,201","1,295",2,x,x,23,x,x,50,"12,295","4,976",43,"8,659","3,504",0,0,0,18,"1,177",476,26,831,336,44,"1,628",659,0,0,0,32,"5,983","2,421",22,"4,285","1,734",6,297,120,3,15,6,39,"2,237",905,0,0,0,9,734,297,0,0,0,30,26,2,4,1,5,7,30,"5,480","2,218",26,"4,307","1,743",5,x,x,2,x,x,0,0,0,0,0,0,0,0,0
110202044,1102044,11,2,2,44,Lot 24,65,"12,742","5,157",64,"8,741","3,537",29,"4,001","1,619",0,0,0,29,"4,001","1,619",65,"12,742","5,157",58,"9,045","3,660",0,0,0,24,813,329,22,674,273,59,"2,210",894,0,0,0,51,"7,142","2,890",37,"5,061","2,048",9,"1,137",460,8,"1,206",488,47,"2,070",838,0,0,0,8,420,170,0,0,0,48,21,2,8,4,8,9,48,"5,776","2,337",41,"4,800","1,942",10,x,x,2,x,x,0,0,0,0,0,0,0,0,0
110202049,1102049,11,2,2,49,Lot 33,75,"17,443","7,059",71,"12,299","4,977",36,"5,144","2,082",10,988,400,33,"4,156","1,682",75,"17,443","7,059",61,"11,423","4,623",1,x,x,19,841,340,34,"1,263",511,66,x,x,3,60,24,47,"7,758","3,140",34,"6,037","2,443",19,"2,496","1,010",16,"2,788","1,128",50,"2,078",841,0,0,0,10,"1,192",482,1,x,x,49,29,8,7,2,10,14,53,"7,349","2,974",48,"6,615","2,677",7,x,x,2,x,x,0,0,0,1,x,x,0,0,0
110202052,1102052,11,2,2,52,Lot 34,59,"16,306","6,599",55,"10,691","4,326",26,"5,615","2,272",2,x,x,26,x,x,59,"16,306","6,599",43,"9,683","3,919",0,0,0,19,852,345,22,"1,044",422,55,"4,727","1,913",1,x,x,38,"7,291","2,951",28,"4,921","1,991",20,"1,768",715,17,"1,527",618,39,"1,459",590,0,0,0,8,840,340,0,0,0,34,26,4,2,4,10,15,38,"5,892","2,384",33,"3,396","1,374",10,"2,496","1,010",0,0,0,0,0,0,0,0,0,0,0,0
110202054,1102054,11,2,2,54,Lot 35,32,"6,186","2,503",31,"4,609","1,865",16,"1,577",638,2,x,x,16,x,x,32,"6,186","2,503",25,"3,538","1,432",0,0,0,8,395,160,22,985,399,29,"1,268",513,0,0,0,21,"2,864","1,159",17,"1,671",676,7,"1,026",415,1,x,x,25,"1,823",738,0,0,0,4,225,91,0,0,0,21,13,3,4,2,2,9,21,"1,852",749,17,x,x,6,"1,176",476,1,x,x,0,0,0,0,0,0,0,0,0
110202056,1102056,11,2,2,56,Lot 36,39,"9,639","3,901",39,"7,857","3,180",16,"1,782",721,2,x,x,15,x,x,39,"9,639","3,901",37,"4,706","1,904",2,x,x,15,941,381,17,580,235,35,x,x,0,0,0,29,"1,786",723,24,"2,217",897,14,749,303,7,496,201,25,798,323,1,x,x,1,x,x,0,0,0,30,20,3,5,3,6,11,31,"1,905",771,23,"1,153",467,10,x,x,2,x,x,0,0,0,1,x,x,1,x,x
110202058,1102058,11,2,2,58,Lot 37,28,"8,469","3,427",28,"7,019","2,840",8,"1,450",587,2,x,x,7,x,x,28,"8,469","3,427",27,"5,126","2,074",2,x,x,10,255,103,10,332,134,26,x,x,0,0,0,19,"2,993","1,211",14,"1,675",678,9,"1,266",512,6,982,397,19,901,365,0,0,0,1,x,x,0,0,0,17,14,6,3,4,5,9,20,"3,054","1,236",17,"2,253",912,5,801,324,0,0,0,1,x,x,2,x,x,0,0,0
110202085,1102085,11,2,2,85,Cornwall,30,"10,098","4,087",27,"6,461","2,615",21,"3,637","1,472",2,x,x,20,x,x,30,"10,098","4,087",27,"7,133","2,887",0,0,0,15,"1,297",525,8,568,230,23,"1,100",445,1,x,x,22,"5,683","2,300",18,"3,631","1,469",10,"1,650",668,11,"1,740",704,25,"1,441",583,0,0,0,2,x,x,0,0,0,23,10,3,7,2,8,3,23,"5,265","2,131",23,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110300000,1100000,11,3,0,0,Agricultural Region 3 - RÇgion agricole 3,756,"255,055","103,217",721,"182,932","74,030",368,"72,123","29,187",68,"11,037","4,467",348,"61,086","24,721",756,"255,055","103,217",652,"174,060","70,440",11,289,117,206,"7,879","3,189",265,"13,616","5,510",639,"59,211","23,962",18,"1,929",781,545,"125,665","50,855",453,"102,090","41,314",329,"60,355","24,425",278,"56,823","22,995",501,"25,022","10,126",0,0,0,29,"2,573","1,041",0,0,0,564,234,84,84,82,122,138,565,"127,655","51,660",502,"106,786","43,215",103,"18,592","7,524",22,"2,277",921,0,0,0,8,256,104,3,33,13
110303000,1103000,11,3,3,0,Prince County,756,"255,055","103,217",721,"182,932","74,030",368,"72,123","29,187",68,"11,037","4,467",348,"61,086","24,721",756,"255,055","103,217",652,"174,060","70,440",11,289,117,206,"7,879","3,189",265,"13,616","5,510",639,"59,211","23,962",18,"1,929",781,545,"125,665","50,855",453,"102,090","41,314",329,"60,355","24,425",278,"56,823","22,995",501,"25,022","10,126",0,0,0,29,"2,573","1,041",0,0,0,564,234,84,84,82,122,138,565,"127,655","51,660",502,"106,786","43,215",103,"18,592","7,524",22,"2,277",921,0,0,0,8,256,104,3,33,13
110303001,1103001,11,3,3,1,Lot 28,46,"18,291","7,402",44,"15,605","6,315",23,"2,686","1,087",4,881,357,23,"1,805",730,46,"18,291","7,402",42,"12,579","5,091",2,x,x,16,678,274,13,317,128,38,x,x,3,244,99,41,"9,840","3,982",33,"9,198","3,722",33,"5,274","2,134",32,"5,393","2,182",21,909,368,0,0,0,2,x,x,0,0,0,38,15,10,10,14,17,10,38,"9,957","4,029",37,"9,554","3,866",3,403,163,0,0,0,0,0,0,2,x,x,0,0,0
110303006,1103006,11,3,3,6,Lot 27,50,"19,135","7,744",47,"13,733","5,558",26,"5,402","2,186",11,"1,529",619,25,"3,873","1,567",50,"19,135","7,744",43,"14,838","6,005",2,x,x,11,580,235,21,692,280,44,x,x,1,x,x,39,"10,509","4,253",31,"8,015","3,244",31,"5,895","2,386",27,"5,674","2,296",35,"1,631",660,0,0,0,2,x,x,0,0,0,39,19,4,8,10,14,17,41,"10,149","4,107",35,"7,470","3,023",9,x,x,2,x,x,0,0,0,1,x,x,1,x,x
110303009,1103009,11,3,3,9,Lot 26,51,"21,022","8,507",50,"13,980","5,658",27,"7,042","2,850",7,"1,077",436,26,"5,965","2,414",51,"21,022","8,507",48,"17,216","6,967",0,0,0,15,531,215,17,430,174,41,"2,845","1,151",6,"1,010",409,40,"12,292","4,974",32,"10,628","4,301",33,"6,864","2,778",29,"6,527","2,641",35,"1,735",702,0,0,0,2,x,x,0,0,0,45,15,11,10,14,16,15,46,"13,428","5,434",39,"11,479","4,645",13,x,x,2,x,x,0,0,0,0,0,0,0,0,0
110303011,1103011,11,3,3,11,Lot 25,33,"13,066","5,288",32,"9,622","3,894",16,"3,444","1,394",0,0,0,16,"3,444","1,394",33,"13,066","5,288",28,"10,364","4,194",1,x,x,6,405,164,13,474,192,28,x,x,0,0,0,25,"7,851","3,177",18,"6,177","2,500",18,"3,607","1,460",16,"3,345","1,354",23,"1,191",482,0,0,0,3,150,61,0,0,0,29,9,6,7,5,8,5,24,"7,766","3,143",20,"6,727","2,722",8,x,x,1,x,x,0,0,0,0,0,0,1,x,x
110303012,1103012,11,3,3,12,Lot 19,46,"13,261","5,367",42,"7,083","2,866",28,"6,178","2,500",3,652,264,28,"5,526","2,236",46,"13,261","5,367",38,"10,912","4,416",0,0,0,10,349,141,12,309,125,34,"1,691",684,0,0,0,27,"7,447","3,014",29,"7,135","2,887",20,"5,081","2,056",16,"5,434","2,199",31,"2,071",838,0,0,0,3,472,191,0,0,0,32,18,8,5,3,10,7,34,"8,707","3,524",33,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110303016,1103016,11,3,3,16,Lot 18,44,"15,550","6,293",41,"9,439","3,820",20,"6,111","2,473",1,x,x,20,x,x,44,"15,550","6,293",38,"13,482","5,456",1,x,x,14,404,163,9,135,55,33,x,x,1,x,x,29,"9,270","3,751",24,"7,562","3,060",18,"6,716","2,718",13,"5,679","2,298",30,"1,588",643,0,0,0,4,425,172,0,0,0,33,15,6,4,4,7,8,27,"9,982","4,040",23,"7,139","2,889",6,x,x,2,x,x,0,0,0,1,x,x,0,0,0
110303019,1103019,11,3,3,19,Lot 17,52,"16,977","6,870",51,"11,986","4,851",21,"4,991","2,020",2,x,x,21,x,x,52,"16,977","6,870",40,"11,918","4,823",1,x,x,14,472,191,12,511,207,42,x,x,0,0,0,33,"8,244","3,336",25,"6,512","2,635",9,"1,437",582,9,"1,443",584,28,"1,916",775,0,0,0,0,0,0,0,0,0,35,10,3,4,2,6,5,35,"8,591","3,477",33,"6,427","2,601",6,x,x,1,x,x,0,0,0,1,x,x,0,0,0
110303028,1103028,11,3,3,28,Lot 16,34,"9,244","3,741",34,"8,085","3,272",16,"1,159",469,0,0,0,16,"1,159",469,34,"9,244","3,741",30,"4,836","1,957",0,0,0,8,253,102,18,"1,821",737,30,"2,334",945,0,0,0,24,"3,585","1,451",16,"2,095",848,11,"1,089",441,8,957,387,28,"1,333",539,0,0,0,0,0,0,0,0,0,23,15,4,2,3,4,8,25,"2,685","1,087",21,"2,127",861,8,558,226,0,0,0,0,0,0,0,0,0,0,0,0
110303031,1103031,11,3,3,31,Lot 14,30,"11,804","4,777",29,"7,274","2,944",12,"4,530","1,833",2,x,x,10,x,x,30,"11,804","4,777",26,"8,024","3,247",1,x,x,6,155,63,16,"1,127",456,26,x,x,2,x,x,19,"5,221","2,113",15,"4,645","1,880",8,"2,527","1,023",6,"2,084",843,23,"1,209",489,0,0,0,2,x,x,0,0,0,21,9,4,2,3,4,5,23,"6,291","2,546",20,"5,886","2,382",4,x,x,1,x,x,0,0,0,1,x,x,0,0,0
110303032,1103032,11,3,3,32,Lot 13,41,"10,808","4,374",39,"8,378","3,390",17,"2,430",983,1,x,x,16,x,x,41,"10,808","4,374",37,"6,049","2,448",0,0,0,16,420,170,17,841,340,36,"3,498","1,416",1,x,x,32,"5,068","2,051",27,"3,485","1,410",8,"2,016",816,8,"1,694",686,34,"1,649",667,0,0,0,1,x,x,0,0,0,34,13,2,5,6,8,7,33,"4,026","1,629",32,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110303034,1103034,11,3,3,34,Lot 12,20,"4,039","1,635",18,"2,369",959,11,"1,670",676,3,"1,085",439,8,585,237,20,"4,039","1,635",14,"1,422",575,0,0,0,4,84,34,10,"1,228",497,16,"1,305",528,0,0,0,12,740,299,9,473,191,3,192,78,0,0,0,11,245,99,0,0,0,0,0,0,0,0,0,13,4,0,0,0,1,1,12,665,269,9,445,180,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0
110303036,1103036,11,3,3,36,Lot 11,22,"6,845","2,770",22,"5,733","2,320",9,"1,112",450,0,0,0,9,"1,112",450,22,"6,845","2,770",17,"3,002","1,215",0,0,0,8,x,x,2,x,x,21,"3,550","1,437",0,0,0,15,"1,924",779,13,824,333,5,185,75,3,97,39,12,544,220,0,0,0,0,0,0,0,0,0,14,3,1,0,0,0,3,15,"1,846",747,13,"1,534",621,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0
110303041,1103041,11,3,3,41,Lot  6,42,"16,960","6,863",39,"11,603","4,696",28,"5,357","2,168",8,"1,383",560,26,"3,974","1,608",42,"16,960","6,863",35,"11,629","4,706",0,0,0,16,741,300,15,"1,653",669,36,"2,937","1,189",0,0,0,31,"8,443","3,417",26,"7,008","2,836",21,"4,516","1,828",18,"4,261","1,724",25,"1,597",646,0,0,0,1,x,x,0,0,0,32,13,2,3,2,4,8,31,"8,893","3,599",28,"7,676","3,106",8,x,x,1,x,x,0,0,0,0,0,0,0,0,0
110303044,1103044,11,3,3,44,Lot  9,19,"4,709","1,906",19,"4,234","1,713",7,475,192,2,x,x,5,x,x,19,"4,709","1,906",18,"2,030",822,1,x,x,6,182,74,8,244,99,18,x,x,0,0,0,14,"1,181",478,13,955,386,6,476,193,6,476,193,16,353,143,0,0,0,0,0,0,0,0,0,14,9,1,1,1,0,1,13,"1,253",507,12,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
110303046,1103046,11,3,3,46,Lot  8,35,"14,744","5,967",31,"11,223","4,542",23,"3,521","1,425",7,487,197,21,"3,034","1,228",35,"14,744","5,967",32,"7,840","3,173",0,0,0,12,351,142,15,681,276,29,"5,872","2,376",0,0,0,28,"5,569","2,254",27,"5,005","2,025",20,"2,799","1,133",18,"2,599","1,052",23,"1,294",524,0,0,0,2,x,x,0,0,0,28,12,8,6,5,6,5,30,"5,676","2,297",27,"4,454","1,802",5,x,x,1,x,x,0,0,0,0,0,0,0,0,0
110303048,1103048,11,3,3,48,Lot  7,28,"8,241","3,335",28,"5,941","2,404",17,"2,300",931,4,375,152,15,"1,925",779,28,"8,241","3,335",25,"5,277","2,136",1,x,x,8,284,115,8,197,80,26,x,x,0,0,0,22,"4,157","1,682",23,"3,514","1,422",16,"1,619",655,14,"1,562",632,23,990,401,0,0,0,0,0,0,0,0,0,24,12,2,0,4,5,6,25,"3,807","1,541",22,"3,144","1,272",5,x,x,1,x,x,0,0,0,1,x,x,0,0,0
110303049,1103049,11,3,3,49,Lot  5,26,"7,554","3,057",24,"5,369","2,173",12,"2,185",884,1,x,x,12,x,x,26,"7,554","3,057",22,"5,446","2,204",0,0,0,2,x,x,12,x,x,21,"1,636",662,1,x,x,19,"4,674","1,892",18,"3,387","1,371",15,"1,926",779,14,"1,525",617,20,644,261,0,0,0,1,x,x,0,0,0,20,8,3,3,1,3,5,21,"3,963","1,604",17,"3,177","1,286",5,x,x,1,x,x,0,0,0,0,0,0,0,0,0
