AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTFCAP,TOTFCAP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NCAPITAL,CAPITAL,NCAPBLDG,CAPBLDG,NCAPQUOT,CAPQUOT,NCAPLAND,CAPLAND,NCAPLDIM,CAPLDIM,NNEWCAR,NEWCAR,NNEWTRUK,NEWTRUK,NNEWMACH,NEWMACH,NUSEDVEH,USEDVEH
110303054,1103054,11,3,3,54,Lot  3,33,"19,298,827",33,"15,048,900",31,"11,851,900",12,"3,197,000",33,"3,426,347",28,"823,580",20,"791,908",9,"169,318",5,"80,108",2,x,5,"36,821",2,x,2,x,8,"240,141",14,"170,002"
110303056,1103056,11,3,3,56,Lot  2,16,"6,511,322",16,"4,955,800",15,"3,579,400",7,"1,376,400",16,"1,186,800",12,"368,722",4,"236,581",4,"78,455",0,0,1,x,0,0,0,0,1,x,1,x,3,"74,126"
110303058,1103058,11,3,3,58,Lot  1,39,"13,142,375",39,"9,954,400",37,"7,960,900",10,"1,993,500",33,"2,488,719",27,"699,256",12,"643,070",9,"406,670",1,x,2,x,5,x,0,0,0,0,3,x,3,"23,500"
120000000,1200000,12,0,0,0,Nova Scotia - Nouvelle-êcosse,"4,453","1,360,035,456","4,453","961,644,442","4,318","882,432,805","1,380","79,211,637","4,202","254,697,443","2,807","143,693,571","1,698","59,735,645",773,"17,819,958",99,"6,648,517",134,"5,581,840",500,"2,975,620",75,"1,464,608",179,"4,141,361",642,"14,818,220",677,"6,285,521"
120100000,1200000,12,1,0,0,Agricultural Region 1 - RÇgion agricole 1,802,"188,080,164",802,"128,951,733",775,"120,335,733",159,"8,616,000",752,"26,742,462",444,"32,385,969",239,"5,371,095",111,"2,241,546",7,"95,799",13,"225,185",59,"253,511",11,"225,841",25,"763,246",73,"1,098,390",81,"467,577"
120101000,1201000,12,1,1,0,Shelburne County,29,"3,022,787",29,"2,355,430",28,x,2,x,25,"532,700",15,"134,657",5,"50,698",2,x,0,0,0,0,2,x,0,0,1,x,1,x,1,x
120101006,1201006,12,1,1,6,Shelburne,29,"3,022,787",29,"2,355,430",28,x,2,x,25,"532,700",15,"134,657",5,"50,698",2,x,0,0,0,0,2,x,0,0,1,x,1,x,1,x
120102000,1202000,12,1,2,0,Yarmouth County,133,"30,755,989",133,"21,767,850",130,"19,194,450",32,"2,573,400",125,"4,914,725",83,"4,073,414",43,"588,981",17,x,3,"32,999",1,x,17,"73,737",3,x,2,x,13,"178,024",16,"82,275"
120102001,1202001,12,1,2,1,Argyle,36,"4,659,878",36,"3,002,500",35,"2,453,500",8,"549,000",34,"761,300",20,"896,078",14,"118,668",8,"62,988",1,x,0,0,5,"21,539",0,0,1,x,5,"13,296",4,x
120102004,1202004,12,1,2,4,Yarmouth,97,"26,096,111",97,"18,765,350",95,"16,740,950",24,"2,024,400",91,"4,153,425",63,"3,177,336",29,"470,313",9,x,2,x,1,x,12,"52,198",3,x,1,x,8,"164,728",12,x
120103000,1203000,12,1,3,0,Digby County,132,"45,859,739",132,"18,985,311",125,"18,170,311",15,"815,000",130,"4,373,463",93,"22,500,965",44,"1,850,287",32,"1,387,988",0,0,2,x,4,x,2,x,6,"148,700",9,x,11,"67,550"
120103001,1203001,12,1,3,1,Clare,80,"33,724,549",80,"13,350,016",76,"12,669,016",7,"681,000",78,"2,845,441",57,"17,529,092",29,"1,712,846",24,"1,290,103",0,0,2,x,2,x,2,x,6,"148,700",6,x,5,"37,000"
120103004,1203004,12,1,3,4,Digby,52,"12,135,191",52,"5,635,295",49,"5,501,295",8,"134,000",52,"1,528,022",36,"4,971,874",15,"137,441",8,"97,885",0,0,0,0,2,x,0,0,0,0,3,x,6,"30,550"
120104000,1204000,12,1,4,0,Queens County,58,"10,256,933",58,"8,101,290",57,x,9,x,55,"1,622,149",32,"533,494",13,"353,802",8,"165,497",0,0,2,x,6,"27,388",0,0,1,x,4,"84,261",6,x
120104008,1204008,12,1,4,8,"Queens, Subd. B",58,"10,256,933",58,"8,101,290",57,x,9,x,55,"1,622,149",32,"533,494",13,"353,802",8,"165,497",0,0,2,x,6,"27,388",0,0,1,x,4,"84,261",6,x
120106000,1206000,12,1,6,0,Lunenburg County,450,"98,184,716",450,"77,741,852",435,"73,095,252",101,"4,646,600",417,"15,299,425",221,"5,143,439",134,"2,527,327",52,"590,775",4,"62,800",8,"159,385",30,"127,973",6,"115,300",15,"520,903",46,"664,295",47,"285,896"
120106001,1206001,12,1,6,1,Lunenburg,315,"77,620,066",315,"60,947,902",304,"57,196,702",81,"3,751,200",293,"12,094,736",178,"4,577,428",97,"2,202,230",41,"563,138",4,"62,800",6,x,23,x,6,"115,300",10,"447,575",33,"567,671",34,"208,582"
120106009,1206009,12,1,6,9,Chester,135,"20,564,650",135,"16,793,950",131,"15,898,550",20,"895,400",124,"3,204,689",43,"566,011",37,"325,097",11,"27,637",0,0,2,x,7,x,0,0,5,"73,328",13,"96,624",13,"77,314"
120200000,1200000,12,2,0,0,Agricultural Region 2 - RÇgion agricole 2,"1,371","532,987,715","1,371","379,111,024","1,328","344,503,069",508,"34,607,955","1,327","102,678,019",962,"51,198,672",576,"23,038,110",278,"7,837,704",29,"1,692,167",52,"2,208,622",154,"1,031,579",35,"674,391",61,"1,333,426",232,"5,606,404",225,"2,653,817"
120205000,1205000,12,2,5,0,Annapolis County,271,"79,035,334",271,"56,804,268",266,"51,154,017",99,"5,650,251",260,"14,762,677",203,"7,468,389",108,"3,496,264",63,"828,456",4,"278,700",9,"378,000",40,"250,640",6,"86,200",14,"379,409",46,"923,453",43,"371,406"
120205001,1205001,12,2,5,1,"Annapolis, Subd. D",33,"11,240,204",33,"9,551,601",33,"8,904,900",10,"646,701",32,"1,292,240",20,"396,363",13,"283,794",5,"7,974",1,x,2,x,2,x,0,0,2,x,6,"62,070",4,x
120205004,1205004,12,2,5,4,"Annapolis, Subd. A",75,"17,153,510",75,"12,351,706",73,"11,402,306",27,"949,400",73,"3,260,426",55,"1,541,378",28,"654,353",15,"170,229",1,x,3,"34,000",11,x,0,0,5,"142,710",11,"81,458",9,x
120205009,1205009,12,2,5,9,"Annapolis, Subd. B",89,"26,894,503",89,"19,408,761",88,"17,062,911",37,"2,345,850",86,"4,639,561",74,"2,846,181",37,"1,555,252",23,"405,052",1,x,3,x,12,"86,479",1,x,5,"164,901",17,"396,720",20,"207,200"
120205014,1205014,12,2,5,14,"Annapolis, Subd. C",74,"23,747,117",74,"15,492,200",72,"13,783,900",25,"1,708,300",69,"5,570,450",54,"2,684,467",30,"1,002,865",20,"245,201",1,x,1,x,15,"114,656",5,x,2,x,12,"383,205",10,"82,005"
120207000,1207000,12,2,7,0,Kings County,707,"307,223,642",707,"219,666,105",681,"199,588,151",249,"20,077,954",686,"58,902,498",453,"28,655,039",292,"11,375,646",131,"4,663,912",8,"307,868",24,"1,165,862",68,"402,633",20,"413,721",28,"569,594",122,"2,317,919",113,"1,534,137"
120207001,1207001,12,2,7,1,"Kings, Subd. A",347,"122,007,620",347,"86,506,894",335,"79,833,302",108,"6,673,592",334,"24,578,783",219,"10,921,943",144,"3,819,541",61,"1,129,219",4,"164,120",8,"358,157",37,"178,942",8,"167,043",11,"177,198",59,"885,549",66,"759,313"
120207011,1207011,12,2,7,11,"Kings, Subd. C",50,"13,941,329",50,"10,787,651",48,"10,043,851",15,"743,800",48,"2,126,180",29,"1,027,498",13,"332,519",6,"69,238",0,0,1,x,1,x,1,x,3,"72,000",5,"72,081",5,"43,200"
120207016,1207016,12,2,7,16,"Kings, Subd. B",205,"120,657,011",205,"86,064,496",195,"75,400,434",90,"10,664,062",201,"23,586,977",128,"11,005,538",93,"4,813,673",43,"2,478,666",2,x,10,"493,567",16,x,9,x,9,"216,983",36,"724,515",30,"569,622"
120207021,1207021,12,2,7,21,"Kings, Subd. D",105,"50,617,682",105,"36,307,064",103,"34,310,564",36,"1,996,500",103,"8,610,558",77,"5,700,060",42,"2,409,913",21,"986,789",2,x,5,x,14,"122,047",2,x,5,"103,413",22,"635,774",12,"162,002"
120208000,1208000,12,2,8,0,Hants County,393,"146,728,739",393,"102,640,651",381,"93,760,901",160,"8,879,750",381,"29,012,844",306,"15,075,244",176,"8,166,200",84,"2,345,336",17,"1,105,599",19,"664,760",46,"378,306",9,"174,470",19,"384,423",64,"2,365,032",69,"748,274"
120208001,1208001,12,2,8,1,West Hants,189,"66,409,576",189,"48,719,610",181,"43,895,701",79,"4,823,909",183,"11,346,404",144,"6,343,562",69,"1,953,691",33,"427,391",3,"53,398",6,"93,300",21,"148,547",5,"74,870",5,"100,362",24,"631,760",29,"424,063"
120208008,1208008,12,2,8,8,East Hants,204,"80,319,163",204,"53,921,041",200,"49,865,200",81,"4,055,841",198,"17,666,440",162,"8,731,682",107,"6,212,509",51,"1,917,945",14,"1,052,201",13,"571,460",25,"229,759",4,"99,600",14,"284,061",40,"1,733,272",40,"324,211"
120300000,1200000,12,3,0,0,Agricultural Region 3 - RÇgion agricole 3,"1,304","381,969,110","1,304","273,439,078","1,268","251,820,834",416,"21,618,244","1,196","73,402,952",757,"35,127,080",511,"18,449,295",224,"4,177,220",27,"2,319,557",39,"1,783,486",178,"1,022,331",18,"393,876",53,"1,238,652",201,"5,750,840",222,"1,763,333"
120309000,1209000,12,3,9,0,Halifax County,210,"56,387,127",210,"41,035,865",202,"38,571,345",51,"2,464,520",193,"10,641,087",130,"4,710,175",79,"3,924,414",39,"1,667,098",5,x,5,x,12,"106,891",3,"54,500",11,"284,085",27,"1,262,753",30,"219,394"
120309012,1209012,12,3,9,12,"Halifax, Subd. C",23,"5,813,219",23,"4,998,900",20,"4,290,900",5,"708,000",20,"507,875",10,"306,444",9,x,2,x,0,0,1,x,1,x,0,0,2,x,3,x,5,"26,175"
120309018,1209018,12,3,9,18,"Halifax, Subd. D",35,"7,074,363",35,"5,775,761",34,"5,695,761",3,"80,000",30,"1,107,981",14,"190,621",10,x,7,"49,113",0,0,0,0,1,x,0,0,0,0,5,x,4,"13,368"
120309026,1209026,12,3,9,26,"Halifax, Subd. E",54,"19,089,983",54,"13,879,650",52,"13,177,150",15,"702,500",48,"3,512,749",42,"1,697,584",20,"2,079,879",8,x,2,x,1,x,4,x,3,"54,500",3,x,10,"439,987",5,"47,070"
120309031,1209031,12,3,9,31,"Halifax, Subd. F",65,"16,439,817",65,"10,643,154",64,"10,034,634",18,"608,520",62,"3,935,523",45,"1,861,140",27,"983,404",15,"224,806",3,x,1,x,4,"16,800",0,0,3,"39,085",7,"420,750",13,"121,220"
120309036,1209036,12,3,9,36,"Halifax, Subd. G",33,"7,969,745",33,"5,738,400",32,"5,372,900",10,"365,500",33,"1,576,959",19,"654,386",13,"343,214",7,x,0,0,2,x,2,x,0,0,3,x,2,x,3,"11,561"
120310000,1210000,12,3,10,0,Colchester County,538,"166,566,382",538,"117,657,243",525,"108,376,998",187,"9,280,245",491,"31,473,529",355,"17,435,610",214,"7,866,883",95,"1,345,853",19,"1,862,514",15,"772,450",79,"476,083",8,"162,000",16,"342,276",85,"2,152,043",98,"753,664"
120310001,1210001,12,3,10,1,"Colchester, Subd. C",206,"83,868,678",206,"57,851,185",201,"53,633,546",79,"4,217,639",196,"16,293,907",157,"9,723,586",103,"4,851,249",45,"795,158",14,x,7,x,47,"250,280",5,"95,000",9,x,49,"1,529,928",41,"274,846"
120310008,1210008,12,3,10,8,"Colchester, Subd. B",187,"51,058,567",187,"35,247,689",182,"31,788,783",70,"3,458,906",177,"9,895,065",134,"5,915,813",67,"2,372,768",36,"469,411",4,"379,552",7,"306,500",17,"132,912",3,"67,000",6,"170,151",27,"550,860",34,"296,382"
120310012,1210012,12,3,10,12,"Colchester, Subd. A",145,"31,639,137",145,"24,558,369",142,"22,954,669",38,"1,603,700",118,"5,284,557",64,"1,796,211",44,"642,866",14,"81,284",1,x,1,x,15,"92,891",0,0,1,x,9,"71,255",23,"182,436"
120311000,1211000,12,3,11,0,Cumberland County,556,"159,015,602",556,"114,745,970",541,"104,872,491",178,"9,873,479",512,"31,288,336",272,"12,981,296",218,"6,657,998",90,"1,164,269",3,x,19,x,87,"439,357",7,"177,376",26,"612,291",89,"2,336,044",94,"790,275"
120311001,1211001,12,3,11,1,"Cumberland, Subd. A",93,"23,571,323",93,"18,787,935",91,"17,478,935",24,"1,309,000",82,"4,045,738",19,"737,650",32,"1,172,341",11,"56,868",0,0,7,x,14,"85,074",1,x,3,"64,800",9,"177,493",18,"306,606"
120311006,1211006,12,3,11,6,"Cumberland, Subd. B",186,"44,498,777",186,"31,918,671",179,"30,403,287",39,"1,515,384",168,"10,380,247",58,"2,199,859",67,"1,543,197",18,"142,098",0,0,3,x,32,"144,246",2,x,8,"246,641",28,"683,082",29,"146,335"
120311009,1211009,12,3,11,9,"Cumberland, Subd. C",167,"58,835,747",167,"40,860,557",161,"36,296,162",73,"4,564,395",156,"11,242,077",114,"6,733,113",68,"3,005,968",34,"781,018",3,x,6,"231,000",28,"144,119",3,x,10,"183,100",37,"1,143,818",29,"222,332"
120311014,1211014,12,3,11,14,"Cumberland, Subd. D",110,"32,109,754",110,"23,178,807",110,"20,694,107",42,"2,484,700",106,"5,620,274",81,"3,310,673",51,"936,492",27,"184,285",0,0,3,x,13,"65,918",1,x,5,"117,750",15,"331,651",18,"115,002"
120400000,1200000,12,4,0,0,Agricultural Region 4 - RÇgion agricole 4,690,"177,932,359",690,"124,710,941",672,"114,844,313",208,"9,866,628",656,"36,072,176",431,"17,149,242",255,"8,580,217",105,"2,317,778",26,"1,916,754",20,"622,100",86,"558,266",7,"114,500",28,"570,551",102,"1,622,391",103,"857,877"
120412000,1212000,12,4,12,0,Pictou County,343,"85,986,970",343,"60,989,935",334,"54,610,567",115,"6,379,368",329,"16,904,061",234,"8,092,974",146,"3,585,361",66,x,11,x,12,x,37,x,5,x,13,"252,909",51,"655,465",65,x
120412001,1212001,12,4,12,1,"Pictou, Subd. A",151,"39,258,059",151,"26,269,727",147,"23,631,727",49,"2,638,000",146,"8,451,073",121,"4,537,259",74,"2,019,315",35,"677,878",6,"261,149",7,"195,500",20,x,2,x,7,"140,284",25,"337,800",35,"291,876"
120412006,1212006,12,4,12,6,"Pictou, Subd. B",94,"23,678,833",94,"17,087,348",92,"15,242,310",35,"1,845,038",93,"4,474,756",67,"2,116,729",33,"788,158",16,x,4,x,4,"165,000",7,"43,934",1,x,0,0,10,"132,145",14,x
120412011,1212011,12,4,12,11,"Pictou, Subd. C",98,"23,050,079",98,"17,632,860",95,"15,736,530",31,"1,896,330",90,"3,978,232",46,"1,438,987",39,"777,888",15,"122,000",1,x,1,x,10,"53,831",2,x,6,"112,625",16,"185,520",16,"115,912"
120413000,1213000,12,4,13,0,Guysborough County,100,"17,298,771",100,"13,196,500",94,"12,558,900",21,"637,600",88,"2,984,323",25,"1,117,948",22,"756,544",5,x,1,x,1,x,15,x,0,0,5,"72,365",9,"170,899",3,x
120413001,1213001,12,4,13,1,St. Mary's,33,"8,243,108",33,"6,146,800",31,"5,891,300",9,"255,500",30,"1,576,498",12,"519,810",12,"653,190",4,x,1,x,0,0,9,x,0,0,2,x,5,x,3,x
120413004,1213004,12,4,13,4,Guysborough,67,"9,055,663",67,"7,049,700",63,"6,667,600",12,"382,100",58,"1,407,825",13,"598,138",10,"103,354",1,x,0,0,1,x,6,"23,190",0,0,3,x,4,x,0,0
120414000,1214000,12,4,14,0,Antigonish County,247,"74,646,618",247,"50,524,506",244,"47,674,846",72,"2,849,660",239,"16,183,792",172,"7,938,320",87,"4,238,312",34,"1,255,223",14,"1,092,785",7,x,34,"283,693",2,x,10,"245,277",42,"796,027",35,"355,707"
120414001,1214001,12,4,14,1,"Antigonish, Subd. A",155,"47,425,813",155,"32,098,728",153,"30,336,968",39,"1,761,760",148,"9,993,724",113,"5,333,361",51,"2,323,337",18,"908,004",7,"502,951",2,x,17,"167,891",1,x,6,"135,277",21,"426,740",19,"134,474"
120414006,1214006,12,4,14,6,"Antigonish, Subd. B",92,"27,220,806",92,"18,425,778",91,"17,337,878",33,"1,087,900",91,"6,190,068",59,"2,604,960",36,"1,914,975",16,"347,219",7,"589,834",5,x,17,"115,802",1,x,4,"110,000",21,"369,287",16,"221,233"
120500000,1200000,12,5,0,0,Agricultural Region 5 - RÇgion agricole 5,286,"79,066,107",286,"55,431,666",275,"50,928,856",89,"4,502,810",271,"15,801,834",213,"7,832,607",117,"4,296,928",55,"1,245,710",10,"624,240",10,"742,447",23,"109,933",4,"56,000",12,"235,486",34,"740,195",46,"542,917"
120515000,1215000,12,5,15,0,Inverness County,130,"39,863,652",130,"27,191,656",124,"25,152,956",45,"2,038,700",127,"8,455,605",107,"4,216,391",57,"2,112,354",28,"373,331",8,x,5,"552,000",12,"61,583",0,0,3,x,16,"194,606",26,x
120515001,1215001,12,5,15,1,"Inverness, Subd. C",25,"8,387,122",25,"5,516,950",22,"4,782,450",12,"734,500",25,"1,867,089",22,"1,003,083",10,"460,454",6,"80,657",0,0,1,x,3,x,0,0,1,x,2,x,6,x
120515006,1215006,12,5,15,6,"Inverness, Subd. B",69,"24,054,557",69,"16,370,386",67,"15,544,686",23,"825,700",67,"5,106,816",56,"2,577,355",30,"1,433,610",14,"245,022",8,x,1,x,7,x,0,0,1,x,10,"132,648",13,"210,200"
120515011,1215011,12,5,15,11,"Inverness, Subd. A",36,"7,421,973",36,"5,304,320",35,"4,825,820",10,"478,500",35,"1,481,700",29,"635,953",17,"218,290",8,"47,652",0,0,3,x,2,x,0,0,1,x,4,x,7,"33,314"
120516000,1216000,12,5,16,0,Richmond County,18,"3,907,344",18,"2,695,000",17,x,3,x,17,"545,950",12,"666,394",6,"82,076",3,"14,072",0,0,0,0,1,x,2,x,1,x,2,x,3,x
120516001,1216001,12,5,16,1,"Richmond, Subd. C",18,"3,907,344",18,"2,695,000",17,x,3,x,17,"545,950",12,"666,394",6,"82,076",3,"14,072",0,0,0,0,1,x,2,x,1,x,2,x,3,x
120517000,1217000,12,5,17,0,Cape Breton County,104,"25,779,853",104,"18,889,110",101,"17,057,400",30,"1,831,710",96,"4,862,779",67,"2,027,964",44,"1,915,414",18,"794,243",2,x,5,"190,447",7,x,1,x,7,"133,200",13,"525,615",13,"148,459"
120517030,1217030,12,5,17,30,Cape Breton,104,"25,779,853",104,"18,889,110",101,"17,057,400",30,"1,831,710",96,"4,862,779",67,"2,027,964",44,"1,915,414",18,"794,243",2,x,5,"190,447",7,x,1,x,7,"133,200",13,"525,615",13,"148,459"
120518000,1218000,12,5,18,0,Victoria County,34,"9,515,258",34,"6,655,900",33,x,11,x,31,"1,937,500",27,"921,858",10,"187,084",6,"64,064",0,0,0,0,3,x,1,x,1,x,3,x,4,"56,500"
120518001,1218001,12,5,18,1,"Victoria, Subd. B",34,"9,515,258",34,"6,655,900",33,x,11,x,31,"1,937,500",27,"921,858",10,"187,084",6,"64,064",0,0,0,0,3,x,1,x,1,x,3,x,4,"56,500"
130000000,1300000,13,0,0,0,New Brunswick - Nouveau-Brunswick,"3,405","1,129,098,338","3,405","776,910,162","3,281","680,794,445","1,228","96,115,717","3,268","258,511,932","2,191","93,676,244","1,374","52,663,918",644,"11,934,609",78,"5,264,417",111,"7,119,127",311,"2,509,783",74,"1,363,140",142,"3,092,399",601,"15,283,277",591,"6,097,166"
130100000,1300000,13,1,0,0,Agricultural Region 1 - RÇgion agricole 1,"1,249","534,411,313","1,249","371,444,605","1,203","322,688,549",493,"48,756,056","1,209","129,690,437",767,"33,276,271",535,"28,630,572",260,"6,235,238",23,"3,001,150",57,"5,098,998",124,"1,537,283",28,"559,838",56,"1,254,989",242,"7,817,347",243,"3,125,729"
130110000,1310000,13,1,10,0,York County,366,"104,466,690",366,"72,601,454",352,"66,022,924",127,"6,578,530",350,"20,900,882",259,"10,964,354",136,"3,957,030",66,"1,253,734",5,"198,595",8,"370,500",26,"151,421",8,"157,800",14,"247,080",57,"1,142,217",54,"435,683"
130110004,1310004,13,1,10,4,Manners Sutton,37,"7,676,653",37,"5,135,300",36,"4,579,300",13,"556,000",34,"1,583,299",33,"958,054",16,"313,111",8,"17,935",1,x,1,x,0,0,1,x,1,x,6,"123,376",4,"31,800"
130110011,1310011,13,1,10,11,Canterbury,19,"3,568,613",19,"2,847,500",19,"2,702,000",5,"145,500",18,"538,350",12,"182,763",5,"112,156",1,x,0,0,0,0,2,x,0,0,0,0,4,"99,600",2,x
130110016,1310016,13,1,10,16,Prince William,22,"5,347,876",22,"3,483,300",20,"3,083,300",7,"400,000",21,"1,317,900",17,"546,676",10,"134,184",5,"9,783",1,x,1,x,3,x,0,0,1,x,2,x,4,"12,962"
130110018,1310018,13,1,10,18,Kingsclear,35,"9,050,678",35,"7,076,700",33,"6,649,300",8,"427,400",33,"1,437,550",18,"536,428",10,"160,179",4,"62,291",1,x,0,0,0,0,0,0,0,0,5,"73,000",5,x
130110021,1310021,13,1,10,21,Queensbury,37,"13,878,408",37,"9,227,150",36,"8,530,150",17,"697,000",36,"3,044,749",31,"1,606,509",11,"446,130",1,x,1,x,1,x,2,x,2,x,3,"81,880",7,"84,100",5,"62,900"
130110024,1310024,13,1,10,24,Southampton,32,"8,567,064",32,"5,580,600",30,"4,948,400",17,"632,200",31,"2,011,401",27,"975,063",16,"400,512",9,"75,659",1,x,1,x,5,"29,655",0,0,1,x,9,"141,132",8,"80,466"
130110026,1310026,13,1,10,26,Bright,52,"15,604,045",52,"11,259,266",48,"9,768,836",18,"1,490,430",52,"2,637,759",34,"1,707,020",21,"412,579",11,"176,250",0,0,1,x,5,x,1,x,1,x,6,"88,805",10,"94,450"
130110028,1310028,13,1,10,28,Douglas,44,"19,547,344",44,"12,772,017",43,"11,504,017",19,"1,268,000",43,"3,898,036",34,"2,877,291",20,"1,174,443",12,x,0,0,1,x,5,"37,000",1,x,3,"69,000",6,"225,597",4,"25,400"
130110031,1310031,13,1,10,31,Saint Marys,25,"5,345,345",25,"3,676,800",25,"3,265,300",9,"411,500",25,"1,187,402",21,"481,143",9,"157,703",4,"2,485",0,0,0,0,1,x,1,x,2,x,3,x,4,x
130110032,1310032,13,1,10,32,Fredericton,25,"8,266,085",25,"5,896,321",25,"5,657,821",6,"238,500",21,"1,722,186",11,"647,578",6,"225,904",3,x,0,0,0,0,1,x,1,x,1,x,2,x,3,x
130110036,1310036,13,1,10,36,Stanley,38,"7,614,579",38,"5,646,500",37,"5,334,500",8,"312,000",36,"1,522,250",21,"445,829",12,"420,129",8,"64,252",0,0,2,x,2,x,1,x,1,x,7,"134,037",5,"22,800"
130111000,1311000,13,1,11,0,Carleton County,474,"223,829,512",474,"152,787,899",453,"131,118,550",210,"21,669,349",465,"59,572,856",319,"11,468,757",228,"14,122,026",104,"2,262,510",6,"576,005",26,"3,202,262",55,"914,413",13,"233,738",23,"599,323",113,"4,605,328",120,"1,728,447"
130111001,1311001,13,1,11,1,Richmond,42,"12,092,340",42,"7,644,903",34,"6,191,903",24,"1,453,000",39,"2,770,561",35,"1,676,876",20,"714,299",12,"72,051",2,x,2,x,4,"21,730",0,0,2,x,6,"227,198",9,"118,815"
130111004,1311004,13,1,11,4,Woodstock,39,"12,656,033",39,"8,811,900",37,"7,666,900",12,"1,145,000",39,"3,135,850",23,"708,283",10,"359,844",5,"48,309",0,0,1,x,4,x,0,0,1,x,4,x,4,x
130111008,1311008,13,1,11,8,Northampton,25,"5,553,022",25,"3,870,300",24,"3,603,100",7,"267,200",25,"1,172,001",21,"510,721",8,"207,447",3,x,0,0,0,0,2,x,0,0,0,0,3,x,5,x
130111011,1311011,13,1,11,11,Brighton,41,"18,454,474",41,"12,748,800",38,"10,902,200",16,"1,846,600",40,"4,858,023",25,"847,651",19,"1,338,060",9,"35,209",1,x,2,x,3,"28,121",0,0,1,x,10,"403,548",11,"170,467"
130111014,1311014,13,1,11,14,Wakefield,70,"42,252,713",70,"27,849,632",67,"22,586,300",38,"5,263,332",69,"12,555,086",48,"1,847,995",39,"3,808,184",16,"520,668",0,0,6,"1,464,312",13,"308,886",3,"63,000",5,"122,000",22,"976,592",21,"352,726"
130111018,1311018,13,1,11,18,Wilmot,50,"38,526,953",50,"26,264,098",49,"23,874,196",22,"2,389,902",50,"10,960,632",34,"1,302,223",26,"2,700,471",13,"190,030",1,x,5,"548,000",7,x,0,0,3,"134,256",13,"1,552,522",9,"133,550"
130111021,1311021,13,1,11,21,Simonds,19,"13,441,072",19,"10,347,185",19,"8,889,501",6,"1,457,684",17,"2,815,080",14,"278,807",9,"1,157,285",5,x,0,0,2,x,1,x,0,0,3,x,4,x,7,"140,673"
130111024,1311024,13,1,11,24,Peel,35,"14,230,832",35,"9,488,000",35,"8,005,200",14,"1,482,800",35,"3,330,349",26,"1,412,483",18,"907,483",8,"109,234",1,x,0,0,4,x,3,x,3,"62,500",10,"243,063",6,"88,000"
130111026,1311026,13,1,11,26,Aberdeen,34,"10,826,737",34,"7,221,200",34,"6,518,000",12,"703,200",33,"3,017,050",21,"588,487",14,"698,366",7,"275,860",1,x,3,"115,935",3,"16,169",2,x,2,x,7,"171,644",7,"33,008"
130111028,1311028,13,1,11,28,Kent,75,"34,426,278",75,"24,445,324",74,"21,682,800",34,"2,762,524",74,"8,857,379",44,"1,123,575",37,"1,055,978",15,"209,519",0,0,2,x,7,"40,456",2,x,2,x,20,"301,269",21,"309,234"
130111031,1311031,13,1,11,31,Wicklow,44,"21,369,058",44,"14,096,557",42,"11,198,450",25,"2,898,107",44,"6,100,845",28,"1,171,656",28,"1,174,609",11,"175,476",0,0,3,"156,000",7,x,3,"49,750",1,x,14,"403,327",20,"326,821"
130112000,1312000,13,1,12,0,Victoria County,220,"118,404,161",220,"84,886,074",215,"70,731,197",101,"14,154,877",214,"30,679,557",87,"2,838,530",88,"3,819,413",43,"796,801",2,x,9,"676,000",28,"323,728",5,x,10,"206,586",36,"1,010,678",42,"590,120"
130112001,1312001,13,1,12,1,Andover,20,"5,884,543",20,"4,022,000",20,"3,506,000",11,"516,000",20,"1,675,700",8,"186,843",8,"123,189",2,x,0,0,0,0,3,x,0,0,2,x,3,x,4,"29,210"
130112004,1312004,13,1,12,4,Perth,39,"9,866,127",39,"7,403,854",39,"6,812,854",10,"591,000",36,"2,049,449",24,"412,824",12,"152,083",3,x,0,0,1,x,1,x,0,0,1,x,3,x,5,"47,200"
130112008,1312008,13,1,12,8,Gordon,38,"17,722,412",38,"12,335,648",37,"10,625,421",14,"1,710,227",36,"4,285,649",19,"1,101,115",16,"666,531",10,"36,023",1,x,2,x,7,"112,594",1,x,1,x,10,"238,914",5,"67,000"
130112014,1312014,13,1,12,14,Denmark,37,"13,465,778",37,"8,935,250",35,"5,622,500",21,"3,312,750",37,"4,288,571",15,"241,957",16,"686,179",6,"105,110",0,0,1,x,5,"56,152",2,x,2,x,5,"112,400",15,"316,517"
