AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NXMSAREA,XMSAREA,EXMSAREA,NXMASTRE,XMASTRE,NMAPLET,MAPLET,NVFTPROD,VFTPROD
241356090,2456090,24,13,56,90,Saint-Athanase,47,0,0,0,0,0,1,x,0,0
241356097,2456097,24,13,56,97,Mont-Saint-GrÇgoire,87,0,0,0,0,0,10,"14,700",4,"12,100"
241356105,2456105,24,13,56,105,Sainte-Brigide-d'Iberville,73,0,0,0,0,0,0,0,0,0
241357000,2457000,24,13,57,0,La VallÇe-du-Richelieu,429,1,x,x,0,0,55,"74,405",44,"267,378"
241357010,2457010,24,13,57,10,Carignan,43,0,0,0,0,0,0,0,1,x
241357020,2457020,24,13,57,20,Saint-Basile-le-Grand,29,1,x,x,0,0,0,0,0,0
241357035,2457035,24,13,57,35,Mont-Saint-Hilaire,48,0,0,0,0,0,3,"1,000",4,x
241357045,2457045,24,13,57,45,Saint-Mathieu-de-Beloeil,53,0,0,0,0,0,5,"11,800",4,x
241357050,2457050,24,13,57,50,Saint-Marc-sur-Richelieu,56,0,0,0,0,0,10,"15,975",9,"34,176"
241357057,2457057,24,13,57,57,Saint-Charles-sur-Richelieu,58,0,0,0,0,0,17,"24,325",13,"142,864"
241357070,2457070,24,13,57,70,Saint-Denis,74,0,0,0,0,0,11,"15,525",8,"30,152"
241357075,2457075,24,13,57,75,Saint-Antoine-sur-Richelieu,68,0,0,0,0,0,9,"5,780",5,"7,550"
241358000,2458000,24,13,58,0,Champlain,35,1,x,x,0,0,2,x,2,x
241358020,2458020,24,13,58,20,Saint-Hubert,35,1,x,x,0,0,2,x,2,x
241359000,2459000,24,13,59,0,Lajemmerais,263,2,x,x,1,x,32,"59,690",24,"91,253"
241359005,2459005,24,13,59,5,Boucherville,25,1,x,x,0,0,0,0,2,x
241359010,2459010,24,13,59,10,Sainte-Julie,21,0,0,0,0,0,5,"13,700",3,x
241359015,2459015,24,13,59,15,Saint-Amable,37,0,0,0,0,0,1,x,0,0
241359020,2459020,24,13,59,20,Varennes,48,0,0,0,0,0,7,x,7,"23,215"
241359025,2459025,24,13,59,25,Verchäres,72,0,0,0,0,0,12,"10,800",6,"9,260"
241359030,2459030,24,13,59,30,Calixa-LavallÇe,35,0,0,0,0,0,7,"29,380",4,x
241359035,2459035,24,13,59,35,Contrecoeur,25,1,x,x,1,x,0,0,2,x
241367000,2467000,24,13,67,0,Roussillon,253,1,x,x,0,0,6,x,3,x
241367005,2467005,24,13,67,5,Saint-Mathieu,25,0,0,0,0,0,0,0,0,0
241367010,2467010,24,13,67,10,Saint-Philippe,47,0,0,0,0,0,2,x,0,0
241367015,2467015,24,13,67,15,La Prairie,16,0,0,0,0,0,1,x,1,x
241367035,2467035,24,13,67,35,Saint-Constant,37,0,0,0,0,0,1,x,1,x
241367040,2467040,24,13,67,40,Saint-Isidore,58,0,0,0,0,0,2,x,1,x
241367045,2467045,24,13,67,45,Mercier,70,1,x,x,0,0,0,0,0,0
241368000,2468000,24,13,68,0,Les Jardins-de-Napierville,773,2,x,x,1,x,22,"21,845",21,"59,230"
241368005,2468005,24,13,68,5,Saint-Bernard-de-Lacolle,65,0,0,0,0,0,2,x,2,x
241368015,2468015,24,13,68,15,Hemmingford,110,1,x,x,0,0,11,"12,868",10,"21,756"
241368020,2468020,24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,71,0,0,0,0,0,3,"2,400",1,x
241368025,2468025,24,13,68,25,Saint-Patrice-de-Sherrington,97,0,0,0,0,0,0,0,1,x
241368035,2468035,24,13,68,35,Saint-Cyprien-de-Napierville,80,0,0,0,0,0,1,x,1,x
241368040,2468040,24,13,68,40,Saint-Jacques-le-Mineur,61,0,0,0,0,0,0,0,0,0
241368045,2468045,24,13,68,45,Saint-êdouard,62,0,0,0,0,0,3,"2,700",2,x
241368050,2468050,24,13,68,50,Saint-Michel,95,0,0,0,0,0,0,0,0,0
241368055,2468055,24,13,68,55,Saint-RÇmi,132,1,x,x,1,x,2,x,4,"24,247"
241369000,2469000,24,13,69,0,Le Haut-Saint-Laurent,790,3,x,x,2,x,87,"260,034",84,"495,569"
241369005,2469005,24,13,69,5,Havelock,63,0,0,0,0,0,22,"59,724",12,"46,828"
241369010,2469010,24,13,69,10,Franklin,101,1,x,x,0,0,22,"92,875",12,"181,364"
241369020,2469020,24,13,69,20,Saint-Jean-Chrysostome,78,1,x,x,1,x,10,"41,700",13,"114,220"
241369030,2469030,24,13,69,30,Träs-Saint-Sacrement,84,0,0,0,0,0,7,"7,460",5,"14,030"
241369040,2469040,24,13,69,40,Saint-Malachie-d'Ormstown,103,1,x,x,1,x,8,"16,150",11,"67,648"
241369045,2469045,24,13,69,45,Hinchinbrooke,94,0,0,0,0,0,11,"30,750",11,"17,703"
241369050,2469050,24,13,69,50,Elgin,45,0,0,0,0,0,1,x,5,"21,785"
241369060,2469060,24,13,69,60,Godmanchester,86,0,0,0,0,0,4,"6,475",8,"16,917"
241369065,2469065,24,13,69,65,Sainte-Barbe,25,0,0,0,0,0,2,x,3,"4,400"
241369070,2469070,24,13,69,70,Saint-Anicet,82,0,0,0,0,0,0,0,2,x
241369075,2469075,24,13,69,75,Dundee,29,0,0,0,0,0,0,0,2,x
241370000,2470000,24,13,70,0,Beauharnois-Salaberry,395,1,x,x,1,x,21,"22,395",17,"59,191"
241370015,2470015,24,13,70,15,Saint-Paul-de-ChÉteauguay,126,1,x,x,1,x,5,"4,680",4,"5,600"
241370025,2470025,24,13,70,25,Beauharnois,38,0,0,0,0,0,0,0,1,x
241370030,2470030,24,13,70,30,Saint-êtienne-de-Beauharnois,37,0,0,0,0,0,1,x,2,x
241370035,2470035,24,13,70,35,Saint-Louis-de-Gonzague,65,0,0,0,0,0,2,x,2,x
241370040,2470040,24,13,70,40,Saint-Stanislas-de-Kostka,62,0,0,0,0,0,9,"8,415",6,"15,502"
241370055,2470055,24,13,70,55,Saint-TimothÇe,67,0,0,0,0,0,4,"2,500",2,x
241371000,2471000,24,13,71,0,Vaudreuil-Soulanges,620,4,61,25,2,x,42,"57,020",49,"245,776"
241371015,2471015,24,13,71,15,Saint-TÇlesphore,64,0,0,0,0,0,0,0,1,x
241371020,2471020,24,13,71,20,Saint-Polycarpe,88,0,0,0,0,0,0,0,0,0
241371040,2471040,24,13,71,40,Coteau-du-Lac,41,0,0,0,0,0,2,x,3,"11,615"
241371045,2471045,24,13,71,45,Saint-Clet,39,0,0,0,0,0,2,x,3,"10,370"
241371050,2471050,24,13,71,50,Les Cädres,69,1,x,x,0,0,4,"6,750",6,"116,690"
241371083,2471083,24,13,71,83,Vaudreuil-Dorion,93,2,x,x,1,x,7,"6,230",9,"28,740"
241371110,2471110,24,13,71,110,Sainte-Marthe,76,0,0,0,0,0,9,"16,100",6,"27,465"
241371115,2471115,24,13,71,115,Sainte-Justine-de-Newton,61,0,0,0,0,0,7,"8,335",10,"19,808"
241371125,2471125,24,13,71,125,Träs-Saint-RÇdempteur,22,0,0,0,0,0,3,"2,800",4,x
241371133,2471133,24,13,71,133,Rigaud,67,1,x,x,1,x,8,"12,640",7,"25,806"
350000000,3500000,35,0,0,0,Ontario,"67,520","1,345","27,887","11,285",586,"555,136","2,240","1,127,373","3,343","19,717,541"
350100000,3500000,35,1,0,0,Southern Ontario Region - RÇgion du Sud de l'Ontario,"22,427",379,"4,226","1,710",171,"93,308",248,"115,505",583,"4,717,781"
350125000,3525000,35,1,25,0,Hamilton-Wentworth Regional Municipality,"1,228",51,883,357,24,"16,556",15,"4,480",27,"105,311"
350125003,3525003,35,1,25,3,Stoney Creek,139,7,53,21,1,x,1,x,1,x
350125009,3525009,35,1,25,9,Glanbrook,171,4,32,13,2,x,0,0,2,x
350125014,3525014,35,1,25,14,Ancaster,221,10,90,36,3,"2,206",4,x,5,"23,952"
350125030,3525030,35,1,25,30,Flamborough,697,30,708,287,18,"13,729",10,"1,350",19,"73,019"
350126000,3526000,35,1,26,0,Niagara Regional Municipality,"2,672",111,"1,132",458,33,"4,905",17,"4,464",68,"553,938"
350126003,3526003,35,1,26,3,Fort Erie,72,2,x,x,1,x,0,0,2,x
350126011,3526011,35,1,26,11,Port Colborne,83,1,x,x,1,x,0,0,1,x
350126014,3526014,35,1,26,14,Wainfleet,234,3,47,19,1,x,0,0,18,"249,687"
350126021,3526021,35,1,26,21,West Lincoln,539,16,347,140,3,185,6,x,17,"70,853"
350126028,3526028,35,1,26,28,Pelham,255,29,232,94,10,"1,944",4,"3,925",8,"75,273"
350126032,3526032,35,1,26,32,Welland,20,3,46,19,1,x,0,0,2,x
350126037,3526037,35,1,26,37,Thorold,68,8,63,25,2,x,0,0,1,x
350126043,3526043,35,1,26,43,Niagara Falls,94,7,26,11,1,x,6,329,5,"8,488"
350126047,3526047,35,1,26,47,Niagara-on-the-Lake,513,15,32,13,2,x,0,0,4,"1,170"
350126053,3526053,35,1,26,53,St. Catharines,129,5,42,17,1,x,1,x,1,x
350126057,3526057,35,1,26,57,Lincoln,524,14,245,99,7,"1,536",0,0,5,"84,000"
350126065,3526065,35,1,26,65,Grimsby,141,8,26,11,3,x,0,0,4,"42,000"
350128000,3528000,35,1,28,0,Haldimand-Norfolk Regional Municipality,"2,985",77,809,327,45,"14,475",33,"11,543",111,"777,109"
350128002,3528002,35,1,28,2,Dunnville,249,4,100,40,3,x,7,"2,653",15,"111,742"
350128015,3528015,35,1,28,15,Haldimand,583,4,x,x,1,x,8,"2,336",21,x
350128033,3528033,35,1,28,33,Nanticoke,736,21,155,63,12,"2,026",8,"4,455",17,"92,477"
350128040,3528040,35,1,28,40,Simcoe,35,1,x,x,0,0,0,0,1,x
350128049,3528049,35,1,28,49,Delhi,660,27,239,97,18,"4,331",4,992,20,"86,143"
350128054,3528054,35,1,28,54,Norfolk,722,20,262,106,11,"6,997",6,"1,107",37,"409,383"
350129000,3529000,35,1,29,0,Brant County,984,19,144,58,8,"1,953",10,"1,353",28,"148,588"
350129001,3529001,35,1,29,1,Onondaga,115,2,x,x,0,0,0,0,4,x
350129004,3529004,35,1,29,4,Brantford,242,6,19,8,2,x,0,0,2,x
350129009,3529009,35,1,29,9,Oakland,55,1,x,x,1,x,0,0,1,x
350129011,3529011,35,1,29,11,Burford,366,6,71,29,2,x,5,401,9,"35,733"
350129016,3529016,35,1,29,16,South Dumfries,206,4,31,13,3,710,5,952,12,"95,108"
350132000,3532000,35,1,32,0,Oxford County,"2,342",30,248,100,15,"5,381",58,"32,826",68,"262,817"
350132002,3532002,35,1,32,2,Norwich,591,2,x,x,2,x,9,"8,010",17,"74,199"
350132012,3532012,35,1,32,12,South-West Oxford,415,8,63,25,5,"1,100",14,"15,102",10,"36,218"
350132027,3532027,35,1,32,27,Zorra,592,11,113,46,5,"2,821",22,"5,511",24,"94,969"
350132038,3532038,35,1,32,38,East Zorra-Tavistock,342,4,x,x,2,x,8,"2,718",8,"29,090"
350132045,3532045,35,1,32,45,Blandford-Blenheim,402,5,27,11,1,x,5,"1,485",9,"28,341"
350134000,3534000,35,1,34,0,Elgin County,"1,808",25,149,60,14,"7,551",32,"6,995",82,"823,779"
350134001,3534001,35,1,34,1,Bayham,248,5,52,21,1,x,4,455,20,"320,010"
350134008,3534008,35,1,34,8,Malahide,315,5,19,8,3,x,9,"2,874",13,"63,463"
350134014,3534014,35,1,34,14,South Dorchester,145,2,x,x,1,x,0,0,3,x
350134018,3534018,35,1,34,18,Yarmouth,251,6,30,12,5,"4,376",3,39,13,"141,045"
350134024,3534024,35,1,34,24,Southwold,282,3,36,15,2,x,6,"2,580",9,x
350134029,3534029,35,1,34,29,Dunwich,245,2,x,x,2,x,10,"1,047",13,"94,734"
350134040,3534040,35,1,34,40,Aldborough,322,2,x,x,0,0,0,0,11,"140,450"
350136000,3536000,35,1,36,0,Kent County,"2,690",9,331,134,7,x,15,"16,614",29,"281,086"
350136001,3536001,35,1,36,1,Romney,97,0,0,0,0,0,1,x,0,0
350136006,3536006,35,1,36,6,Tilbury East,221,1,x,x,1,x,0,0,0,0
350136011,3536011,35,1,36,11,Raleigh,308,0,0,0,0,0,0,0,1,x
350136014,3536014,35,1,36,14,Harwich,469,0,0,0,0,0,6,"11,519",5,"41,310"
350136021,3536021,35,1,36,21,Howard,264,1,x,x,1,x,2,x,5,"34,158"
350136026,3536026,35,1,36,26,Orford,201,2,x,x,1,x,2,x,12,"184,978"
350136031,3536031,35,1,36,31,Zone,98,4,x,x,3,x,2,x,2,x
350136036,3536036,35,1,36,36,Camden,234,0,0,0,0,0,2,x,2,x
350136041,3536041,35,1,36,41,Chatham,467,0,0,0,0,0,0,0,1,x
350136048,3536048,35,1,36,48,Dover,331,1,x,x,1,x,0,0,1,x
350137000,3537000,35,1,37,0,Essex County,"2,109",16,127,51,7,"2,212",6,"1,250",19,"161,401"
350137004,3537004,35,1,37,4,Mersea,444,3,7,3,2,x,1,x,4,x
350137009,3537009,35,1,37,9,Gosfield South,237,4,16,6,1,x,0,0,5,x
350137014,3537014,35,1,37,14,Gosfield North,198,1,x,x,1,x,0,0,2,x
350137018,3537018,35,1,37,18,Colchester North,133,2,x,x,0,0,0,0,0,0
350137021,3537021,35,1,37,21,Colchester South,173,1,x,x,0,0,2,x,3,x
350137026,3537026,35,1,37,26,Malden,92,0,0,0,0,0,0,0,1,x
350137031,3537031,35,1,37,31,Anderdon,89,2,x,x,1,x,0,0,0,0
350137034,3537034,35,1,37,34,LaSalle,68,0,0,0,0,0,0,0,0,0
350137046,3537046,35,1,37,46,Sandwich South,105,1,x,x,1,x,0,0,1,x
350137051,3537051,35,1,37,51,Maidstone,170,1,x,x,1,x,1,x,1,x
350137058,3537058,35,1,37,58,Rochester,161,0,0,0,0,0,0,0,0,0
350137062,3537062,35,1,37,62,Tilbury West,89,0,0,0,0,0,2,x,2,x
350137066,3537066,35,1,37,66,Tilbury North,150,1,x,x,0,0,0,0,0,0
350138000,3538000,35,1,38,0,Lambton County,"2,622",7,77,31,2,x,22,"10,681",65,"664,149"
350138001,3538001,35,1,38,1,Sombra,287,0,0,0,0,0,2,x,5,"25,855"
350138006,3538006,35,1,38,6,Dawn,232,0,0,0,0,0,0,0,5,"39,824"
350138009,3538009,35,1,38,9,Euphemia,115,0,0,0,0,0,0,0,6,"137,100"
350138012,3538012,35,1,38,12,Brooke,279,0,0,0,0,0,1,x,7,"120,280"
350138016,3538016,35,1,38,16,Enniskillen,361,0,0,0,0,0,1,x,8,"55,163"
350138023,3538023,35,1,38,23,Moore,308,1,x,x,0,0,3,234,3,"40,038"
350138030,3538030,35,1,38,30,Sarnia,116,1,x,x,0,0,0,0,1,x
350138034,3538034,35,1,38,34,Plympton,367,1,x,x,0,0,1,x,8,"29,760"
350138041,3538041,35,1,38,41,Warwick,298,0,0,0,0,0,12,"5,672",14,"183,269"
350138046,3538046,35,1,38,46,Bosanquet,259,4,70,28,2,x,2,x,8,x
350139000,3539000,35,1,39,0,Middlesex County,"2,987",34,326,132,16,"6,434",40,"25,299",86,"939,603"
350139001,3539001,35,1,39,1,Mosa,143,0,0,0,0,0,1,x,5,"22,500"
350139006,3539006,35,1,39,6,Ekfrid,219,2,x,x,0,0,0,0,6,"52,584"
350139011,3539011,35,1,39,11,Metcalfe,122,0,0,0,0,0,0,0,1,x
350139014,3539014,35,1,39,14,Caradoc,306,6,48,19,4,"1,505",2,x,13,"114,415"
350139019,3539019,35,1,39,19,Delaware,101,1,x,x,1,x,1,x,3,x
350139026,3539026,35,1,39,26,North Dorchester,234,5,50,20,1,x,6,335,8,"58,992"
350139031,3539031,35,1,39,31,West Nissouri,256,4,20,8,3,174,3,485,7,"37,421"
350139034,3539034,35,1,39,34,London,318,3,x,x,2,x,8,"8,007",8,"61,825"
350139036,3539036,35,1,39,36,London,207,4,29,12,1,x,4,"3,224",5,x
350139039,3539039,35,1,39,39,Lobo,229,2,x,x,0,0,5,"9,419",5,"64,964"
350139042,3539042,35,1,39,42,East Williams,120,1,x,x,1,x,3,"2,750",8,"44,886"
350139046,3539046,35,1,39,46,Adelaide,188,1,x,x,0,0,4,295,1,x
350139049,3539049,35,1,39,49,West Williams,124,2,x,x,2,x,1,x,7,"102,130"
350139054,3539054,35,1,39,54,McGillivray,236,0,0,0,0,0,0,0,6,"179,672"
350139058,3539058,35,1,39,58,Biddulph,184,3,6,2,1,x,2,x,3,x
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,"21,305",375,"10,534","4,263",155,"309,562",898,"428,741","1,178","7,509,623"
350221000,3521000,35,2,21,0,Peel Regional Municipality,689,20,317,128,8,"3,756",14,"7,419",20,"82,762"
350221005,3521005,35,2,21,5,Mississauga,61,1,x,x,1,x,2,x,4,x
350221010,3521010,35,2,21,10,Brampton,138,2,x,x,1,x,1,x,2,x
350221024,3521024,35,2,21,24,Caledon,490,17,x,x,6,x,11,"6,124",14,"66,262"
350222000,3522000,35,2,22,0,Dufferin County,"1,039",40,"1,736",703,21,"49,183",22,"8,884",24,"90,135"
350222001,3522001,35,2,22,1,East Garafraxa,127,2,x,x,0,0,2,x,1,x
350222008,3522008,35,2,22,8,Amaranth,219,6,305,123,3,970,4,"1,739",3,x
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,1,x,x,0,0,1,x,1,x
350222012,3522012,35,2,22,12,Mono,218,18,376,152,10,"18,375",6,"1,366",9,"41,539"
350222016,3522016,35,2,22,16,Mulmur,165,13,"1,020",413,8,"29,838",4,"1,703",9,"36,207"
350222019,3522019,35,2,22,19,Melancthon,195,0,0,0,0,0,5,"3,146",1,x
350223000,3523000,35,2,23,0,Wellington County,"2,810",46,556,225,20,"19,339",126,"45,082",88,"344,430"
350223001,3523001,35,2,23,1,Puslinch,179,9,118,48,6,"13,489",3,687,3,"8,500"
350223006,3523006,35,2,23,6,Guelph,116,2,x,x,2,x,3,"5,601",0,0
350223011,3523011,35,2,23,11,Eramosa,211,2,x,x,1,x,12,742,5,"35,588"
350223016,3523016,35,2,23,16,Erin,276,10,157,64,5,"3,985",11,"1,171",8,"29,330"
350223021,3523021,35,2,23,21,West Garafraxa,185,7,41,17,3,x,3,461,2,x
350223024,3523024,35,2,23,24,Nichol,131,1,x,x,1,x,8,"1,539",2,x
350223029,3523029,35,2,23,29,Pilkington,141,1,x,x,1,x,5,374,5,"19,700"
350223032,3523032,35,2,23,32,Peel,492,4,48,19,0,0,36,"19,460",26,"71,259"
350223036,3523036,35,2,23,36,Maryborough,304,1,x,x,0,0,11,"3,161",6,"23,308"
350223041,3523041,35,2,23,41,Minto,313,3,15,6,0,0,11,"1,263",15,"109,266"
350223048,3523048,35,2,23,48,Arthur,308,4,24,10,1,x,20,"10,583",14,"37,556"
350223054,3523054,35,2,23,54,West Luther,154,2,x,x,0,0,3,40,2,x
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,26,260,105,8,"2,081",16,"4,195",24,"429,645"
350224001,3524001,35,2,24,1,Oakville,42,1,x,x,0,0,0,0,1,x
350224002,3524002,35,2,24,2,Burlington,113,3,x,x,0,0,2,x,2,x
350224009,3524009,35,2,24,9,Milton,309,14,87,35,6,x,8,x,13,x
350224015,3524015,35,2,24,15,Halton Hills,256,8,161,65,2,x,6,"2,317",8,"73,536"
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,590",12,226,91,4,"4,106",238,"143,166",192,"786,496"
350230004,3530004,35,2,30,4,North Dumfries,134,1,x,x,0,0,4,x,7,"109,514"
350230010,3530010,35,2,30,10,Cambridge,42,2,x,x,1,x,1,x,2,x
350230013,3530013,35,2,30,13,Kitchener,43,1,x,x,0,0,3,"2,847",7,x
350230020,3530020,35,2,30,20,Wilmot,307,2,x,x,0,0,18,"7,006",22,"100,392"
350230027,3530027,35,2,30,27,Wellesley,522,1,x,x,0,0,95,"65,112",67,"147,275"
350230035,3530035,35,2,30,35,Woolwich,542,5,189,76,3,x,117,"66,291",87,"397,694"
350231000,3531000,35,2,31,0,Perth County,"2,832",12,107,43,4,x,63,"16,774",106,"649,994"
350231001,3531001,35,2,31,1,South Easthope,146,1,x,x,0,0,5,"2,020",6,"43,764"
350231006,3531006,35,2,31,6,North Easthope,243,1,x,x,0,0,6,"1,032",14,"88,935"
350231009,3531009,35,2,31,9,Downie,229,4,72,29,3,x,7,"2,264",15,"54,400"
350231014,3531014,35,2,31,14,Blanshard,230,3,10,4,1,x,3,507,4,"9,702"
350231018,3531018,35,2,31,18,Fullarton,200,0,0,0,0,0,5,935,8,"19,025"
350231021,3531021,35,2,31,21,Hibbert,163,0,0,0,0,0,2,x,13,"152,701"
350231024,3531024,35,2,31,24,Logan,300,0,0,0,0,0,1,x,5,"27,943"
350231028,3531028,35,2,31,28,Ellice,311,1,x,x,0,0,5,276,4,"3,950"
350231032,3531032,35,2,31,32,Mornington,360,2,x,x,0,0,15,"2,653",11,"65,206"
350231036,3531036,35,2,31,36,Elma,361,0,0,0,0,0,9,"2,136",12,"84,893"
350231041,3531041,35,2,31,41,Wallace,289,0,0,0,0,0,5,"2,737",14,"99,475"
350240000,3540000,35,2,40,0,Huron County,"3,150",15,78,32,5,x,94,"73,216",203,"1,558,508"
350240001,3540001,35,2,40,1,Usborne,172,1,x,x,0,0,4,"1,690",9,"61,100"
350240004,3540004,35,2,40,4,Stephen,213,0,0,0,0,0,4,"1,120",12,"63,691"
350240009,3540009,35,2,40,9,Hay,165,0,0,0,0,0,1,x,4,"7,034"
350240016,3540016,35,2,40,16,Tuckersmith,173,0,0,0,0,0,3,900,5,"57,802"
350240019,3540019,35,2,40,19,Stanley,155,0,0,0,0,0,3,"2,646",14,"97,487"
350240024,3540024,35,2,40,24,Goderich,200,2,x,x,2,x,4,"5,323",16,"103,761"
350240031,3540031,35,2,40,31,Colborne,125,0,0,0,0,0,0,0,5,"30,340"
350240034,3540034,35,2,40,34,Hullett,238,1,x,x,0,0,0,0,22,"194,292"
350240038,3540038,35,2,40,38,McKillop,236,1,x,x,0,0,5,"1,335",14,"77,731"
350240042,3540042,35,2,40,42,Grey,250,2,x,x,0,0,5,487,9,"111,767"
350240046,3540046,35,2,40,46,Howick,314,0,0,0,0,0,38,"30,380",34,"164,542"
350240049,3540049,35,2,40,49,Turnberry,153,2,x,x,1,x,7,"3,735",15,"128,772"
350240054,3540054,35,2,40,54,Morris,224,2,x,x,1,x,4,"3,565",12,"133,935"
350240058,3540058,35,2,40,58,East Wawanosh,163,4,12,5,1,x,4,"7,250",9,"78,234"
350240061,3540061,35,2,40,61,West Wawanosh,151,0,0,0,0,0,10,"14,258",13,"139,835"
350240064,3540064,35,2,40,64,Ashfield,218,0,0,0,0,0,2,x,10,"108,185"
350241000,3541000,35,2,41,0,Bruce County,"2,568",17,432,175,4,285,77,"31,748",193,"1,456,665"
350241001,3541001,35,2,41,1,Carrick,309,1,x,x,0,0,6,"1,767",24,"164,876"
350241006,3541006,35,2,41,6,Culross,231,2,x,x,0,0,7,859,15,"192,567"
350241011,3541011,35,2,41,11,Kinloss,158,0,0,0,0,0,5,"2,653",11,"41,332"
350241019,3541019,35,2,41,19,Huron,194,1,x,x,0,0,3,430,6,"23,593"
350241021,3541021,35,2,41,21,Kincardine,245,0,0,0,0,0,6,"3,354",16,"115,767"
350241026,3541026,35,2,41,26,Bruce,159,0,0,0,0,0,4,"2,800",15,"105,949"
350241031,3541031,35,2,41,31,Greenock,200,1,x,x,0,0,5,"1,150",21,"222,545"
350241034,3541034,35,2,41,34,Brant,304,1,x,x,0,0,14,"11,224",14,"71,288"
350241038,3541038,35,2,41,38,Elderslie,182,1,x,x,0,0,4,345,11,"80,547"
350241044,3541044,35,2,41,44,Saugeen,121,5,x,x,2,x,5,517,6,"32,184"
350241049,3541049,35,2,41,49,Arran,203,1,x,x,0,0,4,"1,357",10,"64,125"
350241054,3541054,35,2,41,54,Amabel,106,4,30,12,2,x,3,"3,157",14,"48,885"
350241059,3541059,35,2,41,59,Albemarle,56,0,0,0,0,0,5,"1,005",11,"111,135"
350241062,3541062,35,2,41,62,Eastnor,71,0,0,0,0,0,2,x,11,"105,976"
350241066,3541066,35,2,41,66,Lindsay,29,0,0,0,0,0,4,x,8,"75,896"
350242000,3542000,35,2,42,0,Grey County,"3,134",58,"1,015",411,13,"6,386",127,"41,214",195,"1,411,375"
350242001,3542001,35,2,42,1,Normanby,304,3,44,18,1,x,9,"1,428",32,"156,138"
350242006,3542006,35,2,42,6,Egremont,292,4,137,55,0,0,22,"9,962",18,"79,410"
350242009,3542009,35,2,42,9,Proton,206,2,x,x,1,x,3,868,2,x
350242014,3542014,35,2,42,14,Osprey,201,4,80,32,1,x,4,585,13,"178,843"
350242018,3542018,35,2,42,18,Artemesia,175,4,38,15,1,x,2,x,5,x
350242022,3542022,35,2,42,22,Glenelg,140,6,132,53,2,x,8,"3,869",15,"75,596"
350242028,3542028,35,2,42,28,Bentinck,285,3,25,10,0,0,10,"3,307",14,"71,059"
350242032,3542032,35,2,42,32,Sullivan,271,8,65,26,0,0,26,"13,581",27,"229,898"
350242036,3542036,35,2,42,36,Holland,164,6,36,15,2,x,10,"2,793",11,"39,611"
350242039,3542039,35,2,42,39,Euphrasia,192,7,260,105,1,x,5,"1,227",13,"130,322"
350242042,3542042,35,2,42,42,Collingwood,189,3,61,25,1,x,6,528,10,"89,072"
350242048,3542048,35,2,42,48,St. Vincent,181,3,26,11,1,x,2,x,6,"88,445"
350242051,3542051,35,2,42,51,Sydenham,200,2,x,x,0,0,6,183,9,"41,613"
350242054,3542054,35,2,42,54,Derby,144,0,0,0,0,0,5,753,10,"97,581"
350242062,3542062,35,2,42,62,Keppel,190,3,35,14,2,x,9,"1,952",10,"70,197"
350243000,3543000,35,2,43,0,Simcoe County,"2,773",129,"5,807","2,350",68,"222,520",121,"57,043",133,"699,613"
350243003,3543003,35,2,43,3,Adjala-Tosorontio,231,12,"1,574",637,4,x,3,x,4,"13,200"
350243005,3543005,35,2,43,5,Clearview,430,12,241,98,4,"8,800",8,"1,463",20,"177,138"
350243007,3543007,35,2,43,7,New Tecumseth,177,8,80,32,4,447,0,0,3,x
350243009,3543009,35,2,43,9,Springwater,339,14,305,123,9,"10,470",12,"8,854",16,"121,076"
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,202,5,66,27,2,x,1,x,1,x
350243015,3543015,35,2,43,15,Severn,187,7,97,39,3,513,8,"4,035",8,"23,305"
350243017,3543017,35,2,43,17,Innisfil,180,7,81,33,2,x,5,336,3,"1,060"
350243019,3543019,35,2,43,19,Ramara,191,3,53,21,0,0,5,"1,370",12,"66,798"
350243021,3543021,35,2,43,21,Essa,188,6,903,365,3,x,5,890,3,x
350243023,3543023,35,2,43,23,Oro-Medonte,389,20,751,304,14,"24,500",51,"27,933",33,"131,738"
350243068,3543068,35,2,43,68,Tiny,167,29,"1,551",628,20,"42,861",16,"8,357",20,"74,653"
350243071,3543071,35,2,43,71,Tay,92,6,105,42,3,x,7,"3,550",10,"64,143"
350300000,3500000,35,3,0,0,Central Ontario Region - RÇgion du Centre de l'Ontario,"10,400",285,"5,984","2,422",121,"86,603",481,"197,077",569,"2,399,327"
350312000,3512000,35,3,12,0,Hastings County,"1,353",38,408,165,10,"7,190",86,"25,819",98,"415,470"
350312001,3512001,35,3,12,1,Tyendinaga,181,1,x,x,1,x,6,"6,876",7,"6,980"
350312006,3512006,35,3,12,6,Thurlow,150,3,12,5,0,0,8,"2,341",6,"13,455"
350312011,3512011,35,3,12,11,Sidney,202,7,79,32,1,x,9,"1,242",15,"41,685"
350312019,3512019,35,3,12,19,Rawdon,193,0,0,0,0,0,6,390,2,x
350312024,3512024,35,3,12,24,Huntingdon,122,3,66,27,2,x,8,"2,187",11,"23,184"
