AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALM,TOTALF,ONE,ONEM,ONEF,TWO,TWOM,TWOF
350222010,3522010,35,2,22,10,East Luther-Grand Valley,165,115,50,65,60,0,105,55,45
350222012,3522012,35,2,22,12,Mono,300,205,90,140,115,20,160,90,70
350222016,3522016,35,2,22,16,Mulmur,225,170,60,105,95,10,120,70,45
350222019,3522019,35,2,22,19,Melancthon,290,210,85,110,105,10,180,105,70
350223000,3523000,35,2,23,0,Wellington County,"4,115","2,915","1,195","1,555","1,430",125,"2,555","1,485","1,070"
350223001,3523001,35,2,23,1,Puslinch,245,185,60,110,100,10,135,90,50
350223006,3523006,35,2,23,6,Guelph,170,120,45,65,60,5,105,60,40
350223011,3523011,35,2,23,11,Eramosa,295,215,80,125,110,15,165,100,70
350223016,3523016,35,2,23,16,Erin,405,275,135,155,130,25,255,140,110
350223021,3523021,35,2,23,21,West Garafraxa,280,195,90,95,85,10,185,110,80
350223024,3523024,35,2,23,24,Nichol,190,135,55,65,60,5,125,75,50
350223029,3523029,35,2,23,29,Pilkington,210,150,60,75,65,10,135,85,55
350223032,3523032,35,2,23,32,Peel,720,520,205,275,260,10,450,255,195
350223036,3523036,35,2,23,36,Maryborough,455,310,145,155,145,10,305,160,140
350223041,3523041,35,2,23,41,Minto,455,325,125,175,165,10,280,160,115
350223048,3523048,35,2,23,48,Arthur,460,330,135,165,155,10,295,170,120
350223054,3523054,35,2,23,54,West Luther,215,155,65,90,80,10,130,75,55
350224000,3524000,35,2,24,0,Halton Regional Municipality,990,720,265,475,415,55,515,310,210
350224001,3524001,35,2,24,1,Oakville,55,40,15,30,25,5,25,15,10
350224002,3524002,35,2,24,2,Burlington,150,110,40,85,70,10,65,40,30
350224009,3524009,35,2,24,9,Milton,455,315,135,175,155,25,275,165,115
350224015,3524015,35,2,24,15,Halton Hills,330,255,75,180,165,20,155,95,60
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"2,220","1,685",530,990,940,55,"1,225",745,480
350230004,3530004,35,2,30,4,North Dumfries,190,150,45,85,75,5,110,70,40
350230010,3530010,35,2,30,10,Cambridge,55,40,15,25,30,0,25,15,10
350230013,3530013,35,2,30,13,Kitchener,65,50,15,30,25,0,40,30,15
350230020,3530020,35,2,30,20,Wilmot,455,335,120,165,155,15,290,180,105
350230027,3530027,35,2,30,27,Wellesley,690,540,150,360,350,10,335,190,140
350230035,3530035,35,2,30,35,Woolwich,755,570,190,330,310,15,430,260,170
350231000,3531000,35,2,31,0,Perth County,"4,195","2,985","1,205","1,525","1,445",80,"2,670","1,545","1,130"
350231001,3531001,35,2,31,1,South Easthope,215,155,60,80,80,0,135,80,55
350231006,3531006,35,2,31,6,North Easthope,365,270,95,130,130,5,230,140,90
350231009,3531009,35,2,31,9,Downie,345,240,110,110,100,10,235,135,100
350231014,3531014,35,2,31,14,Blanshard,330,235,95,130,125,5,200,110,85
350231018,3531018,35,2,31,18,Fullarton,290,210,80,115,110,5,175,100,75
350231021,3531021,35,2,31,21,Hibbert,230,165,65,95,90,10,140,80,60
350231024,3531024,35,2,31,24,Logan,455,320,135,150,145,10,300,175,125
350231028,3531028,35,2,31,28,Ellice,460,315,150,155,150,5,305,165,140
350231032,3531032,35,2,31,32,Mornington,495,375,115,230,225,10,265,155,105
350231036,3531036,35,2,31,36,Elma,570,395,175,165,155,10,405,245,165
350231041,3531041,35,2,31,41,Wallace,435,305,130,155,150,5,275,160,120
350240000,3540000,35,2,40,0,Huron County,"4,345","3,270","1,075","1,985","1,885",100,"2,360","1,385",980
350240001,3540001,35,2,40,1,Usborne,245,180,65,100,95,5,145,90,55
350240004,3540004,35,2,40,4,Stephen,285,220,60,140,135,5,140,85,60
350240009,3540009,35,2,40,9,Hay,220,175,45,115,110,5,105,65,40
350240016,3540016,35,2,40,16,Tuckersmith,240,185,60,105,100,5,135,80,50
350240019,3540019,35,2,40,19,Stanley,200,160,40,110,105,5,95,55,35
350240024,3540024,35,2,40,24,Goderich,260,205,55,135,130,5,130,75,50
350240031,3540031,35,2,40,31,Colborne,170,130,40,80,75,10,90,55,35
350240034,3540034,35,2,40,34,Hullett,345,245,105,130,120,10,220,120,95
350240038,3540038,35,2,40,38,McKillop,325,235,85,150,145,10,175,90,80
350240042,3540042,35,2,40,42,Grey,360,255,100,145,135,10,215,115,95
350240046,3540046,35,2,40,46,Howick,445,340,110,195,190,5,255,150,105
350240049,3540049,35,2,40,49,Turnberry,205,150,55,100,90,10,105,60,45
350240054,3540054,35,2,40,54,Morris,305,235,70,140,135,5,165,100,60
350240058,3540058,35,2,40,58,East Wawanosh,240,180,60,95,90,0,145,90,55
350240061,3540061,35,2,40,61,West Wawanosh,205,160,45,100,95,5,105,60,45
350240064,3540064,35,2,40,64,Ashfield,295,225,75,140,130,10,150,90,65
350241000,3541000,35,2,41,0,Bruce County,"3,550","2,660",895,"1,635","1,550",80,"1,925","1,110",815
350241001,3541001,35,2,41,1,Carrick,445,320,130,175,170,10,275,155,115
350241006,3541006,35,2,41,6,Culross,335,240,95,135,125,5,205,115,90
350241011,3541011,35,2,41,11,Kinloss,215,160,50,100,105,0,110,60,50
350241019,3541019,35,2,41,19,Huron,250,190,60,135,125,10,115,65,50
350241021,3541021,35,2,41,21,Kincardine,325,250,75,165,165,5,160,85,70
350241026,3541026,35,2,41,26,Bruce,210,165,45,110,105,5,105,65,40
350241031,3541031,35,2,41,31,Greenock,290,215,70,115,110,5,175,105,65
350241034,3541034,35,2,41,34,Brant,435,325,110,180,175,10,250,150,100
350241038,3541038,35,2,41,38,Elderslie,245,190,55,130,120,5,115,70,45
350241044,3541044,35,2,41,44,Saugeen,160,120,45,85,75,10,75,40,35
350241049,3541049,35,2,41,49,Arran,275,205,70,135,125,10,145,85,65
350241054,3541054,35,2,41,54,Amabel,160,115,45,55,55,5,105,65,45
350241059,3541059,35,2,41,59,Albemarle,70,55,10,45,45,5,20,10,10
350241062,3541062,35,2,41,62,Eastnor,100,75,25,45,45,0,55,30,25
350241066,3541066,35,2,41,66,Lindsay,45,30,10,15,15,5,25,10,10
350242000,3542000,35,2,42,0,Grey County,"4,325","3,175","1,150","1,990","1,840",150,"2,335","1,330","1,000"
350242001,3542001,35,2,42,1,Normanby,450,315,135,165,150,10,290,165,125
350242006,3542006,35,2,42,6,Egremont,415,305,115,175,165,5,245,135,110
350242009,3542009,35,2,42,9,Proton,280,205,75,135,130,5,150,80,70
350242014,3542014,35,2,42,14,Osprey,265,205,65,135,130,10,125,75,55
350242018,3542018,35,2,42,18,Artemesia,245,185,65,110,100,10,140,80,55
350242022,3542022,35,2,42,22,Glenelg,210,150,60,80,70,5,130,75,55
350242028,3542028,35,2,42,28,Bentinck,385,280,100,190,175,20,190,110,85
350242032,3542032,35,2,42,32,Sullivan,365,265,95,180,165,20,185,100,80
350242036,3542036,35,2,42,36,Holland,220,155,65,110,100,10,110,55,50
350242039,3542039,35,2,42,39,Euphrasia,265,200,65,125,115,10,140,80,55
350242042,3542042,35,2,42,42,Collingwood,265,190,70,115,105,10,140,85,60
350242048,3542048,35,2,42,48,St. Vincent,240,185,55,125,115,10,115,70,50
350242051,3542051,35,2,42,51,Sydenham,270,200,75,130,120,10,135,70,65
350242054,3542054,35,2,42,54,Derby,205,150,50,90,85,5,110,65,50
350242062,3542062,35,2,42,62,Keppel,250,190,65,130,115,15,120,70,50
350243000,3543000,35,2,43,0,Simcoe County,"3,960","2,940","1,020","1,675","1,535",140,"2,285","1,400",880
350243003,3543003,35,2,43,3,Adjala-Tosorontio,325,235,95,140,125,20,185,110,75
350243005,3543005,35,2,43,5,Clearview,610,460,155,260,240,25,350,225,130
350243007,3543007,35,2,43,7,New Tecumseth,255,180,80,95,85,15,155,90,65
350243009,3543009,35,2,43,9,Springwater,480,370,105,215,205,10,265,165,100
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,310,235,80,105,95,5,210,140,75
350243015,3543015,35,2,43,15,Severn,260,190,65,120,110,10,140,85,60
350243017,3543017,35,2,43,17,Innisfil,265,200,65,105,95,5,165,105,60
350243019,3543019,35,2,43,19,Ramara,275,205,70,120,105,10,155,95,60
350243021,3543021,35,2,43,21,Essa,270,195,75,110,100,15,160,95,60
350243023,3543023,35,2,43,23,Oro-Medonte,540,405,135,245,230,15,295,170,120
350243068,3543068,35,2,43,68,Tiny,240,180,60,105,100,10,130,80,50
350243071,3543071,35,2,43,71,Tay,130,95,40,55,55,5,75,45,35
350300000,3500000,35,3,0,0,Central Ontario Region - RÇgion du Centre de l'Ontario,"14,640","10,815","3,820","6,475","5,815",655,"8,165","5,000","3,165"
350312000,3512000,35,3,12,0,Hastings County,"1,855","1,410",450,880,800,80,985,610,370
350312001,3512001,35,3,12,1,Tyendinaga,245,195,50,120,110,5,125,80,45
350312006,3512006,35,3,12,6,Thurlow,210,165,45,95,90,5,120,70,40
350312011,3512011,35,3,12,11,Sidney,275,210,65,135,125,10,140,80,55
350312019,3512019,35,3,12,19,Rawdon,290,215,75,110,100,5,185,115,70
350312024,3512024,35,3,12,24,Huntingdon,165,130,40,80,75,10,80,55,30
350312028,3512028,35,3,12,28,Hungerford,210,160,50,100,95,10,105,65,40
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,30,20,10,15,15,5,10,5,5
350312036,3512036,35,3,12,36,Madoc,150,115,35,80,65,10,70,45,25
350312041,3512041,35,3,12,41,Marmora and Lake,85,60,25,40,30,10,45,25,15
350312064,3512064,35,3,12,64,Dungannon,25,20,5,5,5,5,20,10,5
350312068,3512068,35,3,12,68,Mayo,25,15,5,15,10,0,10,5,0
350312071,3512071,35,3,12,71,Carlow,35,25,10,20,15,0,20,10,10
350312074,3512074,35,3,12,74,Monteagle,50,35,15,25,20,0,25,15,10
350312078,3512078,35,3,12,78,Herschel,35,30,10,20,20,5,20,10,5
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",35,25,10,20,15,5,15,10,10
350313000,3513000,35,3,13,0,Prince Edward County,895,665,225,360,325,30,535,340,195
350313001,3513001,35,3,13,1,North Marysburgh,65,50,15,25,25,5,35,25,10
350313004,3513004,35,3,13,4,South Marysburgh,80,55,20,25,25,5,45,30,20
350313008,3513008,35,3,13,8,Athol,80,55,25,30,25,5,50,30,20
350313011,3513011,35,3,13,11,Hallowell,205,150,50,75,65,10,130,80,45
350313018,3513018,35,3,13,18,Sophiasburgh,150,120,30,70,65,5,80,55,30
350313022,3513022,35,3,13,22,Hillier,125,90,30,50,50,0,80,45,30
350313028,3513028,35,3,13,28,Ameliasburgh,200,145,55,85,75,10,115,75,40
350314000,3514000,35,3,14,0,Northumberland County,"1,965","1,455",510,815,745,70,"1,155",710,440
350314001,3514001,35,3,14,1,Murray,210,160,50,100,85,10,110,70,40
350314006,3514006,35,3,14,6,Brighton,185,145,40,80,75,5,110,70,35
350314011,3514011,35,3,14,11,Cramahe,155,115,45,65,65,5,90,50,40
350314016,3514016,35,3,14,16,Haldimand,275,190,80,105,95,10,165,100,70
350314019,3514019,35,3,14,19,Hamilton,260,185,75,110,100,10,150,90,60
350314023,3514023,35,3,14,23,Hope,290,215,75,115,110,10,170,105,65
350314026,3514026,35,3,14,26,Alnwick,65,55,15,30,25,0,40,25,10
350314029,3514029,35,3,14,29,Percy,175,130,45,85,75,5,95,55,40
350314034,3514034,35,3,14,34,Seymour,355,265,90,125,115,5,225,145,80
350315000,3515000,35,3,15,0,Peterborough County,"1,860","1,410",450,900,835,65,965,580,385
350315001,3515001,35,3,15,1,Asphodel,225,170,60,95,85,10,130,85,50
350315006,3515006,35,3,15,6,Otonabee,325,255,70,160,155,5,165,100,65
350315007,3515007,35,3,15,7,South Monaghan,95,75,25,50,45,5,45,30,20
350315009,3515009,35,3,15,9,Cavan,270,205,65,135,130,10,130,75,55
350315011,3515011,35,3,15,11,North Monaghan,50,35,10,20,25,0,25,15,10
350315016,3515016,35,3,15,16,Ennismore,80,70,15,45,40,0,35,30,10
350315018,3515018,35,3,15,18,Smith,220,160,60,95,85,10,125,75,50
350315022,3515022,35,3,15,22,Douro,205,155,50,95,85,5,110,70,40
350315026,3515026,35,3,15,26,Dummer,175,135,40,100,95,5,75,45,35
350315031,3515031,35,3,15,31,Belmont and Methuen,110,75,30,55,50,5,55,25,25
350315038,3515038,35,3,15,38,Burleigh and Anstruther,50,30,15,20,15,0,25,15,15
350315042,3515042,35,3,15,42,Harvey,60,40,20,30,25,5,35,15,15
350316000,3516000,35,3,16,0,Victoria County,"2,345","1,740",610,"1,115","1,015",100,"1,235",725,505
350316001,3516001,35,3,16,1,Emily,325,240,90,140,125,15,190,115,75
350316006,3516006,35,3,16,6,Ops,300,235,70,145,135,10,155,95,60
350316008,3516008,35,3,16,8,Manvers,285,200,80,130,120,10,150,85,65
350316011,3516011,35,3,16,11,Mariposa,485,370,115,210,200,15,270,170,100
350316016,3516016,35,3,16,16,Eldon,240,175,60,115,105,5,120,70,50
350316021,3516021,35,3,16,21,Fenelon,270,195,80,130,110,15,140,85,60
350316026,3516026,35,3,16,26,Verulam,220,160,60,120,105,10,105,60,45
350316031,3516031,35,3,16,31,Somerville,85,65,20,50,45,5,30,20,20
350316034,3516034,35,3,16,34,Bexley,35,30,10,30,25,5,5,0,5
350316036,3516036,35,3,16,36,Carden,45,35,10,25,25,0,25,15,10
350316039,3516039,35,3,16,39,Dalton,30,15,15,5,5,0,20,10,10
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",35,25,5,20,15,0,10,5,5
350318000,3518000,35,3,18,0,Durham Regional Municipality,"2,910","2,125",785,"1,170","1,055",120,"1,740","1,070",675
350318001,3518001,35,3,18,1,Pickering,140,105,40,75,60,15,65,40,25
350318005,3518005,35,3,18,5,Ajax,45,35,10,15,15,0,30,25,10
350318009,3518009,35,3,18,9,Whitby,120,90,30,55,50,5,65,40,30
350318013,3518013,35,3,18,13,Oshawa,110,80,25,45,40,0,65,45,25
350318017,3518017,35,3,18,17,Clarington,765,570,200,310,290,20,455,280,175
350318020,3518020,35,3,18,20,Scugog,635,475,165,265,250,15,370,220,150
350318029,3518029,35,3,18,29,Uxbridge,535,375,170,200,165,35,340,205,130
350318039,3518039,35,3,18,39,Brock,555,400,155,200,185,20,350,220,130
350319000,3519000,35,3,19,0,York Regional Municipality,"1,725","1,275",455,740,635,110,985,640,340
350319028,3519028,35,3,19,28,Vaughan,190,155,40,95,75,15,100,75,25
350319036,3519036,35,3,19,36,Markham,150,125,25,75,65,5,80,55,20
350319038,3519038,35,3,19,38,Richmond Hill,45,30,15,25,20,5,20,10,10
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,285,215,70,125,110,15,160,105,55
350319046,3519046,35,3,19,46,Aurora,35,20,10,15,15,5,15,10,10
350319049,3519049,35,3,19,49,King,450,335,115,185,165,25,265,180,90
350319054,3519054,35,3,19,54,East Gwillimbury,290,210,80,130,105,25,160,105,55
350319070,3519070,35,3,19,70,Georgina,280,180,100,95,80,15,185,105,80
350344000,3544000,35,3,44,0,Muskoka District Municipality,345,225,115,180,140,40,165,85,80
350344002,3544002,35,3,44,2,Gravenhurst,40,30,15,25,20,5,15,5,5
350344018,3544018,35,3,44,18,Bracebridge,70,45,20,40,30,10,30,15,15
350344027,3544027,35,3,44,27,Lake of Bays,20,10,10,10,10,0,10,0,5
350344042,3544042,35,3,44,42,Huntsville,105,65,35,55,40,10,50,25,25
350344053,3544053,35,3,44,53,Muskoka Lakes,110,70,35,45,40,10,65,35,30
350346000,3546000,35,3,46,0,Haliburton County,115,80,35,55,45,15,60,35,25
350346006,3546006,35,3,46,6,Monmouth,35,25,10,20,15,5,15,15,10
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",45,30,15,20,15,5,25,15,10
350346024,3546024,35,3,46,24,Dysart and Others,35,25,10,20,15,0,20,10,5
350349000,3549000,35,3,49,0,Parry Sound District,605,425,180,255,225,25,355,200,150
350349014,3549014,35,3,49,14,Perry,35,30,10,20,15,0,20,10,10
350349019,3549019,35,3,49,19,Armour,35,20,10,20,15,5,10,10,5
350349024,3549024,35,3,49,24,Ryerson,50,30,15,20,15,5,30,15,15
350349028,3549028,35,3,49,28,McKellar,40,30,10,25,20,0,20,10,10
350349031,3549031,35,3,49,31,McDougall,65,40,20,25,20,5,40,25,20
350349042,3549042,35,3,49,42,Chapman,35,25,10,20,15,5,15,5,5
350349046,3549046,35,3,49,46,Strong,70,45,20,25,25,5,40,25,20
350349054,3549054,35,3,49,54,Machar,30,20,10,15,10,0,15,10,10
350349059,3549059,35,3,49,59,South Himsworth,95,75,25,30,30,0,70,45,25
350349066,3549066,35,3,49,66,North Himsworth,25,15,10,10,5,5,15,10,5
350349071,3549071,35,3,49,71,Nipissing,55,40,15,20,15,0,35,20,15
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",80,55,25,30,25,5,50,30,20
350400000,3500000,35,4,0,0,Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"15,230","11,190","4,035","6,140","5,625",515,"9,090","5,570","3,525"
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","3,205","2,335",875,"1,145","1,055",90,"2,065","1,280",790
350401001,3501001,35,4,1,1,Lancaster,260,190,70,95,90,5,165,100,65
350401006,3501006,35,4,1,6,Charlottenburgh,315,240,75,135,130,10,175,115,65
350401010,3501010,35,4,1,10,Cornwall,140,95,45,65,55,10,75,40,35
350401015,3501015,35,4,1,15,Osnabruck,210,150,60,80,70,10,130,80,55
350401017,3501017,35,4,1,17,Williamsburgh,195,140,50,85,75,5,110,65,45
350401022,3501022,35,4,1,22,Matilda,285,205,85,95,80,10,195,125,75
350401027,3501027,35,4,1,27,Mountain,340,235,105,120,100,15,220,130,90
350401031,3501031,35,4,1,31,Winchester,380,275,100,110,105,5,270,170,95
350401038,3501038,35,4,1,38,Finch,245,175,75,55,55,0,190,120,70
350401045,3501045,35,4,1,45,Roxborough,255,180,70,95,90,0,160,90,65
350401048,3501048,35,4,1,48,Kenyon,240,180,60,75,75,5,165,110,55
350401053,3501053,35,4,1,53,Lochiel,345,260,85,140,125,10,210,130,75
350402000,3502000,35,4,2,0,Prescott and Russell United Counties,"1,955","1,400",555,610,570,40,"1,350",830,515
350402001,3502001,35,4,2,1,East Hawkesbury,260,190,70,80,75,5,175,115,60
350402006,3502006,35,4,2,6,West Hawkesbury,120,85,25,45,40,5,70,45,25
350402012,3502012,35,4,2,12,Caledonia,175,130,45,50,50,0,130,85,45
350402016,3502016,35,4,2,16,Longueuil,75,60,15,25,25,0,55,40,15
350402021,3502021,35,4,2,21,Alfred,175,130,45,60,60,5,115,75,45
350402026,3502026,35,4,2,26,South Plantagenet,215,150,60,60,60,0,155,95,60
350402031,3502031,35,4,2,31,North Plantagenet,175,120,50,55,50,5,120,65,50
350402037,3502037,35,4,2,37,Clarence,240,175,70,85,80,10,155,90,65
350402042,3502042,35,4,2,42,Cambridge,240,165,75,70,65,5,170,100,70
350402048,3502048,35,4,2,48,Russell,280,190,90,75,65,10,205,120,80
350406000,3506000,35,4,6,0,Ottawa-Carleton Regional Municipality,"2,105","1,540",565,840,755,90,"1,265",785,480
350406001,3506001,35,4,6,1,Osgoode,425,315,115,160,150,10,265,165,100
350406004,3506004,35,4,6,4,Cumberland,280,205,70,95,90,5,185,120,65
350406006,3506006,35,4,6,6,Gloucester,115,85,30,55,50,10,60,40,20
350406012,3506012,35,4,6,12,Nepean,90,80,10,55,50,5,35,25,10
350406018,3506018,35,4,6,18,Rideau,315,210,100,120,100,15,195,115,85
350406027,3506027,35,4,6,27,Goulbourn,225,170,60,105,95,15,120,75,50
350406030,3506030,35,4,6,30,Kanata,60,45,15,30,20,0,35,25,15
350406042,3506042,35,4,6,42,West Carleton,595,425,165,220,205,20,365,225,145
350407000,3507000,35,4,7,0,Leeds and Grenville United Counties,"2,140","1,575",565,905,820,90,"1,240",760,480
350407001,3507001,35,4,7,1,Edwardsburgh,215,160,55,100,95,10,115,70,45
350407006,3507006,35,4,7,6,Augusta,205,145,55,85,75,10,115,70,45
350407012,3507012,35,4,7,12,Elizabethtown,225,175,55,100,95,5,125,75,50
350407017,3507017,35,4,7,17,Front of Yonge,70,55,15,30,30,0,40,25,15
350407020,3507020,35,4,7,20,Front of Escott,75,60,15,35,35,5,35,25,10
350407022,3507022,35,4,7,22,Front of Leeds and Lansdowne,195,140,50,65,65,0,130,80,45
350407027,3507027,35,4,7,27,Rear of Leeds and Lansdowne,120,90,30,50,45,10,65,45,20
350407029,3507029,35,4,7,29,South Crosby,95,65,30,30,30,0,70,35,30
350407031,3507031,35,4,7,31,North Crosby,80,55,20,25,25,0,50,30,20
350407039,3507039,35,4,7,39,Bastard and South Burgess,170,130,40,80,70,5,100,60,40
350407041,3507041,35,4,7,41,Rear of Yonge and Escott,85,60,20,35,30,10,45,35,15
350407046,3507046,35,4,7,46,Kitley,125,95,35,65,60,5,65,35,30
350407049,3507049,35,4,7,49,South Elmsley,60,45,15,25,20,0,35,25,15
350407051,3507051,35,4,7,51,Wolford,95,70,25,35,30,5,65,40,25
350407056,3507056,35,4,7,56,Oxford-on-Rideau,215,155,60,100,85,15,115,70,50
350407061,3507061,35,4,7,61,South Gower,105,70,35,35,30,10,65,40,25
350409000,3509000,35,4,9,0,Lanark County,"1,500","1,085",420,655,595,60,845,485,355
350409001,3509001,35,4,9,1,Montague,135,100,35,70,65,5,65,35,30
350409008,3509008,35,4,9,8,North Elmsley,80,60,20,35,30,0,45,30,20
350409011,3509011,35,4,9,11,North Burgess,45,35,5,25,20,5,20,15,10
350409014,3509014,35,4,9,14,South Sherbrooke,20,20,5,15,15,0,10,0,5
350409016,3509016,35,4,9,16,Bathurst,180,130,55,70,60,10,110,70,40
350409019,3509019,35,4,9,19,Drummond,195,135,60,95,85,5,100,50,50
350409024,3509024,35,4,9,24,Beckwith,160,110,45,50,50,5,105,65,45
350409029,3509029,35,4,9,29,Ramsay,275,185,85,100,90,10,170,95,75
350409034,3509034,35,4,9,34,Lanark,135,100,35,60,50,10,75,45,30
350409040,3509040,35,4,9,40,"Lavant, Dalhousie, and North Sherbrooke",125,95,35,60,55,10,70,40,30
350409046,3509046,35,4,9,46,Pakenham,150,115,35,80,75,5,70,40,30
350410000,3510000,35,4,10,0,Frontenac County,"1,150",865,285,520,475,40,630,385,245
350410001,3510001,35,4,10,1,Wolfe Island,130,95,40,50,45,10,80,45,35
350410006,3510006,35,4,10,6,Pittsburgh,190,145,40,95,90,10,90,55,35
350410009,3510009,35,4,10,9,Kingston,145,100,45,50,50,0,95,55,40
350410014,3510014,35,4,10,14,Storrington,145,120,30,60,60,5,90,60,30
350410018,3510018,35,4,10,18,Loughborough,115,90,25,60,55,5,60,35,20
350410022,3510022,35,4,10,22,Portland,180,135,50,80,75,5,105,65,45
350410026,3510026,35,4,10,26,Hinchinbrooke,80,60,20,40,35,5,40,25,15
350410029,3510029,35,4,10,29,Bedford,55,40,15,25,25,0,30,20,10
350410032,3510032,35,4,10,32,Oso,30,25,5,15,15,0,15,10,10
350410036,3510036,35,4,10,36,Olden,35,30,5,25,20,5,15,10,5
350410046,3510046,35,4,10,46,Clarendon and Miller,30,30,10,15,15,0,15,10,5
350411000,3511000,35,4,11,0,Lennox and Addington County,"1,090",810,280,455,415,40,640,395,240
350411001,3511001,35,4,11,1,Amherst Island,35,35,5,15,15,0,20,15,5
350411004,3511004,35,4,11,4,Ernestown,225,155,65,95,80,5,135,75,60
350411011,3511011,35,4,11,11,South Fredericksburgh,100,75,30,30,30,5,70,45,25
350411014,3511014,35,4,11,14,Adolphustown,30,25,10,15,10,0,15,10,5
350411016,3511016,35,4,11,16,North Fredericksburgh,75,60,20,40,30,5,40,25,15
350411019,3511019,35,4,11,19,Richmond,170,135,35,80,70,5,90,65,30
350411024,3511024,35,4,11,24,Camden East,315,230,85,125,110,15,195,120,75
350411031,3511031,35,4,11,31,Sheffield,90,70,15,45,40,5,45,25,15
350411034,3511034,35,4,11,34,"Kaladar, Anglesea and Effingham",45,30,15,15,15,0,30,20,15
350447000,3547000,35,4,47,0,Renfrew County,"2,085","1,595",490,"1,020",945,75,"1,065",650,415
350447001,3547001,35,4,47,1,McNab,220,175,45,125,120,10,100,60,35
350447006,3547006,35,4,47,6,Bagot and Blythfield,35,30,10,20,20,0,20,10,5
350447016,3547016,35,4,47,16,Sebastopol,45,40,10,25,25,0,20,10,10
350447019,3547019,35,4,47,19,Brudenell and Lyndoch,55,40,15,30,25,5,25,15,10
350447022,3547022,35,4,47,22,Raglan,50,40,10,30,25,0,15,10,5
350447026,3547026,35,4,47,26,"Sherwood, Jones and Burns",45,40,10,35,30,0,15,10,10
350447031,3547031,35,4,47,31,Hagarty and Richards,80,65,15,40,40,0,40,25,15
350447036,3547036,35,4,47,36,South Algona,55,40,15,35,25,5,20,15,5
350447038,3547038,35,4,47,38,Grattan,115,90,25,65,60,0,50,30,20
350447042,3547042,35,4,47,42,Admaston,160,125,35,80,80,5,80,45,35
350447046,3547046,35,4,47,46,Horton,125,90,30,60,55,5,60,40,20
350447049,3547049,35,4,47,49,Ross,200,145,50,80,75,10,115,70,45
350447054,3547054,35,4,47,54,Bromley,165,130,40,65,60,5,105,70,35
350447058,3547058,35,4,47,58,Westmeath,295,220,80,125,115,15,170,100,70
350447062,3547062,35,4,47,62,Pembroke,35,25,10,20,15,0,20,10,10
350447066,3547066,35,4,47,66,Stafford,100,75,30,40,40,5,55,35,20
350447069,3547069,35,4,47,69,Wilberforce,120,95,20,75,70,0,45,30,20
350447074,3547074,35,4,47,74,Alice and Fraser,145,105,45,55,50,5,95,50,40
350447092,3547092,35,4,47,92,"Rolph, Buchanan, Wylie and McKay",35,30,10,20,20,0,15,5,5
350500000,3500000,35,5,0,0,Northern Ontario Region - RÇgion du Nord de l'Ontario,"4,180","3,010","1,175","1,725","1,575",145,"2,460","1,430","1,030"
350548000,3548000,35,5,48,0,Nipissing District,450,305,145,155,140,20,295,165,125
350548013,3548013,35,5,48,13,Papineau-Cameron,30,20,10,15,15,0,20,10,5
350548022,3548022,35,5,48,22,Calvin,45,25,10,15,10,0,25,15,10
350548027,3548027,35,5,48,27,Bonfield,65,45,15,30,30,5,30,20,10
350548031,3548031,35,5,48,31,Chisholm,80,55,30,25,20,5,60,30,25
350548051,3548051,35,5,48,51,Springer,40,25,15,10,10,0,25,15,15
350548058,3548058,35,5,48,58,Caldwell,80,50,30,15,20,0,65,35,30
350548094,3548094,35,5,48,94,"Nipissing, Unorganized, North Part",110,80,35,45,40,5,70,40,30
350551000,3551000,35,5,51,0,Manitoulin District,400,325,80,235,225,10,165,100,65
350551001,3551001,35,5,51,1,Tehkummah,35,25,5,15,20,0,25,15,10
350551004,3551004,35,5,51,4,Carnarvon,50,40,10,20,20,0,25,15,10
350551011,3551011,35,5,51,11,Assiginack,55,50,5,40,35,0,20,15,5
350551016,3551016,35,5,51,16,Howland,70,50,10,40,40,0,25,10,15
350551021,3551021,35,5,51,21,Billings,35,30,10,20,20,5,15,10,5
350551024,3551024,35,5,51,24,Gordon,50,40,10,30,30,5,20,10,5
350551028,3551028,35,5,51,28,Burpee,40,35,5,20,20,0,20,10,5
350551092,3551092,35,5,51,92,"Manitoulin, Unorganized, Centre Part",65,55,15,40,35,0,25,15,10
350552000,3552000,35,5,52,0,Sudbury District,275,195,80,115,105,10,155,85,75
350552001,3552001,35,5,52,1,"Cosby, Mason and Martland",40,35,10,20,15,0,25,15,10
350552004,3552004,35,5,52,4,"Casimir, Jennings and Appleby",55,35,15,25,20,5,30,15,15
350552008,3552008,35,5,52,8,Ratter and Dunnet,45,30,10,20,20,0,20,10,10
350552020,3552020,35,5,52,20,The Spanish River,85,60,30,30,30,0,55,30,25
