AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9
130308006,1308006,13,3,8,6,Saint Mary,32,"744,746",4,5,7,9,2,4,1,0,0
130308008,1308008,13,3,8,8,Saint-Paul,29,"2,254,371",4,3,7,4,2,4,3,1,1
130308014,1308014,13,3,8,14,Weldford,42,"2,062,941",2,5,9,14,4,1,5,2,0
130308016,1308016,13,3,8,16,Richibucto,23,"1,383,794",2,0,4,9,3,1,2,2,0
130400000,1300000,13,4,0,0,Agricultural Region 4 - RÇgion agricole 4,412,"27,194,128",91,37,73,67,38,38,36,22,10
130409000,1309000,13,4,9,0,Northumberland County,141,"6,882,677",46,11,24,26,7,8,9,7,3
130409004,1309004,13,4,9,4,Glenelg,23,"2,420,095",4,0,3,5,1,2,5,2,1
130409024,1309024,13,4,9,24,Ludlow,18,"223,766",10,2,3,1,0,1,1,0,0
130409026,1309026,13,4,9,26,Southesk,24,"814,872",9,3,5,4,0,1,1,0,1
130409031,1309031,13,4,9,31,Newcastle,29,"1,842,002",10,2,4,6,1,2,1,2,1
130409036,1309036,13,4,9,36,Alnwick,47,"1,581,942",13,4,9,10,5,2,1,3,0
130414000,1314000,13,4,14,0,Restigouche County,98,"11,272,786",10,7,13,12,18,10,15,9,4
130414001,1314001,13,4,14,1,Durham,27,"2,269,109",4,2,4,3,3,3,5,3,0
130414008,1314008,13,4,14,8,Dalhousie,23,"3,367,527",2,3,5,3,2,2,3,1,2
130414021,1314021,13,4,14,21,Saint-Quentin,48,"5,636,150",4,2,4,6,13,5,7,5,2
130415000,1315000,13,4,15,0,Gloucester County,173,"9,038,665",35,19,36,29,13,20,12,6,3
130415001,1315001,13,4,15,1,Saumarez,44,"1,551,242",7,5,11,8,5,5,1,2,0
130415008,1315008,13,4,15,8,Bathurst,44,"1,722,497",15,5,10,2,1,7,2,1,1
130415016,1315016,13,4,15,16,New Bandon,21,"1,305,076",4,1,4,5,0,2,4,1,0
130415021,1315021,13,4,15,21,Saint-Isidore,30,"1,487,204",3,5,5,9,3,3,1,0,1
130415026,1315026,13,4,15,26,Caraquet,34,"2,972,646",6,3,6,5,4,3,4,2,1
240000000,2400000,24,0,0,0,Quebec - QuÇbec,"35,991","4,972,517,920","2,085","1,924","2,892","5,726","4,307","5,128","9,534","3,066","1,329"
240100000,2400000,24,1,0,0,Bas-Saint-Laurent,"2,482","238,296,345",117,104,161,356,320,459,818,127,20
240107000,2407000,24,1,7,0,La MatapÇdia,259,"26,281,817",8,9,13,35,29,38,114,12,1
240107020,2407020,24,1,7,20,Saint-Jacques-le-Majeur-de-Causapscal,19,"1,810,847",0,1,0,2,4,3,9,0,0
240107025,2407025,24,1,7,25,Saint-Raphaâl-d'Albertville,17,"1,115,253",2,1,0,5,1,3,5,0,0
240107030,2407030,24,1,7,30,Saint-LÇon-le-Grand,25,"2,259,576",1,0,1,4,3,5,11,0,0
240107040,2407040,24,1,7,40,Sainte-Iräne,44,"4,333,590",2,0,3,6,9,5,18,0,1
240107047,2407047,24,1,7,47,Amqui,45,"5,151,133",0,0,4,5,4,6,22,4,0
240107055,2407055,24,1,7,55,Saint-Edmond,19,"2,500,178",0,3,0,2,0,3,8,3,0
240107070,2407070,24,1,7,70,Saint-Tharcisius,21,"1,868,000",0,3,1,1,3,3,10,0,0
240107080,2407080,24,1,7,80,Val-Brillant,30,"3,223,224",2,1,0,4,1,8,11,3,0
240107085,2407085,24,1,7,85,Sayabec,18,"1,924,624",0,0,2,4,0,0,11,1,0
240107105,2407105,24,1,7,105,Saint-Damase,21,"2,095,392",1,0,2,2,4,2,9,1,0
240108000,2408000,24,1,8,0,Matane,171,"14,449,621",5,7,11,30,23,33,55,7,0
240108025,2408025,24,1,8,25,Sainte-FÇlicitÇ,17,"1,197,046",2,1,0,2,4,3,4,1,0
240108045,2408045,24,1,8,45,Saint-Luc,45,"3,072,528",0,5,5,11,5,8,9,2,0
240108050,2408050,24,1,8,50,Petit-Matane,32,"2,380,996",1,1,3,4,5,9,8,1,0
240108065,2408065,24,1,8,65,Saint-LÇandre,18,"1,589,800",2,0,0,3,3,3,6,1,0
240108075,2408075,24,1,8,75,Saint-Ulric-de-Matane,33,"3,352,997",0,0,2,5,3,7,15,1,0
240108080,2408080,24,1,8,80,Baie-des-Sables,26,"2,856,254",0,0,1,5,3,3,13,1,0
240109000,2409000,24,1,9,0,La Mitis,321,"28,924,845",15,8,24,48,35,74,101,15,1
240109010,2409010,24,1,9,10,Saint-Charles-Garnier,22,"912,753",0,2,3,8,4,1,4,0,0
240109015,2409015,24,1,9,15,Les Hauteurs,36,"3,768,684",0,0,2,2,4,10,16,2,0
240109020,2409020,24,1,9,20,Sainte-Jeanne-d'Arc,20,"1,091,113",3,2,1,2,3,5,4,0,0
240109025,2409025,24,1,9,25,Saint-Gabriel,36,"3,940,687",0,0,3,2,3,8,19,1,0
240109030,2409030,24,1,9,30,Saint-Donat,27,"1,726,393",1,1,4,7,2,7,4,1,0
240109035,2409035,24,1,9,35,Sainte-Angäle-de-MÇrici,35,"1,966,875",2,2,2,8,4,10,7,0,0
240109055,2409055,24,1,9,55,Saint-Octave-de-MÇtis,51,"5,915,849",2,0,4,10,5,10,16,3,1
240109085,2409085,24,1,9,85,Sainte-Flavie,52,"4,865,189",4,0,0,8,6,17,14,3,0
240109095,2409095,24,1,9,95,Sainte-Luce,42,"4,737,302",3,1,5,1,4,6,17,5,0
240110000,2410000,24,1,10,0,Rimouski-Neigette,296,"29,988,418",19,18,24,31,37,43,101,20,3
240110015,2410015,24,1,10,15,Saint-Narcisse-de-Rimouski,35,"2,967,827",2,5,6,3,4,3,9,3,0
240110025,2410025,24,1,10,25,Saint-Marcellin,21,"1,645,500",3,0,3,4,3,1,5,2,0
240110030,2410030,24,1,10,30,Saint-Anaclet-de-Lessard,35,"5,337,309",0,1,3,2,3,4,16,5,1
240110045,2410045,24,1,10,45,Rimouski,37,"4,858,527",3,2,2,6,2,6,12,3,1
240110050,2410050,24,1,10,50,Sainte-Odile-sur-Rimouski,19,"2,204,695",0,0,1,2,4,3,7,2,0
240110055,2410055,24,1,10,55,Sainte-Blandine,17,"1,203,576",0,1,2,4,4,1,4,1,0
240110060,2410060,24,1,10,60,Saint-ValÇrien,26,"1,651,996",1,2,3,5,6,3,6,0,0
240110065,2410065,24,1,10,65,Le Bic,42,"4,687,250",3,1,3,2,6,9,14,3,1
240110070,2410070,24,1,10,70,Saint-Fabien,40,"3,968,901",1,1,1,1,4,12,19,1,0
240110075,2410075,24,1,10,75,Saint-Eugäne-de-Ladriäre,24,"1,462,837",6,5,0,2,1,1,9,0,0
240111000,2411000,24,1,11,0,Les Basques,240,"20,889,788",6,11,22,35,35,48,75,7,1
240111005,2411005,24,1,11,5,Saint-ClÇment,29,"4,387,709",0,0,1,5,3,4,15,0,1
240111010,2411010,24,1,11,10,Saint-Jean-de-Dieu,50,"4,635,125",0,2,1,7,5,17,15,3,0
240111015,2411015,24,1,11,15,Sainte-Rita,28,"786,824",1,2,9,7,5,2,2,0,0
240111030,2411030,24,1,11,30,Sainte-Franáoise,22,"998,683",3,2,1,4,5,4,3,0,0
240111035,2411035,24,1,11,35,Saint-êloi,27,"3,506,515",0,0,0,1,4,9,11,2,0
240111045,2411045,24,1,11,45,Notre-Dame-des-Neiges-des-Trois-Pistoles,47,"3,882,633",1,3,6,5,8,5,17,2,0
240111050,2411050,24,1,11,50,Saint-Mathieu-de-Rioux,17,"1,005,366",1,2,2,3,0,5,4,0,0
240111055,2411055,24,1,11,55,Saint-Simon,20,"1,686,933",0,0,2,3,5,2,8,0,0
240112000,2412000,24,1,12,0,Riviäre-du-Loup,310,"32,796,010",12,15,16,37,35,54,119,20,2
240112005,2412005,24,1,12,5,Saint-Cyprien,26,"1,744,861",0,2,1,8,4,2,9,0,0
240112010,2412010,24,1,12,10,Saint-Hubert,26,"2,551,935",1,3,2,4,2,5,8,0,1
240112015,2412015,24,1,12,15,Saint-Antonin,39,"2,082,279",5,2,6,7,3,9,7,0,0
240112030,2412030,24,1,12,30,Saint-êpiphane,26,"2,819,979",2,0,0,3,2,8,10,1,0
240112035,2412035,24,1,12,35,Saint-Paul-de-la-Croix,18,"1,461,459",0,0,3,1,3,4,7,0,0
240112050,2412050,24,1,12,50,Saint-Jean-Baptiste-de-l'Isle-Verte,55,"7,373,684",0,2,1,4,7,3,33,5,0
240112060,2412060,24,1,12,60,Saint-Georges-de-Cacouna,27,"4,675,922",1,1,1,0,3,4,10,6,1
240112065,2412065,24,1,12,65,Saint-Arsäne,58,"7,496,176",0,0,1,4,6,12,30,5,0
240112075,2412075,24,1,12,75,Saint-Patrice-de-la-Riviäre-du-Loup,35,"2,589,715",3,5,1,6,5,7,5,3,0
240113000,2413000,24,1,13,0,TÇmiscouata,367,"26,834,060",21,18,29,62,65,74,83,13,2
240113005,2413005,24,1,13,5,DÇgelis,25,"3,160,841",0,1,1,4,1,4,13,1,0
240113015,2413015,24,1,13,15,Packington,35,"2,109,991",4,4,3,3,7,6,7,1,0
240113030,2413030,24,1,13,30,Saint-Eusäbe,33,"1,716,355",3,4,5,6,4,3,7,1,0
240113035,2413035,24,1,13,35,Notre-Dame-du-Lac,29,"3,148,280",0,1,0,6,4,7,8,3,0
240113040,2413040,24,1,13,40,Saint-Juste-du-Lac,27,"1,887,800",1,1,3,4,3,9,4,2,0
240113045,2413045,24,1,13,45,Auclair,29,"2,106,952",3,0,1,5,7,7,5,1,0
240113050,2413050,24,1,13,50,Lejeune,26,"2,274,142",2,1,0,5,7,6,2,2,1
240113055,2413055,24,1,13,55,Biencourt,32,"1,629,692",1,1,4,6,8,7,5,0,0
240113065,2413065,24,1,13,65,Saint-Michel-du-Squatec,38,"1,837,140",2,2,5,9,5,8,7,0,0
240113080,2413080,24,1,13,80,Saint-Louis-du-Ha! Ha!,18,"2,120,137",0,1,1,2,3,2,7,2,0
240113095,2413095,24,1,13,95,PohÇnÇgamook,52,"2,962,319",3,1,5,9,10,11,13,0,0
240113100,2413100,24,1,13,100,Saint-Athanase,23,"1,880,411",2,1,1,3,6,4,5,0,1
240114000,2414000,24,1,14,0,Kamouraska,518,"58,131,786",31,18,22,78,61,95,170,33,10
240114005,2414005,24,1,14,5,Mont-Carmel,35,"2,754,166",3,1,3,6,5,4,12,1,0
240114020,2414020,24,1,14,20,Saint-Pascal,57,"7,769,219",1,1,2,9,15,12,11,2,4
240114025,2414025,24,1,14,25,Sainte-HÇläne,45,"7,852,857",4,2,1,6,3,9,16,3,1
240114030,2414030,24,1,14,30,Saint-Joseph-de-Kamouraska,18,"2,174,916",2,0,0,1,2,6,5,1,1
240114035,2414035,24,1,14,35,Saint-Alexandre,56,"5,977,315",1,1,3,9,5,7,24,6,0
240114040,2414040,24,1,14,40,Saint-AndrÇ,34,"3,074,542",1,1,3,4,3,11,8,3,0
240114050,2414050,24,1,14,50,Kamouraska,41,"6,330,069",0,0,0,3,3,8,23,2,2
240114055,2414055,24,1,14,55,Saint-Denis,30,"4,658,923",0,0,0,1,5,7,12,4,1
240114060,2414060,24,1,14,60,Saint-Philippe-de-NÇri,46,"5,368,841",2,2,2,8,6,8,13,4,1
240114065,2414065,24,1,14,65,Riviäre-Ouelle,38,"4,446,178",2,0,0,5,5,4,19,3,0
240114075,2414075,24,1,14,75,Saint-Gabriel-Lalemant,29,"1,574,861",4,1,2,7,4,4,7,0,0
240114080,2414080,24,1,14,80,Saint-OnÇsime-d'Ixworth,24,"542,164",5,5,4,5,1,2,2,0,0
240114090,2414090,24,1,14,90,Sainte-Anne-de-la-Pocatiäre,65,"5,607,735",6,4,2,14,4,13,18,4,0
240200000,2400000,24,2,0,0,Saguenay--Lac-Saint-Jean--Cìte-Nord,"1,358","171,969,115",66,54,97,172,132,208,474,123,32
240291000,2491000,24,2,91,0,Le Domaine-du-Roy,221,"23,318,181",11,4,22,25,22,48,72,14,3
240291010,2491010,24,2,91,10,Saint-AndrÇ-du-Lac-Saint-Jean,26,"1,186,090",0,2,6,4,4,7,3,0,0
240291020,2491020,24,2,91,20,Chambord,26,"1,971,843",1,0,1,1,4,11,8,0,0
240291035,2491035,24,2,91,35,Saint-Prime,46,"6,338,249",2,0,3,3,5,6,21,6,0
240291040,2491040,24,2,91,40,Saint-FÇlicien,37,"5,001,323",0,1,3,4,0,8,16,4,1
240291045,2491045,24,2,91,45,Saint-MÇthode,41,"3,263,973",3,0,3,7,6,8,12,2,0
240291050,2491050,24,2,91,50,La DorÇ,17,"2,412,487",3,0,2,1,1,3,4,2,1
240291902,2491902,24,2,91,902,Lac-Ashuapmushuan,28,"3,144,216",2,1,4,5,2,5,8,0,1
240292000,2492000,24,2,92,0,Maria-Chapdelaine,287,"42,261,887",17,13,21,33,28,50,94,20,11
240292005,2492005,24,2,92,5,Saint-Augustin,21,"2,154,340",2,0,0,4,1,4,9,1,0
240292015,2492015,24,2,92,15,Sainte-Jeanne-d'Arc,29,"5,575,114",2,1,4,3,4,2,5,4,4
240292030,2492030,24,2,92,30,Albanel,47,"4,144,908",5,5,4,5,4,7,14,3,0
240292040,2492040,24,2,92,40,Normandin,78,"13,643,024",2,2,3,3,7,13,37,8,3
240292050,2492050,24,2,92,50,Saint-Edmond,29,"2,959,269",0,0,0,4,3,11,9,2,0
240292055,2492055,24,2,92,55,Girardville,24,"2,580,362",0,3,2,4,3,2,8,1,1
240292065,2492065,24,2,92,65,Saint-Eugäne,32,"5,248,286",3,1,1,5,3,10,8,0,1
240292902,2492902,24,2,92,902,Chute-des-Passes,27,"5,956,584",3,1,7,5,3,1,4,1,2
240293000,2493000,24,2,93,0,Lac-Saint-Jean-Est,406,"59,510,261",10,16,12,45,32,44,187,51,9
240293010,2493010,24,2,93,10,MÇtabetchouan,49,"6,819,116",0,2,0,7,5,9,20,5,1
240293015,2493015,24,2,93,15,Lac-Ö-la-Croix,41,"7,757,656",1,0,0,2,3,7,23,3,2
240293020,2493020,24,2,93,20,HÇbertville,83,"12,422,378",1,1,1,6,3,8,47,15,1
240293030,2493030,24,2,93,30,Saint-Bruno,47,"7,986,216",2,1,0,2,2,8,26,4,2
240293035,2493035,24,2,93,35,Saint-GÇdÇon,39,"6,085,389",0,1,0,5,4,3,23,1,2
240293040,2493040,24,2,93,40,Alma,35,"5,071,479",2,0,2,6,1,0,20,4,0
240293045,2493045,24,2,93,45,Saint-Nazaire,19,"2,085,820",0,2,2,5,2,2,3,2,1
240293050,2493050,24,2,93,50,Delisle,46,"7,223,130",1,4,0,5,6,2,17,11,0
240293065,2493065,24,2,93,65,L'Ascension-de-Notre-Seigneur,31,"1,768,398",2,3,6,6,4,4,4,2,0
240293070,2493070,24,2,93,70,Saint-Henri-de-Taillon,16,"2,290,679",1,2,1,1,2,1,4,4,0
240294000,2494000,24,2,94,0,Le Fjord-du-Saguenay,372,"42,443,753",21,15,33,55,36,57,110,37,8
240294005,2494005,24,2,94,5,Petit-Saguenay,17,"955,976",0,1,3,2,1,7,3,0,0
240294035,2494035,24,2,94,35,Saint-Fulgence,17,"1,844,130",0,0,2,6,0,3,2,4,0
240294040,2494040,24,2,94,40,La Baie,44,"5,867,969",1,2,2,7,2,6,15,9,0
240294045,2494045,24,2,94,45,Laterriäre,90,"12,804,728",4,2,5,12,7,15,35,7,3
240294055,2494055,24,2,94,55,Tremblay,21,"2,099,896",1,1,1,5,1,2,8,2,0
240294060,2494060,24,2,94,60,Saint-HonorÇ,36,"1,451,564",7,2,3,5,10,6,2,1,0
240294070,2494070,24,2,94,70,Jonquiäre,95,"10,379,641",5,4,11,11,11,10,34,7,2
240294090,2494090,24,2,94,90,Saint-Ambroise,52,"7,039,849",3,3,6,7,4,8,11,7,3
240295000,2495000,24,2,95,0,La Haute-Cìte-Nord,49,"3,400,522",5,5,6,9,8,6,9,0,1
240295010,2495010,24,2,95,10,SacrÇ-Coeur,27,"1,705,052",1,2,1,5,6,4,8,0,0
240295020,2495020,24,2,95,20,Bergeronnes,22,"1,695,470",4,3,5,4,2,2,1,0,1
240296000,2496000,24,2,96,0,Manicouagan,23,"1,034,511",2,1,3,5,6,3,2,1,0
240296020,2496020,24,2,96,20,Baie-Comeau,23,"1,034,511",2,1,3,5,6,3,2,1,0
240300000,2400000,24,3,0,0,QuÇbec,"1,398","159,956,268",101,102,146,246,155,177,326,99,46
240315000,2415000,24,3,15,0,Charlevoix-Est,85,"14,136,889",3,4,9,18,12,5,16,12,6
240315005,2415005,24,3,15,5,Saint-IrÇnÇe,21,"5,959,442",0,0,0,2,4,1,4,8,2
240315025,2415025,24,3,15,25,Notre-Dame-des-Monts,39,"3,589,567",3,1,6,12,6,1,6,2,2
240315045,2415045,24,3,15,45,Riviäre-Malbaie,25,"4,587,880",0,3,3,4,2,3,6,2,2
240316000,2416000,24,3,16,0,Charlevoix,162,"18,950,268",16,10,20,32,13,15,33,13,10
240316015,2416015,24,3,16,15,Baie-Saint-Paul,35,"2,031,938",7,3,6,10,1,2,4,2,0
240316035,2416035,24,3,16,35,Riviäre-du-Gouffre,22,"2,068,537",2,1,0,5,3,1,8,2,0
240316045,2416045,24,3,16,45,Les êboulements,42,"4,208,398",1,2,6,7,5,4,14,1,2
240316050,2416050,24,3,16,50,Saint-Hilarion,34,"7,201,667",1,0,6,5,2,5,3,5,7
240316055,2416055,24,3,16,55,Saint-Urbain,29,"3,439,728",5,4,2,5,2,3,4,3,1
240320000,2420000,24,3,20,0,L'?le-d'OrlÇans,226,"37,070,801",3,13,20,40,32,38,55,19,6
240320005,2420005,24,3,20,5,Saint-Franáois,36,"15,734,875",1,0,5,8,5,7,7,1,2
240320010,2420010,24,3,20,10,Sainte-Famille,69,"6,263,562",1,5,9,17,7,12,14,3,1
240320015,2420015,24,3,20,15,Saint-Jean,39,"5,062,383",0,2,1,5,6,4,15,6,0
240320020,2420020,24,3,20,20,Saint-Laurent,48,"6,670,786",1,3,2,4,5,9,15,7,2
240320025,2420025,24,3,20,25,Saint-Pierre,34,"3,339,195",0,3,3,6,9,6,4,2,1
240321000,2421000,24,3,21,0,La Cìte-de-BeauprÇ,103,"5,813,152",8,14,9,25,20,14,9,3,1
240321005,2421005,24,3,21,5,Saint-Tite-des-Caps,26,"1,418,910",0,4,4,7,6,2,1,2,0
240321030,2421030,24,3,21,30,Sainte-Anne-de-BeauprÇ,25,"2,135,111",3,3,2,7,2,3,4,0,1
240321035,2421035,24,3,21,35,ChÉteau-Richer,27,"1,088,115",3,5,3,4,5,5,2,0,0
240321040,2421040,24,3,21,40,L'Ange-Gardien,25,"1,171,016",2,2,0,7,7,4,2,1,0
240322000,2422000,24,3,22,0,La Jacques-Cartier,70,"12,836,280",4,8,11,11,7,4,9,8,8
240322005,2422005,24,3,22,5,Sainte-Catherine-de-la-Jacques-Cartier,27,"2,409,390",2,3,6,7,3,1,1,2,2
240322025,2422025,24,3,22,25,Saint-Gabriel-de-Valcartier,43,"10,426,890",2,5,5,4,4,3,8,6,6
240323000,2423000,24,3,23,0,CommunautÇ-Urbaine-de-QuÇbec,181,"11,200,258",20,22,23,38,23,17,31,4,3
240323025,2423025,24,3,23,25,QuÇbec,34,"2,402,517",1,6,3,11,4,5,2,1,1
240323050,2423050,24,3,23,50,Val-BÇlair,22,"1,958,448",4,1,4,5,5,0,1,0,2
240323060,2423060,24,3,23,60,Sainte-Foy,48,"2,877,658",7,9,6,4,5,3,12,2,0
240323070,2423070,24,3,23,70,Saint-Augustin-de-Desmaures,77,"3,961,635",8,6,10,18,9,9,16,1,0
240334000,2434000,24,3,34,0,Portneuf,571,"59,948,620",47,31,54,82,48,84,173,40,12
240334010,2434010,24,3,34,10,Pointe-aux-Trembles,54,"4,088,633",4,2,6,11,6,6,16,3,0
240334020,2434020,24,3,34,20,Sainte-Jeanne-de-Pont-Rouge,73,"8,848,567",5,10,5,8,5,12,19,6,3
240334030,2434030,24,3,34,30,Cap-SantÇ,36,"4,389,030",2,1,6,4,2,3,13,3,2
240334040,2434040,24,3,34,40,Saint-Basile,67,"6,150,876",11,6,5,11,3,8,15,7,1
240334055,2434055,24,3,34,55,Deschambault,32,"3,114,960",2,0,7,5,1,3,13,1,0
240334060,2434060,24,3,34,60,Saint-Gilbert,37,"2,310,422",3,2,6,2,6,7,11,0,0
240334070,2434070,24,3,34,70,Grondines,22,"1,301,956",4,0,0,4,3,3,8,0,0
240334080,2434080,24,3,34,80,Saint-Casimir,44,"5,342,434",3,0,2,7,0,7,21,3,1
240334085,2434085,24,3,34,85,Saint-Thuribe,31,"3,626,057",1,0,1,1,2,8,16,2,0
240334090,2434090,24,3,34,90,Saint-Ubalde,58,"9,709,497",4,3,10,6,6,6,14,6,3
240334097,2434097,24,3,34,97,Saint-Alban,33,"2,804,588",1,2,3,5,4,7,8,3,0
240334105,2434105,24,3,34,105,Sainte-Christine-d'Auvergne,23,"1,518,748",2,2,1,6,1,4,6,1,0
240334115,2434115,24,3,34,115,Saint-LÇonard-de-Portneuf,19,"2,718,364",1,0,1,4,2,4,4,2,1
240334128,2434128,24,3,34,128,Saint-Raymond,42,"4,024,488",4,3,1,8,7,6,9,3,1
240400000,2400000,24,4,0,0,Mauricie--Bois-Francs,"5,405","818,322,843",246,247,304,764,567,749,"1,798",536,194
240432000,2432000,24,4,32,0,L'êrable,753,"94,257,962",36,55,62,135,86,92,194,64,29
240432005,2432005,24,4,32,5,Vianney,27,"1,932,165",1,3,0,7,3,6,6,1,0
240432015,2432015,24,4,32,15,Saint-Ferdinand,71,"3,721,546",5,9,7,20,8,10,10,2,0
240432020,2432020,24,4,32,20,Halifax-Nord,82,"6,603,138",4,13,8,16,8,11,18,3,1
240432035,2432035,24,4,32,35,Princeville,99,"23,488,691",3,6,5,15,4,9,39,12,6
240432045,2432045,24,4,32,45,Plessisville,100,"17,534,616",5,7,9,13,7,9,26,17,7
240432050,2432050,24,4,32,50,Saint-Pierre-Baptiste,73,"4,550,694",4,5,10,14,9,13,15,3,0
240432060,2432060,24,4,32,60,Inverness,115,"8,346,248",5,6,5,24,34,21,15,3,2
240432065,2432065,24,4,32,65,Lyster,69,"13,692,806",3,2,4,9,5,2,25,11,8
240432075,2432075,24,4,32,75,Sainte-Julie,72,"11,140,688",1,0,8,8,5,7,28,11,4
240432080,2432080,24,4,32,80,Notre-Dame-de-Lourdes,27,"1,508,082",5,2,3,6,2,3,5,1,0
240432085,2432085,24,4,32,85,Villeroy,18,"1,739,288",0,2,3,3,1,1,7,0,1
240435000,2435000,24,4,35,0,MÇkinac,203,"22,113,994",7,10,11,35,15,35,79,7,4
240435010,2435010,24,4,35,10,Lac-aux-Sables,23,"2,608,467",0,1,1,6,3,4,6,1,1
240435015,2435015,24,4,35,15,Saint-Adelphe,30,"4,422,145",0,0,1,2,0,4,22,0,1
240435020,2435020,24,4,35,20,Saint-SÇverin,32,"2,927,250",3,0,0,8,3,6,9,3,0
240435030,2435030,24,4,35,30,Saint-Tite,51,"4,647,158",3,4,3,10,2,9,18,1,1
240435035,2435035,24,4,35,35,HÇrouxville,24,"3,817,282",1,2,2,3,4,5,5,1,1
240435050,2435050,24,4,35,50,Sainte-Thäcle,43,"3,691,692",0,3,4,6,3,7,19,1,0
240436000,2436000,24,4,36,0,Le Centre-de-la-Mauricie,150,"12,624,823",19,14,15,26,17,21,25,7,6
240436005,2436005,24,4,36,5,Charette,20,"731,300",1,4,2,4,3,4,2,0,0
240436010,2436010,24,4,36,10,Saint-êlie,19,"1,309,098",3,3,2,2,4,1,2,2,0
240436020,2436020,24,4,36,20,Saint-Boniface-de-Shawinigan,39,"5,909,436",5,1,4,6,3,5,7,4,4
240436035,2436035,24,4,36,35,Shawinigan-Sud,19,"1,222,443",1,0,2,2,5,4,5,0,0
240436040,2436040,24,4,36,40,Notre-Dame-du-Mont-Carmel,22,"1,733,761",3,2,0,7,1,4,3,1,1
240436055,2436055,24,4,36,55,Grand-Märe,31,"1,718,785",6,4,5,5,1,3,6,0,1
240437000,2437000,24,4,37,0,Francheville,508,"59,830,684",31,28,29,70,49,88,165,37,11
240437005,2437005,24,4,37,5,Sainte-Anne-de-la-PÇrade,66,"8,387,324",4,6,4,8,7,12,19,5,1
240437010,2437010,24,4,37,10,Saint-Prosper,37,"4,951,328",2,2,1,3,2,6,15,6,0
240437015,2437015,24,4,37,15,Saint-Stanislas,45,"4,009,573",3,1,1,9,5,11,13,2,0
240437020,2437020,24,4,37,20,Sainte-Geneviäve-de-Batiscan,30,"3,706,015",1,2,0,5,4,3,10,5,0
240437025,2437025,24,4,37,25,Batiscan,31,"4,009,347",1,1,1,3,3,5,15,1,1
240437030,2437030,24,4,37,30,Champlain,38,"5,837,659",0,2,2,1,2,6,20,4,1
240437035,2437035,24,4,37,35,Saint-Luc-de-Vincennes,27,"2,067,878",3,1,1,6,0,7,8,1,0
240437040,2437040,24,4,37,40,Saint-Narcisse,43,"3,487,079",2,4,6,6,4,5,14,2,0
240437045,2437045,24,4,37,45,Saint-Maurice,64,"7,145,203",3,2,1,4,7,12,32,3,0
240437060,2437060,24,4,37,60,Saint-Louis-de-France,16,"394,313",2,2,2,5,2,3,0,0,0
240437065,2437065,24,4,37,65,Trois-Riviäres,25,"1,604,256",1,0,4,8,2,6,3,1,0
240437075,2437075,24,4,37,75,Pointe-du-Lac,31,"6,342,324",4,2,1,6,4,5,5,2,2
240437080,2437080,24,4,37,80,Saint-êtienne-des-Gräs,55,"7,888,385",5,3,5,6,7,7,11,5,6
240438000,2438000,24,4,38,0,BÇcancour,557,"75,758,860",29,24,29,87,70,69,183,45,21
240438005,2438005,24,4,38,5,Saint-Sylväre,66,"9,854,571",2,2,3,9,9,6,27,3,5
240438010,2438010,24,4,38,10,BÇcancour,240,"24,917,728",12,12,13,48,36,34,61,17,7
240438020,2438020,24,4,38,20,Lemieux,17,"4,072,508",2,0,0,1,4,2,5,2,1
240438030,2438030,24,4,38,30,Saint-Joseph-de-Blandford,17,"1,344,927",1,2,0,4,3,3,2,2,0
240438035,2438035,24,4,38,35,Sainte-Franáoise,26,"11,317,297",2,0,0,3,1,3,10,3,4
240438040,2438040,24,4,38,40,Sainte-Sophie-de-LÇvrard,34,"5,210,513",1,2,4,0,2,3,15,6,1
240438050,2438050,24,4,38,50,Sainte-Philomäne-de-Fortierville,34,"5,139,734",0,2,2,6,4,5,10,3,2
240438055,2438055,24,4,38,55,Parisville,33,"4,050,490",2,1,2,3,3,5,16,0,1
240438060,2438060,24,4,38,60,Sainte-CÇcile-de-LÇvrard,31,"4,059,520",2,1,2,1,5,5,10,5,0
240438065,2438065,24,4,38,65,Saint-Pierre-les-Becquets,35,"2,774,563",2,1,2,10,2,2,16,0,0
240438070,2438070,24,4,38,70,Deschaillons-sur-Saint-Laurent,24,"3,017,009",3,1,1,2,1,1,11,4,0
240439000,2439000,24,4,39,0,Arthabaska,"1,068","152,816,494",45,46,70,151,103,127,361,132,33
240439010,2439010,24,4,39,10,Ham-Nord,51,"4,031,375",2,3,5,6,6,12,16,1,0
240439015,2439015,24,4,39,15,Notre-Dame-de-Lourdes-de-Ham,20,"622,638",4,0,5,4,3,2,2,0,0
240439020,2439020,24,4,39,20,Saint-RÇmi-de-Tingwick,45,"4,952,441",1,3,2,8,3,7,18,1,2
240439025,2439025,24,4,39,25,Tingwick,98,"11,982,367",4,3,13,15,14,11,23,14,1
240439030,2439030,24,4,39,30,Chesterville,62,"9,152,068",3,4,2,7,13,7,16,8,2
240439035,2439035,24,4,39,35,Chester-Est,37,"2,127,925",1,3,2,11,7,3,10,0,0
240439042,2439042,24,4,39,42,Saint-Norbert-d'Arthabaska,94,"9,097,419",2,6,6,15,8,16,36,4,1
