AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NTINSUR,TINSUR,NINSCROP,INSCROP,NINSOTH,INSOTH,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NSEEDCO,SEEDCO,NCONTAIN,CONTAIN,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTOM,CUSTOM,NTOTINT,TOTINT,NTELPHON,TELPHON,NELECTY,ELECTY,NFUELHT,FUELHT,NREPBLDG,REPBLDG,NOTHEXP,OTHEXP,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
110101032,1101032,11,1,1,32,Lot 44,29,"5,269,037",10,"118,094",9,x,2,x,15,"892,403",9,"235,698",11,"656,705",20,"94,394",7,"25,063",18,"69,331",26,"766,352",25,"241,858",23,"524,494",21,"1,422,928",20,"747,003",16,"319,387",15,"356,538",13,"342,905",17,x,14,"279,602",13,"175,257",13,"163,719",11,"91,837",14,"12,508",12,"106,555",11,"221,825",18,"44,681",21,"60,308",3,"2,872",22,"93,410",23,x,15,"1,971",4,"1,342",11,629
110101034,1101034,11,1,1,34,Lot 45,19,"5,325,032",11,"88,056",11,"88,056",0,0,12,"1,029,376",6,"339,348",10,"690,028",18,"105,552",4,x,17,x,19,"531,959",19,"201,223",18,"330,736",16,"1,755,627",16,"956,074",13,"444,315",12,"355,238",11,"320,184",12,"312,802",9,"200,672",9,"151,246",9,"131,529",6,"42,541",8,"6,885",12,"122,193",13,"237,155",18,"39,843",19,"61,919",6,"6,433",12,"77,379",18,"756,066",12,"1,617",7,816,10,801
110101039,1101039,11,1,1,39,Lot 47,19,"4,281,794",12,"224,107",12,"224,107",0,0,16,"1,045,824",8,"405,278",13,"640,546",18,"140,971",5,"56,848",16,"84,123",19,"487,191",18,"192,559",19,"294,632",17,"1,297,457",16,"660,042",13,"302,384",16,"335,031",15,"157,020",16,"200,091",9,"73,604",9,"44,381",9,"38,215",6,"13,140",9,"16,083",9,"81,238",6,"210,009",17,"38,878",18,"53,299",6,"10,678",14,"34,641",15,"383,806",16,"1,690",8,"1,357",10,333
110101042,1101042,11,1,1,42,Lot 41,22,"2,449,219",12,"63,691",10,x,2,x,11,"465,564",6,"166,624",10,"298,940",18,"49,556",2,x,18,x,22,"297,988",22,"120,920",21,"177,068",20,"806,873",18,"460,270",14,"245,725",14,"100,878",12,"46,041",16,x,16,"191,739",14,"127,008",13,"118,693",7,"39,377",13,"25,354",12,"95,452",15,"144,655",17,"14,451",20,"45,808",2,x,15,"34,331",21,"177,231",11,830,1,x,11,x
110101046,1101046,11,1,1,46,Lot 40,19,"4,229,140",11,"54,077",11,"54,077",0,0,13,"918,312",5,"449,350",13,"468,962",15,"89,180",3,x,15,x,18,"344,035",18,"147,059",17,"196,976",14,"1,108,163",14,"499,140",9,"300,156",8,"308,867",8,"168,213",10,"259,053",14,"283,309",13,"201,773",13,"193,615",9,"62,823",10,"18,713",11,"40,612",12,"118,735",18,"22,547",19,"64,469",4,"4,890",12,"35,126",19,"886,632",13,"2,299",7,"1,107",11,"1,192"
110101049,1101049,11,1,1,49,Lot 39,17,"1,407,958",7,"79,780",7,x,1,x,7,"289,020",5,x,5,x,13,"45,565",2,x,12,x,16,"196,133",15,"87,160",14,"108,973",12,"440,717",11,"231,041",10,"156,230",10,"53,446",9,"29,469",9,"43,958",8,"90,830",7,x,7,x,5,"49,124",6,x,7,"44,198",5,"72,626",14,"10,937",15,"32,612",5,"2,465",12,"15,941",14,"43,176",7,333,4,229,4,104
110101051,1101051,11,1,1,51,Lot 38,20,"1,947,104",8,"24,975",8,"24,975",0,0,8,"401,546",5,"53,614",8,"347,932",17,"81,559",4,"51,290",16,"30,269",19,"182,709",19,"94,599",17,"88,110",17,"680,103",14,x,13,x,10,x,10,x,12,x,13,"121,452",13,"89,280",11,"78,602",3,"19,200",11,"12,972",9,"14,794",11,"140,900",15,"19,991",14,"43,441",5,"4,731",16,"39,224",17,x,8,520,4,321,7,199
110200000,1100000,11,2,0,0,Agricultural Region 2 - RÇgion agricole 2,"1,088","120,151,556",465,"3,013,423",448,"2,893,597",30,"119,826",582,"15,855,909",300,"4,505,312",486,"11,350,597",945,"2,909,841",176,"695,601",910,"2,214,240","1,012","11,865,117",982,"4,980,488",944,"6,884,629",873,"21,317,309",818,"11,057,070",590,"5,118,933",626,"5,141,306",580,"3,273,262",676,"2,222,382",877,"36,265,499",834,"19,027,333",810,"15,493,584",580,"15,287,848",790,"1,950,318",565,"2,380,641",631,"8,285,637",906,"867,296",978,"2,318,812",303,"475,970",858,"2,338,170",979,"10,035,550",582,"34,147",195,"16,545",490,"17,602"
110202000,1102000,11,2,2,0,Queens County,"1,088","120,151,556",465,"3,013,423",448,"2,893,597",30,"119,826",582,"15,855,909",300,"4,505,312",486,"11,350,597",945,"2,909,841",176,"695,601",910,"2,214,240","1,012","11,865,117",982,"4,980,488",944,"6,884,629",873,"21,317,309",818,"11,057,070",590,"5,118,933",626,"5,141,306",580,"3,273,262",676,"2,222,382",877,"36,265,499",834,"19,027,333",810,"15,493,584",580,"15,287,848",790,"1,950,318",565,"2,380,641",631,"8,285,637",906,"867,296",978,"2,318,812",303,"475,970",858,"2,338,170",979,"10,035,550",582,"34,147",195,"16,545",490,"17,602"
110202001,1102001,11,2,2,1,Lot 62,16,"1,942,480",4,x,3,x,2,x,11,"428,559",5,"131,953",10,"296,606",13,"60,233",2,x,13,x,16,"279,466",15,x,14,x,14,x,10,"272,736",8,x,8,x,7,x,9,x,7,"143,747",5,x,5,x,4,x,7,"15,347",5,"4,740",7,"17,580",12,x,12,"27,086",7,"10,542",10,"29,479",15,x,11,681,2,x,10,x
110202004,1102004,11,2,2,4,Lot 60,17,"2,157,669",7,"34,125",7,"34,125",0,0,11,"238,163",5,"48,842",10,"189,321",15,"45,484",1,x,15,x,16,"158,151",14,"71,365",16,"86,786",14,"230,681",11,"90,736",10,"81,342",8,"58,603",8,"58,603",8,"30,998",11,"828,195",11,"129,677",11,"126,280",8,x,9,x,9,"23,359",12,"197,359",14,"22,388",15,"19,292",6,"12,466",14,"44,280",15,"272,728",11,496,2,x,11,x
110202006,1102006,11,2,2,6,Lot 58,19,"1,253,811",9,"27,251",9,"27,251",0,0,12,"260,027",8,"70,349",10,"189,678",19,"54,053",6,"24,988",17,"29,065",16,"135,837",16,x,16,x,16,"229,072",16,"102,389",11,"50,712",10,"75,971",10,"62,728",12,"6,236",13,"222,278",12,"164,135",12,x,6,"42,342",11,"15,801",10,"36,825",13,"140,743",17,"11,567",18,"29,780",6,"18,000",14,"36,906",15,"45,236",12,541,1,x,12,x
110202008,1102008,11,2,2,8,Lot 57,49,"6,016,922",26,"286,988",26,x,1,x,28,"1,227,450",14,"410,766",27,"816,684",42,"149,056",16,"66,958",37,"82,098",47,"778,573",46,"376,418",42,"402,155",44,"1,762,008",42,"992,278",35,"382,682",32,"387,048",29,"113,536",29,"179,998",28,"506,879",27,"259,365",26,"199,639",22,"194,878",26,"52,636",32,"149,761",28,"342,041",40,"39,139",43,"109,555",13,"52,565",37,"103,285",41,"329,624",28,"2,780",6,749,26,"2,031"
110202009,1102009,11,2,2,9,Lot 50,57,"7,477,243",36,"143,119",35,x,1,x,37,"505,951",19,"194,991",30,"310,960",52,"213,887",16,"63,908",51,"149,979",57,"736,778",56,"344,583",51,"392,195",49,"1,124,256",47,"641,954",37,"250,433",37,"231,869",35,"220,683",44,"90,906",53,"3,187,152",52,"1,538,800",48,"1,322,690",37,"1,493,216",45,"155,136",38,"118,643",40,"629,989",53,"55,520",55,"156,790",24,"21,727",48,"165,579",52,"326,946",37,"1,168",10,375,32,793
110202012,1102012,11,2,2,12,Lot 49,37,"5,311,217",19,"105,586",18,x,3,x,21,"883,160",8,"252,095",19,"631,065",31,"98,695",6,"14,435",30,"84,260",36,"524,475",35,"171,910",36,"352,565",33,"829,989",32,"495,107",20,"205,114",23,"129,768",23,"63,715",25,"318,501",34,"741,999",33,"469,469",33,"353,891",23,"207,369",31,"65,161",19,"31,128",24,"208,720",32,x,36,"87,336",8,"11,315",34,"105,417",35,x,21,875,5,369,17,506
110202014,1102014,11,2,2,14,Lot 48,64,"3,445,454",25,"75,601",24,x,1,x,24,"562,747",13,"172,723",22,"390,024",55,"81,771",1,x,55,x,58,"369,745",56,"157,584",53,"212,161",45,"616,446",43,"312,222",28,"150,384",31,"153,840",27,"47,787",37,"114,219",52,"797,653",48,"477,289",47,"410,126",28,"245,845",45,"74,519",24,"45,916",29,"368,375",47,"28,070",57,"99,469",15,"16,113",46,"94,665",57,"174,664",24,"1,354",11,549,18,805
110202026,1102026,11,2,2,26,Lot 31,94,"8,888,462",35,"194,341",35,x,1,x,45,"1,072,261",24,"268,727",38,"803,534",79,"277,032",16,"66,718",79,"210,314",85,"1,094,481",80,"419,500",81,"674,981",72,"1,887,671",70,"1,058,665",51,"411,808",49,"417,198",46,"263,842",61,"105,318",80,"2,353,246",72,"1,193,654",71,"837,048",42,"976,862",72,"182,730",37,"273,953",48,"621,781",80,"61,023",85,"205,554",24,"20,410",82,"218,439",86,"502,952",45,"3,099",19,"1,440",36,"1,659"
110202028,1102028,11,2,2,28,Lot 65,49,"2,711,161",29,"101,403",25,"96,078",5,"5,325",27,"244,699",10,"50,289",25,"194,410",43,"89,507",6,"19,527",42,"69,980",46,"336,068",43,"154,317",44,"181,751",44,"571,551",42,"320,492",34,"154,812",30,"96,247",28,"62,658",34,"50,976",40,"809,152",39,"477,956",39,"424,287",21,"256,940",40,"74,256",23,"32,142",26,"150,531",40,"23,809",42,"65,853",10,"5,693",39,"71,682",45,"158,095",27,687,3,156,27,531
110202029,1102029,11,2,2,29,Lot 30,49,"2,734,979",20,"95,962",19,x,2,x,21,"260,364",9,"31,324",18,"229,040",40,"57,630",5,"4,240",40,"53,390",47,"264,590",47,"129,058",42,"135,532",40,"430,350",37,"219,557",26,"142,111",30,"68,682",28,"45,762",31,"32,615",40,"930,221",35,"642,699",35,"605,946",25,"233,985",36,"53,537",24,"60,881",24,"168,431",40,"24,395",41,"60,112",11,"15,907",33,"52,917",43,"280,604",21,864,4,138,18,726
110202031,1102031,11,2,2,31,Lot 29,50,"4,044,505",15,"95,163",14,x,1,x,28,"826,983",15,"247,442",25,"579,541",43,"166,223",9,"24,320",41,"141,903",46,"553,827",44,"227,044",41,"326,783",40,"965,691",37,"468,501",29,"221,172",35,"276,018",33,"247,663",35,"91,067",36,"559,675",34,"264,536",33,"167,538",27,"249,479",33,"45,660",25,"72,417",33,"219,944",46,"48,588",47,"66,749",21,"18,542",38,"87,095",46,"272,541",28,"1,440",9,771,24,669
110202036,1102036,11,2,2,36,Lot 67,69,"9,461,757",23,"88,758",23,"88,758",0,0,35,"387,086",23,"199,114",27,"187,972",63,"132,269",12,"22,061",62,"110,208",65,"487,299",63,"202,036",64,"285,263",55,"561,843",50,"326,218",32,"92,614",41,"143,011",36,"94,696",41,"44,534",66,"4,820,712",62,"1,927,846",60,"1,671,854",44,"2,738,156",63,"154,710",38,"133,582",41,"426,973",59,"44,511",65,"126,764",23,"31,658",58,"149,293",64,"2,026,475",35,"1,196",12,701,28,495
110202038,1102038,11,2,2,38,Lot 20,46,"12,248,717",25,"576,014",24,x,1,x,34,"2,199,403",18,"290,826",24,"1,908,577",44,"282,348",14,"126,550",43,"155,798",44,"1,403,366",44,"566,121",44,"837,245",39,"3,136,387",39,"1,310,265",26,"833,949",33,"992,173",31,"720,906",31,"48,226",39,"2,614,208",38,"849,637",38,"706,076",31,"1,635,224",34,"129,347",27,"250,746",35,"929,587",43,"83,997",45,"180,201",8,"9,114",37,"150,751",45,"384,369",34,"4,045",16,"3,348",25,697
110202039,1102039,11,2,2,39,Lot 21,30,"5,140,896",14,"238,522",13,x,2,x,15,"502,258",6,"184,839",13,"317,419",27,"109,000",5,"31,050",26,"77,950",29,"358,505",29,"144,882",26,"213,623",19,"952,745",17,"418,194",13,"205,394",15,"329,157",12,"139,149",17,"12,010",23,"1,660,787",23,x,20,"211,070",15,x,20,x,15,"279,969",18,"453,491",29,"22,417",29,"82,554",7,"7,233",15,"58,357",29,"403,048",15,"1,018",5,555,14,463
110202040,1102040,11,2,2,40,Miltonvale Park,31,"1,468,206",10,"29,414",10,x,1,x,16,"164,596",7,"73,618",14,"90,978",25,"52,826",0,0,25,"52,826",28,"151,398",27,"64,710",23,"86,688",20,"213,837",19,"131,007",8,"35,889",16,"46,941",16,"43,350",17,"23,611",26,"427,138",25,"261,712",23,"196,964",14,"110,179",20,"55,247",16,"46,110",19,"94,061",21,"23,413",25,"42,398",7,"2,965",24,"37,432",26,"159,007",16,533,6,319,12,214
110202041,1102041,11,2,2,41,Lot 22,33,"2,536,704",12,"29,608",11,x,1,x,15,"203,306",9,"67,377",10,"135,929",27,"102,102",7,"51,261",25,"50,841",31,"283,374",31,"122,680",29,"160,694",26,"256,157",24,"200,788",16,"35,339",17,"20,030",17,"17,117",21,"27,414",31,"948,735",31,"521,584",31,"470,379",22,"381,737",28,"45,414",24,"69,819",21,"216,122",29,"18,032",31,"53,699",9,"13,416",28,"59,648",30,"255,272",15,754,6,458,13,296
110202042,1102042,11,2,2,42,Lot 23,50,"5,416,952",19,"43,603",19,"43,603",0,0,28,"584,366",13,"219,279",24,"365,087",46,"117,055",7,"23,123",44,"93,932",41,"459,924",41,"188,577",40,"271,347",38,"468,480",35,"318,939",25,"73,840",24,"75,701",23,"57,318",27,"49,478",45,"2,583,002",44,"1,239,392",43,"1,164,357",32,"1,225,035",39,"118,575",28,"105,271",29,"451,722",43,"47,957",46,"112,640",16,"17,798",42,"104,933",45,"270,723",28,"1,816",10,823,22,993
110202044,1102044,11,2,2,44,Lot 24,65,"6,901,444",27,"136,941",27,"136,941",0,0,33,"829,006",15,"201,304",27,"627,702",56,"149,920",9,"33,027",52,"116,893",59,"592,661",58,"253,164",56,"339,497",51,"964,318",50,"469,395",36,"237,484",37,"257,439",32,"111,770",40,"135,777",55,"2,487,308",54,"1,630,051",52,"1,455,963",41,"718,636",49,"138,621",33,"194,763",40,"638,786",55,"46,334",58,"148,998",21,"20,594",54,"163,875",59,"392,163",33,"1,888",14,945,26,943
110202049,1102049,11,2,2,49,Lot 33,75,"9,723,338",34,"193,360",33,x,1,x,42,"1,322,808",26,"312,744",34,"1,010,064",69,"224,912",11,"40,589",67,"184,323",66,"702,949",63,"282,673",61,"420,276",62,"1,609,729",55,"842,400",33,"483,617",41,"283,712",38,"200,022",37,"169,427",54,"3,622,528",53,"2,377,225",52,"1,734,449",40,"1,114,413",46,"130,890",41,"116,562",47,"641,130",59,"54,046",65,"214,489",24,"78,248",63,"198,244",67,"574,906",42,"2,596",18,"1,157",35,"1,439"
110202052,1102052,11,2,2,52,Lot 34,59,"8,053,662",26,"123,583",24,x,3,x,31,"1,456,645",18,"534,598",27,"922,047",51,"173,462",6,"50,195",49,"123,267",56,"621,749",55,"311,488",54,"310,261",46,"1,318,509",44,"647,009",33,"380,577",30,"290,923",28,"275,770",35,"379,213",45,"2,149,616",43,"1,681,593",40,"975,131",29,"337,279",43,"130,744",27,"66,708",34,"466,239",50,"61,533",52,"170,265",16,"55,488",40,"170,201",53,"840,451",31,"2,950",14,"1,788",26,"1,162"
110202054,1102054,11,2,2,54,Lot 35,32,"3,042,584",14,"47,580",14,"47,580",0,0,14,"471,089",8,"169,290",10,"301,799",26,"55,901",0,0,26,"55,901",31,"380,601",29,"142,065",29,"238,536",24,x,20,"266,637",16,x,17,x,16,x,18,"19,436",27,"859,162",27,"653,018",27,"556,733",16,"100,799",26,"105,345",18,"72,628",11,"206,970",21,x,27,"62,052",7,"4,214",26,"50,490",30,"276,128",14,617,6,370,13,247
110202056,1102056,11,2,2,56,Lot 36,39,"2,464,794",12,"29,885",12,x,2,x,22,"295,099",9,"110,940",17,"184,159",30,"49,403",9,"11,168",24,"38,235",35,"233,689",34,"107,022",32,"126,667",37,"252,725",36,"133,609",27,"56,974",28,"62,142",25,"25,484",27,"32,893",29,"1,001,428",24,"776,002",24,"737,991",20,"181,307",27,"44,119",22,"60,264",19,"197,123",28,"22,487",33,"61,540",7,"13,214",29,"66,972",34,"148,072",22,686,4,309,19,377
110202058,1102058,11,2,2,58,Lot 37,28,"2,211,139",5,x,5,x,0,0,13,"326,184",8,"126,466",11,"199,718",24,"53,213",8,"10,574",22,"42,639",28,"327,697",28,"140,225",24,"187,472",24,x,22,"392,710",16,"44,509",17,x,15,"30,872",19,x,19,"354,533",19,"209,150",18,"176,409",13,"116,380",18,"29,003",14,"43,980",15,"179,160",22,x,24,"46,097",5,"3,611",24,"45,616",22,"81,695",13,468,6,315,9,153
110202085,1102085,11,2,2,85,Cornwall,30,"5,497,460",19,"194,677",18,x,2,x,19,"603,699",10,"135,416",14,"468,283",25,"113,859",4,"8,055",25,"105,804",29,"629,914",28,"253,108",26,"376,806",21,"1,121,621",20,"625,262",20,"272,469",17,"223,890",17,"202,598",21,"110,860",24,"1,656,145",23,"962,058",22,"799,900",20,"633,503",22,"60,584",16,"90,474",18,"318,779",26,"34,197",27,"89,539",8,"15,137",23,"72,614",25,"445,945",19,"1,595",6,553,17,"1,042"
110300000,1100000,11,3,0,0,Agricultural Region 3 - RÇgion agricole 3,756,"124,436,643",373,"5,982,331",359,"5,775,293",30,"207,038",470,"18,939,709",250,"5,584,179",409,"13,355,530",661,"3,059,843",148,"1,032,678",632,"2,027,165",712,"13,617,392",699,"5,360,140",665,"8,257,252",628,"33,262,033",587,"15,887,661",469,"9,770,087",484,"7,604,285",447,"5,445,547",461,"1,558,143",557,"21,335,703",522,"8,862,181",502,"6,262,261",374,"11,376,979",490,"1,096,543",415,"2,589,586",459,"8,485,149",642,"740,026",683,"1,721,392",188,"383,243",566,"1,947,965",673,"10,814,128",470,"39,192",164,"20,869",403,"18,323"
110303000,1103000,11,3,3,0,Prince County,756,"124,436,643",373,"5,982,331",359,"5,775,293",30,"207,038",470,"18,939,709",250,"5,584,179",409,"13,355,530",661,"3,059,843",148,"1,032,678",632,"2,027,165",712,"13,617,392",699,"5,360,140",665,"8,257,252",628,"33,262,033",587,"15,887,661",469,"9,770,087",484,"7,604,285",447,"5,445,547",461,"1,558,143",557,"21,335,703",522,"8,862,181",502,"6,262,261",374,"11,376,979",490,"1,096,543",415,"2,589,586",459,"8,485,149",642,"740,026",683,"1,721,392",188,"383,243",566,"1,947,965",673,"10,814,128",470,"39,192",164,"20,869",403,"18,323"
110303001,1103001,11,3,3,1,Lot 28,46,"10,105,057",24,"281,617",22,x,2,x,35,"1,699,161",15,"537,131",31,"1,162,030",42,"191,128",12,"58,233",41,"132,895",46,"1,187,056",45,"519,886",45,"667,170",41,"2,959,884",40,"1,323,622",36,"927,212",36,"709,050",35,"555,319",32,"180,489",28,"1,834,209",24,"822,245",23,"347,855",20,"953,363",27,"58,601",30,"306,946",32,"568,933",40,"54,413",40,"124,805",14,"13,060",33,"177,082",42,"526,274",35,"3,023",12,"1,623",32,"1,400"
110303006,1103006,11,3,3,6,Lot 27,50,"10,458,748",32,"561,794",31,x,1,x,38,"1,948,846",18,"430,565",35,"1,518,281",46,"293,906",15,"121,258",45,"172,648",50,"1,282,751",49,"477,819",48,"804,932",38,"3,082,289",38,"1,330,027",34,"953,306",34,"798,956",33,"579,207",36,"211,103",31,"913,559",29,"518,154",29,"290,687",22,"351,777",25,"43,628",32,"233,574",31,"708,125",45,"73,083",47,"145,211",16,"28,956",32,"142,111",43,"833,440",38,"4,134",16,"2,274",31,"1,860"
110303009,1103009,11,3,3,9,Lot 26,51,"10,560,070",32,"824,955",29,x,3,x,35,"1,795,078",20,"556,555",31,"1,238,523",47,"292,088",8,"104,126",44,"187,962",50,"1,479,421",50,"545,931",47,"933,490",44,"3,187,328",44,"1,674,460",33,"781,921",34,"730,947",31,"448,351",32,"119,324",35,"641,603",32,"348,406",32,"252,411",26,"241,696",30,"51,501",32,"150,192",34,"770,675",49,"82,998",49,"139,679",14,"40,753",43,"150,739",47,"885,237",35,"2,565",12,"1,177",32,"1,388"
110303011,1103011,11,3,3,11,Lot 25,33,"7,891,452",18,"477,449",18,"477,449",0,0,26,"1,204,961",18,"522,587",25,"682,374",30,"215,094",8,"49,239",29,"165,855",33,"934,618",33,"357,145",32,"577,473",29,"2,371,669",28,"909,652",23,"810,791",23,"651,226",18,"218,253",26,"91,507",23,"1,030,564",22,"479,469",22,"418,257",19,"505,090",23,"46,005",21,"291,986",22,"484,510",31,"35,810",32,"100,202",7,"7,780",26,"99,023",31,"546,279",26,"1,939",13,"1,180",20,759
110303012,1103012,11,3,3,12,Lot 19,46,"8,881,475",25,"681,409",25,"681,409",0,0,28,"1,125,266",22,"510,527",25,"614,739",37,"137,512",7,"28,869",35,"108,643",44,"891,288",44,"322,053",40,"569,235",36,"2,288,558",34,"1,063,298",26,"563,557",28,"661,703",27,"439,410",23,"84,267",35,"2,228,201",32,"713,190",31,"595,308",22,"1,431,895",31,"83,116",26,"180,274",33,"510,513",39,"35,054",41,"77,366",8,"3,359",37,"125,363",41,"513,045",28,"2,857",14,"1,550",23,"1,307"
110303016,1103016,11,3,3,16,Lot 18,44,"10,455,619",20,"578,428",20,x,1,x,27,"1,542,946",15,"371,291",22,"1,171,655",38,"198,587",9,"77,196",35,"121,391",43,"956,141",41,"378,265",40,"577,876",34,"2,707,292",31,"1,224,077",23,"675,232",23,"807,983",22,"696,820",20,"16,263",31,"2,690,921",29,"1,116,366",27,"777,742",21,"1,469,458",28,"105,097",27,"229,713",30,"679,316",39,"39,427",40,"122,978",12,"20,821",33,"97,888",40,"574,898",27,"2,715",13,"1,823",22,892
110303019,1103019,11,3,3,19,Lot 17,52,"10,691,874",23,"277,080",23,x,1,x,31,"1,991,735",21,"443,637",22,"1,548,098",48,"167,682",8,"29,204",46,"138,478",47,"715,734",46,"292,365",45,"423,369",44,"2,457,129",40,"1,219,374",28,"618,866",31,"618,889",27,"604,344",25,"157,180",35,"3,358,178",32,"560,921",31,"361,447",26,"2,720,081",33,"77,176",24,"117,746",27,"457,023",42,"55,803",44,"127,977",19,"99,708",35,"116,091",46,"592,808",31,"5,978",17,"5,387",19,591
110303028,1103028,11,3,3,28,Lot 16,34,"1,935,693",20,"38,052",19,x,1,x,22,"189,206",10,"42,732",19,"146,474",31,"53,141",2,x,31,x,31,"253,415",31,"106,926",28,"146,489",27,"376,836",27,"220,652",15,"71,834",21,"84,350",19,"67,059",23,"18,365",28,"473,186",27,"296,151",26,"223,787",20,"123,672",24,"53,363",21,"53,138",24,"221,252",30,"19,751",33,"48,399",9,"11,679",29,"52,831",31,"126,442",22,587,5,217,19,370
110303031,1103031,11,3,3,31,Lot 14,30,"5,760,760",14,"291,591",14,x,1,x,16,"920,401",11,"202,761",12,"717,640",26,"91,427",5,"18,989",25,"72,438",25,"608,513",23,"254,164",23,"354,349",26,"1,344,824",23,"689,816",18,"484,234",19,"170,774",17,"142,524",17,x,22,"1,154,024",21,"474,003",17,"197,649",15,"611,248",17,"68,773",13,"49,468",14,"479,937",25,"21,904",26,"73,619",2,x,20,"44,101",25,"658,351",16,"1,789",7,771,13,"1,018"
110303032,1103032,11,3,3,32,Lot 13,41,"4,645,765",16,"188,339",16,x,2,x,23,"678,246",15,"232,367",16,"445,879",37,"132,916",5,x,35,x,40,"407,947",40,"168,458",39,"239,489",38,"1,379,341",34,"661,287",27,"369,152",31,"348,902",30,"182,933",30,"142,983",37,"742,227",36,"477,085",34,"352,872",23,"172,617",35,"92,525",19,"138,823",25,"329,923",33,"39,827",37,"101,114",12,"10,695",36,"100,657",37,"252,727",23,"1,956",8,591,19,"1,365"
110303034,1103034,11,3,3,34,Lot 12,20,"403,144",6,"4,279",6,"4,279",0,0,8,"9,928",1,x,7,x,16,"66,556",4,"6,047",16,"60,509",16,"57,212",16,"21,927",13,"35,285",13,"34,256",12,"25,006",8,"4,183",7,"5,067",7,"4,859",11,x,18,"91,861",17,"37,181",14,"25,099",11,"41,397",14,"13,283",8,"10,756",9,"42,411",16,"5,623",18,"14,095",3,x,14,"20,156",20,"41,826",8,35,1,x,7,x
110303036,1103036,11,3,3,36,Lot 11,22,"1,806,282",10,"79,019",10,x,1,x,9,"261,689",6,"146,350",9,"115,339",20,"41,962",6,"12,776",19,"29,186",21,"208,700",20,"77,224",18,"131,476",18,"476,851",16,"274,894",14,"167,041",13,"34,916",12,"20,977",14,"18,433",15,"137,154",13,"65,572",13,"45,128",9,"56,140",14,"15,442",8,"60,706",10,"252,288",19,"16,726",19,"26,387",6,"5,602",14,"18,950",19,"201,815",9,614,4,121,8,493
110303041,1103041,11,3,3,41,Lot  6,42,"7,492,138",25,"439,708",25,x,1,x,25,"1,281,045",10,"250,765",25,"1,030,280",36,"168,854",9,"54,127",35,"114,727",39,"947,750",38,"355,029",36,"592,721",34,"2,200,725",34,"1,150,583",26,"687,215",29,"362,927",26,"250,695",25,"57,737",29,"672,448",26,"211,555",25,"193,402",17,"417,289",25,"43,604",22,"115,893",28,"656,156",36,"52,969",37,"117,081",12,"8,478",29,"94,257",33,"679,037",25,"2,719",7,833,23,"1,886"
110303044,1103044,11,3,3,44,Lot  9,19,"874,422",7,"45,038",7,x,1,x,11,"66,025",2,x,11,x,15,"16,586",1,x,14,x,18,"144,668",18,"55,008",17,"89,660",16,"274,519",15,"133,397",12,"102,275",11,"38,847",10,"34,908",13,"4,807",18,"176,519",17,"98,315",16,"74,144",8,"68,507",16,"9,697",9,"9,189",6,"30,834",14,"8,133",16,"19,626",4,"3,029",12,"21,913",17,"53,536",11,167,0,0,11,167
