AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NRHBARB,RHBARB,ERHBARB,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NOTHVEG,OTHVEG,EOTHVEG
110202028,1102028,11,2,2,28,Lot 65,49,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
110202029,1102029,11,2,2,29,Lot 30,49,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110202031,1102031,11,2,2,31,Lot 29,50,5,15,6,2,x,x,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,3,x,x,2,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
110202036,1102036,11,2,2,36,Lot 67,69,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
110202038,1102038,11,2,2,38,Lot 20,46,5,624,253,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
110202039,1102039,11,2,2,39,Lot 21,30,3,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
110202040,1102040,11,2,2,40,Miltonvale Park,31,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
110202041,1102041,11,2,2,41,Lot 22,33,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
110202042,1102042,11,2,2,42,Lot 23,50,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
110202044,1102044,11,2,2,44,Lot 24,65,3,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x
110202049,1102049,11,2,2,49,Lot 33,75,9,164,67,1,x,x,1,x,x,3,1,0,1,x,x,5,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,4,x,x,1,x,x,2,x,x,1,x,x,3,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,4,x,x,1,x,x,0,0,0,1,x,x,6,18,7
110202052,1102052,11,2,2,52,Lot 34,59,8,167,67,1,x,x,3,1,0,4,6,3,0,0,0,2,x,x,3,59,24,0,0,0,4,8,3,2,x,x,2,x,x,0,0,0,4,51,21,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,3,12,5,0,0,0,2,x,x,5,17,7,1,x,x,0,0,0,0,0,0,1,x,x
110202054,1102054,11,2,2,54,Lot 35,32,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110202056,1102056,11,2,2,56,Lot 36,39,4,40,16,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,3,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
110202058,1102058,11,2,2,58,Lot 37,28,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0
110202085,1102085,11,2,2,85,Cornwall,30,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110300000,1100000,11,3,0,0,Agricultural Region 3 - RÇgion agricole 3,756,33,880,356,12,47,19,5,1,0,6,x,x,9,x,x,10,6,3,7,3,1,3,x,x,7,5,2,6,7,3,2,x,x,11,218,88,16,80,32,8,2,0,3,x,x,7,8,3,3,x,x,2,x,x,9,x,x,2,x,x,7,13,5,8,19,8,2,x,x,1,x,x,2,x,x,7,17,7
110303000,1103000,11,3,3,0,Prince County,756,33,880,356,12,47,19,5,1,0,6,x,x,9,x,x,10,6,3,7,3,1,3,x,x,7,5,2,6,7,3,2,x,x,11,218,88,16,80,32,8,2,0,3,x,x,7,8,3,3,x,x,2,x,x,9,x,x,2,x,x,7,13,5,8,19,8,2,x,x,1,x,x,2,x,x,7,17,7
110303001,1103001,11,3,3,1,Lot 28,46,3,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303006,1103006,11,3,3,6,Lot 27,50,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303009,1103009,11,3,3,9,Lot 26,51,3,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303011,1103011,11,3,3,11,Lot 25,33,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
110303012,1103012,11,3,3,12,Lot 19,46,5,372,150,2,x,x,1,x,x,1,x,x,4,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
110303016,1103016,11,3,3,16,Lot 18,44,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
110303019,1103019,11,3,3,19,Lot 17,52,5,x,x,2,x,x,2,x,x,2,x,x,1,x,x,4,4,1,2,x,x,2,x,x,3,x,x,2,x,x,1,x,x,4,x,x,2,x,x,3,x,x,1,x,x,2,x,x,1,x,x,0,0,0,3,x,x,0,0,0,2,x,x,3,x,x,1,x,x,0,0,0,0,0,0,1,x,x
110303028,1103028,11,3,3,28,Lot 16,34,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
110303031,1103031,11,3,3,31,Lot 14,30,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110303032,1103032,11,3,3,32,Lot 13,41,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x
110303034,1103034,11,3,3,34,Lot 12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303036,1103036,11,3,3,36,Lot 11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303041,1103041,11,3,3,41,Lot  6,42,4,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303044,1103044,11,3,3,44,Lot  9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303046,1103046,11,3,3,46,Lot  8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303048,1103048,11,3,3,48,Lot  7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303049,1103049,11,3,3,49,Lot  5,26,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303051,1103051,11,3,3,51,Lot  4,49,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303054,1103054,11,3,3,54,Lot  3,33,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
110303056,1103056,11,3,3,56,Lot  2,16,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
110303058,1103058,11,3,3,58,Lot  1,39,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000000,1200000,12,0,0,0,Nova Scotia - Nouvelle-êcosse,"4,453",493,"9,012","3,647",132,762,308,184,129,52,193,129,52,146,"1,263",511,207,"1,335",540,128,430,174,14,4,2,68,353,143,96,622,252,28,51,21,166,"1,834",742,115,326,132,151,70,28,31,11,5,72,476,193,52,30,12,15,5,2,93,160,65,45,93,38,72,37,15,223,523,212,66,70,28,24,34,14,16,9,4,112,252,102
120100000,1200000,12,1,0,0,Agricultural Region 1 - RÇgion agricole 1,802,56,241,97,21,41,16,25,8,3,24,8,3,20,13,5,27,10,4,23,42,17,2,x,x,14,11,4,16,10,4,3,x,x,20,7,3,18,15,6,21,8,3,4,x,x,13,3,1,4,4,2,1,x,x,12,7,3,6,2,0,7,x,x,26,24,10,11,3,1,3,x,x,2,x,x,16,18,7
120101000,1201000,12,1,1,0,Shelburne County,29,5,9,4,2,x,x,4,1,0,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
120101006,1201006,12,1,1,6,Shelburne,29,5,9,4,2,x,x,4,1,0,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
120102000,1202000,12,1,2,0,Yarmouth County,133,17,72,29,7,x,x,7,3,1,7,x,x,8,4,2,10,4,1,4,3,1,0,0,0,6,x,x,5,2,0,0,0,0,8,4,2,7,7,3,10,4,2,1,x,x,5,2,0,1,x,x,0,0,0,4,x,x,3,1,0,1,x,x,10,x,x,5,x,x,1,x,x,1,x,x,7,x,x
120102001,1202001,12,1,2,1,Argyle,36,5,15,6,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,3,x,x
120102004,1202004,12,1,2,4,Yarmouth,97,12,57,23,7,x,x,5,x,x,5,3,1,6,x,x,8,x,x,3,x,x,0,0,0,6,x,x,4,x,x,0,0,0,6,x,x,6,x,x,8,x,x,1,x,x,3,x,x,1,x,x,0,0,0,3,x,x,1,x,x,1,x,x,8,6,2,4,x,x,1,x,x,1,x,x,4,2,0
120103000,1203000,12,1,3,0,Digby County,132,9,40,16,5,13,5,4,2,0,4,2,0,3,x,x,4,x,x,3,x,x,0,0,0,1,x,x,3,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x
120103001,1203001,12,1,3,1,Clare,80,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
120103004,1203004,12,1,3,4,Digby,52,7,x,x,3,x,x,3,x,x,4,2,0,3,x,x,3,1,0,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,1,x,x
120104000,1204000,12,1,4,0,Queens County,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120104008,1204008,12,1,4,8,"Queens, Subd. B",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120106000,1206000,12,1,6,0,Lunenburg County,450,25,119,48,7,20,8,10,2,0,12,3,1,7,6,2,11,5,2,14,36,15,2,x,x,7,7,3,8,7,3,3,x,x,9,2,0,11,8,3,8,2,0,2,x,x,6,x,x,1,x,x,1,x,x,5,1,0,3,x,x,6,1,0,13,10,4,4,2,0,2,x,x,0,0,0,7,4,1
120106001,1206001,12,1,6,1,Lunenburg,315,24,x,x,7,20,8,10,2,0,12,3,1,7,6,2,11,5,2,13,x,x,2,x,x,7,7,3,8,7,3,3,x,x,9,2,0,11,8,3,8,2,0,2,x,x,6,x,x,1,x,x,1,x,x,5,1,0,3,x,x,6,1,0,13,10,4,4,2,0,2,x,x,0,0,0,7,4,1
120106009,1206009,12,1,6,9,Chester,135,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120200000,1200000,12,2,0,0,Agricultural Region 2 - RÇgion agricole 2,"1,371",292,"7,037","2,848",80,588,238,103,98,39,105,84,34,87,"1,235",500,111,"1,043",422,65,317,128,8,2,1,32,323,131,45,585,237,16,48,19,81,"1,041",421,54,188,76,77,41,17,16,8,3,32,464,188,31,19,8,7,1,0,44,123,50,23,88,36,43,27,11,132,430,174,31,55,22,14,24,10,12,8,3,63,197,80
120205000,1205000,12,2,5,0,Annapolis County,271,50,596,241,11,75,30,13,3,1,13,3,1,9,3,1,19,147,59,8,4,1,1,x,x,6,6,2,8,x,x,2,x,x,9,x,x,8,6,2,8,1,0,2,x,x,6,x,x,3,1,0,0,0,0,5,5,2,5,x,x,4,x,x,20,105,42,3,x,x,0,0,0,3,x,x,13,36,15
120205001,1205001,12,2,5,1,"Annapolis, Subd. D",33,7,73,29,3,x,x,3,x,x,3,x,x,4,2,0,4,7,3,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,3,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x
120205004,1205004,12,2,5,4,"Annapolis, Subd. A",75,17,62,25,4,1,0,7,1,0,9,2,0,5,x,x,6,x,x,5,1,0,1,x,x,3,x,x,5,x,x,1,x,x,5,x,x,4,2,0,7,x,x,2,x,x,3,x,x,1,x,x,0,0,0,4,x,x,4,x,x,2,x,x,10,33,13,2,x,x,0,0,0,1,x,x,7,12,5
120205009,1205009,12,2,5,9,"Annapolis, Subd. B",89,12,131,53,2,x,x,2,x,x,0,0,0,0,0,0,7,106,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,2,x,x,3,x,x
120205014,1205014,12,2,5,14,"Annapolis, Subd. C",74,14,330,134,2,x,x,1,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,6,70,28,0,0,0,0,0,0,0,0,0,2,x,x
120207000,1207000,12,2,7,0,Kings County,707,183,"6,197","2,508",57,461,187,61,83,34,65,64,26,54,"1,224",495,61,864,349,41,309,125,4,x,x,17,315,128,25,561,227,9,x,x,48,969,392,35,174,70,43,31,13,7,6,3,18,382,155,13,14,6,4,1,0,22,111,45,10,85,35,28,24,10,85,277,112,19,51,21,10,22,9,6,x,x,29,152,61
120207001,1207001,12,2,7,1,"Kings, Subd. A",347,91,"1,881",761,27,197,80,26,25,10,36,28,11,27,283,115,38,438,177,17,44,18,2,x,x,8,x,x,11,x,x,4,x,x,26,302,122,22,124,50,25,17,7,4,x,x,9,x,x,9,6,3,2,x,x,15,x,x,6,x,x,12,8,3,46,120,48,7,36,14,6,21,8,4,3,1,16,55,22
120207011,1207011,12,2,7,11,"Kings, Subd. C",50,5,36,15,2,x,x,3,4,2,3,5,2,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,11,4,0,0,0,0,0,0,0,0,0,2,x,x
120207016,1207016,12,2,7,16,"Kings, Subd. B",205,68,"4,192","1,696",20,224,91,21,51,21,17,27,11,23,940,380,16,424,172,21,264,107,2,x,x,7,309,125,10,554,224,5,x,x,17,667,270,11,x,x,11,12,5,3,x,x,7,x,x,4,8,3,2,x,x,5,x,x,4,x,x,11,15,6,24,124,50,8,15,6,2,x,x,2,x,x,7,81,33
120207021,1207021,12,2,7,21,"Kings, Subd. D",105,19,88,36,8,x,x,11,3,1,9,4,2,2,x,x,5,x,x,3,2,0,0,0,0,1,x,x,3,3,1,0,0,0,5,x,x,2,x,x,5,x,x,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,4,x,x,11,22,9,4,x,x,2,x,x,0,0,0,4,x,x
120208000,1208000,12,2,8,0,Hants County,393,59,244,99,12,52,21,29,11,5,27,16,7,24,8,3,31,33,13,16,4,2,3,x,x,9,2,0,12,x,x,5,x,x,24,x,x,11,9,4,26,9,4,7,x,x,8,x,x,15,3,1,3,x,x,17,7,3,8,x,x,11,3,1,27,49,20,9,3,1,4,2,0,3,4,1,21,8,3
120208001,1208001,12,2,8,1,West Hants,189,31,142,58,7,43,17,11,4,1,10,4,2,7,2,0,12,9,4,7,3,1,1,x,x,7,x,x,7,2,0,3,x,x,10,7,3,5,2,0,8,2,0,3,x,x,2,x,x,3,1,0,2,x,x,7,4,2,2,x,x,4,x,x,15,42,17,5,2,0,1,x,x,3,4,1,8,3,1
120208008,1208008,12,2,8,8,East Hants,204,28,102,41,5,9,4,18,8,3,17,12,5,17,6,2,19,24,10,9,x,x,2,x,x,2,x,x,5,x,x,2,x,x,14,x,x,6,6,3,18,7,3,4,x,x,6,x,x,12,2,0,1,x,x,10,3,1,6,1,0,7,2,0,12,7,3,4,x,x,3,x,x,0,0,0,13,5,2
120300000,1200000,12,3,0,0,Agricultural Region 3 - RÇgion agricole 3,"1,304",78,"1,326",536,21,99,40,27,9,4,30,16,6,22,10,4,27,260,105,17,26,11,2,x,x,12,7,3,17,9,4,7,x,x,35,769,311,16,18,7,22,7,3,8,1,0,15,8,3,8,x,x,4,x,x,19,12,5,9,x,x,10,4,2,32,35,14,12,8,3,5,4,2,0,0,0,18,17,7
120309000,1209000,12,3,9,0,Halifax County,210,17,56,23,2,x,x,8,2,0,11,4,2,5,x,x,5,x,x,5,3,1,1,x,x,3,x,x,3,x,x,2,x,x,5,2,0,4,x,x,7,3,1,3,x,x,2,x,x,2,x,x,3,x,x,7,8,3,1,x,x,3,x,x,9,4,2,5,x,x,0,0,0,0,0,0,9,12,5
120309012,1209012,12,3,9,12,"Halifax, Subd. C",23,4,10,4,1,x,x,3,1,0,3,1,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,3,1,0,2,x,x,0,0,0,0,0,0,2,x,x
120309018,1209018,12,3,9,18,"Halifax, Subd. D",35,7,24,10,0,0,0,2,x,x,4,2,0,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,3,x,x,1,x,x,4,2,1,3,x,x,1,x,x,2,x,x,2,x,x,4,x,x,1,x,x,1,x,x,2,x,x,3,x,x,0,0,0,0,0,0,3,4,2
120309026,1209026,12,3,9,26,"Halifax, Subd. E",54,4,x,x,0,0,0,3,x,x,3,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,3,x,x
