AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALF,TOTALR,TOTALC,ONE,ONEF,ONER,ONEC,TWO,TWOF,TWOR,TWOC
130113041,1313041,13,1,13,41,Saint-François,35,200,"319,577","619,591",30,202,"240,531","492,745",5,191,"688,461","1,211,538"
130200000,1300000,13,2,0,0,Agricultural Region 2 - Région agricole 2,960,257,"72,527","276,787",735,247,"61,328","256,493",225,291,"108,961","342,813"
130202000,1302000,13,2,2,0,Charlotte County,150,197,"38,478","171,641",120,191,"20,808","150,202",30,219,"103,635","250,696"
130202011,1302011,13,2,2,11,Pennfield,35,136,"42,967","161,829",20,72,"16,579","109,511",15,222,"78,781","232,833"
130202016,1302016,13,2,2,16,Saint George,20,122,"29,866","100,650",15,136,"32,775","110,638",0,0,0,0
130202034,1302034,13,2,2,34,Saint Stephen,15,165,"51,507","177,858",10,148,"13,530","148,526",5,192,"114,801","226,746"
130202039,1302039,13,2,2,39,Saint James,20,382,"39,734","203,633",15,416,"36,412","196,760",5,200,"57,447","240,289"
130202042,1302042,13,2,2,42,Saint David,35,239,"54,805","235,367",35,206,"19,922","205,775",5,507,"333,864","472,107"
130202044,1302044,13,2,2,44,Dumbarton,25,155,"8,677","122,423",25,171,"9,491","106,002",5,32,"2,167","253,784"
130203000,1303000,13,2,3,0,Sunbury County,120,198,"37,085","209,339",95,169,"27,984","192,081",30,301,"69,985","271,734"
130203001,1303001,13,2,3,1,Blissville,35,172,"21,566","153,814",30,173,"18,951","147,920",5,152,"60,788","242,223"
130203004,1303004,13,2,3,4,Gladstone,15,161,"23,756","203,234",10,178,"25,710","243,255",5,127,"19,848","123,193"
130203008,1303008,13,2,3,8,Lincoln,25,161,"8,811","193,737",15,182,"8,233","179,355",5,96,"10,544","236,885"
130203011,1303011,13,2,3,11,Burton,20,107,"20,113","181,796",10,119,"25,638","205,235",5,68,"2,157","105,619"
130203016,1303016,13,2,3,16,Maugerville,30,334,"95,829","303,456",20,179,"60,572","228,692",5,740,"188,380","499,712"
130204000,1304000,13,2,4,0,Queens County,160,330,"48,930","255,707",120,328,"38,938","240,471",45,336,"75,727","296,566"
130204004,1304004,13,2,4,4,Gagetown,20,218,"31,709","273,555",15,268,"26,042","209,990",5,77,"47,579","451,536"
130204006,1304006,13,2,4,6,Hampstead,30,345,"73,448","237,856",20,296,"36,729","195,475",5,574,"242,355","432,806"
130204008,1304008,13,2,4,8,Wickham,20,586,"57,181","319,878",15,631,"36,587","286,751",5,452,"118,963","419,260"
130204011,1304011,13,2,4,11,Cambridge,45,308,"35,835","294,285",30,243,"24,743","302,300",10,449,"59,604","277,109"
130204018,1304018,13,2,4,18,Waterborough,30,291,"57,173","241,282",15,327,"70,748","261,740",10,214,"28,516","198,092"
130204024,1304024,13,2,4,24,Chipman,20,268,"41,149","150,652",15,301,"44,120","152,733",10,175,"32,731","144,758"
130205000,1305000,13,2,5,0,Kings County,525,266,"97,638","328,751",405,258,"87,591","307,457",125,291,"130,475","398,346"
130205004,1305004,13,2,5,4,Upham,60,212,"41,704","209,715",45,235,"34,311","182,819",10,120,"70,043","312,813"
130205006,1305006,13,2,5,6,Hampton,20,194,"47,455","249,387",20,173,"32,816","228,411",5,246,"83,007","300,331"
130205014,1305014,13,2,5,14,Kingston,20,201,"92,965","342,649",20,213,"109,761","361,461",5,158,"35,856","278,688"
130205016,1305016,13,2,5,16,Norton,20,374,"79,278","398,443",10,356,"60,260","396,017",5,414,"121,119","403,781"
130205018,1305018,13,2,5,18,Norton,35,319,"86,561","397,089",25,272,"65,004","318,170",10,487,"163,551","678,944"
130205021,1305021,13,2,5,21,Sussex,55,310,"117,675","391,785",45,309,"95,873","371,631",15,312,"193,146","461,548"
130205024,1305024,13,2,5,24,Waterford,20,273,"42,523","237,085",15,309,"25,087","208,257",5,200,"77,394","294,742"
130205026,1305026,13,2,5,26,Cardwell,30,314,"345,726","378,002",25,248,"433,526","351,010",10,496,"104,277","452,231"
130205028,1305028,13,2,5,28,Havelock,50,247,"109,618","348,426",40,228,"80,180","297,758",15,316,"216,666","532,675"
130205031,1305031,13,2,5,31,Studholm,120,304,"99,580","398,721",95,300,"101,258","415,499",25,317,"92,939","332,307"
130205034,1305034,13,2,5,34,Springfield,40,260,"85,160","275,157",30,231,"37,172","241,125",10,333,"207,311","361,784"
130205036,1305036,13,2,5,36,Kars,15,286,"112,601","259,818",15,292,"31,385","222,152",5,273,"323,761","357,749"
130205038,1305038,13,2,5,38,Greenwich,20,124,"22,808","154,768",15,134,"18,137","149,074",5,90,"39,156","174,699"
130205056,1305056,13,2,5,56,Quispamsis,20,146,"17,346","282,723",15,155,"12,601","158,622",5,113,"35,142","748,100"
130300000,1300000,13,3,0,0,Agricultural Region 3 - Région agricole 3,785,247,"66,491","276,556",590,227,"46,930","230,885",200,306,"125,075","413,336"
130306000,1306000,13,3,6,0,Albert County,140,204,"39,218","230,601",105,186,"29,507","198,734",40,256,"67,000","321,776"
130306001,1306001,13,3,6,1,Hopewell,35,218,"42,077","211,782",30,211,"42,658","211,595",10,243,"39,670","212,557"
130306008,1306008,13,3,6,8,Elgin,45,265,"40,070","213,585",30,239,"26,080","173,348",15,317,"68,049","294,058"
130306011,1306011,13,3,6,11,Hillsborough,25,106,"19,888","171,824",20,100,"9,838","154,326",10,128,"55,063","233,069"
130306014,1306014,13,3,6,14,Coverdale,30,185,"51,496","328,347",25,163,"35,355","256,175",10,249,"97,901","535,844"
130307000,1307000,13,3,7,0,Westmorland County,465,246,"77,757","288,282",350,232,"55,936","243,074",115,291,"145,728","429,107"
130307001,1307001,13,3,7,1,Westmorland,40,249,"24,198","205,792",30,240,"13,196","148,087",15,268,"46,987","325,322"
130307004,1307004,13,3,7,4,Botsford,45,355,"94,520","302,362",40,349,"63,791","252,614",5,392,"261,332","572,422"
130307008,1307008,13,3,7,8,Sackville,85,236,"58,448","225,611",65,213,"23,630","194,754",20,320,"184,178","337,040"
130307013,1307013,13,3,7,13,Memramcook,55,224,"77,185","276,952",40,210,"70,750","238,052",10,274,"99,173","409,863"
130307016,1307016,13,3,7,16,Shediac,60,208,"68,143","277,005",40,160,"69,183","231,903",15,344,"65,160","406,295"
130307019,1307019,13,3,7,19,Moncton,85,194,"92,901","353,916",65,183,"50,903","282,231",20,229,"218,892","568,972"
130307024,1307024,13,3,7,24,Salisbury,100,281,"102,677","327,236",70,280,"85,812","294,475",30,283,"150,028","419,220"
130308000,1308000,13,3,8,0,Kent County,185,281,"58,583","281,667",135,246,"36,742","223,636",45,380,"120,011","444,878"
130308001,1308001,13,3,8,1,Dundas,35,182,"60,502","234,707",25,192,"57,317","211,031",10,157,"68,147","291,528"
130308004,1308004,13,3,8,4,Wellington,20,260,"96,425","349,495",15,201,"59,683","322,254",5,426,"200,527","426,676"
130308006,1308006,13,3,8,6,Saint Mary,35,294,"23,273","227,891",25,258,"17,987","211,567",5,541,"60,276","342,153"
130308008,1308008,13,3,8,8,Saint-Paul,30,281,"77,737","241,330",20,201,"25,410","136,298",10,412,"163,362","413,199"
130308014,1308014,13,3,8,14,Weldford,40,404,"49,118","345,760",35,366,"29,007","246,881",10,545,"122,855","708,316"
130308016,1308016,13,3,8,16,Richibucto,25,206,"60,165","291,895",15,147,"43,447","208,226",5,316,"91,512","448,773"
130400000,1300000,13,4,0,0,Agricultural Region 4 - Région agricole 4,410,215,"66,005","272,213",335,201,"56,433","240,776",75,279,"107,652","408,985"
130409000,1309000,13,4,9,0,Northumberland County,140,193,"48,813","231,447",125,192,"38,713","211,109",20,202,"109,922","354,492"
130409004,1309004,13,4,9,4,Glenelg,20,356,"105,222","353,125",20,361,"79,203","314,823",5,320,"278,678","608,477"
130409024,1309024,13,4,9,24,Ludlow,15,165,"12,431","162,301",15,141,"7,520","147,045",5,248,"29,622","215,698"
130409026,1309026,13,4,9,26,Southesk,25,237,"33,953","244,955",20,244,"35,190","252,344",0,0,0,0
130409031,1309031,13,4,9,31,Newcastle,25,137,"63,517","296,664",25,116,"34,930","232,331",5,219,"173,103","543,274"
130409036,1309036,13,4,9,36,Alnwick,45,138,"33,658","151,245",40,141,"33,711","147,355",5,118,"33,300","177,828"
130414000,1314000,13,4,14,0,Restigouche County,95,343,"115,028","403,145",75,319,"100,388","347,662",20,428,"165,605","594,813"
130414001,1314001,13,4,14,1,Durham,25,239,"84,041","323,113",20,217,"69,597","308,324",5,337,"147,597","388,188"
130414008,1314008,13,4,14,8,Dalhousie,25,193,"146,414","492,096",15,160,"144,988","318,195",5,253,"149,088","818,159"
130414021,1314021,13,4,14,21,Saint-Quentin,50,474,"117,420","405,541",35,437,"100,603","381,187",10,634,"190,292","511,075"
130415000,1315000,13,4,15,0,Gloucester County,175,161,"52,247","231,269",140,143,"47,762","207,924",35,230,"69,928","323,318"
130415001,1315001,13,4,15,1,Saumarez,45,129,"35,255","265,149",40,131,"33,939","285,968",10,119,"41,179","171,465"
130415008,1315008,13,4,15,8,Bathurst,45,134,"39,148","225,558",35,113,"32,347","182,884",10,209,"62,269","370,647"
130415016,1315016,13,4,15,16,New Bandon,20,355,"62,146","371,023",15,296,"47,134","300,670",5,543,"110,186","596,154"
130415021,1315021,13,4,15,21,Saint-Isidore,30,160,"49,573","142,023",25,148,"50,709","119,341",10,202,"45,843","216,547"
130415026,1315026,13,4,15,26,Caraquet,35,116,"87,431","187,246",30,104,"81,004","159,483",5,180,"124,706","348,269"
240000000,2400000,24,0,0,0,Quebec - Québec,"35,990",237,"138,160","418,833","20,965",202,"111,046","334,758","15,025",287,"175,991","536,137"
240100000,2400000,24,1,0,0,Bas-Saint-Laurent,"2,480",347,"96,010","321,633","1,380",302,"67,322","259,551","1,100",404,"132,052","399,630"
240107000,2407000,24,1,7,0,La Matapédia,255,508,"101,474","318,575",125,507,"70,084","269,149",135,509,"131,675","366,129"
240107020,2407020,24,1,7,20,Saint-Jacques-le-Majeur-de-Causapscal,20,533,"95,308","374,550",5,449,"55,175","279,902",15,582,"118,718","429,762"
240107025,2407025,24,1,7,25,Saint-Raphaël-d'Albertville,15,443,"65,603","193,652",15,325,"34,848","156,719",5,724,"139,415","282,292"
240107030,2407030,24,1,7,30,Saint-Léon-le-Grand,25,487,"90,383","295,957",10,436,"74,243","268,204",15,528,"103,064","317,763"
240107040,2407040,24,1,7,40,Sainte-Irène,45,513,"98,491","310,338",25,489,"89,261","299,364",20,549,"111,822","326,190"
240107047,2407047,24,1,7,47,Amqui,45,426,"114,470","365,270",20,375,"62,352","276,778",30,463,"152,555","429,938"
240107055,2407055,24,1,7,55,Saint-Edmond,20,411,"131,588","279,477",5,319,"123,404","219,158",10,453,"135,366","307,317"
240107070,2407070,24,1,7,70,Saint-Tharcisius,25,509,"88,952","264,323",10,445,"69,080","229,111",10,579,"110,812","303,057"
240107080,2407080,24,1,7,80,Val-Brillant,30,366,"107,441","332,690",15,284,"67,038","310,877",20,421,"134,376","347,233"
240107085,2407085,24,1,7,85,Sayabec,15,382,"106,924","365,529",10,334,"74,533","331,394",10,430,"139,314","399,664"
240107105,2407105,24,1,7,105,Saint-Damase,25,"1,128","99,781","342,398",15,"1,395","57,040","271,522",5,594,"185,262","484,149"
240108000,2408000,24,1,8,0,Matane,175,415,"84,501","321,148",110,398,"66,573","285,981",65,445,"116,830","384,562"
240108025,2408025,24,1,8,25,Sainte-Félicité,15,389,"70,414","339,013",15,393,"54,510","327,081",5,360,"189,698","428,503"
240108045,2408045,24,1,8,45,Saint-Luc,45,365,"68,278","321,101",35,319,"47,136","282,472",10,480,"120,322","416,189"
240108050,2408050,24,1,8,50,Petit-Matane,30,356,"74,406","264,829",20,345,"72,167","244,984",10,378,"78,680","302,715"
240108065,2408065,24,1,8,65,Saint-Léandre,20,527,"88,322","303,321",15,698,"104,466","374,627",5,259,"62,953","191,269"
240108075,2408075,24,1,8,75,Saint-Ulric-de-Matane,35,450,"101,606","356,215",20,444,"74,644","307,447",15,458,"138,198","422,400"
240108080,2408080,24,1,8,80,Baie-des-Sables,25,466,"109,856","346,695",10,360,"76,177","200,465",15,558,"138,723","472,035"
240109000,2409000,24,1,9,0,La Mitis,320,351,"90,109","310,651",185,309,"61,843","270,420",140,408,"128,558","365,376"
240109010,2409010,24,1,9,10,Saint-Charles-Garnier,25,392,"41,489","219,751",20,354,"19,364","173,964",10,493,"100,489","341,850"
240109015,2409015,24,1,9,15,Les Hauteurs,35,416,"104,686","364,547",15,340,"84,963","342,138",15,492,"124,408","386,956"
240109020,2409020,24,1,9,20,Sainte-Jeanne-d'Arc,20,441,"54,556","227,526",15,353,"41,180","138,944",10,549,"70,904","335,793"
240109025,2409025,24,1,9,25,Saint-Gabriel,35,408,"109,464","359,963",15,388,"109,632","356,010",20,421,"109,356","362,479"
240109030,2409030,24,1,9,30,Saint-Donat,25,273,"63,940","244,343",20,234,"40,074","199,310",10,338,"104,513","320,898"
240109035,2409035,24,1,9,35,Sainte-Angèle-de-Mérici,35,394,"56,196","271,232",20,344,"47,904","250,210",10,502,"74,289","317,099"
240109055,2409055,24,1,9,55,Saint-Octave-de-Métis,50,377,"115,997","333,884",30,342,"69,944","282,428",25,419,"172,062","396,526"
240109085,2409085,24,1,9,85,Sainte-Flavie,50,271,"93,561","306,324",40,261,"70,519","290,471",10,297,"156,104","349,353"
240109095,2409095,24,1,9,95,Sainte-Luce,45,263,"112,793","362,005",20,227,"60,258","328,112",25,293,"156,192","390,004"
240110000,2410000,24,1,10,0,Rimouski-Neigette,295,318,"101,312","365,752",155,242,"45,167","247,898",140,403,"163,875","497,075"
240110015,2410015,24,1,10,15,Saint-Narcisse-de-Rimouski,35,391,"84,795","303,757",20,327,"38,788","198,829",15,476,"146,138","443,662"
240110025,2410025,24,1,10,25,Saint-Marcellin,20,289,"78,357","299,536",10,248,"39,320","208,096",10,326,"113,846","382,663"
240110030,2410030,24,1,10,30,Saint-Anaclet-de-Lessard,35,423,"152,495","522,031",15,305,"53,982","304,237",25,492,"210,706","650,727"
240110045,2410045,24,1,10,45,Rimouski,35,240,"131,312","346,918",20,171,"48,755","236,083",15,322,"228,437","477,312"
240110050,2410050,24,1,10,50,Sainte-Odile-sur-Rimouski,20,339,"116,037","424,559",10,285,"60,917","341,594",5,413,"191,826","538,636"
240110055,2410055,24,1,10,55,Sainte-Blandine,15,285,"70,799","346,556",10,221,"27,904","225,135",5,376,"132,077","520,015"
240110060,2410060,24,1,10,60,Saint-Valérien,25,272,"63,538","251,049",15,243,"27,054","199,643",15,306,"106,104","311,022"
240110065,2410065,24,1,10,65,Le Bic,40,305,"111,601","493,581",25,197,"45,792","259,936",20,450,"199,346","805,107"
240110070,2410070,24,1,10,70,Saint-Fabien,40,333,"99,223","346,548",20,302,"78,064","371,061",20,362,"118,366","324,369"
240110075,2410075,24,1,10,75,Saint-Eugène-de-Ladrière,25,257,"60,952","214,845",15,140,"19,337","123,024",10,452,"130,309","367,878"
240111000,2411000,24,1,11,0,Les Basques,240,364,"87,041","288,529",140,326,"71,879","241,225",100,416,"107,907","353,631"
240111005,2411005,24,1,11,5,Saint-Clément,30,438,"151,300","364,522",15,420,"160,784","394,462",10,467,"135,781","315,530"
240111010,2411010,24,1,11,10,Saint-Jean-de-Dieu,50,463,"92,702","335,664",30,449,"78,198","267,902",20,485,"114,459","437,308"
240111015,2411015,24,1,11,15,Sainte-Rita,30,232,"28,101","143,901",20,253,"28,938","150,302",10,166,"25,588","124,698"
240111030,2411030,24,1,11,30,Sainte-Françoise,20,330,"45,395","176,119",10,223,"25,937","108,609",10,483,"73,500","273,634"
240111035,2411035,24,1,11,35,Saint-Éloi,30,387,"129,871","421,192",10,338,"139,475","372,876",15,420,"123,268","454,410"
240111045,2411045,24,1,11,45,Notre-Dame-des-Neiges-des-Trois-Pistoles,45,320,"82,609","269,543",25,304,"50,298","217,543",25,340,"122,613","333,924"
240111050,2411050,24,1,11,50,Saint-Mathieu-de-Rioux,15,277,"59,139","198,556",10,155,"26,666","141,655",5,452,"105,529","279,843"
240111055,2411055,24,1,11,55,Saint-Simon,20,379,"84,347","328,631",10,292,"69,755","265,029",10,467,"98,938","392,232"
240112000,2412000,24,1,12,0,Rivière-du-Loup,310,336,"105,794","332,801",165,264,"67,335","248,997",150,414,"147,890","424,532"
240112005,2412005,24,1,12,5,Saint-Cyprien,25,407,"67,110","255,850",15,324,"29,483","177,816",10,541,"127,314","380,705"
240112010,2412010,24,1,12,10,Saint-Hubert,30,481,"98,151","331,413",15,337,"39,846","181,163",15,605,"148,127","460,199"
240112015,2412015,24,1,12,15,Saint-Antonin,35,217,"53,392","226,862",30,186,"43,972","199,081",15,279,"72,231","282,425"
240112030,2412030,24,1,12,30,Saint-Épiphane,25,343,"108,461","294,379",15,314,"73,744","214,751",10,389,"164,007","421,784"
240112035,2412035,24,1,12,35,Saint-Paul-de-la-Croix,15,568,"81,192","303,156",5,516,"88,112","324,548",15,594,"77,732","292,460"
240112050,2412050,24,1,12,50,Saint-Jean-Baptiste-de-l'Isle-Verte,55,351,"134,067","385,625",20,286,"64,964","252,882",35,388,"173,554","461,479"
240112060,2412060,24,1,12,60,Saint-Georges-de-Cacouna,25,342,"173,182","456,383",15,259,"130,965","340,587",10,445,"225,954","601,128"
240112065,2412065,24,1,12,65,Saint-Arsène,55,289,"129,244","371,270",20,225,"102,886","298,153",35,334,"147,851","422,882"
240112075,2412075,24,1,12,75,Saint-Patrice-de-la-Rivière-du-Loup,35,231,"73,992","310,736",25,206,"50,873","275,445",10,315,"152,019","429,842"
240113000,2413000,24,1,13,0,Témiscouata,365,366,"73,117","272,175",220,311,"54,752","228,155",145,446,"99,988","336,581"
240113005,2413005,24,1,13,5,Dégelis,25,481,"126,434","393,090",15,313,"71,862","240,221",10,696,"195,889","587,651"
240113015,2413015,24,1,13,15,Packington,35,457,"60,285","268,012",30,478,"55,294","251,183",10,386,"77,131","324,809"
240113030,2413030,24,1,13,30,Saint-Eusèbe,30,376,"52,011","223,592",15,291,"34,341","217,241",20,438,"65,030","228,271"
240113035,2413035,24,1,13,35,Notre-Dame-du-Lac,30,377,"108,561","320,392",15,304,"82,875","262,302",15,445,"132,536","374,610"
240113040,2413040,24,1,13,40,Saint-Juste-du-Lac,30,409,"69,919","273,022",15,304,"37,183","249,311",10,539,"110,837","302,661"
240113045,2413045,24,1,13,45,Auclair,30,301,"72,654","242,475",15,293,"58,782","175,097",15,306,"82,445","290,036"
240113050,2413050,24,1,13,50,Lejeune,25,308,"87,467","265,174",20,269,"86,861","266,328",10,438,"89,488","261,327"
240113055,2413055,24,1,13,55,Biencourt,35,441,"50,928","291,584",20,414,"41,185","284,513",15,480,"65,168","301,918"
240113065,2413065,24,1,13,65,Saint-Michel-du-Squatec,40,296,"48,346","214,013",25,218,"35,959","156,013",15,463,"75,185","339,680"
240113080,2413080,24,1,13,80,Saint-Louis-du-Ha! Ha!,15,427,"117,785","390,711",10,237,"40,234","139,711",10,578,"179,827","591,511"
240113095,2413095,24,1,13,95,Pohénégamook,50,309,"56,968","227,978",35,263,"44,575","205,403",20,389,"78,492","267,188"
240113100,2413100,24,1,13,100,Saint-Athanase,25,261,"81,757","276,608",15,284,"80,327","272,105",5,209,"85,026","286,903"
240114000,2414000,24,1,14,0,Kamouraska,520,246,"112,224","348,611",285,206,"89,451","283,348",230,293,"140,079","428,439"
240114005,2414005,24,1,14,5,Mont-Carmel,35,291,"78,690","288,509",15,268,"41,290","223,694",15,312,"114,013","349,723"
