AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTSMFRTC,TSMFRTC,ETSMFRTC,NTARHRV,TARHRV,ETARHRV,NSTWBRYC,STWBRYC,ESTWBRYC,NSTWBRYH,STWBRYH,ESTWBRYH,NRASPBC,RASPBC,ERASPBC,NRASPBH,RASPBH,ERASPBH,NBLUEBC,BLUEBC,EBLUEBC,NBLUEBH,BLUEBH,EBLUEBH,NCRANBC,CRANBC,ECRANBC,NCRANBH,CRANBH,ECRANBH,NGRAPESC,GRAPESC,EGRAPESC,NGRAPESH,GRAPESH,EGRAPESH,NOTHBERC,OTHBERC,EOTHBERC,NOTHBERH,OTHBERH,EOTHBERH
120104000,1204000,12,1,4,0,Queens County,58,4,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120104008,1204008,12,1,4,8,"Queens, Subd. B",58,4,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120106000,1206000,12,1,6,0,Lunenburg County,450,28,429,174,25,286,116,13,52,21,10,42,17,7,x,x,5,5,2,14,356,144,12,226,92,1,x,x,1,x,x,3,4,2,2,x,x,2,x,x,2,x,x
120106001,1206001,12,1,6,1,Lunenburg,315,24,331,134,22,242,98,11,x,x,9,x,x,6,x,x,5,5,2,11,x,x,10,x,x,1,x,x,1,x,x,3,4,2,2,x,x,2,x,x,2,x,x
120106009,1206009,12,1,6,9,Chester,135,4,98,40,3,44,18,2,x,x,1,x,x,1,x,x,0,0,0,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120200000,1200000,12,2,0,0,Agricultural Region 2 - RÇgion agricole 2,"1,371",171,"2,181",882,162,"1,352",547,94,565,229,91,443,179,61,77,31,56,x,x,47,"1,391",563,42,731,296,2,x,x,1,x,x,22,107,43,21,80,32,13,x,x,11,x,x
120205000,1205000,12,2,5,0,Annapolis County,271,24,76,31,20,57,23,12,52,21,12,38,15,7,x,x,6,x,x,10,14,6,7,10,4,0,0,0,0,0,0,2,x,x,2,x,x,4,x,x,3,3,1
120205001,1205001,12,2,5,1,"Annapolis, Subd. D",33,3,x,x,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120205004,1205004,12,2,5,4,"Annapolis, Subd. A",75,11,25,10,9,23,9,5,10,4,5,9,4,4,x,x,4,2,0,6,10,4,5,x,x,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,1,x,x
120205009,1205009,12,2,5,9,"Annapolis, Subd. B",89,4,13,5,3,x,x,3,x,x,3,6,3,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
120205014,1205014,12,2,5,14,"Annapolis, Subd. C",74,6,x,x,5,x,x,2,x,x,2,x,x,3,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
120207000,1207000,12,2,7,0,Kings County,707,109,740,299,106,561,227,67,423,171,65,328,133,43,61,25,40,49,20,23,167,67,22,113,46,2,x,x,1,x,x,16,x,x,15,x,x,6,x,x,5,x,x
120207001,1207001,12,2,7,1,"Kings, Subd. A",347,57,383,155,54,290,117,34,264,107,32,192,78,18,22,9,17,x,x,12,24,10,12,x,x,1,x,x,1,x,x,7,40,16,6,30,12,5,x,x,4,x,x
120207011,1207011,12,2,7,11,"Kings, Subd. C",50,6,14,6,6,10,4,4,4,2,4,3,1,4,x,x,3,1,0,3,5,2,3,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
120207016,1207016,12,2,7,16,"Kings, Subd. B",205,38,318,129,38,246,100,26,143,58,26,124,50,17,31,12,16,24,10,8,137,56,7,92,37,1,x,x,0,0,0,4,x,x,4,5,2,0,0,0,0,0,0
120207021,1207021,12,2,7,21,"Kings, Subd. D",105,8,26,10,8,16,6,3,11,4,3,8,3,4,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,4,4,2,1,x,x,1,x,x
120208000,1208000,12,2,8,0,Hants County,393,38,"1,365",552,36,734,297,15,90,36,14,77,31,11,x,x,10,x,x,14,"1,210",490,13,608,246,0,0,0,0,0,0,4,49,20,4,37,15,3,x,x,3,x,x
120208001,1208001,12,2,8,1,West Hants,189,16,90,37,14,70,28,7,30,12,6,28,11,5,x,x,5,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,49,20,4,37,15,1,x,x,1,x,x
120208008,1208008,12,2,8,8,East Hants,204,22,"1,274",516,22,664,269,8,60,24,8,49,20,6,x,x,5,x,x,13,x,x,13,608,246,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
120300000,1200000,12,3,0,0,Agricultural Region 3 - RÇgion agricole 3,"1,304",499,"23,174","9,378",460,"12,859","5,204",35,227,92,34,153,62,23,x,x,19,x,x,471,"22,875","9,257",433,"12,638","5,114",2,x,x,2,x,x,4,x,x,2,x,x,3,x,x,3,x,x
120309000,1209000,12,3,9,0,Halifax County,210,26,"1,177",476,23,586,237,2,x,x,2,x,x,3,x,x,3,x,x,22,"1,169",473,19,578,234,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
120309012,1209012,12,3,9,12,"Halifax, Subd. C",23,5,94,38,5,55,22,1,x,x,1,x,x,1,x,x,1,x,x,4,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120309018,1209018,12,3,9,18,"Halifax, Subd. D",35,4,x,x,4,x,x,1,x,x,1,x,x,2,x,x,2,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120309026,1209026,12,3,9,26,"Halifax, Subd. E",54,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
120309031,1209031,12,3,9,31,"Halifax, Subd. F",65,5,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120309036,1209036,12,3,9,36,"Halifax, Subd. G",33,10,380,154,8,184,74,0,0,0,0,0,0,0,0,0,0,0,0,9,x,x,7,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
120310000,1210000,12,3,10,0,Colchester County,538,170,"4,879","1,974",154,"2,400",971,18,130,52,18,97,39,13,x,x,11,x,x,155,"4,719","1,910",139,"2,275",921,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,2,x,x
120310001,1210001,12,3,10,1,"Colchester, Subd. C",206,32,"1,098",445,26,485,196,5,x,x,5,x,x,4,x,x,3,x,x,28,"1,088",440,22,475,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120310008,1210008,12,3,10,8,"Colchester, Subd. B",187,44,"1,144",463,41,586,237,5,33,13,5,21,9,6,x,x,6,x,x,38,"1,092",442,36,549,222,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x
120310012,1210012,12,3,10,12,"Colchester, Subd. A",145,94,"2,637","1,067",87,"1,328",538,8,x,x,8,x,x,3,x,x,2,x,x,89,"2,539","1,027",81,"1,251",506,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
120311000,1211000,12,3,11,0,Cumberland County,556,303,"17,118","6,927",283,"9,873","3,995",15,x,x,14,x,x,7,x,x,5,x,x,294,"16,987","6,874",275,"9,785","3,960",1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0
120311001,1211001,12,3,11,1,"Cumberland, Subd. A",93,84,"4,703","1,903",78,"2,948","1,193",6,x,x,5,24,10,1,x,x,0,0,0,84,"4,647","1,881",78,"2,925","1,184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120311006,1211006,12,3,11,6,"Cumberland, Subd. B",186,143,"9,768","3,953",136,"5,148","2,083",4,x,x,4,x,x,1,x,x,1,x,x,140,"9,742","3,942",133,"5,126","2,074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120311009,1211009,12,3,11,9,"Cumberland, Subd. C",167,42,"1,060",429,39,557,225,3,x,x,3,10,4,2,x,x,2,x,x,40,"1,040",421,37,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120311014,1211014,12,3,11,14,"Cumberland, Subd. D",110,34,"1,587",642,30,"1,220",494,2,x,x,2,x,x,3,x,x,2,x,x,30,"1,558",631,27,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0
120400000,1200000,12,4,0,0,Agricultural Region 4 - RÇgion agricole 4,690,125,"4,663","1,887",118,"2,364",957,18,130,53,18,100,41,10,x,x,9,x,x,105,"4,499","1,821",97,"2,240",906,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0
120412000,1212000,12,4,12,0,Pictou County,343,78,"3,099","1,254",73,"1,500",607,12,x,x,12,x,x,7,22,9,6,x,x,64,"2,982","1,207",58,"1,412",571,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0
120412001,1212001,12,4,12,1,"Pictou, Subd. A",151,18,625,253,18,304,123,5,12,5,5,9,4,3,8,3,3,5,2,14,606,245,13,290,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120412006,1212006,12,4,12,6,"Pictou, Subd. B",94,18,705,285,17,375,152,3,x,x,3,x,x,2,x,x,1,x,x,14,646,261,13,335,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120412011,1212011,12,4,12,11,"Pictou, Subd. C",98,42,"1,769",716,38,821,332,4,x,x,4,x,x,2,x,x,2,x,x,36,"1,731",700,32,787,318,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0
120413000,1213000,12,4,13,0,Guysborough County,100,19,637,258,19,302,122,1,x,x,1,x,x,0,0,0,0,0,0,18,x,x,18,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120413001,1213001,12,4,13,1,St. Mary's,33,10,438,177,10,208,84,1,x,x,1,x,x,0,0,0,0,0,0,9,x,x,9,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120413004,1213004,12,4,13,4,Guysborough,67,9,199,81,9,94,38,0,0,0,0,0,0,0,0,0,0,0,0,9,199,81,9,94,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120414000,1214000,12,4,14,0,Antigonish County,247,28,927,375,26,562,227,5,x,x,5,30,12,3,x,x,3,x,x,23,x,x,21,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120414001,1214001,12,4,14,1,"Antigonish, Subd. A",155,14,578,234,13,376,152,3,x,x,3,x,x,1,x,x,1,x,x,12,544,220,11,353,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120414006,1214006,12,4,14,6,"Antigonish, Subd. B",92,14,349,141,13,186,75,2,x,x,2,x,x,2,x,x,2,x,x,11,x,x,10,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120500000,1200000,12,5,0,0,Agricultural Region 5 - RÇgion agricole 5,286,36,340,137,32,193,78,21,102,41,21,84,34,13,x,x,12,x,x,11,223,90,8,98,40,1,x,x,1,x,x,1,x,x,1,x,x,3,x,x,2,x,x
120515000,1215000,12,5,15,0,Inverness County,130,12,x,x,9,55,22,4,x,x,4,x,x,5,8,3,5,x,x,6,x,x,4,30,12,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x
120515001,1215001,12,5,15,1,"Inverness, Subd. C",25,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
120515006,1215006,12,5,15,6,"Inverness, Subd. B",69,7,74,30,5,47,19,2,x,x,2,x,x,3,x,x,3,4,2,4,47,19,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
120515011,1215011,12,5,15,11,"Inverness, Subd. A",36,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120516000,1216000,12,5,16,0,Richmond County,18,3,3,1,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
120516001,1216001,12,5,16,1,"Richmond, Subd. C",18,3,3,1,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
120517000,1217000,12,5,17,0,Cape Breton County,104,19,122,49,18,69,28,14,72,29,14,59,24,6,x,x,5,x,x,3,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
120517030,1217030,12,5,17,30,Cape Breton,104,19,122,49,18,69,28,14,72,29,14,59,24,6,x,x,5,x,x,3,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
120518000,1218000,12,5,18,0,Victoria County,34,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120518001,1218001,12,5,18,1,"Victoria, Subd. B",34,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000000,1300000,13,0,0,0,New Brunswick - Nouveau-Brunswick,"3,405",432,"16,421","6,645",406,"9,447","3,823",166,704,285,160,569,230,107,134,54,104,119,48,227,"15,561","6,297",204,"8,752","3,542",3,8,3,0,0,0,8,7,3,6,3,1,6,6,3,4,5,2
130100000,1300000,13,1,0,0,Agricultural Region 1 - RÇgion agricole 1,"1,249",82,483,195,78,338,137,52,222,90,50,176,71,38,x,x,38,x,x,16,213,86,12,120,49,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0
130110000,1310000,13,1,10,0,York County,366,28,121,49,24,72,29,14,55,22,13,46,19,15,x,x,15,16,6,9,45,18,5,9,4,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
130110004,1310004,13,1,10,4,Manners Sutton,37,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110011,1310011,13,1,10,11,Canterbury,19,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110016,1310016,13,1,10,16,Prince William,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110018,1310018,13,1,10,18,Kingsclear,35,8,20,8,6,9,4,1,x,x,1,x,x,5,x,x,5,6,2,4,12,5,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
130110021,1310021,13,1,10,21,Queensbury,37,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110024,1310024,13,1,10,24,Southampton,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110026,1310026,13,1,10,26,Bright,52,5,11,4,5,9,4,4,6,2,4,4,1,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110028,1310028,13,1,10,28,Douglas,44,3,12,5,3,9,4,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110031,1310031,13,1,10,31,Saint Marys,25,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110032,1310032,13,1,10,32,Fredericton,25,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110036,1310036,13,1,10,36,Stanley,38,5,31,13,4,25,10,3,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111000,1311000,13,1,11,0,Carleton County,474,31,268,108,31,182,74,25,108,44,24,73,30,13,x,x,13,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111001,1311001,13,1,11,1,Richmond,42,5,23,9,5,6,3,5,x,x,5,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111004,1311004,13,1,11,4,Woodstock,39,3,17,7,3,17,7,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111008,1311008,13,1,11,8,Northampton,25,3,10,4,3,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111011,1311011,13,1,11,11,Brighton,41,6,36,15,6,27,11,6,x,x,6,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111014,1311014,13,1,11,14,Wakefield,70,3,x,x,3,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111018,1311018,13,1,11,18,Wilmot,50,4,x,x,4,9,4,3,x,x,2,x,x,3,3,1,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111021,1311021,13,1,11,21,Simonds,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111024,1311024,13,1,11,24,Peel,35,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111026,1311026,13,1,11,26,Aberdeen,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111028,1311028,13,1,11,28,Kent,75,5,20,8,5,19,7,5,x,x,5,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111031,1311031,13,1,11,31,Wicklow,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130112000,1312000,13,1,12,0,Victoria County,220,12,41,16,12,33,13,6,21,8,6,18,7,8,x,x,8,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
130112001,1312001,13,1,12,1,Andover,20,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130112004,1312004,13,1,12,4,Perth,39,3,1,0,3,1,0,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
130112008,1312008,13,1,12,8,Gordon,38,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130112014,1312014,13,1,12,14,Denmark,37,3,16,7,3,10,4,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130112016,1312016,13,1,12,16,Grand Falls,38,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130112021,1312021,13,1,12,21,Drummond,48,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113000,1313000,13,1,13,0,Madawaska County,189,11,53,22,11,50,20,7,39,16,7,39,16,2,x,x,2,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113001,1313001,13,1,13,1,Saint-AndrÇ,42,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113004,1313004,13,1,13,4,Saint-LÇonard,16,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113011,1313011,13,1,13,11,Sainte-Anne,18,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113015,1313015,13,1,13,15,Riviäre-Verte,27,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113022,1313022,13,1,13,22,Saint-Joseph,28,3,8,3,3,7,3,3,x,x,3,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113038,1313038,13,1,13,38,Clair,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113041,1313041,13,1,13,41,Saint-Franáois,34,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130200000,1300000,13,2,0,0,Agricultural Region 2 - RÇgion agricole 2,957,160,"7,182","2,907",148,"3,975","1,609",59,242,98,56,192,78,32,31,13,31,26,11,92,"6,902","2,793",83,"3,755","1,520",1,x,x,0,0,0,4,x,x,3,2,0,1,x,x,0,0,0
130202000,1302000,13,2,2,0,Charlotte County,150,78,"5,536","2,240",73,"3,128","1,266",5,13,5,5,13,5,4,2,1,4,2,1,72,"5,520","2,234",67,"3,112","1,260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202011,1302011,13,2,2,11,Pennfield,33,22,"2,093",847,21,"1,118",452,2,x,x,2,x,x,1,x,x,1,x,x,19,"2,092",847,18,"1,117",452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202016,1302016,13,2,2,16,Saint George,19,15,"1,290",522,14,974,394,0,0,0,0,0,0,0,0,0,0,0,0,15,"1,290",522,14,974,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202034,1302034,13,2,2,34,Saint Stephen,16,4,x,x,4,216,87,1,x,x,1,x,x,0,0,0,0,0,0,4,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202039,1302039,13,2,2,39,Saint James,19,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202042,1302042,13,2,2,42,Saint David,36,23,"1,310",530,21,644,261,2,x,x,2,x,x,3,x,x,3,x,x,20,x,x,18,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202044,1302044,13,2,2,44,Dumbarton,27,12,360,146,11,x,x,0,0,0,0,0,0,0,0,0,0,0,0,12,360,146,11,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203000,1303000,13,2,3,0,Sunbury County,120,14,80,32,13,63,26,12,46,19,11,36,15,7,x,x,6,x,x,4,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
130203001,1303001,13,2,3,1,Blissville,32,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203004,1303004,13,2,3,4,Gladstone,18,3,19,8,3,15,6,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203008,1303008,13,2,3,8,Lincoln,24,3,x,x,3,x,x,3,9,4,3,7,3,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203011,1303011,13,2,3,11,Burton,17,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203016,1303016,13,2,3,16,Maugerville,29,6,25,10,5,15,6,6,18,7,5,11,5,4,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
130204000,1304000,13,2,4,0,Queens County,162,30,159,64,27,112,45,24,96,39,23,75,31,5,x,x,5,x,x,4,x,x,2,x,x,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0
130204004,1304004,13,2,4,4,Gagetown,19,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
130204006,1304006,13,2,4,6,Hampstead,28,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130204008,1304008,13,2,4,8,Wickham,20,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130204011,1304011,13,2,4,11,Cambridge,44,15,58,24,14,43,17,15,x,x,14,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130204018,1304018,13,2,4,18,Waterborough,28,6,28,11,6,21,9,4,x,x,4,20,8,3,x,x,3,2,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
130204024,1304024,13,2,4,24,Chipman,23,5,24,10,3,23,9,3,x,x,3,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130205000,1305000,13,2,5,0,Kings County,525,38,"1,408",570,35,672,272,18,87,35,17,67,27,16,x,x,16,x,x,12,"1,302",527,10,590,239,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0
