AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTCHICK,TCHICK,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NHENHTCH,HENHTCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NBROILPD,BROILPD,GBROILPD,NTURKPRD,TURKPRD,GTURKPRD,NHATCHNM,HATCHNM,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NSTEERS,STEERS,NCALFU1,CALFU1,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NBISON,BISON,NDEER,DEER,NLAMAS,LAMAS,NOTHLIV,NBEES,BEES
110202028,1102028,11,2,2,28,Lot 65,49,4,x,0,0,0,0,4,x,1,x,0,0,3,x,2,x,x,0,0,0,0,0,34,"1,683",17,19,32,574,16,382,23,192,25,239,21,280,32,571,12,"2,370",11,17,11,250,11,"2,103",2,x,0,0,2,x,1,x,14,66,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110202029,1102029,11,2,2,29,Lot 30,49,6,x,2,x,1,x,5,83,0,0,1,x,4,131,4,x,x,0,0,0,0,0,40,"1,880",25,27,37,786,8,184,32,602,31,257,18,139,40,671,6,523,4,5,5,92,6,426,1,x,1,x,1,x,1,x,13,61,2,x,3,3,0,0,0,0,0,0,0,0,0,0,0,1,x
110202031,1102031,11,2,2,31,Lot 29,50,5,330,3,185,0,0,3,145,0,0,1,x,0,0,8,"2,947","6,497",2,x,x,0,0,31,"1,967",14,17,25,647,11,296,20,351,20,243,19,554,27,506,3,x,2,x,2,x,2,x,2,x,0,0,2,x,2,x,9,23,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110202036,1102036,11,2,2,36,Lot 67,69,4,x,3,x,0,0,3,x,0,0,0,0,3,x,7,x,x,0,0,0,0,0,52,"4,207",22,38,46,"1,342",33,954,21,388,41,755,33,"1,196",44,876,16,"3,998",11,31,12,572,15,"3,395",0,0,0,0,0,0,0,0,9,64,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,1,x
110202038,1102038,11,2,2,38,Lot 20,46,4,"1,002",1,x,1,x,3,x,0,0,0,0,3,x,3,"1,751","3,860",0,0,0,0,0,35,"4,263",12,25,26,"1,434",17,753,15,681,28,817,20,"1,041",28,946,4,139,3,3,3,29,4,107,0,0,0,0,0,0,0,0,9,35,1,x,3,x,0,0,1,x,0,0,0,0,0,0,0,3,x
110202039,1102039,11,2,2,39,Lot 21,30,3,42,0,0,0,0,3,42,0,0,0,0,1,x,3,"1,383","3,049",3,266,586,0,0,17,"1,075",9,20,14,328,7,208,9,120,11,153,9,266,17,308,1,x,0,0,1,x,1,x,1,x,1,x,1,x,1,x,12,65,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110202040,1102040,11,2,2,40,Miltonvale Park,31,3,140,1,x,1,x,2,x,0,0,0,0,1,x,2,x,x,0,0,0,0,0,22,"1,216",10,21,19,477,7,297,15,180,15,232,8,118,18,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
110202041,1102041,11,2,2,41,Lot 22,33,3,x,1,x,0,0,3,31,0,0,0,0,4,40,2,x,x,1,x,x,0,0,25,"1,771",9,11,19,560,10,405,11,155,21,317,20,441,23,442,10,"2,838",3,7,3,145,9,"2,686",5,131,2,x,4,65,4,x,10,27,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110202042,1102042,11,2,2,42,Lot 23,50,3,x,1,x,0,0,2,x,0,0,0,0,3,106,4,476,"1,049",3,x,x,0,0,32,"2,863",18,24,27,"1,031",13,728,15,303,22,549,17,563,27,696,12,"4,945",8,27,9,494,12,"4,424",0,0,0,0,0,0,0,0,18,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110202044,1102044,11,2,2,44,Lot 24,65,4,x,1,x,1,x,3,x,0,0,1,x,2,x,3,"2,405","5,302",2,x,x,0,0,42,"2,850",22,26,35,"1,096",21,658,20,438,31,525,26,467,36,736,16,"8,265",9,32,10,702,16,"7,531",3,53,2,x,3,31,2,x,11,54,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,1,x
110202049,1102049,11,2,2,49,Lot 33,75,5,x,3,x,1,x,4,61,0,0,1,x,2,x,10,x,x,3,703,"1,550",0,0,41,"2,926",23,28,37,"1,155",18,733,20,422,32,543,21,453,36,747,15,"12,213",11,44,12,"1,142",14,"11,027",3,95,2,x,3,x,3,59,13,70,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110202052,1102052,11,2,2,52,Lot 34,59,8,x,1,x,3,x,6,x,0,0,0,0,4,135,4,"1,292","2,848",3,x,x,0,0,32,"2,416",22,53,27,"1,089",12,648,17,441,22,382,14,249,29,643,6,"6,682",6,39,6,x,5,x,3,222,2,x,3,x,3,124,11,48,1,x,0,0,2,x,1,x,0,0,0,0,0,0,0,2,x
110202054,1102054,11,2,2,54,Lot 35,32,2,x,1,x,0,0,1,x,0,0,0,0,0,0,6,"2,488","5,485",3,"1,937","4,270",0,0,25,"1,548",16,21,25,715,10,456,17,259,21,361,12,91,24,360,5,"1,605",3,7,4,140,5,"1,458",2,x,2,x,2,x,2,x,7,49,1,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0
110202056,1102056,11,2,2,56,Lot 36,39,3,x,0,0,0,0,3,x,0,0,0,0,2,x,7,"4,714","10,393",0,0,0,0,0,26,"1,298",11,23,22,425,8,184,17,241,19,185,17,350,24,315,6,"5,753",3,21,5,580,6,"5,152",1,x,1,x,1,x,1,x,5,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110202058,1102058,11,2,2,58,Lot 37,28,1,x,0,0,1,x,1,x,0,0,0,0,3,x,1,x,x,1,x,x,0,0,19,"1,180",8,35,16,423,7,175,10,248,13,183,10,164,17,375,6,542,3,6,4,115,6,421,3,46,1,x,3,25,3,x,5,23,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110202085,1102085,11,2,2,85,Cornwall,30,2,x,2,x,0,0,1,x,0,0,0,0,0,0,3,x,x,1,x,x,0,0,21,"2,735",13,38,20,783,6,197,16,586,20,490,16,763,21,661,4,"3,102",4,24,4,415,4,"2,663",1,x,0,0,1,x,1,x,6,48,1,x,1,x,0,0,0,0,0,0,0,0,0,0,2,0,0
110300000,1100000,11,3,0,0,Agricultural Region 3 - RÇgion agricole 3,756,46,"68,035",16,x,8,x,33,"53,931",1,x,6,x,42,"1,242",50,x,x,11,"13,079","28,834",0,0,466,"31,455",200,324,347,"9,475",152,"5,009",233,"4,466",324,"5,456",272,"9,098",365,"7,102",81,"27,031",54,165,60,"2,894",76,"23,972",17,588,12,17,15,288,14,283,94,420,8,39,21,353,2,x,16,"1,623",1,x,0,0,0,0,4,6,x
110303000,1103000,11,3,3,0,Prince County,756,46,"68,035",16,x,8,x,33,"53,931",1,x,6,x,42,"1,242",50,x,x,11,"13,079","28,834",0,0,466,"31,455",200,324,347,"9,475",152,"5,009",233,"4,466",324,"5,456",272,"9,098",365,"7,102",81,"27,031",54,165,60,"2,894",76,"23,972",17,588,12,17,15,288,14,283,94,420,8,39,21,353,2,x,16,"1,623",1,x,0,0,0,0,4,6,x
110303001,1103001,11,3,3,1,Lot 28,46,3,x,1,x,0,0,2,x,0,0,0,0,1,x,5,x,x,1,x,x,0,0,24,"1,379",6,13,16,315,4,127,12,188,14,191,18,569,18,291,2,x,2,x,2,x,2,x,1,x,0,0,1,x,0,0,2,x,0,0,2,x,0,0,0,0,0,0,0,0,0,0,1,1,x
110303006,1103006,11,3,3,6,Lot 27,50,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"1,597",2,x,15,449,9,353,7,96,17,x,18,659,16,258,7,"1,616",3,7,5,124,7,"1,485",2,x,0,0,1,x,2,x,3,13,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303009,1103009,11,3,3,9,Lot 26,51,5,"1,905",3,x,0,0,2,x,0,0,1,x,2,x,3,537,"1,184",0,0,0,0,0,32,"1,422",5,5,22,371,9,232,15,139,21,277,18,287,23,482,8,"1,172",7,14,6,192,8,966,4,143,3,x,3,67,3,x,4,8,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110303011,1103011,11,3,3,11,Lot 25,33,2,x,1,x,1,x,2,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,20,"1,512",7,28,11,286,8,258,4,28,17,463,14,504,11,231,2,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303012,1103012,11,3,3,12,Lot 19,46,2,x,0,0,0,0,2,x,0,0,1,x,2,x,2,x,x,1,x,x,0,0,29,"2,538",15,20,21,528,9,219,16,309,20,285,16,"1,217",25,488,5,"1,424",3,x,3,x,5,"1,219",0,0,0,0,0,0,0,0,6,20,1,x,2,x,0,0,3,82,0,0,0,0,0,0,0,0,0
110303016,1103016,11,3,3,16,Lot 18,44,2,x,0,0,0,0,2,x,0,0,1,x,1,x,4,"2,484","5,476",1,x,x,0,0,26,"1,906",10,22,17,479,7,313,11,166,17,332,16,712,19,361,4,"6,104",2,x,3,x,4,x,2,x,2,x,2,x,2,x,9,50,2,x,3,14,1,x,1,x,1,x,0,0,0,0,2,1,x
110303019,1103019,11,3,3,19,Lot 17,52,6,x,1,x,1,x,4,x,0,0,1,x,3,27,3,921,"2,030",0,0,0,0,0,27,"3,250",15,33,20,914,11,454,10,460,17,618,16,967,22,718,4,x,1,x,1,x,4,x,3,68,3,x,3,31,3,x,8,67,3,23,5,308,0,0,2,x,0,0,0,0,0,0,1,0,0
110303028,1103028,11,3,3,28,Lot 16,34,4,842,1,x,3,515,4,x,1,x,1,x,2,x,1,x,x,0,0,0,0,0,25,"1,578",15,18,23,574,11,361,13,213,20,231,14,320,22,435,3,x,2,x,3,x,2,x,0,0,0,0,0,0,0,0,9,34,0,0,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0
110303031,1103031,11,3,3,31,Lot 14,30,1,x,1,x,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,21,"1,790",13,19,16,484,9,306,11,178,15,362,14,571,15,354,3,x,1,x,1,x,3,x,0,0,0,0,0,0,0,0,4,8,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,2,x
110303032,1103032,11,3,3,32,Lot 13,41,4,x,2,x,1,x,2,x,0,0,0,0,3,126,9,"15,227","33,570",2,x,x,0,0,34,"1,807",12,18,29,731,12,496,19,235,26,348,16,197,30,513,8,413,6,7,7,97,7,309,0,0,0,0,0,0,0,0,8,40,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110303034,1103034,11,3,3,34,Lot 12,20,0,0,0,0,0,0,0,0,0,0,0,0,7,135,1,x,x,0,0,0,0,0,10,327,6,x,7,163,1,x,6,x,5,x,4,36,7,78,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0
110303036,1103036,11,3,3,36,Lot 11,22,1,x,1,x,0,0,0,0,0,0,0,0,5,110,2,x,x,1,x,x,0,0,11,557,4,5,11,238,6,170,5,68,6,102,7,51,11,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303041,1103041,11,3,3,41,Lot  6,42,2,x,2,x,1,x,1,x,0,0,0,0,3,39,1,x,x,1,x,x,0,0,25,"1,851",14,18,20,537,5,192,17,345,18,235,14,713,19,348,8,663,5,7,5,120,7,536,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303044,1103044,11,3,3,44,Lot  9,19,2,x,1,x,1,x,1,x,0,0,0,0,1,x,3,435,959,0,0,0,0,0,14,547,7,13,11,170,2,x,9,x,6,74,10,167,13,123,2,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303046,1103046,11,3,3,46,Lot  8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,25,"1,693",7,13,16,411,7,251,12,160,19,335,18,566,19,368,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,4,19,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110303048,1103048,11,3,3,48,Lot  7,28,1,x,0,0,0,0,1,x,0,0,0,0,1,x,3,498,"1,098",1,x,x,0,0,20,"1,500",11,18,15,408,6,204,11,204,17,274,13,455,18,345,4,"1,049",3,10,4,202,4,837,0,0,0,0,0,0,0,0,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
110303049,1103049,11,3,3,49,Lot  5,26,0,0,0,0,0,0,0,0,0,0,0,0,2,x,2,x,x,0,0,0,0,0,17,958,6,11,14,573,9,273,7,300,13,113,5,82,11,179,3,300,3,5,3,65,3,230,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0
110303051,1103051,11,3,3,51,Lot  4,49,4,x,1,x,0,0,4,x,0,0,1,x,3,82,2,x,x,2,x,x,0,0,33,"2,907",16,25,24,882,13,427,19,455,24,659,19,623,26,718,5,"2,432",3,12,4,273,5,"2,147",1,x,1,x,1,x,1,x,5,22,0,0,1,x,0,0,1,x,0,0,0,0,0,0,0,2,x
110303054,1103054,11,3,3,54,Lot  3,33,2,x,1,x,0,0,1,x,0,0,0,0,2,x,2,x,x,1,x,x,0,0,25,"1,227",13,15,19,470,9,218,11,252,17,157,12,238,22,347,4,373,3,x,3,108,3,x,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110303056,1103056,11,3,3,56,Lot  2,16,1,x,0,0,0,0,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,8,506,6,6,7,197,3,71,6,126,5,76,5,133,5,94,2,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0
110303058,1103058,11,3,3,58,Lot  1,39,3,x,0,0,0,0,3,x,0,0,0,0,2,x,4,x,x,0,0,0,0,0,14,603,10,14,13,295,2,x,12,x,10,53,5,31,13,210,4,"2,083",4,17,4,305,4,"1,761",3,83,2,x,3,x,2,x,8,30,0,0,2,x,1,x,4,690,0,0,0,0,0,0,0,0,0
120000000,1200000,12,0,0,0,Nova Scotia - Nouvelle-êcosse,"4,453",483,"3,558,559",172,"2,405,777",74,"335,664",386,"817,118",5,"89,286",82,"303,709",194,"11,720",249,"27,169,493","59,898,478",149,"4,240,251","9,348,153",4,"17,472,720","2,123","128,971","1,305","1,984","1,964","58,691",619,"26,623","1,520","32,068","1,672","23,093",933,"9,684","1,924","35,519",217,"130,707",106,543,124,"11,187",201,"118,977",235,"23,506",171,511,221,"11,240",209,"11,755",648,"2,907",194,"2,572",136,"1,442",70,"392,760",49,"8,653",1,x,6,153,12,56,72,149,"6,808"
120100000,1200000,12,1,0,0,Agricultural Region 1 - RÇgion agricole 1,802,80,"394,420",25,x,16,x,67,x,0,0,16,"35,520",46,566,29,"3,394,057","7,482,615",32,x,x,1,x,281,"9,541",165,227,256,"4,075",52,"1,212",216,"2,863",204,"1,603",160,883,250,"2,753",38,"20,841",15,87,18,"1,768",33,"18,986",49,"3,064",35,92,47,"1,992",36,980,85,319,33,199,24,211,50,"359,676",23,x,0,0,2,x,2,x,13,21,130
120101000,1201000,12,1,1,0,Shelburne County,29,5,132,2,x,1,x,4,73,0,0,2,x,4,23,2,x,x,2,x,x,0,0,5,113,3,4,4,45,1,x,3,x,3,15,3,14,4,35,2,x,0,0,0,0,2,x,3,104,2,x,3,58,3,x,5,18,2,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0
120101006,1201006,12,1,1,6,Shelburne,29,5,132,2,x,1,x,4,73,0,0,2,x,4,23,2,x,x,2,x,x,0,0,5,113,3,4,4,45,1,x,3,x,3,15,3,14,4,35,2,x,0,0,0,0,2,x,3,104,2,x,3,58,3,x,5,18,2,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0
120102000,1202000,12,1,2,0,Yarmouth County,133,11,x,2,x,4,49,11,259,0,0,0,0,10,152,5,581,"1,281",5,x,x,0,0,55,"2,530",31,46,50,"1,166",13,524,41,642,41,498,28,188,51,632,3,x,0,0,0,0,3,x,12,"1,491",9,51,12,"1,200",7,240,16,55,8,78,4,22,2,x,11,"2,332",0,0,1,x,0,0,2,3,36
120102001,1202001,12,1,2,1,Argyle,36,3,x,1,x,0,0,3,109,0,0,0,0,7,133,0,0,0,1,x,x,0,0,8,139,4,4,8,59,0,0,8,59,6,17,4,8,8,51,1,x,0,0,0,0,1,x,5,560,5,x,5,467,5,x,2,x,2,x,1,x,1,x,5,"1,060",0,0,1,x,0,0,1,0,0
120102004,1202004,12,1,2,4,Yarmouth,97,8,x,1,x,4,49,8,150,0,0,0,0,3,19,5,581,"1,281",4,308,679,0,0,47,"2,391",27,42,42,"1,107",13,524,33,583,35,481,24,180,43,581,2,x,0,0,0,0,2,x,7,931,4,x,7,733,2,x,14,x,6,x,3,x,1,x,6,"1,272",0,0,0,0,0,0,1,3,36
120103000,1203000,12,1,3,0,Digby County,132,4,59,0,0,0,0,4,59,0,0,2,x,3,19,0,0,0,4,999,"2,202",0,0,28,958,23,30,27,375,1,x,26,x,21,142,15,85,27,326,7,x,6,x,6,x,7,"15,859",3,57,3,x,3,x,1,x,5,24,2,x,2,x,46,"328,909",11,"2,361",0,0,1,x,1,x,1,4,11
120103001,1203001,12,1,3,1,Clare,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,10,353,7,11,10,125,1,x,9,x,7,54,7,44,9,119,4,x,4,59,4,"1,380",4,x,1,x,1,x,1,x,0,0,1,x,0,0,1,x,36,"256,529",7,"1,900",0,0,0,0,1,x,0,1,x
120103004,1203004,12,1,3,4,Digby,52,4,59,0,0,0,0,4,59,0,0,2,x,3,19,0,0,0,3,x,x,0,0,18,605,16,19,17,250,0,0,17,250,14,88,8,41,18,207,3,x,2,x,2,x,3,x,2,x,2,x,2,x,1,x,4,x,2,x,1,x,10,"72,380",4,461,0,0,1,x,0,0,1,3,x
120104000,1204000,12,1,4,0,Queens County,58,7,x,2,x,2,x,6,101,0,0,1,x,4,62,3,x,x,4,"1,576","3,474",0,0,23,540,14,21,21,209,4,x,18,x,19,79,15,71,20,160,4,x,1,x,2,x,4,x,3,99,2,x,3,x,2,x,6,33,3,5,2,x,0,0,0,0,0,0,0,0,0,0,2,4,27
120104008,1204008,12,1,4,8,"Queens, Subd. B",58,7,x,2,x,2,x,6,101,0,0,1,x,4,62,3,x,x,4,"1,576","3,474",0,0,23,540,14,21,21,209,4,x,18,x,19,79,15,71,20,160,4,x,1,x,2,x,4,x,3,99,2,x,3,x,2,x,6,33,3,5,2,x,0,0,0,0,0,0,0,0,0,0,2,4,27
120106000,1206000,12,1,6,0,Lunenburg County,450,53,x,19,x,9,x,42,x,0,0,11,"35,456",25,310,19,"3,393,008","7,480,302",17,"593,245","1,307,881",1,x,170,"5,400",94,126,154,"2,280",33,652,128,"1,628",120,869,99,525,148,"1,600",22,x,8,x,10,x,17,x,28,"1,313",19,28,26,645,23,640,53,189,18,82,16,182,2,x,0,0,0,0,0,0,1,x,8,10,56
120106001,1206001,12,1,6,1,Lunenburg,315,49,x,18,x,7,x,39,x,0,0,7,"35,423",20,257,19,"3,393,008","7,480,302",16,x,x,1,x,135,"4,612",79,107,126,"1,966",32,x,101,x,99,753,72,409,122,"1,377",20,"1,622",7,14,9,156,15,"1,452",20,979,14,20,18,463,17,496,40,140,16,x,13,101,2,x,0,0,0,0,0,0,1,x,6,10,56
120106009,1206009,12,1,6,9,Chester,135,4,x,1,x,2,x,3,39,0,0,4,33,5,53,0,0,0,1,x,x,0,0,35,788,15,19,28,314,1,x,27,x,21,116,27,116,26,223,2,x,1,x,1,x,2,x,8,334,5,8,8,182,6,144,13,49,2,x,3,81,0,0,0,0,0,0,0,0,0,0,2,0,0
120200000,1200000,12,2,0,0,Agricultural Region 2 - RÇgion agricole 2,"1,371",200,"2,718,398",99,"2,005,962",32,"181,735",134,"530,701",4,x,33,"250,109",59,"6,855",117,"22,679,095","49,998,845",53,"3,131,314","6,903,366",3,x,715,"47,935",428,675,658,"21,045",210,"9,405",508,"11,640",566,"8,323",363,"4,585",646,"13,307",96,"84,569",57,315,63,"6,771",91,"77,483",49,"4,643",33,81,46,"2,084",43,"2,478",227,"1,073",61,"1,181",49,550,5,"12,100",3,x,0,0,2,x,4,27,29,56,"4,312"
120205000,1205000,12,2,5,0,Annapolis County,271,36,"79,313",17,"77,637",10,330,29,"1,346",0,0,7,x,16,"4,314",16,x,x,7,x,x,0,0,163,"9,466",98,143,156,"4,233",44,"1,495",126,"2,738",117,"1,447",78,719,149,"2,924",11,"6,069",6,29,8,638,10,"5,402",5,336,5,10,5,156,5,170,52,239,13,209,13,48,1,x,1,x,0,0,1,x,0,0,4,12,513
120205001,1205001,12,2,5,1,"Annapolis, Subd. D",33,6,226,1,x,1,x,5,x,0,0,0,0,2,x,2,x,x,2,x,x,0,0,18,587,9,11,15,262,5,56,12,206,10,86,8,48,15,180,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,6,17,2,x,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120205004,1205004,12,2,5,4,"Annapolis, Subd. A",75,14,x,5,x,2,x,11,x,0,0,3,x,4,x,5,x,x,2,x,x,0,0,39,"1,893",28,39,38,855,7,197,35,658,26,241,19,117,34,641,3,x,1,x,2,x,3,x,1,x,1,x,1,x,1,x,9,25,2,x,3,12,1,x,0,0,0,0,0,0,0,0,0,5,x
120205009,1205009,12,2,5,9,"Annapolis, Subd. B",89,9,"1,252",6,581,5,113,8,558,0,0,3,25,7,x,5,862,"1,900",1,x,x,0,0,61,"3,720",35,49,59,"1,668",17,724,47,944,46,576,35,401,56,"1,026",5,x,3,11,4,x,4,x,3,x,3,x,3,x,3,x,18,70,6,27,6,23,0,0,0,0,0,0,1,x,0,0,2,6,455
120205014,1205014,12,2,5,14,"Annapolis, Subd. C",74,7,x,5,x,2,x,5,361,0,0,1,x,3,23,4,x,x,2,x,x,0,0,45,"3,266",26,44,44,"1,448",15,518,32,930,35,544,16,153,44,"1,077",2,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,19,127,3,x,4,13,0,0,1,x,0,0,0,0,0,0,1,1,x
120207000,1207000,12,2,7,0,Kings County,707,114,"2,486,512",66,"1,927,804",14,x,61,x,3,x,15,"242,638",25,"1,883",78,x,x,25,x,x,2,x,308,"21,534",182,287,273,"8,637",74,"3,303",224,"5,334",248,"3,654",182,"3,213",265,"5,743",65,"71,956",39,250,41,"5,338",63,"66,368",27,"2,091",16,37,24,932,24,"1,122",96,368,28,783,18,271,3,x,1,x,0,0,1,x,3,x,19,29,"3,117"
120207001,1207001,12,2,7,1,"Kings, Subd. A",347,46,"175,166",15,x,8,x,37,"37,466",1,x,2,x,12,417,23,"1,469,616","3,239,949",7,x,x,1,x,151,"10,733",95,152,133,"4,041",36,"1,485",115,"2,556",125,"1,742",85,"2,084",128,"2,714",32,"26,558",22,155,22,"3,087",30,"23,316",18,"1,625",12,26,17,725,16,874,54,229,14,617,13,x,2,x,1,x,0,0,1,x,2,x,11,20,"1,932"
120207011,1207011,12,2,7,11,"Kings, Subd. C",50,3,"78,300",2,x,0,0,1,x,0,0,0,0,0,0,3,x,x,1,x,x,0,0,21,"1,131",13,19,21,506,2,x,20,x,16,151,14,130,20,325,2,x,1,x,1,x,2,x,1,x,1,x,1,x,1,x,9,31,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x
120207016,1207016,12,2,7,16,"Kings, Subd. B",205,41,"1,546,227",30,"1,102,989",5,"110,206",15,"333,032",1,x,11,"198,798",6,74,33,"12,283,679","27,080,876",13,"2,382,943","5,253,490",1,x,79,"4,316",39,56,65,"1,812",15,x,51,x,60,728,46,473,64,"1,247",25,"42,071",13,81,14,"1,953",25,"40,037",7,x,2,x,5,x,6,x,25,89,6,108,5,x,0,0,0,0,0,0,0,0,1,x,6,4,x
120207021,1207021,12,2,7,21,"Kings, Subd. D",105,24,"686,819",19,"631,430",1,x,8,x,1,x,2,x,7,"1,392",19,"7,311,431","16,118,946",4,x,x,0,0,57,"5,354",35,60,54,"2,278",21,"1,331",38,947,47,"1,033",37,526,53,"1,457",6,x,3,x,4,x,6,x,1,x,1,x,1,x,1,x,8,19,6,x,0,0,1,x,0,0,0,0,0,0,0,0,2,2,x
120208000,1208000,12,2,8,0,Hants County,393,50,"152,573",16,521,8,x,44,x,1,x,11,x,18,658,23,"4,676","10,309",21,"7,418","16,354",1,x,244,"16,935",148,245,229,"8,175",92,"4,607",158,"3,568",201,"3,222",103,653,232,"4,640",20,"6,544",12,36,14,795,18,"5,713",17,"2,216",12,34,17,996,14,"1,186",79,466,20,189,18,231,1,x,1,x,0,0,0,0,1,x,6,15,682
120208001,1208001,12,2,8,1,West Hants,189,24,x,9,188,3,x,20,x,0,0,6,x,10,435,15,"1,814","3,999",11,"5,722","12,615",0,0,110,"7,254",68,110,102,"3,371",26,"1,089",78,"2,282",86,"1,166",58,365,103,"2,242",10,"6,132",7,31,7,705,9,"5,396",9,"1,680",6,16,9,744,8,920,41,221,13,127,7,129,1,x,0,0,0,0,0,0,0,0,6,11,474
120208008,1208008,12,2,8,8,East Hants,204,26,x,7,333,5,x,24,x,1,x,5,x,8,223,8,"2,862","6,310",10,"1,696","3,739",1,x,134,"9,681",80,135,127,"4,804",66,"3,518",80,"1,286",115,"2,056",45,288,129,"2,398",10,412,5,5,7,90,9,317,8,536,6,18,8,252,6,266,38,245,7,62,11,102,0,0,1,x,0,0,0,0,1,x,0,4,208
120300000,1200000,12,3,0,0,Agricultural Region 3 - RÇgion agricole 3,"1,304",110,"147,906",30,x,13,x,101,"88,335",1,x,18,x,51,"3,709",53,"462,663","1,019,997",37,x,x,0,0,595,"42,067",388,610,554,"19,532",191,"9,400",419,"10,132",459,"8,124",206,"2,678",542,"11,123",40,"18,921",20,101,24,"1,950",38,"16,870",67,"8,361",47,189,60,"3,792",62,"4,380",198,914,65,883,35,394,7,x,9,"1,225",1,x,2,x,4,14,19,43,"1,958"
120309000,1209000,12,3,9,0,Halifax County,210,21,"73,324",8,x,5,x,18,x,1,x,4,71,14,161,13,x,x,7,"2,194","4,837",0,0,81,"5,100",57,84,75,"2,569",27,"1,613",54,956,66,802,28,318,73,"1,327",9,165,2,x,4,x,9,146,7,293,6,6,7,166,6,121,38,212,12,583,1,x,3,"2,925",0,0,0,0,0,0,1,x,5,5,24
120309012,1209012,12,3,9,12,"Halifax, Subd. C",23,3,x,3,x,0,0,2,x,0,0,0,0,2,x,3,x,x,0,0,0,0,0,2,x,0,0,2,x,1,x,1,x,1,x,1,x,2,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,7,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
