AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NHENEGG,HENEGG,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NEGGS,EGGS,NNOCHCK,NOCHCK,NNOTURK,NOTURK,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCOWMLK,COWMLK,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NOTHLIV,NBEES,BEES
110002026,11,0,2,26,1102026,- Lot 31,102,15,"6,840",2,x,8,x,7,x,0,0,1,x,5,52,7,x,10,"5,537",5,686,76,"4,266",32,86,60,"1,395",20,576,44,819,61,"1,006",18,283,28,123,30,600,34,789,62,990,19,485,26,"6,216",21,49,22,949,25,"5,218",21,"2,718",10,"1,256",7,"1,244",6,164,3,3,4,69,6,92,28,212,3,17,3,4,0,0,0,0,1,2,x
110002027,11,0,2,27,1102027,- North River,55,3,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,3,x,1,x,36,"3,264",21,74,31,"1,099",10,347,26,752,27,659,9,168,15,110,16,381,19,594,33,838,10,286,11,"2,920",10,21,11,364,10,"2,535",10,956,9,923,9,656,2,x,1,x,1,x,1,x,14,119,2,x,3,11,0,0,1,x,0,1,x
110002028,11,0,2,28,1102028,- Lot 65,63,9,"6,222",2,x,8,x,3,x,1,x,1,x,0,0,7,"64,715",1,x,0,0,47,"2,520",19,25,42,798,25,484,23,314,35,486,16,134,12,89,16,263,24,381,39,830,26,423,18,"3,349",12,18,14,307,17,"3,024",15,"1,180",8,"1,033",7,811,1,x,0,0,1,x,1,x,16,60,0,0,3,x,0,0,1,x,0,1,x
110002029,11,0,2,29,1102029,- Lot 30,44,10,x,0,0,6,70,9,x,0,0,1,x,2,x,3,146,3,x,0,0,39,"1,581",19,20,36,606,13,180,26,426,26,284,7,60,15,116,10,108,19,125,37,546,12,144,11,571,6,9,7,109,11,453,9,363,8,90,0,0,2,x,2,x,2,x,2,x,9,19,2,x,1,x,0,0,0,0,0,0,0
110002031,11,0,2,31,1102031,- Lot 29,36,2,x,0,0,1,x,1,x,0,0,1,x,0,0,1,x,0,0,0,0,26,"1,394",12,16,23,477,11,253,14,224,21,380,10,127,8,51,13,202,12,177,21,344,12,287,9,665,5,9,7,119,8,537,6,x,3,x,2,x,3,153,3,3,3,61,3,89,4,20,0,0,0,0,0,0,0,0,0,0,0
110002036,11,0,2,36,1102036,- Lot 67,63,7,x,0,0,2,x,5,x,0,0,0,0,1,x,1,x,5,x,1,x,50,"3,117",14,16,43,999,38,952,6,47,39,717,28,365,6,52,19,300,29,600,45,785,34,801,25,"4,868",16,46,17,812,23,"4,010",21,"2,066",16,"1,018",13,926,0,0,0,0,0,0,0,0,10,49,1,x,0,0,0,0,0,0,0,1,x
110002038,11,0,2,38,1102038,- Lot 20,45,4,975,0,0,2,x,2,x,0,0,0,0,0,0,1,x,3,270,0,0,34,"3,011",9,19,23,745,20,659,6,86,27,667,14,311,4,76,12,280,15,859,26,721,19,568,7,634,3,3,3,17,7,614,3,x,6,271,2,x,0,0,0,0,0,0,0,0,8,32,0,0,1,x,0,0,3,52,0,4,237
110002039,11,0,2,39,1102039,- Lot 21,32,1,x,0,0,1,x,0,0,0,0,0,0,1,x,1,x,1,x,1,x,23,"1,183",4,6,17,332,11,288,8,44,18,236,9,135,5,11,7,90,15,343,15,266,11,241,7,612,3,3,4,45,7,564,4,217,4,x,3,x,2,x,2,x,2,x,2,x,7,19,0,0,0,0,0,0,1,x,0,0,0
110002040,11,0,2,40,1102040,- Miltonvale Park,31,2,x,1,x,2,x,1,x,0,0,0,0,1,x,1,x,2,x,0,0,18,895,10,14,13,354,6,233,8,121,15,206,5,111,4,31,9,64,7,63,14,258,6,189,2,x,0,0,0,0,2,x,1,x,2,x,1,x,0,0,0,0,0,0,0,0,8,71,0,0,0,0,0,0,0,0,0,2,x
110002041,11,0,2,41,1102041,- Lot 22,38,5,490,2,x,4,29,3,x,0,0,0,0,2,x,3,160,5,397,1,x,33,"1,956",9,9,28,657,20,558,11,99,28,426,13,143,7,36,18,247,22,321,26,543,20,465,13,"3,389",4,10,4,173,13,"3,206",8,622,8,"1,304",9,"1,280",1,x,1,x,1,x,1,x,7,46,2,x,0,0,0,0,0,0,0,0,0
110002042,11,0,2,42,1102042,- Lot 23,57,7,427,0,0,3,151,5,276,0,0,0,0,2,x,3,x,5,595,0,0,35,"2,890",17,31,26,963,17,820,12,143,27,735,15,546,6,62,9,127,15,498,26,663,18,742,19,"5,969",12,29,13,563,18,"5,377",13,"1,745",15,"1,849",8,"1,783",2,x,1,x,2,x,2,x,15,87,0,0,1,x,0,0,0,0,0,0,0
110002044,11,0,2,44,1102044,- Lot 24,57,7,"6,726",2,x,5,x,2,x,0,0,1,x,2,x,3,x,3,x,2,x,42,"2,387",21,46,33,869,14,390,20,479,33,524,12,187,17,111,17,226,18,293,34,655,14,333,16,"6,875",13,33,13,636,16,"6,206",15,"2,149",14,"2,191",14,"1,866",1,x,1,x,1,x,1,x,11,37,0,0,0,0,0,0,1,x,1,1,x
110002049,11,0,2,49,1102049,- Lot 33,78,15,x,1,x,9,244,8,x,0,0,0,0,4,56,6,"2,055",10,x,1,x,52,"2,957",16,26,37,962,18,671,19,291,39,807,19,345,10,137,18,325,21,545,38,617,18,548,12,"6,740",7,31,8,658,12,"6,051",9,"2,640",6,"1,626",5,"1,785",3,38,2,x,3,22,3,x,15,59,1,x,4,7,0,0,0,0,0,2,x
110002052,11,0,2,52,1102052,- Lot 34,53,8,x,4,x,8,x,1,x,0,0,0,0,4,100,4,x,2,x,1,x,34,"2,222",16,29,25,866,16,634,13,232,21,531,14,390,5,34,8,107,12,236,27,560,15,528,10,"2,302",7,30,7,432,10,"1,840",7,670,7,673,5,497,3,170,3,4,3,63,3,103,6,11,0,0,1,x,1,x,1,x,0,1,x
110002054,11,0,2,54,1102054,- Lot 35,30,3,194,0,0,0,0,3,194,0,0,2,x,0,0,0,0,1,x,0,0,24,"1,490",13,14,24,660,14,470,12,190,22,330,12,231,9,53,7,46,12,78,22,408,12,382,5,"1,154",4,8,5,142,4,"1,004",2,x,3,x,3,289,2,x,2,x,2,x,2,x,3,13,0,0,0,0,0,0,3,37,0,1,x
110002056,11,0,2,56,1102056,- Lot 36,42,4,"1,061",1,x,1,x,3,x,0,0,1,x,1,x,2,x,4,284,1,x,28,"1,247",11,21,25,418,9,184,20,234,22,190,7,60,12,64,10,66,15,246,26,372,8,132,11,"4,262",7,22,9,449,11,"3,791",10,"1,471",9,"1,204",6,"1,116",2,x,1,x,2,x,2,x,7,14,1,x,1,x,0,0,0,0,0,0,0
110002058,11,0,2,58,1102058,- Lot 37,28,6,207,1,x,5,x,4,x,0,0,1,x,2,x,1,x,2,x,2,x,19,889,8,12,16,295,8,156,9,139,13,215,4,74,4,33,6,108,7,112,15,255,8,142,5,460,3,7,4,83,5,370,4,262,4,x,1,x,1,x,1,x,1,x,1,x,5,15,0,0,0,0,0,0,0,0,1,1,x
110003000,11,0,3,0,1103000,- Prince County,835,92,"86,769",16,"25,784",66,x,42,x,1,x,7,438,40,"1,224",41,x,47,x,12,531,555,"33,238",219,371,437,"9,942",216,"6,056",260,"3,886",407,"7,091",198,"2,881",149,826,190,"3,384",286,"8,219",459,"7,615",214,"4,899",133,"24,449",89,181,98,"3,244",128,"21,024",104,"9,844",68,"6,571",36,"4,609",18,614,12,19,17,273,17,322,122,375,8,28,19,76,1,x,39,"2,363",7,9,104
110003001,11,0,3,1,1103001,- Lot 28,47,2,x,0,0,0,0,2,x,0,0,0,0,1,x,0,0,1,x,0,0,27,"1,717",10,20,20,382,6,157,16,225,20,350,5,54,11,40,11,256,18,622,21,343,6,136,1,x,0,0,0,0,1,x,0,0,1,x,1,x,1,x,0,0,1,x,1,x,1,x,0,0,2,x,0,0,0,0,0,1,x
110003006,11,0,3,6,1103006,- Lot 27,55,3,"1,503",0,0,3,x,1,x,0,0,0,0,0,0,2,x,0,0,0,0,31,"1,792",8,9,20,374,10,243,12,131,23,411,9,108,8,63,14,240,20,601,25,397,11,232,10,"3,140",6,10,6,172,9,"2,958",8,737,5,"1,471",3,750,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,1,x,0,0,0
110003009,11,0,3,9,1103009,- Lot 26,55,6,"2,664",2,x,5,"2,282",2,x,0,0,1,x,2,x,5,"37,682",4,715,1,x,30,"1,560",8,8,20,433,13,312,8,121,23,477,9,100,5,76,15,301,19,393,23,249,12,257,7,"1,372",6,13,6,216,7,"1,143",6,573,4,295,3,275,3,79,3,4,3,32,3,43,2,x,0,0,1,x,0,0,1,x,0,1,x
110003011,11,0,3,11,1103011,- Lot 25,43,5,x,1,x,4,x,2,x,0,0,0,0,4,127,3,x,2,x,0,0,23,"1,805",9,18,18,347,13,308,6,39,18,485,13,x,2,x,6,233,13,528,19,427,12,249,6,194,5,5,5,37,6,152,4,97,2,x,1,x,1,x,1,x,1,x,1,x,9,34,1,x,2,x,0,0,3,341,0,0,0
110003012,11,0,3,12,1103012,- Lot 19,47,3,202,0,0,2,x,2,x,0,0,0,0,2,x,2,x,0,0,1,x,32,"2,265",13,23,25,530,13,397,14,133,23,395,14,197,7,61,11,137,13,876,26,441,15,354,9,"2,176",4,11,4,268,9,"1,897",7,x,5,770,3,x,1,x,1,x,1,x,1,x,8,24,1,x,1,x,1,x,1,x,0,1,x
110003016,11,0,3,16,1103016,- Lot 18,49,4,x,1,x,3,x,1,x,0,0,0,0,2,x,1,x,4,x,0,0,30,"2,651",10,11,21,516,12,347,10,169,24,520,11,152,9,62,13,306,19,"1,161",23,443,12,288,7,"1,466",1,x,2,x,6,x,3,x,3,690,3,602,3,100,1,x,2,x,3,x,9,66,1,x,2,x,0,0,3,x,2,0,0
110003019,11,0,3,19,1103019,- Lot 17,52,7,801,2,x,6,411,2,x,0,0,0,0,1,x,5,"4,354",6,700,1,x,36,"2,876",10,52,26,595,15,457,13,138,26,744,15,306,11,81,10,357,22,"1,082",27,403,14,330,8,914,3,10,4,204,8,700,6,558,2,x,1,x,1,x,1,x,1,x,1,x,7,12,1,x,1,x,0,0,4,183,1,0,0
110003028,11,0,3,28,1103028,- Lot 16,38,5,791,1,x,5,x,0,0,0,0,1,x,3,26,5,"8,202",0,0,0,0,29,"1,881",12,13,25,704,15,444,14,260,25,677,12,317,11,53,14,307,15,72,22,415,15,359,8,562,6,9,7,172,8,381,8,376,2,x,1,x,0,0,0,0,0,0,0,0,9,39,0,0,0,0,0,0,2,x,0,0,0
110003031,11,0,3,31,1103031,- Lot 14,34,6,x,2,x,5,x,2,x,0,0,0,0,1,x,4,x,4,500,1,x,21,"1,424",7,8,13,358,11,x,2,x,15,283,10,x,2,x,9,114,15,472,16,303,11,273,6,"3,377",6,19,6,307,5,"3,051",5,"1,101",4,"1,047",3,903,1,x,0,0,1,x,1,x,4,6,0,0,2,x,0,0,1,x,0,2,x
110003032,11,0,3,32,1103032,- Lot 13,40,6,"3,249",1,x,3,x,4,x,0,0,1,x,6,269,1,x,5,"1,719",1,x,32,"1,735",10,11,29,697,15,468,15,229,26,330,16,229,9,21,6,80,14,172,31,525,16,394,7,399,5,8,7,91,7,300,6,228,5,x,2,x,0,0,0,0,0,0,0,0,7,41,0,0,1,x,0,0,1,x,1,0,0
110003034,11,0,3,34,1103034,- Lot 12,21,3,27,0,0,3,x,1,x,0,0,0,0,1,x,1,x,2,x,0,0,20,607,8,10,17,267,2,x,15,x,14,109,3,42,9,47,4,20,8,50,15,171,3,38,5,197,3,x,4,x,5,149,3,x,2,x,0,0,0,0,0,0,0,0,0,0,8,16,1,x,0,0,0,0,1,x,0,0,0
110003036,11,0,3,36,1103036,- Lot 11,19,3,x,1,x,3,55,1,x,0,0,1,x,2,x,1,x,2,x,1,x,13,532,5,6,11,198,6,146,5,52,9,97,6,x,2,x,5,27,10,80,12,151,6,120,1,x,0,0,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0
110003041,11,0,3,41,1103041,- Lot  6,50,6,344,1,x,4,x,4,197,0,0,0,0,1,x,2,x,3,170,2,x,31,"1,912",15,17,26,682,9,326,19,356,21,262,12,131,8,25,8,106,13,461,26,490,8,247,9,"1,119",9,17,9,268,8,834,8,688,4,x,1,x,1,x,0,0,1,x,0,0,3,10,0,0,0,0,0,0,1,x,0,0,0
110003044,11,0,3,44,1103044,- Lot  9,22,4,180,0,0,1,x,3,x,0,0,1,x,1,x,0,0,1,x,0,0,17,726,11,17,16,329,6,66,14,263,12,96,4,29,7,28,5,39,10,70,16,214,5,52,6,"1,112",3,8,4,119,5,985,4,x,3,x,2,x,0,0,0,0,0,0,0,0,2,x,1,x,2,x,0,0,0,0,0,0,0
110003046,11,0,3,46,1103046,- Lot  8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,25,"1,578",11,13,21,564,11,372,13,192,21,354,10,171,9,44,13,139,14,178,22,469,10,284,4,499,3,6,3,123,4,370,3,353,2,x,1,x,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,1,x
110003048,11,0,3,48,1103048,- Lot  7,34,3,x,0,0,1,x,2,x,0,0,1,x,0,0,0,0,0,0,1,x,27,"1,617",11,24,22,580,10,391,15,189,20,361,10,125,8,69,11,167,15,269,23,383,10,301,8,"1,698",6,14,6,367,8,"1,317",6,971,6,x,2,x,0,0,0,0,0,0,0,0,6,16,0,0,2,x,0,0,0,0,1,0,0
110003049,11,0,3,49,1103049,- Lot  5,30,3,238,1,x,1,x,3,x,0,0,1,x,3,38,2,x,5,277,1,x,20,983,8,9,14,372,8,251,7,121,16,195,8,80,3,13,8,102,10,189,18,218,8,203,2,x,1,x,1,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,3,19,0,0,0
110003051,11,0,3,51,1103051,- Lot  4,66,8,"2,917",2,x,6,x,4,x,0,0,0,0,4,x,4,x,4,800,0,0,47,"2,994",18,22,38,965,16,550,27,415,32,604,14,221,10,30,14,353,20,715,39,688,16,402,10,"1,921",8,18,8,295,10,"1,608",8,840,5,388,4,380,3,87,3,4,3,44,3,39,8,16,1,x,1,x,0,0,1,x,1,3,x
110003054,11,0,3,54,1103054,- Lot  3,36,7,"1,702",1,x,5,x,4,x,1,x,0,0,5,59,1,x,2,x,2,x,30,"1,275",18,41,26,497,14,294,15,203,21,206,12,138,8,35,6,33,8,95,27,436,14,246,7,"1,624",5,10,5,222,7,"1,392",6,685,5,x,2,x,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,3,35,0,0,0
110003056,11,0,3,56,1103056,- Lot  2,20,2,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,13,564,5,25,12,259,6,81,7,178,7,69,3,15,2,x,5,x,3,29,11,182,5,70,5,234,3,4,3,45,5,185,3,x,3,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,3,x,0,0,0
110003058,11,0,3,58,1103058,- Lot  1,44,6,x,0,0,5,x,1,x,0,0,0,0,1,x,2,x,1,x,0,0,21,744,12,14,17,293,5,87,13,206,11,66,2,x,8,29,2,x,7,104,17,267,5,64,7,"1,989",6,13,7,239,7,"1,737",7,684,4,583,3,470,3,109,2,x,3,x,3,63,14,28,1,x,2,x,0,0,10,993,1,0,0
120000000,12,0,0,0,1200000,- Nova Scotia - Nouvelle-êcosse,"3,980",640,"3,616,704",200,"584,853",464,"910,193",321,"2,121,658",8,"96,358",132,"223,823",193,"11,437",363,"18,752,244",277,"13,328,544",135,"739,733","2,329","128,619","1,307","1,846","2,142","56,542",818,"28,913","1,559","27,629","1,866","27,086",675,"14,006","1,139","6,880",558,"6,200",878,"9,195","2,075","33,950",781,"22,923",329,"133,640",126,610,139,"11,754",314,"121,276",192,"39,222",205,"39,338",129,"42,716",285,"31,670",209,535,274,"14,758",269,"16,377",780,"2,957",176,"2,313",161,"2,741",80,"285,607",100,"13,231",86,125,"5,514"
120100000,12,1,0,0,1200000,- Agricultural Region RÇgion agricole 1,522,91,"238,894",32,x,70,x,40,"145,269",0,0,15,x,40,"4,746",62,"1,058,275",37,"1,303,073",25,x,285,"9,705",157,214,253,"4,032",74,"1,394",203,"2,638",231,"2,054",46,736,163,696,92,622,148,902,243,"2,503",68,"1,131",49,"19,003",17,103,22,"1,984",46,"16,916",30,"5,657",25,"5,892",21,"5,367",42,"4,568",33,87,39,"2,173",35,"2,308",90,261,28,172,24,195,60,"254,455",46,"7,571",12,15,86
120101000,12,1,1,0,1201000,- Shelburne County,22,7,x,4,112,4,48,1,x,0,0,3,31,2,x,5,"1,344",4,125,3,59,5,39,1,x,3,14,0,0,3,14,2,x,0,0,1,x,1,x,3,x,4,9,0,0,2,x,0,0,0,0,2,x,1,x,1,x,0,0,3,x,3,12,3,x,3,335,5,19,1,x,4,14,2,x,7,572,2,0,0
120101006,12,1,1,6,1201006,- Shelburne,22,7,x,4,112,4,48,1,x,0,0,3,31,2,x,5,"1,344",4,125,3,59,5,39,1,x,3,14,0,0,3,14,2,x,0,0,1,x,1,x,3,x,4,9,0,0,2,x,0,0,0,0,2,x,1,x,1,x,0,0,3,x,3,12,3,x,3,335,5,19,1,x,4,14,2,x,7,572,2,0,0
120102000,12,1,2,0,1202000,- Yarmouth County,109,15,"1,710",7,357,11,346,11,"1,007",0,0,0,0,8,"2,128",10,"3,657",8,729,5,116,53,"2,207",26,x,49,"1,002",18,572,37,430,43,553,12,271,25,132,23,150,28,x,44,459,15,456,2,x,0,0,0,0,2,x,1,x,1,x,0,0,9,"2,466",9,41,9,"1,111",8,"1,314",18,57,8,41,5,71,6,"17,500",20,"3,238",0,3,9
120102001,12,1,2,1,1202001,- Argyle,25,4,315,2,x,4,79,4,x,0,0,0,0,3,x,3,x,3,205,2,x,5,64,2,x,4,22,0,0,4,22,5,15,0,0,4,11,3,4,5,x,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,4,24,4,x,4,x,2,x,2,x,1,x,1,x,8,"1,502",0,0,0
120102004,12,1,2,4,1202004,- Yarmouth,84,11,"1,395",5,x,7,267,7,x,0,0,0,0,5,x,7,x,5,524,3,x,48,"2,143",24,33,45,980,18,572,33,408,38,538,12,271,21,121,20,146,23,147,39,445,15,456,2,x,0,0,0,0,2,x,1,x,1,x,0,0,5,x,5,17,5,x,4,x,16,x,6,x,4,x,5,x,12,"1,736",0,3,9
120103000,12,1,3,0,1203000,- Digby County,106,15,x,5,180,10,246,6,x,0,0,2,x,2,x,6,"1,198",3,95,1,x,23,716,18,x,22,264,3,3,20,261,19,x,0,0,16,x,9,x,12,69,20,203,1,x,8,x,8,x,8,x,8,x,8,x,8,x,8,x,4,46,3,x,2,x,3,x,7,12,1,x,1,x,49,"230,637",16,"3,678",0,4,x
120103001,12,1,3,1,1203001,- Clare,74,10,x,3,x,7,205,4,x,0,0,1,x,1,x,3,x,3,95,1,x,13,428,10,13,12,140,1,x,11,x,11,127,0,0,8,45,6,82,7,48,10,100,0,0,7,"11,427",7,53,7,"1,132",7,"10,242",7,"3,239",7,"3,696",7,"3,307",1,x,1,x,0,0,0,0,1,x,0,0,1,x,41,"180,942",12,"3,106",0,1,x
120103004,12,1,3,4,1203004,- Digby,32,5,81,2,x,3,41,2,x,0,0,1,x,1,x,3,x,0,0,0,0,10,288,8,x,10,124,2,x,9,x,8,x,0,0,8,x,3,x,5,21,10,103,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,3,x,2,x,2,x,3,x,6,x,1,x,0,0,8,"49,695",4,572,0,3,14
120104000,12,1,4,0,1204000,- Queens County,35,3,x,0,0,3,17,1,x,0,0,1,x,4,x,3,185,0,0,2,x,23,664,14,21,19,226,4,31,16,195,19,152,3,49,15,61,7,42,14,102,20,163,3,x,5,x,1,x,1,x,5,x,4,x,2,x,1,x,2,x,1,x,1,x,1,x,3,14,1,x,2,x,0,0,0,0,3,1,x
120104008,12,1,4,8,1204008,"- Queens, Subd. B",35,3,x,0,0,3,17,1,x,0,0,1,x,4,x,3,185,0,0,2,x,23,664,14,21,19,226,4,31,16,195,19,152,3,49,15,61,7,42,14,102,20,163,3,x,5,x,1,x,1,x,5,x,4,x,2,x,1,x,2,x,1,x,1,x,1,x,3,14,1,x,2,x,0,0,0,0,3,1,x
120106000,12,1,6,0,1206000,- Lunenburg County,250,51,"236,303",16,x,42,x,21,"143,984",0,0,9,x,24,x,38,"1,051,891",22,"1,302,124",14,x,181,"6,079",98,133,160,"2,526",49,788,127,"1,738",148,"1,189",31,416,106,435,52,338,91,562,155,"1,669",49,652,32,x,8,35,13,x,29,x,16,x,13,"1,346",12,"1,276",24,"1,322",17,29,24,683,20,610,57,159,17,120,12,86,3,x,3,83,7,7,59
120106001,12,1,6,1,1206001,- Lunenburg,206,41,"236,063",13,x,33,x,17,"143,928",0,0,7,x,19,"1,373",32,"1,048,088",20,x,12,x,149,"5,300",78,103,133,"2,250",44,776,103,"1,474",124,"1,042",30,x,85,x,43,261,73,444,127,"1,461",43,641,30,"4,660",8,35,12,546,28,"4,079",15,"1,457",13,"1,346",12,"1,276",15,829,10,19,15,397,14,413,46,124,15,x,10,x,3,x,3,83,4,7,59
120106009,12,1,6,9,1206009,- Chester,44,10,240,3,26,9,158,4,56,0,0,2,x,5,x,6,"3,803",2,x,2,x,32,779,20,30,27,276,5,12,24,264,24,147,1,x,21,x,9,77,18,118,28,208,6,11,2,x,0,0,1,x,1,x,1,x,0,0,0,0,9,493,7,10,9,286,6,197,11,35,2,x,2,x,0,0,0,0,3,0,0
120200000,12,2,0,0,1200000,- Agricultural Region RÇgion agricole 2,"1,322",231,"2,665,938",71,"293,302",153,"509,215",129,"1,863,421",6,x,60,"183,553",58,"2,209",120,"10,236,381",113,"11,511,868",48,"613,486",792,"47,766",440,639,710,"19,725",257,"9,967",521,"9,758",620,"10,677",215,"4,985",367,"2,500",218,"3,192",334,"4,294",694,"12,431",238,"7,923",142,"88,050",65,338,72,"6,774",137,"80,938",89,"24,436",95,"26,447",66,"30,055",58,"5,442",41,84,56,"2,529",56,"2,829",258,"1,112",60,"1,474",57,826,3,"8,250",4,x,26,42,"4,227"
120205000,12,2,5,0,1205000,- Annapolis County,257,37,"3,807",10,944,34,"2,300",19,563,0,0,14,x,16,242,27,"29,367",10,x,8,x,185,"9,548",106,147,164,"3,778",48,"1,697",128,"2,081",148,"2,207",43,939,97,670,52,598,93,787,163,"2,629",45,"1,215",23,"8,838",10,70,11,"1,173",22,"7,595",14,"3,715",15,"2,074",5,"1,806",11,329,9,12,10,146,10,171,60,179,9,51,13,226,1,x,2,x,8,7,45
120205001,12,2,5,1,1205001,"- Annapolis, Subd. D",26,8,713,2,x,8,550,3,x,0,0,3,24,4,116,5,"6,560",0,0,0,0,23,739,12,14,21,281,7,118,17,163,15,158,4,57,7,30,6,71,14,120,18,166,7,89,7,x,2,x,3,x,6,287,4,x,2,x,0,0,3,139,2,x,3,65,3,x,12,37,3,26,4,61,0,0,0,0,2,2,x
120205004,12,2,5,4,1205004,"- Annapolis, Subd. A",74,12,745,3,x,11,x,6,195,0,0,5,x,3,31,9,"5,791",6,x,6,x,51,"1,914",28,35,45,710,9,214,40,496,38,414,4,129,28,153,16,132,27,205,44,550,7,158,7,x,3,17,3,x,7,x,4,x,5,x,2,x,5,138,4,5,4,53,5,80,13,32,1,x,2,x,1,x,1,x,2,3,21
120205009,12,2,5,9,1205009,"- Annapolis, Subd. B",87,13,"2,098",3,x,12,"1,161",7,x,0,0,4,46,6,77,9,"15,572",4,x,2,x,66,"4,030",40,59,58,"1,554",19,831,43,723,57,"1,066",22,481,36,251,23,334,34,346,61,"1,005",18,544,5,x,2,x,2,x,5,x,3,x,4,x,1,x,3,52,3,x,3,28,2,x,22,66,5,x,5,104,0,0,0,0,2,1,x
120205014,12,2,5,14,1205014,"- Annapolis, Subd. C",70,4,251,2,x,3,x,3,x,0,0,2,x,3,18,4,"1,444",0,0,0,0,45,"2,865",26,39,40,"1,233",13,534,28,699,38,569,13,272,26,236,7,61,18,116,40,908,13,424,4,"4,703",3,42,3,644,4,"4,017",3,x,4,x,2,x,0,0,0,0,0,0,0,0,13,44,0,0,2,x,0,0,1,x,2,1,x
120207000,12,2,7,0,1207000,- Kings County,666,128,"2,505,005",40,"240,629",65,"420,956",82,"1,843,420",4,"67,558",26,"178,787",23,"1,244",52,"8,377,064",81,"11,500,117",23,"602,772",326,"20,719",177,265,284,"7,773",92,"3,545",222,"4,228",245,"4,810",72,"1,806",144,916,106,"2,088",143,"2,730",279,"5,141",84,"2,912",74,"70,383",39,218,44,"4,726",72,"65,439",50,"17,606",57,"22,376",46,"25,457",18,"2,275",15,34,18,945,18,"1,296",96,437,30,"1,023",19,282,1,x,1,x,6,23,"3,704"
120207001,12,2,7,1,1207001,"- Kings, Subd. A",314,49,"365,532",16,x,35,x,24,x,1,x,10,x,12,315,27,"1,904,472",22,"1,424,632",7,x,154,"9,372",86,133,136,"3,562",45,"1,474",109,"2,088",116,"1,935",31,663,76,423,54,849,71,"1,360",135,"2,382",40,"1,208",38,"25,137",20,127,24,"2,631",36,"22,379",25,"8,241",26,"6,884",19,"7,254",13,"1,956",12,30,13,811,13,"1,115",56,215,15,531,10,177,1,x,1,x,3,14,"2,612"
120207011,12,2,7,11,1207011,"- Kings, Subd. C",43,7,"114,670",2,x,3,x,5,x,1,x,2,x,1,x,2,x,5,"570,331",2,x,25,"1,144",15,16,22,455,6,123,19,332,17,191,3,44,10,77,8,70,11,151,19,331,5,101,3,"1,577",2,x,3,x,3,x,3,586,2,x,2,x,0,0,0,0,0,0,0,0,6,24,2,x,1,x,0,0,0,0,0,2,x
120207016,12,2,7,16,1207016,"- Kings, Subd. B",192,47,"1,431,522",13,"148,300",15,"252,707",35,"1,030,515",1,x,10,"124,784",5,x,14,"5,379,332",38,"6,362,945",11,"312,993",80,"4,964",38,54,65,"1,573",13,494,54,"1,079",59,"1,391",12,269,32,245,28,877,35,826,65,"1,120",11,400,24,"41,234",10,65,10,"1,573",24,"39,596",15,"7,783",22,"14,547",18,"17,266",3,x,2,x,3,x,3,x,22,130,6,443,4,x,0,0,0,0,1,3,x
120207021,12,2,7,21,1207021,"- Kings, Subd. D",117,25,"593,281",9,x,12,x,18,"494,164",1,x,4,"36,010",5,821,9,x,16,"3,142,209",3,x,67,"5,239",38,62,61,"2,183",28,"1,454",40,729,53,"1,293",26,830,26,171,16,292,26,393,60,"1,308",28,"1,203",9,"2,435",7,x,7,x,9,x,7,996,7,x,7,x,2,x,1,x,2,x,2,x,12,68,7,x,4,39,0,0,0,0,2,4,x
