AREAID,PROV,CAR,CD,CCS,CAR2,SGC,AREANAME,TOTAL,TYPORG2_1,TYPORG2_2,TYPORG2_3,TYPORG2_4,TYPORG2_5,TYPORG2_6,TYPORG_1,TYPORG_2,TYPORG_3,TYPORG_4,TYPORG_5,TYPORG_6,TYPORG_7,TYPORG_8,TYPORG_9,TYPORG_10,TYPORG_11,TYPORG_12,TYPORG_13,TYPORG_14,TYPORG_15,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,CRPSFDT,CRPSFDT_1,CRPSFDT_2,CRPSFDT_3,CRPSFDT_4,CRPSFDT_5,CRPSFDT_6,CRPSFDT_7,CRPSFDT_8,CRPSFDT_9,CRPSFDT_10,CRPSFDT_11,CRPSFDT_12,NFERTIL,FERTIL,EFERTIL,NMANURE,MANURE,EMANURE,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NCROPROT,NCOVCROP,NGRASWAT,NSTRIPCR,NCONTOUR,NOTHSEC,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NWINDYES,WINDYES,NSALINYES,FRMSIZE,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14,FRMSIZE_15
100305007,10,3,5,7,3,1005007,"- Division No.  5, Subd. E",48,27,1,7,11,1,1,19,1,7,8,0,0,2,1,29,27,0,0,1,0,1,48,"12,089","4,892",32,"2,946","1,192",38,"9,143","3,700",37,"8,930","3,614",3,213,86,48,"12,089","4,892",43,"2,867","1,160",3,71,29,17,"1,091",442,9,"1,872",758,47,"6,188","2,504",43,0,3,24,9,5,1,1,0,0,0,0,0,33,"2,411",976,20,935,378,9,182,74,11,195,79,1,x,x,18,3,2,0,4,5,0,0,0,3,71,29,0,0,0,26,721,292,25,x,x,1,x,x,0,0,0,3,2,0,48,1,2,12,12,1,7,8,3,1,0,0,0,0,0,1
100305010,10,3,5,10,3,1005010,"- Division No.  5, Subd. F",28,12,0,2,12,1,1,15,0,2,3,0,7,1,2,13,12,0,0,0,0,1,28,"4,191","1,696",21,"2,237",905,18,"1,954",791,16,x,x,4,x,x,28,"4,191","1,696",22,"1,005",407,0,0,0,9,259,105,9,149,60,26,"2,778","1,124",22,5,4,9,2,0,1,1,0,0,0,0,0,13,795,322,12,709,287,6,215,87,4,113,46,4,x,x,6,0,2,0,2,4,0,0,0,0,0,0,0,0,0,9,114,46,8,x,x,1,x,x,1,x,x,4,5,0,28,1,3,13,4,1,1,1,1,2,1,0,0,0,0,0
100305999,10,3,5,999,3,1005999,- Division No.  9,21,13,1,3,1,0,3,4,0,3,1,0,0,0,0,17,13,1,0,0,0,3,21,"2,209",894,8,94,38,16,"2,115",856,15,x,x,1,x,x,21,"2,209",894,9,165,67,0,0,0,8,287,116,4,226,91,20,"1,531",620,9,0,4,5,0,0,0,0,0,0,0,0,0,12,179,72,7,125,51,3,19,8,5,11,4,1,x,x,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,9,71,29,8,x,x,1,x,x,0,0,0,4,6,0,21,4,3,10,0,2,0,0,1,0,0,1,0,0,0,0
110000000,11,0,0,0,0,1100000,- Prince Edward Island - Ile-du-Prince-êdouard,"2,361","1,620",169,357,180,27,8,691,157,354,103,16,47,8,6,"1,670","1,620",12,3,19,8,8,"2,361","639,693","258,875","2,262","457,865","185,291","1,087","181,828","73,583",289,"39,649","16,045",995,"142,179","57,538","2,361","639,693","258,875","2,090","380,796","154,103",87,"2,464",997,"1,014","47,636","19,278",827,"39,207","15,867","2,050","169,590","68,631","2,094",33,71,659,430,254,182,250,93,43,43,26,10,"1,668","252,336","102,117","1,537","64,316","26,028","1,191","182,322","73,783",645,"89,356","36,161",17,939,380,"1,501",181,231,92,208,328,17,"1,034",418,48,872,353,28,558,226,"1,867","276,066","111,720","1,755","251,851","101,920",191,"21,698","8,781",87,"2,517","1,019",216,460,0,"2,361",56,66,328,393,305,283,461,239,110,61,34,16,7,1,1
110001000,11,0,1,0,1,1101000,#NAME?,396,266,35,58,33,4,0,118,32,58,19,3,6,0,0,278,266,3,0,8,1,0,396,"128,304","51,923",386,"97,264","39,361",176,"31,040","12,561",47,"5,576","2,257",165,"25,464","10,305",396,"128,304","51,923",356,"62,880","25,447",30,"1,084",439,154,"6,859","2,776",133,"7,609","3,079",357,"49,872","20,182",359,8,12,122,61,41,35,45,17,6,3,8,1,281,"43,142","17,459",231,"8,200","3,318",202,"33,209","13,439",103,"14,855","6,012",1,x,x,252,35,27,16,41,53,5,572,231,19,381,154,7,131,53,328,"46,517","18,825",303,"43,960","17,790",32,"2,059",833,20,498,202,41,77,0,396,10,6,38,63,40,55,81,57,24,9,6,5,0,1,1
110001001,11,0,1,1,1,1101001,- Lot 64,32,23,1,6,2,0,0,9,1,6,2,0,0,0,0,23,23,0,0,0,0,0,32,"5,569","2,254",31,"4,549","1,841",8,"1,020",413,1,x,x,7,x,x,32,"5,569","2,254",29,"2,758","1,116",3,17,7,12,384,155,9,394,159,27,"2,016",816,29,2,0,14,7,3,0,1,2,0,0,0,0,18,"1,709",692,17,419,170,14,"1,439",582,4,634,257,0,0,0,20,0,0,1,0,7,1,x,x,2,x,x,0,0,0,26,"2,310",935,22,"2,159",874,2,x,x,4,x,x,5,7,0,32,1,1,5,8,3,7,4,3,0,0,0,0,0,0,0
110001006,11,0,1,6,1,1101006,- Lot 63,19,10,1,3,4,1,0,7,1,3,3,0,0,0,0,12,10,0,0,1,1,0,19,"5,620","2,274",19,"4,031","1,631",7,"1,589",643,1,x,x,6,x,x,19,"5,620","2,274",17,"3,144","1,272",1,x,x,5,181,73,2,x,x,18,x,x,17,0,0,3,4,3,3,2,1,1,0,0,0,14,"2,216",897,8,310,125,11,"1,483",600,8,686,278,0,0,0,14,5,3,3,1,3,0,0,0,1,x,x,0,0,0,14,"2,375",961,14,x,x,1,x,x,0,0,0,3,8,0,19,0,0,1,3,3,2,5,2,3,0,0,0,0,0,0
110001008,11,0,1,8,1,1101008,- Lot 61,24,15,3,6,0,0,0,9,3,6,0,0,0,0,0,15,15,0,0,0,0,0,24,"4,572","1,850",22,"3,819","1,545",8,753,305,2,x,x,7,x,x,24,"4,572","1,850",20,"1,710",692,1,x,x,6,239,97,12,379,153,18,x,x,21,1,3,10,1,1,3,2,0,0,0,0,0,17,"1,172",474,14,409,166,8,767,310,3,323,131,0,0,0,12,2,1,2,0,2,0,0,0,1,x,x,0,0,0,18,"1,337",541,17,"1,204",487,2,x,x,1,x,x,1,x,0,24,2,1,2,7,3,2,3,3,1,0,0,0,0,0,0
110001009,11,0,1,9,1,1101009,- Lot 59,23,18,1,3,1,0,0,5,1,3,0,0,1,0,0,18,18,0,0,0,0,0,23,"5,378","2,176",22,"3,528","1,428",10,"1,850",749,3,380,154,9,"1,470",595,23,"5,378","2,176",21,"2,919","1,181",1,x,x,6,510,206,1,x,x,19,x,x,21,0,1,10,3,2,2,2,0,0,1,0,0,18,"2,140",866,15,363,147,13,"1,818",736,5,151,61,0,0,0,14,5,1,0,2,2,0,0,0,0,0,0,1,x,x,19,"2,437",986,17,"2,100",850,5,228,92,3,109,44,1,x,0,23,1,0,6,4,1,3,4,2,0,2,0,0,0,0,0
110001014,11,0,1,14,1,1101014,- Lot 51,30,24,3,2,1,0,0,5,2,2,1,0,0,0,0,25,24,1,0,0,0,0,30,"10,715","4,336",30,"8,154","3,300",8,"2,561","1,036",3,841,340,7,"1,720",696,30,"10,715","4,336",27,"4,984","2,017",1,x,x,14,647,262,12,752,304,29,x,x,27,0,0,6,6,5,5,4,0,0,0,1,0,24,"2,644","1,070",19,725,293,18,"1,712",693,10,972,393,0,0,0,20,6,1,2,2,4,0,0,0,0,0,0,1,x,x,26,"3,659","1,481",24,"3,370","1,364",4,289,117,0,0,0,3,1,0,30,0,1,0,1,3,8,8,6,1,1,0,1,0,0,0
110001016,11,0,1,16,1,1101016,- Lot 52,26,16,4,2,4,0,0,8,3,2,3,0,0,0,0,18,16,1,0,1,0,0,26,"8,267","3,346",26,"6,631","2,683",12,"1,636",662,4,190,77,11,"1,446",585,26,"8,267","3,346",19,"4,406","1,783",2,x,x,13,683,276,6,525,212,23,x,x,19,0,0,5,2,1,4,3,2,2,0,0,0,16,"3,078","1,246",16,993,402,15,"2,719","1,100",8,445,180,0,0,0,15,2,3,0,7,3,0,0,0,2,x,x,0,0,0,19,"3,350","1,356",17,x,x,1,x,x,1,x,x,3,7,0,26,2,0,4,2,4,1,3,7,1,1,1,0,0,0,0
110001019,11,0,1,19,1,1101019,- Lot 53,19,11,3,4,1,0,0,8,3,4,0,0,1,0,0,11,11,0,0,0,0,0,19,"6,548","2,650",18,"4,433","1,794",10,"2,115",856,5,541,219,9,"1,574",637,19,"6,548","2,650",19,"3,552","1,437",3,67,27,6,306,124,9,373,151,18,"2,250",911,19,0,0,10,0,1,1,4,2,1,0,0,0,16,"3,046","1,233",15,604,244,12,"2,573","1,041",5,690,279,0,0,0,15,5,0,1,4,3,0,0,0,1,x,x,2,x,x,18,"3,131","1,267",18,"2,996","1,212",2,x,x,1,x,x,3,1,0,19,0,0,1,2,3,1,5,4,2,1,0,0,0,0,0
110001026,11,0,1,26,1,1101026,- Lot 54,25,19,3,3,0,0,0,6,3,3,0,0,0,0,0,19,19,0,0,0,0,0,25,"6,910","2,796",25,"5,834","2,361",9,"1,076",435,2,x,x,8,x,x,25,"6,910","2,796",22,"2,893","1,171",2,x,x,13,554,224,10,272,110,25,x,x,22,0,0,11,3,2,1,4,1,0,0,0,0,17,"1,979",801,16,450,182,12,"1,698",687,2,x,x,0,0,0,16,0,1,0,4,5,0,0,0,1,x,x,1,x,x,22,"2,007",812,19,"1,507",610,4,x,x,2,x,x,2,x,0,25,0,0,2,7,2,4,3,4,2,1,0,0,0,0,0
110001028,11,0,1,28,1,1101028,- Lot 55,20,16,1,1,2,0,0,2,0,1,0,0,1,0,0,18,16,1,0,1,0,0,20,"12,122","4,906",19,"10,856","4,393",12,"1,266",512,0,0,0,12,"1,266",512,20,"12,122","4,906",19,"2,372",960,1,x,x,9,431,174,7,"1,315",532,19,x,x,19,1,0,6,7,1,2,0,2,0,0,0,0,12,"1,184",479,9,567,229,6,615,249,2,x,x,0,0,0,13,1,2,1,2,3,0,0,0,1,x,x,0,0,0,18,"1,157",468,16,x,x,1,x,x,1,x,x,2,x,0,20,0,1,1,3,2,4,6,1,0,1,0,0,0,0,1
110001029,11,0,1,29,1,1101029,- Lot 56,16,10,3,2,0,1,0,6,3,2,0,1,0,0,0,10,10,0,0,0,0,0,16,"4,700","1,902",15,"3,807","1,541",8,893,361,2,x,x,8,x,x,16,"4,700","1,902",16,"2,133",863,0,0,0,14,571,231,6,189,76,15,"1,807",731,16,0,0,8,0,3,2,3,0,0,0,0,0,15,"1,265",512,15,437,177,9,855,346,5,253,102,0,0,0,11,0,0,0,2,4,0,0,0,0,0,0,0,0,0,14,"1,184",479,14,x,x,1,x,x,0,0,0,2,x,0,16,0,0,1,3,2,2,4,2,2,0,0,0,0,0,0
110001031,11,0,1,31,1,1101031,- Lot 43,16,10,0,4,2,0,0,6,0,4,2,0,0,0,0,10,10,0,0,0,0,0,16,"5,117","2,071",16,"4,165","1,686",7,952,385,3,240,97,7,712,288,16,"5,117","2,071",16,"3,555","1,439",0,0,0,5,97,39,3,166,67,16,"1,299",526,16,0,1,5,2,1,2,3,1,0,0,1,0,12,"2,430",983,8,174,70,6,"1,129",457,6,"1,509",611,0,0,0,11,0,3,1,3,2,0,0,0,0,0,0,0,0,0,13,"2,344",949,12,x,x,1,x,x,0,0,0,2,x,0,16,0,0,1,3,0,2,5,4,0,0,1,0,0,0,0
110001032,11,0,1,32,1,1101032,- Lot 44,18,12,0,5,1,0,0,6,0,5,0,0,1,0,0,12,12,0,0,0,0,0,18,"2,423",981,18,"2,116",856,3,307,124,0,0,0,3,307,124,18,"2,423",981,12,794,321,1,x,x,4,140,57,7,280,113,17,x,x,13,2,2,4,3,1,0,1,0,0,0,0,0,7,116,47,9,151,61,4,81,33,2,x,x,0,0,0,4,0,0,0,2,1,1,x,x,0,0,0,1,x,x,9,558,226,8,x,x,1,x,x,1,x,x,1,x,0,18,2,1,3,4,1,5,2,0,0,0,0,0,0,0,0
110001034,11,0,1,34,1,1101034,- Lot 45,21,12,1,5,3,0,0,8,1,5,2,0,0,0,0,13,12,0,0,1,0,0,21,"14,183","5,740",21,"8,821","3,570",16,"5,362","2,170",5,"2,006",812,15,"3,356","1,358",21,"14,183","5,740",20,"8,349","3,379",2,x,x,5,105,42,10,970,393,20,x,x,20,0,0,3,2,4,0,4,3,1,0,2,1,18,"6,563","2,656",10,365,148,14,"5,247","2,123",9,"3,403","1,377",0,0,0,15,4,4,1,4,1,1,x,x,1,x,x,0,0,0,19,"6,632","2,684",19,"6,632","2,684",0,0,0,0,0,0,1,x,0,21,1,0,0,1,0,1,6,5,2,2,1,1,0,1,0
110001039,11,0,1,39,1,1101039,- Lot 47,22,11,2,4,5,0,0,10,2,4,3,0,1,0,0,12,11,0,0,1,0,0,22,"9,230","3,735",22,"6,169","2,497",17,"3,061","1,239",9,283,115,17,"2,778","1,124",22,"9,230","3,735",22,"5,346","2,163",3,445,180,6,279,113,6,226,91,19,"2,934","1,187",22,0,1,7,2,5,1,2,0,1,1,2,0,19,"3,991","1,615",12,216,87,14,"3,747","1,516",12,"1,828",740,0,0,0,17,0,4,1,2,2,2,x,x,1,x,x,0,0,0,21,"4,620","1,870",20,x,x,1,x,x,0,0,0,0,0,0,22,0,0,1,3,3,4,3,3,2,0,3,0,0,0,0
110001042,11,0,1,42,1,1101042,- Lot 41,26,20,3,1,1,1,0,5,3,1,0,1,0,0,0,21,20,0,0,1,0,0,26,"8,352","3,380",26,"6,103","2,470",14,"2,249",910,1,x,x,14,x,x,26,"8,352","3,380",24,"3,581","1,449",4,33,13,14,501,203,15,934,378,24,"3,303","1,337",24,0,1,9,4,2,2,4,2,0,0,0,0,20,"2,293",928,18,422,171,16,"1,841",745,4,629,255,1,x,x,19,1,1,1,3,1,0,0,0,4,33,13,0,0,0,23,"1,924",779,21,"1,752",709,1,x,x,2,x,x,1,x,0,26,0,0,2,5,4,0,7,2,6,0,0,0,0,0,0
110001046,11,0,1,46,1,1101046,- Lot 40,23,15,2,2,4,0,0,6,2,2,1,0,1,0,0,17,15,0,0,2,0,0,23,"10,420","4,217",23,"7,495","3,033",10,"2,925","1,184",3,248,100,10,"2,677","1,083",23,"10,420","4,217",20,"6,658","2,694",0,0,0,10,771,312,7,293,119,19,"2,698","1,092",20,0,1,2,3,4,4,3,0,0,1,2,0,17,"4,806","1,945",13,835,338,15,"3,755","1,520",8,"1,891",765,0,0,0,15,0,2,1,2,5,0,0,0,0,0,0,0,0,0,20,"5,078","2,055",20,"4,828","1,954",3,x,x,1,x,x,5,10,0,23,1,1,2,0,2,4,6,4,0,0,0,3,0,0,0
110001049,11,0,1,49,1,1101049,- Lot 39,17,9,1,5,2,0,0,8,1,5,2,0,0,0,0,9,9,0,0,0,0,0,17,"3,793","1,535",15,"2,538","1,027",12,"1,255",508,3,386,156,10,869,352,17,"3,793","1,535",15,"1,777",719,2,x,x,3,140,57,8,337,136,15,x,x,15,1,1,5,4,1,1,1,1,0,0,0,0,8,"1,235",500,7,328,133,6,883,357,3,447,181,0,0,0,9,2,1,0,0,3,0,0,0,2,x,x,0,0,0,14,"1,257",509,13,x,x,0,0,0,1,x,x,3,8,0,17,0,0,3,5,1,2,3,1,2,0,0,0,0,0,0
110001051,11,0,1,51,1,1101051,- Lot 38,19,15,3,0,0,1,0,4,3,0,0,1,0,0,0,15,15,0,0,0,0,0,19,"4,385","1,775",18,"4,215","1,706",5,170,69,0,0,0,5,170,69,19,"4,385","1,775",18,"1,949",789,3,82,33,9,320,129,3,71,29,16,"1,963",794,19,1,1,4,8,1,2,2,0,0,0,0,0,13,"1,275",516,10,432,175,9,847,343,7,549,222,0,0,0,12,2,0,1,1,2,0,0,0,2,x,x,1,x,x,15,"1,157",468,12,863,349,2,x,x,2,x,x,3,8,0,19,0,0,3,2,3,3,4,4,0,0,0,0,0,0,0
110002000,11,0,2,0,2,1102000,#NAME?,"1,130",780,95,182,59,11,3,337,90,182,35,8,16,3,3,793,780,5,0,4,1,3,"1,130","269,492","109,060","1,083","191,549","77,517",516,"77,943","31,542",109,"12,670","5,127",476,"65,273","26,415","1,130","269,492","109,060","1,003","161,745","65,456",35,910,368,539,"25,544","10,337",390,"18,794","7,606",985,"62,499","25,292","1,004",16,38,349,207,129,79,108,33,15,18,7,5,799,"104,641","42,347",779,"33,933","13,732",540,"71,904","29,099",261,"25,414","10,285",5,x,x,695,89,113,41,99,166,5,269,109,19,388,157,13,253,102,866,"110,598","44,757",810,"97,991","39,656",94,"11,462","4,639",39,"1,145",463,103,243,0,"1,130",16,30,191,206,156,140,223,87,38,24,9,5,5,0,0
110002006,11,0,2,6,2,1102006,- Lot 58,45,28,4,8,4,1,0,17,4,8,2,0,1,0,2,28,28,0,0,0,0,0,45,"12,339","4,993",42,"8,866","3,588",24,"3,473","1,405",6,590,239,21,"2,883","1,167",45,"12,339","4,993",43,"5,514","2,231",3,46,19,17,794,321,10,288,117,44,"5,697","2,305",43,0,1,18,11,7,2,2,1,0,0,1,0,33,"3,599","1,456",21,469,190,21,"2,391",968,16,"1,251",506,0,0,0,22,9,3,3,2,14,0,0,0,3,46,19,0,0,0,33,"3,327","1,346",29,"3,128","1,266",4,x,x,1,x,x,8,15,0,45,0,1,4,8,4,4,15,6,2,0,1,0,0,0,0
110002008,11,0,2,8,2,1102008,- Lot 57,49,30,5,7,6,1,0,18,5,7,4,1,0,1,0,31,30,0,0,1,0,0,49,"16,303","6,598",47,"11,960","4,840",26,"4,343","1,758",8,862,349,23,"3,481","1,409",49,"16,303","6,598",46,"9,847","3,985",2,x,x,15,953,386,11,521,211,46,x,x,46,1,1,10,6,12,3,8,3,0,1,0,1,39,"5,197","2,103",31,"1,407",569,26,"2,969","1,202",18,"1,405",569,0,0,0,33,9,6,8,5,14,0,0,0,0,0,0,2,x,x,43,"7,808","3,160",38,"6,409","2,594",8,x,x,1,x,x,12,29,0,49,0,1,4,6,9,7,8,8,3,2,0,0,1,0,0
110002009,11,0,2,9,2,1102009,- Lot 50,70,48,9,8,4,1,0,22,9,8,1,1,2,1,0,48,48,0,0,0,0,0,70,"19,935","8,067",64,"12,458","5,042",45,"7,477","3,026",13,"1,561",632,40,"5,916","2,394",70,"19,935","8,067",67,"12,565","5,085",1,x,x,38,"2,009",813,33,"2,380",963,60,x,x,67,1,3,20,9,5,10,12,4,2,0,1,0,55,"9,643","3,902",57,"3,211","1,299",38,"6,783","2,745",25,"2,394",969,0,0,0,48,7,4,3,7,6,0,0,0,1,x,x,0,0,0,60,"9,080","3,675",58,"8,128","3,289",5,614,248,3,338,137,4,11,0,70,0,0,9,13,9,5,19,9,4,1,0,0,1,0,0
110002012,11,0,2,12,2,1102012,- Lot 49,46,34,6,6,0,0,0,12,6,6,0,0,0,0,0,34,34,0,0,0,0,0,46,"13,384","5,416",44,"8,595","3,478",20,"4,789","1,938",4,797,323,19,"3,992","1,616",46,"13,384","5,416",42,"7,935","3,211",1,x,x,23,"1,212",490,14,511,207,41,x,x,42,2,2,9,9,7,4,6,2,0,0,0,1,32,"5,796","2,346",34,"1,360",550,26,"4,521","1,830",13,827,335,0,0,0,32,3,3,4,2,11,0,0,0,0,0,0,1,x,x,36,"5,251","2,125",35,"5,142","2,081",2,x,x,1,x,x,9,25,0,46,1,1,7,7,3,7,10,6,2,1,0,0,1,0,0
110002014,11,0,2,14,2,1102014,- Lot 48,66,54,3,5,4,0,0,12,3,5,3,0,1,0,0,54,54,0,0,0,0,0,66,"11,087","4,487",66,"9,227","3,734",22,"1,860",753,2,x,x,21,x,x,66,"11,087","4,487",56,"5,841","2,364",5,176,71,32,"1,269",514,24,720,291,58,"3,081","1,247",56,1,1,28,9,6,4,6,0,1,0,0,0,47,"3,555","1,439",43,"1,387",561,31,"2,200",890,9,301,122,0,0,0,41,3,4,1,2,9,1,x,x,2,x,x,2,x,x,47,"3,150","1,275",46,"3,107","1,257",2,x,x,3,x,x,5,18,0,66,1,0,16,14,7,11,15,1,1,0,0,0,0,0,0
110002026,11,0,2,26,2,1102026,- Lot 31,102,71,9,20,1,1,0,30,9,20,1,0,0,0,0,72,71,0,0,0,1,0,102,"20,483","8,289",101,"14,315","5,793",45,"6,168","2,496",3,168,68,44,"6,000","2,428",102,"20,483","8,289",88,"13,029","5,273",3,255,103,44,"1,994",807,42,"1,776",719,94,"3,429","1,388",88,2,3,32,22,11,5,5,4,1,2,1,0,72,"7,546","3,054",77,"3,120","1,263",46,"5,552","2,247",23,"2,379",963,0,0,0,61,8,13,4,10,11,2,x,x,1,x,x,0,0,0,72,"8,997","3,641",65,"6,964","2,818",12,x,x,1,x,x,4,5,0,102,2,3,28,16,19,8,12,5,5,2,2,0,0,0,0
110002027,11,0,2,27,2,1102027,#NAME?,55,35,3,9,5,1,2,16,1,9,2,0,2,1,1,39,35,2,0,0,0,2,55,"14,556","5,891",54,"9,900","4,006",24,"4,656","1,884",4,373,151,24,"4,283","1,733",55,"14,556","5,891",36,"11,032","4,464",4,54,22,28,"1,440",583,18,876,355,42,"1,154",467,37,0,2,9,9,5,3,3,0,1,3,0,2,33,"9,050","3,662",30,"2,276",921,24,"6,044","2,446",17,"4,034","1,633",1,x,x,30,2,11,3,7,7,1,x,x,0,0,0,3,x,x,31,"7,756","3,139",28,"7,244","2,932",7,413,167,4,99,40,3,2,0,55,1,6,18,3,6,9,4,2,1,2,1,1,1,0,0
110002028,11,0,2,28,2,1102028,- Lot 65,63,39,4,18,1,1,0,24,4,18,1,1,0,0,0,39,39,0,0,0,0,0,63,"10,716","4,337",61,"7,684","3,110",34,"3,032","1,227",2,x,x,34,x,x,63,"10,716","4,337",58,"6,596","2,669",1,x,x,29,"1,176",476,24,922,373,53,x,x,58,1,0,24,10,13,4,5,0,1,0,0,0,45,"3,649","1,477",45,"1,210",490,35,"2,740","1,109",19,"1,160",469,0,0,0,39,6,6,0,11,7,0,0,0,1,x,x,0,0,0,52,"4,314","1,746",49,"3,139","1,270",7,x,x,2,x,x,3,2,0,63,0,1,12,14,10,9,14,2,1,0,0,0,0,0,0
110002029,11,0,2,29,2,1102029,- Lot 30,44,31,2,8,3,0,0,13,2,8,2,0,1,0,0,31,31,0,0,0,0,0,44,"7,363","2,980",43,"6,263","2,535",16,"1,100",445,2,x,x,15,x,x,44,"7,363","2,980",40,"2,824","1,143",0,0,0,30,"1,384",560,18,"1,136",460,39,"2,019",817,40,2,4,18,8,6,1,1,0,0,0,0,0,21,"1,031",417,31,932,377,16,589,238,7,254,103,0,0,0,15,2,2,1,1,3,0,0,0,0,0,0,0,0,0,28,"1,228",497,27,x,x,1,x,x,1,x,x,2,x,0,44,1,0,5,11,14,5,6,1,1,0,0,0,0,0,0
110002031,11,0,2,31,2,1102031,- Lot 29,36,23,5,4,3,1,0,13,5,4,1,1,2,0,0,23,23,0,0,0,0,0,36,"8,957","3,625",36,"7,214","2,919",15,"1,743",705,3,209,85,14,"1,534",621,36,"8,957","3,625",30,"4,824","1,952",1,x,x,18,937,379,15,909,368,29,x,x,30,0,2,8,4,3,7,5,0,1,0,0,0,25,"3,302","1,336",23,816,330,20,"2,586","1,047",11,"1,403",568,0,0,0,29,5,5,1,7,2,0,0,0,1,x,x,0,0,0,27,"3,583","1,450",27,x,x,2,x,x,1,x,x,0,0,0,36,0,0,2,9,5,3,11,3,3,0,0,0,0,0,0
110002036,11,0,2,36,2,1102036,- Lot 67,63,40,5,14,3,1,0,23,5,14,2,1,1,0,0,40,40,0,0,0,0,0,63,"15,614","6,319",61,"12,818","5,187",19,"2,796","1,132",9,"1,145",463,14,"1,651",668,63,"15,614","6,319",54,"8,089","3,274",1,x,x,34,"1,702",689,21,"1,123",454,55,x,x,54,1,2,15,15,9,1,8,2,0,1,0,0,44,"5,393","2,182",48,"1,961",794,30,"3,146","1,273",7,996,403,0,0,0,39,2,3,1,4,12,0,0,0,0,0,0,1,x,x,47,"4,950","2,003",46,"4,821","1,951",4,x,x,1,x,x,5,15,0,63,1,0,6,10,11,10,16,5,1,1,2,0,0,0,0
110002038,11,0,2,38,2,1102038,- Lot 20,45,26,3,9,6,1,0,18,2,9,6,1,0,0,0,27,26,1,0,0,0,0,45,"13,986","5,660",43,"7,703","3,117",27,"6,283","2,543",10,"1,500",607,24,"4,783","1,936",45,"13,986","5,660",41,"10,656","4,312",0,0,0,26,"1,242",503,14,653,264,37,"1,435",581,41,0,1,9,11,3,2,7,2,3,2,1,0,35,"6,429","2,602",33,"1,887",764,25,"4,669","1,889",9,"1,157",468,0,0,0,33,3,8,1,3,7,0,0,0,0,0,0,0,0,0,37,"7,439","3,010",35,"7,293","2,951",3,74,30,3,72,29,4,9,0,45,1,0,6,8,7,5,6,4,5,1,2,0,0,0,0
110002039,11,0,2,39,2,1102039,- Lot 21,32,21,5,3,3,0,0,9,4,3,0,0,2,0,0,23,21,1,0,1,0,0,32,"9,405","3,806",28,"5,436","2,200",14,"3,969","1,606",6,"1,253",507,13,"2,716","1,099",32,"9,405","3,806",29,"6,776","2,742",0,0,0,16,714,289,9,638,258,26,"1,277",517,29,0,1,8,7,4,3,2,1,0,2,0,1,16,"2,452",992,17,462,187,11,"4,693","1,899",5,992,401,0,0,0,23,1,3,2,2,5,0,0,0,0,0,0,0,0,0,22,"4,738","1,917",21,"4,127","1,670",3,x,x,2,x,x,3,5,0,32,1,1,6,5,3,3,8,0,2,2,0,1,0,0,0
110002040,11,0,2,40,2,1102040,#NAME?,31,21,3,6,0,1,0,10,3,6,0,1,0,0,0,21,21,0,0,0,0,0,31,"4,242","1,717",31,"2,893","1,171",8,"1,349",546,1,x,x,8,x,x,31,"4,242","1,717",25,"2,721","1,101",3,33,13,18,591,239,10,221,89,28,676,274,25,1,0,11,5,3,2,2,1,0,0,0,0,21,"1,387",561,22,"1,021",413,9,532,215,6,129,52,0,0,0,18,0,3,0,2,6,0,0,0,3,33,13,0,0,0,22,"1,620",656,22,"1,620",656,0,0,0,0,0,0,6,8,0,31,1,2,8,8,4,2,4,2,0,0,0,0,0,0,0
