AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NELECTY,ELECTY,NTINTRST,TINTRST,NINTOPER,INTOPER,NINTOTHD,INTOTHD,NTELPHON,TELPHON,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NFUELHT,FUELHT,NOTHEXP,OTHEXP,SALEDST,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_11,FRMTYP1_9,FRMTYP1_10,FRMTYP1_12,NVFTPRD,VFTPRD,NMAPLET,MAPLET,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
110001009,11,0,1,9,1101009,- Lot 59,23,"1,772,055",10,"77,982",10,"77,982",0,0,11,"385,520",6,"82,680",9,"302,840",19,"44,590",12,"87,238",9,"37,273",9,"49,965",18,"11,184",21,"213,987",17,"103,971",21,"110,016",7,"10,812",20,"189,694",20,"117,355",12,"28,530",14,"43,809",14,"468,662",11,"421,758",11,"294,545",9,"27,177",14,"19,727",6,"26,389",13,"255,997",23,"2,238,684",3,2,4,3,2,3,1,5,0,20,0,3,5,2,0,2,3,1,0,2,1,1,0,0,0,0,11,726,5,322,9,404
110001014,11,0,1,14,1101014,- Lot 51,30,"2,445,831",6,x,6,"87,269",1,x,19,"544,341",8,"225,312",17,"319,029",28,"57,169",20,"278,330",11,"53,088",16,"225,242",25,"16,063",27,"313,912",26,"132,063",26,"181,849",12,x,24,"398,729",24,"273,337",19,"64,792",17,"60,600",22,"272,552",22,"199,866",20,"186,916",12,"52,049",15,"20,637",13,"68,140",18,"228,714",30,"3,298,600",2,2,3,5,2,7,6,1,2,28,9,5,1,0,0,1,9,0,0,2,0,1,3,"1,500",0,0,19,"1,000",4,x,18,x
110001016,11,0,1,16,1101016,- Lot 52,26,"2,116,584",9,"29,545",8,x,1,x,20,"308,779",11,"132,429",15,"176,350",22,"49,699",15,"154,028",13,"76,156",8,"77,872",22,"12,468",22,"217,587",20,"96,414",20,"121,173",8,"9,102",20,"337,509",18,"215,647",14,"57,460",14,"64,402",19,"786,070",19,"575,559",18,"465,618",12,"191,685",15,"18,826",9,"8,968",16,"202,829",26,"2,848,793",3,1,2,3,3,2,9,2,1,23,4,2,7,0,0,0,2,0,0,7,1,0,2,x,0,0,20,556,5,242,19,314
110001019,11,0,1,19,1101019,- Lot 53,19,"1,147,133",9,"47,297",8,x,1,x,12,"199,833",7,"85,131",8,"114,702",15,"34,246",10,"59,296",2,x,9,x,13,"9,120",18,"224,218",17,"75,168",18,"149,050",8,"20,989",16,"182,900",15,"103,785",8,"30,344",10,"48,771",15,"269,353",14,"222,373",13,"208,465",8,"32,993",13,"13,987",4,"4,118",10,"95,763",19,"1,399,429",2,1,3,3,3,3,2,2,0,17,6,3,2,0,0,2,3,0,0,1,0,0,1,x,0,0,12,318,2,x,11,x
110001026,11,0,1,26,1101026,- Lot 54,25,"1,119,710",6,"22,821",6,"22,821",0,0,10,"99,903",2,x,10,x,18,"36,643",14,"182,429",10,"81,615",7,"100,814",16,"12,328",22,"189,606",21,"76,992",20,"112,614",12,"15,137",21,"173,264",21,"99,441",12,"48,975",14,"24,848",22,"269,712",21,"207,971",21,"199,975",14,"46,189",16,"15,552",6,"6,203",15,"111,664",25,"1,226,188",7,2,3,6,1,2,3,1,0,18,2,8,3,0,0,0,2,0,0,3,0,0,4,x,1,x,10,226,0,0,10,226
110001028,11,0,1,28,1101028,- Lot 55,20,"1,230,208",8,x,8,x,0,0,13,"260,291",6,"112,003",9,"148,288",18,"32,079",13,"54,881",8,"21,973",10,"32,908",17,"11,932",20,"147,528",20,"82,363",17,"65,165",11,"15,792",17,"133,742",17,"99,226",9,"16,247",10,"18,269",17,"320,448",16,"222,054",15,"212,018",6,"66,021",14,"32,373",4,x,11,"225,026",20,"1,466,126",3,3,1,3,3,4,1,2,0,17,6,5,1,0,0,0,3,0,0,2,0,0,0,0,0,0,13,651,3,x,12,x
110001029,11,0,1,29,1101029,- Lot 56,16,"987,095",8,"13,446",8,"13,446",0,0,9,"158,550",7,"95,910",7,"62,640",14,"19,642",9,"104,117",6,"33,520",7,"70,597",14,x,16,"139,529",16,"59,896",16,"79,633",7,"25,063",15,"115,718",15,"82,030",10,"21,073",11,"12,615",13,"228,625",13,"164,661",13,"134,933",7,"35,751",13,"28,213",4,x,12,"163,232",16,"1,322,076",2,3,0,1,2,3,4,1,0,14,7,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,9,419,3,266,8,153
110001031,11,0,1,31,1101031,- Lot 43,16,"915,461",6,"5,940",6,"5,940",0,0,7,"128,291",2,x,6,x,13,"15,016",6,"136,218",5,"55,415",6,"80,803",12,"7,337",15,"117,047",15,"57,955",13,"59,092",7,"18,114",14,"329,273",14,"169,098",10,"112,190",9,"47,985",10,"26,532",10,"13,215",10,"8,077",4,"9,365",9,"3,952",7,"4,609",11,"127,084",16,"1,554,999",2,3,1,2,1,2,2,2,1,14,3,2,0,0,0,2,6,0,0,1,0,0,1,x,0,0,7,362,1,x,7,x
110001032,11,0,1,32,1101032,- Lot 44,18,"425,403",3,x,2,x,1,x,10,"69,148",7,"32,900",5,"36,248",12,"8,247",8,"36,387",4,x,6,x,12,x,15,"50,339",14,"21,951",14,"28,388",6,x,10,"35,173",9,x,6,x,4,"1,135",12,"80,885",11,"72,673",10,"44,551",5,"5,100",10,"3,112",2,x,8,"33,516",18,"641,389",2,4,4,2,2,3,0,1,0,16,1,5,2,0,0,0,1,2,0,3,2,0,1,x,0,0,10,168,1,x,10,x
110001034,11,0,1,34,1101034,- Lot 45,21,"4,909,475",12,"126,236",12,"126,236",0,0,14,"1,024,007",9,"350,820",12,"673,187",17,"59,620",16,"219,151",12,"62,846",12,"156,305",17,"50,785",20,"590,491",19,"162,215",18,"428,276",14,"64,264",19,"967,607",19,"474,931",15,"221,320",16,"271,356",14,"250,683",14,"151,131",12,"109,817",8,"84,293",12,"15,259",5,"6,469",13,"1,550,162",21,"6,417,131",1,2,0,1,4,4,4,2,3,20,3,3,0,1,0,3,9,1,0,0,0,0,1,x,0,0,14,"3,172",6,"1,283",14,"1,889"
110001039,11,0,1,39,1101039,- Lot 47,22,"2,860,932",15,"53,587",13,x,2,x,20,"506,555",10,"181,261",16,"325,294",19,"31,875",13,"177,394",6,"38,320",9,"139,074",19,"21,912",22,"272,655",21,"118,981",20,"153,674",11,"25,926",22,"791,852",22,"348,106",18,"173,654",20,"270,092",13,"45,004",13,"28,455",12,"13,386",7,"7,800",13,"8,749",10,"7,582",13,"926,590",22,"3,686,327",0,1,2,5,3,3,5,0,3,22,6,4,0,0,0,3,9,0,0,0,0,0,1,x,0,0,20,"1,769",7,571,19,"1,198"
110001042,11,0,1,42,1101042,- Lot 41,26,"1,339,823",7,"8,189",7,"8,189",0,0,11,"206,145",5,"65,226",10,"140,919",20,"29,312",18,"232,621",10,"77,456",11,"155,165",22,"8,587",25,"158,004",25,"59,169",24,"98,835",11,"26,780",24,"237,816",19,"142,877",17,"56,203",19,"38,736",20,"224,442",19,"134,491",19,"111,986",11,"70,825",18,"19,126",3,"1,635",18,"206,292",26,"1,612,223",2,6,1,6,2,4,3,2,0,24,5,11,1,0,0,2,2,0,0,1,2,0,5,"10,173",0,0,11,975,2,x,11,x
110001046,11,0,1,46,1101046,- Lot 40,23,"3,544,618",9,"23,806",8,x,1,x,16,"882,471",11,"343,920",14,"538,551",21,"51,190",14,"221,959",10,"98,135",10,"123,824",19,"20,180",20,"341,959",19,"140,508",18,"201,451",11,"255,236",18,"788,204",18,"384,571",14,"211,484",14,"192,149",17,"244,128",17,"167,902",17,"162,575",9,"64,023",13,"12,203",6,"6,240",15,"709,245",23,"4,299,267",1,0,3,5,1,5,5,1,2,22,3,5,2,0,0,1,6,1,0,1,2,1,2,x,0,0,16,"1,965",5,662,15,"1,303"
110001049,11,0,1,49,1101049,- Lot 39,17,"680,700",8,"9,281",8,x,1,x,10,"197,134",4,x,9,x,11,"10,252",7,"85,617",5,"22,111",6,"63,506",10,"5,309",16,"84,851",14,"49,864",11,"34,987",6,"8,152",14,"206,612",13,x,9,x,11,"20,106",11,"38,538",10,"26,928",10,"20,853",3,"9,600",8,"2,010",4,"1,950",10,"33,004",17,"869,704",1,4,5,4,0,1,0,2,0,16,2,4,0,0,0,2,5,0,1,0,0,2,0,0,0,0,10,376,3,x,9,x
110001051,11,0,1,51,1101051,- Lot 38,19,"1,059,087",5,"2,300",5,x,1,x,11,"175,890",5,"28,153",11,"147,737",15,"28,467",9,"92,644",7,"30,579",6,"62,065",15,"6,027",18,"160,642",17,"83,181",18,"77,461",7,"13,200",16,"143,163",15,"79,805",13,"34,392",13,"28,966",13,"285,421",13,"223,782",13,"204,755",7,"37,975",10,"23,664",7,"36,662",10,"114,671",19,"1,267,848",3,2,2,4,1,0,6,1,0,16,5,2,1,0,0,2,4,0,1,0,0,1,0,0,0,0,11,531,1,x,11,x
110002000,11,0,2,0,1102000,- Queens County,"1,130","88,354,203",462,"2,557,280",449,"2,496,340",22,"60,940",630,"11,171,520",331,"4,047,389",493,"7,124,131",938,"1,818,798",665,"7,436,204",456,"2,546,975",486,"4,889,229",865,"492,839","1,043","10,220,882",990,"4,461,510",962,"5,759,372",577,"1,513,224",919,"13,065,099",878,"7,501,164",620,"2,557,256",667,"3,006,679",964,"28,548,375",923,"16,078,187",906,"12,979,028",632,"11,007,335",847,"1,462,853",372,"548,537",712,"10,981,445","1,130","111,672,723",96,91,119,199,127,175,211,69,43,"1,034",261,254,119,13,2,26,162,26,21,82,54,14,58,"188,000",3,x,627,"30,992",191,"14,343",549,"16,649"
110002006,11,0,2,6,1102006,- Lot 58,45,"2,784,505",17,"61,422",17,"61,422",0,0,33,"615,720",19,"226,289",28,"389,431",36,"51,003",22,"345,964",17,"134,666",18,"211,298",36,"22,122",41,"450,324",40,"170,237",40,"280,087",21,"28,632",36,"414,363",34,"204,427",30,"127,596",24,"82,340",29,"381,918",28,"195,785",28,"181,901",19,"163,805",25,"22,328",15,"56,590",24,"356,447",45,"3,281,075",4,5,5,9,7,5,6,3,1,41,8,6,2,0,0,0,10,8,3,3,1,0,6,"19,435",1,x,33,"1,711",7,445,29,"1,266"
110002008,11,0,2,8,1102008,- Lot 57,49,"4,238,955",20,"123,532",20,x,1,x,24,"925,301",16,"291,218",19,"634,083",45,"70,109",33,"353,633",23,"154,060",27,"199,573",44,"26,945",47,"477,615",45,"211,339",44,"266,276",29,"76,704",44,"782,915",43,"473,260",34,"158,385",30,"151,270",35,"742,547",33,"288,766",33,"196,748",22,"418,455",32,"35,326",22,"91,673",26,"567,981",49,"5,386,402",3,3,3,9,12,5,8,4,2,46,7,13,3,0,0,3,12,0,3,3,2,0,2,x,0,0,24,"2,218",14,"1,085",21,"1,133"
110002009,11,0,2,9,1102009,- Lot 50,70,"8,900,202",41,"214,030",40,x,2,x,43,"716,086",29,"470,517",31,"245,569",65,"144,033",59,"645,339",50,"274,002",41,"371,337",62,"35,764",67,"737,704",65,"301,009",64,"436,695",39,"74,410",64,"1,156,089",59,"658,213",48,"269,543",47,"228,333",66,"4,051,122",65,"1,815,639",63,"1,504,895",59,"2,109,662",62,"125,821",25,"27,477",56,"1,098,148",70,"10,771,887",4,1,3,14,6,7,21,12,2,66,15,16,10,0,0,2,11,0,2,4,6,0,3,x,0,0,43,"2,219",18,"1,224",39,995
110002012,11,0,2,12,1102012,- Lot 49,46,"2,454,885",18,"57,207",18,"57,207",0,0,25,"225,044",13,"65,605",20,"159,439",37,"76,439",31,"257,944",19,"80,164",23,"177,780",33,"21,501",43,"371,070",42,"170,296",41,"200,774",23,"47,159",39,"473,067",36,"289,573",27,"106,013",32,"77,481",41,"594,084",40,"371,373",39,"300,232",25,"164,961",36,"57,750",10,"13,733",32,"317,637",46,"2,773,328",3,5,6,9,6,7,8,1,1,43,11,12,3,0,0,1,6,1,2,3,4,0,7,"49,424",0,0,24,654,3,x,24,x
110002014,11,0,2,14,1102014,- Lot 48,66,"2,739,235",23,"44,876",23,x,2,x,34,"386,923",18,"131,017",26,"255,906",53,"83,679",34,"265,616",21,"116,649",22,"148,967",46,"20,658",58,"293,769",57,"118,256",53,"175,513",30,"55,960",51,"237,943",49,"153,808",29,"23,338",38,"60,797",60,"1,021,959",57,"628,911",56,"563,724",34,"313,016",52,"80,032",16,"14,816",43,"313,036",66,"3,549,398",8,7,7,15,5,12,11,0,1,58,13,18,5,2,0,0,4,4,1,7,2,2,1,x,0,0,34,"1,323",12,591,26,732
110002026,11,0,2,26,1102026,- Lot 31,102,"6,665,687",35,"105,021",33,"101,631",3,"3,390",59,"676,213",30,"183,077",46,"493,136",82,"156,542",54,"581,107",32,"177,994",38,"403,113",73,"41,902",92,"865,166",84,"342,798",87,"522,368",57,"213,125",81,"931,067",80,"547,825",53,"157,774",61,"225,468",89,"2,267,729",84,"1,203,018",81,"726,634",56,"940,970",82,"123,741",32,"59,356",63,"768,459",102,"8,534,536",9,11,15,14,15,10,19,6,3,93,15,29,9,1,0,1,20,0,0,13,5,0,2,x,0,0,59,"2,149",16,961,52,"1,188"
110002027,11,0,2,27,1102027,- North River,55,"6,239,594",24,"196,623",24,x,1,x,32,"1,172,679",19,"480,280",24,"692,399",43,"100,402",32,"414,695",20,"87,377",25,"327,318",41,"39,250",47,"734,797",42,"307,328",44,"427,469",23,"86,477",36,"1,035,533",36,"565,272",31,"183,076",26,"287,185",44,"1,638,107",42,"878,269",40,"664,481",24,"687,439",41,"72,399",20,"56,835",38,"764,196",55,"8,365,144",8,4,3,10,3,8,10,3,6,47,5,8,6,1,0,0,13,0,0,12,0,2,0,0,0,0,31,"3,332",15,"1,645",27,"1,687"
110002028,11,0,2,28,1102028,- Lot 65,63,"2,889,679",31,"83,506",29,x,2,x,37,"174,807",16,"46,351",27,"128,456",54,"80,608",40,"237,123",26,"81,574",28,"155,549",52,"20,981",57,"373,877",54,"165,396",56,"208,481",30,"69,764",50,"439,959",48,"230,599",36,"101,113",40,"108,247",58,"1,109,964",54,"599,249",54,"376,078",42,"433,934",54,"76,781",19,"20,359",36,"278,731",63,"3,603,271",5,4,7,16,5,18,6,1,1,58,16,13,6,2,0,1,9,1,0,4,6,0,3,"6,600",0,0,37,589,6,145,33,444
110002029,11,0,2,29,1102029,- Lot 30,44,"1,166,229",9,"10,016",8,x,1,x,18,"94,373",9,"51,958",14,"42,415",32,"30,354",14,"57,676",7,x,9,x,29,"11,532",39,"205,782",38,"91,109",33,"114,673",13,"17,771",30,"92,572",28,"63,870",9,"6,791",15,"21,911",40,"496,402",33,"316,492",32,"282,653",21,"149,443",29,"30,467",12,"17,688",24,"132,063",44,"1,355,481",6,9,7,8,7,5,1,1,0,38,7,17,3,2,0,0,6,1,0,0,2,0,2,x,0,0,18,248,3,x,15,x
110002031,11,0,2,31,1102031,- Lot 29,36,"2,474,369",14,"41,756",14,"41,756",0,0,19,"375,136",9,"99,628",17,"275,508",34,"49,186",24,"244,567",18,"74,831",19,"169,736",32,"16,686",35,"547,327",35,"260,518",32,"286,809",24,"65,535",30,"511,989",29,"277,651",24,"123,955",23,"110,383",27,"363,622",26,"189,542",25,"138,250",13,"138,343",26,"35,737",10,"8,342",24,"250,223",36,"3,168,446",3,4,3,1,7,8,8,1,1,33,7,8,3,0,1,1,8,1,0,1,1,2,3,"13,086",0,0,19,"1,586",8,"1,302",13,284
110002036,11,0,2,36,1102036,- Lot 67,63,"4,980,959",24,"150,750",23,x,2,x,36,"493,081",17,"194,151",28,"298,930",57,"116,891",41,"391,129",33,"160,740",28,"230,389",53,"27,656",59,"504,269",53,"230,212",57,"274,057",36,"82,641",50,"624,716",48,"359,600",28,"178,204",37,"86,912",58,"2,090,970",58,"1,355,321",57,"1,154,472",44,"632,340",50,"103,309",17,"12,972",44,"485,884",63,"6,989,613",3,3,4,6,5,16,20,4,2,60,29,6,13,1,0,1,6,0,0,2,2,0,10,"35,472",1,x,35,880,7,393,34,487
110002038,11,0,2,38,1102038,- Lot 20,45,"6,373,088",28,"373,842",27,x,1,x,28,"636,287",16,"154,801",24,"481,486",40,"100,886",35,"646,610",22,"140,166",27,"506,444",37,"27,365",43,"820,388",40,"316,578",42,"503,810",27,"120,957",38,"1,200,704",37,"623,005",26,"241,073",32,"336,626",38,"1,749,544",38,"792,477",37,"559,938",29,"871,348",33,"85,719",16,"13,466",33,"683,039",45,"7,087,898",4,2,0,7,7,9,7,3,6,41,16,11,1,0,0,0,6,0,1,3,2,1,1,x,0,0,28,"2,122",6,574,26,"1,548"
110002039,11,0,2,39,1102039,- Lot 21,32,"3,817,073",15,"297,897",14,x,1,x,17,"598,669",5,"68,502",16,"530,167",25,"56,234",20,"329,617",14,"121,056",14,"208,561",23,"17,722",31,"520,548",28,"204,803",28,"315,745",11,"39,939",25,"949,339",22,"396,866",17,"195,396",21,"357,077",24,"405,084",22,"221,846",22,"175,102",16,"163,630",22,"19,608",8,"4,056",18,"597,968",32,"4,745,577",3,2,4,7,2,4,6,1,3,29,9,7,2,0,0,0,9,0,0,1,0,1,4,"5,672",0,0,17,"1,353",4,519,16,834
110002040,11,0,2,40,1102040,- Miltonvale Park,31,"1,293,437",8,"12,521",7,x,1,x,15,"143,895",10,"48,895",9,"95,000",26,"41,692",19,"139,967",9,"41,212",15,"98,755",23,"8,640",30,"133,028",29,"60,145",25,"72,883",18,"26,439",21,"125,536",21,"92,831",9,"8,212",16,"24,493",27,"456,290",26,"230,342",26,"206,493",15,"181,447",23,"44,501",9,"6,633",19,"198,796",31,"2,148,774",2,7,2,5,5,2,7,0,1,29,6,7,1,0,0,1,5,1,0,8,0,0,0,0,1,x,15,593,4,248,13,345
110002041,11,0,2,41,1102041,- Lot 22,38,"2,327,823",17,"43,345",17,"43,345",0,0,23,"231,980",13,"116,707",14,"115,273",34,"54,674",23,"250,804",16,"78,912",20,"171,892",33,"15,027",36,"264,007",36,"142,665",34,"121,342",26,"42,442",33,"237,936",30,"165,636",20,"33,838",27,"38,462",37,"999,392",35,"601,360",35,"489,814",22,"349,923",32,"48,109",15,"13,843",28,"174,373",38,"3,328,987",3,1,6,4,4,6,13,1,0,35,16,5,8,0,0,0,1,0,0,1,4,0,2,x,0,0,23,946,5,450,22,496
110002042,11,0,2,42,1102042,- Lot 23,57,"4,910,922",25,"115,783",25,"115,783",0,0,33,"416,516",16,"197,172",28,"219,344",46,"78,677",30,"334,710",21,"157,308",19,"177,402",42,"17,686",53,"408,536",49,"173,311",44,"235,225",26,"70,477",45,"417,391",45,"303,462",23,"46,117",27,"67,812",52,"2,296,452",52,"1,383,463",51,"1,266,753",33,"806,951",40,"106,038",17,"14,057",35,"740,637",57,"5,722,301",4,5,2,14,3,11,11,6,1,53,12,13,13,0,0,4,2,0,1,5,2,1,3,x,0,0,33,"1,085",16,724,25,361
110002044,11,0,2,44,1102044,- Lot 24,57,"5,051,098",24,"121,665",22,x,2,x,37,"602,469",14,"191,913",29,"410,556",52,"113,802",32,"398,868",23,"177,894",21,"220,974",49,"30,471",56,"563,454",55,"259,162",52,"304,292",33,"103,780",51,"669,630",51,"453,408",38,"101,243",34,"114,979",51,"1,729,293",50,"1,216,645",50,"1,099,118",39,"431,870",47,"80,778",25,"20,090",40,"697,576",57,"6,413,676",2,1,5,12,8,11,12,3,3,55,13,17,12,1,0,2,5,0,1,2,2,0,1,x,0,0,37,"1,610",9,754,33,856
110002049,11,0,2,49,1102049,- Lot 33,78,"6,067,792",31,"105,140",31,x,1,x,39,"539,233",18,"143,662",34,"395,571",63,"140,948",41,"569,972",27,"162,284",33,"407,688",53,"27,760",68,"512,221",65,"219,773",60,"292,448",37,"106,169",66,"679,766",62,"373,236",40,"115,435",46,"191,095",66,"2,778,727",63,"1,325,945",63,"1,253,574",48,"1,333,416",59,"119,366",33,"41,463",36,"566,393",78,"8,234,964",6,7,11,12,5,14,11,10,2,72,17,16,6,2,0,4,14,1,2,5,5,0,2,x,0,0,39,"1,580",11,703,35,877
110002052,11,0,2,52,1102052,- Lot 34,53,"6,474,664",25,"145,264",25,"145,264",0,0,32,"1,346,914",17,"522,662",28,"824,252",37,"136,019",27,"454,076",21,"116,242",19,"337,834",33,"27,007",47,"643,747",42,"298,693",42,"345,054",28,"83,502",43,"989,934",40,"584,231",31,"164,141",38,"241,562",42,"1,421,488",40,"1,085,056",40,"803,970",22,"257,200",32,"79,232",21,"33,987",31,"1,192,726",53,"8,107,779",6,3,7,5,5,5,14,4,4,47,13,10,4,1,0,2,7,1,3,4,1,1,0,0,0,0,32,"2,922",13,"1,638",28,"1,284"
110002054,11,0,2,54,1102054,- Lot 35,30,"2,793,938",13,"172,639",12,x,1,x,13,"390,607",7,"106,808",9,"283,799",27,"57,357",12,"221,066",4,x,11,x,24,"9,849",29,"328,313",28,"164,854",28,"163,459",20,"60,132",24,"476,202",23,"334,683",19,"102,978",16,"38,541",25,"679,543",23,"512,185",23,"459,612",12,"116,743",23,"50,615",12,"5,345",22,"392,885",30,"3,466,662",2,3,5,8,2,0,7,2,1,28,12,9,2,0,1,0,2,1,0,0,1,0,0,0,0,0,13,798,8,544,9,254
110002056,11,0,2,56,1102056,- Lot 36,42,"2,287,082",13,"60,451",13,x,1,x,20,"265,846",15,"172,577",10,"93,269",32,"49,792",24,"138,262",19,"66,952",16,"71,310",30,"15,573",37,"220,513",35,"120,596",31,"99,917",16,"21,863",35,"202,753",32,"143,080",25,"19,704",23,"39,969",33,"1,012,582",33,"717,964",33,"530,389",22,"244,223",29,"50,395",11,"9,934",26,"289,513",42,"2,516,189",6,3,5,9,5,7,5,2,0,36,7,9,5,0,0,1,3,3,1,0,4,3,3,"4,950",0,0,20,773,5,151,17,622
110002058,11,0,2,58,1102058,- Lot 37,28,"1,422,987",7,"19,994",7,"19,994",0,0,13,"143,741",5,"83,599",12,"60,142",18,"29,471",18,"157,459",14,"64,826",13,"92,633",17,"10,742",28,"244,427",28,"132,432",25,"111,995",10,"19,346",27,"415,695",25,"206,628",23,"93,331",14,"115,736",22,"261,556",21,"148,539",18,"44,197",15,"98,216",18,"14,801",7,"5,822",14,"114,734",28,"2,121,335",2,1,9,5,3,5,0,1,2,26,7,4,2,0,0,2,3,3,1,1,2,1,3,"3,230",0,0,13,301,1,x,12,x
110003000,11,0,3,0,1103000,- Prince County,835,"89,731,112",387,"3,556,508",370,"3,464,245",28,"92,263",561,"15,898,500",291,"5,423,442",478,"10,475,058",715,"1,387,545",530,"7,141,791",375,"2,226,550",396,"4,915,241",675,"483,616",775,"11,529,300",746,"4,612,197",741,"6,917,103",448,"1,458,364",703,"19,090,115",661,"9,386,985",529,"5,148,181",572,"4,554,949",670,"18,856,957",649,"8,512,775",633,"6,645,631",423,"9,440,581",578,"903,601",229,"274,435",561,"10,053,981",835,"117,902,840",73,51,78,120,99,128,161,78,47,762,166,157,51,8,0,12,286,16,7,32,21,6,23,"83,463",1,x,557,"38,082",153,"16,333",512,"21,749"
110003001,11,0,3,1,1103001,- Lot 28,47,"7,036,002",22,"319,389",21,x,2,x,34,"1,185,477",19,"410,707",30,"774,770",42,"103,403",29,"283,443",20,"104,333",22,"179,110",39,"51,471",46,"1,048,642",45,"447,138",45,"601,504",22,"88,712",44,"2,072,984",41,"983,982",36,"645,319",39,"443,683",32,"910,356",32,"369,914",30,"207,373",24,"507,809",25,"32,633",14,"25,591",34,"946,534",47,"9,475,903",1,1,4,7,4,7,9,10,4,46,4,5,1,0,0,0,33,1,2,0,0,0,0,0,0,0,34,"3,060",13,"1,116",29,"1,944"
110003006,11,0,3,6,1103006,- Lot 27,55,"9,108,996",36,"588,466",33,"576,316",4,"12,150",44,"1,709,908",15,"623,015",39,"1,086,893",51,"113,458",43,"674,998",35,"214,772",35,"460,226",48,"38,204",52,"1,200,372",52,"476,489",51,"723,883",40,"114,059",49,"2,670,245",49,"1,111,686",40,"838,401",44,"720,158",39,"1,135,097",39,"535,847",38,"444,790",26,"558,565",35,"40,685",21,"27,275",38,"836,914",55,"12,412,731",2,1,1,5,8,6,18,9,5,53,7,4,6,0,0,0,35,0,0,1,0,0,0,0,0,0,43,"4,104",16,"1,533",39,"2,571"
110003009,11,0,3,9,1103009,- Lot 26,55,"4,882,573",27,"266,286",26,x,1,x,43,"869,955",22,"532,069",33,"337,886",51,"94,702",35,"372,473",19,"75,926",28,"296,547",45,"27,538",52,"858,389",49,"330,189",52,"528,200",28,"68,099",51,"1,124,201",46,"551,223",38,"372,670",44,"200,308",43,"878,296",42,"411,456",42,"308,842",32,"421,286",36,"45,554",15,"14,255",35,"308,379",55,"7,381,657",2,1,3,6,5,15,15,4,4,53,10,6,2,1,0,2,32,0,0,0,0,0,1,x,0,0,43,"1,935",10,627,38,"1,308"
110003011,11,0,3,11,1103011,- Lot 25,43,"9,267,196",20,"306,247",19,x,2,x,31,"2,522,662",20,"782,507",30,"1,740,155",38,"128,954",31,"406,827",23,"130,471",23,"276,356",39,"56,535",40,"1,234,113",40,"474,789",39,"759,324",27,"158,542",34,"2,269,291",33,"1,017,574",28,"550,739",31,"700,978",29,"751,750",29,"491,937",28,"409,938",21,"218,603",26,"41,210",12,"47,423",32,"1,384,852",43,"15,478,375",4,1,0,6,4,5,8,6,9,39,11,4,1,1,0,0,17,0,0,3,2,0,0,0,0,0,30,"6,961",16,"4,429",27,"2,532"
110003012,11,0,3,12,1103012,- Lot 19,47,"7,038,645",26,"484,284",26,"484,284",0,0,33,"866,442",21,"372,839",30,"493,603",39,"81,793",26,"466,528",20,"174,004",19,"292,524",34,"20,551",42,"748,660",42,"279,933",40,"468,727",25,"308,152",38,"1,312,003",33,"575,032",28,"370,546",31,"366,425",38,"2,190,705",36,"806,802",35,"715,092",21,x,32,x,10,"9,000",35,"550,527",47,"8,118,544",3,4,4,4,6,8,9,6,3,44,11,9,3,0,0,0,14,0,0,4,3,0,0,0,0,0,33,"2,617",15,"1,344",31,"1,273"
110003016,11,0,3,16,1103016,- Lot 18,49,"7,265,297",21,"263,449",20,x,2,x,25,"825,637",13,"301,629",20,"524,008",43,"82,161",33,"912,289",27,"269,175",26,"643,114",42,"41,204",47,"644,114",41,"279,854",46,"364,260",26,"74,491",39,"1,232,574",38,"664,639",25,"244,656",30,"323,279",36,"2,292,656",35,"687,786",34,"526,295",23,"1,545,406",32,"59,464",13,"13,752",37,"882,970",49,"8,703,921",6,3,4,7,5,6,7,8,3,43,8,10,1,1,0,2,12,1,1,3,4,0,0,0,0,0,25,"2,692",12,983,22,"1,709"
