AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,ALL1,ALL2,ALL3,SEX1,SEX2,AGE1,AGE2,AGE3,RES1,OFF1,OFF2,OFF3,OFF4,OFF5,OFF6,AVAGE1,AVOFF1
130203016,13,2,3,16,1303016,Maugerville,35,20,20,30,10,0,15,15,30,25,0,0,5,5,10,52.2,74.8
130204000,13,2,4,0,1304000,Queens County,205,115,95,175,35,20,115,70,195,110,5,10,35,45,100,50.1,94.1
130204004,13,2,4,4,1304004,Gagetown,45,30,20,40,5,5,30,15,40,25,5,5,0,15,20,49.9,105.5
130204008,13,2,4,8,1304008,Wickham,25,15,10,20,0,0,15,10,25,15,5,0,5,0,10,48.2,54.0
130204011,13,2,4,11,1304011,Cambridge,50,30,20,45,5,5,30,20,55,30,0,5,10,10,25,51.1,85.1
130204014,13,2,4,14,1304014,Johnston,35,20,15,25,5,0,20,10,25,10,0,0,10,5,20,49.6,121.7
130204018,13,2,4,18,1304018,Waterborough,25,5,15,20,5,5,15,10,25,15,5,5,5,5,10,48.5,70.5
130204021,13,2,4,21,1304021,Canning,25,20,5,20,5,5,10,10,20,15,0,0,5,10,15,53.0,121.5
130205000,13,2,5,0,1305000,Kings County,675,380,295,525,145,120,340,220,640,425,15,45,85,110,250,48.1,74.4
130205004,13,2,5,4,1305004,Upham,20,15,5,20,5,0,15,5,15,10,0,0,5,0,10,46.8,104.8
130205006,13,2,5,6,1305006,Hampton,20,10,10,15,5,0,10,5,15,15,0,0,0,5,5,49.3,68.4
130205008,13,2,5,8,1305008,Rothesay,20,15,0,10,5,0,5,15,15,10,0,5,0,5,10,65.4,97.9
130205014,13,2,5,14,1305014,Kingston,55,25,25,40,15,5,30,20,50,25,5,5,10,15,30,49.3,100.8
130205016,13,2,5,16,1305016,Norton,25,20,5,20,5,0,15,10,25,20,0,0,0,5,5,51.6,41.1
130205018,13,2,5,18,1305018,Norton,35,20,10,30,5,10,15,5,35,25,0,0,0,10,15,45.1,86.1
130205021,13,2,5,21,1305021,Sussex,75,45,30,60,15,10,40,20,75,45,5,5,5,15,30,47.5,84.8
130205024,13,2,5,24,1305024,Waterford,25,20,10,20,5,0,15,10,25,10,0,0,5,5,10,48.9,109.3
130205026,13,2,5,26,1305026,Cardwell,35,15,15,25,10,5,20,10,35,30,0,0,5,0,5,50.4,36.1
130205028,13,2,5,28,1305028,Havelock,85,45,40,65,25,15,45,25,90,55,0,5,10,15,35,46.6,79.5
130205031,13,2,5,31,1305031,Studholm,165,90,80,130,40,25,85,50,165,120,0,10,15,20,45,47.3,57.7
130205034,13,2,5,34,1305034,Springfield,45,25,20,40,5,10,20,15,45,30,5,5,5,5,20,45.6,82.8
130205038,13,2,5,38,1305038,Greenwich,20,15,5,15,5,5,10,5,15,10,0,0,0,5,10,48.4,97.8
130205999,13,2,5,999,1305999,Saint John County,40,20,25,30,15,10,15,15,40,30,0,5,10,0,15,48.1,55.5
130300000,13,3,0,0,1300000,Agricultural Region RÇgion agricole 3,965,540,430,770,200,145,545,270,850,520,20,70,170,190,445,47.9,90.3
130306000,13,3,6,0,1306000,Albert County,185,105,80,145,40,25,115,50,160,85,10,15,45,40,105,48.2,100.1
130306001,13,3,6,1,1306001,Hopewell,45,30,20,35,5,5,25,10,40,15,5,10,15,5,30,45.9,99.1
130306008,13,3,6,8,1306008,Elgin,50,35,20,45,10,5,30,15,40,30,5,0,10,0,20,51.6,52.1
130306011,13,3,6,11,1306011,Hillsborough,45,30,15,35,10,5,25,10,40,15,0,0,15,15,30,47.6,154.5
130306014,13,3,6,14,1306014,Coverdale,45,15,25,35,15,10,30,10,40,25,0,0,5,15,20,47.1,104.6
130307000,13,3,7,0,1307000,Westmorland County,550,305,245,430,125,95,300,160,495,325,10,25,80,115,230,47.8,88.1
130307001,13,3,7,1,1307001,Westmorland,50,25,25,35,10,0,30,10,45,20,0,5,10,5,25,50.4,98.3
130307004,13,3,7,4,1307004,Botsford,60,40,20,45,10,10,30,20,60,30,5,5,10,15,30,49.3,96.5
130307008,13,3,7,8,1307008,Sackville,85,45,45,70,20,5,60,20,80,45,0,5,20,15,45,47.9,94.0
130307011,13,3,7,11,1307011,Dorchester,55,35,20,45,10,10,35,15,45,35,0,0,10,10,25,48.4,92.0
130307016,13,3,7,16,1307016,Shediac,55,25,30,40,15,10,25,15,50,35,0,0,5,15,20,46.5,85.4
130307019,13,3,7,19,1307019,Moncton,115,65,45,90,25,20,65,30,95,75,5,5,15,25,40,47.6,76.7
130307024,13,3,7,24,1307024,Salisbury,135,70,65,110,30,35,60,40,120,80,5,10,10,30,50,46.4,85.9
130308000,13,3,8,0,1308000,Kent County,230,125,105,190,35,30,135,60,195,110,5,30,45,35,115,47.8,87.6
130308001,13,3,8,1,1308001,Dundas,35,20,25,35,5,5,25,10,35,15,5,5,10,10,25,44.1,109.2
130308004,13,3,8,4,1308004,Wellington,25,20,5,25,0,0,25,0,25,15,0,5,0,5,10,49.3,88.6
130308006,13,3,8,6,1308006,Saint Mary,45,25,25,40,10,10,30,15,35,20,0,5,10,5,25,47.6,100.5
130308008,13,3,8,8,1308008,Saint-Paul,30,20,15,30,5,5,15,10,30,15,5,10,5,5,15,46.1,83.2
130308014,13,3,8,14,1308014,Weldford,60,35,20,45,15,10,30,20,55,35,0,5,15,10,25,50.6,75.9
130308016,13,3,8,16,1308016,Richibucto,25,10,10,25,5,5,10,5,25,10,0,10,5,0,10,48.2,66.6
130400000,13,4,0,0,1300000,Agricultural Region RÇgion agricole 4,470,280,195,390,85,80,245,145,390,245,0,70,75,80,230,48.0,85.8
130409000,13,4,9,0,1309000,Northumberland County,145,75,65,120,25,25,65,55,125,70,5,10,20,40,70,49.6,113.4
130409004,13,4,9,4,1309004,Glenelg,30,10,15,20,0,5,10,15,25,15,0,0,5,5,10,49.7,69.9
130409006,13,4,9,6,1309006,Chatham,30,15,15,25,5,5,15,10,25,10,5,5,5,20,25,47.4,170.9
130409016,13,4,9,16,1309016,Rogersville,25,15,10,15,5,5,5,10,25,10,0,0,5,0,10,48.9,93.3
130409026,13,4,9,26,1309026,Southesk,40,20,15,35,5,5,20,15,35,20,0,0,10,10,20,51.2,137.0
130409036,13,4,9,36,1309036,Alnwick,25,15,5,20,0,5,10,10,20,15,0,5,5,0,15,50.2,75.7
130414000,13,4,14,0,1314000,Restigouche County,125,65,60,100,25,30,75,15,100,70,0,20,25,15,55,43.7,67.3
130414001,13,4,14,1,1314001,Durham,30,10,20,20,10,5,20,5,20,15,0,5,10,0,10,45.0,73.9
130414008,13,4,14,8,1314008,Dalhousie,25,15,10,25,5,0,20,5,15,10,0,5,5,5,10,46.0,94.2
130414021,13,4,14,21,1314021,Saint-Quentin,75,40,35,60,15,25,40,10,65,45,0,15,10,5,30,42.4,55.7
130415000,13,4,15,0,1315000,Gloucester County,205,135,70,175,30,25,100,70,160,105,5,35,35,25,100,49.6,77.9
130415001,13,4,15,1,1315001,Saumarez,45,40,5,40,0,5,25,20,25,15,0,15,10,5,30,51.4,86.8
130415008,13,4,15,8,1315008,Bathurst,55,35,25,40,15,5,35,20,50,30,0,10,5,10,25,50.1,74.1
130415016,13,4,15,16,1315016,New Bandon,30,15,15,30,5,10,15,10,25,20,0,5,5,0,15,44.2,77.8
130415021,13,4,15,21,1315021,Saint-Isidore,35,25,10,35,5,5,15,10,25,15,5,0,10,10,20,50.1,109.7
130415029,13,4,15,29,1315029,Shippagan,40,20,15,30,5,5,15,15,35,30,0,5,5,5,10,51.0,39.6
240000000,24,0,0,0,2400000,Quebec QuÇbec,"53,350","24,415","28,930","40,150","13,195","13,475","27,905","11,970","47,465","39,475",675,"1,935","5,680","5,580","13,875",44.3,51.9
240100000,24,1,0,0,2400000,"Bas-Saint-Laurent, GaspÇsie, Iles-de-la-Madeleine",4125,1975,2150,3180,945,1230,2090,805,3730,3055,85,240,425,315,1065,42.9,44.0
240101000,24,1,1,0,2401000,Les ?les-de-la-Madeleine,30,20,10,25,10,5,20,5,25,10,0,10,5,10,20,42.8,114.3
240101015,24,1,1,15,2401015,L'êtang-du-Nord,30,15,15,20,10,5,20,5,25,10,0,5,10,5,20,42.8,114.3
240102000,24,1,2,0,2402000,Pabok,40,25,15,30,5,5,25,10,35,15,0,5,10,5,20,47.5,87.0
240102005,24,1,2,5,2402005,PercÇ,40,25,15,30,10,10,25,15,40,20,0,10,5,10,20,47.5,87.0
240103000,24,1,3,0,2403000,La Cìte-de-GaspÇ,30,15,10,20,10,5,20,5,25,15,5,5,5,0,15,43.2,63.8
240103005,24,1,3,5,2403005,GaspÇ,30,15,15,25,5,5,15,5,20,15,0,5,0,5,10,43.2,63.8
240104000,24,1,4,0,2404000,Denis-Riverin,60,30,25,45,15,15,25,15,55,35,5,5,10,0,20,46.1,44.6
240104045,24,1,4,45,2404045,Cap-Chat,60,35,25,45,15,20,25,20,60,35,5,5,10,5,20,46.1,44.6
240105000,24,1,5,0,2405000,Bonaventure,210,115,95,170,40,55,105,55,200,95,5,30,55,25,115,44.8,85.5
240105010,24,1,5,10,2405010,Shigawake,40,20,15,30,10,5,20,15,35,20,0,5,10,0,15,48.4,72.9
240105040,24,1,5,40,2405040,New Carlisle,20,10,10,15,5,5,5,5,15,5,0,5,5,5,10,47.8,113.2
240105045,24,1,5,45,2405045,Bonaventure,45,20,25,35,10,15,25,5,45,15,0,5,15,5,25,41.4,88.5
240105060,24,1,5,60,2405060,Caplan,35,20,20,25,5,15,15,5,35,15,0,5,5,5,15,40.3,105.2
240105065,24,1,5,65,2405065,Saint-Alphonse,30,15,10,20,5,10,10,10,25,15,0,5,5,5,10,44.0,57.9
240105070,24,1,5,70,2405070,New Richmond,45,25,25,40,5,10,25,15,45,20,0,5,15,5,25,47.5,83.6
240106000,24,1,6,0,2406000,Avignon,140,55,80,110,30,35,65,40,130,100,0,15,10,5,30,44.5,36.2
240106010,24,1,6,10,2406010,Carleton,30,15,15,25,5,5,15,5,30,20,0,5,5,5,10,44.8,66.2
240106020,24,1,6,20,2406020,Nouvelle,40,15,25,30,5,10,20,10,35,30,0,5,0,0,5,44.1,13.0
240106040,24,1,6,40,2406040,Saint-AndrÇ-de-Restigouche,25,10,20,20,10,5,20,5,25,20,0,0,0,5,5,46.3,41.6
240106050,24,1,6,50,2406050,Saint-Alexis-de-MatapÇdia,45,15,30,35,10,15,15,15,40,30,0,10,5,0,10,43.4,32.6
240107000,24,1,7,0,2407000,La MatapÇdia,410,170,235,300,110,145,205,65,375,325,10,25,25,25,80,41.3,33.5
240107020,24,1,7,20,2407020,St-Jacques-le-Majeur-Causapscal,35,15,20,25,10,20,15,5,35,30,0,0,0,0,5,38.5,15.6
240107025,24,1,7,25,2407025,Saint-Raphaâl-d'Albertville,20,10,10,15,5,5,10,5,15,10,0,0,0,0,5,44.9,46.8
240107030,24,1,7,30,2407030,Saint-LÇon-le-Grand,45,20,25,30,10,15,25,5,40,35,0,5,0,5,10,40.6,35.3
240107035,24,1,7,35,2407035,Saint-ZÇnon-du-Lac-Humqui,60,25,30,40,15,20,30,15,50,50,0,5,0,0,10,41.6,22.9
240107050,24,1,7,50,2407050,Saint-Benoåt-Joseph-Labre,75,30,45,55,20,25,35,15,70,60,0,0,5,10,15,41.8,37.9
240107055,24,1,7,55,2407055,Saint-Edmond,30,10,20,20,5,5,20,5,30,30,0,5,0,0,0,42.0,24.0
240107070,24,1,7,70,2407070,Saint-Tharcisius,30,10,20,25,10,10,15,5,30,25,0,5,0,5,5,40.3,39.1
240107080,24,1,7,80,2407080,Val-Brillant,50,15,30,30,15,15,25,5,40,35,0,5,0,5,10,42.1,26.0
240107085,24,1,7,85,2407085,Sayabec,30,10,20,20,10,10,15,5,25,20,0,5,0,5,10,42.7,62.7
240107105,24,1,7,105,2407105,Saint-Damase,40,15,20,25,10,15,15,5,35,30,0,0,5,5,5,39.1,37.5
240108000,24,1,8,0,2408000,Matane,240,130,110,185,55,65,120,55,220,180,5,15,25,15,55,44.5,38.1
240108025,24,1,8,25,2408025,Sainte-FÇlicitÇ,30,10,15,25,10,5,15,5,25,25,0,5,0,0,5,43.9,31.6
240108030,24,1,8,30,2408030,Saint-Adelme,25,15,10,25,5,10,10,10,30,20,0,5,5,0,5,45.8,32.1
240108045,24,1,8,45,2408045,Saint-Luc,65,45,25,50,15,15,40,10,65,55,0,0,10,5,15,44.7,35.9
240108050,24,1,8,50,2408050,Petit-Matane,25,15,15,20,5,0,10,10,20,20,0,0,0,0,5,50.0,52.4
240108075,24,1,8,75,2408075,Saint-Ulric-de-Matane,45,20,25,35,10,10,25,10,40,35,0,5,5,0,10,44.1,32.3
240108080,24,1,8,80,2408080,Baie-des-Sables,40,20,20,30,15,15,20,5,40,25,0,5,10,0,20,41.1,48.9
240109000,24,1,9,0,2409000,La Mitis,460,235,225,355,100,135,235,85,425,350,10,20,55,30,105,42.5,38.4
240109010,24,1,9,10,2409010,Saint-Charles-Garnier,30,20,10,25,10,5,20,5,25,20,0,0,5,5,10,43.7,40.3
240109015,24,1,9,15,2409015,St-Franáois-Xavier-des-Hauteurs,50,25,30,40,10,15,20,10,45,40,0,0,5,0,5,42.6,14.9
240109020,24,1,9,20,2409020,Sainte-Jeanne-d'Arc,25,10,15,15,5,10,15,0,20,20,0,5,0,0,0,41.3,13.0
240109025,24,1,9,25,2409025,Saint-Gabriel,55,25,30,40,15,15,30,10,50,40,0,0,5,5,15,44.1,45.2
240109030,24,1,9,30,2409030,Saint-Donat,25,15,10,25,5,10,15,0,20,15,0,0,10,0,10,40.7,59.9
240109035,24,1,9,35,2409035,Sainte-Angäle-de-MÇrici,60,25,30,45,15,20,25,10,55,35,0,5,10,5,20,39.7,56.5
240109040,24,1,9,40,2409040,Padoue,20,10,10,15,5,5,5,5,15,20,0,0,5,5,0,42.0,27.3
240109055,24,1,9,55,2409055,Saint-Octave-de-MÇtis,60,35,30,50,10,15,35,10,55,45,5,5,5,5,20,44.6,41.2
240109085,24,1,9,85,2409085,Sainte-Flavie,60,40,25,55,10,20,35,10,60,50,0,0,5,5,10,41.2,46.9
240109095,24,1,9,95,2409095,Sainte-Luce,70,30,45,50,20,30,25,15,70,60,0,0,5,5,15,43.3,27.1
240110000,24,1,10,0,2410000,Rimouski-Neigette,460,205,255,360,95,115,240,105,400,355,5,15,35,40,105,43.9,46.1
240110015,24,1,10,15,2410015,Saint-Narcisse-de-Rimouski,55,20,40,40,15,15,30,15,45,35,5,5,10,10,20,45.5,67.7
240110020,24,1,10,20,2410020,Mont-Lebel,30,10,15,25,5,5,20,5,20,20,0,0,0,5,5,45.4,53.8
240110030,24,1,10,30,2410030,Saint-Anaclet-de-Lessard,75,20,50,55,15,25,35,15,65,60,0,5,5,0,10,42.7,24.0
240110045,24,1,10,45,2410045,Rimouski,45,20,20,35,10,10,25,10,45,40,0,0,0,0,10,46.5,29.8
240110050,24,1,10,50,2410050,Sainte-Odile-sur-Rimouski,20,15,10,20,5,0,15,5,20,20,0,0,0,0,0,45.5,22.7
240110055,24,1,10,55,2410055,Sainte-Blandine,30,15,15,25,5,10,10,5,25,20,0,0,5,0,10,39.8,50.2
240110060,24,1,10,60,2410060,Saint-ValÇrien,40,20,20,35,5,5,20,10,40,30,0,0,5,0,10,46.2,38.6
240110065,24,1,10,65,2410065,Le Bic,60,35,30,45,15,15,35,15,55,45,0,0,10,5,10,43.8,45.2
240110070,24,1,10,70,2410070,Saint-Fabien,65,30,40,45,20,20,30,15,65,55,5,5,5,0,10,41.9,20.7
240110075,24,1,10,75,2410075,Saint-Eugäne-de-Ladriäre,35,15,20,30,10,15,15,5,25,20,0,0,5,10,20,42.6,130.7
240111000,24,1,11,0,2411000,Les Basques,345,170,170,265,75,95,185,65,310,275,5,15,25,20,70,43.4,32.1
240111005,24,1,11,5,2411005,Saint-ClÇment,35,20,15,30,5,10,15,10,30,30,5,0,0,0,5,43.0,13.3
240111010,24,1,11,10,2411010,Saint-Jean-de-Dieu,65,35,30,45,15,10,50,5,55,50,5,5,5,0,10,41.0,21.0
240111015,24,1,11,15,2411015,Sainte-Rita,40,25,15,30,5,10,25,5,30,25,0,5,5,10,20,42.1,90.6
240111030,24,1,11,30,2411030,Sainte-Franáoise,35,15,15,30,5,10,10,10,25,25,0,0,0,5,5,47.3,35.3
240111035,24,1,11,35,2411035,Saint-êloi,55,20,35,40,15,20,25,5,55,50,0,0,0,5,5,41.4,23.8
240111045,24,1,11,45,2411045,N.-D.-des-Neiges-Trois-Pistoles,65,25,35,45,15,10,35,10,60,50,5,0,5,5,5,45.8,24.0
240111050,24,1,11,50,2411050,Saint-Mathieu-de-Rioux,25,15,10,20,5,5,10,10,20,25,0,0,0,0,5,45.2,18.6
240111055,24,1,11,55,2411055,Saint-Simon,30,10,20,25,10,15,15,5,30,30,0,0,0,0,5,43.2,35.2
240112000,24,1,12,0,2412000,Riviäre-du-Loup,485,215,270,365,115,145,250,85,440,390,5,20,35,30,95,42.3,35.7
240112005,24,1,12,5,2412005,Saint-Cyprien,45,25,25,35,10,20,25,5,40,30,0,10,10,5,20,39.9,62.9
240112010,24,1,12,10,2412010,Saint-Hubert,40,20,25,30,10,10,20,5,40,35,0,0,5,5,10,43.0,43.9
240112015,24,1,12,15,2412015,Saint-Antonin,25,20,5,20,0,5,15,0,20,20,0,0,5,5,5,42.3,56.4
240112020,24,1,12,20,2412020,Saint-Modeste,25,10,15,20,0,5,15,5,20,20,5,0,0,5,5,47.3,50.3
240112030,24,1,12,30,2412030,Saint-êpiphane,40,20,20,30,5,5,20,10,35,35,0,5,5,0,5,46.7,23.2
240112035,24,1,12,35,2412035,Saint-Paul-de-la-Croix,25,15,10,20,10,5,10,10,25,25,0,0,0,0,5,43.7,8.6
240112050,24,1,12,50,2412050,St-Jean-Baptiste-de-l'Isle-Verte,110,30,75,75,30,45,45,15,95,90,0,0,5,5,15,39.9,27.5
240112060,24,1,12,60,2412060,Saint-Georges-de-Cacouna,35,15,20,30,5,10,15,10,35,35,0,0,5,0,5,43.8,17.4
240112065,24,1,12,65,2412065,Saint-Arsäne,85,35,50,60,25,30,50,15,85,75,0,5,0,5,10,40.5,18.1
240112075,24,1,12,75,2412075,St-Patrice-de-la-Riviäre-du-Loup,50,35,15,45,5,10,30,10,45,30,0,0,10,10,15,44.7,74.1
240113000,24,1,13,0,2413000,TÇmiscouata,440,235,200,350,90,140,220,75,360,285,15,40,55,40,150,42.2,56.4
240113005,24,1,13,5,2413005,DÇgelis,35,15,20,30,10,20,15,5,35,35,0,5,0,5,10,39.7,35.2
240113015,24,1,13,15,2413015,Packington,25,15,10,20,5,10,10,0,25,15,0,5,5,5,5,37.3,48.9
240113025,24,1,13,25,2413025,Riviäre-Bleue,20,10,15,15,5,5,10,0,20,10,5,5,0,0,10,39.9,73.1
240113035,24,1,13,35,2413035,Notre-Dame-du-Lac,70,30,40,50,15,20,35,10,60,55,5,5,5,5,10,40.2,36.0
240113045,24,1,13,45,2413045,Auclair,60,35,20,45,10,15,30,5,30,20,0,10,10,10,35,42.3,119.2
240113055,24,1,13,55,2413055,Biencourt,35,20,20,30,10,10,20,5,25,20,0,0,5,5,15,43.1,65.9
240113065,24,1,13,65,2413065,Saint-Michel-du-Squatec,35,25,10,30,5,5,20,5,30,25,0,5,5,0,10,42.0,42.7
240113080,24,1,13,80,2413080,Saint-Louis-du-Ha!Ha!,85,35,45,60,20,25,35,20,75,65,0,5,10,5,15,45.2,31.4
240113095,24,1,13,95,2413095,PohÇnÇgamook,55,40,20,50,10,15,30,15,50,35,0,5,15,5,20,44.9,55.9
240113100,24,1,13,100,2413100,Saint-Athanase,20,10,10,15,0,10,10,0,25,10,5,0,5,5,15,40.3,87.8
240114000,24,1,14,0,2414000,Kamouraska,790,355,435,595,195,260,380,145,730,620,15,25,70,60,175,42.1,41.2
240114005,24,1,14,5,2414005,Mont-Carmel,85,45,40,70,20,30,35,20,80,60,5,0,10,10,30,42.7,50.7
240114020,24,1,14,20,2414020,Saint-Pascal,80,40,40,60,20,15,50,10,75,60,0,0,5,5,15,43.1,33.3
240114025,24,1,14,25,2414025,Sainte-HÇläne,70,35,40,50,20,25,40,5,65,60,0,0,10,5,15,41.0,36.4
240114030,24,1,14,30,2414030,Saint-Joseph-de-Kamouraska,30,15,15,25,0,5,10,10,25,20,5,5,5,0,5,47.8,23.2
240114035,24,1,14,35,2414035,Saint-Alexandre,95,35,60,60,30,35,45,15,85,75,0,0,5,5,15,40.7,37.3
240114040,24,1,14,40,2414040,Saint-AndrÇ,55,30,30,45,10,20,30,10,55,50,0,0,0,0,10,43.5,26.8
240114045,24,1,14,45,2414045,Saint-Germain,25,10,15,15,10,10,10,5,25,25,0,0,0,0,0,39.2,10.0
240114050,24,1,14,50,2414050,Kamouraska,70,25,45,50,20,30,30,15,60,60,0,0,5,0,10,40.6,20.3
240114055,24,1,14,55,2414055,Saint-Denis,55,20,35,40,15,20,20,10,55,45,0,5,5,0,10,42.8,33.3
240114060,24,1,14,60,2414060,Saint-Philippe-de-NÇri,30,10,20,20,10,15,15,5,25,25,0,0,0,0,10,39.7,27.7
240114065,24,1,14,65,2414065,Riviäre-Ouelle,65,25,35,45,15,25,30,10,60,45,0,5,5,0,15,40.7,39.0
240114075,24,1,14,75,2414075,Saint-Gabriel-Lalemant,20,15,5,20,5,5,5,10,15,10,0,0,5,5,10,46.1,102.9
240114080,24,1,14,80,2414080,Saint-OnÇsime-d'Ixworth,20,15,10,20,5,10,5,5,20,15,0,0,5,5,5,41.5,77.6
240114090,24,1,14,90,2414090,Sainte-Anne-de-la-Pocatiäre,95,40,50,75,15,25,45,20,75,60,5,0,15,15,35,42.9,74.7
240200000,24,2,0,0,2400000,QuÇbec,7150,3330,3820,5465,1685,1835,3705,1610,6260,5335,110,245,685,770,1810,44.2,51.0
240215000,24,2,15,0,2415000,Charlevoix-Est,160,80,75,135,25,30,75,55,150,120,5,10,20,15,45,49.2,45.3
240215005,24,2,15,5,2415005,Saint-IrÇnÇe,40,15,30,35,5,10,15,15,40,35,5,0,0,0,5,48.2,15.2
240215015,24,2,15,15,2415015,La Malbaie,30,10,20,20,5,5,15,5,25,20,0,0,5,0,5,43.1,44.9
240215025,24,2,15,25,2415025,Notre-Dame-des-Monts,20,15,5,20,0,5,10,10,20,10,0,0,5,5,10,50.9,74.3
240215045,24,2,15,45,2415045,Riviäre-Malbaie,70,45,30,65,5,10,35,25,65,50,0,5,10,10,20,51.6,54.1
240216000,24,2,16,0,2416000,Charlevoix,235,100,130,195,40,40,125,65,210,165,5,10,20,35,70,45.7,67.3
240216015,24,2,16,15,2416015,Baie-Saint-Paul,50,20,30,45,10,5,25,25,45,30,0,5,10,10,15,50.7,86.9
240216035,24,2,16,35,2416035,Riviäre-du-Gouffre,40,15,25,30,10,10,25,10,40,25,0,0,5,10,15,44.1,103.0
240216045,24,2,16,45,2416045,Les êboulements,65,30,35,55,10,20,30,20,60,55,0,10,5,0,10,45.3,30.5
240216050,24,2,16,50,2416050,Saint-Hilarion,50,20,25,45,5,10,25,10,45,35,0,5,5,5,15,43.3,65.3
240216055,24,2,16,55,2416055,Saint-Urbain,30,15,15,25,10,5,15,5,20,25,0,0,0,5,5,43.9,69.3
240217000,24,2,17,0,2417000,L'Islet,885,510,380,720,170,225,465,195,690,560,30,45,110,150,325,44.1,72.8
240217010,24,2,17,10,2417010,Saint-Pamphile,75,40,35,55,20,25,35,15,65,55,5,0,10,5,20,42.2,48.1
240217015,24,2,17,15,2417015,Saint-Adalbert,70,45,25,55,15,20,40,15,40,30,0,5,20,15,40,43.3,107.2
240217020,24,2,17,20,2417020,Saint-Marcel,75,35,45,60,20,20,45,20,55,45,5,10,10,10,30,44.8,66.2
240217025,24,2,17,25,2417025,Sainte-FÇlicitÇ,25,15,10,25,5,5,10,10,20,15,0,0,5,5,10,44.6,79.2
240217030,24,2,17,30,2417030,Sainte-PerpÇtue,105,80,30,90,15,20,55,25,70,40,5,5,20,30,65,45.8,128.7
240217040,24,2,17,40,2417040,Saint-Damase-de-l'Islet,55,35,20,45,10,5,30,15,35,30,5,0,5,15,20,48.7,100.7
240217045,24,2,17,45,2417045,Saint-Cyrille-de-Lessard,35,20,15,30,5,5,20,10,35,25,0,0,5,5,10,44.8,58.6
240217050,24,2,17,50,2417050,Saint-Eugäne,40,30,15,35,0,5,25,15,25,20,0,0,10,10,20,48.3,104.7
240217055,24,2,17,55,2417055,Saint-Aubert,70,45,30,60,15,15,45,15,60,50,5,0,10,10,25,44.4,74.5
240217060,24,2,17,60,2417060,Sainte-Louise,60,30,35,50,15,25,25,10,55,45,5,0,5,10,15,38.8,47.0
240217065,24,2,17,65,2417065,Saint-Roch-des-Aulnaies,50,25,25,40,15,15,30,10,50,40,5,0,0,5,10,42.6,30.9
240217070,24,2,17,70,2417070,Saint-Jean-Port-Joli,130,70,55,100,25,35,65,25,105,90,0,5,15,20,40,43.9,60.2
240217080,24,2,17,80,2417080,L'Islet-sur-Mer,85,45,40,70,20,30,45,15,80,65,0,5,5,5,20,43.1,35.9
240218000,24,2,18,0,2418000,Montmagny,555,275,280,445,115,130,285,145,445,415,10,20,60,50,140,45.3,45.6
240218015,24,2,18,15,2418015,Saint-Fabien-de-Panet,30,20,10,25,5,5,20,5,20,20,0,0,0,0,10,44.3,67.0
240218020,24,2,18,20,2418020,Sainte-Lucie-de-Beauregard,30,15,20,25,10,10,10,10,15,20,5,5,0,5,15,44.7,99.6
240218025,24,2,18,25,2418025,Sainte-Apolline-de-Patton,25,20,10,25,5,0,20,5,20,10,5,0,10,0,15,46.4,82.2
240218030,24,2,18,30,2418030,Saint-Paul-de-Montminy,30,10,15,20,10,10,10,15,20,20,0,0,5,0,5,46.1,36.8
240218040,24,2,18,40,2418040,Notre-Dame-du-Rosaire,25,20,5,20,0,0,15,5,15,10,0,0,10,0,10,48.5,53.2
240218045,24,2,18,45,2418045,Cap-Saint-Ignace,120,50,70,90,30,25,70,30,105,95,0,5,10,15,30,44.5,49.3
240218050,24,2,18,50,2418050,Montmagny,95,60,30,80,10,15,50,25,80,75,5,0,5,5,20,47.6,36.2
240218055,24,2,18,55,2418055,St-Pierre-de-la-Riviäre-du-Sud,65,25,40,50,10,15,30,20,55,55,5,0,0,5,10,46.5,25.2
240218060,24,2,18,60,2418060,St-Franáois-de-la-Riviäre-du-Sud,135,55,80,105,30,45,60,30,120,110,0,0,10,10,20,43.5,31.9
240219000,24,2,19,0,2419000,Bellechasse,"1,600",700,900,"1,190",405,450,815,340,"1,410","1,260",10,35,125,170,340,43.6,46.5
240219005,24,2,19,5,2419005,Saint-PhilÇmon,30,15,15,20,10,10,15,5,20,20,5,0,0,5,10,41.7,63.1
240219010,24,2,19,10,2419010,N.-D.-Auxiliatrice-de-Buckland,50,40,10,40,10,10,20,25,45,30,0,5,5,10,20,49.1,73.5
240219015,24,2,19,15,2419015,Saint-Nazaire-de-Dorchester,40,15,25,30,10,15,20,10,35,30,0,0,5,5,10,43.7,59.8
240219020,24,2,19,20,2419020,Saint-LÇon-de-Standon,75,40,35,60,20,10,45,20,65,55,0,0,5,10,20,47.0,48.8
240219025,24,2,19,25,2419025,Saint-Malachie,75,35,40,60,15,25,30,25,60,55,0,0,15,5,20,45.5,57.8
240219040,24,2,19,40,2419040,Saint-CajÇtan-d'Armagh,80,35,40,50,25,20,40,20,60,50,0,5,10,15,30,43.9,84.6
240219045,24,2,19,45,2419045,Saint-NÇrÇe,55,30,25,40,15,20,25,10,40,35,0,0,10,10,20,42.2,97.3
240219050,24,2,19,50,2419050,Saint-Lazare,95,45,50,70,25,30,50,20,85,70,0,5,10,15,25,44.1,62.1
240219055,24,2,19,55,2419055,Sainte-Claire,125,55,70,100,30,25,70,30,110,100,0,0,10,10,25,44.5,41.2
