HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTFAREA,TFAREA,ETFAREA,NAOWNED01,AOWNED01,EAOWNED01,NTLSRTCS01,TLSRTCS01,ETLSRTCS01,NALSDGV01,ALSDGV01,EALSDGV01,NARNTED01,ARNTED01,EARNTED01,NACRPSH01,ACRPSH01,EACRPSH01,NAOWNED,AOWNED,EAOWNED,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NACRPSHR,ACRPSHR,EACRPSHR,NAOTUSED,AOTUSED,EAOTUSED,NTOTLAND1,TOTLAND1,ETOTLAND1,NRNTEDOT,RNTEDOT,ERNTEDOT,NCRPSHROT,CRPSHROT,ECRPSHROT,NUSEDOT,USEDOT,EUSEDOT,NAREAOT1,AREAOT1,EAREAOT1,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPAST,UNIMPAST,EUNIMPAST,NWOODWET,WOODWET,EWOODWET,NWOODXMAS,WOODXMAS,EWOODXMAS,NOTHLAND,OTHLAND,EOTHLAND,NOTHLND01,OTHLND01,EOTHLND01
11,2,2,14,Lot 48,44,44,"7,951","3,218",41,x,x,18,x,x,0,0,0,18,x,x,0,0,0,41,"7,209","2,917",0,0,0,17,"1,745",706,0,0,0,3,90,36,44,"9,044","3,660",14,x,x,2,x,x,0,0,0,16,"1,093",442,44,"7,951","3,218",40,"4,912","1,988",3,36,15,21,756,306,12,269,109,32,"1,627",658,32,"1,627",658,28,351,142,35,"1,978",800
11,2,2,26,Lot 31,62,62,"17,977","7,275",61,"13,453","5,444",28,"4,524","1,831",3,x,x,27,"4,338","1,756",1,x,x,61,"14,562","5,893",3,x,x,23,"4,042","1,636",1,x,x,8,296,120,62,"19,086","7,724",11,"1,010",409,2,x,x,2,x,x,14,"1,109",449,62,"17,977","7,275",53,"13,193","5,339",1,x,x,23,"1,065",431,22,"1,052",426,44,x,x,44,"1,925",779,46,x,x,54,x,x
11,2,2,28,Lot 65,52,52,"10,691","4,326",50,"6,782","2,745",31,"3,909","1,582",0,0,0,29,"3,875","1,568",3,34,14,50,"7,332","2,967",0,0,0,26,"3,614","1,463",3,34,14,5,261,106,52,"11,241","4,549",11,396,160,1,x,x,4,x,x,16,550,223,52,"10,691","4,326",45,"7,364","2,980",0,0,0,17,634,257,24,755,306,34,"1,694",686,34,"1,694",686,28,244,99,41,"1,938",784
11,2,2,29,Lot 30,31,31,"6,390","2,586",30,x,x,11,x,x,2,x,x,8,592,240,1,x,x,30,"4,902","1,984",2,x,x,3,220,89,1,x,x,6,372,151,31,x,x,7,389,157,1,x,x,0,0,0,8,x,x,31,"6,390","2,586",25,"2,492","1,008",0,0,0,12,"1,206",488,16,"1,171",474,21,"1,300",526,21,"1,300",526,11,221,89,25,"1,521",616
11,2,2,31,Lot 29,34,34,"8,566","3,467",34,x,x,15,x,x,0,0,0,15,"2,190",886,1,x,x,34,"7,373","2,984",0,0,0,12,"1,728",699,1,x,x,5,x,x,34,"9,735","3,940",12,846,342,1,x,x,5,x,x,15,"1,169",473,34,"8,566","3,467",31,"5,392","2,182",1,x,x,8,315,127,17,615,249,28,x,x,28,"1,631",660,17,x,x,29,x,x
11,2,2,36,Lot 67,49,49,"15,974","6,464",49,"12,939","5,236",17,"3,035","1,228",0,0,0,16,x,x,1,x,x,49,"13,712","5,549",0,0,0,15,"2,627","1,063",1,x,x,4,x,x,49,"16,747","6,777",14,648,262,0,0,0,3,125,51,17,773,313,49,"15,974","6,464",47,"10,991","4,448",1,x,x,20,"1,001",405,16,440,178,42,"2,858","1,157",42,"2,858","1,157",32,x,x,45,x,x
11,2,2,38,Lot 20,29,29,"9,511","3,849",29,x,x,14,x,x,1,x,x,14,"3,395","1,374",1,x,x,29,"7,059","2,857",1,x,x,13,"2,679","1,084",1,x,x,5,x,x,29,"11,013","4,457",11,"1,502",608,0,0,0,0,0,0,11,"1,502",608,29,"9,511","3,849",21,"6,682","2,704",0,0,0,7,672,272,13,824,333,17,778,315,17,778,315,22,555,225,26,"1,333",539
11,2,2,39,Lot 21,40,40,"16,281","6,589",40,"10,840","4,387",24,"5,441","2,202",7,888,359,24,"4,553","1,843",0,0,0,40,"11,504","4,656",7,888,359,23,"4,163","1,685",0,0,0,5,390,158,40,"16,945","6,857",12,547,221,0,0,0,3,117,47,13,664,269,40,"16,281","6,589",40,"11,565","4,680",0,0,0,17,"1,165",471,13,502,203,33,"2,626","1,063",33,"2,626","1,063",29,423,171,37,"3,049","1,234"
11,2,2,40,Miltonvale Park,19,19,"3,590","1,453",19,x,x,11,x,x,0,0,0,11,x,x,0,0,0,19,"2,934","1,187",0,0,0,11,x,x,0,0,0,2,x,x,19,x,x,0,0,0,0,0,0,2,x,x,2,x,x,19,"3,590","1,453",16,"2,506","1,014",1,x,x,7,180,73,12,441,178,11,384,155,11,384,155,12,x,x,14,x,x
11,2,2,42,Lot 23,45,45,"11,250","4,553",43,"8,580","3,472",26,"2,670","1,081",0,0,0,26,x,x,1,x,x,43,"9,345","3,782",0,0,0,25,"2,497","1,010",1,x,x,3,x,x,45,"12,015","4,862",8,665,269,2,x,x,1,x,x,11,765,310,45,"11,250","4,553",36,"8,198","3,318",0,0,0,12,519,210,17,573,232,27,x,x,27,"1,652",669,28,308,125,35,"1,960",793
11,2,2,44,Lot 24,46,46,"13,761","5,569",46,"8,751","3,541",23,"5,010","2,027",0,0,0,21,x,x,2,x,x,46,"10,581","4,282",0,0,0,17,"4,350","1,760",2,x,x,9,x,x,46,"15,591","6,309",14,"1,765",714,0,0,0,3,65,26,17,"1,830",741,46,"13,761","5,569",41,"10,886","4,405",0,0,0,17,590,239,12,740,299,33,x,x,34,"1,161",470,30,384,155,39,"1,545",625
11,2,2,49,Lot 33,72,72,"15,107","6,114",69,"10,996","4,450",26,"4,111","1,664",3,x,x,25,"3,867","1,565",2,x,x,69,"11,778","4,766",3,x,x,20,"3,275","1,325",2,x,x,8,592,240,72,"15,889","6,430",13,644,261,1,x,x,3,x,x,17,782,316,72,"15,107","6,114",59,"10,994","4,449",2,x,x,20,498,202,25,511,207,44,x,x,45,"2,081",842,52,x,x,59,x,x
11,2,2,52,Lot 34,50,50,"15,870","6,422",49,"11,247","4,551",23,"4,623","1,871",3,367,149,21,"4,256","1,722",0,0,0,49,"12,009","4,860",3,367,149,21,"4,157","1,682",0,0,0,3,99,40,50,"16,632","6,731",12,762,308,0,0,0,0,0,0,12,762,308,50,"15,870","6,422",44,"10,895","4,409",0,0,0,24,903,365,12,605,245,33,"1,928",780,33,"1,928",780,30,"1,539",623,44,"3,467","1,403"
11,2,2,54,Lot 35,25,25,"6,661","2,696",25,"4,412","1,785",12,"2,249",910,2,x,x,12,x,x,0,0,0,25,"6,011","2,433",2,x,x,10,"2,040",826,0,0,0,3,x,x,25,"8,260","3,343",7,x,x,0,0,0,1,x,x,8,"1,599",647,25,"6,661","2,696",23,"3,854","1,560",1,x,x,9,297,120,13,568,230,21,"1,386",561,21,"1,386",561,18,x,x,24,x,x
11,2,2,56,Lot 36,29,29,"9,874","3,996",29,x,x,11,x,x,0,0,0,11,x,x,0,0,0,29,"8,364","3,385",0,0,0,9,x,x,0,0,0,2,x,x,29,"10,158","4,111",4,x,x,1,x,x,1,x,x,6,284,115,29,"9,874","3,996",27,"5,402","2,186",1,x,x,15,676,274,11,416,168,25,x,x,25,"3,244","1,313",19,x,x,27,x,x
11,2,2,58,Lot 37,21,21,"7,977","3,228",21,"7,847","3,176",3,130,53,0,0,0,3,130,53,0,0,0,21,"8,187","3,313",0,0,0,3,130,53,0,0,0,0,0,0,21,"8,317","3,366",6,340,138,0,0,0,0,0,0,6,340,138,21,"7,977","3,228",20,"6,134","2,482",2,x,x,6,168,68,8,229,93,13,"1,160",469,13,"1,160",469,13,x,x,16,x,x
11,2,2,85,Cornwall,30,30,"9,214","3,729",30,x,x,15,x,x,4,x,x,15,"2,172",879,1,x,x,30,"7,427","3,006",4,x,x,15,"2,176",881,1,x,x,1,x,x,30,"9,809","3,970",5,595,241,0,0,0,0,0,0,5,595,241,30,"9,214","3,729",29,"7,051","2,853",0,0,0,12,365,148,9,737,298,19,857,347,19,857,347,17,204,83,26,"1,061",429
11,3,3,0,Prince,579,579,"246,143","99,611",560,x,x,312,x,x,26,"8,145","3,296",300,x,x,14,"2,089",845,560,"193,300","78,226",26,"8,145","3,296",265,"55,250","22,359",14,"2,089",845,74,"6,973","2,822",579,"265,757","107,548",154,"14,959","6,054",12,783,317,34,"3,872","1,567",191,"19,614","7,938",579,"246,143","99,611",524,"175,831","71,156",9,194,79,160,"7,790","3,153",166,"11,359","4,597",403,"41,725","16,886",406,"41,916","16,963",371,"9,053","3,664",492,"50,969","20,626"
11,3,3,1,Lot 28,40,40,"17,647","7,141",36,"14,899","6,029",23,"2,748","1,112",0,0,0,23,"2,748","1,112",0,0,0,36,"15,926","6,445",0,0,0,17,"2,266",917,0,0,0,7,482,195,40,"18,674","7,557",11,x,x,0,0,0,2,x,x,13,"1,027",416,40,"17,647","7,141",39,"14,375","5,817",1,x,x,11,x,x,10,375,152,30,"2,176",881,30,"2,176",881,24,309,125,34,"2,485","1,006"
11,3,3,6,Lot 27,35,35,"17,496","7,080",35,"14,632","5,921",16,"2,864","1,159",3,257,104,15,x,x,1,x,x,35,"15,566","6,299",3,257,104,12,"2,131",862,1,x,x,4,x,x,35,"18,430","7,458",8,668,270,0,0,0,3,266,108,11,934,378,35,"17,496","7,080",32,"12,332","4,991",2,x,x,8,x,x,11,853,345,28,x,x,29,"3,678","1,488",23,325,132,32,"4,003","1,620"
11,3,3,9,Lot 26,42,42,"21,280","8,612",42,x,x,26,x,x,0,0,0,26,x,x,0,0,0,42,"16,120","6,524",0,0,0,25,x,x,0,0,0,2,x,x,42,"22,571","9,134",10,x,x,1,x,x,1,x,x,12,"1,291",522,42,"21,280","8,612",40,"17,577","7,113",0,0,0,11,666,270,10,309,125,31,x,x,31,"2,340",947,26,388,157,35,"2,728","1,104"
11,3,3,11,Lot 25,30,30,"14,183","5,740",29,x,x,18,x,x,0,0,0,18,x,x,0,0,0,29,"10,457","4,232",0,0,0,16,x,x,0,0,0,2,x,x,30,"16,501","6,678",14,"2,318",938,0,0,0,0,0,0,14,"2,318",938,30,"14,183","5,740",27,"11,642","4,711",1,x,x,6,x,x,8,x,x,16,x,x,16,"1,103",446,21,"1,054",427,24,"2,157",873
11,3,3,12,Lot 19,36,36,"13,967","5,652",34,x,x,19,x,x,1,x,x,19,x,x,2,x,x,34,"10,628","4,301",1,x,x,16,"4,263","1,725",2,x,x,6,322,130,36,"15,745","6,372",9,"1,127",456,2,x,x,3,x,x,12,"1,778",720,36,"13,967","5,652",33,"10,725","4,340",0,0,0,14,562,227,13,388,157,23,"1,600",647,23,"1,600",647,22,692,280,29,"2,292",928
11,3,3,16,Lot 18,26,26,"14,099","5,706",26,"7,544","3,053",12,"6,555","2,653",2,x,x,12,x,x,0,0,0,26,"9,128","3,694",2,x,x,12,"6,341","2,566",0,0,0,2,x,x,26,"15,683","6,347",12,"1,584",641,0,0,0,0,0,0,12,"1,584",641,26,"14,099","5,706",21,"12,083","4,890",0,0,0,6,493,200,9,125,51,18,"1,259",509,18,"1,259",509,17,139,56,22,"1,398",566
11,3,3,19,Lot 17,33,33,"11,278","4,564",33,x,x,16,x,x,0,0,0,15,"3,881","1,571",2,x,x,33,"8,856","3,584",0,0,0,12,"3,792","1,535",2,x,x,5,x,x,33,"13,284","5,376",8,654,265,0,0,0,4,"1,352",547,12,"2,006",812,33,"11,278","4,564",27,"8,315","3,365",0,0,0,9,547,221,10,534,216,12,x,x,13,"1,403",568,24,479,194,27,"1,882",762
11,3,3,28,Lot 16,29,29,"12,858","5,203",28,"9,678","3,917",13,"3,180","1,287",1,x,x,12,x,x,0,0,0,28,"11,407","4,616",1,x,x,12,"1,716",694,0,0,0,4,x,x,29,"14,587","5,903",10,"1,514",613,3,75,30,3,140,57,13,"1,729",700,29,"12,858","5,203",26,"7,810","3,161",1,x,x,12,x,x,10,897,363,22,x,x,23,"3,289","1,331",15,140,57,25,"3,429","1,388"
11,3,3,31,Lot 14,31,31,"14,329","5,799",29,x,x,18,x,x,2,x,x,17,x,x,2,x,x,29,"10,880","4,403",2,x,x,15,"2,997","1,213",2,x,x,7,368,149,31,"15,369","6,220",9,770,312,0,0,0,3,270,109,12,"1,040",421,31,"14,329","5,799",27,"9,390","3,800",0,0,0,10,979,396,7,343,139,25,"3,503","1,418",25,"3,503","1,418",22,114,46,28,"3,617","1,464"
11,3,3,32,Lot 13,27,27,"7,059","2,857",26,"5,196","2,103",14,"1,863",754,0,0,0,14,x,x,1,x,x,26,"6,188","2,504",0,0,0,14,"1,787",723,1,x,x,3,x,x,27,"8,051","3,258",9,x,x,0,0,0,2,x,x,11,992,401,27,"7,059","2,857",26,"4,578","1,853",0,0,0,10,268,108,11,370,150,24,"1,684",681,24,"1,684",681,19,159,64,25,"1,843",746
11,3,3,34,Lot 12,19,19,"7,240","2,930",18,"3,088","1,250",9,"4,152","1,680",1,x,x,8,x,x,0,0,0,18,"3,281","1,328",1,x,x,5,x,x,0,0,0,3,66,27,19,"7,433","3,008",5,193,78,0,0,0,0,0,0,5,193,78,19,"7,240","2,930",16,"1,649",667,0,0,0,5,54,22,7,"3,611","1,461",14,"1,859",752,14,"1,859",752,11,67,27,14,"1,926",779
11,3,3,41,Lot  6,35,35,"18,392","7,443",33,"12,455","5,040",22,"5,937","2,403",3,"1,390",563,19,"4,227","1,711",3,320,129,33,"12,995","5,259",3,"1,390",563,17,"3,489","1,412",3,320,129,5,738,299,35,"18,932","7,662",8,x,x,1,x,x,0,0,0,9,540,219,35,"18,392","7,443",31,"12,414","5,024",1,x,x,9,x,x,11,"1,275",516,25,"2,828","1,144",25,"2,828","1,144",25,"1,144",463,31,"3,972","1,607"
11,3,3,44,Lot  9,21,21,"8,122","3,287",19,"7,023","2,842",13,"1,099",445,0,0,0,13,"1,099",445,0,0,0,19,"7,320","2,962",0,0,0,10,944,382,0,0,0,4,155,63,21,"8,419","3,407",4,x,x,0,0,0,1,x,x,5,297,120,21,"8,122","3,287",21,"5,112","2,069",0,0,0,10,236,96,5,60,24,14,"1,964",795,14,"1,964",795,12,750,304,19,"2,714","1,098"
11,3,3,46,Lot  8,36,36,"15,207","6,154",35,"11,148","4,511",17,"4,059","1,643",4,x,x,16,"3,885","1,572",1,x,x,35,"12,029","4,868",4,x,x,14,"2,290",927,1,x,x,5,"1,595",645,36,"16,088","6,511",7,418,169,0,0,0,3,463,187,9,881,357,36,"15,207","6,154",30,"10,230","4,140",2,x,x,3,x,x,12,569,230,20,"3,464","1,402",20,"3,464","1,402",21,826,334,26,"4,290","1,736"
11,3,3,48,Lot  7,35,35,"15,503","6,274",35,"10,385","4,203",26,"5,118","2,071",4,x,x,25,"4,449","1,800",2,x,x,35,"10,946","4,430",4,x,x,24,"3,644","1,475",2,x,x,5,805,326,35,"16,064","6,501",10,x,x,0,0,0,2,x,x,11,561,227,35,"15,503","6,274",34,"11,569","4,682",0,0,0,9,246,100,9,181,73,27,"2,673","1,082",27,"2,673","1,082",23,834,338,32,"3,507","1,419"
11,3,3,51,Lot  4,39,39,"19,511","7,896",39,"15,208","6,154",24,"4,303","1,741",1,x,x,24,x,x,0,0,0,39,"16,684","6,752",1,x,x,23,"3,980","1,611",0,0,0,6,x,x,39,"20,987","8,493",10,x,x,2,x,x,6,616,249,17,"1,476",597,39,"19,511","7,896",33,"14,855","6,012",0,0,0,13,326,132,7,343,139,30,"3,488","1,412",30,"3,488","1,412",28,499,202,36,"3,987","1,613"
11,3,3,54,Lot  3,37,37,"14,731","5,961",35,x,x,20,x,x,2,x,x,19,"3,007","1,217",0,0,0,35,"11,704","4,736",2,x,x,16,"2,898","1,173",0,0,0,4,x,x,37,"15,469","6,260",7,x,x,0,0,0,1,x,x,7,738,299,37,"14,731","5,961",34,"9,854","3,988",1,x,x,10,964,390,10,x,x,23,"2,213",896,23,"2,213",896,22,905,366,28,"3,118","1,262"
11,3,3,58,Lot  1,28,28,"3,241","1,312",28,"2,956","1,196",6,285,115,2,x,x,5,x,x,0,0,0,28,"3,185","1,289",2,x,x,5,x,x,0,0,0,0,0,0,28,"3,470","1,404",3,178,72,3,51,21,0,0,0,6,229,93,28,"3,241","1,312",27,"1,321",535,0,0,0,4,131,53,6,168,68,21,"1,392",563,21,"1,392",563,16,229,93,25,"1,621",656
12,5,0,0,Agricultural Region 5 - rÇgion agricole 5,291,291,"79,794","32,291",277,"59,770","24,188",98,"20,024","8,103",10,"11,248","4,552",88,"8,547","3,459",7,229,93,277,"60,049","24,301",10,"11,248","4,552",61,"6,525","2,641",7,229,93,35,"2,022",818,291,"80,073","32,404",4,x,x,2,x,x,3,33,13,9,279,113,291,"79,794","32,291",227,"16,960","6,863",1,x,x,91,x,x,134,"14,766","5,976",205,"38,020","15,386",211,"38,276","15,490",184,"5,542","2,243",257,"43,818","17,733"
12,1,0,0,Agricultural Region 1 - rÇgion agricole 1,591,591,"119,817","48,488",580,"108,076","43,737",154,"11,741","4,751",6,"1,039",420,148,"10,528","4,261",4,174,70,580,"108,910","44,074",6,"1,039",420,84,"5,680","2,299",4,174,70,70,"4,848","1,962",591,"120,651","48,826",12,x,x,2,x,x,7,440,178,21,834,338,591,"119,817","48,488",331,"16,313","6,602",8,x,x,142,x,x,216,"8,121","3,286",394,"68,603","27,763",438,"78,676","31,839",382,"12,142","4,914",540,"90,818","36,753"
12,4,0,0,Agricultural Region 4 - rÇgion agricole 4,589,589,"173,823","70,344",576,"155,119","62,774",191,"18,704","7,569",8,"1,127",456,180,"17,109","6,924",12,468,189,576,"157,127","63,587",8,"1,127",456,119,"10,104","4,089",12,468,189,74,"7,005","2,835",589,"175,831","71,156",29,905,366,5,197,80,15,906,367,48,"2,008",813,589,"173,823","70,344",473,"45,554","18,435",9,122,49,189,"9,745","3,944",227,"13,074","5,291",438,"87,661","35,475",469,"93,695","37,917",338,"11,633","4,708",522,"105,328","42,625"
12,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,149","1,149","340,765","137,903","1,121","301,064","121,836",346,"39,701","16,066",19,"4,479","1,813",328,"34,393","13,918",20,829,335,"1,121","305,959","123,817",19,"4,479","1,813",237,"24,526","9,925",20,829,335,110,"9,867","3,993","1,149","345,660","139,884",57,"3,607","1,460",7,305,123,24,983,398,83,"4,895","1,981","1,149","340,765","137,903","1,014","102,722","41,570",23,321,130,328,"22,601","9,146",363,"21,505","8,703",782,"169,353","68,535",790,"171,814","69,531",655,"21,802","8,823",966,"193,616","78,354"
12,0,0,0,Nova Scotia / Nouvelle-êcosse,"3,795","3,795","995,943","403,044","3,702",x,x,"1,241",x,x,70,x,x,"1,180","111,051","44,941",60,"2,344",949,"3,702","882,549","357,155",70,"19,639","7,948",836,"80,389","32,532",60,"2,344",949,428,"31,252","12,647","3,795","1,016,173","411,231",254,"15,526","6,283",21,970,393,86,"3,734","1,511",350,"20,230","8,187","3,795","995,943","403,044","3,025","288,146","116,609",93,"2,675","1,083","1,158","57,775","23,381","1,435","78,352","31,708","2,648","465,314","188,306","2,749","487,884","197,440","2,367","81,111","32,824","3,331","568,995","230,264"
12,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,175","1,175","281,744","114,018","1,148",x,x,452,x,x,27,x,x,436,"40,474","16,379",17,644,261,"1,148","250,504","101,375",27,"1,746",707,335,"33,554","13,579",17,644,261,139,"7,510","3,039","1,175","293,958","118,961",152,"10,539","4,265",5,303,123,37,"1,372",555,189,"12,214","4,943","1,175","281,744","114,018",980,"106,597","43,138",52,"1,989",805,408,"16,857","6,822",495,"20,886","8,452",829,"101,677","41,147",841,"105,423","42,663",808,"29,992","12,137","1,046","135,415","54,800"
12,1,1,0,Shelburne,19,19,"4,885","1,977",19,x,x,4,x,x,1,x,x,3,127,51,0,0,0,19,"4,758","1,925",1,x,x,2,x,x,0,0,0,1,x,x,19,x,x,0,0,0,0,0,0,1,x,x,1,x,x,19,"4,885","1,977",10,311,126,0,0,0,2,x,x,3,x,x,10,"2,961","1,198",10,"3,221","1,303",13,"1,255",508,16,"4,476","1,811"
12,1,1,6,Shelburne,19,19,"4,885","1,977",19,x,x,4,x,x,1,x,x,3,127,51,0,0,0,19,"4,758","1,925",1,x,x,2,x,x,0,0,0,1,x,x,19,x,x,0,0,0,0,0,0,1,x,x,1,x,x,19,"4,885","1,977",10,311,126,0,0,0,2,x,x,3,x,x,10,"2,961","1,198",10,"3,221","1,303",13,"1,255",508,16,"4,476","1,811"
12,1,2,0,Yarmouth,93,93,"14,715","5,955",91,x,x,27,x,x,2,x,x,25,x,x,0,0,0,91,"13,255","5,364",2,x,x,14,930,376,0,0,0,11,x,x,93,x,x,2,x,x,0,0,0,0,0,0,2,x,x,93,"14,715","5,955",72,"3,017","1,221",1,x,x,15,x,x,40,x,x,55,"7,720","3,124",58,"7,803","3,158",56,"1,626",658,75,"9,429","3,816"
12,1,2,1,Argyle,23,23,"2,737","1,108",22,"2,525","1,022",5,212,86,0,0,0,5,212,86,0,0,0,22,"2,525","1,022",0,0,0,1,x,x,0,0,0,4,x,x,23,"2,737","1,108",0,0,0,0,0,0,0,0,0,0,0,0,23,"2,737","1,108",16,219,89,0,0,0,4,x,x,9,x,x,11,x,x,12,"1,864",754,11,233,94,16,"2,097",849
12,1,2,4,Yarmouth,70,70,"11,978","4,847",69,x,x,22,x,x,2,x,x,20,x,x,0,0,0,69,"10,730","4,342",2,x,x,13,x,x,0,0,0,7,290,117,70,x,x,2,x,x,0,0,0,0,0,0,2,x,x,70,"11,978","4,847",56,"2,798","1,132",1,x,x,11,x,x,31,"1,277",517,44,x,x,46,"5,939","2,403",45,"1,393",564,59,"7,332","2,967"
12,1,3,0,Digby,118,118,"12,442","5,035",114,x,x,19,x,x,1,x,x,18,546,221,0,0,0,114,"11,553","4,675",1,x,x,7,x,x,0,0,0,11,307,124,118,x,x,0,0,0,0,0,0,1,x,x,1,x,x,118,"12,442","5,035",44,"1,342",543,3,173,70,20,486,197,32,"1,414",572,70,"7,317","2,961",70,"7,397","2,993",93,"1,630",660,110,"9,027","3,653"
12,1,3,1,Clare,64,64,"5,015","2,029",61,x,x,9,x,x,0,0,0,9,x,x,0,0,0,61,"4,760","1,926",0,0,0,5,x,x,0,0,0,4,93,38,64,x,x,0,0,0,0,0,0,1,x,x,1,x,x,64,"5,015","2,029",18,396,160,1,x,x,11,x,x,13,396,160,35,x,x,35,"3,020","1,222",53,916,371,59,"3,936","1,593"
12,1,3,4,Digby,54,54,"7,427","3,006",53,"6,793","2,749",10,634,257,1,x,x,9,x,x,0,0,0,53,"6,793","2,749",1,x,x,2,x,x,0,0,0,7,214,87,54,"7,427","3,006",0,0,0,0,0,0,0,0,0,0,0,0,54,"7,427","3,006",26,946,383,2,x,x,9,x,x,19,"1,018",412,35,x,x,35,"4,377","1,771",40,714,289,51,"5,091","2,060"
12,1,4,0,Queens,35,35,"13,060","5,285",34,x,x,14,x,x,1,x,x,13,"1,329",538,0,0,0,34,"11,581","4,687",1,x,x,10,940,380,0,0,0,4,389,157,35,x,x,1,x,x,0,0,0,1,x,x,2,x,x,35,"13,060","5,285",19,"2,339",947,0,0,0,8,302,122,16,"1,052",426,25,"7,359","2,978",29,"7,949","3,217",20,"1,418",574,32,"9,367","3,791"
12,1,4,10,Queens,35,35,"13,060","5,285",34,x,x,14,x,x,1,x,x,13,"1,329",538,0,0,0,34,"11,581","4,687",1,x,x,10,940,380,0,0,0,4,389,157,35,x,x,1,x,x,0,0,0,1,x,x,2,x,x,35,"13,060","5,285",19,"2,339",947,0,0,0,8,302,122,16,"1,052",426,25,"7,359","2,978",29,"7,949","3,217",20,"1,418",574,32,"9,367","3,791"
12,2,5,0,Annapolis,228,228,"71,290","28,850",225,"61,345","24,825",92,"9,945","4,025",7,x,x,90,"9,312","3,768",2,x,x,225,"62,607","25,336",7,x,x,67,"7,001","2,833",2,x,x,31,"2,410",975,228,"72,651","29,401",15,738,299,3,x,x,7,x,x,25,"1,361",551,228,"71,290","28,850",194,"18,699","7,567",7,132,53,93,"4,996","2,022",108,"5,611","2,271",175,"22,688","9,182",176,"25,310","10,243",159,"16,542","6,694",206,"41,852","16,937"
12,2,5,1,"Annapolis, Subd. D",23,23,"23,368","9,457",23,"23,143","9,366",5,225,91,0,0,0,5,225,91,0,0,0,23,"23,143","9,366",0,0,0,2,x,x,0,0,0,4,x,x,23,"23,368","9,457",0,0,0,0,0,0,0,0,0,0,0,0,23,"23,368","9,457",15,720,291,0,0,0,9,363,147,14,283,115,17,"4,986","2,018",17,"7,560","3,059",15,"14,442","5,844",18,"22,002","8,904"
12,2,5,4,"Annapolis, Subd. A",54,54,"13,197","5,341",54,"11,937","4,831",20,"1,260",510,3,x,x,20,x,x,0,0,0,54,"12,190","4,933",3,x,x,14,x,x,0,0,0,9,x,x,54,"13,450","5,443",2,x,x,0,0,0,2,x,x,4,253,102,54,"13,197","5,341",43,"3,275","1,325",0,0,0,20,"1,110",449,22,"1,163",471,41,x,x,42,"7,011","2,837",40,638,258,51,"7,649","3,095"
12,2,5,9,"Annapolis, Subd. B",78,78,"17,089","6,916",78,"13,573","5,493",33,"3,516","1,423",4,x,x,31,"3,054","1,236",1,x,x,78,"14,309","5,791",4,x,x,23,"2,617","1,059",1,x,x,8,437,177,78,"17,825","7,214",9,x,x,1,x,x,1,x,x,11,736,298,78,"17,089","6,916",72,"7,387","2,989",4,64,26,31,"1,726",698,37,"1,906",771,54,x,x,54,"5,115","2,070",55,891,361,69,"6,006","2,431"
12,2,5,14,"Annapolis, Subd. C",73,73,"17,636","7,137",70,"12,692","5,136",34,"4,944","2,001",0,0,0,34,x,x,1,x,x,70,"12,965","5,247",0,0,0,28,"3,586","1,451",1,x,x,10,x,x,73,"18,008","7,288",4,x,x,2,x,x,4,67,27,10,372,151,73,"17,636","7,137",64,"7,317","2,961",3,68,28,33,"1,797",727,35,"2,259",914,63,"5,624","2,276",63,"5,624","2,276",49,571,231,68,"6,195","2,507"
12,1,6,0,Lunenburg,326,326,"74,715","30,236",322,"67,431","27,288",90,"7,284","2,948",1,x,x,89,x,x,4,174,70,322,"67,763","27,423",1,x,x,51,x,x,4,174,70,43,"3,658","1,480",326,"75,047","30,370",9,229,93,2,x,x,4,x,x,15,332,134,326,"74,715","30,236",186,"9,304","3,765",4,32,13,97,"2,778","1,124",125,"4,082","1,652",234,"43,246","17,501",271,"52,306","21,167",200,"6,213","2,514",307,"58,519","23,682"
12,1,6,1,Lunenburg,243,243,"53,100","21,489",240,x,x,73,x,x,1,x,x,72,x,x,4,174,70,240,"46,860","18,964",1,x,x,38,x,x,4,174,70,38,"3,535","1,431",243,x,x,8,x,x,2,x,x,3,40,16,13,x,x,243,"53,100","21,489",160,"8,592","3,477",3,x,x,77,x,x,105,"3,388","1,371",174,"29,113","11,782",194,"34,407","13,924",155,"4,406","1,783",226,"38,813","15,707"
12,1,6,9,Chester,83,83,"21,615","8,747",82,x,x,17,x,x,0,0,0,17,x,x,0,0,0,82,"20,903","8,459",0,0,0,13,x,x,0,0,0,5,123,50,83,x,x,1,x,x,0,0,0,1,x,x,2,x,x,83,"21,615","8,747",26,712,288,1,x,x,20,x,x,20,694,281,60,"14,133","5,719",77,"17,899","7,243",45,"1,807",731,81,"19,706","7,975"
