HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NTRCU60,TRCU60,VTRCU60,NTRCO60,TRCO60,VTRCO60,NTRCU100,TRCU100,VTRCU100,NTRC100,TRC100,VTRC100,NTRC149,TRC149,VTRC149,NTOTTRC,TOTTRC,TVALTRC,NTOTTRK,TOTTRK,TVALTRK,NPICKUP,PICKUP,VPICKUP,NOTHTRK,OTHTRK,VOTHTRK,NAUTMBL,AUTMBL,VAUTMBL,NCULTSD,CULTSD,VCULTSD,NCOMB,COMB,VCOMB,NSWTMOW,SWTMOW,VSWTMOW,NBALER,BALER,VBALER,NHARVST,HARVST,VHARVST,NVIRRIG,VIRRIG,NVALOEQ,VALOEQ,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NTOTFCAP,TOTFCAP
11,2,2,31,Lot 29,34,34,"14,063,100",34,"10,755,200",15,"3,307,900",23,45,"283,965",21,32,"563,489",33,77,"847,454",11,x,x,2,x,x,33,98,"1,615,357",29,67,"477,134",27,33,"266,390",15,34,"210,744",19,28,"307,276",20,86,"403,900",11,11,"167,000",17,17,x,21,30,"199,905",2,x,x,0,0,23,"898,573",34,"4,173,049",27,"846,554",34,"19,082,703"
11,2,2,36,Lot 67,49,49,"37,986,000",49,"33,780,600",17,"4,205,400",26,37,"248,913",39,67,"1,841,380",47,104,"2,090,293",11,24,"986,478",3,10,"800,000",48,138,"3,876,771",43,99,"1,056,955",39,51,"598,980",18,48,"457,975",30,31,"331,500",33,140,"655,100",12,13,"316,300",28,31,"276,527",34,47,"475,527",6,7,x,1,x,40,"1,404,200",49,"8,485,380",41,"3,857,332",49,"50,328,712"
11,2,2,38,Lot 20,29,29,"23,644,202",29,"19,529,202",14,"4,115,000",17,29,"196,977",20,34,"729,664",27,63,"926,641",12,x,x,2,x,x,29,93,"2,274,499",23,65,"595,108",21,28,"301,442",12,37,"293,666",16,18,"162,000",20,82,"409,800",9,10,"229,000",18,18,"174,654",20,24,"230,358",6,6,"66,531",0,0,24,"791,398",29,"4,933,348",24,"2,297,692",29,"30,875,242"
11,2,2,39,Lot 21,40,40,"39,351,730",40,"30,815,330",24,"8,536,400",24,43,"289,710",31,56,"1,892,878",39,99,"2,182,588",10,x,x,1,x,x,40,123,"3,986,088",33,101,"962,582",30,36,"462,582",20,65,"500,000",26,35,"353,818",27,104,"707,692",18,24,"516,632",25,26,x,30,42,"301,635",2,x,x,1,x,33,"721,845",40,"8,008,035",34,"2,297,644",40,"49,657,409"
11,2,2,40,Miltonvale Park,19,19,"8,893,100",19,"7,821,700",11,"1,071,400",15,25,"160,600",14,27,"882,000",18,52,"1,042,600",3,3,"205,000",0,0,0,19,55,"1,247,600",17,30,"403,510",17,21,"302,510",6,9,"101,000",6,6,"96,500",12,51,"142,000",3,4,"48,000",10,13,x,10,14,"191,000",2,x,x,1,x,14,"641,500",19,"2,922,010",17,"815,654",19,"12,630,764"
11,2,2,42,Lot 23,45,45,"28,086,137",43,"22,668,137",26,"5,418,000",19,25,"116,300",31,56,"2,020,705",38,81,"2,137,005",11,17,"1,025,658",0,0,0,41,98,"3,162,663",31,49,"459,674",29,32,"353,674",11,17,"106,000",24,31,"291,395",22,91,"283,600",11,11,"319,000",22,25,"176,500",26,37,"342,078",7,8,"45,500",0,0,32,"758,240",45,"5,838,650",37,"3,763,798",45,"37,688,585"
11,2,2,44,Lot 24,46,46,"34,052,900",46,"28,614,900",23,"5,438,000",25,31,"237,428",33,57,"1,502,789",41,88,"1,740,217",12,17,"986,097",4,8,"686,006",43,113,"3,412,320",39,100,"1,036,990",34,49,"462,658",20,51,"574,332",16,17,"147,717",28,103,"533,432",12,12,"446,500",22,21,"133,032",27,38,"322,434",7,7,x,3,x,37,"3,118,000",46,"9,249,275",32,"2,691,333",46,"45,993,508"
11,2,2,49,Lot 33,72,72,"39,691,247",70,"34,382,847",26,"5,308,400",45,81,"464,370",44,78,"1,798,114",62,159,"2,262,484",13,27,"1,658,859",3,5,"245,000",65,191,"4,166,343",59,136,"1,081,526",52,73,"647,928",20,63,"433,598",27,32,"217,045",41,170,"813,583",22,27,"978,065",31,32,"218,193",33,43,"260,087",6,6,x,1,x,55,"1,557,783",72,"9,389,707",47,"2,705,726",72,"51,786,680"
11,2,2,52,Lot 34,50,50,"36,231,734",49,"28,550,134",23,"7,681,600",32,48,"324,800",30,56,"1,836,446",44,104,"2,161,246",9,13,"930,000",3,8,"775,000",45,125,"3,866,246",43,103,"954,570",42,53,"460,570",16,50,"494,000",18,20,"204,000",26,126,"872,300",11,11,"517,000",15,15,"207,000",21,31,"251,410",5,5,x,1,x,40,"1,553,474",50,"8,472,100",34,"4,026,627",50,"48,730,461"
11,2,2,54,Lot 35,25,25,"14,471,000",25,"12,647,000",12,"1,824,000",15,27,"208,000",19,37,"852,078",24,64,"1,060,078",3,3,"86,000",3,7,"635,000",25,74,"1,781,078",23,51,"565,509",21,28,"340,556",11,23,"224,953",15,21,"220,131",20,75,"390,106",7,7,"114,300",18,20,x,17,23,"166,825",2,x,x,0,0,22,"610,104",25,"4,005,505",19,"1,270,096",25,"19,746,601"
11,2,2,56,Lot 36,29,29,"17,256,100",29,"16,260,100",11,"996,000",14,27,"206,763",21,32,"833,363",26,59,"1,040,126",4,x,x,1,x,x,28,69,"1,581,719",23,53,"879,340",22,28,"295,035",11,25,"584,305",13,13,"142,813",20,87,"221,761",12,14,"319,053",16,17,"65,300",18,25,"150,709",1,x,x,2,x,25,"1,472,104",29,"4,836,799",20,"1,120,283",29,"23,213,182"
11,2,2,58,Lot 37,21,21,"12,895,500",21,"12,240,500",3,"655,000",12,19,"105,177",13,21,"860,000",19,40,"965,177",4,x,x,1,x,x,20,49,"1,876,177",18,49,"579,557",17,24,x,4,25,x,11,12,"105,302",15,64,"385,938",8,9,"247,300",10,10,x,13,17,"119,489",2,x,x,0,0,15,"246,500",21,"3,651,801",16,"1,287,608",21,"17,834,909"
11,2,2,85,Cornwall,30,30,"15,477,200",30,"14,100,500",15,"1,376,700",18,31,"221,120",19,38,"893,891",28,69,"1,115,011",11,x,x,1,x,x,29,102,"2,557,757",24,80,"928,854",22,36,"454,617",14,44,"474,237",15,16,"168,793",20,98,"1,071,936",15,18,"436,585",16,18,x,21,30,"231,808",4,4,x,0,0,22,"707,659",30,"6,254,250",23,"1,928,593",30,"23,660,043"
11,3,3,0,Prince,579,579,"554,554,367",561,"443,507,090",313,"111,047,277",350,617,"4,105,616",369,652,"15,500,938",494,"1,269","19,606,554",213,502,"20,611,687",70,176,"13,357,618",536,"1,947","53,575,859",506,"1,932","19,493,812",481,743,"8,038,266",296,"1,189","11,455,546",238,288,"2,927,550",383,"1,977","14,170,658",227,281,"6,878,466",270,311,"2,177,848",311,418,"3,526,927",100,120,"1,275,651",38,"2,417,095",455,"23,409,596",579,"129,853,462",385,"27,724,247",579,"712,132,076"
11,3,3,1,Lot 28,40,40,"42,646,835",36,"37,974,335",24,"4,672,500",27,45,"294,190",27,58,"1,256,083",36,102,"1,550,273",17,42,"1,371,045",8,17,"1,122,319",38,160,"4,043,637",33,130,"1,384,553",32,46,"535,837",22,84,"848,716",19,23,"237,308",30,129,"1,160,880",20,24,"449,628",17,22,"113,428",17,22,"230,447",6,6,x,2,x,31,"1,659,825",40,"9,447,158",25,"2,382,896",40,"54,476,889"
11,3,3,6,Lot 27,35,35,"44,461,093",35,"39,070,533",16,"5,390,560",22,43,"218,032",25,44,"1,035,938",33,87,"1,253,970",14,39,"1,096,858",4,10,"682,200",35,136,"3,033,028",30,123,"1,072,382",30,45,"487,488",18,78,"584,894",18,20,"329,770",26,142,"931,761",19,23,"455,107",16,19,"122,119",17,22,"157,546",3,5,x,2,x,27,"1,937,955",35,"8,081,168",16,"926,680",35,"53,468,941"
11,3,3,9,Lot 26,42,42,"49,495,660",42,"38,745,660",26,"10,750,000",22,39,"200,148",29,46,"1,089,900",34,85,"1,290,048",24,51,"2,167,059",11,24,"1,869,099",42,160,"5,326,206",40,204,"2,310,139",37,63,"760,979",28,141,"1,549,160",14,22,"224,010",32,195,"1,763,256",19,26,"778,759",18,22,"174,400",18,24,"212,240",6,7,"217,700",8,"740,000",36,"2,136,640",42,"13,883,350",23,"1,019,027",42,"64,398,037"
11,3,3,11,Lot 25,30,30,"42,950,700",29,"32,476,700",18,"10,474,000",17,34,"218,950",21,38,"849,853",26,72,"1,068,803",13,35,"1,423,000",4,20,"2,347,000",27,127,"4,838,803",27,161,"1,584,329",24,56,"699,656",18,105,"884,673",11,13,"118,600",21,139,"1,033,000",10,16,"459,500",15,19,x,13,18,"239,764",3,6,x,5,"476,000",25,"2,971,300",30,"11,908,600",16,"1,462,173",30,"56,321,473"
11,3,3,12,Lot 19,36,36,"39,754,745",34,"29,795,745",19,"9,959,000",29,49,"341,098",20,30,"1,067,662",34,79,"1,408,760",16,x,x,2,x,x,34,122,"3,977,975",32,123,"1,185,342",29,45,"431,948",19,78,"753,394",18,22,"281,379",16,98,"865,531",13,16,"494,985",13,14,"53,651",18,25,"210,365",8,10,"46,716",0,0,27,"1,882,600",36,"8,998,544",27,"1,562,488",36,"50,315,777"
11,3,3,16,Lot 18,26,26,"33,539,623",26,"25,034,723",12,"8,504,900",17,35,"272,861",12,20,"347,323",21,55,"620,184",10,31,"1,025,000",7,21,"1,152,000",23,107,"2,797,184",23,94,"1,357,856",22,39,"383,695",13,55,"974,161",9,11,"115,145",13,77,"809,002",7,12,"737,000",12,13,"108,032",15,18,"130,532",6,8,x,2,x,20,"1,793,500",26,"8,248,251",18,"1,843,340",26,"43,631,214"
11,3,3,19,Lot 17,33,33,"25,254,962",33,"15,927,962",16,"9,327,000",13,21,"120,000",19,28,"677,500",25,49,"797,500",9,x,x,1,x,x,28,73,"1,760,500",24,63,"889,300",23,30,"314,300",14,33,"575,000",13,16,"139,500",16,75,"493,000",6,7,"151,500",12,12,x,11,16,"132,500",2,x,x,1,x,30,"450,300",33,"4,119,400",19,"1,027,075",33,"30,401,437"
11,3,3,28,Lot 16,29,29,"24,257,810",28,"19,451,810",13,"4,806,000",14,19,"126,400",17,34,"831,600",23,53,"958,000",10,x,x,2,x,x,26,75,"1,827,000",23,72,"742,400",22,31,"375,900",10,41,"366,500",11,11,"117,000",17,75,"343,300",10,14,"282,000",17,18,"183,700",17,22,"221,000",7,7,x,2,x,22,"554,710",29,"4,864,110",22,"1,646,879",29,"30,768,799"
11,3,3,31,Lot 14,31,31,"25,052,049",29,"21,059,549",18,"3,992,500",24,44,"472,400",23,51,"1,542,000",29,95,"2,014,400",8,25,x,3,8,x,29,128,"3,589,400",28,100,"1,033,000",27,43,"398,500",16,57,"634,500",16,16,"124,000",25,114,"789,052",15,17,"261,000",21,26,"230,500",21,32,"388,000",7,8,x,1,x,23,"968,400",31,"7,494,352",23,"2,477,260",31,"35,023,661"
11,3,3,32,Lot 13,27,27,"16,274,906",27,"13,241,406",14,"3,033,500",21,34,"248,427",19,35,"616,664",25,69,"865,091",6,x,x,1,x,x,27,84,"1,411,949",25,62,"500,698",24,36,"297,742",9,26,"202,956",14,19,"123,800",19,80,"211,850",9,10,"79,500",16,19,"119,654",19,26,"164,358",7,7,"30,531",0,0,21,"557,339",27,"3,199,679",22,"888,680",27,"20,363,265"
11,3,3,34,Lot 12,19,19,"6,040,300",18,"5,010,800",9,"1,029,500",11,16,"85,478",12,23,"455,901",16,39,"541,379",1,x,x,0,0,0,16,x,x,17,30,"240,879",16,18,"202,967",6,12,"37,912",5,5,"44,324",10,28,"66,302",6,6,"21,926",9,11,"20,642",12,15,x,3,3,x,1,x,13,"265,000",19,x,15,x,19,"7,831,128"
11,3,3,41,Lot  6,35,35,"34,544,288",33,"25,186,288",22,"9,358,000",16,32,"168,708",24,39,"977,069",27,71,"1,145,777",18,35,"1,853,201",8,16,"1,735,000",34,121,"4,733,978",32,165,"1,917,567",31,51,"584,154",24,114,"1,333,413",13,16,"188,948",28,159,"1,692,378",15,17,"836,586",18,19,"147,963",16,21,"188,151",5,7,x,2,x,27,"1,574,500",35,"11,395,100",18,"1,079,138",35,"47,018,526"
11,3,3,44,Lot  9,21,21,"15,144,060",19,"13,344,060",13,"1,800,000",14,35,"194,695",17,25,"525,089",20,60,"719,784",8,x,x,2,x,x,21,79,"1,143,784",18,66,"314,556",18,25,"184,056",9,41,"130,500",11,14,"107,738",19,99,"209,900",12,15,"87,728",11,16,x,16,23,"111,247",2,x,x,2,x,17,"321,900",21,"2,373,781",15,"373,545",21,"17,891,386"
11,3,3,46,Lot  8,36,36,"29,038,981",35,"26,911,081",17,"2,127,900",20,33,"241,630",18,31,"767,601",28,64,"1,009,231",13,30,"1,076,038",4,7,"255,000",32,101,"2,340,269",33,107,"881,247",32,43,"494,360",16,64,"386,887",17,23,"214,690",22,122,"582,438",15,22,"326,065",13,16,"89,096",15,21,"154,779",3,3,x,2,x,22,"727,814",36,"5,409,398",22,"1,036,275",36,"35,484,654"
11,3,3,48,Lot  7,35,35,"42,650,845",35,"31,140,845",26,"11,510,000",20,40,"292,766",26,49,"1,246,109",30,89,"1,538,875",16,37,x,3,9,x,33,135,"3,987,288",34,121,"1,273,644",33,51,"567,970",23,70,"705,674",13,16,"126,712",27,112,"615,435",15,16,"363,881",21,23,"175,324",28,41,"334,463",10,13,x,1,x,32,"1,400,624",35,"8,430,671",30,"2,645,668",35,"53,727,184"
11,3,3,51,Lot  4,39,39,"47,488,493",39,"39,832,993",24,"7,655,500",27,46,"336,654",30,54,"1,116,970",37,100,"1,453,624",16,46,"2,336,000",4,10,"740,000",37,156,"4,529,624",36,153,"1,336,406",34,61,"622,337",25,92,"714,069",15,19,"199,337",29,152,"1,242,227",18,22,"673,000",21,22,"160,950",27,36,"285,827",15,18,x,1,x,32,"2,787,046",39,"11,301,044",32,"2,598,908",39,"61,388,445"
11,3,3,54,Lot  3,37,37,"26,922,717",35,"21,325,300",20,"5,597,417",13,18,"144,379",17,31,"795,176",24,49,"939,555",11,24,"970,000",6,15,"1,230,000",28,88,"3,139,555",30,126,"1,268,014",28,40,"526,877",17,86,"741,137",13,15,"141,089",23,140,"1,277,246",15,16,"395,301",15,16,"200,857",23,28,"252,638",6,6,x,3,x,28,"1,201,743",37,"8,031,856",28,"1,665,755",37,"36,620,328"
11,3,3,58,Lot  1,28,28,"9,036,300",28,"7,977,300",6,"1,059,000",23,35,"128,800",13,18,"302,500",26,53,"431,300",3,x,x,0,0,0,26,x,x,21,33,"201,500",19,21,"169,500",9,12,"32,000",8,9,"94,200",10,43,"84,100",3,4,"25,000",5,5,"25,500",8,9,x,1,x,x,3,x,22,"218,400",28,x,14,x,28,"13,000,932"
12,0,0,0,Nova Scotia / Nouvelle-êcosse,"3,795","3,795","1,396,453,218","3,710","1,278,388,379","1,262","118,064,839","2,716","5,139","42,021,185","1,846","3,038","85,620,489","3,322","8,177","127,641,674",373,571,"25,751,703",108,141,"9,832,533","3,376","8,889","163,225,910","2,949","4,694","53,351,230","2,745","3,590","40,820,135",797,"1,104","12,531,095","1,280","1,442","14,558,751","1,825","6,594","19,930,823",268,278,"4,653,379","1,357","1,592","9,096,965","1,628","2,196","14,210,419",321,366,"5,866,575",354,"9,743,417","2,836","75,782,187","3,795","370,419,656","2,335","214,112,300","3,795","1,980,985,174"
12,1,0,0,Agricultural Region 1 - rÇgion agricole 1,591,591,"179,256,970",580,"167,575,570",157,"11,681,400",413,729,"6,467,447",235,322,"8,074,449",500,"1,050","14,541,896",28,38,"1,231,547",8,11,"167,390",510,"1,098","15,940,833",446,658,"7,543,741",403,517,"6,075,662",114,141,"1,468,079",198,232,"2,511,438",204,596,"1,195,058",16,17,"66,761",149,180,"796,623",228,307,"1,712,937",17,19,"147,904",39,"647,500",427,"8,712,781",591,"39,275,576",350,"103,425,391",591,"321,957,937"
12,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,175","1,175","532,066,482","1,152","485,642,092",460,"46,424,390",874,"1,755","13,717,945",578,"1,037","29,414,440","1,041","2,792","43,132,385",155,250,"11,715,738",47,67,"5,724,721","1,059","3,108","60,572,844",950,"1,662","18,180,220",898,"1,220","13,043,318",291,441,"5,136,902",453,522,"4,951,182",692,"2,694","9,962,125",86,87,"2,592,818",447,528,"2,969,319",517,700,"4,447,517",118,138,"2,678,921",170,"6,517,838",900,"25,900,086","1,175","138,772,870",816,"54,378,028","1,175","725,217,380"
12,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,149","1,149","405,340,890","1,123","371,126,850",349,"34,214,040",808,"1,550","13,022,286",574,969,"28,750,553","1,013","2,518","41,772,839",112,178,"8,890,725",31,35,"2,432,262","1,027","2,731","53,095,826",874,"1,457","16,969,182",811,"1,100","12,700,358",248,357,"4,268,824",354,390,"3,937,756",509,"1,835","5,050,192",100,106,"987,408",390,454,"2,751,698",425,586,"4,237,018",102,120,"1,843,488",97,"1,931,162",844,"26,923,803","1,149","117,727,533",611,"34,468,128","1,149","557,536,551"
12,4,0,0,Agricultural Region 4 - rÇgion agricole 4,589,589,"199,971,143",577,"183,491,643",194,"16,479,500",410,737,"5,680,295",326,498,"14,295,515",520,"1,234","19,975,810",54,71,"3,031,937",16,23,"1,192,500",530,"1,328","24,200,247",468,635,"7,690,724",442,534,"6,512,428",90,101,"1,178,296",182,198,"2,263,875",277,981,"2,616,598",52,54,"901,135",259,297,"1,817,196",304,409,"2,772,283",55,59,"863,426",28,"480,517",453,"11,145,121",589,"54,751,122",353,"14,652,028",589,"269,374,293"
12,5,0,0,Agricultural Region 5 - rÇgion agricole 5,291,291,"79,817,733",278,"70,552,224",102,"9,265,509",211,369,"3,133,212",133,214,"5,085,532",248,583,"8,218,744",24,35,"881,756",6,6,"315,660",250,624,"9,416,160",211,283,"2,967,363",191,219,"2,488,369",54,64,"478,994",93,100,"894,500",143,488,"1,106,850",14,14,"105,257",112,134,"762,129",154,194,"1,040,664",29,31,"332,836",20,"166,400",212,"3,100,396",291,"19,892,555",205,"7,188,725",291,"106,899,013"
12,1,1,0,Shelburne,19,19,"4,115,322",19,"3,885,322",4,"230,000",10,17,"189,000",4,6,"158,000",11,23,"347,000",0,0,0,0,0,0,11,23,"347,000",10,14,"73,000",7,9,"54,500",5,5,"18,500",7,8,"162,000",4,4,x,0,0,0,3,4,x,4,4,"8,000",0,0,0,3,"87,000",13,"137,250",19,"833,250",9,"83,572",19,"5,032,144"
12,1,1,6,Shelburne,19,19,"4,115,322",19,"3,885,322",4,"230,000",10,17,"189,000",4,6,"158,000",11,23,"347,000",0,0,0,0,0,0,11,23,"347,000",10,14,"73,000",7,9,"54,500",5,5,"18,500",7,8,"162,000",4,4,x,0,0,0,3,4,x,4,4,"8,000",0,0,0,3,"87,000",13,"137,250",19,"833,250",9,"83,572",19,"5,032,144"
12,1,2,0,Yarmouth,93,93,"22,247,120",91,"20,644,120",28,"1,603,000",76,141,"1,065,064",27,35,"978,606",82,176,"2,043,670",5,x,x,1,x,x,83,184,x,67,91,"1,178,549",61,74,"1,051,049",15,17,"127,500",33,45,"384,355",44,115,"147,950",1,x,x,26,32,"113,700",34,43,"306,236",2,x,x,9,"74,200",65,"1,021,750",93,"5,672,810",57,"11,731,941",93,"39,651,871"
12,1,2,1,Argyle,23,23,"5,130,900",22,"4,625,900",6,"505,000",18,28,"207,564",3,3,"94,000",18,31,"301,564",1,x,x,0,0,0,19,x,x,12,13,"164,045",11,x,x,2,x,x,8,11,"66,555",7,17,"28,500",0,0,0,4,4,"8,500",5,6,"11,536",0,0,0,2,x,15,x,23,x,11,x,23,"9,596,171"
12,1,2,4,Yarmouth,70,70,"17,116,220",69,"16,018,220",22,"1,098,000",58,113,"857,500",24,32,"884,606",64,145,"1,742,106",4,x,x,1,x,x,64,x,x,55,78,"1,014,504",50,x,x,13,x,x,25,34,"317,800",37,98,"119,450",1,x,x,22,28,"105,200",29,37,"294,700",2,x,x,7,x,50,x,70,x,46,x,70,"30,055,700"
12,1,3,0,Digby,118,118,"36,850,018",114,"35,950,018",20,"900,000",79,139,"1,536,405",45,57,"1,681,167",96,195,"3,217,572",4,x,"115,000",0,0,0,98,x,"3,332,572",92,144,"2,090,777",83,107,"1,611,277",26,37,"479,500",30,32,"368,387",19,71,"115,300",3,x,x,15,21,"102,100",21,30,"191,280",2,x,x,3,x,90,"2,645,474",118,"8,917,890",97,"87,364,105",118,"133,132,013"
12,1,3,1,Clare,64,64,"24,103,818",61,"23,773,818",9,"330,000",46,76,"889,292",28,35,"1,158,167",56,111,"2,047,459",3,3,x,0,0,0,57,114,x,52,87,"1,309,377",47,63,"1,002,377",16,24,"307,000",15,16,"237,700",6,20,"34,100",0,0,0,5,8,"31,600",7,9,"53,500",0,0,0,2,x,46,"1,859,024",64,"5,680,760",51,"62,351,163",64,"92,135,741"
12,1,3,4,Digby,54,54,"12,746,200",53,"12,176,200",11,"570,000",33,63,"647,113",17,22,"523,000",40,85,"1,170,113",1,x,x,0,0,0,41,x,x,40,57,"781,400",36,44,"608,900",10,13,"172,500",15,16,"130,687",13,51,"81,200",3,x,x,10,13,"70,500",14,21,"137,780",2,x,x,1,x,44,"786,450",54,"3,237,130",46,"25,012,942",54,"40,996,272"
12,1,4,0,Queens,35,35,"11,406,200",34,"10,204,200",14,"1,202,000",22,32,"261,499",21,29,"810,799",31,61,"1,072,298",1,x,x,0,0,0,31,x,x,30,43,"477,949",30,37,"451,449",5,6,"26,500",16,16,"219,655",12,37,x,1,x,x,7,7,x,16,20,"121,806",1,x,x,1,x,28,"642,517",35,"2,726,598",19,"581,860",35,"14,714,658"
12,1,4,10,Queens,35,35,"11,406,200",34,"10,204,200",14,"1,202,000",22,32,"261,499",21,29,"810,799",31,61,"1,072,298",1,x,x,0,0,0,31,x,x,30,43,"477,949",30,37,"451,449",5,6,"26,500",16,16,"219,655",12,37,x,1,x,x,7,7,x,16,20,"121,806",1,x,x,1,x,28,"642,517",35,"2,726,598",19,"581,860",35,"14,714,658"
12,2,5,0,Annapolis,228,228,"78,519,624",226,"70,641,824",93,"7,877,800",174,333,"2,551,686",105,154,"3,871,395",207,486,"6,423,081",25,37,"1,887,939",9,9,"803,655",209,532,"9,114,675",175,276,"2,749,950",167,214,"2,176,632",41,62,"573,318",88,103,"1,028,346",140,469,"1,697,639",25,24,"524,718",105,123,"545,756",114,156,"937,118",24,28,"536,567",30,"504,334",166,"3,957,003",228,"21,596,106",172,"8,725,701",228,"108,841,431"
12,2,5,1,"Annapolis, Subd. D",23,23,"5,968,000",23,"5,718,000",5,"250,000",15,25,"136,816",8,10,"307,000",20,35,"443,816",0,0,0,1,x,x,21,x,x,15,23,"426,300",13,x,x,2,x,x,6,6,"43,763",9,24,"58,595",0,0,0,8,9,"24,300",9,12,"52,760",1,x,x,1,x,13,"287,226",23,"1,362,760",17,"256,912",23,"7,587,672"
12,2,5,4,"Annapolis, Subd. A",54,54,"16,632,900",54,"15,221,400",20,"1,411,500",41,96,"707,184",20,32,"586,142",46,128,"1,293,326",3,5,x,1,x,x,46,x,x,38,58,"534,105",38,x,x,8,x,x,27,30,"329,715",38,128,"184,187",5,5,"14,500",25,29,"92,266",24,36,"156,933",2,x,x,9,x,39,"990,516",54,"4,055,585",40,"3,604,477",54,"24,292,962"
12,2,5,9,"Annapolis, Subd. B",78,78,"24,602,544",78,"22,307,744",33,"2,294,800",65,121,"887,274",40,57,"1,236,425",73,178,"2,123,699",13,16,x,3,x,x,74,x,x,61,82,"772,624",58,67,"618,366",12,15,"154,258",29,35,"283,886",50,161,"540,717",9,8,"264,202",41,49,"219,293",45,55,"299,769",8,10,x,9,"174,684",58,"1,210,817",78,"6,886,191",58,"2,221,270",78,"33,710,005"
12,2,5,14,"Annapolis, Subd. C",73,73,"31,316,180",71,"27,394,680",35,"3,921,500",53,91,"820,412",37,55,"1,741,828",68,146,"2,562,240",9,16,"1,047,917",4,4,"420,655",68,166,"4,030,812",61,113,"1,016,921",58,78,"666,621",19,35,"350,300",26,32,"370,982",43,157,"914,140",11,12,"246,016",31,36,"209,897",36,54,"427,656",13,15,"347,552",11,"259,150",56,"1,468,444",73,"9,291,570",57,"2,643,042",73,"43,250,792"
12,1,6,0,Lunenburg,326,326,"104,638,310",322,"96,891,910",91,"7,746,400",226,400,"3,415,479",138,195,"4,445,877",280,595,"7,861,356",18,x,x,7,x,x,287,630,"8,734,293",247,367,"3,723,466",222,291,"2,907,387",63,76,"816,079",112,131,"1,377,041",125,369,"857,435",11,11,"45,761",98,117,"516,823",153,210,"1,085,615",12,13,"105,504",23,"413,300",231,"4,265,790",326,"21,125,028",168,"3,663,913",326,"129,427,251"
12,1,6,1,Lunenburg,243,243,"82,788,410",240,"76,117,010",74,"6,671,400",169,315,"2,795,992",97,140,"3,351,377",207,455,"6,147,369",11,x,"461,649",3,x,"80,000",210,473,"6,689,018",186,279,"2,872,683",167,217,"2,182,654",50,62,"690,029",81,97,"897,791",102,297,"723,197",8,8,"32,761",81,99,"476,717",121,169,"922,140",8,9,"33,218",17,"377,600",177,"2,861,714",243,"15,886,839",144,"3,391,914",243,"102,067,163"
12,1,6,9,Chester,83,83,"21,849,900",82,"20,774,900",17,"1,075,000",57,85,"619,487",41,55,"1,094,500",73,140,"1,713,987",7,12,x,4,5,x,77,157,"2,045,275",61,88,"850,783",55,74,"724,733",13,14,"126,050",31,34,"479,250",23,72,"134,238",3,3,"13,000",17,18,"40,106",32,41,"163,475",4,4,"72,286",6,"35,700",54,"1,404,076",83,"5,238,189",24,"271,999",83,"27,360,088"
12,2,7,0,Kings,604,604,"302,728,195",589,"275,760,205",233,"26,967,990",459,931,"7,742,065",306,571,"15,692,632",542,"1,502","23,434,697",89,154,"6,764,903",23,38,"3,305,606",550,"1,693","33,505,206",506,962,"10,660,495",474,677,"7,303,058",177,284,"3,357,437",234,269,"2,701,463",355,"1,528","6,037,514",39,41,"1,940,700",196,236,"1,178,755",223,290,"1,849,077",45,55,"834,922",111,"5,297,403",475,"14,427,252",604,"78,432,787",366,"29,382,428",604,"410,543,410"
12,2,7,1,"Kings, Subd. A",308,308,"128,935,142",300,"117,825,842",111,"11,109,300",230,471,"3,648,180",152,283,"7,067,783",276,753,"10,715,963",36,62,"3,200,669",9,16,"1,715,000",280,831,"15,631,632",261,479,"4,994,451",244,337,"3,429,966",88,142,"1,564,485",117,133,"1,382,700",184,771,"2,617,340",16,16,"442,200",100,121,"559,261",112,151,"854,866",21,24,"458,722",60,"3,414,813",232,"7,341,039",308,"37,697,024",180,"11,533,895",308,"178,166,061"
12,2,7,11,"Kings, Subd. C",41,41,"12,609,000",39,"11,469,500",15,"1,139,500",30,66,x,17,28,"639,882",33,94,x,3,3,x,0,0,0,33,97,"1,361,882",31,44,"395,150",30,35,"346,150",7,9,"49,000",15,17,"169,900",19,74,"148,700",4,4,"65,500",20,22,"107,794",18,24,"133,524",2,x,x,3,x,34,"416,400",41,"2,812,600",27,"1,581,344",41,"17,002,944"
12,2,7,16,"Kings, Subd. B",171,171,"107,311,013",168,"97,161,813",73,"10,149,200",128,249,"2,215,685",89,179,"5,687,467",152,428,"7,903,152",31,52,"1,787,455",9,14,"890,606",155,493,"10,581,213",140,290,"3,329,749",129,202,"2,253,425",56,88,"1,076,324",72,81,"780,727",99,451,"2,161,439",12,13,"854,500",46,61,"261,854",57,71,"561,659",8,x,"128,200",36,"1,704,340",142,"4,295,985",171,"24,659,666",99,"10,111,974",171,"142,082,653"
