HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NBEEHON,BEEHON,NBEEPOLL,BEEPOLL,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NTCHICK,TCHICK,NHENHATCH,HENHATCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NTURKPRD,TURKPRD,ETURKPRD,NBROILPRD,BROILPRD,EBROILPRD,NHATCHNUM,HATCHNUM,NCALFU1,CALFU1,NSTEERS,STEERS,NHEIFER,HEIFER,NFDHEIF,FDHEIF,NBFHEIF,BFHEIF,NMLKHEIF,MLKHEIF,NTOTCOW,TOTCOW,NBFCOWS,BFCOWS,NMLKCOW,MLKCOW,NBULLS,BULLS,NTCATTL,TCATTL,NRAMS,RAMS,NEWES,EWES,NLAMBS,LAMBS,NTSHEEP,TSHEEP,NBOARS,BOARS,NSOWS,SOWS,NNURPIG,NURPIG,NGRWPIG,GRWPIG,NTOPIGS,TOPIGS,NHORSES,HORSES,NGOATS,GOATS,NWLDBOAR,WLDBOAR,NMINK,MINK,NFOX,FOX,NBISON,BISON,NLAMAS,LAMAS,NDEER,DEER,NELK,ELK
11,2,2,38,Lot 20,29,1,x,0,0,1,x,1,x,3,x,4,284,0,0,0,0,1,x,0,0,0,2,x,x,0,0,17,569,11,448,18,739,7,419,4,33,10,287,16,"1,059",9,378,9,681,12,22,20,"2,837",3,6,3,130,3,91,3,227,0,0,0,0,1,x,1,x,1,x,5,27,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,39,Lot 21,40,0,0,0,0,3,x,0,0,2,x,4,310,0,0,1,x,2,x,2,x,x,4,"3,424","7,549",0,0,22,648,19,478,22,794,12,472,4,53,10,269,22,837,12,288,12,549,16,23,26,"2,780",4,6,3,25,4,25,4,56,2,x,2,x,3,x,3,"1,186",4,"1,517",10,59,1,x,0,0,0,0,0,0,0,0,4,5,0,0,0,0
11,2,2,40,Miltonvale Park,19,0,0,0,0,0,0,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,13,211,4,67,12,214,5,69,5,19,6,126,13,360,8,104,6,256,5,8,14,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
11,2,2,42,Lot 23,45,0,0,0,0,1,x,0,0,2,x,2,x,0,0,1,x,0,0,1,x,x,1,x,x,0,0,21,721,13,"1,002",20,"1,495",11,"1,179",1,x,9,x,17,921,11,400,7,521,10,14,27,"4,153",0,0,0,0,0,0,0,0,4,11,4,566,4,"2,280",7,"3,728",8,"6,585",10,110,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,44,Lot 24,46,0,0,0,0,1,x,1,x,2,x,3,295,0,0,1,x,1,x,1,x,x,3,x,x,0,0,22,534,10,238,23,771,10,264,3,16,15,491,22,949,10,280,12,669,11,16,24,"2,508",1,x,1,x,1,x,1,x,1,x,1,x,3,x,5,x,6,"7,510",5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,49,Lot 33,72,2,x,2,x,5,x,0,0,5,51,7,x,0,0,2,x,2,x,2,x,x,8,x,x,0,0,23,509,9,94,21,339,8,109,6,28,8,202,21,649,14,274,7,375,11,12,25,"1,603",4,x,4,235,2,x,4,520,4,11,5,972,4,"4,534",6,"8,923",8,"14,440",14,118,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
11,2,2,52,Lot 34,50,0,0,0,0,0,0,0,0,3,x,3,x,0,0,0,0,1,x,4,"7,938","17,500",7,"4,750","10,472",0,0,26,783,7,249,22,524,8,119,12,68,9,337,26,"1,121",17,574,9,547,17,28,28,"2,705",1,x,0,0,1,x,1,x,3,12,3,421,3,x,2,x,4,"4,324",6,40,1,x,0,0,2,x,1,x,0,0,0,0,0,0,0,0
11,2,2,54,Lot 35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,333,6,60,14,349,7,49,4,30,7,270,17,604,11,199,7,405,14,30,17,"1,376",1,x,1,x,1,x,1,x,2,x,2,x,2,x,2,x,2,x,3,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,56,Lot 36,29,1,x,0,0,1,x,0,0,1,x,2,x,0,0,0,0,1,x,0,0,0,1,x,x,0,0,15,219,9,451,11,353,7,x,3,x,2,x,13,267,12,205,3,62,9,11,18,"1,301",0,0,0,0,0,0,0,0,0,0,1,x,1,x,2,x,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,58,Lot 37,21,0,0,0,0,2,x,2,x,2,x,4,161,0,0,0,0,2,x,1,x,x,2,x,x,0,0,10,240,7,147,8,208,1,x,4,46,3,x,11,335,8,229,3,106,6,10,11,940,0,0,1,x,0,0,1,x,1,x,1,x,1,x,2,x,2,x,4,35,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
11,2,2,85,Cornwall,30,1,x,0,0,1,x,0,0,0,0,1,x,0,0,0,0,0,0,1,x,x,2,x,x,0,0,18,708,7,620,14,411,6,278,7,37,4,96,16,694,14,635,3,59,9,20,18,"2,453",0,0,0,0,0,0,0,0,3,x,4,x,3,x,4,459,6,"1,001",3,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
11,3,3,0,Prince,579,2,x,5,188,21,"2,455",5,x,26,"100,520",36,x,0,0,8,"1,094",12,236,10,"8,143","17,952",21,"13,367","29,469",0,0,260,"6,737",160,"6,987",235,"7,294",115,"4,462",77,681,94,"2,151",240,"8,443",162,"4,453",92,"3,990",138,197,313,"29,658",10,15,12,209,10,189,13,413,18,70,20,"3,268",20,"10,036",19,"17,977",29,"31,351",85,522,9,37,0,0,2,x,4,x,1,x,5,x,0,0,1,x
11,3,3,1,Lot 28,40,1,x,0,0,1,x,0,0,1,x,2,x,0,0,1,x,0,0,1,x,x,1,x,x,0,0,17,355,12,471,18,451,10,319,7,79,3,53,13,422,10,299,3,123,9,19,21,"1,718",0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,2,x,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
11,3,3,6,Lot 27,35,1,x,0,0,2,x,1,x,2,x,2,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,9,171,7,83,9,217,3,54,3,13,6,150,11,312,6,91,5,221,3,3,12,786,1,x,1,x,1,x,1,x,2,x,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,9,Lot 26,42,0,0,0,0,1,x,0,0,2,x,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,18,580,9,188,12,245,6,x,2,x,5,133,13,402,9,193,4,209,8,9,21,"1,424",1,x,2,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,8,33,3,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
11,3,3,11,Lot 25,30,0,0,0,0,0,0,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,268,6,368,12,519,4,257,1,x,7,x,10,428,2,x,8,x,4,4,12,"1,587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,12,Lot 19,36,0,0,0,0,1,x,0,0,1,x,1,x,0,0,0,0,1,x,1,x,x,0,0,0,0,0,19,499,14,846,20,425,9,283,8,56,8,86,15,414,11,279,5,135,11,19,23,"2,203",1,x,0,0,0,0,1,x,0,0,0,0,1,x,0,0,1,x,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,16,Lot 18,26,0,0,0,0,0,0,0,0,2,x,2,x,0,0,0,0,1,x,0,0,0,1,x,x,0,0,8,195,8,686,8,295,5,214,3,x,2,x,5,232,4,x,2,x,5,6,11,"1,414",0,0,0,0,0,0,0,0,1,x,1,x,1,x,2,x,2,x,7,73,1,x,0,0,0,0,1,x,1,x,1,x,0,0,0,0
11,3,3,19,Lot 17,33,0,0,0,0,2,x,1,x,2,x,3,x,0,0,1,x,2,x,0,0,0,2,x,x,0,0,11,208,7,287,10,307,6,203,2,x,3,x,11,329,7,139,4,190,5,6,13,"1,137",1,x,2,x,1,x,2,x,0,0,1,x,0,0,1,x,2,x,5,43,1,x,0,0,0,0,1,x,0,0,1,x,0,0,0,0
11,3,3,28,Lot 16,29,0,0,0,0,3,x,0,0,2,x,4,241,0,0,1,x,1,x,1,x,x,2,x,x,0,0,19,593,7,214,17,410,6,169,7,51,8,190,18,967,12,532,9,435,13,20,21,"2,204",0,0,0,0,0,0,0,0,1,x,1,x,1,x,0,0,1,x,6,41,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,31,Lot 14,31,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,1,x,1,x,x,3,"1,315","2,899",0,0,17,750,9,657,18,926,7,621,5,12,11,293,15,884,8,452,8,432,8,15,19,"3,232",1,x,1,x,1,x,1,x,1,x,1,x,0,0,1,x,2,x,8,31,1,x,0,0,1,x,1,x,0,0,1,x,0,0,0,0
11,3,3,32,Lot 13,27,0,0,0,0,2,x,1,x,4,x,5,x,0,0,1,x,1,x,1,x,x,4,"8,029","17,701",0,0,15,244,8,42,13,208,5,42,3,9,8,157,16,510,8,147,8,363,6,7,19,"1,011",0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,1,x,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,34,Lot 12,19,0,0,1,x,1,x,0,0,1,x,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,7,151,5,x,7,86,3,20,2,x,3,x,9,238,6,123,3,115,2,x,11,502,0,0,0,0,0,0,0,0,1,x,1,x,1,x,0,0,1,x,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,41,Lot  6,35,0,0,0,0,1,x,0,0,1,x,1,x,0,0,1,x,0,0,1,x,x,0,0,0,0,0,14,424,9,437,12,361,9,162,5,164,3,35,14,424,13,x,2,x,11,18,18,"1,664",0,0,0,0,0,0,0,0,1,x,1,x,1,x,2,x,2,x,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,44,Lot  9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,11,152,7,94,9,78,7,29,3,x,2,x,10,199,9,x,2,x,9,14,13,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,46,Lot  8,36,0,0,0,0,1,x,0,0,1,x,1,x,0,0,0,0,0,0,1,x,x,3,x,x,0,0,15,258,9,237,14,400,6,256,7,37,4,107,13,444,9,302,5,142,7,9,18,"1,348",1,x,2,x,2,x,2,x,1,x,1,x,3,x,1,x,3,x,8,37,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
11,3,3,48,Lot  7,35,0,0,0,0,2,x,0,0,1,x,2,x,0,0,1,x,0,0,2,x,x,3,"1,125","2,480",0,0,23,819,15,764,18,899,11,687,3,43,8,169,23,912,15,463,10,449,15,21,27,"3,415",1,x,1,x,1,x,1,x,2,x,2,x,2,x,2,x,3,x,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,51,Lot  4,39,0,0,0,0,1,x,1,x,3,x,3,x,0,0,1,x,1,x,1,x,x,0,0,0,0,0,21,507,15,"1,097",18,830,9,583,6,67,8,180,19,618,13,256,9,362,7,7,26,"3,059",2,x,2,x,2,x,2,x,4,11,4,x,4,"1,404",3,x,4,"3,400",1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,54,Lot  3,37,0,0,1,x,2,x,0,0,1,x,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,502,11,480,16,603,7,439,7,55,5,109,20,604,15,369,5,235,12,13,22,"2,202",0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,1,x,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,58,Lot  1,28,0,0,3,x,1,x,0,0,0,0,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,5,61,2,x,4,34,2,x,3,x,0,0,5,104,5,104,0,0,3,x,6,215,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,5,36,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0
12,0,0,0,Nova Scotia / Nouvelle-êcosse,"3,795",118,"18,342",30,902,214,"3,010,774",85,"388,360",427,"849,361",527,"4,248,495",7,"99,560",96,"206,057",141,"3,450",103,"4,481,283","9,879,537",181,"41,017,743","90,428,638",3,x,"1,402","28,749",591,"5,563","1,161","20,124",420,"4,475",644,"3,564",347,"12,085","1,413","47,716","1,132","25,925",346,"21,791",942,"1,535","1,556","103,687",208,611,252,"11,571",249,"13,013",269,"25,195",62,267,76,"7,090",63,"27,005",124,"60,769",164,"95,131",643,"3,705",165,"2,111",1,x,92,"948,000",13,"2,069",1,x,47,416,5,175,2,x
12,1,0,0,Agricultural Region 1 - rÇgion agricole 1,591,9,498,0,0,29,x,15,x,62,x,73,"435,443",0,0,17,x,21,171,21,x,x,23,"4,824,959","10,637,213",0,0,168,"1,859",84,455,120,"1,066",57,326,71,379,17,361,171,"2,604",155,"2,026",20,578,119,161,193,"6,145",27,101,28,"1,495",30,783,31,"2,379",11,54,13,"1,410",7,"4,774",25,"12,064",31,"18,302",78,333,18,119,0,0,64,"831,823",3,x,0,0,5,49,2,x,1,x
12,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,175",34,"5,824",4,x,117,"2,622,958",37,"275,256",168,"559,630",240,"3,457,844",7,"99,560",46,"174,463",51,"1,015",51,"3,800,347","8,378,330",107,"35,353,674","77,941,504",3,x,474,"9,792",216,"2,289",393,"7,538",169,"1,991",198,"1,092",119,"4,455",481,"16,867",379,"8,533",128,"8,334",303,494,529,"36,980",59,150,75,"2,369",76,"2,964",82,"5,483",30,140,37,"4,467",33,"17,367",54,"42,252",68,"64,226",226,"1,331",59,748,1,x,17,"79,474",1,x,0,0,14,108,1,x,1,x
12,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,149",51,"11,511",21,731,31,x,16,x,102,"119,930",108,"149,018",0,0,19,x,31,"1,911",18,x,x,24,x,x,0,0,374,"10,119",154,"2,173",328,"7,189",99,"1,670",188,"1,212",112,"4,307",379,"16,951",297,"9,122",102,"7,829",275,523,419,"36,955",64,195,77,"4,273",72,"5,181",80,"9,649",14,63,15,"1,108",16,"4,651",24,"5,126",35,"10,948",186,"1,052",49,874,0,0,6,x,2,x,0,0,23,141,1,x,0,0
12,4,0,0,Agricultural Region 4 - rÇgion agricole 4,589,10,233,4,151,23,"31,903",11,x,51,x,60,x,0,0,8,x,22,199,12,x,x,18,x,x,0,0,251,"4,930",89,483,212,"3,141",59,316,128,599,66,"2,226",247,"8,056",196,"4,377",60,"3,679",157,225,270,"16,835",43,129,51,"2,988",52,"3,550",54,"6,667",5,x,9,x,5,x,11,x,19,"1,535",99,609,27,244,0,0,1,x,2,x,0,0,3,x,0,0,0,0
12,5,0,0,Agricultural Region 5 - rÇgion agricole 5,291,14,276,1,x,14,x,6,x,44,x,46,x,0,0,6,x,16,154,1,x,x,9,x,x,0,0,135,"2,049",48,163,108,"1,190",36,172,59,282,33,736,135,"3,238",105,"1,867",36,"1,371",88,132,145,"6,772",15,36,21,446,19,535,22,"1,017",2,x,2,x,2,x,10,x,11,120,54,380,12,126,0,0,4,x,5,462,1,x,2,x,1,x,0,0
12,1,1,0,Shelburne,19,0,0,0,0,0,0,0,0,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,x,3,6,2,x,1,x,1,x,3,37,2,x,1,x,1,x,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
12,1,1,6,Shelburne,19,0,0,0,0,0,0,0,0,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,x,3,6,2,x,1,x,1,x,3,37,2,x,1,x,1,x,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
12,1,2,0,Yarmouth,93,2,x,0,0,4,x,2,x,7,x,8,x,0,0,4,91,3,x,3,x,x,2,x,x,0,0,33,422,11,x,24,248,8,34,17,92,4,122,31,714,28,461,4,253,22,x,37,"1,503",6,54,7,"1,104",7,248,7,"1,406",0,0,0,0,0,0,3,x,3,x,10,73,1,x,0,0,4,x,1,x,0,0,0,0,0,0,0,0
12,1,2,1,Argyle,23,0,0,0,0,1,x,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,5,30,2,x,2,x,1,x,1,x,0,0,4,39,4,39,0,0,1,x,5,76,3,x,3,x,3,40,3,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,2,x,1,x,0,0,0,0,0,0,0,0
12,1,2,4,Yarmouth,70,2,x,0,0,3,88,2,x,6,107,7,x,0,0,4,91,2,x,3,x,x,2,x,x,0,0,28,392,9,85,22,x,7,x,16,x,4,122,27,675,24,422,4,253,21,x,32,"1,427",3,x,4,x,4,208,4,x,0,0,0,0,0,0,3,x,3,x,9,x,1,x,0,0,2,x,0,0,0,0,0,0,0,0,0,0
12,1,3,0,Digby,118,1,x,0,0,7,180,5,x,14,x,15,x,0,0,2,x,5,36,1,x,x,1,x,x,0,0,22,202,10,52,14,72,9,54,8,18,0,0,21,286,19,x,3,x,17,24,23,636,3,12,3,30,3,x,3,x,5,48,5,"1,392",3,"4,724",6,"10,974",7,"17,138",9,40,1,x,0,0,59,"740,123",2,x,0,0,3,x,2,x,1,x
12,1,3,1,Clare,64,0,0,0,0,0,0,1,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65,3,7,5,28,3,21,3,7,0,0,6,86,6,86,0,0,4,5,7,191,0,0,0,0,0,0,0,0,3,x,3,x,3,"4,724",4,x,4,"17,120",2,x,0,0,0,0,38,"526,873",1,x,0,0,1,x,0,0,0,0
12,1,3,4,Digby,54,1,x,0,0,7,180,4,68,12,275,13,523,0,0,2,x,5,36,1,x,x,1,x,x,0,0,16,137,7,45,9,44,6,33,5,11,0,0,15,200,13,x,3,x,13,19,16,445,3,12,3,30,3,x,3,x,2,x,2,x,0,0,2,x,3,18,7,x,1,x,0,0,21,"213,250",1,x,0,0,2,x,2,x,1,x
12,1,4,0,Queens,35,0,0,0,0,1,x,2,x,4,55,4,x,0,0,0,0,1,x,2,x,x,1,x,x,0,0,13,188,10,96,12,248,7,x,9,143,1,x,13,121,12,x,1,x,9,21,15,674,0,0,0,0,1,x,1,x,0,0,0,0,0,0,2,x,2,x,5,24,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,4,10,Queens,35,0,0,0,0,1,x,2,x,4,55,4,x,0,0,0,0,1,x,2,x,x,1,x,x,0,0,13,188,10,96,12,248,7,x,9,143,1,x,13,121,12,x,1,x,9,21,15,674,0,0,0,0,1,x,1,x,0,0,0,0,0,0,2,x,2,x,5,24,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,5,0,Annapolis,228,10,185,0,0,19,x,10,476,45,x,49,"40,224",0,0,11,x,14,92,8,x,x,12,x,x,0,0,115,"2,006",58,335,92,"1,058",42,277,52,234,20,547,118,"3,118",102,"2,048",22,"1,070",83,116,129,"6,633",7,18,11,149,12,154,13,321,3,x,3,x,1,x,7,x,8,x,48,225,11,124,0,0,3,x,1,x,0,0,3,11,0,0,0,0
12,2,5,1,"Annapolis, Subd. D",23,1,x,0,0,2,x,1,x,8,x,8,x,0,0,3,116,1,x,3,"1,168","2,575",3,"2,268","5,000",0,0,6,66,3,4,4,32,2,x,2,x,1,x,8,124,7,x,1,x,4,5,9,231,1,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,6,45,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
12,2,5,4,"Annapolis, Subd. A",54,5,36,0,0,5,x,3,x,11,x,12,x,0,0,4,x,4,x,2,x,x,4,x,x,0,0,26,412,15,65,21,207,9,x,14,x,2,x,26,688,24,x,4,x,16,22,28,"1,394",2,x,2,x,3,x,3,x,1,x,1,x,0,0,2,x,2,x,5,14,3,6,0,0,1,x,0,0,0,0,1,x,0,0,0,0
12,2,5,9,"Annapolis, Subd. B",78,1,x,0,0,4,x,5,129,13,x,14,x,0,0,3,34,6,64,1,x,x,1,x,x,0,0,45,669,21,157,36,431,16,139,17,69,9,223,44,"1,049",36,617,10,432,32,46,49,"2,352",3,x,4,32,4,x,5,92,1,x,1,x,0,0,2,x,3,15,17,53,4,90,0,0,1,x,0,0,0,0,0,0,0,0,0,0
12,2,5,14,"Annapolis, Subd. C",73,3,x,0,0,8,x,1,x,13,x,15,"6,822",0,0,1,x,3,17,2,x,x,4,x,x,0,0,38,859,19,109,31,388,15,89,19,113,8,186,40,"1,257",35,847,7,410,31,43,43,"2,656",1,x,3,6,3,x,3,13,1,x,1,x,1,x,3,x,3,x,20,113,2,x,0,0,1,x,1,x,0,0,1,x,0,0,0,0
12,1,6,0,Lunenburg,326,6,x,0,0,17,x,6,x,35,x,44,x,0,0,11,x,12,86,15,x,x,19,"4,823,072","10,633,053",0,0,97,"1,030",49,208,67,492,31,137,36,x,11,x,103,"1,446",94,"1,160",11,286,70,82,113,"3,258",18,35,18,361,19,516,20,912,6,6,8,18,4,50,14,x,19,x,50,176,13,x,0,0,1,x,0,0,0,0,1,x,0,0,0,0
12,1,6,1,Lunenburg,243,5,x,0,0,15,x,4,x,30,x,39,x,0,0,9,x,11,x,14,"335,128","738,831",18,x,x,0,0,82,917,38,179,57,461,27,126,29,107,10,228,87,"1,287",79,x,10,x,57,67,95,"2,911",13,17,15,331,15,476,15,824,5,x,7,x,3,x,13,x,17,x,42,137,12,93,0,0,1,x,0,0,0,0,1,x,0,0,0,0
12,1,6,9,Chester,83,1,x,0,0,2,x,2,x,5,x,5,x,0,0,2,x,1,x,1,x,x,1,x,x,0,0,15,113,11,29,10,31,4,11,7,x,1,x,16,159,15,x,1,x,13,15,18,347,5,18,3,30,4,40,5,88,1,x,1,x,1,x,1,x,2,x,8,39,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,7,0,Kings,604,12,"5,021",1,x,72,"2,570,743",15,x,71,x,127,"3,204,268",5,x,22,"145,338",19,452,27,"3,130,505","6,901,582",76,"34,807,731","76,737,906",2,x,197,"4,159",100,"1,569",162,"3,049",80,"1,282",86,446,40,"1,321",187,"6,187",158,"3,718",37,"2,469",125,231,215,"15,195",28,58,35,685,36,857,39,"1,600",20,82,25,"3,562",23,"14,544",36,"38,411",43,"56,599",85,475,20,313,0,0,11,"36,539",0,0,0,0,6,74,0,0,0,0
12,2,7,1,"Kings, Subd. A",308,7,x,0,0,15,x,8,156,35,x,44,"249,702",1,x,4,72,12,140,4,"1,686","3,717",15,x,x,1,x,109,"2,259",53,731,85,"1,425",36,635,51,287,19,503,100,"3,149",87,"2,190",18,959,70,126,119,"7,690",13,33,18,329,18,365,20,727,13,x,17,x,14,x,21,x,26,x,48,221,14,282,0,0,8,x,0,0,0,0,4,x,0,0,0,0
12,2,7,11,"Kings, Subd. C",41,2,x,1,x,4,x,0,0,6,x,8,"78,204",0,0,3,x,1,x,2,x,x,3,x,x,0,0,13,197,6,29,12,92,6,25,6,x,2,x,13,301,12,x,1,x,8,8,14,627,1,x,1,x,1,x,1,x,0,0,0,0,0,0,1,x,1,x,7,35,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0
12,2,7,16,"Kings, Subd. B",171,1,x,0,0,34,"1,362,386",4,x,22,x,50,"1,869,698",3,"46,326",9,"74,738",4,x,14,"1,535,432","3,385,048",35,"18,495,944","40,776,574",1,x,43,795,26,430,33,670,19,438,16,x,6,x,42,"1,044",38,x,5,x,26,36,48,"2,975",9,14,11,250,12,384,13,648,5,26,6,"1,693",8,"6,475",13,"25,308",14,"33,502",22,135,4,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0
12,2,7,21,"Kings, Subd. D",84,2,x,0,0,19,"920,189",3,x,8,x,25,"1,006,664",1,x,6,x,2,x,7,x,x,23,"12,663,626","27,918,515",0,0,32,908,15,379,32,862,19,184,13,63,13,615,32,"1,693",21,564,13,"1,129",21,61,34,"3,903",5,x,5,x,5,x,5,x,2,x,2,x,1,x,1,x,2,x,8,84,2,x,0,0,1,x,0,0,0,0,2,x,0,0,0,0
12,2,8,0,Hants,343,12,618,3,4,26,x,12,x,52,x,64,"213,352",2,x,13,x,18,471,16,x,x,19,x,x,1,x,162,"3,627",58,385,139,"3,431",47,432,60,412,59,"2,587",176,"7,562",119,"2,767",69,"4,795",95,147,185,"15,152",24,74,29,"1,535",28,"1,953",30,"3,562",7,x,9,x,9,x,11,x,17,x,93,631,28,311,1,x,3,x,0,0,0,0,5,23,1,x,1,x
12,2,8,1,West Hants,164,5,49,1,x,15,x,2,x,17,459,27,"13,017",0,0,7,x,10,297,9,x,x,11,x,x,0,0,69,"1,410",29,158,56,850,21,203,29,177,13,470,80,"2,618",64,"1,737",17,881,54,79,82,"5,115",13,41,17,"1,035",15,"1,489",17,"2,565",5,18,5,x,5,x,5,x,8,x,52,326,15,83,0,0,2,x,0,0,0,0,2,x,0,0,0,0
12,2,8,8,East Hants,179,7,569,2,x,11,"2,450",10,x,35,x,37,"200,335",2,x,6,97,8,174,7,"7,943","17,511",8,x,x,1,x,93,"2,217",29,227,83,"2,581",26,229,31,235,46,"2,117",96,"4,944",55,"1,030",52,"3,914",41,68,103,"10,037",11,33,12,500,13,464,13,997,2,x,4,74,4,x,6,x,9,x,41,305,13,228,1,x,1,x,0,0,0,0,3,x,1,x,1,x
12,3,9,0,Halifax,154,3,10,0,0,7,438,5,304,22,x,23,x,0,0,4,x,4,x,3,x,x,4,x,x,0,0,56,"1,308",17,56,43,850,10,52,22,87,15,711,53,"2,582",41,738,14,"1,844",37,70,59,"4,866",5,8,6,76,6,93,6,177,1,x,0,0,2,x,4,x,5,34,26,206,9,422,0,0,4,"18,565",0,0,0,0,4,23,0,0,0,0
12,3,9,34,Halifax,154,3,10,0,0,7,438,5,304,22,x,23,x,0,0,4,x,4,x,3,x,x,4,x,x,0,0,56,"1,308",17,56,43,850,10,52,22,87,15,711,53,"2,582",41,738,14,"1,844",37,70,59,"4,866",5,8,6,76,6,93,6,177,1,x,0,0,2,x,4,x,5,34,26,206,9,422,0,0,4,"18,565",0,0,0,0,4,23,0,0,0,0
12,3,10,0,Colchester,442,22,"2,527",10,81,15,x,5,90,39,x,43,"17,493",0,0,10,x,17,669,13,x,x,14,"16,748","36,923",0,0,163,"4,197",69,701,154,"3,846",44,684,77,437,65,"2,725",165,"7,745",114,"3,127",61,"4,618",114,188,189,"16,677",30,99,37,"2,100",36,"2,575",40,"4,774",7,x,9,268,7,x,8,x,14,"2,884",83,434,22,190,0,0,1,x,1,x,0,0,6,16,1,x,0,0
12,3,10,1,"Colchester, Subd. C",171,7,x,6,77,7,x,2,x,10,"1,633",13,"3,530",0,0,3,x,5,x,5,x,x,5,x,x,0,0,84,"2,259",34,209,82,"2,338",19,174,31,185,47,"1,979",86,"5,095",47,"1,461",47,"3,634",54,89,96,"9,990",11,55,14,"1,419",16,"1,520",16,"2,994",3,8,3,x,2,x,5,x,6,x,38,175,11,115,0,0,1,x,1,x,0,0,2,x,0,0,0,0
