HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCABG,CHINCABG,ECHINCABG,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NSHALOT,SHALOT,ESHALOT,NONIONS,ONIONS,EONIONS,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NPUMPKIN,PUMPKIN,EPUMPKIN,NSQUAZUC,SQUAZUC,ESQUAZUC,NSQPUMP,SQPUMP,ESQPUMP,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NOTHVEG,OTHVEG,EOTHVEG
11,2,2,54,Lot 35,25,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
11,2,2,56,Lot 36,29,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
11,2,2,58,Lot 37,21,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x
11,2,2,85,Cornwall,30,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
11,3,3,0,Prince,579,26,446,180,10,30,12,9,2,1,9,8,3,7,x,x,12,6,2,6,8,3,0,0,0,5,1,0,7,1,0,2,x,x,15,x,x,10,x,x,9,x,x,4,x,x,4,x,x,8,x,x,0,0,0,7,1,0,3,0,0,6,3,1,6,8,3,7,2,1,8,10,4,2,x,x,0,0,0,11,9,4
11,3,3,1,Lot 28,40,3,6,2,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
11,3,3,6,Lot 27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,9,Lot 26,42,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
11,3,3,11,Lot 25,30,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
11,3,3,12,Lot 19,36,3,3,1,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x
11,3,3,16,Lot 18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,19,Lot 17,33,3,x,x,2,x,x,1,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,3,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x
11,3,3,28,Lot 16,29,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
11,3,3,31,Lot 14,31,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x
11,3,3,32,Lot 13,27,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
11,3,3,34,Lot 12,19,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,41,Lot  6,35,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x
11,3,3,44,Lot  9,21,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,46,Lot  8,36,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
11,3,3,48,Lot  7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,51,Lot  4,39,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,54,Lot  3,37,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,3,3,58,Lot  1,28,3,16,6,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,Nova Scotia / Nouvelle-êcosse,"3,795",367,"6,633","2,684",78,589,238,115,48,19,107,88,36,91,63,25,130,175,71,56,246,99,8,4,1,29,263,106,44,791,320,17,65,26,123,"2,337",946,57,178,72,96,59,24,24,4,2,35,16,6,65,543,220,9,2,1,50,228,92,41,38,15,52,29,12,126,273,110,142,240,97,177,513,208,20,20,8,11,5,2,116,334,135
12,1,0,0,Agricultural Region 1 - rÇgion agricole 1,591,47,116,47,11,22,9,22,5,2,18,6,2,19,7,3,21,6,3,11,16,6,1,x,x,5,x,x,7,x,x,2,x,x,15,5,2,9,x,x,15,x,x,6,1,0,8,x,x,10,1,0,2,x,x,6,x,x,6,2,1,11,4,2,15,7,3,15,7,3,21,14,6,2,x,x,1,x,x,15,9,4
12,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,175",198,"4,966","2,009",40,510,206,57,28,11,50,59,24,45,50,20,63,150,61,24,160,65,5,x,x,15,213,86,23,x,x,12,64,26,58,"1,425",577,23,75,30,50,43,17,10,x,x,17,13,5,31,536,217,3,x,x,22,139,56,16,33,13,26,22,9,73,181,73,88,218,88,104,399,162,10,14,6,7,x,x,56,244,99
12,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,149",66,"1,083",438,16,32,13,17,7,3,15,4,1,17,3,1,21,5,2,9,2,1,0,0,0,2,x,x,8,x,x,0,0,0,31,898,363,9,x,x,15,x,x,3,0,0,4,1,0,8,x,x,3,x,x,10,x,x,10,x,x,9,x,x,17,47,19,18,7,3,24,53,22,5,x,x,1,x,x,23,55,22
12,4,0,0,Agricultural Region 4 - rÇgion agricole 4,589,25,122,50,8,22,9,10,3,1,11,5,2,7,1,1,13,6,2,5,5,2,0,0,0,2,x,x,2,x,x,1,x,x,11,5,2,5,23,9,7,3,1,2,x,x,1,x,x,8,3,1,1,x,x,5,x,x,3,1,0,4,1,0,11,14,6,10,4,2,12,18,7,1,x,x,0,0,0,11,14,6
12,5,0,0,Agricultural Region 5 - rÇgion agricole 5,291,31,347,140,3,3,1,9,4,2,13,15,6,3,1,0,12,8,3,7,63,25,2,x,x,5,x,x,4,3,1,2,x,x,8,3,1,11,66,27,9,7,3,3,x,x,5,x,x,8,x,x,0,0,0,7,x,x,6,x,x,2,x,x,10,24,10,11,5,2,16,28,11,2,x,x,2,x,x,11,12,5
12,1,1,0,Shelburne,19,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,6,Shelburne,19,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,2,0,Yarmouth,93,10,21,8,5,x,x,3,x,x,3,1,0,6,4,1,6,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,5,x,x,1,x,x,5,x,x,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,3,1,0,5,2,1,5,4,1,0,0,0,0,0,0,2,x,x
12,1,2,1,Argyle,23,3,4,2,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
12,1,2,4,Yarmouth,70,7,17,7,4,3,1,2,x,x,2,x,x,4,x,x,4,2,1,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,3,1,0,1,x,x,3,0,0,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,3,x,x,3,x,x,0,0,0,0,0,0,2,x,x
12,1,3,0,Digby,118,6,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
12,1,3,1,Clare,64,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,4,Digby,54,4,2,1,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
12,1,4,0,Queens,35,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,4,10,Queens,35,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,5,0,Annapolis,228,29,527,213,8,69,28,9,2,1,11,5,2,9,3,1,11,9,3,3,x,x,0,0,0,4,x,x,4,x,x,4,x,x,10,214,87,6,3,1,10,2,1,2,x,x,6,3,1,9,x,x,1,x,x,5,x,x,3,0,0,5,1,0,15,36,14,19,32,13,20,68,27,2,x,x,3,1,0,6,24,10
12,2,5,1,"Annapolis, Subd. D",23,3,9,4,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x
12,2,5,4,"Annapolis, Subd. A",54,8,54,22,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,4,13,5,6,17,7,6,30,12,1,x,x,1,x,x,2,x,x
12,2,5,9,"Annapolis, Subd. B",78,8,33,13,4,x,x,4,x,x,5,x,x,4,1,0,4,1,1,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,3,0,0,2,x,x,3,0,0,1,x,x,2,x,x,3,0,0,0,0,0,1,x,x,1,x,x,2,x,x,6,9,4,8,12,5,8,21,8,0,0,0,1,x,x,2,x,x
12,2,5,14,"Annapolis, Subd. C",73,10,431,175,3,x,x,3,1,0,4,3,1,2,x,x,3,x,x,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,4,212,86,2,x,x,3,1,0,0,0,0,3,2,1,3,x,x,0,0,0,2,x,x,2,x,x,1,x,x,4,x,x,4,x,x,5,x,x,0,0,0,1,x,x,1,x,x
12,1,6,0,Lunenburg,326,29,90,36,5,18,7,17,4,2,12,5,2,12,x,x,14,4,1,10,x,x,1,x,x,4,2,1,6,3,1,2,x,x,9,3,1,7,2,1,10,3,1,6,1,0,7,x,x,8,x,x,2,x,x,5,2,1,6,2,1,10,x,x,12,6,2,10,4,2,16,10,4,2,x,x,1,x,x,11,8,3
12,1,6,1,Lunenburg,243,26,87,35,5,18,7,14,4,2,11,x,x,10,3,1,12,x,x,9,14,6,1,x,x,4,2,1,6,3,1,2,x,x,8,x,x,7,2,1,8,x,x,4,x,x,5,1,0,7,1,0,2,x,x,4,x,x,5,x,x,9,4,2,10,x,x,10,4,2,14,x,x,2,x,x,1,x,x,9,x,x
12,1,6,9,Chester,83,3,2,1,0,0,0,3,0,0,1,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x
12,2,7,0,Kings,604,125,"4,208","1,703",24,428,173,31,23,9,28,38,15,25,42,17,36,73,29,18,155,63,2,x,x,7,x,x,13,x,x,6,x,x,37,"1,204",487,12,70,28,26,36,15,5,x,x,6,10,4,15,485,196,1,x,x,11,x,x,8,30,12,16,21,8,48,113,46,51,174,71,62,287,116,6,11,5,3,x,x,31,184,74
12,2,7,1,"Kings, Subd. A",308,67,"1,549",627,12,x,x,16,x,x,16,19,7,16,x,x,26,61,25,6,3,1,2,x,x,2,x,x,4,0,0,2,x,x,23,707,286,6,54,22,17,26,11,4,1,0,1,x,x,11,x,x,0,0,0,7,3,1,4,x,x,7,x,x,28,71,29,30,61,25,34,131,53,3,x,x,2,x,x,19,108,44
12,2,7,11,"Kings, Subd. C",41,3,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x
12,2,7,16,"Kings, Subd. B",171,44,"2,380",963,8,201,81,10,12,5,10,x,x,8,30,12,9,x,x,12,151,61,0,0,0,5,x,x,9,x,x,3,2,1,14,497,201,6,17,7,9,10,4,1,x,x,5,x,x,3,x,x,1,x,x,4,x,x,4,x,x,8,7,3,13,24,10,12,x,x,18,x,x,3,x,x,1,x,x,7,x,x
12,2,7,21,"Kings, Subd. D",84,11,x,x,4,x,x,3,1,1,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,7,18,7,8,59,24,9,76,31,0,0,0,0,0,0,3,8,3
12,2,8,0,Hants,343,44,230,93,8,14,6,17,4,2,11,17,7,11,5,2,16,69,28,3,x,x,3,2,1,4,2,1,6,x,x,2,x,x,11,7,3,5,1,1,14,4,2,3,0,0,5,1,0,7,x,x,1,x,x,6,x,x,5,2,1,5,1,0,10,33,13,18,12,5,22,45,18,2,x,x,1,x,x,19,36,15
12,2,8,1,West Hants,164,14,66,27,3,6,3,6,2,1,1,x,x,4,2,1,3,3,1,3,x,x,2,x,x,2,x,x,4,x,x,1,x,x,4,4,2,3,x,x,4,2,1,1,x,x,2,x,x,3,x,x,1,x,x,4,5,2,1,x,x,1,x,x,5,26,10,4,3,1,7,28,11,0,0,0,1,x,x,5,2,1
12,2,8,8,East Hants,179,30,164,66,5,8,3,11,2,1,10,x,x,7,3,1,13,66,27,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,7,3,1,2,x,x,10,2,1,2,x,x,3,x,x,4,3,1,0,0,0,2,x,x,4,x,x,4,x,x,5,7,3,14,10,4,15,17,7,2,x,x,0,0,0,14,35,14
12,3,9,0,Halifax,154,12,16,7,3,1,0,4,x,x,5,2,1,5,1,0,5,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,x,x,5,1,0,1,x,x,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,3,1,0,5,2,1,6,2,1,0,0,0,0,0,0,5,x,x
12,3,9,34,Halifax,154,12,16,7,3,1,0,4,x,x,5,2,1,5,1,0,5,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,x,x,5,1,0,1,x,x,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,3,1,0,5,2,1,6,2,1,0,0,0,0,0,0,5,x,x
12,3,10,0,Colchester,442,29,583,236,6,x,x,4,x,x,4,x,x,7,x,x,8,x,x,6,x,x,0,0,0,2,x,x,6,x,x,0,0,0,15,x,x,4,x,x,3,x,x,1,x,x,0,0,0,5,x,x,1,x,x,4,x,x,5,x,x,4,x,x,7,38,15,5,2,1,9,40,16,1,x,x,1,x,x,9,x,x
12,3,10,1,"Colchester, Subd. C",171,3,19,8,1,x,x,2,x,x,2,x,x,3,0,0,3,x,x,2,x,x,0,0,0,1,x,x,3,x,x,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,3,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
12,3,10,8,"Colchester, Subd. B",158,12,154,62,3,18,7,2,x,x,2,x,x,4,x,x,4,x,x,3,x,x,0,0,0,1,x,x,3,x,x,0,0,0,5,x,x,1,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,3,0,0,3,x,x,4,x,x,3,x,x,6,35,14,1,x,x,1,x,x,5,x,x
12,3,10,12,"Colchester, Subd. A",113,14,411,166,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,8,381,154,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,4,x,x
12,3,11,0,Cumberland,553,25,484,196,7,x,x,9,x,x,6,x,x,5,x,x,8,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,11,x,x,4,x,x,7,x,x,1,x,x,2,x,x,2,x,x,1,x,x,4,x,x,4,x,x,3,x,x,7,8,3,8,3,1,9,11,4,4,x,x,0,0,0,9,34,14
12,3,11,1,"Cumberland, Subd. A",102,3,8,3,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
12,3,11,6,"Cumberland, Subd. B",204,10,x,x,5,x,x,5,x,x,4,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,5,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,3,x,x,1,x,x,3,x,x,3,x,x,3,x,x,2,x,x,0,0,0,3,x,x
12,3,11,9,"Cumberland, Subd. C",157,8,26,11,2,x,x,3,2,1,2,x,x,1,x,x,4,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,5,x,x,1,x,x,4,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,3,1,1,4,1,0,5,2,1,1,x,x,0,0,0,3,x,x
12,3,11,14,"Cumberland, Subd. D",90,4,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x
12,4,12,0,Pictou,273,18,111,45,6,x,x,9,x,x,9,x,x,6,x,x,12,x,x,5,5,2,0,0,0,2,x,x,2,x,x,1,x,x,11,5,2,5,23,9,7,3,1,2,x,x,1,x,x,7,x,x,1,x,x,5,x,x,3,1,0,4,1,0,9,x,x,8,x,x,10,x,x,1,x,x,0,0,0,7,11,4
12,4,12,1,"Pictou, Subd. A",117,6,34,14,3,x,x,4,1,1,4,2,1,3,1,0,4,x,x,4,x,x,0,0,0,1,x,x,1,x,x,1,x,x,4,2,1,2,x,x,4,1,0,1,x,x,0,0,0,4,1,0,1,x,x,2,x,x,1,x,x,2,x,x,3,2,1,3,1,1,3,3,1,1,x,x,0,0,0,2,x,x
12,4,12,6,"Pictou, Subd. B",78,6,41,17,2,x,x,3,1,1,3,x,x,1,x,x,4,2,1,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,3,2,1,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,3,2,1,3,x,x,0,0,0,0,0,0,3,x,x
12,4,12,11,"Pictou, Subd. C",78,6,36,14,1,x,x,2,x,x,2,x,x,2,x,x,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,x,x,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,4,x,x,2,x,x,4,7,3,0,0,0,0,0,0,2,x,x
12,4,13,0,Guysborough,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,13,1,St. Mary's,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,13,4,Guysborough,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
