HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTFRT,TOTFRT,ETOTFRT,NAPPLETA,APPLETA,EAPPLETA,NPEARTA,PEARTA,EPEARTA,NPLUMTA,PLUMTA,EPLUMTA,NSWCHTA,SWCHTA,ESWCHTA,NSRCHTA,SRCHTA,ESRCHTA,NPECHTA,PECHTA,EPECHTA,NAPCTTA,APCTTA,EAPCTTA,NGRAPETA,GRAPETA,EGRAPETA,NSTRWBTA,STRWBTA,ESTRWBTA,NRASPBTA,RASPBTA,ERASPBTA,NCRANBTA,CRANBTA,ECRANBTA,NBLUEBTA,BLUEBTA,EBLUEBTA,NSASKBTA,SASKBTA,ESASKBTA,NOTFRTTA,OTFRTTA,EOTFRTTA
12,2,7,11,"Kings, Subd. C",41,6,248,100,4,181,73,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,3,14,6,0,0,0,0,0,0
12,2,7,16,"Kings, Subd. B",171,57,"2,362",956,39,"2,071",838,14,53,21,6,8,3,4,x,x,3,x,x,6,12,5,0,0,0,1,x,x,14,72,29,7,x,x,1,x,x,11,113,46,0,0,0,4,x,x
12,2,7,21,"Kings, Subd. D",84,33,773,313,27,619,250,10,x,x,7,17,7,2,x,x,2,x,x,5,8,3,0,0,0,5,x,x,6,x,x,2,x,x,0,0,0,4,17,7,0,0,0,0,0,0
12,2,8,0,Hants,343,51,"3,967","1,605",11,592,239,6,9,4,4,3,1,1,x,x,0,0,0,1,x,x,0,0,0,10,97,39,8,29,12,8,5,2,0,0,0,25,"3,229","1,307",0,0,0,2,x,x
12,2,8,1,West Hants,164,27,704,285,9,x,x,5,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,10,97,39,6,x,x,6,x,x,0,0,0,5,8,3,0,0,0,1,x,x
12,2,8,8,East Hants,179,24,"3,262","1,320",2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,20,"3,221","1,303",0,0,0,1,x,x
12,3,9,0,Halifax,154,43,942,381,5,34,14,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,3,x,x,4,3,1,1,x,x,1,x,x,33,879,356,0,0,0,1,x,x
12,3,9,34,Halifax,154,43,942,381,5,34,14,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,3,x,x,4,3,1,1,x,x,1,x,x,33,879,356,0,0,0,1,x,x
12,3,10,0,Colchester,442,173,"6,380","2,582",1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,11,112,45,7,x,x,3,8,3,161,"6,249","2,529",0,0,0,1,x,x
12,3,10,1,"Colchester, Subd. C",171,34,"1,566",634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,31,"1,557",630,0,0,0,0,0,0
12,3,10,8,"Colchester, Subd. B",158,51,"1,701",688,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,4,x,x,1,x,x,2,x,x,45,"1,656",670,0,0,0,1,x,x
12,3,10,12,"Colchester, Subd. A",113,88,"3,114","1,260",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,29,4,x,x,1,x,x,85,"3,036","1,229",0,0,0,0,0,0
12,3,11,0,Cumberland,553,360,"20,299","8,215",9,x,x,2,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,5,x,x,14,37,15,9,9,3,2,x,x,341,"20,060","8,118",0,0,0,4,x,x
12,3,11,1,"Cumberland, Subd. A",102,88,"4,435","1,795",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,87,"4,397","1,779",0,0,0,0,0,0
12,3,11,6,"Cumberland, Subd. B",204,172,"12,577","5,090",3,1,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,8,16,6,3,0,0,0,0,0,164,"12,483","5,052",0,0,0,2,x,x
12,3,11,9,"Cumberland, Subd. C",157,61,"1,477",598,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,2,x,x,2,x,x,55,"1,463",592,0,0,0,0,0,0
12,3,11,14,"Cumberland, Subd. D",90,39,"1,810",732,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,3,x,x,0,0,0,35,"1,717",695,0,0,0,2,x,x
12,4,12,0,Pictou,273,74,"2,882","1,166",3,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,3,2,1,8,50,20,6,22,9,1,x,x,60,"2,800","1,133",0,0,0,1,x,x
12,4,12,1,"Pictou, Subd. A",117,18,609,247,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,x,x,2,x,x,0,0,0,14,590,239,0,0,0,0,0,0
12,4,12,6,"Pictou, Subd. B",78,23,697,282,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x,3,x,x,3,17,7,0,0,0,16,645,261,0,0,0,1,x,x
12,4,12,11,"Pictou, Subd. C",78,33,"1,576",638,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,30,"1,565",633,0,0,0,0,0,0
12,4,13,0,Guysborough,90,28,"1,002",406,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,x,x,0,0,0,0,0,0
12,4,13,1,St. Mary's,21,11,510,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,510,206,0,0,0,0,0,0
12,4,13,4,Guysborough,69,17,492,199,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,x,x,0,0,0,0,0,0
12,4,14,0,Antigonish,226,52,"1,618",655,5,x,x,3,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,3,x,x,5,47,19,4,6,2,0,0,0,41,x,x,2,x,x,0,0,0
12,4,14,1,"Antigonish, Subd. A",124,22,847,343,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,3,x,x,2,x,x,0,0,0,15,799,323,1,x,x,0,0,0
12,4,14,6,"Antigonish, Subd. B",102,30,771,312,3,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,2,x,x,2,x,x,0,0,0,26,x,x,1,x,x,0,0,0
12,5,15,0,Inverness,138,21,266,108,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x,7,x,x,0,0,0,14,237,96,0,0,0,2,x,x
12,5,15,1,"Inverness, Subd. C",25,7,120,49,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,4,104,42,0,0,0,0,0,0
12,5,15,6,"Inverness, Subd. B",66,8,128,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,3,x,x,0,0,0,7,122,49,0,0,0,0,0,0
12,5,15,11,"Inverness, Subd. A",47,6,18,7,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,3,x,x,0,0,0,3,12,5,0,0,0,2,x,x
12,5,16,0,Richmond,20,4,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
12,5,16,6,"Richmond, Subd. A",20,4,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
12,5,17,0,Cape Breton,94,19,280,113,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,7,70,28,4,7,3,1,x,x,9,200,81,0,0,0,2,x,x
12,5,17,30,Cape Breton,94,19,280,113,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,7,70,28,4,7,3,1,x,x,9,200,81,0,0,0,2,x,x
12,5,18,0,Victoria,39,8,52,21,1,x,x,1,x,x,0,0,0,3,2,1,1,x,x,0,0,0,0,0,0,0,0,0,5,4,1,2,x,x,0,0,0,5,x,x,1,x,x,1,x,x
12,5,18,1,"Victoria, Subd. B",39,8,52,21,1,x,x,1,x,x,0,0,0,3,2,1,1,x,x,0,0,0,0,0,0,0,0,0,5,4,1,2,x,x,0,0,0,5,x,x,1,x,x,1,x,x
13,0,0,0,New Brunswick / Nouveau-Brunswick,"2,776",473,"24,174","9,783",61,800,324,11,7,3,7,4,2,5,4,1,3,1,1,0,0,0,0,0,0,13,55,22,96,467,189,94,164,66,21,544,220,270,"22,107","8,946",3,x,x,14,x,x
13,1,0,0,Agricultural Region 1 - rÇgion agricole 1,992,82,728,295,25,338,137,4,3,1,4,3,1,1,x,x,2,x,x,0,0,0,0,0,0,3,x,x,28,117,47,36,46,18,1,x,x,14,184,74,0,0,0,6,x,x
13,2,0,0,Agricultural Region 2 - rÇgion agricole 2,767,137,"5,757","2,330",21,249,101,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,26,133,54,22,48,19,7,x,x,75,"5,111","2,068",0,0,0,4,7,3
13,3,0,0,Agricultural Region 3 - rÇgion agricole 3,633,122,"3,954","1,600",10,198,80,4,2,1,2,x,x,3,x,x,1,x,x,0,0,0,0,0,0,6,34,14,21,113,46,16,29,12,12,278,112,76,"3,295","1,333",2,x,x,2,x,x
13,4,0,0,Agricultural Region 4 - rÇgion agricole 4,384,132,"13,735","5,558",5,15,6,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,21,103,42,20,41,17,1,x,x,105,"13,518","5,470",1,x,x,2,x,x
13,2,2,0,Charlotte,109,49,"3,445","1,394",3,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,0,0,0,44,"3,420","1,384",0,0,0,0,0,0
13,2,2,16,Saint George,29,20,"2,211",895,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,17,x,x,0,0,0,0,0,0
13,2,2,28,Saint Croix,23,8,420,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,420,170,0,0,0,0,0,0
13,2,2,39,Saint James,30,7,186,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,186,75,0,0,0,0,0,0
13,2,2,42,Saint David,27,14,629,254,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,12,x,x,0,0,0,0,0,0
13,2,3,0,Sunbury,86,15,265,107,3,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x,6,183,74,5,38,15,0,0,0,1,x,x
13,2,3,1,Blissville,26,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,2,3,4,Gladstone,18,6,51,21,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,4,x,x,0,0,0,1,x,x
13,2,3,8,Lincoln,18,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
13,2,3,16,Maugerville,24,5,178,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,3,x,x,1,x,x,0,0,0,0,0,0
13,2,4,0,Queens,107,21,227,92,6,166,67,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,10,28,11,3,x,x,0,0,0,3,20,8,0,0,0,1,x,x
13,2,4,4,Gagetown,28,6,x,x,6,166,67,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,4,8,Wickham,23,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
13,2,4,11,Cambridge,29,9,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,6,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
13,2,4,18,Waterborough,27,5,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,7,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
13,2,5,0,Kings,465,52,"1,820",736,9,39,16,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,12,88,36,13,36,14,1,x,x,23,"1,633",661,0,0,0,2,x,x
13,2,5,4,Upham,23,4,74,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0
13,2,5,6,Hampton,20,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
13,2,5,14,Kingston,23,4,21,9,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
13,2,5,18,Norton,36,6,11,4,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,6,2,0,0,0,2,x,x,0,0,0,0,0,0
13,2,5,21,Sussex,60,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x
13,2,5,24,Waterford,18,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
13,2,5,26,Cardwell,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,5,28,Havelock,49,3,14,6,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
13,2,5,31,Studholm,101,5,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,12,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
13,2,5,34,Springfield,37,10,297,120,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,14,1,x,x,1,x,x,5,244,99,0,0,0,0,0,0
13,2,5,36,Kars,27,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,3,4,2,0,0,0,1,x,x,0,0,0,1,x,x
13,2,5,57,Quispamsis,43,11,158,64,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,6,136,55,0,0,0,0,0,0
13,3,6,0,Albert,113,19,556,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,4,x,x,0,0,0,15,548,222,0,0,0,0,0,0
13,3,6,1,Hopewell,36,10,143,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,8,x,x,0,0,0,0,0,0
13,3,6,8,Elgin,31,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
13,3,6,11,Hillsborough,19,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
13,3,6,14,Coverdale,27,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,0,0,0,0,0,0
13,3,7,0,Westmorland,357,62,"1,966",795,5,x,x,3,x,x,2,x,x,3,x,x,1,x,x,0,0,0,0,0,0,4,x,x,9,x,x,6,18,7,3,x,x,42,"1,733",701,1,x,x,1,x,x
13,3,7,1,Westmorland,37,13,302,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,12,x,x,0,0,0,0,0,0
13,3,7,4,Botsford,45,11,120,48,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,2,x,x,1,x,x,7,108,44,1,x,x,0,0,0
13,3,7,5,Beaubassin East / Beaubassin-est,47,9,190,77,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,3,21,8,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0
13,3,7,8,Sackville,58,13,868,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,13,x,x,0,0,0,0,0,0
13,3,7,13,Memramcook,35,12,453,183,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,7,307,124,0,0,0,1,x,x
13,3,7,19,Moncton,64,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,3,7,24,Salisbury,71,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
13,3,8,0,Kent,163,41,"1,432",580,5,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,10,62,25,6,x,x,9,x,x,19,"1,014",410,1,x,x,1,x,x
13,3,8,1,Dundas,24,7,144,58,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0
13,3,8,4,Wellington,27,7,111,45,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,44,18,2,x,x,0,0,0,3,60,24,0,0,0,1,x,x
13,3,8,6,Saint Mary,22,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
13,3,8,8,Saint-Paul,30,8,525,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,5,510,206,0,0,0,0,0,0
13,3,8,14,Weldford,35,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0
13,3,8,16,Richibucto,25,14,589,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,7,x,x,7,394,159,1,x,x,0,0,0
13,4,9,0,Northumberland,100,32,"1,280",518,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,7,7,6,2,0,0,0,23,x,x,1,x,x,1,x,x
13,4,9,16,Rogersville,17,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,4,9,26,Southesk,29,9,298,120,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,5,283,115,0,0,0,0,0,0
13,4,9,31,Newcastle,21,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,3,1,0,0,0,1,x,x,0,0,0,1,x,x
13,4,9,36,Alnwick,33,19,971,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,17,x,x,1,x,x,0,0,0
13,1,10,0,York,280,40,420,170,15,193,78,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,9,39,16,10,x,x,0,0,0,9,165,67,0,0,0,5,5,2
13,1,10,4,Manners Sutton,29,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
13,1,10,16,Prince William,33,7,80,32,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x
13,1,10,18,Kingsclear,32,7,121,49,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,4,x,x,0,0,0,1,x,x
13,1,10,21,Queensbury,28,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,10,24,Southampton,20,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,10,26,Bright,37,8,112,45,5,101,41,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
13,1,10,28,Douglas,43,6,x,x,4,13,5,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
13,1,10,31,Saint Marys,35,4,52,21,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0
13,1,10,36,Stanley,23,5,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0
13,1,11,0,Carleton,397,23,210,85,6,116,47,2,x,x,3,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,12,56,23,15,13,5,0,0,0,2,x,x,0,0,0,1,x,x
13,1,11,1,Richmond,34,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,11,4,Woodstock,34,5,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0
13,1,11,8,Northampton,31,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x
13,1,11,11,Brighton,33,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,11,14,Wakefield,55,4,65,26,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,11,18,Wilmot,40,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,11,24,Peel,42,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,11,26,Aberdeen,28,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,11,28,Kent,63,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,11,31,Wicklow,37,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,0,Victoria,150,10,48,19,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,7,3,7,11,4,0,0,0,1,x,x,0,0,0,0,0,0
13,1,12,4,Perth,43,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,14,Denmark,41,3,24,10,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,16,Grand Falls,30,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,21,Drummond,36,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
13,1,13,0,Madawaska,165,9,51,21,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,4,x,x,1,x,x,2,x,x,0,0,0,0,0,0
13,1,13,1,Saint-AndrÇ,36,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
13,1,13,4,Saint-LÇonard,20,4,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
