HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTWHT,TOTWHT,ETOTWHT,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTWIN,WHTWIN,EWHTWIN,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NTOTCORN,TOTCORN,ETOTCRN,NCORNGR,CORNGR,ECORNGR,NCORNSI,CORNSI,ECORNSI,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NCANOLA,CANOLA,ECANOLA,NSOYBNS,SOYBNS,ESOYBNS,NFLAXSD,FLAXSD,EFLAXSD,NDFPEAS,DFPEAS,EDFPEAS,NCHICPEA,CHICPEA,ECHICPEA,NLENTIL,LENTIL,ELENTIL,NWHITBN,WHITBN,EWHITBN,NODFBNS,ODFBNS,EODFBNS,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFORAGE,FORAGE,EFORAGE,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NSUNFLS,SUNFLS,ESUNFLS,NCANARY,CANARY,ECANARY,NTOBACO,TOBACO,ETOBACO,NGINSENG,GINSENG,EGINSENG,NBUCWHT,BUCWHT,EBUCWHT,NSUGARB,SUGARB,ESUGARB,NCARAWAY,CARAWAY,ECARAWAY,NTRITCL,TRITCL,ETRITCL,NOFIELD,OFIELD,EOFIELD
11,1,1,51,Lot 38,19,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,254,103,3,140,57,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,555,225,8,810,328,0,0,0,4,240,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,0,Queens,835,98,"14,203","5,748",76,"11,432","4,626",0,0,0,34,"2,771","1,121",114,"4,531","1,834",250,"27,951","11,311",122,"6,527","2,641",62,"4,148","1,679",11,"1,927",780,53,"2,221",899,20,"1,928",780,17,x,x,4,x,x,2,x,x,58,"8,043","3,255",5,251,102,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,165,"15,238","6,167",515,"57,312","23,193",1,x,x,138,"25,156","10,180",0,0,0,2,x,x,0,0,0,1,x,x,1,x,x,6,405,164,0,0,0,0,0,0,0,0,0,5,247,100
11,2,2,6,Lot 58,45,4,"1,625",658,3,x,x,0,0,0,2,x,x,5,529,214,6,840,340,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,4,"1,433",580,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,17,"1,898",768,0,0,0,8,"2,532","1,025",0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,8,Lot 57,38,10,"2,779","1,125",8,"2,012",814,0,0,0,4,767,310,10,336,136,17,"2,320",939,3,258,104,3,193,78,0,0,0,3,193,78,4,615,249,4,615,249,0,0,0,0,0,0,5,479,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,9,861,348,22,"1,961",794,0,0,0,12,"3,902","1,579",0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,9,Lot 50,47,11,"1,384",560,10,x,x,0,0,0,2,x,x,10,304,123,23,"2,910","1,178",4,270,109,7,513,208,1,x,x,6,x,x,0,0,0,0,0,0,0,0,0,0,0,0,6,750,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"1,348",546,32,"3,942","1,595",0,0,0,10,934,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,12,Lot 49,27,2,x,x,1,x,x,0,0,0,1,x,x,7,560,227,8,938,380,7,284,115,4,459,186,1,x,x,4,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,930,376,21,"2,940","1,190",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,14,Lot 48,44,3,x,x,1,x,x,0,0,0,2,x,x,5,98,40,10,"1,040",421,3,80,32,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,349,141,26,"2,163",875,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,26,Lot 31,62,6,785,318,6,x,x,0,0,0,1,x,x,9,435,176,17,"2,045",828,13,882,357,5,154,62,0,0,0,5,154,62,1,x,x,0,0,0,1,x,x,0,0,0,6,996,403,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,559,226,40,"4,800","1,942",0,0,0,15,"2,302",932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,28,Lot 65,52,8,289,117,7,x,x,0,0,0,1,x,x,6,324,131,19,"1,083",438,15,850,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,268,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,668,270,32,"2,471","1,000",1,x,x,14,"1,137",460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,29,Lot 30,31,1,x,x,1,x,x,0,0,0,0,0,0,4,110,45,4,263,106,3,104,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,22,"1,819",736,0,0,0,3,68,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,31,Lot 29,34,6,319,129,4,x,x,0,0,0,2,x,x,3,101,41,9,578,234,12,789,319,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,178,72,26,"2,553","1,033",0,0,0,8,751,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,36,Lot 67,49,2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,14,811,328,7,273,110,4,214,87,0,0,0,4,214,87,3,x,x,2,x,x,1,x,x,0,0,0,3,163,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"1,209",489,36,"5,649","2,286",0,0,0,8,"2,072",839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
11,2,2,38,Lot 20,29,2,x,x,1,x,x,0,0,0,1,x,x,3,x,x,14,"1,467",594,3,125,51,4,193,78,0,0,0,4,193,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"1,419",574,14,"2,025",819,0,0,0,5,965,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,39,Lot 21,40,8,708,287,4,457,185,0,0,0,5,251,102,4,212,86,15,"1,797",727,7,504,204,4,171,69,0,0,0,4,171,69,2,x,x,2,x,x,1,x,x,0,0,0,4,795,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"2,022",818,28,"3,231","1,308",0,0,0,4,"1,457",590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,40,Miltonvale Park,19,1,x,x,1,x,x,0,0,0,0,0,0,4,116,47,5,x,x,5,171,69,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,441,178,13,"1,190",482,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,42,Lot 23,45,9,643,260,8,x,x,0,0,0,1,x,x,9,217,88,15,"1,734",702,8,715,289,6,284,115,1,x,x,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0,6,480,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,625,253,25,"3,324","1,345",0,0,0,5,153,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,44,Lot 24,46,8,"1,337",541,6,"1,077",436,0,0,0,5,260,105,1,x,x,14,"1,035",419,4,94,38,5,178,72,1,x,x,4,x,x,2,x,x,1,x,x,1,x,x,0,0,0,5,659,267,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,676,274,29,"4,533","1,834",0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
11,2,2,49,Lot 33,72,10,"1,855",751,9,x,x,0,0,0,3,x,x,7,181,73,14,"2,273",920,3,105,42,4,492,199,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,3,473,191,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,426,172,40,"3,705","1,499",0,0,0,12,"1,053",426,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x
11,2,2,52,Lot 34,50,3,"1,045",423,3,x,x,0,0,0,1,x,x,4,103,42,16,"2,418",979,4,168,68,4,385,156,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"1,800",728,27,"2,683","1,086",0,0,0,9,"1,603",649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,54,Lot 35,25,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,4,286,116,6,230,93,2,x,x,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,6,625,253,16,"1,218",493,0,0,0,6,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,56,Lot 36,29,4,438,177,2,x,x,0,0,0,2,x,x,9,310,125,13,926,375,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,283,115,17,"1,407",569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,58,Lot 37,21,0,0,0,0,0,0,0,0,0,0,0,0,4,98,40,2,x,x,6,178,72,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,350,142,10,"1,446",585,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,85,Cornwall,30,0,0,0,0,0,0,0,0,0,0,0,0,6,154,62,11,"1,955",791,5,347,140,3,145,59,0,0,0,3,145,59,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,345,140,22,"2,354",953,0,0,0,9,"1,672",677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
11,3,3,0,Prince,579,58,"8,403","3,401",53,"7,131","2,886",0,0,0,7,"1,272",515,119,"6,231","2,522",240,"36,666","14,838",33,"1,886",763,59,"1,914",775,3,x,x,57,x,x,29,"2,993","1,211",19,"2,470","1,000",10,523,212,2,x,x,14,683,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,"14,038","5,681",331,"45,329","18,344",2,x,x,216,"55,499","22,460",0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x
11,3,3,1,Lot 28,40,4,"1,180",478,4,x,x,0,0,0,1,x,x,19,625,253,20,"2,433",985,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"1,307",529,29,"4,008","1,622",0,0,0,26,"4,497","1,820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,6,Lot 27,35,2,x,x,2,x,x,0,0,0,0,0,0,5,260,105,18,"3,213","1,300",1,x,x,3,127,51,0,0,0,3,127,51,3,128,52,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300,121,22,"4,011","1,623",0,0,0,16,"3,688","1,492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,9,Lot 26,42,11,"1,143",463,10,x,x,0,0,0,1,x,x,8,830,336,23,"2,887","1,168",4,163,66,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"1,079",437,27,"4,162","1,684",1,x,x,23,"6,263","2,535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
11,3,3,11,Lot 25,30,5,393,159,4,x,x,0,0,0,1,x,x,4,218,88,13,"2,074",839,2,x,x,3,115,47,0,0,0,3,115,47,4,75,30,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,664,269,17,"2,794","1,131",0,0,0,16,"5,248","2,124",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,12,Lot 19,36,4,"1,780",720,3,x,x,0,0,0,1,x,x,5,163,66,10,"1,495",605,1,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"1,182",478,23,"2,797","1,132",0,0,0,7,"2,974","1,204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,16,Lot 18,26,3,x,x,2,x,x,0,0,0,1,x,x,2,x,x,9,"3,225","1,305",1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,20,"3,528","1,428",0,0,0,6,"3,772","1,526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,19,Lot 17,33,9,"1,299",526,9,x,x,0,0,0,1,x,x,4,491,199,12,"1,485",601,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,244,99,15,"1,559",631,0,0,0,12,"2,895","1,172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,28,Lot 16,29,1,x,x,1,x,x,0,0,0,0,0,0,4,145,59,8,"1,737",703,7,257,104,10,285,115,1,x,x,10,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"1,113",450,13,"1,445",585,0,0,0,7,"2,205",892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,31,Lot 14,31,3,222,90,3,222,90,0,0,0,0,0,0,6,259,105,19,"1,679",679,0,0,0,5,207,84,0,0,0,5,207,84,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,580,235,20,"3,481","1,409",0,0,0,8,"2,826","1,144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,32,Lot 13,27,1,x,x,1,x,x,0,0,0,0,0,0,7,159,64,13,957,387,1,x,x,4,144,58,0,0,0,4,144,58,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"1,062",430,16,"1,279",518,0,0,0,6,745,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,34,Lot 12,19,0,0,0,0,0,0,0,0,0,0,0,0,4,120,49,6,196,79,1,x,x,3,70,28,0,0,0,3,70,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,200,81,9,837,339,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,41,Lot  6,35,4,334,135,4,334,135,0,0,0,0,0,0,8,444,180,13,"1,902",770,3,312,126,5,236,96,0,0,0,5,236,96,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,545,221,20,"3,466","1,403",0,0,0,19,"4,848","1,962",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,44,Lot  9,21,1,x,x,1,x,x,0,0,0,0,0,0,10,313,127,11,"1,719",696,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,238,96,14,888,359,0,0,0,10,"1,782",721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,46,Lot  8,36,4,306,124,3,x,x,0,0,0,1,x,x,2,x,x,15,"2,276",921,0,0,0,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,699,283,18,"3,081","1,247",0,0,0,14,"3,069","1,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
11,3,3,48,Lot  7,35,0,0,0,0,0,0,0,0,0,0,0,0,10,397,161,17,"2,948","1,193",2,x,x,3,86,35,0,0,0,3,86,35,4,565,229,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"1,923",778,19,"2,611","1,057",1,x,x,14,"2,813","1,138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,51,Lot  4,39,3,260,105,3,260,105,0,0,0,0,0,0,11,431,174,17,"4,266","1,726",5,274,111,5,146,59,0,0,0,5,146,59,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"2,321",939,20,"2,419",979,0,0,0,14,"4,472","1,810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,54,Lot  3,37,3,460,186,3,460,186,0,0,0,0,0,0,7,527,213,13,"2,118",857,1,x,x,8,114,46,2,x,x,6,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,125,51,24,"2,704","1,094",0,0,0,14,"3,314","1,341",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,58,Lot  1,28,0,0,0,0,0,0,0,0,0,0,0,0,3,155,63,3,56,23,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,5,259,105,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,Nova Scotia / Nouvelle-êcosse,"3,795",111,"5,994","2,426",48,"1,386",561,0,0,0,79,"4,608","1,865",325,"6,025","2,438",236,"7,268","2,941",57,"1,593",645,234,"17,934","7,258",79,"7,724","3,126",197,"10,210","4,132",40,861,348,38,801,324,4,60,24,4,25,10,44,"2,367",958,3,12,5,3,55,22,0,0,0,0,0,0,0,0,0,4,190,77,541,"38,040","15,394","1,728","148,289","60,010",6,85,34,90,"2,623","1,061",0,0,0,4,x,x,0,0,0,1,x,x,2,x,x,11,29,12,0,0,0,0,0,0,6,68,28,9,80,32
12,1,0,0,Agricultural Region 1 - rÇgion agricole 1,591,0,0,0,0,0,0,0,0,0,0,0,0,17,78,32,5,16,6,2,x,x,6,x,x,2,x,x,5,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"1,277",517,217,"12,117","4,904",0,0,0,11,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,175",82,"5,155","2,086",24,744,301,0,0,0,71,"4,411","1,785",118,"2,073",839,84,"2,496","1,010",24,616,249,120,"11,301","4,573",56,"6,163","2,494",92,"5,138","2,079",33,749,303,31,x,x,3,x,x,1,x,x,22,"1,419",574,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,190,77,214,"14,695","5,947",625,"48,376","19,577",3,36,15,42,"2,316",937,0,0,0,2,x,x,0,0,0,1,x,x,1,x,x,5,12,5,0,0,0,0,0,0,2,x,x,5,10,4
12,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,149",18,452,183,15,365,148,0,0,0,4,87,35,99,"2,469",999,69,"2,564","1,038",23,732,296,69,"4,446","1,799",16,976,395,62,"3,470","1,404",3,100,40,3,100,40,0,0,0,2,x,x,19,791,320,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,126,"9,613","3,890",447,"51,027","20,650",2,x,x,18,198,80,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,4,x,x,3,x,x
12,4,0,0,Agricultural Region 4 - rÇgion agricole 4,589,6,x,x,4,141,57,0,0,0,3,x,x,64,"1,157",468,58,"1,875",759,6,214,87,29,"1,713",693,4,x,x,28,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,121,"9,486","3,839",287,"24,969","10,105",1,x,x,9,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
12,5,0,0,Agricultural Region 5 - rÇgion agricole 5,291,5,x,x,5,136,55,0,0,0,1,x,x,27,248,100,20,317,128,2,x,x,10,x,x,1,x,x,10,214,87,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,"2,969","1,202",152,"11,800","4,775",0,0,0,10,19,8,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,0,Shelburne,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,6,Shelburne,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,2,0,Yarmouth,93,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,53,36,"2,461",996,0,0,0,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,2,1,Argyle,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,6,118,48,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,2,4,Yarmouth,70,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,30,"2,343",948,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,0,Digby,118,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,25,967,391,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
