HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTWRK,CUSTWRK,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGENF,CSHWGENF,NFUEL,FUEL,NREPMCH,REPMCH,NREPBLDG,REPBLDG,NRNTEXP,RNTEXP,NRNTMCH,RNTMCH,NUTILEXP,UTILEXP,NTOTINT,TOTINT,NOTHEXP,OTHEXP,NTOTEXP,TOTEXP,NFEEDCO,FEEDCO,NPDLBSL,PDLBSL,NPDLBYR,PDLBYR,NTOTLAB,TOTLAB
11,2,2,85,Cornwall,30,23,"538,083",19,"451,427",17,"92,966",23,"947,824",14,"956,347",23,"63,212",17,"77,032",18,"603,715",12,"284,251",14,"319,464",27,"345,557",27,"312,472",22,"65,132",11,"202,808",6,"200,268",25,"105,149",17,"242,710",29,"592,484",30,"5,797,186",22,"850,545",16,811,8,654,18,"1,465"
11,3,3,0,Prince,579,437,"17,751,992",340,"13,865,582",384,"7,944,088",367,"9,702,691",243,"9,119,424",336,"1,565,104",321,"4,242,085",354,"27,281,344",226,"10,049,079",272,"17,232,265",547,"10,029,429",528,"10,553,382",430,"2,481,220",265,"6,928,223",159,"2,749,376",521,"3,424,592",378,"11,829,064",536,"18,098,887",579,"157,566,483",346,"7,732,396",285,"24,559",180,"25,018",354,"49,577"
11,3,3,1,Lot 28,40,34,"1,429,828",31,"1,325,331",34,"520,476",22,"782,667",19,"391,811",20,"82,519",25,"353,582",28,"1,697,617",18,"641,574",18,"1,056,043",39,"667,786",37,"624,143",26,"201,301",19,"419,210",11,"145,908",36,"208,701",31,"743,151",39,"1,358,558",40,"10,952,589",19,"331,142",18,"1,909",17,"1,521",28,"3,430"
11,3,3,6,Lot 27,35,27,"1,198,087",21,"1,177,395",24,"684,263",18,"448,309",8,"69,366",15,"74,426",16,"152,677",21,"1,915,745",18,"647,676",15,"1,268,069",34,"667,432",33,"735,338",27,"155,643",18,"490,838",6,"21,576",31,"234,848",26,"987,442",33,"1,626,469",35,"10,639,854",15,"356,953",16,"1,835",13,"1,881",21,"3,716"
11,3,3,9,Lot 26,42,32,"1,907,118",29,"1,517,462",33,"510,282",21,"311,498",14,"313,731",18,"44,549",24,"156,430",29,"2,503,031",18,"1,010,389",23,"1,492,642",38,"933,642",40,"1,015,360",31,"178,070",26,"560,847",14,"175,169",40,"242,073",31,"993,426",37,"1,675,580",42,"13,038,268",15,"177,016",26,"2,009",14,"2,086",29,"4,095"
11,3,3,11,Lot 25,30,25,"1,794,684",18,"1,294,866",23,"941,453",18,"759,321",9,"526,663",18,"164,496",23,"336,076",23,"2,397,157",11,"548,263",20,"1,848,894",26,"858,312",26,"1,156,841",24,"283,245",14,"915,016",8,"294,649",27,"249,767",21,"609,226",27,"1,616,831",30,"14,198,603",18,"700,005",17,"2,422",14,"1,805",23,"4,227"
11,3,3,12,Lot 19,36,23,"765,257",15,"420,180",24,"583,891",26,"488,808",21,"1,842,825",23,"86,010",21,"241,604",21,"1,332,025",13,"699,919",15,"632,106",34,"497,490",32,"548,513",30,"131,520",17,"633,910",8,"44,572",33,"128,831",20,"492,579",34,"770,852",36,"9,008,867",26,"327,302",17,"1,019",11,"1,578",21,"2,597"
11,3,3,16,Lot 18,26,18,"1,367,012",13,"996,113",14,"750,520",19,"1,700,914",12,"868,695",18,"197,704",12,"254,857",14,"2,166,030",9,"1,010,802",14,"1,155,228",25,"738,931",24,"637,176",20,"191,390",11,"826,981",7,"145,087",24,"272,386",16,"983,430",24,"1,161,282",26,"13,258,508",19,"1,684,063",11,"1,654",9,"1,240",14,"2,894"
11,3,3,19,Lot 17,33,26,"1,326,433",18,"808,592",24,"790,150",19,"372,763",12,"380,661",17,"45,728",21,"347,394",24,"2,752,267",17,"544,574",19,"2,207,693",32,"558,828",29,"554,389",27,"248,116",14,"452,876",9,"221,437",30,"278,630",22,"407,500",32,"1,243,353",33,"10,789,117",18,"336,126",20,"2,084",11,"2,843",24,"4,927"
11,3,3,28,Lot 16,29,22,"637,657",11,x,19,"386,869",19,"472,547",16,"436,515",18,x,16,"150,970",17,"792,261",11,"202,015",12,"590,246",28,"377,009",25,"434,351",25,"182,032",11,"253,695",8,x,25,"128,623",18,"608,888",28,"409,895",29,"5,999,122",17,"440,821",12,"1,010",8,609,17,"1,619"
11,3,3,31,Lot 14,31,21,"883,151",15,"596,956",18,"411,897",25,"747,804",16,"1,192,884",24,"151,225",12,"132,350",18,"1,606,168",12,"1,236,411",13,"369,757",30,"620,121",29,"810,575",25,"46,935",16,"327,668",7,"84,235",30,"181,540",19,"695,396",27,"544,324",31,"9,033,229",22,"415,999",14,726,9,"2,674",18,"3,400"
11,3,3,32,Lot 13,27,21,"308,096",15,"282,774",21,"160,442",21,"442,069",12,"88,892",18,"87,086",21,"158,016",17,"813,435",11,"175,062",10,"638,373",26,"236,795",24,"206,080",22,"70,410",11,"133,426",5,"28,434",24,"136,702",20,"558,342",25,"461,270",27,"4,172,269",21,"331,800",11,227,7,943,17,"1,170"
11,3,3,34,Lot 12,19,11,"48,764",11,"13,738",9,"16,128",12,"91,720",9,"27,154",10,"32,923",8,"50,971",7,"90,187",3,x,5,x,17,"61,913",18,"71,507",11,"23,966",7,"17,367",4,"9,582",15,"23,315",10,"63,415",18,"175,877",19,"818,527",12,"85,876",4,43,4,91,7,134
11,3,3,41,Lot  6,35,31,"1,250,421",25,"967,571",27,"450,935",17,"224,935",9,"277,664",15,"34,684",14,"767,342",21,"2,036,847",11,"570,624",18,"1,466,223",33,"946,212",32,"871,557",22,"115,273",19,"577,802",16,"523,302",32,"229,485",24,"1,198,504",34,"1,399,543",35,"11,872,077",17,"173,623",18,"3,034",8,"1,119",21,"4,153"
11,3,3,44,Lot  9,21,19,"505,074",19,"381,150",16,"134,966",16,"79,169",9,"58,172",13,"26,096",9,"38,944",13,"458,489",6,x,11,x,20,"277,810",20,"227,763",15,"48,866",9,"120,268",7,"208,057",18,"93,474",12,"443,634",19,"215,775",21,"3,317,707",16,"64,293",13,x,2,x,13,615
11,3,3,46,Lot  8,36,21,"850,573",17,"918,927",19,"340,417",23,"240,427",11,"272,437",21,"71,439",18,"222,737",14,"1,032,848",11,"651,726",10,"381,122",33,"484,201",28,"504,165",24,"83,689",11,"296,690",8,"77,571",33,"157,017",22,"590,224",31,"687,913",36,"6,831,275",23,"189,672",13,"1,324",7,845,14,"2,169"
11,3,3,48,Lot  7,35,29,"879,782",21,"684,583",23,"390,281",27,"783,729",21,"903,441",27,"128,237",23,"259,846",26,"1,463,015",20,"542,097",20,"920,918",33,"593,942",33,"580,237",29,"134,171",20,"378,691",16,"243,850",35,"200,037",29,"844,850",35,"1,009,984",35,"9,478,676",26,"746,153",18,"1,154",21,"1,697",26,"2,851"
11,3,3,51,Lot  4,39,30,"1,420,445",23,"1,356,364",25,"360,290",30,"965,312",24,"983,733",27,"139,369",23,"330,487",25,"2,735,541",16,"886,713",19,"1,848,828",39,"763,231",39,"900,476",32,"213,374",22,"310,986",13,"217,463",38,"493,761",30,"957,540",33,"2,531,452",39,"14,679,824",29,"699,335",22,"2,220",13,"2,757",25,"4,977"
11,3,3,54,Lot  3,37,31,"1,141,872",22,"588,391",22,"498,715",26,"365,173",15,"409,187",25,"113,181",25,"211,232",20,"1,240,292",13,"368,915",19,"871,377",35,"663,213",34,"599,703",25,"134,208",14,"204,110",10,"159,069",30,"143,100",21,"573,914",36,"1,006,874",37,"8,052,234",25,"246,691",19,"1,041",11,855,20,"1,896"
11,3,3,58,Lot  1,28,16,"37,738",16,x,9,"12,113",8,"425,526",6,"75,593",9,x,10,"76,570",16,"248,389",8,"31,885",11,"216,504",25,"82,561",25,"75,208",15,"39,011",6,"7,842",2,x,20,"22,302",6,"77,603",24,"203,055",28,"1,425,737",8,"425,526",16,x,1,x,16,707
12,0,0,0,Nova Scotia / Nouvelle-êcosse,"3,795","2,482","12,994,032","1,489","9,063,801","1,417","11,363,071","2,070","90,638,763","1,121","32,437,729","1,827","7,944,488","1,750","20,717,529","1,884","86,442,051",983,"27,826,918","1,547","58,615,133","3,561","26,041,469","3,361","23,254,039","2,515","10,161,360",680,"3,688,904",565,"5,287,831","2,968","10,974,413","1,677","26,895,602","3,309","64,554,739","3,795","442,459,821","1,909","80,340,033","1,567","70,105",695,"104,241","1,884","174,346"
12,1,0,0,Agricultural Region 1 - rÇgion agricole 1,591,355,"760,556",176,"405,771",140,"690,480",308,"17,667,903",169,"3,865,866",267,"1,115,648",225,"3,560,903",278,"13,156,680",124,"4,385,215",233,"8,771,465",548,"2,907,006",513,"2,455,972",342,"1,713,243",72,"130,233",67,"524,465",449,"1,361,909",218,"2,339,793",509,"10,014,271",591,"62,670,699",283,"14,257,833",231,"10,848",91,"13,963",278,"24,811"
12,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,175",770,"6,513,408",474,"5,151,516",569,"6,476,908",729,"50,338,929",415,"20,762,153",646,"3,519,167",576,"7,633,337",638,"41,485,096",342,"12,087,170",517,"29,397,926","1,106","12,029,895","1,059","9,583,930",866,"4,457,647",293,"2,382,577",221,"2,439,693",972,"4,989,460",620,"13,425,808","1,044","30,872,671","1,175","222,062,195",679,"45,788,417",504,"35,265",281,"52,837",638,"88,102"
12,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,149",782,"3,633,366",517,"2,766,825",372,"3,284,393",546,"13,007,478",294,"4,972,398",479,"1,958,557",577,"7,189,590",525,"22,328,378",273,"7,360,172",442,"14,968,206","1,071","7,260,407","1,005","7,520,237",736,"2,552,923",182,"813,837",149,"1,580,043",860,"2,852,363",496,"7,044,910","1,002","14,080,340","1,149","102,846,045",499,"11,714,526",444,"14,728",190,"27,831",525,"42,559"
12,4,0,0,Agricultural Region 4 - rÇgion agricole 4,589,402,"1,469,585",247,"585,959",218,"552,399",324,"6,780,826",163,"2,413,579",280,"953,532",269,"1,842,209",305,"7,067,370",171,"3,221,790",245,"3,845,580",563,"2,580,835",532,"2,737,483",364,"938,216",82,"232,511",84,"556,576",457,"1,192,720",244,"3,147,957",511,"6,953,880",589,"40,005,637",306,"6,073,191",270,"6,810",90,"6,507",305,"13,317"
12,5,0,0,Agricultural Region 5 - rÇgion agricole 5,291,173,"617,117",75,"153,730",118,"358,891",163,"2,843,627",80,"423,733",155,"397,584",103,"491,490",138,"2,404,527",73,"772,571",110,"1,631,956",273,"1,263,326",252,"956,417",207,"499,331",51,"129,746",44,"187,054",230,"577,961",99,"937,134",243,"2,633,577",291,"14,875,245",142,"2,506,066",118,"2,454",43,"3,103",138,"5,557"
12,1,1,0,Shelburne,19,13,"9,235",8,"5,909",7,x,6,"44,759",5,"9,053",6,"6,149",9,"24,875",7,"58,244",2,x,7,x,17,"39,728",15,"29,481",10,"27,864",2,x,1,x,11,"16,235",6,"30,354",15,"89,774",19,"409,846",6,"36,500",7,x,1,x,7,133
12,1,1,6,Shelburne,19,13,"9,235",8,"5,909",7,x,6,"44,759",5,"9,053",6,"6,149",9,"24,875",7,"58,244",2,x,7,x,17,"39,728",15,"29,481",10,"27,864",2,x,1,x,11,"16,235",6,"30,354",15,"89,774",19,"409,846",6,"36,500",7,x,1,x,7,133
12,1,2,0,Yarmouth,93,56,"108,270",26,"28,867",23,x,53,"2,162,555",25,"280,355",40,"153,507",37,"194,152",35,"1,260,136",18,x,24,x,82,"287,636",89,"314,083",55,"177,409",14,"7,800",9,x,70,"218,144",30,"192,752",75,"883,551",93,"6,357,733",49,"2,115,514",27,745,11,"1,519",35,"2,264"
12,1,2,1,Argyle,23,17,x,10,"6,422",4,"5,610",9,x,5,"18,250",7,"28,757",13,"75,929",9,x,5,x,7,x,21,"52,491",23,"51,629",14,"50,002",0,0,3,x,13,"90,906",8,"19,686",15,"160,939",23,"1,345,424",8,x,7,134,3,427,9,561
12,1,2,4,Yarmouth,70,39,x,16,"22,445",19,x,44,x,20,"262,105",33,"124,750",24,"118,223",26,x,13,x,17,x,61,"235,145",66,"262,454",41,"127,407",14,"7,800",6,x,57,"127,238",22,"173,066",60,"722,612",70,"5,012,309",41,x,20,611,8,"1,092",26,"1,703"
12,1,3,0,Digby,118,38,"58,215",18,"39,931",16,"80,479",78,"11,452,688",44,"1,940,514",67,"699,514",48,"2,105,059",62,"6,557,346",34,"2,340,595",49,"4,216,751",110,"865,436",97,"748,909",73,"901,632",12,"24,184",20,"233,224",97,"476,414",67,"1,293,411",110,"3,436,376",118,"30,913,332",71,"8,505,992",49,"3,738",31,"7,147",62,"10,885"
12,1,3,1,Clare,64,20,"33,700",10,"21,896",8,"68,588",38,"7,452,636",21,"1,406,509",37,"579,806",29,"1,939,757",42,"4,543,655",22,"1,637,029",34,"2,906,626",61,"562,548",55,"499,763",41,"767,192",6,"18,506",11,"194,662",55,"350,857",41,"1,068,792",61,"3,072,542",64,"22,581,409",37,"6,527,836",31,"2,495",23,"4,908",42,"7,403"
12,1,3,4,Digby,54,18,"24,515",8,"18,035",8,"11,891",40,"4,000,052",23,"534,005",30,"119,708",19,"165,302",20,"2,013,691",12,"703,566",15,"1,310,125",49,"302,888",42,"249,146",32,"134,440",6,"5,678",9,"38,562",42,"125,557",26,"224,619",49,"363,834",54,"8,331,923",34,"1,978,156",18,"1,243",8,"2,239",20,"3,482"
12,1,4,0,Queens,35,24,"77,177",12,"70,354",9,x,19,"108,435",7,"17,509",17,"29,015",14,"117,583",14,"288,032",4,"78,380",13,"209,652",33,"133,645",32,"127,860",19,"27,483",6,x,4,x,25,"46,431",11,"89,583",27,"281,109",35,"1,501,642",19,"94,680",13,x,3,x,14,554
12,1,4,10,Queens,35,24,"77,177",12,"70,354",9,x,19,"108,435",7,"17,509",17,"29,015",14,"117,583",14,"288,032",4,"78,380",13,"209,652",33,"133,645",32,"127,860",19,"27,483",6,x,4,x,25,"46,431",11,"89,583",27,"281,109",35,"1,501,642",19,"94,680",13,x,3,x,14,554
12,2,5,0,Annapolis,228,133,"1,191,296",76,"604,733",98,"922,201",152,"2,977,863",82,"625,865",131,"427,032",103,"739,596",112,"3,889,145",58,"880,325",84,"3,008,820",211,"1,669,316",202,"1,271,181",175,"481,026",59,"148,025",44,"438,544",177,"544,315",108,"1,442,290",205,"3,036,370",228,"20,408,798",138,"2,730,433",99,"5,397",34,"3,187",112,"8,584"
12,2,5,1,"Annapolis, Subd. D",23,11,x,6,x,8,x,17,"222,951",10,x,12,x,6,x,7,x,3,x,5,x,19,"122,353",20,"205,733",15,"23,134",1,x,3,x,15,x,8,"56,166",18,"236,819",23,"3,091,037",15,"220,053",5,"1,255",3,"1,263",7,"2,518"
12,2,5,4,"Annapolis, Subd. A",54,30,x,18,"55,769",24,x,32,"1,237,910",18,"275,873",30,x,23,"136,526",29,"508,205",15,x,23,x,50,"237,815",47,"269,708",42,"90,415",14,x,9,x,45,x,23,"319,958",49,"735,066",54,"4,311,435",29,"1,226,569",27,795,10,372,29,"1,167"
12,2,5,9,"Annapolis, Subd. B",78,46,"220,123",28,x,32,"146,082",51,"522,713",23,x,47,"119,957",34,x,41,x,16,"202,751",35,x,75,"311,642",70,"276,591",63,"163,772",22,"32,657",12,"137,640",61,"137,740",36,"515,130",70,"612,999",78,"3,969,101",44,"435,678",38,718,10,401,41,"1,119"
12,2,5,14,"Annapolis, Subd. C",73,46,"509,838",24,"336,039",34,"328,802",52,"994,289",31,"167,337",42,"162,910",40,"417,466",35,"1,854,016",24,"473,912",21,"1,380,104",67,"997,506",65,"519,149",55,"203,705",22,"83,874",20,"210,252",56,"249,520",41,"551,036",68,"1,451,486",73,"9,037,225",50,"848,133",29,"2,629",11,"1,151",35,"3,780"
12,1,6,0,Lunenburg,326,224,"507,659",112,"260,710",85,"542,582",152,"3,899,466",88,"1,618,435",137,"227,463",117,"1,119,234",160,"4,992,922",66,"1,426,868",140,"3,566,054",306,"1,580,561",280,"1,235,639",185,"578,855",38,"88,240",33,"174,541",246,"604,685",104,"733,693",282,"5,323,461",326,"23,488,146",138,"3,505,147",135,"5,918",45,"5,057",160,"10,975"
12,1,6,1,Lunenburg,243,159,"390,620",82,"210,216",66,"376,138",128,"3,782,109",74,"1,581,882",116,"183,583",83,"798,126",115,"3,890,276",45,"1,126,243",101,"2,764,033",229,"1,283,380",208,"980,415",143,"490,780",26,"59,429",27,"160,517",180,"486,564",81,"610,679",211,"4,867,836",243,"20,152,550",117,"3,404,453",96,"3,902",33,"4,399",115,"8,301"
12,1,6,9,Chester,83,65,"117,039",30,"50,494",19,"166,444",24,"117,357",14,"36,553",21,"43,880",34,"321,108",45,"1,102,646",21,"300,625",39,"802,021",77,"297,181",72,"255,224",42,"88,075",12,"28,811",6,"14,024",66,"118,121",23,"123,014",71,"455,625",83,"3,335,596",21,"100,694",39,"2,016",12,658,45,"2,674"
12,2,7,0,Kings,604,413,"3,829,124",300,"3,799,162",308,"3,786,388",339,"39,490,683",220,"16,230,871",305,"1,818,242",308,"4,769,544",362,"27,668,147",196,"8,049,504",298,"19,618,643",567,"7,344,332",550,"5,822,010",436,"2,694,869",163,"1,955,174",119,"1,383,641",512,"3,119,199",347,"7,669,312",539,"19,408,777",604,"150,789,475",317,"36,026,531",281,"24,686",175,"35,401",362,"60,087"
12,2,7,1,"Kings, Subd. A",308,224,"1,874,386",163,"1,895,183",163,"1,660,761",162,"9,895,449",98,"2,946,870",147,"977,540",165,"2,621,353",167,"12,993,423",84,"2,921,568",141,"10,071,855",289,"2,852,570",280,"2,680,535",216,"1,002,176",81,"821,092",64,"702,663",256,"1,204,294",175,"2,855,639",276,"8,559,561",308,"55,543,495",151,"7,463,341",136,"10,751",73,"17,167",167,"27,918"
12,2,7,11,"Kings, Subd. C",41,26,"94,262",13,"108,300",15,"24,786",22,"1,044,920",11,"935,763",20,x,15,"164,857",22,"615,604",11,"281,924",16,"333,680",36,"157,287",35,"125,960",31,"81,961",9,x,3,x,31,"90,475",15,"149,234",37,"439,914",41,"4,533,341",18,"928,879",18,551,10,892,22,"1,443"
12,2,7,16,"Kings, Subd. B",171,115,"1,156,117",84,"1,410,170",91,"1,329,287",100,"20,524,979",77,"8,730,651",88,"557,199",84,"1,340,688",116,"9,661,465",58,"2,849,895",98,"6,811,570",158,"2,891,356",157,"2,231,562",119,"992,474",50,"512,571",43,"537,916",151,"1,340,980",106,"3,808,283",147,"7,207,530",171,"64,233,228",95,"19,769,826",84,"11,081",59,"10,799",116,"21,880"
12,2,7,21,"Kings, Subd. D",84,48,"704,359",40,"385,509",39,"771,554",55,"8,025,335",34,"3,617,587",50,x,44,"642,646",57,"4,397,655",43,"1,996,117",43,"2,401,538",84,"1,443,119",78,"783,953",70,"618,258",23,x,9,x,74,"483,450",51,"856,156",79,"3,201,772",84,"26,479,411",53,"7,864,485",43,"2,303",33,"6,543",57,"8,846"
12,2,8,0,Hants,343,224,"1,492,988",98,"747,621",163,"1,768,319",238,"7,870,383",113,"3,905,417",210,"1,273,893",165,"2,124,197",164,"9,927,804",88,"3,157,341",135,"6,770,463",328,"3,016,247",307,"2,490,739",255,"1,281,752",71,"279,378",58,"617,508",283,"1,325,946",165,"4,314,206",300,"8,427,524",343,"50,863,922",224,"7,031,453",124,"5,182",72,"14,249",164,"19,431"
12,2,8,1,West Hants,164,101,"362,389",45,"450,719",72,"1,208,577",107,"1,848,261",52,"318,297",96,"301,951",75,"1,245,352",67,"3,859,710",32,"986,053",55,"2,873,657",156,"1,398,171",145,"833,668",118,"479,888",32,"117,123",12,"167,368",126,"559,657",74,"1,740,781",146,"4,286,278",164,"19,178,190",102,"1,700,562",54,"3,235",26,"5,056",67,"8,291"
12,2,8,8,East Hants,179,123,"1,130,599",53,"296,902",91,"559,742",131,"6,022,122",61,"3,587,120",114,"971,942",90,"878,845",97,"6,068,094",56,"2,171,288",80,"3,896,806",172,"1,618,076",162,"1,657,071",137,"801,864",39,"162,255",46,"450,140",157,"766,289",91,"2,573,425",154,"4,141,246",179,"31,685,732",122,"5,330,891",70,"1,947",46,"9,193",97,"11,140"
12,3,9,0,Halifax,154,98,"676,846",52,"162,246",59,"639,819",85,"2,559,060",49,"653,623",73,"277,131",73,"570,136",79,"4,162,272",46,"1,240,622",65,"2,921,650",143,"1,388,472",131,"1,246,489",104,"338,270",24,"114,909",19,"220,496",122,"446,975",61,"953,038",138,"2,089,582",154,"16,499,364",77,"2,378,028",66,"3,638",31,"3,235",79,"6,873"
12,3,9,34,Halifax,154,98,"676,846",52,"162,246",59,"639,819",85,"2,559,060",49,"653,623",73,"277,131",73,"570,136",79,"4,162,272",46,"1,240,622",65,"2,921,650",143,"1,388,472",131,"1,246,489",104,"338,270",24,"114,909",19,"220,496",122,"446,975",61,"953,038",138,"2,089,582",154,"16,499,364",77,"2,378,028",66,"3,638",31,"3,235",79,"6,873"
12,3,10,0,Colchester,442,302,"1,651,438",190,"726,574",173,"1,019,309",232,"5,858,362",137,"2,899,947",208,"1,125,160",230,"2,448,311",218,"7,912,564",127,"3,793,538",177,"4,119,026",417,"2,546,040",394,"2,989,421",307,"1,229,817",86,"388,308",78,"687,688",340,"1,303,964",226,"2,940,746",378,"6,271,475",442,"41,999,124",216,"5,341,614",177,"5,126",92,"10,405",218,"15,531"
12,3,10,1,"Colchester, Subd. C",171,120,"960,205",67,"288,700",73,"415,931",105,"3,735,114",62,"1,381,908",102,"757,513",92,"877,006",93,"4,494,612",62,"2,548,293",78,"1,946,319",163,"1,302,150",156,"1,637,232",126,"626,331",37,"150,163",36,"325,262",135,"704,399",98,"1,678,295",147,"2,947,898",171,"22,282,719",99,"3,493,443",73,"2,375",50,"6,257",93,"8,632"
12,3,10,8,"Colchester, Subd. B",158,100,"321,353",54,"121,314",66,"144,340",84,"1,329,336",52,"943,970",74,"236,165",77,"440,792",73,"1,563,663",33,"697,004",61,"866,659",149,"642,339",140,"695,485",111,"347,207",29,"121,051",24,"229,696",127,"325,611",85,"640,582",140,"1,264,075",158,"9,366,979",79,"1,147,712",61,"1,150",24,"1,941",73,"3,091"
12,3,10,12,"Colchester, Subd. A",113,82,"369,880",69,"316,560",34,"459,038",43,"793,912",23,"574,069",32,"131,482",61,"1,130,513",52,"1,854,289",32,"548,241",38,"1,306,048",105,"601,551",98,"656,704",70,"256,279",20,"117,094",18,"132,730",78,"273,954",43,"621,869",91,"2,059,502",113,"10,349,426",38,"700,459",43,"1,601",18,"2,207",52,"3,808"
12,3,11,0,Cumberland,553,382,"1,305,082",275,"1,878,005",140,"1,625,265",229,"4,590,056",108,"1,418,828",198,"556,266",274,"4,171,143",228,"10,253,542",100,"2,326,012",200,"7,927,530",511,"3,325,895",480,"3,284,327",325,"984,836",72,"310,620",52,"671,859",398,"1,101,424",209,"3,151,126",486,"5,719,283",553,"44,347,557",206,"3,994,884",201,"5,964",67,"14,191",228,"20,155"
12,3,11,1,"Cumberland, Subd. A",102,69,"138,438",59,"387,499",14,x,31,"766,152",9,x,18,"21,483",43,"322,436",50,"1,468,131",15,"299,813",48,"1,168,318",89,"399,080",83,"342,934",52,"141,036",9,"14,365",8,"13,465",71,"124,105",28,"93,226",91,"1,171,516",102,"5,647,002",23,x,48,"1,596",8,"1,633",50,"3,229"
12,3,11,6,"Cumberland, Subd. B",204,139,"539,786",120,"1,212,525",43,"575,700",55,"1,091,150",29,"672,454",47,"148,886",117,"2,919,041",90,"4,576,844",44,"1,077,490",80,"3,499,354",192,"1,407,996",177,"1,640,293",104,"306,362",27,"224,010",24,"452,509",140,"363,450",80,"1,355,618",178,"2,599,072",204,"20,085,696",51,"1,005,986",79,"2,860",30,"6,431",90,"9,291"
12,3,11,9,"Cumberland, Subd. C",157,108,"398,100",65,"158,005",55,x,89,"1,834,296",43,x,86,"290,456",72,"664,187",57,"3,323,991",25,"689,877",47,"2,634,114",146,"1,064,037",137,"883,789",107,"380,132",25,"58,315",13,"97,755",118,"439,299",61,"1,204,405",137,"1,236,860",157,"13,331,968",82,"1,594,823",46,947,20,"5,130",57,"6,077"
12,3,11,14,"Cumberland, Subd. D",90,66,"228,758",31,"119,976",28,"65,128",54,"898,458",27,"189,334",47,"95,441",42,"265,479",31,"884,576",16,"258,832",25,"625,744",84,"454,782",83,"417,311",62,"157,306",11,"13,930",7,"108,130",69,"174,570",40,"497,877",80,"711,835",90,"5,282,891",50,x,28,561,9,997,31,"1,558"
12,4,12,0,Pictou,273,174,"529,257",111,"341,000",105,"221,001",163,"2,590,115",80,"1,083,195",138,"390,765",118,"710,209",129,"3,095,598",69,"1,471,601",109,"1,623,997",259,"1,056,634",242,"1,161,676",176,"364,489",43,"73,670",30,"217,519",209,"504,529",103,"1,179,127",236,"2,387,260",273,"15,906,044",153,"2,238,268",111,"2,890",38,"2,836",129,"5,726"
12,4,12,1,"Pictou, Subd. A",117,75,"258,934",41,"77,693",53,"122,917",80,"1,307,086",42,"443,440",67,"239,136",54,"231,252",54,"1,095,675",28,"498,027",45,"597,648",111,"484,461",107,"482,683",83,"198,665",19,"26,306",19,"131,497",97,"285,142",48,"773,561",102,"1,102,912",117,"7,261,360",76,"1,179,274",44,968,16,"1,149",54,"2,117"
