PROV ,CAR,CD,CCS,GEO NAMES,ntfarea,tfarea,etfarea,ncrplnd,crplnd,ecrplnd,nsummrf,summrf,esummrf,nimpast,impast,eimpast,nunimpst,unimpst,eunimpst,nothlnd,othlnd,eothlnd,nimpsz1,nimpsz2,nimpsz3,nimpsz4,nimpsz5,nimpsz6,nimpsz7,nimpsz8,nimpsz9,nimpsz10,nimpsz11,nimpsz12,nimpsz13,ntunglas,tunglas,etunglas,ntotgrn,totgrn,etotgrn,nflower,flower,eflower,ngrnveg,grnveg,egrnveg,ngrnothr,grnothr,egrnothr,nmushrm,mushrm,emushrm,nirrig,irrig,eirrig,nfertil,fertil,efertil,nherbci,herbci,eherbci,ninsecti,insecti,einsecti,nfungic,fungic,efungic,nmsolid,msolid,emsolid,nmirrig,mirrig,emirrig,nmliqsur,mliqsur,emliqsur,nmliqinj,mliqinj,emliqinj,ncroprot,nprmgras,ncovcrop,ncontour,nstripcr,ngraswat,nwindyes,ngrmanny,nmchcpny,ntilars,tilars,etilars,ntilconv,tilconv,etilconv,ntilcons,tilcons,etilcons,ntillno,tillno,etillno,nchemsf,chemsf,echemsf,ntillsf,tillsf,etillsf,ncombsf,combsf,ecombsf
11,1,1,26,Lot 54,23,"9,002","3,643",22,"3,951","1,599",0,0,0,8,280,113,14,985,399,21,"3,786","1,532",22,0,0,12,3,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"2,581","1,044",11,"2,621","1,061",4,825,334,4,"1,025",415,15,753,305,0,0,0,1,x,x,0,0,0,16,8,3,3,2,7,4,3,5,13,"2,526","1,022",11,"1,513",612,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,1,1,28,Lot 55,27,"8,556","3,462",27,"4,740","1,918",1,x,x,14,599,242,12,635,257,24,x,x,27,0,1,10,5,4,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"2,008",813,14,"1,628",659,2,x,x,2,x,x,18,657,266,0,0,0,2,x,x,0,0,0,19,12,0,1,1,5,5,4,3,17,"1,799",728,17,"1,225",496,3,574,232,0,0,0,0,0,0,1,x,x,0,0,0
11,1,1,32,Lot 44,28,"15,500","6,273",23,"9,251","3,744",0,0,0,6,139,56,10,403,163,24,"5,707","2,310",23,1,2,5,7,1,0,2,0,1,1,2,1,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,15,"5,301","2,145",15,"5,324","2,155",11,"3,292","1,332",10,"3,253","1,316",9,412,167,0,0,0,0,0,0,0,0,0,19,8,6,6,7,6,4,5,8,20,"6,845","2,770",18,"3,341","1,352",7,x,x,2,x,x,0,0,0,0,0,0,0,0,0
11,1,1,34,Lot 45,24,"14,304","5,789",23,"9,738","3,941",0,0,0,5,214,87,5,141,57,20,"4,211","1,704",23,2,0,4,3,3,1,4,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,14,"5,673","2,296",14,"6,081","2,461",8,"2,702","1,093",10,"2,856","1,156",14,516,209,0,0,0,0,0,0,0,0,0,16,8,6,5,5,6,6,10,4,16,"6,945","2,811",14,"3,999","1,618",6,"2,946","1,192",0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,39,Lot 47,17,"10,184","4,121",15,"7,118","2,881",0,0,0,6,551,223,8,385,156,14,"2,130",862,15,0,1,4,1,2,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"4,942","2,000",11,"5,019","2,031",9,"2,620","1,060",9,"2,600","1,052",8,188,76,0,0,0,0,0,0,0,0,0,15,6,5,4,3,6,3,7,4,16,"4,998","2,023",12,"3,139","1,270",6,"1,859",752,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,42,Lot 41,23,"8,353","3,380",23,"4,756","1,925",0,0,0,6,302,122,8,490,198,19,"2,805","1,135",23,0,2,10,3,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"2,954","1,195",14,"2,578","1,043",6,946,383,3,846,342,16,621,251,0,0,0,1,x,x,0,0,0,13,13,1,0,2,3,9,3,4,14,"3,145","1,273",12,"2,610","1,056",4,535,217,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,46,Lot 40,35,"20,453","8,277",32,"12,750","5,160",2,x,x,14,497,201,8,315,127,33,x,x,32,2,2,3,6,6,1,1,3,2,3,1,2,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,23,"7,684","3,110",24,"6,997","2,832",17,"3,758","1,521",12,"3,050","1,234",15,640,259,0,0,0,5,525,212,0,0,0,27,11,6,5,6,7,11,7,8,26,"8,705","3,523",22,"7,127","2,884",5,x,x,1,x,x,0,0,0,2,x,x,0,0,0
11,1,1,51,Lot 38,23,"7,927","3,208",23,"4,159","1,683",1,x,x,12,455,184,11,576,233,22,x,x,23,0,2,8,5,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"1,169",473,8,"1,277",517,6,955,386,5,925,374,11,547,221,0,0,0,1,x,x,0,0,0,16,8,4,1,3,4,4,5,2,16,"2,695","1,091",13,"2,480","1,004",4,215,87,0,0,0,1,x,x,0,0,0,0,0,0
11,2,2,0,Queens County,905,"262,118","106,075",828,"176,206","71,308",11,93,38,400,"16,239","6,572",339,"13,885","5,619",785,"55,695","22,539",828,14,33,251,176,69,77,99,47,22,17,13,10,24,"209,257","19,441",24,"205,344","19,077",10,"111,120","10,323",15,x,x,3,x,x,1,x,x,18,197,80,602,"108,848","44,049",509,"84,885","34,352",226,"30,452","12,323",174,"28,439","11,509",646,"32,878","13,305",1,x,x,108,"11,879","4,807",0,0,0,680,404,131,98,93,201,221,186,152,666,"111,740","45,220",598,"86,405","34,967",142,"21,997","8,902",27,"3,338","1,351",1,x,x,7,58,23,3,x,x
11,2,2,6,Lot 58,43,"17,634","7,136",40,"11,128","4,503",0,0,0,11,568,230,9,805,326,34,"5,133","2,077",40,2,4,14,8,2,2,2,1,2,0,1,2,3,"14,350","1,333",3,"14,350","1,333",1,x,x,2,x,x,0,0,0,0,0,0,2,x,x,24,"7,415","3,001",29,"6,797","2,751",19,"2,910","1,178",12,"2,313",936,20,"1,562",632,0,0,0,7,363,147,0,0,0,20,17,9,0,2,6,8,9,10,19,"8,241","3,335",19,"7,353","2,976",6,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,2,2,8,Lot 57,41,"17,746","7,182",39,"13,881","5,617",0,0,0,11,262,106,15,"1,005",407,38,"2,598","1,051",39,1,2,8,7,1,4,6,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,34,"10,528","4,261",30,"9,771","3,954",25,"4,874","1,972",17,"4,508","1,824",26,"1,444",584,0,0,0,3,460,186,0,0,0,34,13,16,4,6,18,13,16,17,36,"11,341","4,590",35,"9,305","3,766",11,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,2,2,9,Lot 50,42,"15,317","6,199",42,"10,605","4,292",0,0,0,25,"1,230",498,20,"1,030",417,34,"2,452",992,42,0,0,8,8,3,4,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"7,834","3,170",31,"5,661","2,291",18,"1,362",551,12,"1,223",495,35,"2,065",836,0,0,0,10,"1,192",482,0,0,0,39,20,11,3,5,10,7,11,8,38,"6,949","2,812",31,"4,980","2,015",13,"1,969",797,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,12,Lot 49,33,"11,234","4,546",30,"7,415","3,001",0,0,0,17,767,310,14,397,161,29,"2,655","1,074",30,0,0,8,6,3,4,4,3,0,0,2,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,20,"2,701","1,093",18,"3,792","1,535",6,287,116,4,229,93,26,"1,151",466,0,0,0,4,373,151,0,0,0,24,19,5,4,2,4,7,6,3,24,"4,761","1,927",23,"3,261","1,320",4,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,2,2,14,Lot 48,46,"8,881","3,594",44,"5,634","2,280",2,x,x,21,567,229,23,782,316,40,x,x,44,1,3,20,6,2,3,7,1,1,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,32,"3,015","1,220",26,"2,519","1,019",9,481,195,5,366,148,31,869,352,0,0,0,2,x,x,0,0,0,35,23,6,6,2,7,9,8,6,34,"3,329","1,347",31,"2,092",847,9,"1,237",501,0,0,0,0,0,0,1,x,x,1,x,x
11,2,2,26,Lot 31,75,"22,973","9,297",65,"16,575","6,708",0,0,0,38,"1,973",798,33,"1,066",431,68,"3,359","1,359",65,2,1,19,12,5,7,5,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"10,438","4,224",33,"7,654","3,097",16,"2,925","1,184",16,"2,916","1,180",59,"2,942","1,191",0,0,0,10,"1,700",688,0,0,0,51,33,8,10,6,15,9,13,7,49,"12,001","4,857",46,"9,883","4,000",7,x,x,2,x,x,0,0,0,0,0,0,0,0,0
11,2,2,28,Lot 65,56,"11,669","4,722",51,"6,727","2,722",2,x,x,27,756,306,23,947,383,47,x,x,51,1,3,21,11,3,4,5,1,1,1,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,36,"4,495","1,819",32,"3,842","1,555",17,"1,346",545,15,"1,379",558,37,"1,217",493,0,0,0,1,x,x,0,0,0,47,23,9,6,4,15,15,13,11,41,"3,781","1,530",36,"3,234","1,309",10,431,174,3,116,47,0,0,0,1,x,x,1,x,x
11,2,2,29,Lot 30,34,"6,726","2,722",33,"3,495","1,414",0,0,0,16,472,191,19,843,341,31,"1,916",775,33,0,0,19,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"1,443",584,16,"1,639",663,5,845,342,5,845,342,30,"1,064",431,0,0,0,1,x,x,0,0,0,22,21,6,5,2,6,8,6,4,22,"1,982",802,17,"1,341",543,6,641,259,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,31,Lot 29,32,"10,825","4,381",32,"7,173","2,903",0,0,0,14,"1,205",488,7,327,132,27,"2,120",858,32,2,1,11,3,1,5,5,1,1,1,1,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,22,"4,111","1,664",20,"3,345","1,354",10,"1,819",736,8,"1,689",684,24,"1,160",469,0,0,0,2,x,x,0,0,0,27,14,11,6,5,9,7,7,9,27,"4,793","1,940",25,"4,280","1,732",7,513,208,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,36,Lot 67,68,"14,676","5,939",53,"7,920","3,205",0,0,0,32,"1,277",517,27,724,293,63,"4,755","1,924",53,0,0,10,24,5,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"5,157","2,087",31,"2,648","1,072",11,"1,082",438,9,995,403,49,"2,486","1,006",0,0,0,6,404,163,0,0,0,48,33,5,7,10,11,10,10,4,43,"3,677","1,488",38,"2,871","1,162",6,x,x,2,x,x,0,0,0,0,0,0,0,0,0
11,2,2,38,Lot 20,43,"13,638","5,519",41,"10,611","4,294",0,0,0,18,773,313,17,376,152,39,"1,878",760,41,0,2,8,9,5,3,7,3,1,1,1,1,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,30,"7,093","2,870",26,"4,597","1,860",9,"2,565","1,038",9,"2,565","1,038",32,"2,916","1,180",0,0,0,3,280,113,0,0,0,36,14,6,6,9,15,10,7,4,36,"5,712","2,312",33,"4,961","2,008",5,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,2,2,39,Lot 21,23,"8,776","3,552",22,"6,743","2,729",0,0,0,9,273,110,7,304,123,19,"1,456",589,22,0,1,7,4,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"3,852","1,559",12,"1,680",680,5,590,239,5,590,239,14,753,305,0,0,0,1,x,x,0,0,0,19,10,2,2,4,7,6,2,2,19,"3,728","1,509",17,"3,198","1,294",3,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,2,2,40,Miltonvale Park,29,"6,130","2,481",26,"4,038","1,634",0,0,0,14,543,220,11,432,175,25,"1,117",452,26,0,2,9,5,2,3,2,1,2,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,22,"2,328",942,15,"1,265",512,8,758,307,7,701,284,22,973,394,0,0,0,2,x,x,0,0,0,21,14,2,2,2,5,5,7,8,23,"1,904",771,22,"1,687",683,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,2,2,41,Lot 22,29,"8,906","3,604",27,"6,056","2,451",3,15,6,14,518,210,11,482,195,26,"1,835",743,27,0,2,7,2,4,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,20,"4,373","1,770",16,"2,494","1,009",4,354,143,2,x,x,22,"1,513",612,0,0,0,3,73,30,0,0,0,21,12,5,3,3,9,11,4,4,21,"3,382","1,369",17,"1,979",801,8,x,x,2,x,x,0,0,0,3,15,6,0,0,0
11,2,2,42,Lot 23,45,"10,520","4,257",40,"7,677","3,107",1,x,x,20,759,307,12,259,105,37,x,x,40,0,1,13,4,6,3,7,3,3,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,25,"5,038","2,039",23,"3,926","1,589",4,77,31,4,x,x,31,"1,606",650,0,0,0,11,870,352,0,0,0,33,20,4,4,4,9,6,6,5,34,"4,878","1,974",30,"4,074","1,649",7,x,x,2,x,x,1,x,x,0,0,0,0,0,0
11,2,2,44,Lot 24,49,"11,890","4,812",44,"9,763","3,951",0,0,0,21,616,249,14,480,194,43,"1,031",417,44,1,0,11,11,3,7,5,3,1,1,0,1,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,36,"6,161","2,493",25,"3,328","1,347",8,634,257,4,527,213,34,"2,084",843,0,0,0,8,779,315,0,0,0,41,15,6,10,7,15,16,12,7,38,"6,313","2,555",33,x,x,8,"3,310","1,340",2,x,x,0,0,0,0,0,0,0,0,0
11,2,2,49,Lot 33,66,"16,080","6,507",57,"11,084","4,486",0,0,0,24,783,317,24,"1,027",416,57,"3,186","1,289",57,2,4,14,14,5,6,4,3,1,3,1,0,3,x,x,3,x,x,2,x,x,3,x,x,0,0,0,0,0,0,2,x,x,41,"7,469","3,023",32,"6,565","2,657",11,"1,305",528,11,"2,037",824,41,"2,108",853,1,x,x,13,"1,863",754,0,0,0,45,32,7,4,2,9,24,14,10,44,"7,722","3,125",42,"5,702","2,308",5,x,x,2,x,x,0,0,0,0,0,0,0,0,0
11,2,2,52,Lot 34,47,"17,119","6,928",41,"10,714","4,336",0,0,0,21,949,384,11,597,242,39,"4,859","1,966",41,1,2,15,6,2,2,7,3,0,0,1,2,4,"64,000","5,946",4,"64,000","5,946",3,x,x,2,x,x,0,0,0,0,0,0,2,x,x,30,"6,530","2,643",23,"4,817","1,949",12,"1,595",645,7,"1,374",556,33,"1,655",670,0,0,0,8,"1,485",601,0,0,0,29,24,3,4,5,9,15,10,13,31,"6,546","2,649",27,"5,507","2,229",8,x,x,2,x,x,0,0,0,0,0,0,0,0,0
11,2,2,54,Lot 35,26,"5,962","2,413",24,"3,368","1,363",0,0,0,12,533,216,12,579,234,22,"1,482",600,24,1,0,9,8,2,1,2,0,0,1,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,17,"2,198",889,13,"1,571",636,6,"1,081",437,4,"1,060",429,20,640,259,0,0,0,5,440,178,0,0,0,21,13,2,4,4,2,6,4,2,21,"1,788",724,20,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,56,Lot 36,30,"8,555","3,462",30,"4,340","1,756",1,x,x,11,353,143,15,703,284,25,x,x,30,0,2,10,9,2,4,1,0,1,1,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,23,"1,929",781,20,"2,070",838,9,362,146,5,247,100,24,795,322,0,0,0,2,x,x,0,0,0,27,12,1,5,2,8,14,9,8,26,"2,160",874,24,x,x,4,913,369,1,x,x,0,0,0,0,0,0,1,x,x
11,2,2,58,Lot 37,23,"8,933","3,615",22,"5,428","2,197",2,x,x,7,280,113,6,217,88,19,x,x,22,0,1,6,3,4,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,15,"2,838","1,148",18,"2,427",982,7,"2,025",819,6,"1,475",597,15,614,248,0,0,0,5,193,78,0,0,0,18,9,4,1,4,2,8,6,6,18,"3,203","1,296",14,"2,130",862,6,"1,035",419,3,38,15,0,0,0,2,x,x,0,0,0
11,2,2,85,Cornwall,25,"7,928","3,208",25,"5,831","2,360",0,0,0,17,782,316,9,503,204,23,812,329,25,0,2,4,6,6,2,4,0,0,0,0,1,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,21,"1,902",770,20,"2,477","1,002",7,"1,175",476,7,"1,210",490,21,"1,261",510,0,0,0,1,x,x,0,0,0,22,13,3,2,3,10,7,6,4,22,"3,549","1,436",18,"2,891","1,170",5,658,266,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,0,Prince County,618,"253,571","102,617",564,"180,280","72,957",13,288,117,243,"8,298","3,358",209,"13,130","5,314",525,"51,575","20,872",564,16,22,140,84,52,51,66,36,28,32,22,15,10,"182,403","16,946",10,"167,143","15,528",5,"136,940","12,722",3,x,x,3,x,x,1,x,x,17,"1,618",655,437,"117,291","47,466",396,"101,505","41,078",283,"62,448","25,272",255,"62,159","25,155",395,"24,907","10,080",0,0,0,34,"3,058","1,238",0,0,0,477,196,94,75,104,176,160,173,83,474,"130,765","52,919",432,"102,740","41,577",104,"27,589","11,165",11,436,176,5,x,x,8,119,48,2,x,x
11,3,3,1,Lot 28,45,"16,903","6,840",39,"12,474","5,048",1,x,x,22,581,235,14,389,157,40,x,x,39,0,2,10,4,1,4,6,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"6,973","2,822",31,"7,187","2,908",26,"4,826","1,953",26,"4,676","1,892",28,"1,495",605,0,0,0,2,x,x,0,0,0,35,17,11,8,12,17,11,12,9,37,"8,550","3,460",36,"6,939","2,808",8,"1,611",652,0,0,0,0,0,0,1,x,x,0,0,0
11,3,3,6,Lot 27,34,"19,267","7,797",33,"14,692","5,946",1,x,x,11,263,106,11,327,132,30,x,x,33,2,1,7,4,1,1,6,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"8,749","3,541",25,"7,879","3,189",21,"4,642","1,879",22,"4,898","1,982",21,"1,064",431,0,0,0,3,240,97,0,0,0,29,12,7,7,14,16,10,11,5,30,"10,826","4,381",27,"7,716","3,123",8,"3,110","1,259",0,0,0,0,0,0,1,x,x,0,0,0
11,3,3,9,Lot 26,42,"18,423","7,456",40,"16,205","6,558",0,0,0,9,152,62,11,389,157,33,"1,677",679,40,0,0,9,7,4,2,1,6,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,720,291,34,"11,602","4,695",29,"9,215","3,729",24,"6,241","2,526",22,"5,925","2,398",32,"2,683","1,086",0,0,0,1,x,x,0,0,0,37,19,11,13,18,21,12,14,8,35,"11,413","4,619",32,"9,857","3,989",9,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,3,3,11,Lot 25,39,"15,393","6,229",33,"12,805","5,182",1,x,x,14,511,207,9,184,74,29,x,x,33,1,3,4,3,3,2,7,2,2,4,1,1,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,27,"9,800","3,966",21,"8,710","3,525",18,"5,467","2,212",15,"5,427","2,196",22,"1,579",639,0,0,0,4,255,103,0,0,0,29,12,11,5,11,17,8,15,6,29,"9,941","4,023",26,"6,992","2,830",10,x,x,1,x,x,1,x,x,0,0,0,0,0,0
11,3,3,12,Lot 19,40,"15,303","6,193",39,"13,066","5,288",1,x,x,16,470,190,10,273,110,32,x,x,39,2,0,13,4,6,3,1,4,1,1,2,2,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,21,"9,002","3,643",17,"5,639","2,282",10,"4,096","1,658",9,"4,144","1,677",26,"1,886",763,0,0,0,3,145,59,0,0,0,30,13,8,6,8,10,9,11,4,25,"9,851","3,987",22,"7,782","3,149",6,x,x,1,x,x,1,x,x,0,0,0,0,0,0
11,3,3,16,Lot 18,33,"15,834","6,408",28,"12,998","5,260",0,0,0,14,464,188,5,347,140,24,"2,025",819,28,1,1,7,5,3,2,0,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,21,"6,834","2,766",17,"6,951","2,813",13,"3,930","1,590",13,"5,022","2,032",20,"1,619",655,0,0,0,4,550,223,0,0,0,21,9,8,5,11,11,8,10,2,21,"9,069","3,670",17,"5,358","2,168",4,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,3,3,19,Lot 17,36,"15,455","6,254",29,"12,429","5,030",1,x,x,10,293,119,12,276,112,33,x,x,29,4,1,6,5,3,1,0,2,2,2,1,2,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,1,x,x,2,x,x,20,"9,163","3,708",20,"7,188","2,909",15,"4,515","1,827",11,"4,947","2,002",19,763,309,0,0,0,1,x,x,0,0,0,23,14,4,1,3,9,11,5,6,21,"9,964","4,032",20,"8,581","3,473",5,x,x,1,x,x,0,0,0,1,x,x,1,x,x
11,3,3,28,Lot 16,31,"13,012","5,266",28,"7,808","3,160",2,x,x,15,509,206,13,"1,921",777,28,x,x,28,0,2,8,2,5,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,22,"5,757","2,330",19,"4,573","1,851",9,"2,133",863,9,"2,113",855,24,"1,353",548,0,0,0,2,x,x,0,0,0,23,16,2,2,2,10,8,12,1,22,"5,799","2,347",21,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0
11,3,3,31,Lot 14,30,"15,389","6,228",27,"10,125","4,097",0,0,0,19,"1,610",652,11,289,117,26,"3,365","1,362",27,1,0,6,4,2,4,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"5,786","2,342",19,"5,198","2,104",11,"3,063","1,240",8,"2,866","1,160",24,"1,677",679,0,0,0,1,x,x,0,0,0,23,14,1,2,3,6,11,6,4,24,"6,801","2,752",23,"5,907","2,390",5,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,3,3,32,Lot 13,26,"7,161","2,898",25,"4,628","1,873",1,x,x,16,417,169,12,196,79,23,x,x,25,1,1,5,8,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"2,892","1,170",17,"1,950",789,6,916,371,6,916,371,16,757,306,0,0,0,1,x,x,0,0,0,22,9,1,5,4,8,10,11,6,21,"2,682","1,085",21,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0
11,3,3,34,Lot 12,21,"8,213","3,324",18,"2,362",956,0,0,0,7,153,62,6,"3,459","1,400",20,"2,239",906,18,0,0,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,910,368,13,"1,150",465,3,327,132,3,327,132,12,525,212,0,0,0,1,x,x,0,0,0,13,7,1,2,1,4,6,2,3,15,"1,132",458,14,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,41,Lot  6,36,"16,638","6,733",33,"11,437","4,628",0,0,0,16,400,162,14,"1,363",552,31,"3,438","1,391",33,0,1,7,5,2,4,3,4,3,3,0,1,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,26,"8,507","3,443",26,"6,695","2,709",20,"4,720","1,910",19,"4,703","1,903",23,"1,297",525,0,0,0,2,x,x,0,0,0,32,10,4,4,3,9,11,14,4,32,"8,567","3,467",27,"7,076","2,864",6,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,3,3,44,Lot  9,23,"8,991","3,639",22,"4,351","1,761",0,0,0,11,316,128,10,508,206,22,"3,816","1,544",22,0,1,5,7,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"3,364","1,361",18,"3,023","1,223",11,"1,730",700,8,"1,683",681,16,408,165,0,0,0,0,0,0,0,0,0,21,5,5,1,2,5,7,8,3,21,"3,571","1,445",21,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,46,Lot  8,33,"14,572","5,897",31,"8,586","3,475",0,0,0,11,639,259,12,600,243,30,"4,747","1,921",31,0,1,9,3,2,3,6,3,3,0,1,0,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,28,"5,301","2,145",25,"4,387","1,775",17,"2,369",959,17,"2,369",959,21,"1,871",757,0,0,0,2,x,x,0,0,0,30,7,5,2,5,9,9,9,2,29,"6,185","2,503",28,"5,480","2,218",6,x,x,1,x,x,0,0,0,0,0,0,0,0,0
11,3,3,48,Lot  7,36,"14,427","5,838",34,"10,267","4,155",1,x,x,13,321,130,19,686,278,29,x,x,34,1,0,9,5,1,2,8,2,3,1,2,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,27,"6,284","2,543",25,"6,072","2,457",20,"3,216","1,301",19,"3,141","1,271",26,"1,680",680,0,0,0,2,x,x,0,0,0,31,5,4,2,3,7,4,8,2,33,"7,732","3,129",32,"6,799","2,751",9,933,378,0,0,0,1,x,x,0,0,0,0,0,0
11,3,3,51,Lot  4,40,"20,129","8,146",38,"14,434","5,841",2,x,x,18,357,144,13,502,203,37,x,x,38,0,2,7,5,4,6,4,1,2,4,2,1,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,29,"9,972","4,036",26,"8,366","3,386",19,"6,200","2,509",20,"5,469","2,213",29,"2,628","1,064",0,0,0,1,x,x,0,0,0,32,12,7,7,3,7,10,16,7,34,"10,551","4,270",28,"6,824","2,762",11,x,x,2,x,x,0,0,0,2,x,x,1,x,x
11,3,3,54,Lot  3,38,"14,396","5,826",36,"9,645","3,903",1,x,x,13,415,168,16,"1,090",441,32,x,x,36,1,1,8,5,5,5,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,31,"5,280","2,137",28,"6,224","2,519",23,"3,616","1,463",17,"3,216","1,301",24,"1,303",527,0,0,0,3,278,113,0,0,0,31,9,3,2,1,7,5,6,6,31,"7,452","3,016",24,"4,912","1,988",8,x,x,1,x,x,1,x,x,0,0,0,0,0,0
11,3,3,58,Lot  1,35,"4,065","1,645",31,"1,968",796,1,x,x,8,427,173,11,331,134,26,x,x,31,2,5,14,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,24,"1,115",451,20,"1,098",444,17,441,178,11,317,128,12,319,129,0,0,0,1,x,x,0,0,0,15,6,1,1,0,3,10,3,5,14,679,275,13,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0
