areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,BSEX02,CAGEDIS01,CAGEDIS02,CAGEDIS03,DAAGE,ERESNY01,ERESNY02,FINJURNY01,FINJURNY02,GWRKONF01,GWRKONF02,GWRKONF03,HWRKOFF01,HWRKOFF02,HWRKOFF03,HWRKOFF04
130113004,13,1,13,4,1,130113004,Saint-LÇonard - (CCS),30,25,5,0,20,10,52.0,0,30,30,0,5,5,15,20,0,5,5
130113015,13,1,13,15,1,130113015,Riviäre-Verte - (CCS),30,25,5,0,25,15,50.3,5,25,30,0,5,10,20,20,0,0,15
130113022,13,1,13,22,1,130113022,Saint-Joseph - (CCS),35,30,5,0,25,10,50.3,5,25,30,5,20,10,5,15,0,5,10
130113034,13,1,13,34,1,130113034,Baker Brook - (CCS),45,40,5,0,30,10,47.8,25,20,45,0,15,10,20,25,0,5,15
130113041,13,1,13,41,1,130113041,Saint-Franáois - (CCS),30,20,5,5,20,5,46.8,10,20,25,0,5,5,15,15,0,5,5
130200000,13,2,0,0,2,130200000,Agricultural Region 2 - (CAR),"1,035",820,215,85,560,390,51.5,130,900,"1,000",35,305,260,475,520,80,205,225
130202000,13,2,2,0,2,130202000,Charlotte County - (CD),150,120,35,0,75,75,55.1,30,120,150,5,75,40,40,70,15,40,30
130202011,13,2,2,11,2,130202011,Pennfield - (CCS),20,20,5,0,10,10,56.3,5,15,25,0,15,5,5,10,0,5,0
130202016,13,2,2,16,2,130202016,Saint George - (CCS),25,15,10,0,15,10,53.2,10,15,25,0,15,5,5,10,0,5,10
130202034,13,2,2,34,2,130202034,Saint Stephen - (CCS),20,20,5,0,10,10,53.8,0,20,20,0,5,5,5,15,0,5,0
130202039,13,2,2,39,2,130202039,Saint James - (CCS),25,20,10,0,10,15,59.4,0,25,25,0,10,10,5,10,5,5,5
130202042,13,2,2,42,2,130202042,Saint David - (CCS),35,30,5,5,20,15,53.9,10,25,30,5,15,5,10,15,5,10,10
130202044,13,2,2,44,2,130202044,Dumbarton - (CCS),20,20,5,0,10,15,54.2,0,20,20,0,15,5,10,10,0,5,5
130203000,13,2,3,0,2,130203000,Sunbury County - (CD),130,100,30,15,65,55,53.0,20,110,120,5,55,25,50,70,5,20,30
130203001,13,2,3,1,2,130203001,Blissville - (CCS),20,20,5,5,10,15,52.2,5,20,20,5,10,5,5,10,5,5,5
130203004,13,2,3,4,2,130203004,Gladstone - (CCS),20,15,10,5,10,10,54.4,5,20,25,0,15,0,5,15,0,5,5
130203008,13,2,3,8,2,130203008,Lincoln - (CCS),30,25,5,5,10,15,55.4,10,20,30,0,10,5,10,15,0,5,5
130203011,13,2,3,11,2,130203011,Burton - (CCS),20,15,5,5,10,5,52.7,0,20,20,0,10,5,5,10,0,0,5
130203016,13,2,3,16,2,130203016,Maugerville - (CCS),35,25,10,0,20,10,50.9,10,30,35,0,5,10,20,20,0,5,10
130204000,13,2,4,0,2,130204000,Queens County - (CD),140,120,20,10,65,60,52.4,10,135,135,5,40,45,60,55,10,30,40
130204004,13,2,4,4,2,130204004,Gagetown - (CCS),35,30,5,0,20,20,52.0,0,35,35,0,10,15,15,10,5,10,10
130204008,13,2,4,8,2,130204008,Wickham - (CCS),30,25,0,5,10,10,47.5,5,30,30,0,5,10,20,15,0,5,10
130204011,13,2,4,11,2,130204011,Cambridge - (CCS),40,30,5,0,25,15,54.7,0,40,40,5,15,15,10,15,5,10,15
130204018,13,2,4,18,2,130204018,Waterborough - (CCS),30,25,10,0,15,15,54.6,0,30,30,0,10,5,15,10,5,5,10
130205000,13,2,5,0,2,130205000,Kings County - (CD),610,485,130,60,350,205,50.1,75,535,590,20,135,150,325,320,45,115,130
130205004,13,2,5,4,2,130205004,Upham - (CCS),40,30,10,0,20,15,49.5,0,35,40,5,5,15,20,10,5,10,10
130205006,13,2,5,6,2,130205006,Hampton - (CCS),30,25,5,5,15,15,54.7,10,25,30,0,15,5,15,15,0,5,10
130205014,13,2,5,14,2,130205014,Kingston - (CCS),25,20,5,0,15,10,55.5,5,25,25,0,5,10,10,10,5,10,5
130205018,13,2,5,18,2,130205018,Norton - (CCS),45,35,10,10,20,10,43.9,5,40,40,0,10,10,20,20,5,10,10
130205021,13,2,5,21,2,130205021,Sussex - (CCS),75,60,15,5,40,20,49.4,15,65,75,0,25,10,40,45,5,15,10
130205024,13,2,5,24,2,130205024,Waterford - (CCS),20,15,0,0,10,10,55.8,0,20,20,0,5,5,15,15,0,5,5
130205026,13,2,5,26,2,130205026,Cardwell - (CCS),30,25,10,0,20,10,52.7,5,30,35,0,5,5,20,20,0,0,15
130205028,13,2,5,28,2,130205028,Havelock - (CCS),65,50,15,5,50,20,49.7,10,60,60,5,0,15,45,35,5,20,5
130205031,13,2,5,31,2,130205031,Studholm - (CCS),140,105,25,20,75,45,49.5,10,125,130,5,25,30,80,80,10,20,25
130205034,13,2,5,34,2,130205034,Springfield - (CCS),50,45,5,5,35,10,46.4,5,45,50,0,15,10,25,25,5,15,5
130205036,13,2,5,36,2,130205036,Kars - (CCS),35,25,10,0,20,20,52.6,10,30,35,0,15,15,10,20,5,0,15
130205057,13,2,5,57,2,130205057,Quispamsis - (CCS),50,35,10,5,25,20,51.4,15,40,50,0,15,15,20,20,5,10,15
130300000,13,3,0,0,3,130300000,Agricultural Region 3 - (CAR),935,740,195,75,500,360,51.6,140,790,910,20,295,255,375,455,70,220,185
130306000,13,3,6,0,3,130306000,Albert County - (CD),155,115,40,10,85,60,52.1,25,125,155,5,55,45,60,70,15,40,30
130306001,13,3,6,1,3,130306001,Hopewell - (CCS),35,30,5,0,15,20,53.9,5,30,35,0,5,15,10,20,0,10,5
130306008,13,3,6,8,3,130306008,Elgin - (CCS),55,45,15,0,25,25,51.8,10,45,55,0,25,15,20,25,5,15,15
130306011,13,3,6,11,3,130306011,Hillsborough - (CCS),35,25,10,0,20,10,52.7,5,30,30,0,15,10,10,10,5,10,10
130306014,13,3,6,14,3,130306014,Coverdale - (CCS),35,25,10,5,20,10,49.9,5,30,30,5,5,5,15,15,5,5,10
130307000,13,3,7,0,3,130307000,Westmorland County - (CD),540,430,110,45,280,210,51.6,75,465,525,15,155,160,220,270,40,120,105
130307001,13,3,7,1,3,130307001,Westmorland - (CCS),50,35,15,5,20,20,52.7,5,45,45,0,10,20,15,15,5,10,15
130307004,13,3,7,4,3,130307004,Botsford - (CCS),60,50,15,0,35,20,51.7,10,55,65,0,20,20,25,35,5,10,10
130307008,13,3,7,8,3,130307008,Sackville - (CCS),100,80,25,5,55,35,51.6,15,80,95,0,40,35,25,50,10,30,15
130307013,13,3,7,13,3,130307013,Memramcook - (CCS),55,50,10,5,30,25,53.7,15,45,55,5,15,15,20,25,5,15,15
130307016,13,3,7,16,3,130307016,Shediac - (CCS),70,60,15,5,35,35,53.8,10,60,75,0,20,20,30,35,5,10,20
130307019,13,3,7,19,3,130307019,Moncton - (CCS),95,75,15,5,50,40,51.3,10,85,90,5,25,30,40,45,10,20,15
130307024,13,3,7,24,3,130307024,Salisbury - (CCS),105,85,20,15,60,30,48.4,10,95,100,5,20,30,60,65,5,20,15
130308000,13,3,8,0,3,130308000,Kent County - (CD),235,190,50,20,130,90,51.3,45,195,240,0,90,55,95,110,15,60,50
130308001,13,3,8,1,3,130308001,Dundas - (CCS),35,30,5,0,20,15,53.4,5,30,35,0,10,5,15,20,0,10,5
130308004,13,3,8,4,3,130308004,Wellington - (CCS),25,25,5,5,20,5,47.6,5,25,25,0,10,10,10,10,0,5,10
130308006,13,3,8,6,3,130308006,Saint Mary - (CCS),35,30,5,0,15,15,54.1,10,30,35,0,10,10,20,15,5,10,10
130308014,13,3,8,14,3,130308014,Weldford - (CCS),60,45,10,5,30,20,50.6,5,50,55,0,20,10,30,25,5,10,10
130308016,13,3,8,16,3,130308016,Richibucto - (CCS),40,25,15,5,20,15,50.6,5,35,40,0,25,10,10,20,5,10,5
130308024,13,3,8,24,3,130308024,Acadieville - (CCS),40,40,5,0,25,15,51.4,10,35,40,0,15,10,15,20,5,10,5
130400000,13,4,0,0,4,130400000,Agricultural Region 4 - (CAR),510,425,85,50,290,175,50.4,165,345,500,10,185,120,200,235,35,115,125
130409000,13,4,9,0,4,130409000,Northumberland County - (CD),145,120,25,20,70,55,50.5,35,110,140,0,55,40,50,60,10,35,35
130409016,13,4,9,16,4,130409016,Rogersville - (CCS),25,20,5,5,15,5,47.7,0,25,25,0,5,5,15,15,5,10,0
130409026,13,4,9,26,4,130409026,Southesk - (CCS),40,25,10,10,15,10,48.2,5,35,35,0,15,10,10,20,5,5,5
130409031,13,4,9,31,4,130409031,Newcastle - (CCS),25,20,5,0,15,15,53.3,0,25,25,0,0,10,10,10,5,5,10
130409036,13,4,9,36,4,130409036,Alnwick - (CCS),55,45,10,5,25,25,52.0,25,30,55,0,30,15,10,20,0,10,20
130414000,13,4,14,0,4,130414000,Restigouche County - (CD),105,100,10,10,75,25,48.7,35,70,110,0,20,25,65,65,10,15,20
130414001,13,4,14,1,4,130414001,Durham - (CCS),30,25,10,0,20,15,51.5,5,30,30,0,5,10,20,20,0,5,5
130414008,13,4,14,8,4,130414008,Dalhousie - (CCS),30,30,5,0,25,5,47.9,15,20,30,0,10,5,15,20,5,5,5
130414021,13,4,14,21,4,130414021,Saint-Quentin - (CCS),50,50,5,5,35,10,47.4,20,25,50,0,5,15,25,30,5,10,10
130415000,13,4,15,0,4,130415000,Gloucester County - (CD),255,210,45,20,145,90,51.0,90,165,250,5,110,60,85,110,15,65,70
130415001,13,4,15,1,4,130415001,Saumarez - (CCS),45,40,10,0,20,25,52.7,25,20,50,0,20,15,15,20,0,10,15
130415008,13,4,15,8,4,130415008,Bathurst - (CCS),55,45,10,0,30,20,53.0,10,45,55,0,20,10,25,20,0,15,10
130415016,13,4,15,16,4,130415016,New Bandon - (CCS),35,30,5,5,20,10,46.8,10,25,35,0,15,15,15,10,5,10,10
130415019,13,4,15,19,4,130415019,Paquetville - (CCS),25,20,5,0,15,10,49.8,10,15,25,0,5,5,15,10,0,5,10
130415021,13,4,15,21,4,130415021,Saint-Isidore - (CCS),30,25,5,5,20,10,52.0,15,20,30,0,15,5,5,20,0,5,10
130415026,13,4,15,26,4,130415026,Caraquet - (CCS),60,50,10,5,35,20,50.4,25,35,60,0,30,15,20,30,5,15,15
240000000,24,0,0,0,0,240000000,Quebec,"47,385","35,195","12,190","6,510","28,620","12,255",47.0,"8,455","38,930","45,975","1,410","10,520","10,335","26,530","32,995","2,535","6,790","5,070"
240100000,24,1,0,0,1,240100000,Bas-Saint-Laurent - (CAR),"3,610","2,720",890,565,"2,305",740,45.4,705,"2,905","3,480",130,770,745,"2,095","2,545",185,450,430
240107000,24,1,7,0,1,240107000,La MatapÇdia - (CD),405,295,115,65,280,60,43.9,50,355,380,20,80,85,235,295,15,45,45
240107018,24,1,7,18,1,240107018,Causapscal - (CCS),35,25,10,5,25,5,42.8,0,35,30,0,10,10,20,25,0,5,0
240107030,24,1,7,30,1,240107030,Saint-LÇon-le-Grand - (CCS),40,25,15,5,25,5,43.6,5,35,35,0,10,5,20,25,0,5,5
240107040,24,1,7,40,1,240107040,Sainte-Iräne - (CCS),65,45,20,5,45,10,44.9,5,55,60,5,20,5,40,50,5,5,10
240107047,24,1,7,47,1,240107047,Amqui - (CCS),75,60,10,10,50,15,45.7,15,60,70,10,15,15,45,65,5,10,0
240107057,24,1,7,57,1,240107057,Lac-au-Saumon - (CCS),35,25,15,5,30,0,45.2,5,35,35,0,5,10,20,25,0,10,0
240107070,24,1,7,70,1,240107070,Saint-Tharcisius - (CCS),35,25,5,10,25,0,40.6,5,30,35,5,10,5,20,25,0,5,5
240107080,24,1,7,80,1,240107080,Val-Brillant - (CCS),45,30,20,10,25,10,42.9,10,40,45,0,5,15,35,40,0,5,10
240107085,24,1,7,85,1,240107085,Sayabec - (CCS),35,25,10,5,30,5,43.6,5,25,35,0,10,10,15,25,5,5,5
240107105,24,1,7,105,1,240107105,Saint-Damase - (CCS),35,25,10,5,20,5,43.7,0,35,35,0,5,10,20,30,0,0,5
240108000,24,1,8,0,1,240108000,Matane - (CD),215,160,60,30,135,50,46.9,25,195,210,10,45,50,125,165,5,25,20
240108023,24,1,8,23,1,240108023,Sainte-FÇlicitÇ - (CCS),25,20,5,5,15,5,50.1,10,15,25,0,5,5,10,20,0,5,0
240108045,24,1,8,45,1,240108045,Saint-Luc-de-Matane - (CCS),50,40,15,5,35,15,48.1,5,50,55,5,15,10,25,30,5,5,10
240108050,24,1,8,50,1,240108050,Petit-Matane - (CCS),30,20,5,5,20,5,47.1,5,25,25,0,5,5,20,20,0,5,0
240108065,24,1,8,65,1,240108065,Saint-LÇandre - (CCS),30,25,5,0,15,5,47.5,5,20,25,0,5,10,10,20,0,5,0
240108073,24,1,8,73,1,240108073,Saint-Ulric - (CCS),40,30,10,5,30,10,47.3,0,40,40,5,5,10,25,35,5,0,0
240108080,24,1,8,80,1,240108080,Baie-des-Sables - (CCS),40,30,15,10,30,5,42.7,5,40,40,0,5,10,25,30,0,10,5
240109000,24,1,9,0,1,240109000,La Mitis - (CD),450,330,120,70,275,105,46.0,65,380,435,10,75,100,275,345,15,45,45
240109015,24,1,9,15,1,240109015,Les Hauteurs - (CCS),50,40,15,10,30,10,44.6,10,40,50,0,10,5,40,40,5,5,0
240109020,24,1,9,20,1,240109020,Sainte-Jeanne-d'Arc - (CCS),50,35,15,10,25,10,46.5,5,45,50,5,10,20,25,40,0,0,10
240109025,24,1,9,25,1,240109025,Saint-Gabriel-de-Rimouski - (CCS),65,45,20,10,40,20,47.6,10,50,65,0,10,10,40,55,5,5,0
240109030,24,1,9,30,1,240109030,Saint-Donat - (CCS),25,20,5,5,25,5,45.7,5,25,30,0,5,10,20,25,0,5,5
240109035,24,1,9,35,1,240109035,Sainte-Angäle-de-MÇrici - (CCS),45,30,15,10,25,15,45.2,10,40,40,5,10,10,25,30,0,10,5
240109055,24,1,9,55,1,240109055,Saint-Octave-de-MÇtis - (CCS),70,55,15,10,50,10,44.1,5,65,65,5,10,15,45,50,0,5,10
240109085,24,1,9,85,1,240109085,Sainte-Flavie - (CCS),70,60,15,15,40,20,46.3,10,65,75,0,5,20,50,60,5,10,5
240109095,24,1,9,95,1,240109095,Sainte-Luce - (CCS),65,45,20,5,45,15,47.4,10,55,65,0,15,10,40,50,0,5,10
240110000,24,1,10,0,1,240110000,Rimouski-Neigette - (CD),450,350,100,65,280,110,46.4,90,360,435,10,95,90,265,315,30,60,45
240110010,24,1,10,10,1,240110010,La TrinitÇ-des-Monts - (CCS),30,25,5,5,20,10,47.2,10,20,30,0,5,10,10,15,5,10,5
240110015,24,1,10,15,1,240110015,Saint-Narcisse-de-Rimouski - (CCS),55,45,15,10,25,15,47.9,10,50,55,5,15,5,35,40,0,5,5
240110030,24,1,10,30,1,240110030,Saint-Anaclet-de-Lessard - (CCS),60,50,10,5,45,10,45.1,10,50,60,0,10,10,40,45,5,10,0
240110045,24,1,10,45,1,240110045,Rimouski - (CCS),65,45,15,10,30,25,49.8,20,40,65,0,15,15,30,35,5,10,10
240110050,24,1,10,50,1,240110050,Sainte-Odile-sur-Rimouski - (CCS),30,20,5,5,15,10,47.4,10,20,30,0,0,10,20,20,5,5,0
240110055,24,1,10,55,1,240110055,Sainte-Blandine - (CCS),20,20,0,5,15,5,46.9,0,25,20,5,5,5,10,15,0,5,0
240110060,24,1,10,60,1,240110060,Saint-ValÇrien - (CCS),35,25,10,5,25,10,46.4,5,30,35,0,5,5,20,25,0,5,5
240110065,24,1,10,65,1,240110065,Le Bic - (CCS),60,45,15,10,45,5,43.5,5,55,60,0,10,10,40,45,5,5,5
240110070,24,1,10,70,1,240110070,Saint-Fabien - (CCS),70,50,15,10,45,10,45.6,20,50,65,5,15,10,40,50,0,10,5
240110075,24,1,10,75,1,240110075,Saint-Eugäne-de-Ladriäre - (CCS),30,25,5,5,20,5,45.0,10,20,30,0,5,10,15,20,5,0,5
240111000,24,1,11,0,1,240111000,Les Basques - (CD),325,245,80,45,220,70,45.8,80,245,320,10,80,65,185,225,10,50,40
240111005,24,1,11,5,1,240111005,Saint-ClÇment - (CCS),35,30,10,10,15,5,42.1,5,30,35,0,0,5,30,25,5,5,5
240111010,24,1,11,10,1,240111010,Saint-Jean-de-Dieu - (CCS),65,50,15,5,50,10,45.9,10,60,65,5,15,15,40,50,0,10,5
240111015,24,1,11,15,1,240111015,Sainte-Rita - (CCS),50,40,15,5,35,10,47.2,35,15,50,5,25,15,10,20,0,10,20
240111030,24,1,11,30,1,240111030,Sainte-Franáoise - (CCS),25,15,10,5,10,10,50.7,10,15,25,0,10,5,15,20,0,0,5
240111035,24,1,11,35,1,240111035,Saint-êloi - (CCS),45,30,15,0,35,5,44.5,5,35,45,0,5,5,35,40,5,0,0
240111045,24,1,11,45,1,240111045,Notre-Dame-des-Neiges - (CCS),55,45,15,5,40,15,48.6,10,45,55,0,10,10,35,35,0,10,5
240111050,24,1,11,50,1,240111050,Saint-Mathieu-de-Rioux - (CCS),50,35,20,15,30,5,42.5,10,45,45,5,15,10,25,35,0,15,5
240112000,24,1,12,0,1,240112000,Riviäre-du-Loup - (CD),460,340,115,85,280,95,45.1,70,385,440,20,65,90,300,355,30,30,40
240112005,24,1,12,5,1,240112005,Saint-Cyprien - (CCS),45,35,10,5,30,10,46.6,15,35,45,5,10,10,25,30,0,0,10
240112010,24,1,12,10,1,240112010,Saint-Hubert-de-Riviäre-du-Loup - (CCS),40,30,15,5,25,5,45.0,5,40,40,0,5,10,25,30,0,5,5
240112020,24,1,12,20,1,240112020,Saint-Modeste - (CCS),45,35,15,10,25,10,43.4,10,40,45,0,10,10,25,35,5,5,5
240112030,24,1,12,30,1,240112030,Saint-êpiphane - (CCS),45,35,10,10,25,10,46.6,10,35,40,0,5,5,30,35,5,5,0
240112035,24,1,12,35,1,240112035,Saint-Paul-de-la-Croix - (CCS),25,15,5,5,15,5,45.5,5,25,25,0,0,5,15,15,5,0,0
240112043,24,1,12,43,1,240112043,L'Isle-Verte - (CCS),90,65,25,25,55,10,42.2,10,75,90,0,10,15,60,75,5,5,0
240112060,24,1,12,60,1,240112060,Saint-Georges-de-Cacouna - (CCS),35,30,10,10,20,10,45.9,5,35,35,0,5,5,25,35,5,0,5
240112065,24,1,12,65,1,240112065,Saint-Arsäne - (CCS),85,55,25,15,60,15,44.5,5,80,80,5,5,15,60,70,5,5,10
240112072,24,1,12,72,1,240112072,Riviäre-du-Loup - (CCS),40,35,5,5,20,15,50.8,15,30,40,5,10,10,25,30,0,5,5
240113000,24,1,13,0,1,240113000,TÇmiscouata - (CD),610,475,135,75,395,145,46.6,225,390,590,20,205,145,265,350,30,105,130
240113005,24,1,13,5,1,240113005,DÇgelis - (CCS),40,30,10,5,30,5,45.3,10,35,40,0,10,5,25,40,0,0,5
240113025,24,1,13,25,1,240113025,Riviäre-Bleue - (CCS),60,50,10,0,45,15,48.3,25,40,60,5,20,20,20,30,5,10,15
240113030,24,1,13,30,1,240113030,Saint-Eusäbe - (CCS),45,35,10,10,25,10,45.1,20,25,45,5,15,10,25,20,0,10,10
240113035,24,1,13,35,1,240113035,Notre-Dame-du-Lac - (CCS),50,35,10,15,30,5,42.7,10,40,45,5,10,10,25,25,0,10,10
240113040,24,1,13,40,1,240113040,Saint-Juste-du-Lac - (CCS),25,20,5,0,20,5,46.4,15,10,25,0,10,5,5,10,0,10,10
240113045,24,1,13,45,1,240113045,Auclair - (CCS),50,35,15,5,25,15,47.3,25,25,45,0,25,10,15,25,5,15,10
240113050,24,1,13,50,1,240113050,Lejeune - (CCS),40,30,10,5,25,10,46.8,20,25,40,0,15,5,15,20,5,10,5
240113055,24,1,13,55,1,240113055,Biencourt - (CCS),55,50,15,5,40,15,46.3,35,25,60,0,25,15,20,30,5,10,10
240113065,24,1,13,65,1,240113065,Saint-Michel-du-Squatec - (CCS),65,50,20,10,45,15,46.8,20,45,65,5,15,20,35,45,5,10,15
240113080,24,1,13,80,1,240113080,Saint-Louis-du-Ha! Ha! - (CCS),40,30,10,5,25,10,46.5,10,30,45,5,10,10,25,30,5,0,5
240113090,24,1,13,90,1,240113090,Saint-HonorÇ-de-TÇmiscouata - (CCS),45,35,5,5,20,20,49.8,20,25,40,5,10,10,20,25,0,5,10
240113095,24,1,13,95,1,240113095,PohÇnÇgamook - (CCS),75,55,15,5,50,15,46.7,25,55,70,0,25,20,25,40,5,15,20
240113100,24,1,13,100,1,240113100,Saint-Athanase - (CCS),20,20,5,0,10,5,48.3,0,15,20,5,0,5,10,15,0,0,5
240114000,24,1,14,0,1,240114000,Kamouraska - (CD),685,520,165,135,450,100,43.5,85,600,665,30,130,130,435,500,35,85,65
240114005,24,1,14,5,1,240114005,Mont-Carmel - (CCS),55,40,10,10,45,5,41.9,10,45,50,0,15,10,25,40,0,5,5
240114018,24,1,14,18,1,240114018,Saint-Pascal - (CCS),60,45,20,5,40,15,47.4,10,50,55,5,10,10,40,45,0,5,10
240114025,24,1,14,25,1,240114025,Sainte-HÇläne - (CCS),55,35,15,15,35,5,41.6,10,45,50,5,10,5,35,40,0,5,5
240114030,24,1,14,30,1,240114030,Saint-Joseph-de-Kamouraska - (CCS),25,25,0,5,20,0,43.6,0,25,25,0,5,0,20,20,5,5,0
240114035,24,1,14,35,1,240114035,Saint-Alexandre-de-Kamouraska - (CCS),85,50,30,10,60,10,43.6,5,80,80,5,15,15,50,60,10,5,5
240114040,24,1,14,40,1,240114040,Saint-AndrÇ - (CCS),65,45,20,15,40,5,43.4,0,60,60,0,10,10,40,45,0,10,10
240114050,24,1,14,50,1,240114050,Kamouraska - (CCS),70,50,15,15,40,10,42.7,5,65,65,0,10,10,45,50,10,5,0
240114055,24,1,14,55,1,240114055,Saint-Denis - (CCS),50,40,10,5,30,10,45.1,5,40,45,0,5,10,35,40,5,5,5
240114060,24,1,14,60,1,240114060,Saint-Philippe-de-NÇri - (CCS),40,35,10,10,25,5,43.2,10,30,40,0,10,5,25,30,0,5,5
240114065,24,1,14,65,1,240114065,Riviäre-Ouelle - (CCS),50,40,10,20,35,5,40.1,10,45,50,0,5,10,45,40,5,5,0
240114080,24,1,14,80,1,240114080,Saint-OnÇsime-d'Ixworth - (CCS),50,35,15,5,35,5,44.3,5,40,45,0,10,10,25,30,0,10,5
240114090,24,1,14,90,1,240114090,Sainte-Anne-de-la-Pocatiäre - (CCS),95,80,15,20,55,15,44.4,10,75,90,5,25,25,45,55,5,20,15
240200000,24,2,0,0,2,240200000,Saguenay--Lac-Saint-Jean/Cìte-Nord - (CAR),"1,825","1,420",405,235,"1,105",485,47.4,330,"1,495","1,765",55,480,360,985,"1,295",80,225,225
240291000,24,2,91,0,2,240291000,Le Domaine-du-Roy - (CD),315,245,70,40,205,70,47.6,60,255,300,10,105,50,165,210,20,50,35
240291015,24,2,91,15,2,240291015,Saint-Franáois-de-Sales - (CCS),30,20,5,0,25,5,44.7,5,25,30,5,5,5,15,20,5,5,0
240291020,24,2,91,20,2,240291020,Chambord - (CCS),35,30,5,5,25,10,47.1,5,30,35,0,5,5,25,30,0,5,5
240291035,24,2,91,35,2,240291035,Saint-Prime - (CCS),75,60,15,10,60,10,45.2,10,65,75,5,20,5,50,65,5,5,5
240291042,24,2,91,42,2,240291042,Saint-FÇlicien - (CCS),105,80,25,20,55,35,48.9,20,85,100,0,35,20,45,65,5,25,15
240291050,24,2,91,50,2,240291050,La DorÇ - (CCS),30,25,10,5,25,5,46.4,15,15,30,0,20,0,10,10,5,5,10
240291902,24,2,91,902,2,240291902,Lac-Ashuapmushuan - (CCS),30,30,5,0,15,15,53.2,5,30,35,0,10,5,20,25,0,5,5
240292000,24,2,92,0,2,240292000,Maria-Chapdelaine - (CD),365,285,75,50,205,115,48.1,80,290,355,15,120,70,185,260,15,45,50
240292005,24,2,92,5,2,240292005,Saint-Augustin - (CCS),30,25,5,10,15,10,43.2,5,30,35,0,0,20,15,20,5,5,5
240292015,24,2,92,15,2,240292015,Sainte-Jeanne-d'Arc - (CCS),35,35,5,0,25,10,51.5,10,25,35,0,15,0,15,30,0,5,5
240292030,24,2,92,30,2,240292030,Albanel - (CCS),70,55,15,10,40,25,48.4,15,50,65,5,30,10,30,45,0,10,10
240292040,24,2,92,40,2,240292040,Normandin - (CCS),95,75,20,15,55,25,44.9,10,80,85,5,15,10,70,75,0,5,5
240292050,24,2,92,50,2,240292050,Saint-Edmond - (CCS),30,25,10,5,20,10,45.3,5,30,35,0,10,5,20,25,5,0,5
240292055,24,2,92,55,2,240292055,Girardville - (CCS),30,20,5,0,15,15,53.9,5,20,30,0,15,10,10,20,0,5,0
240292065,24,2,92,65,2,240292065,Saint-Eugäne-d'Argentenay - (CCS),40,30,10,0,20,15,51.9,10,30,40,0,15,5,15,25,0,0,10
240292902,24,2,92,902,2,240292902,Chute-des-Passes - (CCS),35,25,5,5,20,10,51.5,5,25,35,0,10,10,10,15,0,5,0
240293000,24,2,93,0,2,240293000,Lac-Saint-Jean-Est - (CD),575,430,145,90,350,135,46.0,80,495,560,20,130,110,335,440,30,55,50
240293012,24,2,93,12,2,240293012,MÇtabetchouan--Lac-Ö-la-Croix - (CCS),115,90,25,15,65,30,47.0,15,100,110,5,25,20,75,95,10,5,5
240293020,24,2,93,20,2,240293020,HÇbertville - (CCS),115,85,30,25,70,20,45.0,10,100,115,0,20,25,70,95,10,5,5
240293030,24,2,93,30,2,240293030,Saint-Bruno - (CCS),65,50,15,10,50,10,44.1,5,60,65,5,5,10,50,55,0,5,5
240293035,24,2,93,35,2,240293035,Saint-GÇdÇon - (CCS),55,35,15,5,35,15,48.4,5,50,55,5,10,5,35,40,5,5,0
240293040,24,2,93,40,2,240293040,Alma - (CCS),55,35,15,10,30,10,45.2,5,45,50,0,15,10,30,40,5,5,10
240293045,24,2,93,45,2,240293045,Saint-Nazaire - (CCS),35,20,10,0,25,10,46.6,5,25,30,0,10,10,10,20,0,10,5
240293050,24,2,93,50,2,240293050,Delisle - (CCS),65,55,15,10,40,20,46.6,5,60,60,5,15,10,40,50,5,5,5
240293065,24,2,93,65,2,240293065,L'Ascension-de-Notre-Seigneur - (CCS),70,50,20,10,45,20,46.1,15,55,70,0,30,20,30,40,0,10,20
240294000,24,2,94,0,2,240294000,Le Fjord-du-Saguenay - (CD),490,400,95,55,300,130,47.4,95,395,475,15,110,115,265,335,15,70,70
240294005,24,2,94,5,2,240294005,Petit-Saguenay - (CCS),25,15,10,5,20,0,44.7,10,15,25,0,5,5,15,10,5,5,5
240294035,24,2,94,35,2,240294035,Saint-Fulgence - (CCS),30,30,0,5,15,10,52.7,10,20,25,0,15,5,10,15,0,5,5
240294040,24,2,94,40,2,240294040,La Baie - (CCS),75,60,15,10,40,25,47.1,5,70,70,5,10,15,45,60,5,5,5
240294045,24,2,94,45,2,240294045,Laterriäre - (CCS),115,95,25,20,65,30,46.2,30,90,120,5,30,20,70,80,0,15,15
240294055,24,2,94,55,2,240294055,Tremblay - (CCS),40,30,5,0,20,10,48.5,5,30,35,0,10,15,15,25,0,5,5
240294060,24,2,94,60,2,240294060,Saint-HonorÇ - (CCS),40,30,5,0,25,15,51.0,5,30,40,5,15,15,15,20,0,10,10
240294070,24,2,94,70,2,240294070,Jonquiäre - (CCS),110,85,20,10,75,30,47.5,15,95,105,5,20,25,65,75,5,15,15
240294090,24,2,94,90,2,240294090,Saint-Ambroise - (CCS),60,45,10,10,30,15,45.8,15,40,55,0,10,10,35,45,0,10,5
240295000,24,2,95,0,2,240295000,La Haute-Cìte-Nord - (CD),45,40,5,5,25,20,52.7,10,40,50,0,10,10,25,35,0,5,10
