areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BAGEDIS01,CAGEDIS02,DAGEDIS03,ATOTAL1,BAGEDIS011,CAGEDIS021,DAGEDIS031,ATOTAL2,BAGEDIS012,CAGEDIS022,DAGEDIS032
130308024,13,3,8,24,3,130308024,Acadieville - (CCS),40,0,25,20,20,0,10,5,20,0,15,5
130400000,13,4,0,0,4,130400000,Agricultural Region 4 - (CAR),510,45,290,170,320,25,190,105,190,20,105,65
130409000,13,4,9,0,4,130409000,Northumberland County - (CD),145,15,75,55,95,5,45,40,55,10,30,15
130409016,13,4,9,16,4,130409016,Rogersville - (CCS),25,5,15,5,15,0,10,5,10,0,10,0
130409026,13,4,9,26,4,130409026,Southesk - (CCS),35,5,15,10,20,0,10,10,15,5,5,5
130409031,13,4,9,31,4,130409031,Newcastle - (CCS),25,0,15,10,15,0,10,5,10,0,5,0
130409036,13,4,9,36,4,130409036,Alnwick - (CCS),55,5,25,25,40,0,15,15,20,5,5,5
130414000,13,4,14,0,4,130414000,Restigouche County - (CD),110,5,75,25,70,5,50,20,40,0,25,5
130414001,13,4,14,1,4,130414001,Durham - (CCS),35,5,15,10,20,0,10,10,10,0,5,0
130414008,13,4,14,8,4,130414008,Dalhousie - (CCS),30,5,25,5,15,0,10,5,20,0,10,0
130414021,13,4,14,21,4,130414021,Saint-Quentin - (CCS),50,0,35,10,35,0,25,10,15,5,10,0
130415000,13,4,15,0,4,130415000,Gloucester County - (CD),255,20,145,90,160,15,95,45,95,5,50,45
130415001,13,4,15,1,4,130415001,Saumarez - (CCS),45,0,25,20,30,0,20,15,15,0,5,10
130415008,13,4,15,8,4,130415008,Bathurst - (CCS),55,0,35,15,35,5,20,10,20,0,10,10
130415016,13,4,15,16,4,130415016,New Bandon - (CCS),35,10,20,10,20,5,15,5,20,5,5,10
130415019,13,4,15,19,4,130415019,Paquetville - (CCS),25,0,10,10,15,5,5,5,10,0,10,5
130415021,13,4,15,21,4,130415021,Saint-Isidore - (CCS),30,0,20,10,20,0,15,5,15,0,10,5
130415026,13,4,15,26,4,130415026,Caraquet - (CCS),60,5,35,20,40,5,30,10,20,0,10,10
240000000,24,0,0,0,0,240000000,Quebec,"47,390","6,510","28,625","12,255","18,425","1,665","10,450","6,305","28,965","4,845","18,170","5,955"
240100000,24,1,0,0,1,240100000,Bas-Saint-Laurent - (CAR),"3,605",560,"2,310",740,"1,385",125,870,390,"2,230",435,"1,435",355
240107000,24,1,7,0,1,240107000,La MatapÇdia - (CD),400,65,280,60,130,10,95,25,275,55,185,35
240107018,24,1,7,18,1,240107018,Causapscal - (CCS),35,5,25,5,15,0,10,0,20,0,15,0
240107030,24,1,7,30,1,240107030,Saint-LÇon-le-Grand - (CCS),35,5,25,10,15,0,10,5,20,10,15,0
240107040,24,1,7,40,1,240107040,Sainte-Iräne - (CCS),65,5,50,10,25,0,15,5,40,5,30,5
240107047,24,1,7,47,1,240107047,Amqui - (CCS),70,15,45,15,30,5,20,10,50,10,30,5
240107057,24,1,7,57,1,240107057,Lac-au-Saumon - (CCS),35,5,30,5,10,0,5,0,30,5,25,5
240107070,24,1,7,70,1,240107070,Saint-Tharcisius - (CCS),35,10,25,5,10,5,10,0,25,10,15,5
240107080,24,1,7,80,1,240107080,Val-Brillant - (CCS),50,10,25,15,10,0,10,0,35,10,20,5
240107085,24,1,7,85,1,240107085,Sayabec - (CCS),35,5,25,5,10,0,10,0,25,0,15,5
240107105,24,1,7,105,1,240107105,Saint-Damase - (CCS),35,10,20,5,10,0,10,5,20,5,15,5
240108000,24,1,8,0,1,240108000,Matane - (CD),215,30,135,50,100,5,60,35,115,25,80,15
240108023,24,1,8,23,1,240108023,Sainte-FÇlicitÇ - (CCS),25,5,15,5,20,0,15,10,5,0,5,0
240108045,24,1,8,45,1,240108045,Saint-Luc-de-Matane - (CCS),50,5,35,10,25,0,15,10,30,5,20,5
240108050,24,1,8,50,1,240108050,Petit-Matane - (CCS),25,5,15,10,15,0,10,10,10,5,10,0
240108065,24,1,8,65,1,240108065,Saint-LÇandre - (CCS),25,5,20,10,10,0,10,5,15,5,10,0
240108073,24,1,8,73,1,240108073,Saint-Ulric - (CCS),40,5,30,10,20,0,10,5,20,5,20,5
240108080,24,1,8,80,1,240108080,Baie-des-Sables - (CCS),40,10,30,5,15,0,5,5,30,10,15,5
240109000,24,1,9,0,1,240109000,La Mitis - (CD),450,70,275,105,180,15,115,50,270,55,160,55
240109015,24,1,9,15,1,240109015,Les Hauteurs - (CCS),55,10,35,10,20,0,20,0,30,10,15,5
240109020,24,1,9,20,1,240109020,Sainte-Jeanne-d'Arc - (CCS),50,10,25,10,25,0,15,10,25,10,15,0
240109025,24,1,9,25,1,240109025,Saint-Gabriel-de-Rimouski - (CCS),65,5,40,15,15,0,10,5,50,10,25,10
240109030,24,1,9,30,1,240109030,Saint-Donat - (CCS),30,0,25,5,10,0,10,0,15,5,10,5
240109035,24,1,9,35,1,240109035,Sainte-Angäle-de-MÇrici - (CCS),50,10,25,10,25,0,10,5,25,5,15,5
240109055,24,1,9,55,1,240109055,Saint-Octave-de-MÇtis - (CCS),70,10,50,10,35,5,25,5,35,5,25,5
240109085,24,1,9,85,1,240109085,Sainte-Flavie - (CCS),75,10,35,25,30,0,15,10,45,10,20,10
240109095,24,1,9,95,1,240109095,Sainte-Luce - (CCS),65,5,45,15,20,5,15,5,45,5,30,15
240110000,24,1,10,0,1,240110000,Rimouski-Neigette - (CD),455,65,280,110,165,15,105,50,285,55,180,55
240110010,24,1,10,10,1,240110010,La TrinitÇ-des-Monts - (CCS),30,5,15,10,15,0,10,5,20,5,5,5
240110015,24,1,10,15,1,240110015,Saint-Narcisse-de-Rimouski - (CCS),55,10,30,15,15,0,10,5,40,10,20,10
240110030,24,1,10,30,1,240110030,Saint-Anaclet-de-Lessard - (CCS),60,5,45,15,15,0,5,5,50,5,30,10
240110045,24,1,10,45,1,240110045,Rimouski - (CCS),65,10,25,25,20,0,10,10,45,10,20,15
240110050,24,1,10,50,1,240110050,Sainte-Odile-sur-Rimouski - (CCS),25,5,10,10,15,0,5,5,15,5,5,5
240110055,24,1,10,55,1,240110055,Sainte-Blandine - (CCS),25,5,15,5,10,0,10,5,10,5,10,0
240110060,24,1,10,60,1,240110060,Saint-ValÇrien - (CCS),35,0,20,10,15,5,10,0,20,0,15,5
240110065,24,1,10,65,1,240110065,Le Bic - (CCS),60,10,45,5,15,0,15,0,40,10,30,0
240110070,24,1,10,70,1,240110070,Saint-Fabien - (CCS),70,5,45,15,30,0,25,5,40,5,30,5
240110075,24,1,10,75,1,240110075,Saint-Eugäne-de-Ladriäre - (CCS),30,5,20,0,15,5,10,5,15,5,10,0
240111000,24,1,11,0,1,240111000,Les Basques - (CD),330,45,215,65,140,15,80,50,190,25,140,20
240111005,24,1,11,5,1,240111005,Saint-ClÇment - (CCS),35,10,20,10,15,5,5,5,20,5,10,5
240111010,24,1,11,10,1,240111010,Saint-Jean-de-Dieu - (CCS),65,10,45,15,30,0,25,10,40,5,25,5
240111015,24,1,11,15,1,240111015,Sainte-Rita - (CCS),50,5,30,15,20,5,10,10,30,5,25,5
240111030,24,1,11,30,1,240111030,Sainte-Franáoise - (CCS),25,5,15,10,15,5,10,5,10,0,5,5
240111035,24,1,11,35,1,240111035,Saint-êloi - (CCS),40,0,30,10,15,0,10,0,25,0,25,5
240111045,24,1,11,45,1,240111045,Notre-Dame-des-Neiges - (CCS),60,5,40,10,30,5,15,10,30,0,25,0
240111050,24,1,11,50,1,240111050,Saint-Mathieu-de-Rioux - (CCS),50,10,30,5,15,5,10,5,35,5,25,5
240112000,24,1,12,0,1,240112000,Riviäre-du-Loup - (CD),455,80,280,100,145,20,90,35,310,60,190,60
240112005,24,1,12,5,1,240112005,Saint-Cyprien - (CCS),50,10,25,10,20,5,10,5,25,0,15,10
240112010,24,1,12,10,1,240112010,Saint-Hubert-de-Riviäre-du-Loup - (CCS),40,10,25,5,15,0,10,5,30,10,15,0
240112020,24,1,12,20,1,240112020,Saint-Modeste - (CCS),50,10,25,10,15,0,10,5,35,10,15,10
240112030,24,1,12,30,1,240112030,Saint-êpiphane - (CCS),40,5,25,10,15,5,10,0,30,10,10,10
240112035,24,1,12,35,1,240112035,Saint-Paul-de-la-Croix - (CCS),25,5,15,5,10,0,5,5,15,5,10,5
240112043,24,1,12,43,1,240112043,L'Isle-Verte - (CCS),90,20,55,10,15,5,10,10,75,20,50,5
240112060,24,1,12,60,1,240112060,Saint-Georges-de-Cacouna - (CCS),35,5,20,10,10,0,5,5,30,5,15,10
240112065,24,1,12,65,1,240112065,Saint-Arsäne - (CCS),80,10,60,15,25,0,15,5,60,10,40,10
240112072,24,1,12,72,1,240112072,Riviäre-du-Loup - (CCS),40,5,25,15,20,0,10,10,20,5,15,5
240113000,24,1,13,0,1,240113000,TÇmiscouata - (CD),610,75,395,145,275,20,165,85,340,50,225,65
240113005,24,1,13,5,1,240113005,DÇgelis - (CCS),40,5,30,10,15,5,10,0,30,5,20,0
240113025,24,1,13,25,1,240113025,Riviäre-Bleue - (CCS),60,5,45,15,35,5,20,10,25,0,20,5
240113030,24,1,13,30,1,240113030,Saint-Eusäbe - (CCS),45,5,30,10,15,0,10,5,25,5,20,5
240113035,24,1,13,35,1,240113035,Notre-Dame-du-Lac - (CCS),50,15,30,5,15,0,5,0,30,10,20,5
240113040,24,1,13,40,1,240113040,Saint-Juste-du-Lac - (CCS),25,5,20,5,10,0,5,5,10,0,10,5
240113045,24,1,13,45,1,240113045,Auclair - (CCS),50,10,25,15,20,0,10,10,30,10,15,10
240113050,24,1,13,50,1,240113050,Lejeune - (CCS),40,5,25,10,15,0,10,5,20,0,15,5
240113055,24,1,13,55,1,240113055,Biencourt - (CCS),60,5,45,10,25,0,15,10,30,5,25,5
240113065,24,1,13,65,1,240113065,Saint-Michel-du-Squatec - (CCS),70,10,45,15,30,5,20,5,35,5,20,10
240113080,24,1,13,80,1,240113080,Saint-Louis-du-Ha! Ha! - (CCS),40,5,25,10,10,0,10,5,30,5,15,5
240113090,24,1,13,90,1,240113090,Saint-HonorÇ-de-TÇmiscouata - (CCS),40,5,15,20,25,5,10,15,15,0,10,5
240113095,24,1,13,95,1,240113095,PohÇnÇgamook - (CCS),75,5,45,15,35,5,20,10,40,5,30,5
240113100,24,1,13,100,1,240113100,Saint-Athanase - (CCS),20,0,10,10,15,0,5,5,10,0,5,5
240114000,24,1,14,0,1,240114000,Kamouraska - (CD),690,135,450,100,245,25,160,55,445,110,290,50
240114005,24,1,14,5,1,240114005,Mont-Carmel - (CCS),50,10,45,5,20,0,15,0,35,5,25,0
240114018,24,1,14,18,1,240114018,Saint-Pascal - (CCS),60,10,40,15,25,0,20,5,35,5,20,10
240114025,24,1,14,25,1,240114025,Sainte-HÇläne - (CCS),55,15,30,5,15,0,10,0,40,15,25,5
240114030,24,1,14,30,1,240114030,Saint-Joseph-de-Kamouraska - (CCS),25,0,15,0,15,0,10,5,10,0,10,0
240114035,24,1,14,35,1,240114035,Saint-Alexandre-de-Kamouraska - (CCS),85,15,60,10,20,0,15,10,60,10,50,5
240114040,24,1,14,40,1,240114040,Saint-AndrÇ - (CCS),60,10,45,5,25,0,20,10,40,10,30,5
240114050,24,1,14,50,1,240114050,Kamouraska - (CCS),70,20,35,10,15,5,10,5,55,15,30,5
240114055,24,1,14,55,1,240114055,Saint-Denis - (CCS),50,5,30,10,15,0,10,5,30,5,20,5
240114060,24,1,14,60,1,240114060,Saint-Philippe-de-NÇri - (CCS),40,10,25,5,15,5,10,5,25,5,15,5
240114065,24,1,14,65,1,240114065,Riviäre-Ouelle - (CCS),50,15,30,5,15,0,10,5,40,15,20,5
240114080,24,1,14,80,1,240114080,Saint-OnÇsime-d'Ixworth - (CCS),45,5,35,10,20,0,15,5,25,0,20,5
240114090,24,1,14,90,1,240114090,Sainte-Anne-de-la-Pocatiäre - (CCS),95,15,55,15,45,0,35,10,45,15,25,10
240200000,24,2,0,0,2,240200000,Saguenay--Lac-Saint-Jean/Cìte-Nord - (CAR),"1,825",235,"1,105",480,715,60,420,235,"1,110",175,685,250
240291000,24,2,91,0,2,240291000,Le Domaine-du-Roy - (CD),315,35,205,75,125,15,80,30,190,20,125,40
240291015,24,2,91,15,2,240291015,Saint-Franáois-de-Sales - (CCS),30,5,25,0,15,5,10,0,20,0,20,0
240291020,24,2,91,20,2,240291020,Chambord - (CCS),35,5,25,5,20,0,15,0,20,0,10,5
240291035,24,2,91,35,2,240291035,Saint-Prime - (CCS),80,10,55,10,30,0,25,5,45,10,30,5
240291042,24,2,91,42,2,240291042,Saint-FÇlicien - (CCS),105,15,55,30,40,10,20,15,65,10,35,20
240291050,24,2,91,50,2,240291050,La DorÇ - (CCS),30,0,20,5,10,5,5,5,25,0,20,5
240291902,24,2,91,902,2,240291902,Lac-Ashuapmushuan - (CCS),35,0,15,15,15,0,10,5,15,0,10,5
240292000,24,2,92,0,2,240292000,Maria-Chapdelaine - (CD),370,45,205,115,165,20,75,65,205,30,125,45
240292005,24,2,92,5,2,240292005,Saint-Augustin - (CCS),35,10,15,10,10,5,5,5,20,10,5,10
240292015,24,2,92,15,2,240292015,Sainte-Jeanne-d'Arc - (CCS),40,0,20,15,15,5,5,10,25,0,20,5
240292030,24,2,92,30,2,240292030,Albanel - (CCS),70,10,40,20,30,0,15,10,40,10,25,10
240292040,24,2,92,40,2,240292040,Normandin - (CCS),95,15,55,20,45,10,25,10,55,10,35,10
240292050,24,2,92,50,2,240292050,Saint-Edmond - (CCS),35,5,20,5,15,0,5,5,15,5,10,0
240292055,24,2,92,55,2,240292055,Girardville - (CCS),30,0,15,15,15,0,5,10,15,0,10,0
240292065,24,2,92,65,2,240292065,Saint-Eugäne-d'Argentenay - (CCS),35,0,20,15,20,0,10,10,15,0,15,5
240292902,24,2,92,902,2,240292902,Chute-des-Passes - (CCS),35,5,20,15,15,0,10,5,15,5,15,5
240293000,24,2,93,0,2,240293000,Lac-Saint-Jean-Est - (CD),575,95,350,135,180,20,115,50,395,75,240,85
240293012,24,2,93,12,2,240293012,MÇtabetchouan--Lac-Ö-la-Croix - (CCS),115,15,65,30,40,5,25,10,75,15,40,20
240293020,24,2,93,20,2,240293020,HÇbertville - (CCS),120,20,70,25,35,5,15,10,80,15,55,10
240293030,24,2,93,30,2,240293030,Saint-Bruno - (CCS),70,10,45,10,15,0,15,0,50,10,35,10
240293035,24,2,93,35,2,240293035,Saint-GÇdÇon - (CCS),50,10,30,15,20,0,10,10,35,5,20,10
240293040,24,2,93,40,2,240293040,Alma - (CCS),50,15,30,15,20,0,15,5,35,10,20,10
240293045,24,2,93,45,2,240293045,Saint-Nazaire - (CCS),35,0,25,5,10,0,5,0,20,0,20,5
240293050,24,2,93,50,2,240293050,Delisle - (CCS),65,10,35,25,25,5,15,5,50,5,25,15
240293065,24,2,93,65,2,240293065,L'Ascension-de-Notre-Seigneur - (CCS),70,10,45,20,30,5,20,5,45,10,25,10
240294000,24,2,94,0,2,240294000,Le Fjord-du-Saguenay - (CD),490,55,300,130,190,10,120,60,295,50,180,70
240294005,24,2,94,5,2,240294005,Petit-Saguenay - (CCS),25,5,20,5,10,0,10,0,15,5,15,0
240294035,24,2,94,35,2,240294035,Saint-Fulgence - (CCS),30,0,15,10,15,0,5,5,15,5,5,5
240294040,24,2,94,40,2,240294040,La Baie - (CCS),75,15,40,20,20,0,10,5,50,10,30,15
240294045,24,2,94,45,2,240294045,Laterriäre - (CCS),120,20,70,30,40,5,25,10,80,15,45,20
240294055,24,2,94,55,2,240294055,Tremblay - (CCS),40,5,20,10,15,0,15,5,20,0,10,5
240294060,24,2,94,60,2,240294060,Saint-HonorÇ - (CCS),40,0,25,10,20,0,10,0,25,0,15,10
240294070,24,2,94,70,2,240294070,Jonquiäre - (CCS),110,10,75,30,45,0,30,15,65,5,45,10
240294090,24,2,94,90,2,240294090,Saint-Ambroise - (CCS),55,10,30,20,20,0,15,10,35,5,20,10
240295000,24,2,95,0,2,240295000,La Haute-Cìte-Nord - (CD),45,0,30,15,30,0,15,15,20,0,15,0
240295010,24,2,95,10,2,240295010,SacrÇ-Coeur - (CCS),45,5,25,20,25,0,10,15,20,0,15,5
240296000,24,2,96,0,2,240296000,Manicouagan - (CD),30,0,20,10,20,0,15,10,5,0,5,0
240296020,24,2,96,20,2,240296020,Baie-Comeau - (CCS),30,0,20,10,20,0,15,10,5,0,5,0
240300000,24,3,0,0,3,240300000,QuÇbec - (CAR),"1,670",200,"1,015",460,685,45,390,250,985,150,625,205
240315000,24,3,15,0,3,240315000,Charlevoix-Est - (CD),115,15,65,30,45,0,20,20,70,10,45,15
240315005,24,3,15,5,3,240315005,Saint-IrÇnÇe - (CCS),35,5,20,10,5,0,0,5,35,5,20,10
240315013,24,3,15,13,3,240315013,La Malbaie - (CCS),55,10,30,15,25,0,15,10,35,10,20,5
240315025,24,3,15,25,3,240315025,Notre-Dame-des-Monts - (CCS),25,0,10,10,15,0,5,5,10,0,5,0
240316000,24,3,16,0,3,240316000,Charlevoix - (CD),190,25,125,45,65,0,40,20,130,20,85,20
240316013,24,3,16,13,3,240316013,Baie-Saint-Paul - (CCS),75,5,45,20,20,0,10,5,50,5,35,10
240316045,24,3,16,45,3,240316045,Les êboulements - (CCS),60,10,35,15,20,0,15,5,40,10,20,5
240316050,24,3,16,50,3,240316050,Saint-Hilarion - (CCS),55,5,45,10,20,0,15,5,35,5,25,5
240320000,24,3,20,0,3,240320000,L'?le-d'OrlÇans - (CD),265,30,165,75,120,10,65,45,150,20,95,25
240320005,24,3,20,5,3,240320005,Saint-Franáois - (CCS),35,0,25,15,20,0,10,10,15,0,10,0
240320010,24,3,20,10,3,240320010,Sainte-Famille - (CCS),70,5,45,20,35,0,20,15,35,0,25,10
240320015,24,3,20,15,3,240320015,Saint-Jean - (CCS),50,15,30,10,15,5,5,5,35,10,25,10
240320020,24,3,20,20,3,240320020,Saint-Laurent-de-l'?le-d'OrlÇans - (CCS),60,5,35,15,25,0,15,10,35,5,20,10
240320025,24,3,20,25,3,240320025,Saint-Pierre-de-l'?le-d'OrlÇans - (CCS),50,5,30,15,25,0,10,15,25,5,15,5
240321000,24,3,21,0,3,240321000,La Cìte-de-BeauprÇ - (CD),110,10,50,50,50,10,25,20,55,10,30,25
240321005,24,3,21,5,3,240321005,Saint-Tite-des-Caps - (CCS),40,5,20,20,15,0,5,10,25,5,15,10
240321035,24,3,21,35,3,240321035,ChÉteau-Richer - (CCS),35,5,20,15,15,0,10,10,20,0,10,10
240321040,24,3,21,40,3,240321040,L'Ange-Gardien - (CCS),30,5,10,10,20,5,5,10,10,0,5,0
240322000,24,3,22,0,3,240322000,La Jacques-Cartier - (CD),75,5,50,30,45,0,25,15,30,0,25,10
240322005,24,3,22,5,3,240322005,Sainte-Catherine-de-la-Jacques-Cartier - (CCS),30,0,15,5,15,0,5,5,10,0,10,0
240322025,24,3,22,25,3,240322025,Saint-Gabriel-de-Valcartier - (CCS),50,0,30,20,25,0,15,10,20,0,10,5
240323000,24,3,23,0,3,240323000,CommunautÇ-Urbaine-de-QuÇbec - (CD),195,20,110,65,95,5,50,40,100,15,60,20
240323025,24,3,23,25,3,240323025,QuÇbec - (CCS),45,0,30,20,25,0,10,10,25,0,15,10
240323060,24,3,23,60,3,240323060,Sainte-Foy - (CCS),55,10,30,20,30,0,15,15,25,5,15,5
240323070,24,3,23,70,3,240323070,Saint-Augustin-de-Desmaures - (CCS),90,10,55,25,45,0,30,15,40,5,30,10
240334000,24,3,34,0,3,240334000,Portneuf - (CD),715,95,445,170,265,20,160,90,445,80,290,80
240334007,24,3,34,7,3,240334007,Neuville - (CCS),65,10,40,20,20,5,10,10,45,10,30,10
240334017,24,3,34,17,3,240334017,Pont-Rouge - (CCS),85,15,50,20,30,5,15,15,55,10,30,15
240334030,24,3,34,30,3,240334030,Cap-SantÇ - (CCS),50,5,35,10,15,0,10,5,40,10,25,0
240334038,24,3,34,38,3,240334038,Saint-Basile - (CCS),75,10,40,25,25,5,15,15,55,10,30,10
240334055,24,3,34,55,3,240334055,Deschambault - (CCS),40,0,35,10,20,0,10,5,25,0,20,5
240334060,24,3,34,60,3,240334060,Saint-Gilbert - (CCS),40,5,25,10,20,0,15,5,25,5,10,5
240334070,24,3,34,70,3,240334070,Grondines - (CCS),30,5,20,5,15,5,10,5,15,0,15,0
240334078,24,3,34,78,3,240334078,Saint-Casimir - (CCS),40,5,30,5,20,5,10,5,25,5,20,0
240334085,24,3,34,85,3,240334085,Saint-Thuribe - (CCS),45,10,30,10,10,0,10,0,35,10,20,5
240334090,24,3,34,90,3,240334090,Saint-Ubalde - (CCS),80,10,45,20,30,5,15,10,50,10,30,10
240334097,24,3,34,97,3,240334097,Saint-Alban - (CCS),45,5,30,10,20,0,10,10,30,5,20,5
240334105,24,3,34,105,3,240334105,Sainte-Christine-d'Auvergne - (CCS),55,5,35,15,25,0,20,5,30,5,20,5
240334128,24,3,34,128,3,240334128,Saint-Raymond - (CCS),60,10,40,10,30,5,15,5,30,5,25,0
240400000,24,4,0,0,4,240400000,Mauricie - (CAR),"1,795",220,"1,150",425,725,55,445,225,"1,070",170,705,200
240435000,24,4,35,0,4,240435000,MÇkinac - (CD),270,35,180,50,105,10,60,30,165,25,115,25
240435010,24,4,35,10,4,240435010,Lac-aux-Sables - (CCS),30,0,20,10,10,0,5,5,20,5,15,0
240435015,24,4,35,15,4,240435015,Saint-Adelphe - (CCS),50,5,45,0,15,0,10,0,35,5,30,5
240435020,24,4,35,20,4,240435020,Saint-SÇverin - (CCS),45,10,25,10,15,0,10,5,30,5,15,10
240435027,24,4,35,27,4,240435027,Saint-Tite - (CCS),55,15,30,15,30,5,20,10,25,10,15,5
240435035,24,4,35,35,4,240435035,HÇrouxville - (CCS),35,10,20,5,15,5,10,5,15,0,15,0
240435050,24,4,35,50,4,240435050,Sainte-Thäcle - (CCS),50,0,40,15,20,5,10,10,35,5,25,5
240436000,24,4,36,0,4,240436000,Le Centre-de-la-Mauricie - (CD),180,20,110,55,95,10,55,30,90,15,55,25
240436005,24,4,36,5,4,240436005,Charette - (CCS),25,0,15,10,15,0,5,5,15,5,10,5
240436010,24,4,36,10,4,240436010,Saint-êlie - (CCS),25,5,15,5,10,5,5,5,10,0,5,0
240436020,24,4,36,20,4,240436020,Saint-Boniface-de-Shawinigan - (CCS),45,10,25,15,25,0,15,5,20,5,5,5
240436040,24,4,36,40,4,240436040,Notre-Dame-du-Mont-Carmel - (CCS),50,5,35,10,20,0,15,5,30,5,20,5
240436055,24,4,36,55,4,240436055,Grand-Märe - (CCS),40,5,20,15,20,0,15,5,20,0,10,5
240437000,24,4,37,0,4,240437000,Francheville - (CD),660,80,435,140,245,15,160,70,410,65,275,70
240437005,24,4,37,5,4,240437005,Sainte-Anne-de-la-PÇrade - (CCS),95,20,50,25,25,0,15,5,70,15,40,20
240437010,24,4,37,10,4,240437010,Saint-Prosper - (CCS),50,0,35,5,15,0,10,5,30,0,25,5
240437015,24,4,37,15,4,240437015,Saint-Stanislas - (CCS),65,10,35,15,20,0,15,10,40,10,25,10
240437020,24,4,37,20,4,240437020,Sainte-Geneviäve-de-Batiscan - (CCS),45,5,25,10,20,0,10,10,30,5,20,5
240437025,24,4,37,25,4,240437025,Batiscan - (CCS),30,5,25,10,15,0,10,5,15,0,15,0
240437030,24,4,37,30,4,240437030,Champlain - (CCS),55,10,35,5,10,0,10,5,40,5,30,5
240437035,24,4,37,35,4,240437035,Saint-Luc-de-Vincennes - (CCS),30,5,20,5,15,5,5,5,15,5,15,0
240437040,24,4,37,40,4,240437040,Saint-Narcisse - (CCS),45,5,35,10,20,5,10,10,30,0,25,0
240437045,24,4,37,45,4,240437045,Saint-Maurice - (CCS),90,10,55,15,35,0,25,5,60,10,35,10
240437050,24,4,37,50,4,240437050,Sainte-Marthe-du-Cap - (CCS),55,5,35,10,25,0,20,5,30,5,20,5
240437075,24,4,37,75,4,240437075,Pointe-du-Lac - (CCS),35,5,25,5,15,5,15,0,20,5,15,0
240437080,24,4,37,80,4,240437080,Saint-êtienne-des-Gräs - (CCS),60,5,45,15,25,5,15,5,35,0,30,0
240451000,24,4,51,0,4,240451000,MaskinongÇ - (CD),660,75,405,175,270,20,160,95,390,60,250,80
240451010,24,4,51,10,4,240451010,Saint-Joseph-de-MaskinongÇ - (CCS),55,10,30,15,20,0,15,10,35,5,20,5
240451015,24,4,51,15,4,240451015,Louiseville - (CCS),65,5,45,15,30,0,15,10,40,10,25,10
240451020,24,4,51,20,4,240451020,Yamachiche - (CCS),135,20,90,25,45,5,30,15,85,15,60,10
240451025,24,4,51,25,4,240451025,Saint-BarnabÇ - (CCS),60,5,35,20,30,5,20,10,35,5,20,10
240451030,24,4,51,30,4,240451030,Saint-SÇväre - (CCS),40,5,30,5,15,5,5,5,25,5,20,5
240451035,24,4,51,35,4,240451035,Saint-LÇon-le-Grand - (CCS),95,10,60,25,35,0,20,15,60,10,45,10
240451040,24,4,51,40,4,240451040,Sainte-Ursule - (CCS),55,5,35,20,30,5,15,10,30,5,15,10
240451045,24,4,51,45,4,240451045,Saint-Justin - (CCS),55,5,35,10,25,5,15,10,30,5,20,5
240451055,24,4,51,55,4,240451055,Sainte-Angäle-de-PrÇmont - (CCS),35,5,20,10,15,0,15,5,15,5,10,5
240451060,24,4,51,60,4,240451060,Saint-Paulin - (CCS),60,5,30,25,25,0,15,15,30,5,20,10
240490000,24,4,90,0,4,240490000,Le Haut-Saint-Maurice - (CD),30,5,15,5,15,0,10,5,15,0,5,0
240490020,24,4,90,20,4,240490020,La Croche - (CCS),30,5,20,10,10,0,5,0,15,5,10,5
240500000,24,5,0,0,5,240500000,Estrie - (CAR),"4,320",600,"2,565","1,160","1,555",115,825,620,"2,765",480,"1,740",545
240530000,24,5,30,0,5,240530000,Le Granit - (CD),890,120,560,215,320,30,175,120,570,90,390,95
240530005,24,5,30,5,5,240530005,Saint-Augustin-de-Woburn - (CCS),50,10,30,10,10,0,5,0,40,5,25,10
240530025,24,5,30,25,5,240530025,Frontenac - (CCS),45,0,25,15,20,0,10,15,20,0,15,5
240530040,24,5,30,40,5,240530040,Milan - (CCS),60,15,25,20,20,5,10,5,35,10,15,15
240530045,24,5,30,45,5,240530045,Nantes - (CCS),60,10,35,20,20,0,15,5,35,5,20,15
240530050,24,5,30,50,5,240530050,Sainte-CÇcile-de-Whitton - (CCS),45,5,30,10,15,0,5,5,30,5,25,5
240530055,24,5,30,55,5,240530055,Audet - (CCS),60,5,45,15,25,0,15,10,35,0,30,5
240530072,24,5,30,72,5,240530072,Saint-Ludger - (CCS),145,10,110,20,45,5,25,15,100,10,85,10
240530080,24,5,30,80,5,240530080,Lac-Drolet - (CCS),55,10,35,10,20,0,15,10,35,10,20,5
240530085,24,5,30,85,5,240530085,Saint-SÇbastien - (CCS),75,0,45,25,30,0,15,15,45,5,35,5
240530090,24,5,30,90,5,240530090,Courcelles - (CCS),45,10,20,15,20,5,10,5,25,5,10,5
240530095,24,5,30,95,5,240530095,Lambton - (CCS),90,20,50,20,30,0,15,15,60,20,35,10
240530100,24,5,30,100,5,240530100,Saint-Romain - (CCS),60,15,35,15,20,5,5,10,35,10,25,0
240530105,24,5,30,105,5,240530105,Stornoway - (CCS),60,10,40,10,30,5,15,15,30,0,30,5
240530110,24,5,30,110,5,240530110,Stratford - (CCS),50,0,40,10,15,0,10,0,35,5,25,5
240540000,24,5,40,0,5,240540000,Asbestos - (CD),400,50,250,95,150,15,80,55,245,35,170,40
240540005,24,5,40,5,5,240540005,Saint-Joseph-de-Ham-Sud - (CCS),30,5,20,5,10,0,5,0,20,10,15,0
