PROV ,CAR,CD,CCS,GEO NAMES,nsalesxfp,ntchick,tchick,nbroiler,broiler,npulets,pulets,nlayhen,layhen,nhenhtch,henhtch,nturkey,turkey,nothplt,othplt,nbroilpd,broilpd,ebroilpd,nturkprd,turkprd,eturkprd,nhatchnm,hatchnm,ntcattl,tcattl,nbulls,bulls,ntotcow,totcow,nmlkcow,mlkcow,nbfcows,bfcows,nheifer,heifer,nbfheif,bfheif,nmlkheif,mlkheif,nfdheif,fdheif,nsteers,steers,ncalfu1,calfu1,ntopigs,topigs,nboars,boars,nsows,sows,nnurpig,nurpig,ngrwpig,grwpig,ntsheep,tsheep,nrams,rams,newes,ewes,nlambs,lambs,nhorses,horses,ngoats,goats,nwldboar,wldboar,nmink,mink,nfox,fox,nbison,bison,ndeer,deer,nelk,elk,nlamas,lamas,nrabbit,rabbit,nbees,bees,ntottrc,tottrc,tottrco,tottrcl,tvaltrc,nttru100,ttru100,otru100,ltru100,vtru100,nttrc100,ttrc100,otrc100,ltrc100,vtrc100,nttrc149,ttrc149,otrc149,ltrc149,vtrc149,ntottrk,tottrk,tottrko,tottrkl,tvaltrk,ntotptrk,totptrk,opickup,lpickup,vpickup,ntototrk,tototrk,oothtrk,lothtrk,vothtrk,ntautmbl,tautmbl,oautmbl,lautmbl,vautmbl,ntotcomb,totcomb,ocomb,lcomb,vcomb,ntswtmow,tswtmow,oswtmow,lswtmow,vswtmow,ntotbal,totbal,obaler,lbaler,vbaler,ntharvst,tharvst,oharvst,lharvst,vharvst,ntcultsd,tcultsd,ocultsd,lcultsd,vcultsd,nvirrig,virrig,nvaloeq,valoeq
10,2,8,31,Subd. H,18,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,3,5,2,x,0,0,2,x,1,x,1,x,0,0,0,0,1,x,3,x,1,x,0,0,0,0,1,x,0,0,6,300,6,31,6,135,6,134,0,0,1,x,0,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,0,"101,935",6,7,7,0,"101,935",0,0,0,0,0,0,0,0,0,0,11,12,12,0,"139,565",9,x,x,0,x,2,x,x,0,x,4,x,x,x,x,0,0,0,0,0,0,0,0,0,0,1,x,x,0,x,0,0,0,0,0,2,x,x,0,x,1,x,10,"88,300"
10,2,8,36,Subd. G,18,2,x,1,x,0,0,2,x,0,0,1,x,2,x,0,0,0,1,x,x,0,0,4,35,0,0,1,x,0,0,1,x,3,8,3,8,0,0,0,0,3,x,3,16,1,x,0,0,0,0,0,0,1,x,5,306,4,4,5,151,4,151,3,10,2,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,13,35,35,0,"272,575",13,32,32,0,x,3,3,3,0,x,0,0,0,0,0,15,25,25,0,"143,917",15,x,x,0,x,2,x,x,0,x,6,6,6,0,"106,851",0,0,0,0,0,5,x,x,0,x,5,5,5,0,x,0,0,0,0,0,12,58,58,0,"156,030",5,x,9,"271,692"
10,2,8,58,Subd. C,23,3,x,0,0,0,0,3,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,3,x,2,x,2,x,1,x,1,x,2,x,1,x,1,x,1,x,0,0,0,0,1,x,1,x,1,x,1,x,1,x,4,115,4,8,4,57,3,50,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,17,44,44,0,"355,000",15,39,39,0,"330,000",3,5,5,0,"25,000",0,0,0,0,0,20,35,x,x,"301,700",20,28,x,x,"280,700",6,7,7,0,"21,000",2,x,x,0,x,0,0,0,0,0,2,x,x,0,x,4,x,x,0,x,0,0,0,0,0,16,x,x,0,x,7,x,16,"89,500"
10,1,0,0,Agr. Reg. 1 - RÇg. Agr 1,327,38,"1,471,053",16,x,6,x,30,"166,627",0,0,18,x,16,340,17,x,x,20,x,x,1,x,95,"4,100",48,82,62,"2,373",35,"2,075",29,298,65,710,28,142,38,515,12,53,21,87,75,848,18,"1,051",11,20,12,146,8,x,9,x,59,"4,111",54,128,58,"1,939",52,"2,044",35,154,12,57,0,0,2,x,8,837,0,0,0,0,0,0,2,x,2,x,2,x,232,444,435,9,"6,881,049",220,409,400,9,"5,593,464",19,25,25,0,"796,699",9,10,10,0,"490,886",248,396,379,18,"4,222,375",234,321,x,x,"3,335,740",47,75,x,x,"886,635",103,123,119,4,"1,193,422",1,x,x,0,x,74,82,x,x,"558,828",103,123,123,0,"882,796",16,22,22,0,"222,795",144,471,x,x,"1,203,917",19,x,212,"3,015,995"
10,2,0,0,Agr. Reg. 2 - RÇg. Agr 2,165,17,"178,421",4,x,3,x,16,x,0,0,4,11,9,142,3,x,x,4,710,"1,565",0,0,31,"1,403",13,24,21,804,12,720,11,84,19,278,9,x,9,224,4,x,9,28,23,269,6,x,4,x,4,x,3,x,3,x,22,913,21,58,22,432,18,423,15,53,7,79,0,0,1,x,11,507,0,0,0,0,0,0,0,0,1,x,1,x,108,259,254,5,"3,165,434",103,233,228,5,"2,750,476",15,19,19,0,"303,000",6,7,7,0,"111,958",121,201,196,5,"1,894,075",114,158,153,5,"1,592,475",31,43,43,0,"301,600",47,48,x,x,"563,177",0,0,0,0,0,26,27,27,0,"119,257",37,38,38,0,"324,000",4,4,4,0,"23,600",80,272,272,0,"935,646",26,"367,679",103,"1,483,450"
10,3,0,0,Agr. Reg. 3 - RÇg. Agr 3,151,19,"71,223",4,x,2,x,19,x,0,0,4,96,7,110,2,x,x,5,919,"2,026",0,0,45,"3,980",25,39,39,"2,180",16,"1,913",23,267,31,816,17,x,14,734,2,x,11,45,41,900,7,x,5,x,5,x,3,x,4,x,28,"2,864",26,64,27,"1,420",26,"1,380",22,81,6,58,0,0,1,x,3,319,0,0,0,0,0,0,1,x,0,0,2,x,120,302,280,22,"5,992,052",118,266,249,17,"3,913,211",16,27,22,5,"1,419,341",9,9,9,0,"659,500",118,188,181,7,"1,836,822",117,154,x,x,"1,245,964",19,34,x,x,"590,858",45,51,x,x,"519,066",3,x,x,0,x,47,54,x,x,"397,467",62,73,73,0,"680,567",11,13,13,0,"203,600",83,302,x,x,"932,829",11,x,102,"2,408,983"
11,0,0,0,P.E.I. - ?.-P.-ê.,"1,845",169,"365,182",81,x,19,x,109,"107,540",0,0,21,x,59,"1,461",85,x,x,40,x,x,0,0,"1,072","84,791",488,774,863,"27,874",359,"14,623",559,"13,251",843,"19,257",394,"3,063",339,"6,980",314,"9,214",525,"16,758",925,"20,128",193,"126,065",131,526,133,"12,881",119,"39,840",146,"72,818",68,"3,589",52,114,67,"1,581",62,"1,894",289,"1,565",31,324,0,0,8,"34,351",11,"1,670",1,x,0,0,1,x,8,71,8,228,19,"2,017","1,723","5,209","4,824",386,"123,717,476","1,622","3,920","3,741",179,"64,028,154",498,"1,051",894,158,"45,502,330",121,238,189,49,"14,186,992","1,624","4,494","4,414",81,"40,438,669","1,521","2,165","2,111",55,"19,614,636",746,"2,329","2,303",26,"20,824,033",878,"1,065","1,031",35,"10,249,602",712,808,776,33,"19,457,438",856,918,903,15,"5,655,964","1,074","1,438","1,402",36,"10,157,149",264,312,312,0,"2,912,043","1,255","5,672","5,604",69,"31,810,110",60,"2,147,493","1,406","56,509,858"
11,1,1,0,Kings County,322,24,"114,371",12,x,1,x,14,x,0,0,1,x,5,91,11,x,x,4,x,x,0,0,138,"9,431",83,149,125,"4,069",38,"1,640",92,"2,429",120,"1,629",70,461,39,762,34,406,64,825,128,"2,759",31,"21,872",21,55,21,"1,351",19,"6,021",24,"14,445",20,"1,354",17,29,20,594,19,731,45,216,4,6,0,0,1,x,3,x,0,0,0,0,0,0,1,x,1,x,4,x,294,798,733,65,"20,728,524",275,608,578,30,"10,980,471",72,149,123,26,"7,086,053",17,42,32,10,"2,662,000",283,718,710,8,"6,265,058",265,354,x,x,"3,183,768",115,364,x,x,"3,081,290",130,163,159,4,"1,503,382",112,124,119,5,"3,283,237",130,140,140,0,"883,693",160,208,202,7,"1,373,248",27,33,33,0,"464,944",214,980,969,11,"6,418,268",7,"42,300",231,"10,762,747"
11,1,1,1,Lot 64,19,2,x,1,x,0,0,1,x,0,0,0,0,1,x,1,x,x,0,0,0,0,0,8,173,2,x,8,91,1,x,7,x,6,x,5,x,1,x,0,0,4,5,8,55,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,x,34,x,"532,700",17,30,30,0,x,3,4,4,0,x,1,x,0,x,x,17,23,23,0,"172,500",16,16,16,0,x,3,7,7,0,x,4,4,4,0,"22,000",8,9,9,0,"61,500",7,8,8,0,"23,800",11,13,13,0,"31,700",2,x,x,0,x,15,62,62,0,"126,150",2,x,14,"352,500"
11,1,1,6,Lot 63,22,4,x,4,x,1,x,1,x,0,0,0,0,0,0,3,x,x,0,0,0,0,0,6,412,2,x,6,200,4,x,2,x,5,x,1,x,4,x,0,0,1,x,6,126,2,x,1,x,1,x,1,x,2,x,2,x,2,x,2,x,1,x,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,19,57,x,x,"1,300,233",18,47,x,x,"786,866",5,x,x,0,x,1,x,x,0,x,20,41,x,x,"277,149",20,25,x,x,x,6,16,16,0,x,8,8,8,0,"55,620",9,9,9,0,"113,138",5,6,6,0,x,10,13,13,0,"85,292",2,x,x,0,x,13,63,x,x,"273,592",1,x,19,"391,973"
11,1,1,9,Lot 59,31,4,x,2,x,0,0,3,x,0,0,0,0,1,x,1,x,x,1,x,x,0,0,6,455,5,18,6,199,1,x,6,x,6,60,4,x,1,x,3,x,3,13,6,165,1,x,1,x,1,x,1,x,1,x,4,603,4,10,4,229,4,364,5,29,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,28,61,x,x,"1,141,446",28,57,57,0,"955,446",4,5,x,x,"186,000",0,0,0,0,0,26,52,52,0,"340,658",24,34,34,0,"226,658",9,18,18,0,"114,000",13,16,16,0,"179,000",5,7,7,0,x,6,6,6,0,"14,469",8,13,13,0,"41,973",3,9,9,0,x,16,69,69,0,"373,726",1,x,18,"201,927"
11,1,1,14,Lot 51,26,2,x,0,0,0,0,2,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,13,"1,190",6,12,11,393,6,152,7,241,12,265,6,47,6,84,3,134,8,350,9,170,3,"3,003",1,x,1,x,1,x,3,x,0,0,0,0,0,0,0,0,7,27,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,1,x,0,0,23,77,x,x,"2,245,184",22,58,51,7,"1,045,184",5,x,7,x,x,2,x,x,x,x,22,60,x,x,"609,524",22,32,x,x,"272,524",7,28,28,0,"337,000",10,14,14,0,"106,000",10,12,12,0,"391,719",11,12,12,0,"120,500",18,22,x,x,"182,545",5,5,5,0,"14,477",20,96,96,0,"687,641",0,0,19,"693,470"
11,1,1,16,Lot 52,24,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,343,4,4,6,157,1,x,5,x,6,61,3,13,1,x,2,x,3,30,5,91,6,"9,191",3,15,3,528,3,"2,095",6,"6,553",1,x,1,x,1,x,1,x,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,x,40,x,"1,369,481",22,37,32,5,"833,805",5,8,8,0,x,1,x,0,x,x,23,36,x,x,"378,848",19,21,x,x,"227,246",9,15,x,x,"151,602",12,23,x,x,"196,488",10,12,x,x,"402,404",8,8,8,0,"55,000",9,11,x,x,"115,994",0,0,0,0,0,17,55,x,x,"784,291",0,0,19,"675,623"
11,1,1,26,Lot 54,23,1,x,1,x,0,0,0,0,0,0,0,0,1,x,1,x,x,0,0,0,0,0,14,"1,237",12,20,13,447,2,x,11,x,12,246,7,109,3,60,7,77,8,148,14,376,4,x,3,6,2,x,1,x,2,x,1,x,1,x,1,x,1,x,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,65,65,0,"1,508,123",20,49,49,0,"649,516",5,16,16,0,"858,607",0,0,0,0,0,19,50,50,0,"570,966",17,21,21,0,"327,994",10,29,29,0,"242,972",9,10,10,0,x,7,7,7,0,"316,221",10,10,10,0,"83,800",13,18,18,0,"138,583",2,x,x,0,x,15,63,63,0,"306,642",0,0,15,"328,572"
11,1,1,28,Lot 55,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"1,158",10,12,14,537,6,350,8,187,14,222,4,16,8,188,4,18,4,26,16,361,1,x,1,x,1,x,1,x,0,0,4,219,3,4,4,88,4,127,5,16,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,24,65,x,x,"1,376,413",23,60,x,x,"1,091,413",3,x,x,x,x,1,x,x,0,x,22,40,x,x,"427,237",22,28,x,x,"337,237",6,12,12,0,"90,000",10,11,11,0,"68,275",11,11,11,0,x,16,18,18,0,"69,443",19,26,x,x,"136,951",3,3,3,0,"83,000",20,66,x,x,"228,704",1,x,14,"733,142"
11,1,1,32,Lot 44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,12,865,7,19,9,389,0,0,9,389,8,95,7,x,0,0,2,x,6,56,10,306,1,x,1,x,1,x,1,x,0,0,2,x,2,x,2,x,2,x,5,11,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,27,73,x,x,"1,634,159",23,42,42,0,"549,159",9,23,23,0,"703,000",3,8,x,x,"382,000",24,74,74,0,"722,000",21,30,30,0,"271,500",11,44,44,0,"450,500",10,15,15,0,"161,800",7,7,7,0,"229,000",9,10,10,0,"50,016",10,10,x,x,"68,258",2,x,x,0,x,15,75,75,0,"899,195",1,x,18,"729,117"
11,1,1,34,Lot 45,24,3,x,1,x,0,0,2,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,10,531,5,5,8,260,3,x,6,x,8,75,5,19,2,x,3,x,6,56,8,135,3,x,2,x,2,x,1,x,3,x,2,x,0,0,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,61,57,4,"2,034,256",17,40,x,x,"994,256",7,x,15,x,x,2,x,x,0,x,21,85,x,x,"727,390",20,35,x,x,"240,940",12,50,50,0,"486,450",13,16,16,0,"182,700",7,9,9,0,"272,000",12,13,13,0,x,11,13,x,x,"88,802",1,x,x,0,x,15,91,91,0,"637,921",0,0,22,"1,411,139"
11,1,1,39,Lot 47,17,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,288,2,x,6,142,3,99,3,43,6,49,4,15,3,34,0,0,3,x,6,81,3,x,2,x,3,23,2,x,2,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,39,7,"1,383,008",14,30,30,0,"634,505",6,16,9,7,"748,503",0,0,0,0,0,15,53,53,0,"393,719",14,20,20,0,"124,292",8,33,33,0,"269,427",6,6,6,0,x,11,11,x,x,"289,153",8,9,9,0,"22,680",8,10,10,0,"52,804",1,x,x,0,x,13,80,80,0,"601,931",0,0,10,"820,811"
11,1,1,42,Lot 41,23,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"1,073",11,31,14,481,3,175,11,306,14,177,10,64,3,73,3,40,5,29,14,355,0,0,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,22,54,48,6,"1,303,400",20,44,x,x,x,5,x,5,x,"492,000",1,x,x,0,x,20,45,45,0,"313,080",20,24,24,0,"163,080",6,21,21,0,"150,000",11,11,11,0,"71,500",4,8,x,x,"206,360",13,14,14,0,x,13,20,x,x,"128,640",2,x,x,0,x,15,65,65,0,"668,940",1,x,15,"385,314"
11,1,1,46,Lot 40,35,2,x,0,0,0,0,2,x,0,0,1,x,0,0,1,x,x,1,x,x,0,0,16,"1,169",10,13,15,514,4,249,12,265,14,198,9,43,4,99,5,56,6,72,16,372,5,"4,296",4,14,4,288,5,"1,994",4,"2,000",1,x,1,x,1,x,1,x,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,33,111,94,17,"3,628,355",32,75,67,8,"1,581,355",11,23,x,x,"1,147,000",4,13,x,x,"900,000",34,119,119,0,"974,474",31,48,48,0,"455,486",21,71,71,0,"518,988",14,17,x,x,"228,206",15,15,15,0,"757,459",13,13,13,0,x,16,21,21,0,"165,192",2,x,x,0,x,25,139,139,0,"702,112",0,0,28,"3,367,928"
11,1,1,51,Lot 38,23,3,86,1,x,0,0,2,x,0,0,0,0,2,x,1,x,x,0,0,0,0,0,10,537,7,8,9,259,4,144,5,115,9,81,5,20,3,x,2,x,7,23,10,166,1,x,1,x,1,x,1,x,0,0,1,x,1,x,1,x,1,x,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,x,x,x,"1,271,766",19,40,x,x,"848,066",4,5,5,0,x,1,x,x,0,x,20,40,40,0,"357,513",19,20,20,0,"225,162",7,20,20,0,"132,351",10,12,12,0,x,8,8,8,0,x,12,13,13,0,"197,387",14,19,19,0,"136,514",2,x,x,0,x,15,57,57,0,"127,423",0,0,20,"671,231"
11,2,2,0,Queens County,905,86,"184,828",42,"135,805",12,"13,689",53,"35,334",0,0,11,"2,047",31,754,53,"2,791,328","6,153,825",28,"67,839","149,559",0,0,580,"47,476",267,418,474,"15,335",201,"8,447",308,"6,888",460,"11,467",215,"1,873",184,"4,024",186,"5,570",291,"9,086",504,"11,170",121,"75,945",84,373,84,"8,339",75,"26,197",91,"41,036",33,"1,460",24,49,32,683,29,728,165,934,16,110,0,0,4,x,1,x,0,0,0,0,0,0,5,66,3,x,11,"1,340",852,"2,457","2,299",158,"51,768,658",811,"1,998","1,913",85,"32,777,254",200,386,331,55,"15,121,368",41,73,55,18,"3,870,036",777,"1,759","1,716",44,"15,728,517",718,958,x,x,"8,630,398",326,801,x,x,"7,098,119",445,536,520,16,"4,983,201",334,371,351,21,"9,199,647",441,456,449,7,"2,848,848",560,751,736,15,"5,220,603",101,120,120,0,"1,208,111",606,"2,606","2,574",32,"12,276,801",23,"423,012",707,"19,568,915"
11,2,2,6,Lot 58,43,6,"1,261",3,x,2,x,4,x,0,0,0,0,1,x,4,"7,939","17,502",2,x,x,0,0,17,"2,393",10,17,15,487,3,24,13,463,11,722,6,110,0,0,9,612,10,749,14,418,2,x,2,x,2,x,2,x,2,x,2,x,1,x,2,x,2,x,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,2,x,41,115,99,16,"2,485,629",39,79,75,4,"1,125,268",13,28,x,x,x,3,8,x,x,x,34,83,x,x,"769,268",31,44,x,x,"455,769",15,39,39,0,"313,499",19,22,22,0,"136,296",11,13,11,3,"494,316",14,14,14,0,x,15,22,x,x,"164,630",1,x,x,0,x,24,110,x,x,"441,424",3,x,37,"1,879,884"
11,2,2,8,Lot 57,41,6,412,1,x,0,0,5,x,0,0,0,0,0,0,4,"1,996","4,400",3,745,"1,642",0,0,20,"2,266",11,13,15,491,3,215,12,276,17,819,9,51,4,121,9,647,15,656,16,287,5,"2,945",5,74,4,x,4,784,4,x,0,0,0,0,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,38,125,120,5,"2,934,833",36,94,x,x,"1,285,781",12,24,x,x,"1,151,088",4,7,x,x,"497,964",37,101,101,0,"1,135,651",31,45,45,0,"450,253",23,56,56,0,"685,398",17,23,23,0,"251,977",19,20,x,x,"556,718",17,18,x,x,"120,000",18,28,x,x,"198,383",3,4,4,0,x,31,150,150,0,"1,319,105",3,x,35,"1,296,298"
11,2,2,9,Lot 50,42,2,x,2,x,0,0,1,x,0,0,0,0,1,x,2,x,x,0,0,0,0,0,30,"3,394",19,23,22,"1,113",10,789,12,324,23,525,12,91,10,286,8,148,18,905,25,828,9,"5,137",4,13,4,454,4,"1,045",6,"3,625",0,0,0,0,0,0,0,0,7,21,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,139,129,11,"3,199,452",39,102,95,7,"2,245,530",11,38,34,4,"953,922",0,0,0,0,0,39,90,x,x,"690,991",37,49,45,4,"421,013",23,41,x,x,"269,978",23,29,x,x,"277,274",18,19,x,x,"860,879",27,25,x,x,"228,458",30,37,x,x,"365,645",8,9,9,0,"183,641",31,142,x,x,"609,130",0,0,36,"1,096,916"
11,2,2,12,Lot 49,33,3,x,2,x,1,x,2,x,0,0,0,0,1,x,4,"3,538","7,800",1,x,x,0,0,26,"2,124",15,37,20,793,8,217,16,576,20,359,13,155,7,136,7,68,15,217,24,718,4,x,3,8,3,x,3,x,3,x,3,146,3,4,3,69,3,73,9,73,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,31,97,88,9,"1,812,154",31,84,78,6,"1,286,221",7,x,x,3,x,1,x,x,0,x,29,65,x,x,"362,157",27,40,x,x,"238,367",9,25,25,0,"123,790",13,13,13,0,"81,255",16,21,x,x,"438,238",21,25,25,0,"115,349",21,27,27,0,"234,196",5,7,7,0,"18,500",24,91,x,x,"349,478",0,0,27,"453,023"
11,2,2,14,Lot 48,46,3,525,3,525,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,31,"1,528",12,17,25,533,6,256,21,277,27,438,16,54,5,101,11,283,18,186,25,354,3,x,2,x,2,x,2,x,3,x,2,x,1,x,2,x,2,x,12,96,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,43,111,x,x,"1,683,591",40,99,x,x,"1,493,968",6,x,x,0,x,1,x,x,0,x,37,57,x,x,"416,282",34,40,x,x,"335,557",12,17,17,0,"80,725",27,28,x,x,"276,661",20,21,21,0,"247,690",23,22,22,0,"105,492",30,42,42,0,"195,233",6,10,10,0,x,31,127,127,0,"337,123",2,x,34,"607,751"
11,2,2,26,Lot 31,75,6,x,1,x,1,x,6,x,0,0,1,x,3,x,1,x,x,1,x,x,0,0,48,"3,843",23,41,41,"1,307",15,542,30,765,42,984,21,115,14,226,21,643,25,542,42,969,10,"6,643",8,33,8,592,8,"1,539",7,"4,479",4,208,3,10,4,97,4,101,15,58,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,69,192,171,21,"4,848,831",64,137,126,11,"2,406,631",20,50,x,x,"2,122,200",4,5,x,x,"320,000",62,167,159,8,"1,769,141",60,89,x,x,"952,141",27,78,x,x,"817,000",34,42,39,3,"334,702",28,30,x,x,"971,806",32,34,x,x,"201,000",47,59,55,4,"423,226",8,8,8,0,x,43,191,x,x,"1,322,524",2,x,56,"2,162,342"
11,2,2,28,Lot 65,56,4,x,1,x,0,0,3,x,0,0,0,0,2,x,0,0,0,1,x,x,0,0,35,"1,889",15,17,28,638,13,327,20,311,31,364,18,105,10,109,13,150,19,288,31,582,9,"1,795",8,12,8,247,7,792,5,744,1,x,0,0,1,x,1,x,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,51,126,120,6,"2,265,650",48,106,x,x,"1,415,198",16,21,x,x,"850,452",0,0,0,0,0,47,93,93,0,"766,288",45,49,49,0,"460,481",19,44,44,0,"305,807",33,34,34,0,"272,081",21,20,20,0,"275,616",27,25,x,x,x,34,41,x,x,"246,116",2,x,x,0,x,39,168,x,x,"742,773",1,x,42,"890,429"
11,2,2,29,Lot 30,34,1,x,0,0,0,0,1,x,0,0,0,0,2,x,1,x,x,0,0,0,0,0,29,"1,050",11,13,27,500,6,142,22,358,20,115,12,40,3,38,5,37,12,69,25,353,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,31,82,x,x,"882,054",30,74,x,x,"675,054",4,8,x,x,"207,000",0,0,0,0,0,28,56,x,x,"287,270",27,35,x,x,x,13,21,x,x,x,14,16,16,0,"118,548",8,7,7,0,"75,400",12,17,17,0,"44,302",24,31,31,0,"126,288",3,6,6,0,x,18,61,61,0,"160,012",1,x,26,"358,891"
11,2,2,31,Lot 29,32,3,315,3,315,0,0,0,0,0,0,2,x,1,x,3,"2,790","6,151",2,x,x,0,0,21,"1,235",12,13,21,512,9,271,14,241,16,212,7,51,8,88,7,73,11,120,21,378,2,x,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,99,x,x,"2,321,092",30,77,x,x,"1,152,183",9,x,x,0,x,2,x,x,0,x,24,74,x,x,"799,793",24,30,x,x,"367,146",16,44,44,0,"432,647",12,14,x,x,"201,788",14,15,x,x,"368,500",13,13,13,0,"110,081",22,32,32,0,"202,815",3,3,3,0,x,22,121,x,x,"597,449",1,x,26,"727,123"
11,2,2,36,Lot 67,68,6,x,3,x,1,x,4,x,0,0,2,x,1,x,5,x,x,4,x,x,0,0,54,"4,074",15,21,40,"1,284",19,846,23,438,38,"1,088",13,77,19,462,16,549,25,867,47,814,9,"2,698",8,20,8,342,7,813,7,"1,523",2,x,2,x,2,x,2,x,10,32,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,1,x,65,158,153,5,"3,308,981",62,140,x,x,"2,552,981",11,x,15,x,x,2,x,x,0,x,61,93,x,x,"827,816",56,62,x,x,"565,816",19,31,31,0,"262,000",34,47,44,3,"524,844",20,20,20,0,"158,500",38,37,37,0,"174,162",44,61,x,x,"400,955",6,7,7,0,"33,250",43,141,141,0,"493,206",0,0,53,"870,996"
11,2,2,38,Lot 20,43,7,980,5,x,0,0,5,x,0,0,0,0,3,69,4,"8,434","18,594",0,0,0,0,0,28,"4,057",11,21,18,"1,088",12,651,7,437,26,"1,124",7,243,14,296,11,585,16,"1,099",22,725,5,186,4,5,4,x,1,x,3,x,3,x,1,x,2,x,2,x,6,13,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,40,129,111,19,"2,669,219",36,96,85,11,"1,752,219",13,27,x,x,"637,000",5,6,x,x,"280,000",36,114,x,x,"1,077,618",33,47,x,x,"464,118",15,67,x,x,"613,500",24,30,x,x,"298,255",18,21,x,x,"384,939",22,22,22,0,"220,284",32,39,x,x,"360,792",10,10,10,0,"162,000",35,162,x,x,"646,677",0,0,36,"1,030,071"
11,2,2,39,Lot 21,23,1,x,0,0,0,0,1,x,0,0,0,0,2,x,2,x,x,0,0,0,0,0,12,"1,681",8,15,9,360,3,130,6,230,9,407,4,68,4,106,4,233,9,449,10,450,2,x,1,x,1,x,0,0,1,x,2,x,2,x,2,x,2,x,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,79,70,9,"2,125,190",21,x,57,x,x,6,x,13,x,"928,000",2,x,0,x,x,18,69,x,x,"616,031",16,26,x,x,"212,531",12,43,x,x,"403,500",12,15,x,x,"139,148",8,12,12,0,"347,000",9,10,10,0,x,13,19,x,x,"69,937",3,6,6,0,x,16,77,x,x,"445,360",0,0,19,"605,475"
