areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,CSEX02,ATOTAL1,BSEX011,CSEX021,ATOTAL2,BSEX012,CSEX022
"130,415,026",13,4,15,26,4,130415026,Caraquet - (CCS),60,50,15,40,40,5,20,15,5
"240,000,000",24,0,0,0,0,240000000,Quebec,"47,385","35,190","12,190","18,425","16,980","1,440","28,965","18,210","10,755"
"240,100,000",24,1,0,0,1,240100000,Bas-Saint-Laurent - (CAR),"3,610","2,720",890,"1,385","1,290",95,"2,230","1,430",795
"240,107,000",24,1,7,0,1,240107000,La MatapÇdia - (CD),405,290,115,130,125,5,270,170,105
"240,107,018",24,1,7,18,1,240107018,Causapscal - (CCS),35,30,10,10,15,0,20,10,10
"240,107,030",24,1,7,30,1,240107030,Saint-LÇon-le-Grand - (CCS),35,25,15,15,15,5,25,15,10
"240,107,040",24,1,7,40,1,240107040,Sainte-Iräne - (CCS),65,45,15,20,20,0,40,25,20
"240,107,047",24,1,7,47,1,240107047,Amqui - (CCS),75,60,15,25,25,0,50,35,15
"240,107,057",24,1,7,57,1,240107057,Lac-au-Saumon - (CCS),40,25,15,10,10,0,30,15,15
"240,107,070",24,1,7,70,1,240107070,Saint-Tharcisius - (CCS),35,25,5,10,10,0,25,15,5
"240,107,080",24,1,7,80,1,240107080,Val-Brillant - (CCS),50,30,15,15,10,5,35,25,15
"240,107,085",24,1,7,85,1,240107085,Sayabec - (CCS),30,25,10,10,10,0,25,15,5
"240,107,105",24,1,7,105,1,240107105,Saint-Damase - (CCS),35,25,10,15,10,0,20,10,10
"240,108,000",24,1,8,0,1,240108000,Matane - (CD),215,155,60,100,90,15,115,70,50
"240,108,023",24,1,8,23,1,240108023,Sainte-FÇlicitÇ - (CCS),25,20,5,20,15,0,5,5,0
"240,108,045",24,1,8,45,1,240108045,Saint-Luc-de-Matane - (CCS),55,40,10,25,20,5,30,20,15
"240,108,050",24,1,8,50,1,240108050,Petit-Matane - (CCS),30,20,10,15,15,0,10,5,10
"240,108,065",24,1,8,65,1,240108065,Saint-LÇandre - (CCS),30,20,5,10,15,0,15,10,5
"240,108,073",24,1,8,73,1,240108073,Saint-Ulric - (CCS),40,30,15,20,15,0,25,10,10
"240,108,080",24,1,8,80,1,240108080,Baie-des-Sables - (CCS),40,30,15,15,10,5,30,20,10
"240,109,000",24,1,9,0,1,240109000,La Mitis - (CD),450,330,120,180,170,15,270,160,110
"240,109,015",24,1,9,15,1,240109015,Les Hauteurs - (CCS),50,40,15,20,20,0,30,20,10
"240,109,020",24,1,9,20,1,240109020,Sainte-Jeanne-d'Arc - (CCS),50,35,15,25,20,0,25,10,15
"240,109,025",24,1,9,25,1,240109025,Saint-Gabriel-de-Rimouski - (CCS),65,45,20,15,15,0,50,25,20
"240,109,030",24,1,9,30,1,240109030,Saint-Donat - (CCS),25,25,5,10,15,0,15,10,5
"240,109,035",24,1,9,35,1,240109035,Sainte-Angäle-de-MÇrici - (CCS),45,35,15,25,15,5,25,10,10
"240,109,055",24,1,9,55,1,240109055,Saint-Octave-de-MÇtis - (CCS),70,55,15,30,30,0,40,25,15
"240,109,085",24,1,9,85,1,240109085,Sainte-Flavie - (CCS),75,60,10,30,30,0,45,35,10
"240,109,095",24,1,9,95,1,240109095,Sainte-Luce - (CCS),65,40,20,25,20,0,45,20,20
"240,110,000",24,1,10,0,1,240110000,Rimouski-Neigette - (CD),455,355,100,165,150,15,290,200,85
"240,110,010",24,1,10,10,1,240110010,La TrinitÇ-des-Monts - (CCS),30,20,5,15,15,5,15,10,5
"240,110,015",24,1,10,15,1,240110015,Saint-Narcisse-de-Rimouski - (CCS),55,40,10,15,15,0,40,30,15
"240,110,030",24,1,10,30,1,240110030,Saint-Anaclet-de-Lessard - (CCS),60,50,10,15,15,0,45,35,10
"240,110,045",24,1,10,45,1,240110045,Rimouski - (CCS),65,45,15,20,10,0,50,30,10
"240,110,050",24,1,10,50,1,240110050,Sainte-Odile-sur-Rimouski - (CCS),30,25,5,15,10,0,15,10,5
"240,110,055",24,1,10,55,1,240110055,Sainte-Blandine - (CCS),25,20,5,15,15,0,10,5,0
"240,110,060",24,1,10,60,1,240110060,Saint-ValÇrien - (CCS),35,25,5,15,15,0,15,15,5
"240,110,065",24,1,10,65,1,240110065,Le Bic - (CCS),60,50,15,20,20,5,40,30,15
"240,110,070",24,1,10,70,1,240110070,Saint-Fabien - (CCS),65,50,15,30,25,5,40,25,10
"240,110,075",24,1,10,75,1,240110075,Saint-Eugäne-de-Ladriäre - (CCS),35,25,5,15,20,0,15,10,5
"240,111,000",24,1,11,0,1,240111000,Les Basques - (CD),330,245,85,140,130,10,190,115,75
"240,111,005",24,1,11,5,1,240111005,Saint-ClÇment - (CCS),35,30,5,15,20,0,15,10,5
"240,111,010",24,1,11,10,1,240111010,Saint-Jean-de-Dieu - (CCS),70,55,15,35,30,0,35,20,10
"240,111,015",24,1,11,15,1,240111015,Sainte-Rita - (CCS),50,40,10,20,20,0,30,20,10
"240,111,030",24,1,11,30,1,240111030,Sainte-Franáoise - (CCS),25,15,10,15,10,5,10,5,5
"240,111,035",24,1,11,35,1,240111035,Saint-êloi - (CCS),40,30,10,15,15,0,30,15,10
"240,111,045",24,1,11,45,1,240111045,Notre-Dame-des-Neiges - (CCS),55,45,10,25,25,0,30,20,10
"240,111,050",24,1,11,50,1,240111050,Saint-Mathieu-de-Rioux - (CCS),50,30,15,15,15,0,35,20,15
"240,112,000",24,1,12,0,1,240112000,Riviäre-du-Loup - (CD),455,340,115,150,140,10,310,200,105
"240,112,005",24,1,12,5,1,240112005,Saint-Cyprien - (CCS),45,40,5,25,20,0,25,20,5
"240,112,010",24,1,12,10,1,240112010,Saint-Hubert-de-Riviäre-du-Loup - (CCS),40,30,10,15,15,0,30,15,15
"240,112,020",24,1,12,20,1,240112020,Saint-Modeste - (CCS),45,30,15,15,10,0,35,20,15
"240,112,030",24,1,12,30,1,240112030,Saint-êpiphane - (CCS),45,35,10,15,15,0,30,20,10
"240,112,035",24,1,12,35,1,240112035,Saint-Paul-de-la-Croix - (CCS),25,20,10,10,10,0,15,10,10
"240,112,043",24,1,12,43,1,240112043,L'Isle-Verte - (CCS),85,65,25,15,15,0,75,45,25
"240,112,060",24,1,12,60,1,240112060,Saint-Georges-de-Cacouna - (CCS),35,30,10,10,10,0,30,20,5
"240,112,065",24,1,12,65,1,240112065,Saint-Arsäne - (CCS),80,60,25,25,20,5,60,40,25
"240,112,072",24,1,12,72,1,240112072,Riviäre-du-Loup - (CCS),45,35,5,25,20,0,20,15,5
"240,113,000",24,1,13,0,1,240113000,TÇmiscouata - (CD),610,475,135,275,250,20,340,220,120
"240,113,005",24,1,13,5,1,240113005,DÇgelis - (CCS),45,30,10,15,10,5,25,20,10
"240,113,025",24,1,13,25,1,240113025,Riviäre-Bleue - (CCS),60,55,10,35,35,0,25,20,10
"240,113,030",24,1,13,30,1,240113030,Saint-Eusäbe - (CCS),45,35,10,20,15,5,25,25,10
"240,113,035",24,1,13,35,1,240113035,Notre-Dame-du-Lac - (CCS),50,35,15,15,15,0,30,20,15
"240,113,040",24,1,13,40,1,240113040,Saint-Juste-du-Lac - (CCS),25,20,10,15,10,0,15,5,5
"240,113,045",24,1,13,45,1,240113045,Auclair - (CCS),50,35,15,20,20,5,30,15,15
"240,113,050",24,1,13,50,1,240113050,Lejeune - (CCS),45,35,10,15,15,0,25,15,10
"240,113,055",24,1,13,55,1,240113055,Biencourt - (CCS),60,45,10,25,20,0,30,25,10
"240,113,065",24,1,13,65,1,240113065,Saint-Michel-du-Squatec - (CCS),70,50,15,35,25,5,35,20,10
"240,113,080",24,1,13,80,1,240113080,Saint-Louis-du-Ha! Ha! - (CCS),40,30,10,10,15,0,30,15,10
"240,113,090",24,1,13,90,1,240113090,Saint-HonorÇ-de-TÇmiscouata - (CCS),45,40,0,30,25,0,15,15,5
"240,113,095",24,1,13,95,1,240113095,PohÇnÇgamook - (CCS),70,60,15,35,35,0,40,20,15
"240,113,100",24,1,13,100,1,240113100,Saint-Athanase - (CCS),20,15,5,15,15,0,10,5,0
"240,114,000",24,1,14,0,1,240114000,Kamouraska - (CD),690,520,170,250,230,10,445,290,155
"240,114,005",24,1,14,5,1,240114005,Mont-Carmel - (CCS),55,40,10,20,15,0,35,25,10
"240,114,018",24,1,14,18,1,240114018,Saint-Pascal - (CCS),60,50,15,25,25,0,35,20,15
"240,114,025",24,1,14,25,1,240114025,Sainte-HÇläne - (CCS),50,35,15,15,10,0,40,25,15
"240,114,030",24,1,14,30,1,240114030,Saint-Joseph-de-Kamouraska - (CCS),25,25,5,10,15,0,10,10,0
"240,114,035",24,1,14,35,1,240114035,Saint-Alexandre-de-Kamouraska - (CCS),85,50,30,20,15,5,65,35,25
"240,114,040",24,1,14,40,1,240114040,Saint-AndrÇ - (CCS),65,45,20,25,25,5,35,20,15
"240,114,050",24,1,14,50,1,240114050,Kamouraska - (CCS),65,50,20,15,15,0,55,35,15
"240,114,055",24,1,14,55,1,240114055,Saint-Denis - (CCS),50,40,10,15,15,0,30,20,10
"240,114,060",24,1,14,60,1,240114060,Saint-Philippe-de-NÇri - (CCS),40,35,5,15,15,0,25,20,5
"240,114,065",24,1,14,65,1,240114065,Riviäre-Ouelle - (CCS),50,40,15,15,10,0,35,25,10
"240,114,080",24,1,14,80,1,240114080,Saint-OnÇsime-d'Ixworth - (CCS),45,35,10,20,20,5,25,20,10
"240,114,090",24,1,14,90,1,240114090,Sainte-Anne-de-la-Pocatiäre - (CCS),95,75,15,45,40,0,50,35,15
"240,200,000",24,2,0,0,2,240200000,Saguenay--Lac-Saint-Jean/Cìte-Nord - (CAR),"1,820","1,420",405,715,670,40,"1,110",745,360
"240,291,000",24,2,91,0,2,240291000,Le Domaine-du-Roy - (CD),315,245,70,130,120,5,185,125,65
"240,291,015",24,2,91,15,2,240291015,Saint-Franáois-de-Sales - (CCS),30,25,10,10,15,0,25,15,5
"240,291,020",24,2,91,20,2,240291020,Chambord - (CCS),35,30,5,20,15,0,20,10,5
"240,291,035",24,2,91,35,2,240291035,Saint-Prime - (CCS),80,65,15,30,30,0,50,35,15
"240,291,042",24,2,91,42,2,240291042,Saint-FÇlicien - (CCS),105,80,25,40,35,0,65,40,20
"240,291,050",24,2,91,50,2,240291050,La DorÇ - (CCS),30,20,10,5,10,0,20,10,10
"240,291,902",24,2,91,902,2,240291902,Lac-Ashuapmushuan - (CCS),30,25,5,20,20,0,15,10,5
"240,292,000",24,2,92,0,2,240292000,Maria-Chapdelaine - (CD),370,285,75,160,155,10,205,140,70
"240,292,005",24,2,92,5,2,240292005,Saint-Augustin - (CCS),30,25,10,10,10,0,25,20,5
"240,292,015",24,2,92,15,2,240292015,Sainte-Jeanne-d'Arc - (CCS),35,35,5,15,15,0,25,20,5
"240,292,030",24,2,92,30,2,240292030,Albanel - (CCS),70,55,15,30,30,0,40,30,15
"240,292,040",24,2,92,40,2,240292040,Normandin - (CCS),95,75,20,45,45,5,50,35,15
"240,292,050",24,2,92,50,2,240292050,Saint-Edmond - (CCS),35,20,10,10,10,0,15,10,10
"240,292,055",24,2,92,55,2,240292055,Girardville - (CCS),30,20,5,15,15,0,10,10,5
"240,292,065",24,2,92,65,2,240292065,Saint-Eugäne-d'Argentenay - (CCS),35,30,10,20,20,0,15,10,5
"240,292,902",24,2,92,902,2,240292902,Chute-des-Passes - (CCS),30,25,10,15,10,0,15,15,5
"240,293,000",24,2,93,0,2,240293000,Lac-Saint-Jean-Est - (CD),575,430,150,185,175,10,390,255,135
"240,293,012",24,2,93,12,2,240293012,MÇtabetchouan--Lac-Ö-la-Croix - (CCS),115,90,25,40,35,0,75,55,25
"240,293,020",24,2,93,20,2,240293020,HÇbertville - (CCS),115,85,35,35,30,0,80,55,30
"240,293,030",24,2,93,30,2,240293030,Saint-Bruno - (CCS),70,55,15,20,15,0,50,35,10
"240,293,035",24,2,93,35,2,240293035,Saint-GÇdÇon - (CCS),55,40,15,15,15,0,35,25,15
"240,293,040",24,2,93,40,2,240293040,Alma - (CCS),55,40,15,15,10,5,35,30,10
"240,293,045",24,2,93,45,2,240293045,Saint-Nazaire - (CCS),35,20,10,10,10,0,25,10,15
"240,293,050",24,2,93,50,2,240293050,Delisle - (CCS),65,50,20,20,20,5,45,30,15
"240,293,065",24,2,93,65,2,240293065,L'Ascension-de-Notre-Seigneur - (CCS),70,50,15,25,20,0,45,25,15
"240,294,000",24,2,94,0,2,240294000,Le Fjord-du-Saguenay - (CD),490,400,90,190,185,10,300,215,85
"240,294,005",24,2,94,5,2,240294005,Petit-Saguenay - (CCS),25,20,5,10,10,5,10,10,10
"240,294,035",24,2,94,35,2,240294035,Saint-Fulgence - (CCS),30,25,0,15,15,0,15,10,0
"240,294,040",24,2,94,40,2,240294040,La Baie - (CCS),75,60,10,25,25,0,50,35,10
"240,294,045",24,2,94,45,2,240294045,Laterriäre - (CCS),115,95,25,40,35,0,80,60,25
"240,294,055",24,2,94,55,2,240294055,Tremblay - (CCS),35,30,5,15,15,0,20,15,5
"240,294,060",24,2,94,60,2,240294060,Saint-HonorÇ - (CCS),40,35,5,20,20,0,20,15,5
"240,294,070",24,2,94,70,2,240294070,Jonquiäre - (CCS),110,90,20,45,45,0,65,45,20
"240,294,090",24,2,94,90,2,240294090,Saint-Ambroise - (CCS),60,45,10,25,20,0,35,25,10
"240,295,000",24,2,95,0,2,240295000,La Haute-Cìte-Nord - (CD),45,40,10,25,25,5,20,10,5
"240,295,010",24,2,95,10,2,240295010,SacrÇ-Coeur - (CCS),50,35,10,30,30,0,20,10,5
"240,296,000",24,2,96,0,2,240296000,Manicouagan - (CD),30,20,5,25,20,0,5,5,0
"240,296,020",24,2,96,20,2,240296020,Baie-Comeau - (CCS),30,20,5,25,20,5,5,5,5
"240,300,000",24,3,0,0,3,240300000,QuÇbec - (CAR),"1,670","1,285",385,690,630,65,985,655,325
"240,315,000",24,3,15,0,3,240315000,Charlevoix-Est - (CD),115,100,20,45,40,5,70,55,20
"240,315,005",24,3,15,5,3,240315005,Saint-IrÇnÇe - (CCS),35,30,10,5,5,0,30,25,10
"240,315,013",24,3,15,13,3,240315013,La Malbaie - (CCS),55,45,10,25,20,0,30,25,10
"240,315,025",24,3,15,25,3,240315025,Notre-Dame-des-Monts - (CCS),20,20,0,15,15,0,10,10,0
"240,316,000",24,3,16,0,3,240316000,Charlevoix - (CD),190,150,40,60,60,5,125,90,35
"240,316,013",24,3,16,13,3,240316013,Baie-Saint-Paul - (CCS),75,55,15,20,20,0,50,35,15
"240,316,045",24,3,16,45,3,240316045,Les êboulements - (CCS),60,50,5,20,20,0,40,35,10
"240,316,050",24,3,16,50,3,240316050,Saint-Hilarion - (CCS),60,45,15,25,20,0,35,25,10
"240,320,000",24,3,20,0,3,240320000,L'?le-d'OrlÇans - (CD),265,200,60,120,110,10,145,90,55
"240,320,005",24,3,20,5,3,240320005,Saint-Franáois - (CCS),35,25,15,20,20,5,15,10,10
"240,320,010",24,3,20,10,3,240320010,Sainte-Famille - (CCS),70,55,15,35,30,5,35,20,15
"240,320,015",24,3,20,15,3,240320015,Saint-Jean - (CCS),50,35,10,15,15,0,35,25,15
"240,320,020",24,3,20,20,3,240320020,Saint-Laurent-de-l'?le-d'OrlÇans - (CCS),60,45,15,25,20,5,35,25,10
"240,320,025",24,3,20,25,3,240320025,Saint-Pierre-de-l'?le-d'OrlÇans - (CCS),50,40,10,25,25,0,20,15,10
"240,321,000",24,3,21,0,3,240321000,La Cìte-de-BeauprÇ - (CD),110,85,30,50,50,0,60,35,20
"240,321,005",24,3,21,5,3,240321005,Saint-Tite-des-Caps - (CCS),45,35,10,20,20,0,25,15,10
"240,321,035",24,3,21,35,3,240321035,ChÉteau-Richer - (CCS),35,25,10,15,10,0,25,15,5
"240,321,040",24,3,21,40,3,240321040,L'Ange-Gardien - (CCS),30,25,5,20,15,0,15,10,5
"240,322,000",24,3,22,0,3,240322000,La Jacques-Cartier - (CD),75,60,15,45,35,10,35,20,10
"240,322,005",24,3,22,5,3,240322005,Sainte-Catherine-de-la-Jacques-Cartier - (CCS),25,20,5,15,15,0,10,5,5
"240,322,025",24,3,22,25,3,240322025,Saint-Gabriel-de-Valcartier - (CCS),55,40,10,25,20,10,25,15,5
"240,323,000",24,3,23,0,3,240323000,CommunautÇ-Urbaine-de-QuÇbec - (CD),195,140,50,100,85,15,95,60,35
"240,323,025",24,3,23,25,3,240323025,QuÇbec - (CCS),50,30,15,25,15,5,25,15,10
"240,323,060",24,3,23,60,3,240323060,Sainte-Foy - (CCS),60,40,20,30,25,10,25,15,10
"240,323,070",24,3,23,70,3,240323070,Saint-Augustin-de-Desmaures - (CCS),90,70,20,50,45,0,40,25,15
"240,334,000",24,3,34,0,3,240334000,Portneuf - (CD),715,550,165,270,245,20,445,300,145
"240,334,007",24,3,34,7,3,240334007,Neuville - (CCS),65,45,20,20,20,5,45,25,15
"240,334,017",24,3,34,17,3,240334017,Pont-Rouge - (CCS),85,65,20,30,30,0,55,40,15
"240,334,030",24,3,34,30,3,240334030,Cap-SantÇ - (CCS),50,35,15,15,10,0,35,25,15
"240,334,038",24,3,34,38,3,240334038,Saint-Basile - (CCS),75,60,20,25,25,0,55,35,20
"240,334,055",24,3,34,55,3,240334055,Deschambault - (CCS),45,35,10,20,15,5,20,15,5
"240,334,060",24,3,34,60,3,240334060,Saint-Gilbert - (CCS),40,35,10,20,20,0,25,15,10
"240,334,070",24,3,34,70,3,240334070,Grondines - (CCS),25,15,10,10,10,0,15,10,5
"240,334,078",24,3,34,78,3,240334078,Saint-Casimir - (CCS),40,35,10,20,15,5,25,15,10
"240,334,085",24,3,34,85,3,240334085,Saint-Thuribe - (CCS),45,30,10,10,10,0,35,20,15
"240,334,090",24,3,34,90,3,240334090,Saint-Ubalde - (CCS),80,65,15,25,25,5,50,40,15
"240,334,097",24,3,34,97,3,240334097,Saint-Alban - (CCS),45,40,10,15,15,5,30,25,10
"240,334,105",24,3,34,105,3,240334105,Sainte-Christine-d'Auvergne - (CCS),55,40,15,20,25,0,30,15,15
"240,334,128",24,3,34,128,3,240334128,Saint-Raymond - (CCS),55,50,10,30,25,5,35,20,5
"240,400,000",24,4,0,0,4,240400000,Mauricie - (CAR),"1,790","1,360",435,725,665,60,"1,070",685,380
"240,435,000",24,4,35,0,4,240435000,MÇkinac - (CD),270,200,70,105,95,10,165,105,60
"240,435,010",24,4,35,10,4,240435010,Lac-aux-Sables - (CCS),35,20,10,10,10,0,20,15,10
"240,435,015",24,4,35,15,4,240435015,Saint-Adelphe - (CCS),50,35,20,15,10,5,35,20,15
"240,435,020",24,4,35,20,4,240435020,Saint-SÇverin - (CCS),45,35,10,10,10,0,35,25,10
"240,435,027",24,4,35,27,4,240435027,Saint-Tite - (CCS),55,50,10,30,30,0,25,25,5
"240,435,035",24,4,35,35,4,240435035,HÇrouxville - (CCS),35,25,10,15,15,5,20,10,5
"240,435,050",24,4,35,50,4,240435050,Sainte-Thäcle - (CCS),55,35,15,20,15,0,30,20,10
"240,436,000",24,4,36,0,4,240436000,Le Centre-de-la-Mauricie - (CD),185,135,50,90,85,10,90,55,35
"240,436,005",24,4,36,5,4,240436005,Charette - (CCS),30,20,5,10,15,5,15,10,10
"240,436,010",24,4,36,10,4,240436010,Saint-êlie - (CCS),20,20,5,10,15,5,5,5,0
"240,436,020",24,4,36,20,4,240436020,Saint-Boniface-de-Shawinigan - (CCS),45,35,10,25,20,5,20,10,10
"240,436,040",24,4,36,40,4,240436040,Notre-Dame-du-Mont-Carmel - (CCS),45,30,15,20,20,5,25,15,10
"240,436,055",24,4,36,55,4,240436055,Grand-Märe - (CCS),40,30,10,20,20,5,15,10,10
"240,437,000",24,4,37,0,4,240437000,Francheville - (CD),655,490,160,245,225,20,410,270,145
"240,437,005",24,4,37,5,4,240437005,Sainte-Anne-de-la-PÇrade - (CCS),95,70,25,25,25,0,65,45,25
"240,437,010",24,4,37,10,4,240437010,Saint-Prosper - (CCS),50,35,10,20,15,0,35,20,10
"240,437,015",24,4,37,15,4,240437015,Saint-Stanislas - (CCS),60,50,15,20,20,0,40,30,10
"240,437,020",24,4,37,20,4,240437020,Sainte-Geneviäve-de-Batiscan - (CCS),45,35,10,15,20,0,30,20,10
"240,437,025",24,4,37,25,4,240437025,Batiscan - (CCS),35,25,5,15,15,0,15,10,5
"240,437,030",24,4,37,30,4,240437030,Champlain - (CCS),55,40,15,10,10,0,40,30,10
"240,437,035",24,4,37,35,4,240437035,Saint-Luc-de-Vincennes - (CCS),35,20,10,15,10,5,15,10,5
"240,437,040",24,4,37,40,4,240437040,Saint-Narcisse - (CCS),50,35,10,20,20,0,25,20,5
"240,437,045",24,4,37,45,4,240437045,Saint-Maurice - (CCS),90,65,25,30,30,5,55,35,25
"240,437,050",24,4,37,50,4,240437050,Sainte-Marthe-du-Cap - (CCS),55,40,15,25,25,0,25,15,10
"240,437,075",24,4,37,75,4,240437075,Pointe-du-Lac - (CCS),35,30,5,15,20,0,15,10,10
"240,437,080",24,4,37,80,4,240437080,Saint-êtienne-des-Gräs - (CCS),60,40,20,25,20,5,35,20,15
"240,451,000",24,4,51,0,4,240451000,MaskinongÇ - (CD),655,510,145,270,255,15,390,255,130
"240,451,010",24,4,51,10,4,240451010,Saint-Joseph-de-MaskinongÇ - (CCS),55,40,10,20,20,5,30,20,10
"240,451,015",24,4,51,15,4,240451015,Louiseville - (CCS),65,55,10,30,25,0,40,25,10
"240,451,020",24,4,51,20,4,240451020,Yamachiche - (CCS),130,100,35,40,45,0,90,50,35
"240,451,025",24,4,51,25,4,240451025,Saint-BarnabÇ - (CCS),60,50,10,30,25,0,35,25,10
"240,451,030",24,4,51,30,4,240451030,Saint-SÇväre - (CCS),40,35,10,15,15,0,30,15,10
"240,451,035",24,4,51,35,4,240451035,Saint-LÇon-le-Grand - (CCS),95,75,25,35,30,5,65,45,20
"240,451,040",24,4,51,40,4,240451040,Sainte-Ursule - (CCS),60,45,10,30,30,0,25,20,5
"240,451,045",24,4,51,45,4,240451045,Saint-Justin - (CCS),55,45,10,25,25,5,30,20,10
"240,451,055",24,4,51,55,4,240451055,Sainte-Angäle-de-PrÇmont - (CCS),35,25,10,15,15,0,20,15,5
"240,451,060",24,4,51,60,4,240451060,Saint-Paulin - (CCS),60,45,15,30,25,5,35,25,10
"240,490,000",24,4,90,0,4,240490000,Le Haut-Saint-Maurice - (CD),30,20,5,15,15,5,20,10,10
"240,490,020",24,4,90,20,4,240490020,La Croche - (CCS),30,20,10,10,10,0,20,10,5
"240,500,000",24,5,0,0,5,240500000,Estrie - (CAR),"4,320","3,110","1,205","1,555","1,450",110,"2,765","1,665","1,100"
"240,530,000",24,5,30,0,5,240530000,Le Granit - (CD),890,645,245,325,305,20,570,335,230
"240,530,005",24,5,30,5,5,240530005,Saint-Augustin-de-Woburn - (CCS),50,30,20,10,5,0,40,25,15
"240,530,025",24,5,30,25,5,240530025,Frontenac - (CCS),45,35,5,25,25,0,15,10,5
"240,530,040",24,5,30,40,5,240530040,Milan - (CCS),60,40,15,20,25,0,35,20,15
"240,530,045",24,5,30,45,5,240530045,Nantes - (CCS),55,35,20,20,20,5,40,20,15
"240,530,050",24,5,30,50,5,240530050,Sainte-CÇcile-de-Whitton - (CCS),50,35,15,20,15,0,30,20,10
"240,530,055",24,5,30,55,5,240530055,Audet - (CCS),65,45,15,25,25,0,30,15,20
"240,530,072",24,5,30,72,5,240530072,Saint-Ludger - (CCS),140,105,40,45,40,5,100,65,40
"240,530,080",24,5,30,80,5,240530080,Lac-Drolet - (CCS),55,45,10,20,20,0,35,20,15
"240,530,085",24,5,30,85,5,240530085,Saint-SÇbastien - (CCS),75,55,20,30,25,0,45,25,20
"240,530,090",24,5,30,90,5,240530090,Courcelles - (CCS),45,40,10,15,20,0,25,15,10
"240,530,095",24,5,30,95,5,240530095,Lambton - (CCS),90,70,20,30,30,0,60,40,20
"240,530,100",24,5,30,100,5,240530100,Saint-Romain - (CCS),55,40,15,20,15,0,40,20,15
"240,530,105",24,5,30,105,5,240530105,Stornoway - (CCS),65,40,15,30,25,5,35,15,15
"240,530,110",24,5,30,110,5,240530110,Stratford - (CCS),50,35,15,15,10,0,35,20,15
"240,540,000",24,5,40,0,5,240540000,Asbestos - (CD),400,290,110,155,145,10,250,150,100
"240,540,005",24,5,40,5,5,240540005,Saint-Joseph-de-Ham-Sud - (CCS),35,15,15,10,5,5,20,10,10
"240,540,010",24,5,40,10,5,240540010,Saint-Adrien - (CCS),35,25,5,15,15,0,15,10,5
"240,540,017",24,5,40,17,5,240540017,Wotton - (CCS),110,80,35,40,40,5,75,45,30
"240,540,025",24,5,40,25,5,240540025,Saint-Camille - (CCS),50,40,15,20,15,0,35,25,15
"240,540,032",24,5,40,32,5,240540032,Saint-Georges-de-Windsor - (CCS),75,60,20,30,25,0,45,25,20
"240,540,047",24,5,40,47,5,240540047,Danville - (CCS),95,70,30,45,40,5,55,30,20
"240,541,000",24,5,41,0,5,240541000,Le Haut-Saint-Franáois - (CD),735,530,205,280,255,25,455,275,180
"240,541,012",24,5,41,12,5,240541012,Saint-Isidore-de-Clifton - (CCS),75,55,20,20,20,0,55,35,20
"240,541,027",24,5,41,27,5,240541027,La Patrie - (CCS),55,40,15,25,25,5,30,15,15
"240,541,035",24,5,41,35,5,240541035,Newport - (CCS),70,45,20,20,20,0,45,25,20
"240,541,050",24,5,41,50,5,240541050,Eaton - (CCS),235,175,60,80,75,5,155,100,60
"240,541,055",24,5,41,55,5,240541055,Ascot Corner - (CCS),30,20,10,10,10,0,20,10,5
"240,541,065",24,5,41,65,5,240541065,Westbury - (CCS),40,30,15,20,20,5,20,10,10
"240,541,070",24,5,41,70,5,240541070,Bury - (CCS),70,45,25,30,30,5,40,20,15
"240,541,085",24,5,41,85,5,240541085,Lingwick - (CCS),40,30,10,20,20,5,25,15,10
"240,541,098",24,5,41,98,5,240541098,Weedon - (CCS),70,55,15,30,25,0,45,30,15
"240,541,117",24,5,41,117,5,240541117,Dudswell - (CCS),50,30,15,20,20,5,25,15,10
"240,542,000",24,5,42,0,5,240542000,Le Val-Saint-Franáois - (CD),745,540,210,265,245,20,480,295,190
"240,542,005",24,5,42,5,5,240542005,Stoke - (CCS),50,40,10,30,25,0,30,15,10
"240,542,020",24,5,42,20,5,240542020,Saint-Franáois-Xavier-de-Brompton - (CCS),60,45,15,20,20,5,45,25,15
"240,542,032",24,5,42,32,5,240542032,Racine - (CCS),70,50,25,15,15,5,55,35,25
"240,542,040",24,5,42,40,5,240542040,Bonsecours - (CCS),35,25,10,15,15,0,20,10,10
"240,542,050",24,5,42,50,5,240542050,Sainte-Anne-de-la-Rochelle - (CCS),75,55,20,30,25,0,45,25,20
"240,542,060",24,5,42,60,5,240542060,Valcourt - (CCS),65,45,20,20,20,5,40,30,15
"240,542,065",24,5,42,65,5,240542065,Maricourt - (CCS),45,30,15,10,10,0,30,20,15
"240,542,075",24,5,42,75,5,240542075,Melbourne - (CCS),110,75,30,40,30,5,75,45,30
"240,542,095",24,5,42,95,5,240542095,Val-Joli - (CCS),90,70,15,40,35,0,50,30,15
"240,542,100",24,5,42,100,5,240542100,Saint-Claude - (CCS),65,50,20,20,25,0,50,25,20
"240,542,110",24,5,42,110,5,240542110,Cleveland - (CCS),70,55,20,30,30,0,35,25,15
"240,543,000",24,5,43,0,5,240543000,La RÇgion-Sherbrookoise - (CD),220,160,60,85,80,5,135,80,50
"240,543,015",24,5,43,15,5,240543015,Ascot - (CCS),50,35,10,20,15,0,30,20,10
