PROV ,CAR,CD,CCS,GEO NAMES,ntotfcap,totfcap,nvalulb,valulb,nvlbown,vlbown,nvlbrnt,vlbrnt,nvallvsk,vallvsk,nvalmch,valmch,ncap1,ncap2,ncap3,ncap4,ncap5,ncap6,ncap7,ncap8,ncap9,ntotexp,totexp,nfertpd,fertpd,nchempd,chempd,nseedpd,seedpd,nfeedpd,feedpd,ncostfd,costfd,nlvstpd,lvstpd,nvetser,vetser,ncustwrk,custwrk,ntcshwge,tcshwge,ncshwgef,cshwgef,ncshwgnf,cshwgnf,nfuel,fuel,nrepmch,repmch,nrntmch,rntmch,nrepbldg,repbldg,nrntexp,rntexp,nutilexp,utilexp,ntotint,totint,nothexp,othexp,nsalesxfp,salesxfp,nsale1,nsale2,nsale3,nsale4,nsale5,nsale6,nsale7,nsale8,nsale9,ntype0,ntype1,ntype2,ntype3,ntype4,ntype5,ntype6,ntype7,ntype8,ntype9,ntype10,ntype11,ntype12,nnaic1,nnaic2,nnaic3,nnaic4,nnaic5,nnaic6,nnaic7,nnaic8,nnaic9,nnaic10,ntotlab,totlab,npdlbyr,pdlbyr,npdlbsl,pdlbsl
11,1,1,1,Lot 64,19,"7,021,024",19,"5,521,400",18,"3,030,400",8,"2,491,000",8,"171,274",19,"1,328,350",0,3,6,7,1,1,0,0,1,19,"764,789",15,"129,746",13,x,15,"64,409",6,"20,946",2,x,3,x,8,"4,492",7,x,7,x,3,x,5,x,19,"37,478",18,"37,569",3,"24,079",14,x,3,x,12,"26,676",5,x,16,"78,938",19,1058598,4,3,1,6,3,1,0,0,1,15,1,4,1,0,1,2,3,1,0,0,1,1,5,1,0,0,0,3,3,1,0,2,7,308,0,0,7,308
11,1,1,6,Lot 63,22,"12,777,667",22,"9,491,700",22,"7,491,700",8,"2,000,000",16,"716,470",22,"2,569,497",0,0,2,5,2,10,3,0,0,22,"2,913,135",17,"253,677",15,"81,956",15,"101,086",15,"916,706",2,x,7,"321,309",12,"30,159",13,"82,189",13,"278,806",4,x,12,x,22,"117,046",21,"153,289",6,"56,549",16,"49,716",8,"47,882",20,"47,560",16,"160,992",22,"214,213",22,3709414,3,0,3,3,1,1,7,1,3,19,4,1,1,2,1,1,3,1,1,0,2,2,4,1,2,0,2,2,4,1,0,3,13,545,4,289,11,256
11,1,1,9,Lot 59,31,"11,156,052",31,"8,043,500",30,"6,602,500",12,"1,441,000",15,"650,353",31,"2,462,199",2,5,5,7,6,3,3,0,0,31,"2,191,388",20,"260,922",18,"167,146",16,"121,338",15,"274,878",2,x,9,"57,061",13,"13,766",12,"101,620",14,"321,985",8,"92,853",9,"229,132",26,"98,841",29,"95,495",5,"46,664",17,"28,934",7,"57,532",25,"47,657",14,"199,034",27,"298,515",31,2553383,4,1,5,8,1,7,2,2,1,27,1,4,1,2,0,0,6,4,6,0,1,2,5,1,2,1,1,0,4,4,4,5,14,854,4,231,10,623
11,1,1,14,Lot 51,26,"25,022,409",26,"18,492,800",26,"15,085,800",10,"3,407,000",18,"1,478,549",26,"5,051,060",0,1,2,7,2,6,5,1,2,26,"4,730,809",21,"573,151",18,"362,650",19,"238,594",18,"410,086",5,"71,500",16,"683,516",18,"41,092",13,"48,527",15,"491,934",10,"271,438",11,"220,496",24,"192,382",24,"319,614",12,"173,720",20,x,7,x,25,"80,850",13,"390,908",24,"467,247",26,5173129,0,2,2,5,4,3,5,2,3,26,5,5,2,0,0,0,8,1,4,0,0,1,9,2,0,0,5,0,3,1,0,6,15,"1,059",7,569,13,490
11,1,1,16,Lot 52,24,"17,175,130",24,"12,137,700",24,"9,932,500",10,"2,205,200",14,"1,059,301",24,"3,978,129",0,3,3,2,4,5,4,2,1,24,"3,305,937",17,"296,782",16,"135,352",13,"115,962",15,"588,526",3,x,11,"347,387",13,"48,409",12,"69,927",16,"416,730",9,"92,655",11,"324,075",23,"200,560",22,"168,222",7,"89,883",17,"98,119",10,"62,170",21,"65,666",17,"323,283",22,"278,959",24,4015186,0,1,1,7,3,2,3,5,2,24,1,3,6,0,0,0,5,4,3,0,1,1,4,6,0,1,1,0,6,4,1,1,16,"1,028",8,373,12,655
11,1,1,26,Lot 54,23,"16,070,084",23,"11,485,216",22,"9,186,800",8,"2,298,416",17,"1,257,668",23,"3,327,200",1,1,4,7,3,1,2,2,2,23,"2,687,364",20,"265,913",10,"179,702",11,"98,701",14,"205,183",1,x,6,"274,683",15,"37,634",13,x,7,"475,042",5,"322,645",5,"152,397",23,"171,804",23,"202,702",4,x,19,"63,863",7,"62,921",21,"56,863",11,"242,240",22,"297,253",23,2854133,3,1,5,2,5,1,1,2,3,20,1,10,1,0,0,1,6,1,0,0,0,0,11,1,0,0,0,1,3,1,0,3,7,"1,123",5,745,6,378
11,1,1,28,Lot 55,27,"18,867,319",27,"11,982,150",27,"9,846,650",9,"2,135,500",22,"3,695,168",27,"3,190,001",0,1,6,6,5,3,2,0,4,27,"3,045,495",19,"153,482",14,"121,430",15,"62,764",20,"450,449",3,"1,200",12,"128,175",18,"80,786",15,"216,649",9,"356,675",2,x,8,x,24,"180,304",22,"219,745",9,"80,589",22,"55,999",7,"67,258",25,"68,511",15,"227,871",27,"574,808",27,3106682,1,3,1,9,2,4,4,1,2,26,6,9,0,0,0,0,5,2,4,0,0,0,15,0,0,2,2,0,2,2,0,3,9,758,4,370,7,388
11,1,1,32,Lot 44,28,"27,983,698",28,"22,708,929",28,"17,799,929",9,"4,909,000",15,"773,224",28,"4,501,545",2,0,7,5,6,3,1,0,4,28,"7,195,901",18,"979,758",18,"730,378",19,"513,119",12,"48,641",5,"12,988",9,"96,570",11,"18,134",12,x,16,"1,347,227",5,x,15,x,28,"285,264",27,"321,113",3,x,20,x,6,"250,550",21,"111,905",13,"466,139",27,"1,320,055",28,8014448,4,2,4,4,5,3,2,0,4,24,0,7,0,0,0,0,6,4,3,0,3,1,7,0,0,1,1,0,8,4,1,2,16,"2,873",3,"1,408",15,"1,465"
11,1,1,34,Lot 45,24,"29,991,074",24,"23,946,513",23,"18,087,513",14,"5,859,000",13,"597,951",24,"5,446,610",1,3,1,2,2,6,3,2,4,24,"7,411,160",19,"947,883",17,"813,714",12,"583,472",11,"332,831",3,x,10,"105,994",8,"19,655",16,"217,022",15,"1,112,880",11,"462,144",10,"650,736",24,"329,606",24,"617,272",6,"51,790",19,"110,750",11,"193,895",22,"135,326",17,"343,488",22,"1,495,582",24,8200193,2,1,2,3,2,3,2,5,4,22,2,5,2,1,0,0,8,3,0,0,1,0,7,2,1,0,0,0,9,3,0,0,15,"2,182",8,992,12,"1,190"
11,1,1,39,Lot 47,17,"15,897,836",17,"11,979,444",17,"8,981,444",10,"2,998,000",7,"306,786",17,"3,611,606",0,0,3,3,1,3,3,2,2,17,"5,033,285",14,"774,940",11,"510,583",13,"576,644",8,"65,568",1,x,3,"6,290",7,"14,641",9,"120,785",11,"1,244,139",9,"515,949",9,"728,190",16,"245,754",15,"317,327",6,"148,821",15,"41,641",13,"235,873",16,"62,099",11,"289,683",16,"378,497",17,6239464,0,2,2,3,1,0,4,1,4,17,3,1,2,0,0,1,9,0,0,0,0,1,4,2,0,0,0,1,7,0,0,3,11,"2,401",8,"1,944",7,457
11,1,1,42,Lot 41,23,"14,719,929",23,"10,552,900",23,"9,157,900",10,"1,395,000",15,"991,615",23,"3,175,414",1,3,2,5,4,5,0,0,3,23,"3,229,803",16,"542,234",15,x,14,x,16,"299,209",2,x,8,"115,863",16,"43,316",13,"120,578",11,x,7,x,5,"80,367",22,"176,071",22,"174,349",7,"112,708",19,"68,359",9,"66,324",19,"44,981",15,"332,152",23,"372,625",23,4138293,2,1,5,5,1,1,2,5,1,21,3,9,0,0,0,0,4,4,0,1,0,0,12,0,0,0,1,0,2,4,0,2,11,865,2,x,10,x
11,1,1,46,Lot 40,35,"41,424,929",35,"30,132,827",34,"24,711,827",19,"5,421,000",18,"1,391,893",35,"9,900,209",0,2,4,4,6,8,2,4,5,35,"8,587,320",25,"1,121,648",26,"753,848",20,"460,509",17,"704,038",4,x,10,"146,798",16,"51,369",26,"288,146",23,"1,436,458",12,"515,515",21,"920,943",35,"442,257",34,"466,591",15,"155,385",28,"97,303",17,"189,136",30,"156,347",24,"730,415",34,"1,387,072",35,10669688,2,1,5,3,3,3,5,6,7,33,2,6,4,1,0,3,10,1,2,1,2,1,7,4,1,0,2,3,10,1,1,4,23,"3,022",9,"1,284",21,"1,738"
11,1,1,51,Lot 38,23,"12,028,570",23,"8,238,100",23,"6,332,600",10,"1,905,500",12,"606,889",23,"3,183,581",0,1,3,12,1,2,3,0,1,23,"2,330,824",14,"287,571",14,"181,416",12,x,12,"192,056",1,x,9,x,12,"22,297",12,"44,911",14,"333,790",7,x,10,x,23,"132,092",22,"193,028",3,x,17,"72,229",7,x,22,"58,682",14,x,22,"153,862",23,2639493,2,1,2,10,2,0,2,3,1,21,4,6,0,0,0,2,6,2,0,0,1,0,10,0,0,0,0,2,4,2,0,3,14,753,3,x,12,x
11,2,2,0,Queens County,905,"687,959,774",905,"509,301,668",890,"409,219,254",435,"100,082,414",713,"55,431,793",905,"123,226,313",16,43,132,182,121,202,93,48,68,905,"137,210,562",691,"11,260,039",509,"6,990,857",590,"6,694,178",692,"19,312,175",192,"2,301,061",500,"19,649,188",650,"2,620,828",504,"3,772,418",471,"16,667,034",261,"5,889,874",356,"10,777,160",869,"6,585,597",863,"7,469,791",228,"2,500,712",738,"2,575,211",347,"3,662,622",837,"2,896,948",581,"10,714,207",859,"13,838,757",905,161702105,50,57,67,161,111,117,155,101,86,855,171,263,56,8,8,21,154,34,61,26,23,30,415,57,8,2,74,29,122,34,16,98,471,"35,551",202,"18,733",356,"16,818"
11,2,2,6,Lot 58,43,"34,137,033",43,"24,924,300",41,"18,531,800",20,"6,392,500",22,"2,737,936",43,"6,474,797",2,5,5,12,0,9,4,2,4,43,"8,293,047",28,"730,197",27,"503,286",25,"560,758",19,"662,925",4,x,15,"1,576,127",16,"97,691",24,"152,015",26,"1,209,478",15,"344,353",22,"865,125",41,"315,652",41,"477,046",11,"204,580",29,"109,187",13,"284,340",39,"109,435",31,"523,279",42,"777,051",43,8878123,3,4,1,10,7,4,4,5,5,40,0,6,2,0,1,0,6,14,6,0,2,3,5,2,0,1,2,1,5,14,3,7,26,"2,400",9,673,22,"1,727"
11,2,2,8,Lot 57,41,"40,716,176",41,"30,016,822",41,"25,266,822",28,"4,750,000",28,"2,620,212",41,"8,079,142",1,1,6,6,5,9,6,4,3,41,"10,772,577",36,"1,375,790",33,"889,282",34,"864,298",24,"611,173",5,"11,887",19,"1,513,682",21,"109,037",24,"662,012",28,"1,529,901",7,"283,852",25,"1,246,049",38,"411,885",41,"486,904",17,"167,588",30,"183,297",19,"248,330",37,"153,724",29,"484,877",41,"1,080,797",41,13317880,1,0,4,4,4,11,5,5,7,40,3,9,2,1,0,1,13,1,0,0,6,4,11,2,1,0,0,1,18,1,0,6,28,"2,822",7,747,25,"2,075"
11,2,2,9,Lot 50,42,"39,566,307",42,"28,248,481",41,"23,455,981",28,"4,792,500",34,"3,805,440",42,"7,512,386",0,0,0,11,4,9,9,5,4,42,"7,569,239",36,"538,645",33,"266,084",31,"259,481",36,"1,146,054",10,"95,125",31,"1,347,557",34,"152,484",27,"228,239",27,"613,125",12,"235,829",22,"377,296",40,"396,733",41,"412,219",15,"158,305",36,"220,041",25,"96,988",41,"184,120",32,"845,021",40,"704,143",42,9652686,0,3,2,4,4,5,8,9,7,42,10,9,2,0,1,3,6,1,2,5,0,3,18,2,0,0,7,4,4,1,0,6,27,"1,469",10,639,20,830
11,2,2,12,Lot 49,33,"20,792,336",33,"14,819,500",33,"10,363,500",18,"4,456,000",30,"2,108,486",33,"3,864,350",0,0,4,8,6,9,4,0,2,33,"3,401,301",25,"584,154",18,"177,510",21,"185,740",28,"303,194",7,"15,400",18,"283,190",26,"78,212",15,"55,887",15,"233,275",11,"108,070",10,"125,205",33,"244,488",31,"247,190",12,"125,291",30,"59,826",13,"111,496",33,"82,020",20,"360,434",32,"269,394",33,3705267,2,0,1,10,6,6,4,2,2,31,5,12,2,0,0,1,5,0,3,2,1,0,16,2,0,0,5,1,3,0,0,4,15,521,3,x,14,x
11,2,2,14,Lot 48,46,"23,413,674",46,"17,766,950",42,"15,058,950",23,"2,708,000",37,"1,733,122",46,"3,913,602",2,7,3,8,11,10,2,2,1,46,"3,805,752",31,"208,072",24,"70,918",30,"132,509",35,"354,353",7,x,25,"1,064,280",34,"80,120",20,"94,929",19,"513,550",8,"127,684",16,"385,866",45,"240,482",46,"247,402",7,"14,114",38,"86,027",15,"62,351",40,"79,643",31,"127,676",41,"429,326",46,4394057,3,2,7,13,3,6,6,4,2,43,5,22,1,0,0,1,4,3,3,1,1,2,25,1,0,0,4,1,3,3,0,6,19,"1,099",7,368,15,731
11,2,2,26,Lot 31,75,"62,638,707",75,"46,233,200",73,"34,476,200",35,"11,757,000",60,"4,310,935",75,"12,094,572",1,4,11,18,8,14,6,3,10,75,"10,897,311",52,"904,582",40,"832,282",43,"632,892",59,"1,473,364",18,"416,512",39,"1,253,645",56,"154,246",38,"344,269",37,"1,288,513",23,"550,381",31,"738,132",72,"536,039",70,"566,893",23,"317,422",65,"187,064",30,"351,824",67,"214,458",49,"934,628",72,"905,190",75,13238118,6,5,4,16,7,7,11,11,8,69,13,22,4,1,0,4,20,0,3,2,0,0,32,4,1,0,5,4,13,0,0,10,37,"2,746",21,"1,403",27,"1,343"
11,2,2,28,Lot 65,56,"30,451,328",56,"22,771,700",56,"17,144,500",30,"5,627,200",47,"2,060,096",56,"5,619,532",2,4,8,10,10,15,5,0,2,56,"3,829,762",46,"353,676",27,"268,753",36,"229,509",45,"397,264",12,"14,604",28,"427,811",42,"104,574",34,"141,055",29,"291,292",17,"116,165",17,"175,127",53,"226,580",53,"252,724",9,"51,306",48,"95,825",24,"152,184",51,"110,762",34,"286,877",55,"439,570",56,4732756,4,4,5,12,9,7,9,5,1,52,10,17,3,1,0,0,13,0,5,2,1,0,26,3,1,0,7,0,8,0,1,6,29,695,6,161,25,534
11,2,2,29,Lot 30,34,"11,830,383",34,"8,698,700",34,"6,904,200",15,"1,794,500",31,"1,065,357",34,"2,066,326",0,2,8,12,6,5,1,0,0,34,"2,534,221",23,"156,269",13,x,21,x,30,"274,611",8,"15,540",17,"82,117",29,"58,029",14,"80,408",12,"298,048",7,x,7,x,33,"197,494",32,"182,127",4,x,28,x,6,x,31,"70,256",15,"183,398",31,"216,810",34,2894587,3,8,5,4,5,4,4,0,1,31,6,15,1,0,0,1,5,0,2,0,0,1,20,1,0,0,3,1,4,0,0,2,12,675,4,209,9,466
11,2,2,31,Lot 29,32,"25,646,941",32,"19,053,600",32,"15,162,400",11,"3,891,200",23,"1,226,700",32,"5,366,641",0,2,6,7,6,4,4,1,2,32,"5,419,173",27,"648,175",20,"513,906",25,"373,919",21,"192,125",3,"7,920",16,"113,275",19,"65,916",19,"137,090",18,"1,036,297",11,"258,834",12,"777,463",32,"394,961",29,"516,831",8,"92,984",23,"72,118",13,"218,734",29,"116,361",17,"270,226",30,"656,255",32,6273926,2,0,3,7,6,2,7,3,2,30,8,10,0,0,0,0,7,0,2,1,1,1,18,1,0,0,1,0,6,0,2,2,18,"2,335",8,"2,201",12,134
11,2,2,36,Lot 67,68,"41,038,541",68,"29,721,220",68,"27,177,220",15,"2,544,000",61,"4,524,611",68,"6,792,710",0,4,12,10,12,17,7,5,1,68,"8,412,405",47,"394,928",33,"134,737",40,"131,975",62,"2,037,048",20,"310,671",40,"1,831,185",57,"198,901",41,"300,738",32,"611,160",17,"324,127",23,"287,033",66,"354,825",66,"387,547",12,"54,795",59,"153,726",16,"72,109",66,"192,165",49,"792,633",63,"763,933",68,10438935,7,4,2,7,11,10,17,6,4,61,18,24,4,1,0,1,7,1,2,2,0,1,39,4,1,0,5,1,6,1,0,4,32,"1,837",15,"1,199",20,638
11,2,2,38,Lot 20,43,"49,531,572",43,"38,560,800",42,"27,590,300",21,"10,970,500",34,"4,120,917",43,"6,849,855",0,1,5,6,6,11,5,3,6,43,"9,728,514",38,"680,753",25,"567,497",31,"618,790",34,"882,455",13,"106,688",27,"1,923,407",33,"110,399",26,"187,285",25,"1,032,002",13,"268,560",19,"763,442",42,"411,657",42,"465,857",14,"174,217",33,"143,521",19,"474,550",42,"154,421",35,"828,721",42,"1,072,982",43,11199803,2,3,1,4,7,6,6,8,6,41,11,12,2,0,0,1,11,0,1,1,2,0,22,2,0,0,3,1,9,0,0,4,25,"2,679",8,"1,014",23,"1,665"
11,2,2,39,Lot 21,23,"22,568,227",23,"16,391,000",22,"12,044,000",12,"4,347,000",18,"1,616,012",23,"4,561,215",0,2,4,3,3,7,1,0,3,23,"5,021,318",19,"327,145",12,"394,916",18,"440,377",16,"210,073",6,"48,542",13,"996,715",15,"58,784",18,"113,992",11,"709,703",7,"281,639",10,"428,064",21,"180,143",21,"210,933",4,"46,928",15,"78,363",12,"327,483",20,"94,316",11,"564,070",21,"267,377",23,5784047,0,0,1,5,5,4,5,0,3,23,3,8,0,0,0,0,7,0,3,1,1,0,10,0,0,0,2,0,5,0,0,6,11,"1,576",5,630,9,946
11,2,2,40,Miltonvale Park,29,"19,890,515",29,"14,433,200",29,"11,765,700",12,"2,667,500",24,"1,523,894",29,"3,933,421",0,1,3,9,3,7,3,1,2,29,"3,439,056",23,"248,558",18,"211,052",17,"150,586",24,"260,733",5,"20,226",14,"412,582",22,"63,226",13,"31,348",15,"607,840",10,x,10,x,28,"165,747",27,"229,426",6,"72,791",26,"81,275",8,"53,516",29,"93,357",21,"320,588",28,"436,431",29,4018093,0,0,2,8,3,3,9,2,2,29,7,9,0,0,1,1,3,1,6,0,1,0,16,0,0,0,5,2,3,1,1,1,15,"1,441",6,881,11,560
11,2,2,41,Lot 22,29,"20,636,385",29,"14,661,147",29,"12,261,200",18,"2,399,947",27,"1,746,519",29,"4,228,719",1,1,3,3,9,3,4,4,1,29,"2,815,783",21,"198,921",17,"42,131",18,"55,795",26,"320,044",7,"51,356",22,"327,548",25,"52,446",17,"83,432",10,"392,137",4,x,9,x,25,"211,502",27,"168,181",10,"75,476",27,"91,375",15,"69,933",29,"73,366",19,"373,930",26,"279,566",29,3623476,1,1,6,6,1,2,5,6,1,28,9,6,4,0,0,0,1,2,3,1,0,2,14,4,0,0,5,0,1,2,0,2,10,834,5,646,7,188
11,2,2,42,Lot 23,45,"31,560,540",45,"23,041,300",45,"19,524,900",21,"3,516,400",37,"3,567,784",45,"4,951,456",1,3,8,9,5,6,6,4,3,45,"6,298,210",32,"345,398",23,"51,623",26,"68,987",37,"1,159,595",9,"64,026",27,"1,263,568",37,"130,703",30,"177,278",28,"641,537",13,"361,945",21,"279,592",43,"314,742",42,"352,225",10,"62,013",39,"186,988",21,"63,637",41,"121,809",29,"548,147",43,"809,960",45,6781991,2,5,0,7,4,8,8,7,4,43,10,12,4,0,0,0,5,1,6,2,0,3,20,4,0,0,9,0,3,1,0,6,28,"1,314",15,"1,143",15,171
11,2,2,44,Lot 24,49,"41,206,035",49,"31,314,264",49,"25,928,764",23,"5,385,500",37,"3,072,089",49,"6,819,682",0,1,5,12,7,12,5,2,5,49,"7,696,056",39,"607,623",25,"273,583",32,"233,388",36,"1,942,198",13,"336,280",30,"742,543",33,"249,791",24,"163,328",22,"815,352",11,"226,275",17,"589,077",47,"321,831",45,"362,811",13,"118,407",43,"172,291",20,"143,999",44,"223,120",26,"687,488",45,"638,303",49,9187129,3,2,5,4,6,9,10,3,7,46,11,12,8,0,4,2,6,0,1,2,0,0,23,8,0,0,2,6,2,0,1,4,22,"1,421",11,908,17,513
11,2,2,49,Lot 33,66,"55,714,196",66,"42,515,200",63,"35,410,600",31,"7,104,600",42,"3,132,946",66,"10,066,050",2,2,12,11,5,15,8,5,6,66,"10,320,988",51,"642,121",35,"331,491",39,"370,235",42,"2,109,557",16,"305,373",36,"968,406",42,"164,353",32,"138,523",38,"1,521,196",25,"791,799",25,"729,397",65,"534,710",62,"487,876",18,"221,028",51,"172,702",23,"218,330",60,"295,858",42,"879,851",62,"1,264,751",66,12094823,6,5,5,15,3,6,11,7,8,60,9,13,6,2,1,2,15,1,4,2,2,3,22,6,2,1,2,3,10,1,3,10,38,"2,766",22,"2,192",26,574
11,2,2,52,Lot 34,47,"47,807,996",47,"35,216,200",47,"27,218,200",27,"7,998,000",37,"3,966,764",47,"8,625,032",3,0,5,9,3,10,6,6,5,47,"10,281,303",33,"602,939",23,"467,012",30,"391,626",36,"1,807,571",9,"148,965",25,"1,281,218",33,"262,238",26,"214,997",29,"1,695,590",18,"687,184",24,"1,008,406",46,"346,579",45,"378,846",10,"140,081",42,"170,309",22,"213,771",45,"204,543",32,"620,383",46,"1,483,600",47,12486263,2,5,3,5,4,3,7,10,8,45,10,12,3,1,0,0,6,1,8,1,2,1,22,3,1,0,5,0,7,1,4,2,29,"3,151",17,"1,704",21,"1,447"
11,2,2,54,Lot 35,26,"13,838,841",26,"9,580,301",25,"8,415,801",13,"1,164,500",22,"1,526,245",26,"2,732,295",1,2,6,3,4,8,1,0,1,26,"3,632,643",20,"357,270",15,x,17,x,22,"713,345",8,x,13,"106,935",20,"117,133",17,"94,904",12,"401,144",8,"149,647",9,"251,497",25,"198,120",26,"287,520",4,x,21,x,11,x,21,"76,866",13,"284,290",25,"341,181",26,4138278,1,3,2,6,3,1,4,4,2,25,8,8,2,0,0,2,4,0,0,0,0,1,16,2,0,0,0,2,1,0,1,3,12,909,6,406,9,503
11,2,2,56,Lot 36,30,"19,019,578",30,"14,591,919",30,"12,259,919",12,"2,332,000",23,"1,146,250",30,"3,281,409",0,1,9,5,4,8,0,0,3,30,"2,724,856",25,"148,214",16,"67,665",21,"63,598",23,"572,433",5,"6,743",16,"540,160",19,"33,189",21,"181,768",13,"260,078",8,"86,452",9,"173,626",28,"114,034",29,"160,967",8,"40,650",21,"50,908",4,"15,940",28,"61,956",17,"198,009",28,"215,287",30,2938436,2,0,4,8,5,3,6,1,1,28,4,12,2,0,0,1,1,3,0,0,2,3,16,2,0,0,0,1,2,3,0,4,13,767,2,x,12,x
11,2,2,58,Lot 37,23,"17,475,873",23,"13,597,500",23,"12,175,500",6,"1,422,000",17,"1,634,452",23,"2,243,921",0,0,5,6,0,7,2,1,2,23,"4,755,077",18,"641,528",14,"322,917",15,"313,697",16,"795,832",1,x,11,"213,755",15,"129,718",11,"134,300",13,"653,689",9,"255,717",7,"397,972",22,"196,911",22,"288,515",5,"118,464",15,"92,122",5,"31,106",21,"94,683",15,"345,541",22,"382,299",23,5634240,0,2,3,2,3,6,3,1,3,23,6,3,3,0,0,0,3,5,0,1,1,1,9,3,0,0,1,0,3,5,0,2,13,"1,037",8,754,8,283
11,2,2,85,Cornwall,25,"18,478,590",25,"13,144,364",25,"11,082,797",16,"2,061,567",22,"2,185,026",25,"3,149,200",0,0,4,4,4,7,4,0,2,25,"5,561,970",21,"565,081",18,"163,474",20,"150,652",21,"1,086,228",6,x,18,"1,379,482",22,"149,638",13,"54,621",12,"312,127",7,"91,855",11,"220,272",24,"270,482",25,"299,751",8,"170,440",19,"72,472",13,"139,122",23,"89,709",14,"254,140",24,"404,551",25,6289191,0,1,1,4,5,4,6,2,2,25,5,10,1,1,0,0,6,0,1,0,0,1,15,1,1,0,1,0,6,0,0,1,12,"1,057",7,554,9,503
11,3,3,0,Prince County,618,"667,026,526",618,"507,095,501",604,"400,762,391",302,"106,333,110",416,"31,826,937",618,"128,104,088",6,31,75,101,87,127,65,32,94,618,"147,041,329",503,"17,512,767",427,"14,321,307",446,"11,032,499",394,"8,391,950",139,"2,153,882",291,"11,476,538",383,"1,321,034",363,"3,086,039",409,"24,157,544",253,"8,352,008",337,"15,805,536",589,"7,332,518",578,"9,651,497",209,"3,369,591",474,"1,915,456",279,"6,374,221",576,"2,633,878",448,"12,374,251",588,"12,090,239",618,171585828,29,22,46,86,52,88,118,70,107,589,105,122,18,8,4,12,228,29,30,7,7,19,219,18,8,2,35,16,211,29,10,41,409,"51,036",190,"24,010",351,"27,026"
11,3,3,1,Lot 28,45,"53,730,156",45,"41,338,700",44,"36,200,400",20,"5,138,300",30,"2,311,948",45,"10,079,508",1,1,3,5,7,8,6,5,9,45,"10,455,530",36,"1,022,205",38,"981,962",38,"663,450",27,"1,211,273",9,"260,982",20,"1,330,027",25,"66,555",35,"315,268",28,"1,447,841",15,"498,159",23,"949,682",44,"467,955",42,"478,057",16,"139,553",30,"166,703",19,"370,579",43,"158,241",37,"579,171",43,"1,056,690",45,12003598,0,1,4,8,3,6,9,6,8,45,4,8,3,1,0,1,25,1,1,0,0,1,11,3,1,0,2,1,22,1,0,4,28,"3,021",13,"1,813",22,"1,208"
11,3,3,6,Lot 27,34,"57,432,017",34,"46,138,775",34,"39,918,025",18,"6,220,750",16,"1,295,120",34,"9,998,122",0,0,4,3,5,5,4,5,8,34,"10,014,948",31,"1,298,036",27,"1,169,703",31,"919,960",14,"539,731",8,"383,352",8,"116,902",15,"55,600",20,"137,508",23,"1,556,762",15,"482,712",22,"1,074,050",33,"531,001",33,"727,409",11,"81,788",27,"193,202",16,"436,996",34,"169,965",29,"795,402",34,"1,284,983",34,10998713,0,1,4,1,3,2,7,7,9,34,6,5,2,0,0,0,20,1,0,0,0,0,8,2,0,0,3,0,17,1,0,3,23,"3,357",14,"1,954",19,"1,403"
11,3,3,9,Lot 26,42,"55,875,589",42,"43,236,534",42,"34,183,234",23,"9,053,300",23,"1,109,990",42,"11,529,065",0,2,4,5,7,11,0,3,10,42,"11,672,466",36,"1,597,926",31,"1,350,479",34,"1,148,026",19,"251,086",7,"22,635",12,"185,516",20,"47,142",28,"223,745",32,"2,068,431",23,"790,208",25,"1,278,223",41,"533,847",40,"1,040,816",17,"229,975",32,"143,414",23,"506,031",42,"194,899",31,"1,150,910",42,"1,000,223",42,12959594,0,2,5,6,0,4,8,9,8,42,5,6,0,0,0,0,27,0,1,1,1,1,11,0,0,0,2,0,22,0,0,7,32,"3,585",15,"1,577",27,"2,008"
11,3,3,11,Lot 25,39,"49,911,548",39,"38,241,200",37,"26,079,700",20,"12,161,500",23,"2,187,736",39,"9,482,612",0,0,5,4,8,6,6,2,8,39,"12,800,772",30,"1,473,040",23,"1,324,201",27,"1,046,742",24,"548,812",11,"103,464",17,"1,062,019",23,"92,581",22,"316,005",27,"2,265,863",16,"701,344",23,"1,564,519",32,"648,286",33,"970,253",13,"245,920",28,"141,701",17,"888,656",35,"173,735",24,"620,723",34,"982,235",39,14818829,1,0,1,5,1,8,8,5,10,38,8,7,0,1,0,1,15,1,3,1,0,1,14,0,1,0,4,1,15,1,1,1,27,"5,598",17,"2,700",23,"2,898"
11,3,3,12,Lot 19,40,"45,964,758",40,"33,788,210",40,"25,390,210",20,"8,398,000",30,"2,441,069",40,"9,735,479",0,2,7,5,5,7,6,1,7,40,"10,813,087",24,"1,245,045",20,"788,161",24,"986,046",27,"586,987",9,"128,218",23,"1,090,199",25,"79,844",25,"312,440",25,"1,615,602",16,"749,542",22,"866,060",39,"503,603",39,"778,522",12,"217,924",33,"104,242",18,"726,361",36,"175,377",29,"1,014,301",38,"588,433",40,11951160,1,1,3,4,3,4,11,4,9,39,6,13,2,1,0,1,11,0,3,0,0,2,19,2,1,0,2,1,10,0,1,3,25,"3,282",18,"1,707",17,"1,575"
