AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,VALMCH,NTOTTRC,TOTTRC,NTTRC20,TTRC20,VTRC20,NTTRC50,TTRC50,VTRC50,NTTRC100,TTRC100,VTRC100,NTTRC150,TTRC150,VTRC150,NTOTTRK,TOTTRK,TVALTRK,NTOTCOMB,TOTCOMB,NSPCOMB,SPCOMB,VSPCOMB,NPTCOMB,PTCOMB,VPTCOMB,NSWTHER,SWTHER,NSPSWTH,SPSWTH,VSPSWTH,NPTSWTH,PTSWTH,VPTSWTH,NTOTBAL,TOTBAL,NBALSML,BALSML,VBALSML,NBALLRG,BALLRG,VBALLRG,NHARVST,HARVST,VHARVST,NAUTMBL,AUTMBL,VALATO,NVALOEQ,VALOEQ
110203031,11,2,3,31,1103031,TOWNSHIP 14,39,"1,789,470",35,75,22,28,"108,600",23,38,"378,100",4,9,"171,500",0,0,0,23,44,"157,800",22,22,10,10,"194,500",12,12,x,1,2,1,2,x,0,0,0,24,24,23,23,"54,200",1,1,x,8,8,"35,900",34,43,"146,000",25,"497,620"
110203032,11,2,3,32,1103032,TOWNSHIP 13,66,"1,911,600",54,96,40,50,"212,500",29,43,"419,500",3,3,x,0,0,0,39,46,"142,300",25,25,8,8,"42,000",17,17,"38,900",1,1,1,1,x,0,0,0,45,46,44,45,"88,400",1,1,x,11,11,"27,800",54,75,"270,785",51,"618,165"
110203034,11,2,3,34,1103034,TOWNSHIP 12,15,"408,275",13,24,11,14,"66,000",7,9,x,1,1,x,0,0,0,7,10,"27,500",6,6,1,1,x,5,5,x,1,1,1,1,x,0,0,0,13,14,13,14,"35,500",0,0,0,1,1,x,8,11,"46,600",10,"98,675"
110203036,11,2,3,36,1103036,TOWNSHIP 11,10,"165,000",6,10,6,8,"18,200",2,2,x,0,0,0,0,0,0,4,5,"8,200",1,1,0,0,0,1,1,x,0,0,0,0,0,0,0,0,3,3,3,3,x,0,0,0,0,0,0,6,10,"28,000",7,"71,700"
110203038,11,2,3,38,1103038,TOWNSHIP 10,14,"376,000",14,31,12,19,"42,400",7,12,"111,000",0,0,0,0,0,0,11,11,"28,700",7,8,4,5,x,3,3,"4,000",1,1,1,1,x,0,0,0,8,9,8,9,x,0,0,0,3,3,x,12,15,"27,400",13,"112,800"
110203041,11,2,3,41,1103041,TOWNSHIP  6,60,"3,163,527",58,119,38,51,"164,100",37,55,"605,100",10,13,"306,800",0,0,0,47,88,"319,400",24,24,13,13,"140,000",11,11,"36,200",1,1,0,0,0,1,1,x,33,36,33,34,"75,640",2,2,x,10,11,"31,000",48,68,"277,900",52,"1,183,887"
110203044,11,2,3,44,1103044,TOWNSHIP  9,38,"1,091,976",33,56,24,33,"121,100",17,20,"193,686",3,3,"40,000",0,0,0,22,34,"103,172",19,19,6,6,"57,000",13,13,"35,800",1,1,0,0,0,1,1,x,23,25,23,25,"53,150",0,0,0,5,5,x,32,43,"138,150",32,"333,418"
110203046,11,2,3,46,1103046,TOWNSHIP  8,42,"3,393,295",40,99,20,28,"145,300",31,52,"554,200",9,13,"375,000",4,6,"230,000",37,101,"388,650",19,19,13,13,"222,000",6,6,"14,000",3,3,1,1,x,2,2,x,29,31,29,30,"55,500",1,1,x,14,14,"53,700",35,56,"251,500",37,"1,083,445"
110203048,11,2,3,48,1103048,TOWNSHIP  7,43,"1,871,885",37,83,27,36,"102,700",23,42,"498,000",5,5,"106,000",0,0,0,31,69,"256,800",18,18,9,9,"94,000",9,9,"24,300",2,2,0,0,0,2,2,x,23,23,23,23,"52,800",0,0,0,7,7,x,38,48,"195,650",31,"515,135"
110203049,11,2,3,49,1103049,TOWNSHIP  5,37,"2,115,250",36,86,26,35,"125,100",24,40,"373,200",3,9,x,2,2,x,25,53,"198,400",15,15,7,7,"89,000",8,8,"18,200",4,4,2,2,x,2,2,x,26,26,26,26,"64,800",0,0,0,4,4,"5,900",33,54,"155,100",30,"750,250"
110203051,11,2,3,51,1103051,TOWNSHIP  4,63,"3,724,638",62,139,41,59,"209,500",36,60,"719,788",11,19,"421,500",1,1,x,43,106,"347,800",29,33,18,18,"158,000",14,15,"72,800",8,8,4,4,"14,200",4,4,x,41,43,41,43,"99,950",0,0,0,17,17,"42,600",53,76,"292,600",51,"1,325,400"
110203054,11,2,3,54,1103054,TOWNSHIP  3,46,"1,858,115",43,89,31,40,"108,300",28,45,"400,000",3,4,"95,000",0,0,0,34,65,"177,550",19,20,15,16,"257,500",4,4,x,2,2,1,1,x,1,1,x,29,29,29,29,"54,950",0,0,0,7,7,"12,900",37,54,"186,075",35,"551,590"
110203056,11,2,3,56,1103056,TOWNSHIP  2,31,"1,279,130",28,57,20,30,"100,500",13,20,"239,000",2,6,x,1,1,x,20,43,"136,830",12,13,6,6,"81,300",7,7,"9,200",3,3,0,0,0,3,3,x,20,21,19,19,"30,700",2,2,x,6,6,"12,100",21,33,"115,800",26,"375,400"
110203058,11,2,3,58,1103058,TOWNSHIP  1,60,"1,012,154",50,68,38,47,"158,805",14,19,"151,313",2,2,x,0,0,0,39,49,"191,379",8,8,5,5,"50,500",3,3,x,3,3,1,1,x,2,2,x,24,24,24,24,"64,020",0,0,0,1,1,x,36,47,"153,650",43,"202,767"
110300000,11,3,0,0,1100000,QUEENS COUNTY,"1,484","59,602,810","1,343","2,525",919,"1,257","4,712,910",737,"1,119","11,663,212",89,134,"3,017,050",11,15,"393,000","1,088","1,624","6,240,468",500,516,317,327,"5,623,850",186,189,"445,525",99,104,29,30,"93,350",72,74,"197,410",869,909,848,856,"2,215,025",52,53,"339,400",165,177,"712,300","1,195","1,707","6,374,515","1,213","17,574,795"
110302000,11,3,2,0,1102000,QUEENS COUNTY,"1,484","59,602,810","1,343","2,525",919,"1,257","4,712,910",737,"1,119","11,663,212",89,134,"3,017,050",11,15,"393,000","1,088","1,624","6,240,468",500,516,317,327,"5,623,850",186,189,"445,525",99,104,29,30,"93,350",72,74,"197,410",869,909,848,856,"2,215,025",52,53,"339,400",165,177,"712,300","1,195","1,707","6,374,515","1,213","17,574,795"
110302001,11,3,2,1,1102001,TOWNSHIP 62,22,"395,950",20,29,17,22,"73,500",5,7,"48,000",0,0,0,0,0,0,15,20,"46,000",5,5,2,2,x,3,3,"2,100",1,1,0,0,0,1,1,x,5,5,5,5,x,0,0,0,1,1,x,15,20,"60,300",22,"136,300"
110302004,11,3,2,4,1102004,TOWNSHIP 60,23,"866,381",17,34,9,11,"52,600",10,20,"182,000",2,3,x,0,0,0,18,27,"92,300",6,6,5,5,"102,000",1,1,x,1,1,0,0,0,1,1,x,6,7,6,6,"13,000",1,1,x,2,2,x,13,17,"64,300",18,"283,381"
110302006,11,3,2,6,1102006,TOWNSHIP 58,27,"1,173,279",25,50,19,25,"96,300",12,23,"251,500",2,2,x,0,0,0,23,34,"104,300",8,8,6,6,"151,500",2,2,x,4,4,2,2,x,2,2,x,13,14,13,13,"28,300",1,1,x,3,3,"8,000",23,36,"131,100",19,"343,229"
110302008,11,3,2,8,1102008,TOWNSHIP 57,74,"4,391,950",69,147,43,65,"366,700",43,71,"784,400",5,11,"271,000",0,0,0,60,97,"414,500",22,25,12,14,"284,000",10,11,"34,600",6,8,1,1,x,5,7,"23,200",36,37,32,32,"70,700",5,5,"23,400",5,5,x,61,76,"325,850",67,"1,787,500"
110302009,11,3,2,9,1102009,TOWNSHIP 50,78,"4,106,830",72,147,42,54,"221,600",55,82,"979,500",4,10,"248,000",1,1,x,62,98,"371,100",34,37,21,23,"419,000",13,14,"36,400",8,8,2,2,x,6,6,"29,600",48,53,46,47,"124,200",6,6,"50,800",16,19,"67,200",67,102,"355,000",63,"1,184,930"
110302012,11,3,2,12,1102012,TOWNSHIP 49,58,"2,462,650",56,108,43,62,"238,900",27,35,"386,500",4,10,"213,000",1,1,x,40,57,"232,500",28,29,21,21,"319,500",8,8,"19,700",5,5,2,2,x,3,3,"2,300",34,36,33,35,"84,100",1,1,x,7,8,"21,400",39,63,"223,300",48,"643,450"
110302014,11,3,2,14,1102014,TOWNSHIP 48,81,"2,682,213",70,126,57,82,"331,700",33,41,"464,600",2,2,x,1,1,x,57,87,"309,628",30,30,17,17,"242,700",13,13,"33,425",8,9,3,4,x,5,5,"14,900",49,52,48,49,"104,800",3,3,"25,550",9,9,"45,800",66,98,"328,600",59,"714,510"
110302022,11,3,2,22,1102022,CHARLOTTETOWN,17,"317,850",12,16,10,11,"33,300",4,5,"55,000",0,0,0,0,0,0,10,12,"40,500",4,4,1,1,x,3,3,x,1,1,0,0,0,1,1,x,7,7,7,7,x,0,0,0,2,2,x,11,14,"52,300",14,"72,950"
110302024,11,3,2,24,1102024,TOWNSHIP 32,89,"4,018,924",76,143,48,60,"211,050",44,68,"719,600",9,15,"352,000",0,0,0,56,109,"404,600",31,32,21,22,"472,000",10,10,"34,500",6,6,1,1,x,5,5,x,51,56,51,51,"130,400",4,5,"43,250",9,9,"47,700",80,116,"466,715",67,"1,124,549"
110302026,11,3,2,26,1102026,TOWNSHIP 31,124,"5,011,750",111,206,75,94,"295,200",64,96,"1,000,500",10,16,"329,500",0,0,0,88,138,"522,750",37,38,27,28,"468,500",10,10,"16,950",7,7,3,3,x,4,4,x,71,73,68,68,"179,300",5,5,"22,900",9,9,"52,300",96,131,"530,700",104,"1,581,950"
110302028,11,3,2,28,1102028,TOWNSHIP 65,75,"2,361,900",70,124,50,68,"252,000",39,55,"541,800",0,0,0,1,1,x,53,66,"206,300",25,25,15,15,"233,700",10,10,"16,900",2,3,1,1,x,2,2,x,42,44,42,42,"96,350",2,2,x,6,10,"20,500",62,90,"301,200",56,"633,250"
110302029,11,3,2,29,1102029,TOWNSHIP 30,47,"1,339,385",42,77,30,44,"105,600",23,32,"290,300",1,1,x,0,0,0,30,34,"113,500",12,12,6,6,"165,500",6,6,"11,500",4,4,2,2,x,2,2,x,29,31,28,28,"59,200",3,3,"20,000",6,6,"16,600",40,54,"187,350",40,"330,835"
110302031,11,3,2,31,1102031,TOWNSHIP 29,76,"2,931,150",72,130,54,76,"234,950",31,45,"344,900",7,9,"222,000",0,0,0,47,87,"487,200",25,25,14,14,"146,500",11,11,"21,700",5,5,1,1,x,4,4,x,46,49,44,45,"88,200",4,4,"23,300",5,6,"10,500",67,94,"363,500",57,"975,000"
110302036,11,3,2,36,1102036,TOWNSHIP 67,90,"3,307,542",81,168,53,79,"218,900",51,78,"760,950",9,10,"194,550",1,1,x,74,103,"325,500",36,36,18,18,"210,600",18,18,"26,750",5,6,2,2,x,4,4,x,58,61,56,56,"157,500",5,5,"32,700",13,13,"41,000",74,88,"358,250",76,"957,192"
110302038,11,3,2,38,1102038,TOWNSHIP 20,59,"3,620,531",56,110,34,46,"230,780",33,51,"658,200",8,11,"283,000",1,2,x,44,87,"405,000",26,29,23,25,"463,000",4,4,x,7,7,2,2,x,5,5,"5,600",48,50,48,49,"159,250",1,1,x,13,13,"78,900",53,78,"287,850",47,"968,651"
110302039,11,3,2,39,1102039,TOWNSHIP 21,51,"2,164,835",42,84,26,34,"108,100",29,44,"459,500",4,4,"100,000",2,2,x,38,64,"264,800",20,21,14,14,"187,200",7,7,"9,400",4,4,0,0,0,4,4,"10,800",37,39,37,37,"100,100",2,2,x,5,5,"9,300",40,58,"233,500",40,"598,635"
110302041,11,3,2,41,1102041,TOWNSHIP 22,48,"1,779,528",46,72,27,31,"103,600",30,39,"419,000",1,2,x,0,0,0,34,39,"155,700",15,16,9,10,"209,000",6,6,"13,000",1,1,0,0,0,1,1,x,28,29,27,27,"80,200",2,2,x,7,7,"20,500",39,53,"210,900",43,"548,928"
110302042,11,3,2,42,1102042,TOWNSHIP 23,76,"3,090,698",68,139,46,68,"239,900",38,68,"602,200",2,3,x,0,0,0,60,76,"297,900",20,22,14,15,"404,000",6,7,"11,700",4,4,2,2,x,2,2,x,43,43,43,43,"157,950",0,0,0,10,11,"71,800",57,95,"376,400",66,"851,848"
110302044,11,3,2,44,1102044,TOWNSHIP 24,109,"3,163,165",100,167,72,97,"276,350",46,66,"645,300",4,4,"114,500",0,0,0,70,98,"415,205",38,38,26,26,"356,050",12,12,"38,100",3,3,1,1,x,2,2,x,63,63,62,62,"145,175",1,1,x,10,10,"45,400",92,125,"419,900",89,"688,785"
110302049,11,3,2,49,1102049,TOWNSHIP 33,86,"4,021,327",79,156,45,59,"226,300",49,86,"895,062",9,10,"255,000",1,1,x,63,104,"377,815",30,30,19,19,"355,600",11,11,"20,000",8,8,1,1,x,7,7,"19,600",54,55,52,52,"155,250",3,3,x,12,12,"43,000",69,112,"424,800",76,"1,191,900"
110302052,11,3,2,52,1102052,TOWNSHIP 34,61,"2,977,552",53,105,38,54,"329,500",29,42,"521,500",3,6,"98,000",1,3,x,48,62,"275,000",17,17,9,9,"183,000",8,8,x,4,4,1,1,x,3,3,x,33,33,32,32,"92,800",1,1,x,5,6,"43,500",50,74,"308,700",51,"964,952"
110302054,11,3,2,54,1102054,TOWNSHIP 35,42,"1,625,975",39,72,29,40,"183,000",16,26,"290,800",2,4,x,1,2,x,35,46,"153,000",9,9,6,6,"103,000",3,3,x,3,3,1,1,x,2,2,x,22,23,22,23,"63,300",0,0,0,2,2,x,31,53,"185,400",34,"512,275"
110302056,11,3,2,56,1102056,TOWNSHIP 36,47,"1,149,915",45,78,38,55,"207,150",16,23,"213,000",0,0,0,0,0,0,43,53,"154,170",13,13,8,8,"64,500",5,5,"12,700",1,1,1,1,x,0,0,0,32,34,32,33,"71,500",1,1,x,5,6,x,29,38,"103,300",38,"303,595"
110302058,11,3,2,58,1102058,TOWNSHIP 37,24,"641,530",22,37,14,20,"75,930",10,16,"149,100",1,1,x,0,0,0,20,26,"71,200",9,9,3,3,x,6,6,"9,100",1,1,0,0,0,1,1,x,14,15,14,14,"27,700",1,1,x,3,3,"9,500",21,22,"75,300",19,"176,200"
120000000,12,0,0,0,1200000,NOVA SCOTIA - NOUVELLE-ECOSSE,"5,045","150,288,114","4,153","7,613","3,190","4,463","20,479,236","1,799","2,776","26,877,329",239,294,"4,982,650",62,80,"931,300","3,310","4,608","18,353,767",287,302,233,246,"2,824,230",56,56,"118,800",300,328,81,87,"241,875",223,241,"529,425","2,517","2,604","2,472","2,515","6,628,817",89,89,"531,945",386,417,"2,085,650","3,466","4,807","18,315,539","3,760","47,387,551"
120100000,12,1,0,0,1200000,AGRICULTURAL REGION AGRICOLE 1,853,"15,596,193",618,853,474,589,"3,122,353",183,216,"1,910,150",29,37,"173,300",11,11,"100,500",480,573,"2,401,007",9,9,6,6,x,3,3,x,35,39,10,11,"27,900",25,28,"41,000",314,318,309,313,"782,505",5,5,"8,500",26,29,"82,800",557,753,"2,992,594",581,"3,917,584"
120101000,12,1,1,0,1201000,SHELBURNE COUNTY,36,"370,500",14,18,9,11,"46,200",5,6,"16,500",1,1,x,0,0,0,12,13,"41,500",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,x,9,9,9,9,x,0,0,0,0,0,0,22,27,"154,000",25,"87,800"
120101001,12,1,1,1,1201001,BARRINGTON,14,"147,900",2,3,2,3,x,0,0,0,0,0,0,0,0,0,3,3,x,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,x,2,2,2,2,x,0,0,0,0,0,0,13,15,"98,000",10,"23,900"
120101006,12,1,1,6,1201006,SHELBURNE,22,"222,600",12,15,7,8,x,5,6,"16,500",1,1,x,0,0,0,9,10,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,x,0,0,0,0,0,0,9,12,"56,000",15,"63,900"
120102000,12,1,2,0,1202000,YARMOUTH COUNTY,143,"3,082,580",98,142,79,101,"671,500",25,36,"382,500",2,2,x,3,3,"28,000",76,90,"364,875",1,1,0,0,0,1,1,x,4,5,1,1,x,3,4,"5,500",50,51,50,51,"155,700",0,0,0,8,10,"28,500",83,110,"439,200",93,"996,305"
120102001,12,1,2,1,1202001,ARGYLE,33,"357,300",20,22,16,18,"114,900",3,3,"20,500",1,1,x,0,0,0,12,12,"61,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,x,0,0,0,0,0,0,10,14,"44,300",17,"81,100"
120102004,12,1,2,4,1202004,YARMOUTH,110,"2,725,280",78,120,63,83,"556,600",22,33,"362,000",1,1,x,3,3,"28,000",64,78,"303,175",1,1,0,0,0,1,1,x,4,5,1,1,x,3,4,"5,500",42,43,42,43,x,0,0,0,8,10,"28,500",73,96,"394,900",76,"915,205"
120103000,12,1,3,0,1203000,DIGBY COUNTY,203,"3,554,708",148,182,119,131,"658,050",44,47,"431,900",4,4,"25,000",0,0,0,120,146,"796,650",4,4,3,3,x,1,1,x,9,9,3,3,x,6,6,x,48,48,48,48,"134,100",0,0,0,3,3,x,123,143,"627,650",134,"842,758"
120103001,12,1,3,1,1203001,CLARE,96,"1,769,447",63,77,50,55,"320,300",18,20,"162,700",2,2,x,0,0,0,61,78,"475,000",0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,x,14,14,14,14,"42,700",0,0,0,1,1,x,64,73,"354,300",63,"398,347"
120103004,12,1,3,4,1203004,DIGBY,107,"1,785,261",85,105,69,76,"337,750",26,27,"269,200",2,2,x,0,0,0,59,68,"321,650",4,4,3,3,x,1,1,x,7,7,3,3,x,4,4,"2,000",34,34,34,34,"91,400",0,0,0,2,2,x,59,70,"273,350",71,"444,411"
120104000,12,1,4,0,1204000,QUEENS COUNTY,65,"978,357",48,64,35,47,"228,150",14,14,"113,500",0,0,0,3,3,"25,000",38,44,"146,262",1,1,0,0,0,1,1,x,3,3,0,0,0,3,3,"5,800",25,25,25,25,x,0,0,0,2,2,x,39,58,"214,900",44,"188,445"
120104008,12,1,4,8,1204008,"QUEENS, SUBD. B",65,"978,357",48,64,35,47,"228,150",14,14,"113,500",0,0,0,3,3,"25,000",38,44,"146,262",1,1,0,0,0,1,1,x,3,3,0,0,0,3,3,"5,800",25,25,25,25,x,0,0,0,2,2,x,39,58,"214,900",44,"188,445"
120106000,12,1,6,0,1206000,LUNENBURG COUNTY,406,"7,610,048",310,447,232,299,"1,518,453",95,113,"965,750",22,30,"130,800",5,5,"47,500",234,280,"1,051,720",3,3,3,3,"15,000",0,0,0,18,21,6,7,"19,400",12,14,"25,800",182,185,177,180,"427,205",5,5,"8,500",13,14,"40,800",290,415,"1,556,844",285,"1,802,276"
120106001,12,1,6,1,1206001,LUNENBURG,353,"6,672,434",269,391,209,267,"1,390,853",77,93,"831,250",18,26,x,5,5,"47,500",202,242,"914,945",3,3,3,3,"15,000",0,0,0,15,16,6,7,"19,400",9,9,x,159,162,154,157,"364,705",5,5,"8,500",13,14,"40,800",255,360,"1,321,549",242,"1,596,132"
120106009,12,1,6,9,1206009,CHESTER,53,"937,614",41,56,23,32,"127,600",18,20,"134,500",4,4,x,0,0,0,32,38,"136,775",0,0,0,0,0,0,0,0,3,5,0,0,0,3,5,x,23,23,23,23,"62,500",0,0,0,0,0,0,35,55,"235,295",43,"206,144"
120200000,12,2,0,0,1200000,AGRICULTURAL REGION AGRICOLE 2,"1,596","63,061,407","1,375","2,968","1,046","1,589","7,206,277",707,"1,199","11,762,234",110,145,"3,034,250",24,35,"474,000","1,107","1,778","7,216,584",100,107,86,93,"1,492,706",14,14,"32,600",95,105,32,36,"96,450",66,69,"168,850",805,858,781,804,"2,075,081",54,54,"351,150",164,175,"905,775","1,186","1,732","6,566,580","1,264","21,678,870"
120205000,12,2,5,0,1205000,ANNAPOLIS COUNTY,373,"11,140,712",312,533,244,315,"1,462,807",132,196,"1,988,099",15,16,"231,500",6,6,"119,000",238,317,"1,137,350",20,21,18,19,"265,900",2,2,x,24,27,8,9,x,18,18,"49,650",196,201,193,195,"514,743",6,6,"37,000",29,30,"179,875",284,380,"1,509,153",292,"3,613,285"
120205001,12,2,5,1,1205001,"ANNAPOLIS, SUBD. D",34,"711,353",29,43,22,26,"94,050",8,15,"130,000",1,1,x,1,1,x,20,25,"81,500",0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,x,18,19,18,19,"42,853",0,0,0,2,2,x,24,33,"92,200",26,"254,550"
120205004,12,2,5,4,1205004,"ANNAPOLIS, SUBD. A",110,"1,911,147",87,126,69,94,"434,555",24,30,"240,599",1,1,x,1,1,x,57,74,"220,050",3,3,3,3,"38,000",0,0,0,4,5,1,2,x,3,3,x,48,48,48,48,"110,340",0,0,0,3,3,x,81,113,"429,003",83,"401,350"
120205009,12,2,5,9,1205009,"ANNAPOLIS, SUBD. B",125,"4,740,497",106,197,81,100,"469,277",55,85,"972,000",10,10,"140,500",2,2,x,89,119,"440,150",11,11,10,10,"75,900",1,1,x,13,15,5,5,x,10,10,"31,700",76,78,74,74,"206,500",4,4,x,15,16,"95,175",100,130,"549,900",105,"1,708,895"
120205014,12,2,5,14,1205014,"ANNAPOLIS, SUBD. C",104,"3,777,715",90,167,72,95,"464,925",45,66,"645,500",3,4,x,2,2,x,72,99,"395,650",6,7,5,6,"152,000",1,1,x,5,5,2,2,x,3,3,x,54,56,53,54,"155,050",2,2,x,9,9,"63,700",79,104,"438,050",78,"1,248,490"
120207000,12,2,7,0,1207000,KINGS COUNTY,792,"36,450,891",683,"1,678",526,868,"3,898,820",379,693,"6,737,150",69,102,"2,284,750",10,15,"195,500",567,"1,046","4,392,456",58,64,52,58,"1,123,806",6,6,"13,100",39,45,16,19,"59,200",24,26,"64,300",319,342,309,319,"771,700",23,23,"143,000",79,84,"421,400",589,861,"3,065,295",620,"13,280,414"
120207001,12,2,7,1,1207001,"KINGS, SUBD. A",398,"15,670,605",342,773,268,436,"1,980,020",178,289,"2,723,550",30,43,"935,750",4,5,x,288,461,"1,842,671",26,27,21,22,"327,000",5,5,x,23,28,10,12,"50,000",14,16,"40,900",151,161,147,153,"369,950",8,8,x,36,40,"189,400",289,411,"1,511,645",311,"5,587,119"
120207011,12,2,7,11,1207011,"KINGS, SUBD. C",48,"2,365,465",41,96,32,53,"241,600",22,38,"401,200",1,5,x,0,0,0,30,74,"361,235",5,5,5,5,"52,500",0,0,0,2,2,2,2,x,0,0,0,25,26,25,25,x,1,1,x,2,2,x,41,62,"201,250",38,"964,830"
120207016,12,2,7,16,1207016,"KINGS, SUBD. B",237,"12,403,546",206,540,153,250,"1,050,200",122,242,"2,449,400",25,39,"903,000",5,9,"131,500",170,358,"1,523,100",20,23,20,23,"574,306",0,0,0,8,8,2,2,x,6,6,x,88,93,86,89,"191,700",4,4,x,21,22,"103,500",171,241,"845,450",184,"4,584,690"
120207021,12,2,7,21,1207021,"KINGS, SUBD. D",109,"6,011,275",94,269,73,129,"627,000",57,124,"1,163,000",13,15,x,1,1,x,79,153,"665,450",7,9,6,8,"170,000",1,1,x,6,7,2,3,x,4,4,x,55,62,51,52,x,10,10,"58,000",20,20,x,88,147,"506,950",87,"2,143,775"
120208000,12,2,8,0,1208000,HANTS COUNTY,431,"15,469,804",380,757,276,406,"1,844,650",196,310,"3,036,985",26,27,"518,000",8,14,"159,500",302,415,"1,686,778",22,22,16,16,"103,000",6,6,x,32,33,8,8,x,24,25,"54,900",290,315,279,290,"788,638",25,25,"171,150",56,61,"304,500",313,491,"1,992,132",352,"4,785,171"
120208001,12,2,8,1,1208001,WEST HANTS,227,"6,434,328",198,357,148,212,"911,000",85,125,"1,071,815",12,12,"182,000",5,8,"64,500",147,192,"715,631",14,14,10,10,"63,000",4,4,"12,000",14,14,3,3,"1,500",11,11,"25,400",139,152,132,136,"327,250",16,16,"106,000",27,30,"118,400",170,271,"1,041,282",185,"1,794,550"
120208008,12,2,8,8,1208008,EAST HANTS,204,"9,035,476",182,400,128,194,"933,650",111,185,"1,965,170",14,15,"336,000",3,6,"95,000",155,223,"971,147",8,8,6,6,"40,000",2,2,x,18,19,5,5,x,13,14,"29,500",151,163,147,154,"461,388",9,9,"65,150",29,31,"186,100",143,220,"950,850",167,"2,990,621"
120300000,12,3,0,0,1200000,AGRICULTURAL REGION AGRICOLE 3,"1,896","53,415,330","1,614","2,838","1,246","1,696","7,301,478",683,"1,038","10,150,845",74,81,"1,214,000",18,23,"235,200","1,272","1,675","6,365,769",162,169,131,137,"1,175,024",32,32,"64,200",121,127,26,26,"97,125",95,101,"234,150","1,050","1,074","1,037","1,049","2,808,540",25,25,"141,295",155,165,"816,550","1,280","1,733","6,572,966","1,396","16,238,188"
120310000,12,3,10,0,1210000,COLCHESTER COUNTY,549,"18,342,894",475,928,364,544,"2,363,100",213,345,"3,772,574",31,33,"650,500",5,6,"87,200",370,503,"2,050,129",43,44,34,34,"267,400",10,10,x,27,28,5,5,x,22,23,"56,950",326,339,322,332,"890,265",7,7,"46,945",66,67,"373,900",371,510,"1,957,779",401,"5,775,252"
120310001,12,3,10,1,1210001,"COLCHESTER, SUBD. C",224,"9,197,220",195,427,143,226,"1,064,900",106,179,"2,113,374",16,17,"386,500",4,5,x,157,219,"993,579",12,12,7,7,"34,800",5,5,"20,000",14,15,3,3,x,11,12,"42,050",143,149,141,146,"474,050",3,3,x,36,37,"219,600",163,224,"898,318",161,"2,841,149"
120310008,12,3,10,8,1210008,"COLCHESTER, SUBD. B",229,"7,373,338",204,379,161,240,"1,004,700",78,125,"1,305,200",12,13,x,1,1,x,160,216,"853,350",20,20,20,20,"168,600",0,0,0,10,10,1,1,x,9,9,x,142,147,140,144,"333,315",3,3,x,23,23,"131,500",153,212,"805,850",183,"2,519,578"
120310012,12,3,10,12,1210012,"COLCHESTER, SUBD. A",96,"1,772,336",76,122,60,78,"293,500",29,41,"354,000",3,3,x,0,0,0,53,68,"203,200",11,12,7,7,"64,000",5,5,x,3,3,1,1,x,2,2,x,41,43,41,42,"82,900",1,1,x,7,7,"22,800",55,74,"253,611",57,"414,525"
120311000,12,3,11,0,1211000,CUMBERLAND COUNTY,612,"15,585,196",491,818,393,513,"2,387,953",192,281,"2,731,600",13,15,"178,500",8,9,"78,500",396,543,"2,094,640",60,66,53,59,"505,024",7,7,"10,700",36,41,5,5,"23,975",31,36,"77,600",273,278,269,269,"679,550",9,9,"53,750",42,46,"218,650",392,515,"2,030,775",421,"4,513,979"
120311001,12,3,11,1,1211001,"CUMBERLAND, SUBD. A",103,"1,741,375",67,94,53,66,"342,661",17,26,"235,500",1,1,x,1,1,x,57,82,"349,089",4,4,3,3,"10,000",1,1,x,4,5,0,0,0,4,5,x,27,27,27,27,"69,900",0,0,0,4,5,"19,650",53,70,"250,300",55,"426,675"
120311006,12,3,11,6,1211006,"CUMBERLAND, SUBD. B",176,"4,138,493",134,217,114,142,"668,650",45,71,"665,000",2,2,x,2,2,x,121,188,"632,350",6,6,5,5,"28,500",1,1,x,9,10,1,1,x,8,9,"29,000",60,61,60,60,"149,700",1,1,x,10,12,"37,500",121,156,"616,543",116,"1,266,250"
120311009,12,3,11,9,1211009,"CUMBERLAND, SUBD. C",209,"6,391,619",179,323,140,192,"833,100",83,118,"1,156,700",7,9,"127,500",3,4,"39,000",137,174,"756,850",30,31,29,30,"265,200",1,1,x,17,18,4,4,x,13,14,"36,200",114,114,112,112,"283,350",2,2,x,18,19,"129,100",140,191,"799,050",161,"1,942,694"
120311014,12,3,11,14,1211014,"CUMBERLAND, SUBD. D",124,"3,313,709",111,184,86,113,"543,542",47,66,"674,400",3,3,"10,000",2,2,x,81,99,"356,351",20,25,16,21,"201,324",4,4,"5,100",6,8,0,0,0,6,8,x,72,76,70,70,"176,600",6,6,"45,750",10,10,"32,400",78,98,"364,882",89,"878,360"
120312000,12,3,12,0,1212000,PICTOU COUNTY,492,"11,635,120",433,703,336,443,"1,643,900",170,237,"2,092,771",17,19,"297,100",3,4,x,331,410,"1,389,150",41,41,32,32,"308,600",9,9,x,28,28,9,9,x,19,19,"45,850",295,300,291,292,"693,683",8,8,x,29,30,"114,200",340,465,"1,672,637",387,"3,277,179"
