AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTFCAP,TOTFCAP,VALULB,VALMCH,VALULVSK,FCAPDIST_1,FCAPDIST_2,FCAPDIST_3,FCAPDIST_4,FCAPDIST_5,FCAPDIST_6,FCAPDIST_7,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12,FRMTYP1_13,FRMTYP1_14,FRMTYP1_15,NTOTWRK,TOTWRK,NWRKAGR,WRKAGR,NWRKNAG,WRKNAG,TOTWRK_1,TOTWRK_2,TOTWRK_3,TOTWRK_4,TOTWRK_5,TOTWRK_6,TOTWRK_7,TOTWRK_8,TOTWRK_9,TOTWRK_10
110203058,11,2,3,58,1103058,TOWNSHIP  1,60,"6,060,561","4,359,050","1,012,154","689,357",1,3,12,24,14,5,1,39,4,12,9,0,0,1,4,1,3,5,4,1,0,0,3,32,"4,573",6,669,27,"3,904",0,0,1,3,6,2,5,2,8,5
110300000,11,3,0,0,1100000,QUEENS COUNTY,"1,484","314,007,356","216,794,011","59,602,810","37,610,535",8,28,109,387,457,373,122,"1,228",396,309,134,10,3,39,122,29,34,152,111,17,24,4,75,557,"94,484",130,"16,187",446,"78,297",7,18,22,29,27,41,66,49,116,182
110302000,11,3,2,0,1102000,QUEENS COUNTY,"1,484","314,007,356","216,794,011","59,602,810","37,610,535",8,28,109,387,457,373,122,"1,228",396,309,134,10,3,39,122,29,34,152,111,17,24,4,75,557,"94,484",130,"16,187",446,"78,297",7,18,22,29,27,41,66,49,116,182
110302001,11,3,2,1,1102001,TOWNSHIP 62,22,"3,340,846","2,768,850","395,950","176,046",0,1,2,10,5,3,1,16,3,3,0,0,0,1,2,3,0,4,4,0,0,0,2,9,"1,379",0,0,9,"1,379",0,0,1,0,0,1,1,3,2,1
110302004,11,3,2,4,1102004,TOWNSHIP 60,23,"4,458,511","3,344,600","866,381","247,530",1,2,3,5,4,6,2,14,2,1,1,0,0,0,5,2,2,1,1,0,0,0,0,12,"2,403",2,565,10,"1,838",0,1,0,1,0,1,0,1,3,5
110302006,11,3,2,6,1102006,TOWNSHIP 58,27,"7,344,435","5,630,700","1,173,279","540,456",0,3,3,6,4,6,5,19,4,6,0,0,0,1,4,0,1,3,2,0,1,0,2,9,"1,377",2,210,7,"1,167",0,0,1,1,1,1,1,1,1,2
110302008,11,3,2,8,1102008,TOWNSHIP 57,74,"20,653,336","14,866,771","4,391,950","1,394,615",0,1,1,18,20,28,6,63,7,21,6,0,0,1,20,2,1,5,4,1,0,0,1,27,"3,787",5,380,23,"3,407",0,1,1,3,2,0,8,1,7,4
110302009,11,3,2,9,1102009,TOWNSHIP 50,78,"22,905,069","15,924,000","4,106,830","2,874,239",1,0,5,12,22,27,11,72,16,24,9,0,0,3,4,0,2,14,8,2,4,0,6,25,"4,206",7,800,19,"3,406",0,0,1,0,1,2,6,3,6,6
110302012,11,3,2,12,1102012,TOWNSHIP 49,58,"13,136,047","9,233,400","2,462,650","1,439,997",0,1,3,13,18,16,7,50,14,12,3,0,0,4,3,5,0,9,5,1,3,0,3,19,"3,710",6,714,16,"2,996",0,0,1,0,0,2,2,1,5,8
110302014,11,3,2,14,1102014,TOWNSHIP 48,81,"16,391,473","11,755,500","2,682,213","1,953,760",2,2,2,19,28,23,5,65,23,15,8,2,0,2,2,4,4,5,3,2,0,0,3,27,"5,210",10,"1,464",18,"3,746",1,1,0,3,1,1,1,0,5,14
110302022,11,3,2,22,1102022,CHARLOTTETOWN,17,"3,280,952","2,589,700","317,850","373,402",0,0,3,3,5,5,1,10,3,1,1,0,0,0,0,0,5,0,0,0,0,0,0,4,883,1,250,3,633,0,0,0,1,0,0,0,0,0,3
110302024,11,3,2,24,1102024,TOWNSHIP 32,89,"19,949,495","13,432,600","4,018,924","2,497,971",0,3,8,27,27,16,8,76,18,28,7,0,0,2,7,2,4,8,5,2,1,0,4,37,"6,253",4,510,33,"5,743",0,1,1,4,1,1,5,3,7,14
110302026,11,3,2,26,1102026,TOWNSHIP 31,124,"25,921,941","17,670,200","5,011,750","3,239,991",0,3,9,32,37,33,10,98,28,24,7,1,0,3,17,0,1,17,16,0,1,0,11,43,"7,911",14,"2,229",30,"5,682",1,0,3,2,3,2,3,2,9,18
110302028,11,3,2,28,1102028,TOWNSHIP 65,75,"11,858,251","7,942,700","2,361,900","1,553,651",0,1,6,25,25,17,1,58,22,14,6,2,0,0,8,0,0,6,5,0,1,0,2,32,"6,818",9,"1,642",23,"5,176",1,2,1,0,1,1,1,2,6,17
110302029,11,3,2,29,1102029,TOWNSHIP 30,47,"6,909,274","4,457,200","1,339,385","1,112,689",0,1,4,12,22,7,1,37,14,11,6,0,0,0,1,0,0,5,2,1,2,0,2,21,"3,277",4,480,17,"2,797",0,1,0,2,1,3,4,1,4,5
110302031,11,3,2,31,1102031,TOWNSHIP 29,76,"11,871,702","7,640,490","2,931,150","1,300,062",2,1,7,21,26,16,3,60,22,15,3,0,0,2,10,1,0,7,4,1,2,1,1,38,"6,509",10,"1,614",28,"4,895",0,1,0,1,1,4,4,5,12,10
110302036,11,3,2,36,1102036,TOWNSHIP 67,90,"17,751,679","11,478,210","3,307,542","2,965,927",0,3,10,19,20,33,5,78,38,15,13,1,0,0,5,0,1,5,4,1,0,0,3,34,"5,539",7,815,27,"4,724",0,0,4,1,1,3,2,6,8,9
110302038,11,3,2,38,1102038,TOWNSHIP 20,59,"15,868,710","10,244,400","3,620,531","2,003,779",0,1,2,9,20,20,7,52,25,12,5,0,0,1,4,0,0,5,5,0,0,0,2,15,"2,327",6,462,11,"1,865",0,1,0,1,1,0,2,2,6,2
110302039,11,3,2,39,1102039,TOWNSHIP 21,51,"11,136,980","7,899,600","2,164,835","1,072,545",0,1,7,13,17,8,5,42,14,12,2,0,0,3,6,0,0,5,3,1,1,0,3,18,"3,420",4,380,15,"3,040",0,0,0,1,1,3,2,2,1,8
110302041,11,3,2,41,1102041,TOWNSHIP 22,48,"8,151,624","5,255,600","1,779,528","1,116,496",0,0,1,17,14,14,2,42,24,6,3,0,0,2,1,0,2,4,4,0,0,0,4,14,"2,244",3,143,13,"2,101",0,0,0,1,2,0,2,3,3,3
110302042,11,3,2,42,1102042,TOWNSHIP 23,76,"16,824,343","11,186,300","3,090,698","2,547,345",0,1,7,18,26,16,8,63,22,11,10,2,0,5,1,0,3,9,9,0,0,0,8,33,"5,760",6,341,29,"5,419",0,0,2,0,2,3,5,4,7,10
110302044,11,3,2,44,1102044,TOWNSHIP 24,109,"18,235,145","12,726,800","3,163,165","2,345,180",1,0,11,40,34,16,7,96,32,32,13,1,1,4,4,2,1,6,6,0,0,0,5,44,"6,699",10,"1,273",36,"5,426",1,4,3,2,3,1,4,4,9,13
110302049,11,3,2,49,1102049,TOWNSHIP 33,86,"22,064,812","15,756,250","4,021,327","2,287,235",0,0,5,25,22,21,13,76,20,19,13,0,1,4,9,2,1,7,5,1,1,1,4,33,"5,635",6,731,27,"4,904",1,2,0,0,2,3,6,2,3,14
110302052,11,3,2,52,1102052,TOWNSHIP 34,61,"17,929,143","13,255,400","2,977,552","1,696,191",1,1,2,14,16,17,10,50,11,5,8,1,0,0,4,3,4,14,7,3,4,1,2,24,"3,596",8,840,17,"2,756",1,1,1,2,1,4,1,2,5,6
110302054,11,3,2,54,1102054,TOWNSHIP 35,42,"8,576,689","5,610,750","1,625,975","1,339,964",0,1,3,7,15,12,4,34,11,7,5,0,0,0,4,0,1,6,4,1,1,0,3,12,"1,830",1,49,12,"1,781",1,0,0,0,2,2,1,1,1,4
110302056,11,3,2,56,1102056,TOWNSHIP 36,47,"6,137,045","4,104,440","1,149,915","882,690",0,1,5,11,21,9,0,36,15,10,4,0,0,1,1,2,0,3,2,0,1,0,2,17,"2,228",5,295,13,"1,933",0,2,2,1,0,2,3,0,3,4
110302058,11,3,2,58,1102058,TOWNSHIP 37,24,"3,309,854","2,019,550","641,530","648,774",0,0,0,11,9,4,0,21,8,5,1,0,1,0,0,1,1,4,3,0,1,1,2,10,"1,483",0,0,10,"1,483",0,0,0,2,0,1,2,0,3,2
120000000,12,0,0,0,1200000,NOVA SCOTIA - NOUVELLE-ECOSSE,"5,045","897,562,841","633,123,762","150,288,114","114,150,965",73,193,621,"1,587","1,298",942,331,"3,169",830,946,196,126,11,47,74,449,322,168,92,9,67,22,25,"2,410","450,168",478,"66,281","2,041","383,887",49,47,71,132,125,98,209,163,534,982
120100000,12,1,0,0,1200000,AGRICULTURAL REGION AGRICOLE 1,853,"98,658,767","72,373,424","15,596,193","10,689,150",17,52,145,309,220,91,19,407,63,157,29,17,0,2,9,24,84,22,11,0,11,4,3,459,"89,290",78,"11,105",398,"78,185",8,6,18,17,19,16,38,32,105,200
120101000,12,1,1,0,1201000,SHELBURNE COUNTY,36,"2,047,585","1,458,400","370,500","218,685",1,10,8,12,4,1,0,13,0,2,0,0,0,0,0,2,8,1,0,0,1,0,0,13,"2,962",1,3,13,"2,959",0,0,0,0,0,1,0,0,4,8
120101001,12,1,1,1,1201001,BARRINGTON,14,"498,695","309,200","147,900","41,595",0,8,2,4,0,0,0,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,475,0,0,2,475,0,0,0,0,0,0,0,0,1,1
120101006,12,1,1,6,1201006,SHELBURNE,22,"1,548,890","1,149,200","222,600","177,090",1,2,6,8,4,1,0,8,0,2,0,0,0,0,0,1,4,1,0,0,1,0,0,11,"2,487",1,3,11,"2,484",0,0,0,0,0,1,0,0,3,7
120102000,12,1,2,0,1202000,YARMOUTH COUNTY,143,"17,521,246","12,311,250","3,082,580","2,127,416",4,10,18,57,34,15,5,70,25,19,0,0,0,0,0,7,14,5,3,0,2,2,0,67,"14,223",5,764,64,"13,459",2,0,1,1,1,1,5,9,13,34
120102001,12,1,2,1,1202001,ARGYLE,33,"2,128,479","1,619,250","357,300","151,929",2,5,6,14,6,0,0,13,0,2,0,0,0,0,0,4,7,0,0,0,0,0,0,23,"5,502",2,395,22,"5,107",0,0,0,0,1,0,2,1,4,15
120102004,12,1,2,4,1202004,YARMOUTH,110,"15,392,767","10,692,000","2,725,280","1,975,487",2,5,12,43,28,15,5,57,25,17,0,0,0,0,0,3,7,5,3,0,2,2,0,44,"8,721",3,369,42,"8,352",2,0,1,1,0,1,3,8,9,19
120103000,12,1,3,0,1203000,DIGBY COUNTY,203,"23,261,785","17,330,169","3,554,708","2,376,908",5,14,37,68,51,26,2,116,2,34,18,3,0,1,1,3,50,4,1,0,3,0,0,112,"22,167",40,"8,251",76,"13,916",2,1,2,7,4,4,13,5,29,45
120103001,12,1,3,1,1203001,CLARE,96,"12,326,669","9,209,964","1,769,447","1,347,258",2,8,21,25,22,16,2,58,0,12,11,1,0,0,0,0,33,1,0,0,1,0,0,47,"10,430",26,"6,322",23,"4,108",0,0,2,2,1,0,4,2,13,23
120103004,12,1,3,4,1203004,DIGBY,107,"10,935,116","8,120,205","1,785,261","1,029,650",3,6,16,43,29,10,0,58,2,22,7,2,0,1,1,3,17,3,1,0,2,0,0,65,"11,737",14,"1,929",53,"9,808",2,1,0,5,3,4,9,3,16,22
120104000,12,1,4,0,1204000,QUEENS COUNTY,65,"7,053,409","5,399,050","978,357","676,002",2,4,15,19,16,8,1,24,2,14,1,0,0,1,2,0,3,1,0,0,1,0,0,44,"8,230",5,71,40,"8,159",3,1,0,1,3,2,2,4,6,22
120104008,12,1,4,8,1204008,"QUEENS, SUBD. B",65,"7,053,409","5,399,050","978,357","676,002",2,4,15,19,16,8,1,24,2,14,1,0,0,1,2,0,3,1,0,0,1,0,0,44,"8,230",5,71,40,"8,159",3,1,0,1,3,2,2,4,6,22
120106000,12,1,6,0,1206000,LUNENBURG COUNTY,406,"48,774,742","35,874,555","7,610,048","5,290,139",5,14,67,153,115,41,11,184,34,88,10,14,0,0,6,12,9,11,7,0,4,2,3,223,"41,708",27,"2,016",205,"39,692",1,4,15,8,11,8,18,14,53,91
120106001,12,1,6,1,1206001,LUNENBURG,353,"43,393,848","31,885,255","6,672,434","4,836,159",5,13,54,133,101,36,11,161,33,73,9,13,0,0,6,9,9,9,5,0,4,1,2,198,"37,793",22,"1,512",184,"36,281",0,3,13,7,8,7,16,12,48,84
120106009,12,1,6,9,1206009,CHESTER,53,"5,380,894","3,989,300","937,614","453,980",0,1,13,20,14,5,0,23,1,15,1,1,0,0,0,3,0,2,2,0,0,1,1,25,"3,915",5,504,21,"3,411",1,1,2,1,3,1,2,2,5,7
120200000,12,2,0,0,1200000,AGRICULTURAL REGION AGRICOLE 2,"1,596","386,749,147","277,925,076","63,061,407","45,762,664",8,29,127,438,432,371,191,"1,135",258,326,99,54,7,18,42,200,67,64,28,7,29,3,13,683,"128,705",160,"23,342",550,"105,363",13,12,28,34,31,24,58,53,145,285
120205000,12,2,5,0,1205000,ANNAPOLIS COUNTY,373,"74,886,795","54,863,366","11,140,712","8,882,717",1,6,39,120,109,63,35,228,64,90,13,2,2,2,1,29,19,6,2,1,3,0,1,169,"30,729",32,"3,955",145,"26,774",2,2,10,8,9,5,19,15,33,66
120205001,12,2,5,1,1205001,"ANNAPOLIS, SUBD. D",34,"4,752,492","3,461,438","711,353","579,701",0,3,3,16,9,1,2,17,4,8,1,0,0,0,0,3,1,0,0,0,0,0,0,20,"4,346",3,355,19,"3,991",0,0,0,0,0,1,1,1,8,9
120205004,12,2,5,4,1205004,"ANNAPOLIS, SUBD. A",110,"16,995,726","13,507,800","1,911,147","1,576,779",0,2,21,40,32,9,6,57,7,24,3,0,0,0,0,11,9,3,1,0,2,0,0,53,"8,477",7,638,48,"7,839",0,1,1,2,6,2,8,7,12,14
120205009,12,2,5,9,1205009,"ANNAPOLIS, SUBD. B",125,"29,011,671","20,532,528","4,740,497","3,738,646",1,0,6,34,36,35,13,85,34,34,3,1,2,2,1,3,3,2,1,0,1,0,1,50,"8,114",14,"1,345",39,"6,769",2,1,7,4,3,1,5,4,2,21
120205014,12,2,5,14,1205014,"ANNAPOLIS, SUBD. C",104,"24,126,906","17,361,600","3,777,715","2,987,591",0,1,9,30,32,18,14,69,19,24,6,1,0,0,0,12,6,1,0,1,0,0,0,46,"9,792",8,"1,617",39,"8,175",0,0,2,2,0,1,5,3,11,22
120207000,12,2,7,0,1207000,KINGS COUNTY,792,"219,295,678","159,650,695","36,450,891","23,194,092",5,14,63,212,185,195,118,593,75,122,73,46,3,13,37,156,21,47,18,6,23,2,7,312,"58,786",93,"14,577",232,"44,209",6,3,12,17,14,13,26,28,63,130
120207001,12,2,7,1,1207001,"KINGS, SUBD. A",398,"91,680,306","66,811,120","15,670,605","9,198,581",3,4,33,117,97,98,46,306,44,68,41,8,0,7,5,99,11,23,11,4,8,1,4,151,"28,437",39,"5,831",118,"22,606",2,3,4,12,8,5,10,9,33,65
120207011,12,2,7,11,1207011,"KINGS, SUBD. C",48,"13,146,963","9,737,000","2,365,465","1,044,498",0,2,3,15,13,10,5,32,2,15,3,2,1,0,1,4,1,3,2,0,1,0,1,27,"4,915",6,"1,067",21,"3,848",1,0,1,0,2,1,3,3,5,11
120207016,12,2,7,16,1207016,"KINGS, SUBD. B",237,"77,763,556","57,035,800","12,403,546","8,324,210",1,6,24,56,46,61,43,176,9,25,21,24,0,6,30,37,6,18,3,2,13,0,2,94,"17,709",33,"4,810",66,"12,899",3,0,5,3,1,4,11,12,20,35
120207021,12,2,7,21,1207021,"KINGS, SUBD. D",109,"36,704,853","26,066,775","6,011,275","4,626,803",1,2,3,24,29,26,24,79,20,14,8,12,2,0,1,16,3,3,2,0,1,1,0,40,"7,725",15,"2,869",27,"4,856",0,0,2,2,3,3,2,4,5,19
120208000,12,2,8,0,1208000,HANTS COUNTY,431,"92,566,674","63,411,015","15,469,804","13,685,855",2,9,25,106,138,113,38,314,119,114,13,6,2,3,4,15,27,11,8,0,3,1,5,202,"39,190",35,"4,810",173,"34,380",5,7,6,9,8,6,13,10,49,89
120208001,12,2,8,1,1208001,WEST HANTS,227,"42,110,886","29,938,750","6,434,328","5,737,808",1,5,17,56,84,52,12,153,36,68,7,3,2,2,2,9,17,7,4,0,3,1,1,106,"21,497",21,"3,256",88,"18,241",2,2,3,4,4,4,5,7,24,51
120208008,12,2,8,8,1208008,EAST HANTS,204,"50,455,788","33,472,265","9,035,476","7,948,047",1,4,8,50,54,61,26,161,83,46,6,3,0,1,2,6,10,4,4,0,0,0,4,96,"17,693",14,"1,554",85,"16,139",3,5,3,5,4,2,8,3,25,38
120300000,12,3,0,0,1200000,AGRICULTURAL REGION AGRICOLE 3,"1,896","306,727,313","208,927,496","53,415,330","44,384,487",36,73,255,614,465,365,88,"1,220",387,346,59,33,4,24,13,199,90,65,39,1,25,11,7,938,"170,224",183,"24,031",804,"146,193",20,24,21,67,56,42,77,59,204,368
120310000,12,3,10,0,1210000,COLCHESTER COUNTY,549,"104,856,650","69,960,406","18,342,894","16,553,350",7,13,75,151,135,131,37,380,154,103,22,11,1,8,7,36,26,12,7,0,5,2,1,254,"49,393",53,"8,582",211,"40,811",5,6,5,22,13,9,16,11,49,118
120310001,12,3,10,1,1210001,"COLCHESTER, SUBD. C",224,"50,883,354","33,153,237","9,197,220","8,532,897",2,7,21,48,51,77,18,171,89,38,6,6,0,2,3,11,10,6,5,0,1,1,1,93,"19,127",17,"3,945",78,"15,182",2,2,3,9,3,1,5,2,19,47
120310008,12,3,10,8,1210008,"COLCHESTER, SUBD. B",229,"41,966,578","28,349,070","7,373,338","6,244,170",3,3,30,68,67,43,15,155,56,47,11,4,1,4,3,9,14,6,2,0,4,1,0,117,"22,060",30,"4,184",94,"17,876",3,3,1,8,8,8,6,8,20,52
120310012,12,3,10,12,1210012,"COLCHESTER, SUBD. A",96,"12,006,718","8,458,099","1,772,336","1,776,283",2,3,24,35,17,11,4,54,9,18,5,1,0,2,1,16,2,0,0,0,0,0,0,44,"8,206",6,453,39,"7,753",0,1,1,5,2,0,5,1,10,19
120311000,12,3,11,0,1211000,CUMBERLAND COUNTY,612,"90,180,501","63,852,842","15,585,196","10,742,463",22,41,102,200,129,89,29,396,77,115,18,6,1,7,1,129,24,18,7,0,11,1,3,299,"51,514",65,"6,686",256,"44,828",11,14,9,18,15,16,28,25,52,111
120311001,12,3,11,1,1211001,"CUMBERLAND, SUBD. A",103,"11,564,387","8,411,905","1,741,375","1,411,107",12,11,24,35,7,9,5,62,1,13,0,1,0,0,0,42,2,3,1,0,2,0,1,44,"7,006",13,"1,516",35,"5,490",0,4,2,5,3,1,4,5,6,14
120311006,12,3,11,6,1211006,"CUMBERLAND, SUBD. B",176,"24,097,773","17,710,270","4,138,493","2,249,010",6,13,36,53,39,20,9,126,13,20,4,1,0,1,1,70,5,11,3,0,8,0,2,87,"13,688",18,"1,668",75,"12,020",6,1,2,6,5,9,9,7,13,29
120311009,12,3,11,9,1211009,"CUMBERLAND, SUBD. C",209,"36,035,958","25,014,985","6,391,619","4,629,354",4,9,25,74,47,39,11,132,41,52,8,3,0,5,0,11,10,2,1,0,1,0,0,105,"19,663",22,"2,494",91,"17,169",4,4,2,5,3,5,9,7,22,44
120311014,12,3,11,14,1211014,"CUMBERLAND, SUBD. D",124,"18,482,383","12,715,682","3,313,709","2,452,992",0,8,17,38,36,21,4,76,22,30,6,1,1,1,0,6,7,2,2,0,0,1,0,63,"11,157",12,"1,008",55,"10,149",1,5,3,2,4,1,6,6,11,24
120312000,12,3,12,0,1212000,PICTOU COUNTY,492,"67,125,163","46,659,426","11,635,120","8,830,617",6,12,55,203,125,79,12,277,92,76,11,9,2,8,5,20,26,28,21,1,6,6,3,279,"49,885",42,"4,453",252,"45,432",2,4,5,20,20,11,25,16,73,103
120312001,12,3,12,1,1212001,"PICTOU, SUBD. A",246,"34,794,391","23,881,676","5,864,942","5,047,773",2,5,23,104,63,43,6,150,57,43,8,3,1,3,2,5,15,13,11,0,2,2,1,143,"24,972",25,"3,062",125,"21,910",2,2,3,8,10,10,11,8,38,51
120312006,12,3,12,6,1212006,"PICTOU, SUBD. B",131,"16,162,920","11,348,700","2,856,180","1,958,040",1,3,18,55,32,20,2,69,20,12,3,4,1,4,2,8,5,10,8,0,2,2,2,66,"13,059",6,446,63,"12,613",0,0,1,3,6,0,5,5,16,30
120312011,12,3,12,11,1212011,"PICTOU, SUBD. C",115,"16,167,852","11,429,050","2,913,998","1,824,804",3,4,14,44,30,16,4,58,15,21,0,2,0,1,1,7,6,5,2,1,2,2,0,70,"11,854",11,945,64,"10,909",0,2,1,9,4,1,9,3,19,22
120314000,12,3,14,0,1214000,ANTIGONISH COUNTY,243,"44,564,999","28,454,822","7,852,120","8,258,057",1,7,23,60,76,66,10,167,64,52,8,7,0,1,0,14,14,7,4,0,3,2,0,106,"19,432",23,"4,310",85,"15,122",2,0,2,7,8,6,8,7,30,36
120314001,12,3,14,1,1214001,"ANTIGONISH, SUBD. A",151,"28,513,636","18,408,710","4,736,805","5,368,121",1,5,9,38,52,38,8,108,39,40,5,4,0,1,0,9,6,4,2,0,2,1,0,72,"12,698",14,"2,335",60,"10,363",2,0,2,5,5,5,5,5,19,24
120314006,12,3,14,6,1214006,"ANTIGONISH, SUBD. B",92,"16,051,363","10,046,112","3,115,315","2,889,936",0,2,14,22,24,28,2,59,25,12,3,3,0,0,0,5,8,3,2,0,1,1,0,34,"6,734",9,"1,975",25,"4,759",0,0,0,2,3,1,3,2,11,12
120400000,12,4,0,0,1200000,AGRICULTURAL REGION AGRICOLE 4,345,"49,280,108","34,526,697","8,563,510","6,189,901",5,30,55,105,81,52,17,195,48,55,8,10,0,2,1,19,44,8,7,1,0,1,2,159,"30,040",20,"2,454",146,"27,586",3,3,2,11,7,6,17,10,34,66
120409000,12,4,9,0,1209000,HALIFAX COUNTY,225,"37,453,510","26,312,500","6,423,664","4,717,346",3,15,34,64,53,40,16,142,41,32,8,8,0,1,1,15,30,6,5,1,0,0,2,97,"19,970",12,"1,651",89,"18,319",2,2,0,4,3,2,8,6,22,48
120409012,12,4,9,12,1209012,"HALIFAX, SUBD. C",14,"1,493,061","1,221,900","153,530","117,631",0,3,1,6,1,3,0,10,1,2,0,2,0,0,1,0,4,0,0,0,0,0,0,6,775,1,3,5,772,1,0,0,0,1,0,2,0,1,1
120409018,12,4,9,18,1209018,"HALIFAX, SUBD. D",30,"5,093,768","4,389,700","534,425","169,643",0,2,5,10,7,3,3,22,0,0,1,2,0,0,0,6,12,1,1,0,0,0,1,11,"2,510",0,0,11,"2,510",0,0,0,0,0,0,1,0,3,7
120409026,12,4,9,26,1209026,"HALIFAX, SUBD. E",73,"11,854,870","8,302,700","1,987,775","1,564,395",2,3,18,19,16,10,5,40,14,5,5,2,0,0,0,5,7,2,2,0,0,0,1,30,"6,702",3,386,29,"6,316",1,0,0,1,1,0,1,3,4,19
120409031,12,4,9,31,1209031,"HALIFAX, SUBD. F",67,"13,485,209","8,690,450","2,652,541","2,142,218",0,1,6,18,20,16,6,46,20,16,2,0,0,1,0,2,4,1,1,0,0,0,0,33,"6,568",6,832,29,"5,736",0,1,0,3,1,1,2,2,9,14
120409036,12,4,9,36,1209036,"HALIFAX, SUBD. G",41,"5,526,602","3,707,750","1,095,393","723,459",1,6,4,11,9,8,2,24,6,9,0,2,0,0,0,2,3,2,1,1,0,0,0,17,"3,415",2,430,15,"2,985",0,1,0,0,0,1,2,1,5,7
120413000,12,4,13,0,1213000,GUYSBOROUGH COUNTY,73,"7,286,076","4,989,950","1,342,963","953,163",2,9,15,22,17,7,1,33,6,16,0,2,0,1,0,4,4,0,0,0,0,0,0,36,"5,865",5,605,34,"5,260",1,1,1,3,2,1,6,3,9,9
120413001,12,4,13,1,1213001,ST. MARY'S,34,"4,028,294","2,695,310","820,750","512,234",1,4,8,8,6,6,1,21,5,8,0,2,0,1,0,4,1,0,0,0,0,0,0,14,"2,530",2,185,13,"2,345",1,1,0,1,0,1,2,1,1,6
120413004,12,4,13,4,1213004,GUYSBOROUGH,39,"3,257,782","2,294,640","522,213","440,929",1,5,7,14,11,1,0,12,1,8,0,0,0,0,0,0,3,0,0,0,0,0,0,22,"3,335",3,420,21,"2,915",0,0,1,2,2,0,4,2,8,3
120416000,12,4,16,0,1216000,RICHMOND COUNTY,47,"4,540,522","3,224,247","796,883","519,392",0,6,6,19,11,5,0,20,1,7,0,0,0,0,0,0,10,2,2,0,0,1,0,26,"4,205",3,198,23,"4,007",0,0,1,4,2,3,3,1,3,9
120416001,12,4,16,1,1216001,"RICHMOND, SUBD. C",10,"1,552,662","1,115,150","259,613","177,899",0,1,0,3,3,3,0,7,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,6,478,1,48,5,430,0,0,1,1,1,1,1,1,0,0
120416006,12,4,16,6,1216006,"RICHMOND, SUBD. A",19,"1,698,595","1,310,247","271,770","116,578",0,2,1,9,6,1,0,8,0,4,0,0,0,0,0,0,3,1,1,0,0,1,0,13,"2,600",1,30,12,"2,570",0,0,0,2,0,2,1,0,1,7
120416011,12,4,16,11,1216011,"RICHMOND, SUBD. B",18,"1,289,265","798,850","265,500","224,915",0,3,5,7,2,1,0,5,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,7,"1,127",1,120,6,"1,007",0,0,0,1,1,0,1,0,2,2
120500000,12,5,0,0,1200000,AGRICULTURAL REGION AGRICOLE 5,355,"56,147,506","39,371,069","9,651,674","7,124,763",7,9,39,121,100,63,16,212,74,62,1,12,0,1,9,7,37,9,7,0,2,3,0,171,"31,909",37,"5,349",143,"26,560",5,2,2,3,12,10,19,9,46,63
120515000,12,5,15,0,1215000,INVERNESS COUNTY,155,"25,577,472","16,836,703","4,688,334","4,052,435",1,3,19,55,44,24,9,90,37,37,0,2,0,0,1,0,10,3,2,0,1,1,0,75,"13,300",13,"2,062",64,"11,238",2,1,0,1,6,6,9,6,24,20
120515001,12,5,15,1,1215001,"INVERNESS, SUBD. C",52,"6,283,941","4,146,600","1,180,600","956,741",0,1,6,26,16,1,2,20,3,12,0,1,0,0,1,0,2,1,1,0,0,0,0,27,"5,342",4,248,25,"5,094",0,1,0,0,3,0,1,2,11,9
120515006,12,5,15,6,1215006,"INVERNESS, SUBD. B",82,"17,020,258","11,195,103","3,167,834","2,657,321",0,1,11,19,24,20,7,59,33,19,0,0,0,0,0,0,5,2,1,0,1,1,0,34,"5,505",7,"1,269",27,"4,236",2,0,0,1,2,4,4,4,10,7
120515011,12,5,15,11,1215011,"INVERNESS, SUBD. A",21,"2,273,273","1,495,000","339,900","438,373",1,1,2,10,4,3,0,11,1,6,0,1,0,0,0,0,3,0,0,0,0,0,0,14,"2,453",2,545,12,"1,908",0,0,0,0,1,2,4,0,3,4
120517000,12,5,17,0,1217000,CAPE BRETON COUNTY,142,"22,050,723","16,147,366","3,712,500","2,190,857",2,4,16,42,43,30,5,88,26,18,0,9,0,1,3,6,20,5,5,0,0,2,0,65,"13,678",16,"2,269",54,"11,409",1,0,0,1,5,2,6,1,15,34
120517006,12,5,17,6,1217006,"CAPE BRETON, SUBD. B",70,"10,356,215","7,598,500","1,921,692","836,023",1,2,8,20,21,15,3,40,9,12,0,4,0,0,0,3,8,4,4,0,0,1,0,36,"7,941",10,"1,274",30,"6,667",0,0,0,0,1,2,3,1,8,21
120517016,12,5,17,16,1217016,"CAPE BRETON, SUBD. A",72,"11,694,508","8,548,866","1,790,808","1,354,834",1,2,8,22,22,15,2,48,17,6,0,5,0,1,3,3,12,1,1,0,0,1,0,29,"5,737",6,995,24,"4,742",1,0,0,1,4,0,3,0,7,13
