AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,AGEDST_1,AGEDST_2,AGEDST_3,AGEDST_4,AGEDST_5,AGEDST_6,AGEDST_7,AGEDST_8,AGEDST_9,AGEDST_10,AGEDST_11,AGEDST_12,LRESID,LRESID_1,LRESID_2,LRESID_3,LRESID_4,TYPORG_1,TYPORG_2,TYPORG_3,TYPORG_4,TYPORG_5,TYPORG_6
120409036,12,4,9,36,1209036,"HALIFAX, SUBD. G",41,0,3,1,2,7,5,6,2,6,5,1,3,40,38,1,1,1,39,0,2,0,0,0
120413000,12,4,13,0,1213000,GUYSBOROUGH COUNTY,73,0,5,0,4,6,4,12,6,16,6,10,4,72,70,2,0,1,69,1,3,0,0,0
120413001,12,4,13,1,1213001,ST. MARY'S,34,0,1,0,2,2,2,9,3,6,3,4,2,34,34,0,0,0,33,0,1,0,0,0
120413004,12,4,13,4,1213004,GUYSBOROUGH,39,0,4,0,2,4,2,3,3,10,3,6,2,38,36,2,0,1,36,1,2,0,0,0
120416000,12,4,16,0,1216000,RICHMOND COUNTY,47,0,0,4,4,4,5,2,10,6,6,5,1,46,44,2,0,1,44,0,1,1,0,1
120416001,12,4,16,1,1216001,"RICHMOND, SUBD. C",10,0,0,0,0,1,2,0,4,2,0,1,0,9,9,0,0,1,9,0,0,1,0,0
120416006,12,4,16,6,1216006,"RICHMOND, SUBD. A",19,0,0,1,1,3,3,1,2,2,4,2,0,19,19,0,0,0,19,0,0,0,0,0
120416011,12,4,16,11,1216011,"RICHMOND, SUBD. B",18,0,0,3,3,0,0,1,4,2,2,2,1,18,16,2,0,0,16,0,1,0,0,1
120500000,12,5,0,0,1200000,AGRICULTURAL REGION AGRICOLE 5,355,0,6,27,38,42,37,41,40,46,39,23,16,341,336,2,3,14,322,7,11,10,2,3
120515000,12,5,15,0,1215000,INVERNESS COUNTY,155,0,3,16,15,17,15,21,15,20,13,12,8,150,146,2,2,5,140,5,5,2,1,2
120515001,12,5,15,1,1215001,"INVERNESS, SUBD. C",52,0,0,6,4,5,5,9,5,6,5,2,5,51,47,2,2,1,47,1,4,0,0,0
120515006,12,5,15,6,1215006,"INVERNESS, SUBD. B",82,0,3,8,10,8,8,10,7,11,6,8,3,78,78,0,0,4,72,4,1,2,1,2
120515011,12,5,15,11,1215011,"INVERNESS, SUBD. A",21,0,0,2,1,4,2,2,3,3,2,2,0,21,21,0,0,0,21,0,0,0,0,0
120517000,12,5,17,0,1217000,CAPE BRETON COUNTY,142,0,2,7,14,14,21,17,15,17,19,10,6,134,133,0,1,8,128,1,4,7,1,1
120517006,12,5,17,6,1217006,"CAPE BRETON, SUBD. B",70,0,0,5,5,7,10,8,9,9,8,4,5,66,65,0,1,4,62,0,3,3,1,1
120517016,12,5,17,16,1217016,"CAPE BRETON, SUBD. A",72,0,2,2,9,7,11,9,6,8,11,6,1,68,68,0,0,4,66,1,1,4,0,0
120518000,12,5,18,0,1218000,VICTORIA COUNTY,58,0,1,4,9,11,1,3,10,9,7,1,2,57,57,0,0,1,54,1,2,1,0,0
120518001,12,5,18,1,1218001,"VICTORIA, SUBD. B",58,0,1,4,9,11,1,3,10,9,7,1,2,57,57,0,0,1,54,1,2,1,0,0
130000000,13,0,0,0,1300000,NEW BRUNSWICK - N.-B.,"4,063",10,92,250,425,426,437,452,515,522,439,261,234,"3,860","3,754",58,48,203,"3,538",94,212,179,27,13
130100000,13,1,0,0,1300000,AGRICULTURAL REGION AGRICOLE 1,"1,645",6,36,130,166,173,179,191,223,192,180,86,83,"1,568","1,523",24,21,77,"1,415",38,102,75,13,2
130110000,13,1,10,0,1310000,YORK COUNTY,409,2,5,23,40,40,37,45,51,68,49,22,27,388,373,8,7,21,357,8,28,13,3,0
130110004,13,1,10,4,1310004,MANNERS SUTTON,64,0,2,1,8,6,5,13,8,8,8,2,3,61,59,1,1,3,61,1,2,0,0,0
130110011,13,1,10,11,1310011,CANTERBURY,18,0,0,0,0,2,3,3,2,3,5,0,0,18,18,0,0,0,16,0,2,0,0,0
130110016,13,1,10,16,1310016,PRINCE WILLIAM,31,0,0,1,3,1,3,1,7,6,3,2,4,31,31,0,0,0,28,2,1,0,0,0
130110018,13,1,10,18,1310018,KINGSCLEAR,23,0,0,0,3,1,4,5,2,3,3,0,2,22,22,0,0,1,22,0,1,0,0,0
130110021,13,1,10,21,1310021,QUEENSBURY,34,0,1,5,3,2,4,3,3,4,3,3,3,31,29,2,0,3,31,0,2,0,1,0
130110024,13,1,10,24,1310024,SOUTHAMPTON,50,1,0,4,3,6,7,5,7,6,4,4,3,47,47,0,0,3,46,1,1,2,0,0
130110026,13,1,10,26,1310026,BRIGHT,43,0,0,1,3,7,1,7,6,4,8,1,5,42,40,1,1,1,37,0,3,3,0,0
130110028,13,1,10,28,1310028,DOUGLAS,61,0,0,5,9,10,2,3,5,17,3,3,4,59,58,1,0,2,45,1,9,4,2,0
130110031,13,1,10,31,1310031,SAINT MARYS,20,0,0,1,3,1,4,1,3,3,3,1,0,20,18,1,1,0,16,2,2,0,0,0
130110032,13,1,10,32,1310032,FREDERICTON,23,0,0,1,1,1,2,0,2,5,4,4,3,18,13,1,4,5,18,0,2,3,0,0
130110036,13,1,10,36,1310036,STANLEY,42,1,2,4,4,3,2,4,6,9,5,2,0,39,38,1,0,3,37,1,3,1,0,0
130111000,13,1,11,0,1311000,CARLETON COUNTY,639,3,9,51,58,67,76,72,92,67,72,42,30,603,597,1,5,36,521,19,50,42,6,1
130111001,13,1,11,1,1311001,RICHMOND,49,0,0,1,3,8,9,5,6,6,5,2,4,48,48,0,0,1,44,1,3,1,0,0
130111004,13,1,11,4,1311004,WOODSTOCK,56,0,1,6,6,4,5,5,7,8,6,6,2,53,52,0,1,3,46,3,3,4,0,0
130111008,13,1,11,8,1311008,NORTHAMPTON,28,0,0,0,2,2,1,3,4,7,2,4,3,27,27,0,0,1,26,2,0,0,0,0
130111011,13,1,11,11,1311011,BRIGHTON,75,0,0,8,6,8,6,10,8,5,15,3,6,72,70,1,1,3,62,3,6,3,1,0
130111014,13,1,11,14,1311014,WAKEFIELD,90,0,2,9,5,13,14,9,10,7,11,5,5,84,84,0,0,6,66,3,15,4,1,1
130111018,13,1,11,18,1311018,WILMOT,67,0,0,3,9,7,10,7,12,4,6,6,3,63,62,0,1,4,52,0,5,8,2,0
130111021,13,1,11,21,1311021,SIMONDS,32,0,1,1,4,2,3,5,8,3,3,2,0,27,27,0,0,5,27,0,1,4,0,0
130111024,13,1,11,24,1311024,PEEL,41,0,1,2,6,3,0,5,10,5,5,3,1,39,39,0,0,2,32,0,2,5,2,0
130111026,13,1,11,26,1311026,ABERDEEN,49,2,1,2,7,8,4,6,9,6,3,0,1,45,45,0,0,4,38,2,6,3,0,0
130111028,13,1,11,28,1311028,KENT,91,0,3,9,7,9,15,10,10,8,10,6,4,86,84,0,2,5,80,2,5,4,0,0
130111031,13,1,11,31,1311031,WICKLOW,61,1,0,10,3,3,9,7,8,8,6,5,1,59,59,0,0,2,48,3,4,6,0,0
130112000,13,1,12,0,1312000,VICTORIA COUNTY,342,0,9,23,36,40,35,48,46,32,44,14,15,330,319,7,4,12,303,6,20,11,1,1
130112001,13,1,12,1,1312001,ANDOVER,31,0,1,1,1,5,5,5,3,2,2,2,4,30,29,1,0,1,28,2,1,0,0,0
130112004,13,1,12,4,1312004,PERTH,41,0,0,3,1,4,6,7,4,3,8,1,4,39,37,1,1,2,37,1,1,1,0,1
130112008,13,1,12,8,1312008,GORDON,35,0,1,2,4,2,2,5,4,3,9,3,0,33,32,1,0,2,30,0,2,2,1,0
130112014,13,1,12,14,1312014,DENMARK,81,0,2,2,11,6,6,14,9,13,11,4,3,79,79,0,0,2,70,1,7,3,0,0
130112016,13,1,12,16,1312016,GRAND FALLS,75,0,2,6,7,5,6,9,15,8,10,4,3,73,71,1,1,2,63,0,8,4,0,0
130112021,13,1,12,21,1312021,DRUMMOND,79,0,3,9,12,18,10,8,11,3,4,0,1,76,71,3,2,3,75,2,1,1,0,0
130113000,13,1,13,0,1313000,MADAWASKA COUNTY,255,1,13,33,32,26,31,26,34,25,15,8,11,247,234,8,5,8,234,5,4,9,3,0
130113001,13,1,13,1,1313001,SAINT-ANDRE,68,0,4,10,12,6,9,9,7,6,3,1,1,66,63,2,1,2,63,2,0,2,1,0
130113004,13,1,13,4,1313004,SAINT-LEONARD,21,0,0,2,1,2,5,3,1,1,3,2,1,21,21,0,0,0,20,1,0,0,0,0
130113008,13,1,13,8,1313008,NOTRE-DAME-DE-LOURDES,12,0,0,0,0,1,0,0,6,5,0,0,0,12,12,0,0,0,12,0,0,0,0,0
130113011,13,1,13,11,1313011,SAINTE-ANNE,36,0,2,4,3,5,4,3,7,2,2,2,2,35,31,3,1,1,32,1,3,0,0,0
130113018,13,1,13,18,1313018,SAINT-BASILE,16,0,0,2,1,2,1,2,3,2,0,2,1,16,15,1,0,0,15,0,1,0,0,0
130113022,13,1,13,22,1313022,SAINT-JOSEPH,21,0,0,1,4,3,5,1,2,2,1,0,2,21,20,1,0,0,19,0,0,2,0,0
130113032,13,1,13,32,1313032,SAINT-HILAIRE,10,0,1,2,2,1,1,0,2,1,0,0,0,10,9,0,1,0,9,0,0,1,0,0
130113034,13,1,13,34,1313034,BAKER BROOK,12,0,1,1,0,0,1,2,1,1,2,1,2,11,10,0,1,1,10,0,0,2,0,0
130113038,13,1,13,38,1313038,CLAIR,10,0,0,1,2,0,1,1,2,1,1,0,1,9,9,0,0,1,9,0,0,1,0,0
130113041,13,1,13,41,1313041,SAINT-FRANCOIS,49,1,5,10,7,6,4,5,3,4,3,0,1,46,44,1,1,3,45,1,0,1,2,0
130200000,13,2,0,0,1300000,AGRICULTURAL REGION AGRICOLE 2,"1,058",0,22,41,103,106,99,108,130,154,126,94,75,"1,000",973,14,13,58,932,23,57,37,5,4
130201000,13,2,1,0,1301000,SAINT JOHN COUNTY,24,0,0,0,2,1,1,3,4,6,3,2,2,20,19,0,1,4,21,0,0,3,0,0
130201004,13,2,1,4,1301004,SIMONDS,11,0,0,0,1,1,0,0,2,2,2,1,2,10,10,0,0,1,9,0,0,2,0,0
130201006,13,2,1,6,1301006,SAINT JOHN,13,0,0,0,1,0,1,3,2,4,1,1,0,10,9,0,1,3,12,0,0,1,0,0
130202000,13,2,2,0,1302000,CHARLOTTE COUNTY,114,0,1,3,14,11,7,11,9,14,18,11,15,96,91,3,2,18,104,1,5,4,0,0
130202011,13,2,2,11,1302011,PENNFIELD,14,0,1,0,1,1,1,0,3,0,3,1,3,12,12,0,0,2,12,0,1,1,0,0
130202021,13,2,2,21,1302021,SAINT PATRICK,17,0,0,0,4,2,2,1,1,1,2,1,3,16,16,0,0,1,13,1,3,0,0,0
130202034,13,2,2,34,1302034,SAINT STEPHEN,15,0,0,0,1,1,1,1,0,6,3,1,1,13,12,1,0,2,15,0,0,0,0,0
130202039,13,2,2,39,1302039,SAINT JAMES,18,0,0,2,1,2,1,1,2,1,5,2,1,18,16,0,2,0,16,0,1,1,0,0
130202042,13,2,2,42,1302042,SAINT DAVID,36,0,0,1,5,4,1,8,2,5,4,3,3,27,27,0,0,9,34,0,0,2,0,0
130202044,13,2,2,44,1302044,DUMBARTON,14,0,0,0,2,1,1,0,1,1,1,3,4,10,8,2,0,4,14,0,0,0,0,0
130203000,13,2,3,0,1303000,SUNBURY COUNTY,120,0,3,3,6,7,15,18,19,16,9,15,9,114,113,0,1,6,103,2,8,6,0,1
130203001,13,2,3,1,1303001,BLISSVILLE,29,0,0,0,0,3,6,2,3,5,1,6,3,29,29,0,0,0,24,0,2,2,0,1
130203004,13,2,3,4,1303004,GLADSTONE,15,0,0,0,0,1,2,2,5,2,1,1,1,14,14,0,0,1,13,0,1,1,0,0
130203008,13,2,3,8,1303008,LINCOLN,18,0,2,1,2,0,3,2,3,2,2,0,1,16,15,0,1,2,14,1,1,2,0,0
130203011,13,2,3,11,1303011,BURTON,25,0,0,1,2,0,2,7,5,3,1,3,1,23,23,0,0,2,24,0,0,1,0,0
130203014,13,2,3,14,1303014,SHEFFIELD,15,0,1,1,0,2,0,1,2,1,1,3,3,15,15,0,0,0,13,1,1,0,0,0
130203016,13,2,3,16,1303016,MAUGERVILLE,18,0,0,0,2,1,2,4,1,3,3,2,0,17,17,0,0,1,15,0,3,0,0,0
130204000,13,2,4,0,1304000,QUEENS COUNTY,186,0,2,4,13,24,24,23,18,30,21,18,9,181,174,4,3,5,163,8,10,4,1,0
130204001,13,2,4,1,1304001,PETERSVILLE,14,0,0,0,0,3,2,2,1,3,2,0,1,12,12,0,0,2,10,3,0,0,1,0
130204004,13,2,4,4,1304004,GAGETOWN,13,0,0,0,1,2,3,1,0,2,1,2,1,12,11,1,0,1,10,0,2,1,0,0
130204006,13,2,4,6,1304006,HAMPSTEAD,19,0,1,0,1,3,4,1,3,3,1,1,1,19,15,2,2,0,16,2,0,1,0,0
130204008,13,2,4,8,1304008,WICKHAM,21,0,0,0,1,4,1,4,2,1,4,3,1,21,21,0,0,0,17,1,2,1,0,0
130204011,13,2,4,11,1304011,CAMBRIDGE,46,0,1,2,4,4,3,3,2,8,9,6,4,45,45,0,0,1,41,1,4,0,0,0
130204014,13,2,4,14,1304014,JOHNSTON,31,0,0,2,4,2,5,7,3,3,1,4,0,31,30,1,0,0,29,1,0,1,0,0
130204018,13,2,4,18,1304018,WATERBOROUGH,22,0,0,0,1,4,2,3,4,3,2,2,1,21,20,0,1,1,20,0,2,0,0,0
130204024,13,2,4,24,1304024,CHIPMAN,20,0,0,0,1,2,4,2,3,7,1,0,0,20,20,0,0,0,20,0,0,0,0,0
130205000,13,2,5,0,1305000,KINGS COUNTY,614,0,16,31,68,63,52,53,80,88,75,48,40,589,576,7,6,25,541,12,34,20,4,3
130205004,13,2,5,4,1305004,UPHAM,17,0,1,0,2,1,1,2,2,3,4,1,0,16,16,0,0,1,15,0,2,0,0,0
130205006,13,2,5,6,1305006,HAMPTON,36,0,1,0,1,5,4,3,7,3,6,3,3,34,32,0,2,2,32,0,3,1,0,0
130205008,13,2,5,8,1305008,ROTHESAY,16,0,1,1,3,0,2,1,0,2,5,0,1,14,14,0,0,2,13,0,0,3,0,0
130205014,13,2,5,14,1305014,KINGSTON,39,0,1,2,2,4,1,3,6,8,3,4,5,37,36,1,0,2,37,0,0,1,0,1
130205016,13,2,5,16,1305016,NORTON,32,0,1,2,2,4,2,4,3,3,6,2,3,31,30,0,1,1,28,1,1,1,1,0
130205018,13,2,5,18,1305018,NORTON,48,0,1,1,6,7,5,1,6,5,7,5,4,47,45,1,1,1,43,2,1,1,1,0
130205021,13,2,5,21,1305021,SUSSEX,77,0,2,6,7,6,6,9,8,12,10,5,6,74,73,0,1,3,64,1,4,7,0,1
130205024,13,2,5,24,1305024,WATERFORD,13,0,1,1,0,4,1,0,3,2,1,0,0,13,13,0,0,0,11,1,1,0,0,0
130205026,13,2,5,26,1305026,CARDWELL,33,0,0,1,2,2,4,5,3,10,1,3,2,29,29,0,0,4,29,0,1,1,2,0
130205028,13,2,5,28,1305028,HAVELOCK,72,0,3,3,11,7,6,5,16,8,6,7,0,70,68,1,1,2,64,2,5,0,0,1
130205031,13,2,5,31,1305031,STUDHOLM,141,0,3,8,26,13,12,14,14,20,12,9,10,137,135,2,0,4,126,4,7,4,0,0
130205034,13,2,5,34,1305034,SPRINGFIELD,53,0,0,3,6,7,6,3,7,9,4,6,2,51,49,2,0,2,44,0,9,0,0,0
130205036,13,2,5,36,1305036,KARS,19,0,0,2,0,1,1,2,2,1,5,3,2,18,18,0,0,1,18,0,0,1,0,0
130205038,13,2,5,38,1305038,GREENWICH,18,0,1,1,0,2,1,1,3,2,5,0,2,18,18,0,0,0,17,1,0,0,0,0
130300000,13,3,0,0,1300000,AGRICULTURAL REGION AGRICOLE 3,920,3,23,53,112,104,98,103,111,128,84,52,49,873,855,12,6,47,798,25,37,47,7,6
130306000,13,3,6,0,1306000,ALBERT COUNTY,163,1,2,4,22,16,18,20,10,22,22,12,14,154,152,2,0,9,140,4,5,12,1,1
130306001,13,3,6,1,1306001,HOPEWELL,29,1,0,1,3,3,5,6,2,2,4,0,2,28,28,0,0,1,28,0,0,1,0,0
130306004,13,3,6,4,1306004,HARVEY,12,0,1,0,2,1,3,1,1,0,1,1,1,12,12,0,0,0,11,0,0,0,0,1
130306008,13,3,6,8,1306008,ELGIN,49,0,0,1,11,4,2,6,5,6,5,6,3,45,44,1,0,4,44,2,2,1,0,0
130306011,13,3,6,11,1306011,HILLSBOROUGH,25,0,1,0,3,2,3,2,1,7,5,1,0,24,24,0,0,1,24,0,0,0,1,0
130306014,13,3,6,14,1306014,COVERDALE,48,0,0,2,3,6,5,5,1,7,7,4,8,45,44,1,0,3,33,2,3,10,0,0
130307000,13,3,7,0,1307000,WESTMORLAND COUNTY,505,1,9,33,57,58,54,56,72,69,44,23,29,482,471,7,4,23,439,14,22,22,3,5
130307001,13,3,7,1,1307001,WESTMORLAND,40,0,0,1,5,6,3,5,5,2,5,2,6,40,37,3,0,0,35,2,2,1,0,0
130307004,13,3,7,4,1307004,BOTSFORD,73,0,2,6,8,9,9,7,9,11,4,5,3,72,69,3,0,1,62,3,2,3,1,2
130307008,13,3,7,8,1307008,SACKVILLE,64,1,0,5,11,6,10,6,7,7,4,5,2,58,56,0,2,6,55,1,3,4,0,1
130307011,13,3,7,11,1307011,DORCHESTER,55,0,0,3,8,6,3,4,10,10,7,2,2,49,49,0,0,6,45,3,3,2,0,2
130307016,13,3,7,16,1307016,SHEDIAC,43,0,1,1,4,4,5,7,8,5,5,1,2,43,43,0,0,0,37,1,3,2,0,0
130307019,13,3,7,19,1307019,MONCTON,108,0,3,9,7,15,10,9,17,21,3,5,9,101,99,0,2,7,102,0,1,5,0,0
130307024,13,3,7,24,1307024,SALISBURY,122,0,3,8,14,12,14,18,16,13,16,3,5,119,118,1,0,3,103,4,8,5,2,0
130308000,13,3,8,0,1308000,KENT COUNTY,252,1,12,16,33,30,26,27,29,37,18,17,6,237,232,3,2,15,219,7,10,13,3,0
130308001,13,3,8,1,1308001,DUNDAS,38,1,0,4,3,5,5,7,2,5,3,3,0,35,33,1,1,3,33,1,1,2,1,0
130308004,13,3,8,4,1308004,WELLINGTON,39,0,1,2,4,7,3,3,5,5,4,2,3,36,36,0,0,3,33,1,1,3,1,0
130308006,13,3,8,6,1308006,SAINT MARY,56,0,5,7,9,6,2,5,8,10,1,3,0,55,54,1,0,1,49,4,2,1,0,0
130308008,13,3,8,8,1308008,SAINT-PAUL,12,0,0,1,3,2,1,1,1,2,0,1,0,12,12,0,0,0,11,0,0,1,0,0
130308014,13,3,8,14,1308014,WELDFORD,54,0,3,0,8,4,9,6,5,6,7,4,2,51,51,0,0,3,48,0,4,2,0,0
130308016,13,3,8,16,1308016,RICHIBUCTO,25,0,1,0,2,3,5,2,2,5,2,2,1,23,23,0,0,2,21,1,0,3,0,0
130308021,13,3,8,21,1308021,SAINT-LOUIS,16,0,0,0,4,3,0,1,2,3,1,2,0,15,14,1,0,1,14,0,0,1,1,0
130308024,13,3,8,24,1308024,ACADIEVILLE,12,0,2,2,0,0,1,2,4,1,0,0,0,10,9,0,1,2,10,0,2,0,0,0
130400000,13,4,0,0,1300000,AGRICULTURAL REGION AGRICOLE 4,440,1,11,26,44,43,61,50,51,48,49,29,27,419,403,8,8,21,393,8,16,20,2,1
130409000,13,4,9,0,1309000,NORTHUMBERLAND COUNTY,158,1,5,9,6,16,26,18,18,18,16,13,12,152,146,3,3,6,142,2,7,6,0,1
130409004,13,4,9,4,1309004,GLENELG,32,0,1,2,1,5,3,4,3,5,3,4,1,31,31,0,0,1,29,0,1,2,0,0
130409006,13,4,9,6,1309006,CHATHAM,23,0,1,0,3,0,6,1,0,2,4,3,3,21,19,1,1,2,20,0,3,0,0,0
130409016,13,4,9,16,1309016,ROGERSVILLE,23,0,2,5,0,5,4,1,2,1,1,0,2,21,21,0,0,2,21,0,0,1,0,1
130409024,13,4,9,24,1309024,LUDLOW,12,0,0,0,1,0,0,3,1,3,1,2,1,12,12,0,0,0,11,1,0,0,0,0
130409026,13,4,9,26,1309026,SOUTHESK,21,0,0,1,1,2,6,3,2,3,1,1,1,21,21,0,0,0,19,1,1,0,0,0
130409028,13,4,9,28,1309028,NORTHESK,17,0,1,0,0,1,2,2,3,2,2,3,1,16,16,0,0,1,16,0,1,0,0,0
130409031,13,4,9,31,1309031,NEWCASTLE,13,1,0,0,0,0,2,1,4,2,2,0,1,13,11,1,1,0,11,0,0,2,0,0
130409036,13,4,9,36,1309036,ALNWICK,17,0,0,1,0,3,3,3,3,0,2,0,2,17,15,1,1,0,15,0,1,1,0,0
130414000,13,4,14,0,1314000,RESTIGOUCHE COUNTY,94,0,1,4,19,11,11,10,10,10,11,2,5,91,89,1,1,3,79,5,5,5,0,0
130414001,13,4,14,1,1314001,DURHAM,24,0,0,2,4,2,2,4,2,3,2,2,1,23,22,0,1,1,19,1,1,3,0,0
130414005,13,4,14,5,1314005,BALMORAL,13,0,0,1,1,1,3,2,1,1,3,0,0,13,13,0,0,0,11,1,1,0,0,0
130414008,13,4,14,8,1314008,DALHOUSIE,16,0,0,1,1,2,1,1,3,2,2,0,3,16,16,0,0,0,14,0,1,1,0,0
130414021,13,4,14,21,1314021,SAINT-QUENTIN,41,0,1,0,13,6,5,3,4,4,4,0,1,39,38,1,0,2,35,3,2,1,0,0
130415000,13,4,15,0,1315000,GLOUCESTER COUNTY,188,0,5,13,19,16,24,22,23,20,22,14,10,176,168,4,4,12,172,1,4,9,2,0
130415001,13,4,15,1,1315001,SAUMAREZ,29,0,1,0,2,4,3,5,6,3,2,1,2,24,24,0,0,5,27,0,0,1,1,0
130415008,13,4,15,8,1315008,BATHURST,41,0,0,5,4,2,5,2,6,4,6,4,3,39,37,0,2,2,38,0,0,2,1,0
130415012,13,4,15,12,1315012,BERESFORD,17,0,0,1,5,0,2,0,0,2,5,1,1,16,15,0,1,1,15,1,1,0,0,0
130415016,13,4,15,16,1315016,NEW BANDON,35,0,1,2,4,5,3,4,5,4,5,1,1,34,33,1,0,1,33,0,2,0,0,0
130415019,13,4,15,19,1315019,PAQUETVILLE,14,0,0,1,0,2,0,3,4,2,1,0,1,13,13,0,0,1,14,0,0,0,0,0
130415021,13,4,15,21,1315021,SAINT-ISIDORE,17,0,0,2,2,2,2,3,0,2,2,2,0,17,15,1,1,0,16,0,0,1,0,0
130415024,13,4,15,24,1315024,INKERMAN,15,0,1,0,2,0,3,2,1,1,0,4,1,14,13,1,0,1,13,0,1,1,0,0
130415026,13,4,15,26,1315026,CARAQUET,20,0,2,2,0,1,6,3,1,2,1,1,1,19,18,1,0,1,16,0,0,4,0,0
240000000,24,0,0,0,2400000,QUEBEC,"48,144",86,"1,347","3,584","5,416","6,042","6,080","6,254","6,656","5,648","3,776","1,875","1,380","45,431","43,758",735,938,"2,713","43,946","1,696",893,"1,348",194,67
240100000,24,1,0,0,2400000,BAS ST-L.& GASPE-L.ST-L.& GASPE,"4,219",9,90,298,467,483,502,551,662,562,352,145,98,"4,089","3,966",57,66,130,"3,961",136,41,63,14,4
240101000,24,1,1,0,2401000,ILES-DE-LA-MADELEINE,72,0,0,2,5,5,11,14,8,10,9,3,5,71,69,1,1,1,69,1,0,2,0,0
240101250,24,1,1,250,2401250,L'ETANG-DU-NORD,72,0,0,2,5,5,11,14,8,10,9,3,5,71,69,1,1,1,69,1,0,2,0,0
240102000,24,1,2,0,2402000,GASPE-EST,91,1,0,2,13,11,10,10,13,14,6,7,4,87,81,3,3,4,85,4,1,1,0,0
240102150,24,1,2,150,2402150,PERCE,28,1,0,0,6,1,3,3,1,7,3,2,1,27,26,0,1,1,26,1,1,0,0,0
240102200,24,1,2,200,2402200,GRANDE-RIVIERE,19,0,0,0,3,3,2,0,5,2,0,2,2,18,16,2,0,1,18,1,0,0,0,0
240102500,24,1,2,500,2402500,GASPE,26,0,0,2,2,3,2,6,3,3,2,2,1,24,23,1,0,2,23,2,0,1,0,0
240102750,24,1,2,750,2402750,GRANDE-VALLEE,18,0,0,0,2,4,3,1,4,2,1,1,0,18,16,0,2,0,18,0,0,0,0,0
240103000,24,1,3,0,2403000,GASPE-OUEST,76,1,2,5,4,4,4,15,13,12,9,4,3,75,71,2,2,1,68,5,3,0,0,0
240103370,24,1,3,370,2403370,SAINT-MAXIME-DU-MONT-LOUIS,11,0,0,1,2,1,2,1,1,1,1,1,0,11,10,1,0,0,11,0,0,0,0,0
240103550,24,1,3,550,2403550,MARSOUI,10,0,1,1,0,1,0,3,2,1,1,0,0,9,7,0,2,1,8,2,0,0,0,0
240103680,24,1,3,680,2403680,SAINTE-ANNE-DES-MONTS,26,0,1,2,1,1,1,6,4,4,4,2,0,26,25,1,0,0,23,2,1,0,0,0
240103730,24,1,3,730,2403730,CAP-CHAT,29,1,0,1,1,1,1,5,6,6,3,1,3,29,29,0,0,0,26,1,2,0,0,0
240104000,24,1,4,0,2404000,BONAVENTURE,477,1,7,41,44,62,51,57,74,66,44,15,15,459,449,3,7,18,440,15,7,12,2,1
240104160,24,1,4,160,2404160,"PORT-DANIEL, PARTIE OUEST",24,0,0,1,2,2,4,1,4,0,3,3,4,24,24,0,0,0,23,0,1,0,0,0
240104180,24,1,4,180,2404180,SHIGAWAKE,40,0,0,3,2,8,2,8,6,4,3,3,1,40,39,0,1,0,37,3,0,0,0,0
240104220,24,1,4,220,2404220,HOPE,20,0,0,1,1,2,2,1,4,4,5,0,0,20,19,1,0,0,20,0,0,0,0,0
240104260,24,1,4,260,2404260,NEW CARLISLE,17,0,0,0,1,2,1,5,1,4,1,0,2,14,13,0,1,3,16,1,0,0,0,0
240104280,24,1,4,280,2404280,BONAVENTURE,60,0,1,7,9,4,10,5,8,8,6,2,0,57,56,0,1,3,57,0,1,2,0,0
240104310,24,1,4,310,2404310,SAINT-SIMEON,19,0,2,3,1,2,2,1,0,3,3,1,1,19,18,0,1,0,16,2,0,1,0,0
240104330,24,1,4,330,2404330,CAPLAN,38,0,0,7,4,4,1,4,9,6,3,0,0,38,38,0,0,0,35,3,0,0,0,0
240104340,24,1,4,340,2404340,SAINT-ALPHONSE,17,0,0,4,3,1,2,1,3,1,2,0,0,17,17,0,0,0,15,1,1,0,0,0
240104360,24,1,4,360,2404360,NEW RICHMOND,53,0,0,5,4,6,5,11,6,10,2,2,2,51,51,0,0,2,49,3,0,1,0,0
240104460,24,1,4,460,2404460,MARIA,33,0,0,3,3,8,2,4,4,2,2,2,3,32,31,1,0,1,32,0,0,1,0,0
240104480,24,1,4,480,2404480,CARLETON,32,0,0,2,2,5,8,2,4,4,4,0,1,28,27,0,1,4,30,0,0,1,1,0
240104530,24,1,4,530,2404530,NOUVELLE,40,1,3,1,4,5,5,4,9,5,1,2,0,39,38,0,1,1,34,1,0,5,0,0
240104560,24,1,4,560,2404560,ESCUMINAC,17,0,0,0,4,1,3,2,1,3,3,0,0,16,15,0,1,1,16,0,1,0,0,0
240104640,24,1,4,640,2404640,RISTIGOUCHE,16,0,0,0,1,1,2,2,4,3,2,0,1,16,16,0,0,0,16,0,0,0,0,0
240104660,24,1,4,660,2404660,SAINT-ALEXIS-DE-MATAPEDIA,27,0,0,1,2,6,2,5,5,3,3,0,0,24,24,0,0,3,23,0,2,1,0,1
240104700,24,1,4,700,2404700,L'ASCENSION-DE-PATAPEDIA,24,0,1,3,1,5,0,1,6,6,1,0,0,24,23,1,0,0,21,1,1,0,1,0
240105000,24,1,5,0,2405000,MATAPEDIA,486,1,14,37,59,54,61,64,68,70,31,17,10,474,460,8,6,12,448,25,5,6,2,0
