AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NELECTY,ELECTY,NFUEL,FUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NREPBLDG,REPBLDG,NVFTPRD,VFTPRD,NMAPLET,MAPLET,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALES95
110203032,11,2,3,32,1103032,TOWNSHIP 13,66,27,374,4,93,24,281,..,..,21,"32,118",..,..,27,"59,989",55,"60,971",55,"68,271",51,"65,058",35,"19,013",46,"115,348",34,"21,324",44,"26,751",56,"216,813",45,"47,132",6,"2,350",0,0,20,8,7,8,17,4,2,0,"1,367,812"
110203034,11,2,3,34,1103034,TOWNSHIP 12,15,8,216,3,151,6,65,..,..,5,"3,021",..,..,8,"25,167",12,"5,335",14,"19,655",13,"16,957",4,x,9,"17,234",10,"1,180",8,"5,335",11,"28,947",10,x,1,x,0,0,5,4,0,4,1,1,0,0,"187,419"
110203036,11,2,3,36,1103036,TOWNSHIP 11,10,5,14,1,3,4,11,..,..,0,0,..,..,5,"2,462",5,"1,516",5,"3,425",4,"2,424",3,x,5,"6,562",4,765,5,"1,825",9,"20,320",3,x,1,x,0,0,2,3,2,1,2,0,0,0,"117,354"
110203038,11,2,3,38,1103038,TOWNSHIP 10,14,8,329,2,64,6,265,..,..,5,"2,056",..,..,8,"41,594",13,"8,653",14,"26,456",11,"47,250",4,x,14,"61,958",7,"11,835",10,"10,066",10,"20,326",9,"10,372",4,"2,475",1,x,4,0,1,6,2,0,1,0,"403,504"
110203041,11,2,3,41,1103041,TOWNSHIP  6,60,37,"1,477",12,393,29,"1,084",..,..,26,"40,237",..,..,37,"225,964",54,"41,071",57,"126,548",53,"126,084",29,"12,950",52,"310,968",49,"95,540",52,"87,920",50,"189,868",45,"58,087",7,"2,146",0,0,6,6,7,19,5,8,8,1,"2,365,704"
110203044,11,2,3,44,1103044,TOWNSHIP  9,38,16,240,0,0,16,240,..,..,24,"11,712",..,..,16,"96,506",25,"16,942",34,"57,266",31,"48,108",13,"4,584",27,"71,592",29,"14,303",26,"8,404",29,"146,653",29,"18,016",8,"5,751",0,0,5,4,8,9,7,4,1,0,"816,905"
110203046,11,2,3,46,1103046,TOWNSHIP  8,42,31,"1,564",7,359,30,"1,205",..,..,21,"47,014",..,..,31,"225,428",41,"47,740",41,"157,851",38,"203,580",25,"35,536",35,"403,940",35,"162,637",33,"108,892",34,"366,094",31,"25,711",2,x,0,0,3,2,2,6,10,10,7,2,"2,856,498"
110203048,11,2,3,48,1103048,TOWNSHIP  7,43,26,897,6,220,22,677,..,..,22,"28,573",..,..,26,"136,980",34,"50,333",39,"77,063",35,"93,742",26,"25,824",33,"237,593",30,"70,071",27,"40,355",32,"250,195",27,"23,545",5,"3,322",0,0,6,2,7,8,2,13,5,0,"1,899,866"
110203049,11,2,3,49,1103049,TOWNSHIP  5,37,21,761,3,359,20,402,..,..,19,"25,671",..,..,21,"158,645",36,"27,602",37,"89,977",33,"118,900",21,"12,329",34,"197,366",29,"82,434",29,"29,506",33,"86,052",29,"48,489",0,0,0,0,8,3,3,8,6,6,2,1,"1,998,063"
110203051,11,2,3,51,1103051,TOWNSHIP  4,63,41,"2,091",12,638,34,"1,453",..,..,27,"54,135",..,..,41,"395,942",55,"52,174",59,"138,236",57,"154,843",39,"54,356",52,"472,946",50,"158,640",48,"131,683",50,"282,774",49,"40,031",4,"2,700",0,0,13,5,9,7,11,8,9,1,"2,952,834"
110203054,11,2,3,54,1103054,TOWNSHIP  3,46,31,"1,121",7,330,27,791,..,..,15,"10,907",..,..,31,"170,713",42,"32,405",44,"98,877",41,"99,756",31,"68,982",43,"184,467",42,"42,150",37,"28,284",35,"175,222",30,"19,725",4,"2,455",3,x,6,7,11,6,6,8,2,0,"1,278,968"
110203056,11,2,3,56,1103056,TOWNSHIP  2,31,16,745,2,405,15,340,..,..,16,"16,462",..,..,16,"145,763",27,"17,209",29,"73,024",28,"131,893",18,"19,202",29,"201,273",25,"60,282",27,"60,824",18,"55,286",18,"25,675",1,x,0,0,5,6,4,5,7,2,1,1,"948,948"
110203058,11,2,3,58,1103058,TOWNSHIP  1,60,20,705,7,549,13,156,..,..,16,"11,270",..,..,20,"84,956",43,"19,696",47,"50,290",40,"39,456",36,"20,177",45,"96,543",35,"7,683",34,"13,549",41,"173,937",40,"52,943",4,830,0,0,21,9,17,8,2,2,0,1,"980,153"
110300000,11,3,0,0,1100000,QUEENS COUNTY,"1,484",705,"28,845",184,"13,233",584,"15,612",..,..,564,"979,217",..,..,705,"5,329,342","1,285","1,248,985","1,339","3,155,381","1,254","3,011,454",769,"793,005","1,246","5,590,235",915,"1,468,569","1,009","1,439,244","1,185","11,382,740","1,112","1,261,980",90,"91,855",8,x,256,173,196,294,220,185,130,30,"60,089,774"
110302000,11,3,2,0,1102000,QUEENS COUNTY,"1,484",705,"28,845",184,"13,233",584,"15,612",..,..,564,"979,217",..,..,705,"5,329,342","1,285","1,248,985","1,339","3,155,381","1,254","3,011,454",769,"793,005","1,246","5,590,235",915,"1,468,569","1,009","1,439,244","1,185","11,382,740","1,112","1,261,980",90,"91,855",8,x,256,173,196,294,220,185,130,30,"60,089,774"
110302001,11,3,2,1,1102001,TOWNSHIP 62,22,8,131,1,1,7,130,..,..,4,"6,720",..,..,8,"29,473",17,"6,522",21,"26,507",20,"24,757",5,"1,278",15,"30,873",10,"12,535",12,"5,254",15,"22,210",13,"8,792",7,"9,288",0,0,6,3,3,7,2,1,0,0,"264,487"
110302004,11,3,2,4,1102004,TOWNSHIP 60,23,13,837,1,156,13,681,..,..,7,"11,222",..,..,13,"197,904",16,"19,346",16,"64,417",17,"48,441",9,"9,757",15,"106,149",11,"39,415",13,"14,780",13,"47,545",13,"8,301",3,"2,500",0,0,9,5,1,1,1,3,3,0,"784,346"
110302006,11,3,2,6,1102006,TOWNSHIP 58,27,15,"1,423",0,0,15,"1,423",..,..,6,"12,268",..,..,15,"268,720",22,"33,018",25,"98,650",22,"56,204",13,"11,494",23,"126,937",14,"24,030",14,"7,041",19,"93,177",19,"23,253",2,x,0,0,8,4,2,3,2,1,7,0,"1,130,273"
110302008,11,3,2,8,1102008,TOWNSHIP 57,74,40,"4,584",11,"1,919",34,"2,665",..,..,27,"65,435",..,..,40,"1,034,021",67,"103,275",70,"420,087",66,"205,455",43,"48,027",67,"554,669",52,"141,110",56,"60,969",44,"385,573",59,"117,078",5,"2,470",0,0,11,9,8,14,5,8,16,3,"4,596,718"
110302009,11,3,2,9,1102009,TOWNSHIP 50,78,46,"1,606",9,941,44,665,..,..,43,"132,546",..,..,46,"269,148",71,"127,859",69,"186,279",69,"202,524",33,"31,451",67,"529,530",59,"82,509",52,"135,453",64,"1,023,127",60,"70,411",2,x,0,0,6,6,8,14,12,17,12,3,"5,075,079"
110302012,11,3,2,12,1102012,TOWNSHIP 49,58,29,"1,542",9,688,20,854,..,..,29,"58,452",..,..,29,"196,778",50,"51,554",55,"118,067",53,"114,239",21,"13,413",55,"248,559",46,"102,764",42,"132,624",44,"278,793",40,"47,949",4,"3,681",1,x,8,4,9,15,11,6,4,1,"1,993,801"
110302014,11,3,2,14,1102014,TOWNSHIP 48,81,51,"1,818",14,"1,152",41,666,..,..,31,"22,115",..,..,51,"343,814",72,"81,647",75,"121,154",69,"111,795",35,"19,773",63,"172,175",48,"22,188",51,"64,641",67,"931,738",65,"75,887",3,x,0,0,16,8,10,14,15,11,4,3,"3,392,146"
110302022,11,3,2,22,1102022,CHARLOTTETOWN,17,7,324,4,254,6,70,..,..,4,"3,710",..,..,7,"46,159",15,"21,262",15,"48,406",11,"14,882",11,"3,166",12,"18,218",9,"2,089",10,"36,651",11,"360,062",12,"16,110",0,0,0,0,7,1,2,1,2,2,1,1,"790,824"
110302024,11,3,2,24,1102024,TOWNSHIP 32,89,37,973,9,515,34,458,..,..,28,"45,853",..,..,37,"244,693",74,"57,313",79,"169,456",67,"209,806",47,"42,815",70,"347,692",54,"107,618",63,"79,464",71,"700,990",64,"84,177",2,x,1,x,13,15,15,17,12,8,8,1,"3,234,474"
110302026,11,3,2,26,1102026,TOWNSHIP 31,124,53,"2,067",17,"1,433",43,634,..,..,48,"67,449",..,..,53,"306,941",109,"102,390",108,"282,675",103,"338,521",63,"75,400",101,"527,750",65,"164,106",80,"189,076",101,"950,374",92,"96,875",6,"7,152",0,0,26,14,13,29,18,13,6,5,"4,920,432"
110302028,11,3,2,28,1102028,TOWNSHIP 65,75,34,626,9,143,26,483,..,..,33,"22,341",..,..,34,"109,990",67,"42,012",72,"128,118",65,"94,579",31,"22,504",65,"206,576",43,"38,730",51,"42,552",60,"464,634",61,"46,506",2,x,0,0,17,10,8,14,14,8,4,0,"2,038,472"
110302029,11,3,2,29,1102029,TOWNSHIP 30,47,18,193,3,55,15,138,..,..,15,"16,619",..,..,18,"24,979",42,"20,403",43,"60,637",40,"53,035",30,"24,001",37,"77,754",27,"19,578",30,"38,755",41,"205,403",38,"26,631",8,"12,787",2,x,10,4,11,10,9,2,1,0,"778,113"
110302031,11,3,2,31,1102031,TOWNSHIP 29,76,32,"1,385",10,859,24,526,..,..,23,"30,833",..,..,32,"274,839",67,"36,643",71,"145,883",64,"158,703",44,"32,674",62,"197,703",49,"74,109",59,"62,233",57,"246,243",60,"44,414",2,x,0,0,16,17,6,18,4,12,3,0,"1,860,122"
110302036,11,3,2,36,1102036,TOWNSHIP 67,90,39,"1,027",9,408,32,619,..,..,35,"76,486",..,..,39,"163,240",81,"68,463",85,"159,379",77,"170,923",49,"51,230",72,"334,873",51,"53,860",57,"83,794",84,"830,852",67,"74,464",18,"14,329",2,x,12,13,8,18,17,15,6,1,"5,237,322"
110302038,11,3,2,38,1102038,TOWNSHIP 20,59,33,"1,608",13,761,25,847,..,..,30,"120,130",..,..,33,"273,188",55,"51,962",56,"147,815",52,"210,392",40,"48,725",53,"347,996",46,"114,927",45,"51,793",54,"518,457",53,"65,297",0,0,0,0,7,4,4,17,7,9,8,3,"3,597,830"
110302039,11,3,2,39,1102039,TOWNSHIP 21,51,26,870,4,250,25,620,..,..,19,"40,391",..,..,26,"139,575",41,"34,916",40,"122,559",43,"127,301",29,"28,403",43,"153,987",27,"45,892",36,"53,084",43,"217,864",38,"44,792",3,x,1,x,9,8,7,11,6,6,4,0,"1,396,738"
110302041,11,3,2,41,1102041,TOWNSHIP 22,48,21,272,2,53,19,219,..,..,18,"14,654",..,..,21,"36,535",43,"29,157",45,"72,025",45,"78,327",23,"18,376",40,"117,128",29,"11,004",35,"24,197",41,"289,546",38,"41,410",4,"1,402",0,0,6,5,8,7,8,12,2,0,"1,588,113"
110302042,11,3,2,42,1102042,TOWNSHIP 23,76,28,"1,313",12,992,19,321,..,..,30,"45,878",..,..,28,"239,738",57,"48,279",66,"135,260",61,"148,469",43,"61,649",63,"294,555",41,"34,754",53,"38,496",64,"728,123",57,"66,915",4,"2,740",0,0,13,8,10,14,10,12,8,1,"3,083,278"
110302044,11,3,2,44,1102044,TOWNSHIP 24,109,51,"1,312",14,495,40,817,..,..,39,"46,002",..,..,51,"239,883",97,"65,063",98,"151,601",92,"150,084",61,"58,537",101,"311,618",70,"37,618",77,"67,959",89,"570,714",82,"90,754",3,759,0,0,13,15,20,27,18,10,6,0,"2,811,354"
110302049,11,3,2,49,1102049,TOWNSHIP 33,86,39,"1,057",11,446,31,611,..,..,31,"50,478",..,..,39,"178,779",73,"97,418",74,"172,980",69,"175,545",40,"46,736",71,"311,430",52,"86,324",54,"94,378",68,"923,305",56,"67,411",0,0,0,0,10,10,8,14,21,11,10,2,"3,966,276"
110302052,11,3,2,52,1102052,TOWNSHIP 34,61,36,"2,616",12,"1,257",30,"1,359",..,..,23,"47,875",..,..,36,"505,810",54,"75,954",55,"151,952",52,"154,587",39,"67,957",54,"282,907",38,"186,297",46,"80,659",49,"807,250",47,"70,520",3,x,1,x,11,3,11,9,6,8,10,3,"3,710,553"
110302054,11,3,2,54,1102054,TOWNSHIP 35,42,20,591,6,314,16,277,..,..,15,"26,704",..,..,20,"90,531",38,"42,382",38,"90,959",34,"75,214",21,"44,086",35,"125,276",23,"44,525",26,"51,689",31,"363,215",31,"37,640",1,x,0,0,8,4,6,5,7,4,6,2,"2,088,678"
110302056,11,3,2,56,1102056,TOWNSHIP 36,47,20,465,2,58,18,407,..,..,20,"12,631",..,..,20,"66,587",37,"20,095",43,"58,967",41,"65,771",26,"24,030",40,"104,082",35,"18,477",32,"16,701",35,"204,021",35,"30,060",6,"8,207",0,0,11,2,12,9,8,4,1,0,"956,574"
110302058,11,3,2,58,1102058,TOWNSHIP 37,24,9,205,2,83,7,122,..,..,6,"2,425",..,..,9,"48,017",20,"12,052",20,"21,548",22,"21,900",13,"7,523",22,"61,798",16,"4,110",15,"7,001",20,"219,524",12,"6,333",2,x,0,0,3,1,6,6,5,2,0,1,"793,771"
120000000,12,0,0,0,1200000,NOVA SCOTIA - NOUVELLE-ECOSSE,"5,045","2,182","151,741",774,"87,002","1,828","64,739",..,..,"1,343","1,523,274",..,..,"2,182","24,424,571","3,695","3,870,803","4,167","9,556,418","3,781","7,956,965","1,691","3,660,435","3,401","8,052,987","1,815","2,552,551","2,517","3,070,207","3,701","65,169,451","3,298","4,647,397","1,382","4,725,690",160,"117,403","1,876",689,634,601,342,388,352,163,"198,607,848"
120100000,12,1,0,0,1200000,AGRICULTURAL REGION AGRICOLE 1,853,272,"15,721",100,"10,721",217,"5,000",..,..,168,"107,779",..,..,272,"2,760,698",594,"433,308",649,"778,092",554,"677,071",180,"163,662",540,"416,757",214,"73,456",367,"99,949",700,"8,682,514",522,"622,095",309,"1,043,568",18,759,446,119,90,65,42,41,27,23,"19,152,504"
120101000,12,1,1,0,1201000,SHELBURNE COUNTY,36,1,4,1,4,0,0,..,..,5,"1,172",..,..,1,x,17,"3,482",16,"10,260",13,"5,092",1,x,15,"4,047",3,x,9,"1,235",30,"108,051",17,"11,587",6,"21,900",1,x,23,8,1,3,0,1,0,0,"176,874"
120101001,12,1,1,1,1201001,BARRINGTON,14,0,0,0,0,0,0,..,..,0,0,..,..,0,0,4,670,2,x,2,x,0,0,4,560,0,0,4,395,14,"67,685",6,x,1,x,0,0,9,3,0,1,0,1,0,0,"113,280"
120101006,12,1,1,6,1201006,SHELBURNE,22,1,4,1,4,0,0,..,..,5,"1,172",..,..,1,x,13,"2,812",14,x,11,x,1,x,11,"3,487",3,x,5,840,16,"40,366",11,x,5,x,1,x,14,5,1,2,0,0,0,0,"63,594"
120102000,12,1,2,0,1202000,YARMOUTH COUNTY,143,48,"2,024",14,"1,048",43,976,..,..,28,"28,376",..,..,48,"331,557",92,"49,028",103,"113,049",91,"106,034",33,x,91,"110,218",30,x,63,"12,977",111,"720,286",88,"85,261",29,"40,449",1,x,73,17,18,8,12,8,5,2,"2,644,763"
120102001,12,1,2,1,1202001,ARGYLE,33,10,265,1,104,10,161,..,..,6,"1,063",..,..,10,"54,039",14,"4,382",17,"15,452",15,"7,930",3,x,11,"3,328",6,x,8,628,21,"109,525",16,"6,316",2,x,0,0,20,5,3,1,2,1,1,0,"365,907"
120102004,12,1,2,4,1202004,YARMOUTH,110,38,"1,759",13,944,33,815,..,..,22,"27,313",..,..,38,"277,518",78,"44,646",86,"97,597",76,"98,104",30,"20,659",80,"106,890",24,"9,387",55,"12,349",90,"610,761",72,"78,945",27,x,1,x,53,12,15,7,10,7,4,2,"2,278,856"
120103000,12,1,3,0,1203000,DIGBY COUNTY,203,77,"9,443",37,"6,837",57,"2,606",..,..,37,"17,471",..,..,77,"1,771,203",135,"189,449",156,"274,608",128,"221,606",31,"52,133",97,"44,058",54,"12,168",67,"37,379",165,"3,984,891",113,"232,866",66,"264,123",4,x,87,26,21,17,17,7,14,14,"8,902,988"
120103001,12,1,3,1,1203001,CLARE,96,41,"7,692",23,"5,797",28,"1,895",..,..,15,"6,448",..,..,41,"1,479,064",70,"141,780",75,"189,631",58,"124,281",9,x,36,"15,472",21,"7,403",27,"23,268",83,"3,103,477",49,"166,488",27,"121,979",1,x,38,7,10,4,12,4,9,12,"6,867,099"
120103004,12,1,3,4,1203004,DIGBY,107,36,"1,751",14,"1,040",29,711,..,..,22,"11,023",..,..,36,"292,139",65,"47,669",81,"84,977",70,"97,325",22,x,61,"28,586",33,"4,765",40,"14,111",82,"881,414",64,"66,378",39,"142,144",3,x,49,19,11,13,5,3,5,2,"2,035,889"
120104000,12,1,4,0,1204000,QUEENS COUNTY,65,18,626,3,312,16,314,..,..,14,"7,031",..,..,18,x,43,"17,226",47,"50,115",41,"34,133",22,x,46,"32,739",19,"13,429",37,"5,377",52,"317,789",39,"32,363",25,"66,006",1,x,41,7,9,5,1,1,0,1,"561,725"
120104008,12,1,4,8,1204008,"QUEENS, SUBD. B",65,18,626,3,312,16,314,..,..,14,"7,031",..,..,18,x,43,"17,226",47,"50,115",41,"34,133",22,x,46,"32,739",19,"13,429",37,"5,377",52,"317,789",39,"32,363",25,"66,006",1,x,41,7,9,5,1,1,0,1,"561,725"
120106000,12,1,6,0,1206000,LUNENBURG COUNTY,406,128,"3,624",45,"2,520",101,"1,104",..,..,84,"53,729",..,..,128,"607,470",307,"174,123",327,"330,060",281,"310,206",93,"55,237",291,"225,695",108,"37,438",191,"42,981",342,"3,551,497",265,"260,018",183,"651,090",11,333,222,61,41,32,12,24,8,6,"6,866,154"
120106001,12,1,6,1,1206001,LUNENBURG,353,105,"2,938",37,"2,103",82,835,..,..,67,"42,377",..,..,105,"489,844",265,"158,033",282,"283,247",244,"280,261",80,"48,981",251,"191,479",94,"33,308",165,"40,579",296,"3,417,770",226,"229,535",145,"461,829",5,219,192,50,39,27,9,23,7,6,"6,439,018"
120106009,12,1,6,9,1206009,CHESTER,53,23,686,8,417,19,269,..,..,17,"11,352",..,..,23,"117,626",42,"16,090",45,"46,813",37,"29,945",13,"6,256",40,"34,216",14,"4,130",26,"2,402",46,"133,727",39,"30,483",38,"189,261",6,114,30,11,2,5,3,1,1,0,"427,136"
120200000,12,2,0,0,1200000,AGRICULTURAL REGION AGRICOLE 2,"1,596",837,"81,882",329,"46,976",717,"34,906",..,..,507,"833,531",..,..,837,"13,084,268","1,261","1,828,558","1,375","4,638,913","1,296","3,953,627",681,"1,668,592","1,205","4,009,410",842,"1,978,814",914,"1,879,964","1,137","33,879,392","1,122","2,024,163",405,"1,165,300",42,"2,057",461,180,195,224,133,158,153,92,"101,506,002"
120205000,12,2,5,0,1205000,ANNAPOLIS COUNTY,373,167,"8,179",49,"4,724",148,"3,455",..,..,120,"146,044",..,..,167,"1,232,864",289,"223,414",327,"648,481",300,"507,990",149,"253,143",255,"641,579",146,"142,552",199,"172,933",274,"3,100,739",266,"327,240",103,"150,376",12,815,145,51,47,44,22,28,30,6,"11,384,998"
120205001,12,2,5,1,1205001,"ANNAPOLIS, SUBD. D",34,13,536,3,289,11,247,..,..,9,"19,450",..,..,13,"39,168",23,"8,205",26,"27,003",27,"30,999",12,"22,713",19,"36,282",15,"3,600",18,"28,812",21,"174,335",21,"30,751",11,"14,158",3,x,17,7,3,3,1,1,2,0,"662,274"
120205004,12,2,5,4,1205004,"ANNAPOLIS, SUBD. A",110,38,"1,119",9,331,35,788,..,..,27,"29,368",..,..,38,"191,430",79,"38,807",95,"93,643",82,"92,549",31,"30,747",62,"46,671",36,"27,219",52,"32,346",86,"514,056",77,"46,911",33,"65,367",3,x,53,18,11,15,5,3,4,1,"1,708,846"
120205009,12,2,5,9,1205009,"ANNAPOLIS, SUBD. B",125,67,"2,733",23,"1,330",61,"1,403",..,..,58,"58,370",..,..,67,"370,909",104,"73,492",111,"166,968",109,"227,967",61,"110,413",91,"259,753",44,"32,723",68,"48,692",100,"1,135,210",93,"136,534",29,"35,827",3,x,40,13,19,16,7,14,16,0,"4,016,335"
120205014,12,2,5,14,1205014,"ANNAPOLIS, SUBD. C",104,49,"3,791",14,"2,774",41,"1,017",..,..,26,"38,856",..,..,49,"631,357",83,"102,910",95,"360,867",82,"156,475",45,"89,270",83,"298,873",51,"79,010",61,"63,083",67,"1,277,138",75,"113,044",30,"35,024",3,x,35,13,14,10,9,10,8,5,"4,997,543"
120207000,12,2,7,0,1207000,KINGS COUNTY,792,474,"57,574",201,"30,312",408,"27,262",..,..,245,"535,149",..,..,474,"9,420,807",624,"1,195,108",675,"2,848,178",643,"2,670,788",366,"1,084,355",620,"2,577,301",525,"1,704,354",465,"1,454,101",503,"24,456,575",536,"1,264,182",185,"537,268",18,966,199,76,80,110,80,88,86,73,"71,108,787"
120207001,12,2,7,1,1207001,"KINGS, SUBD. A",398,237,"23,283",87,"11,139",207,"12,144",..,..,117,"251,633",..,..,237,"3,454,199",315,"402,536",341,"1,186,951",331,"1,066,202",177,"449,069",323,"1,043,337",258,"727,158",239,"667,621",254,"6,151,104",275,"480,228",95,"244,132",12,x,92,43,53,59,46,46,42,17,"23,051,843"
120207011,12,2,7,11,1207011,"KINGS, SUBD. C",48,27,"2,617",9,"1,263",24,"1,354",..,..,7,"11,200",..,..,27,"417,866",37,"153,540",39,"272,866",38,"199,007",16,"30,895",34,"165,267",21,x,26,"163,490",35,"650,469",31,"39,088",26,"59,202",2,x,16,9,4,8,1,6,1,3,"3,317,239"
120207016,12,2,7,16,1207016,"KINGS, SUBD. B",237,148,"23,237",68,"12,649",125,"10,588",..,..,77,"240,947",..,..,148,"4,125,155",182,"460,902",198,"949,052",187,"1,003,984",122,"422,709",188,"1,059,784",176,"655,812",142,"528,300",133,"13,227,623",152,"505,117",33,"141,743",3,x,61,19,17,29,21,22,32,36,"32,763,934"
120207021,12,2,7,21,1207021,"KINGS, SUBD. D",109,62,"8,437",37,"5,261",52,"3,176",..,..,44,"31,369",..,..,62,"1,423,587",90,"178,130",97,"439,309",87,"401,595",51,"181,682",75,"308,913",70,x,58,"94,690",81,"4,427,379",78,"239,749",31,"92,191",1,x,30,5,6,14,12,14,11,17,"11,975,771"
120208000,12,2,8,0,1208000,HANTS COUNTY,431,196,"16,129",79,"11,940",161,"4,189",..,..,142,"152,338",..,..,196,"2,430,597",348,"410,036",373,"1,142,254",353,"774,849",166,"331,094",330,"790,530",171,"131,908",250,"252,930",360,"6,322,078",320,"432,741",117,"477,656",12,276,117,53,68,70,31,42,37,13,"19,012,217"
120208001,12,2,8,1,1208001,WEST HANTS,227,96,"10,479",31,"8,065",82,"2,414",..,..,71,"68,971",..,..,96,"1,545,407",178,"183,497",191,"730,886",178,"327,143",93,"138,220",165,"283,082",103,"94,952",130,"156,566",179,"1,883,200",167,"211,681",51,"192,341",4,19,74,30,35,40,14,16,13,5,"7,993,422"
120208008,12,2,8,8,1208008,EAST HANTS,204,100,"5,650",48,"3,875",79,"1,775",..,..,71,"83,367",..,..,100,"885,190",170,"226,539",182,"411,368",175,"447,706",73,"192,874",165,"507,448",68,"36,956",120,"96,364",181,"4,438,878",153,"221,060",66,"285,315",8,257,43,23,33,30,17,26,24,8,"11,018,795"
120300000,12,3,0,0,1200000,AGRICULTURAL REGION AGRICOLE 3,"1,896",825,"42,966",267,"23,471",686,"19,495",..,..,492,"420,172",..,..,825,"6,662,944","1,337","1,200,666","1,561","3,191,876","1,413","2,474,814",654,"1,487,500","1,194","2,803,634",603,"454,033",892,"894,945","1,333","17,135,277","1,208","1,536,856",454,"1,567,059",81,"112,329",676,292,245,238,131,146,131,37,"59,252,408"
120310000,12,3,10,0,1210000,COLCHESTER COUNTY,549,273,"13,158",108,"7,954",218,"5,204",..,..,168,"158,895",..,..,273,"2,263,593",415,"439,477",465,"877,372",420,"894,143",203,"847,499",375,"944,482",178,"72,577",260,"190,783",422,"6,863,625",385,"512,507",113,"329,420",17,"13,557",169,76,62,72,41,57,57,15,"21,433,183"
120310001,12,3,10,1,1210001,"COLCHESTER, SUBD. C",224,126,"6,133",63,"4,385",96,"1,748",..,..,84,"88,068",..,..,126,"1,037,543",180,"212,953",195,"406,611",179,"442,653",89,"305,320",165,"504,420",65,"29,520",110,"64,956",183,"3,406,726",169,"251,941",56,"219,899",4,x,53,24,24,26,17,40,33,7,"11,169,851"
120310008,12,3,10,8,1210008,"COLCHESTER, SUBD. B",229,95,"5,140",37,"3,162",77,"1,978",..,..,60,"49,942",..,..,95,"1,020,200",175,"184,647",199,"364,878",178,"358,130",80,x,152,"318,470",74,"22,147",108,"95,766",187,"2,679,420",157,"204,566",42,"85,051",9,"7,907",74,37,27,31,21,14,18,7,"8,202,943"
120310012,12,3,10,12,1210012,"COLCHESTER, SUBD. A",96,52,"1,885",8,407,45,"1,478",..,..,24,"20,885",..,..,52,"205,850",60,"41,877",71,"105,883",63,"93,360",34,x,58,"121,592",39,"20,910",42,"30,061",52,"777,479",59,"56,000",15,"24,470",4,x,42,15,11,15,3,3,6,1,"2,060,389"
120311000,12,3,11,0,1211000,CUMBERLAND COUNTY,612,285,"19,889",76,"10,654",243,"9,235",..,..,156,"141,134",..,..,285,"2,768,344",386,"357,945",477,"1,450,124",430,"715,246",194,"256,780",339,"773,122",233,"313,247",259,"485,180",346,"3,431,720",319,"508,614",125,"563,934",46,"93,150",216,94,100,89,46,27,28,12,"18,910,690"
120311001,12,3,11,1,1211001,"CUMBERLAND, SUBD. A",103,50,"1,937",12,672,43,"1,265",..,..,24,"22,255",..,..,50,"297,557",40,"16,443",59,"114,420",55,"66,579",23,"36,324",43,"63,885",34,"40,479",25,"15,050",30,"153,890",32,"26,193",24,"220,751",4,x,41,19,23,10,3,3,2,2,"1,952,174"
120311006,12,3,11,6,1211006,"CUMBERLAND, SUBD. B",176,107,"6,587",24,"2,589",92,"3,998",..,..,37,"50,722",..,..,107,"862,627",89,"71,367",132,"378,772",119,"207,022",55,"74,135",75,"221,872",78,"130,991",54,"23,436",67,"883,618",68,"79,315",44,"169,454",27,"66,948",50,33,28,28,14,11,8,4,"5,951,218"
120311009,12,3,11,9,1211009,"CUMBERLAND, SUBD. C",209,80,"10,021",33,"6,842",63,"3,179",..,..,65,"43,470",..,..,80,"1,411,845",165,"232,119",186,"799,546",168,"318,959",79,"111,766",143,"376,490",78,"126,032",111,"413,238",160,"1,804,839",145,"345,593",28,"34,960",10,"18,704",77,28,27,30,19,8,15,5,"8,981,008"
120311014,12,3,11,14,1211014,"CUMBERLAND, SUBD. D",124,48,"1,344",7,551,45,793,..,..,30,"24,687",..,..,48,"196,315",92,"38,016",100,"157,386",88,"122,686",37,"34,555",78,"110,875",43,"15,745",69,"33,456",89,"589,373",74,"57,513",29,"138,769",5,x,48,14,22,21,10,5,3,1,"2,026,290"
120312000,12,3,12,0,1212000,PICTOU COUNTY,492,155,"6,198",46,"2,684",132,"3,514",..,..,108,"76,363",..,..,155,"932,981",351,"207,253",411,"519,082",367,"513,185",178,"254,715",304,"513,623",136,"41,771",258,"121,746",369,"3,479,887",324,"281,178",105,"282,749",18,"5,622",215,85,55,53,25,35,17,7,"9,855,091"
120312001,12,3,12,1,1212001,"PICTOU, SUBD. A",246,75,"2,212",21,"1,041",61,"1,171",..,..,52,"27,238",..,..,75,"368,546",190,"108,948",211,"252,170",186,"254,336",93,"110,097",166,"265,604",69,"14,384",135,"59,090",192,"1,677,394",172,"155,222",39,"95,884",8,x,96,43,32,30,17,16,10,2,"4,543,944"
