AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,TFAREA,ETFAREA,NTOTIMP,TOTIMP,ETOTIMP,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NOTHIMP,OTHIMP,EOTHIMP,TOTUNIM,ETOTUNIM,NWDLAND,WDLAND,EWDLAND,NOUNIMP,OUNIMP,EOUNIMP,ILANDIST,ILANDIST_1,ILANDIST_2,ILANDIST_3,ILANDIST_4,ILANDIST_5,ILANDIST_6,ILANDIST_7,ILANDIST_8,ILANDIST_9,ILANDIST_10,ILANDIST_11,ILANDIST_12,ILANDIST_13,NFORAGE,FORAGE,EFORAGE,NALFASD,ALFASD,EALFASD,NALSIKE,ALSIKE,EALSIKE,NCLOVRD,CLOVRD,ECLOVRD,NCLOVSW,CLOVSW,ECLOVSW,NTIMOTHY,TIMOTHY,ETIMOTHY,NBROMSD,BROMSD,EBROMSD,NFESCUE,FESCUE,EFESCUE,NOFORGSD,OFORGSD,EOFORGSD,NTOTFER,TOTFER,ETOTFER,TOTTON,NFERCPA,FERCPA,EFERCPA,FERCPT,NFERTHA,FERTHA,EFERTHA,FERTHT,NFERIPA,FERIPA,EFERIPA,FERIPT,NSPRAY,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NIRGSSY,IRGSSY,EIRGSSY
110101000,11,1,1,0,1101000,KINGS COUNTY,586,"148,810","60,221",582,"86,422","34,974",556,"66,777","27,024",63,"1,892",766,382,"14,645","5,927",365,"3,108","1,258","62,389","25,248",490,"53,572","21,680",266,"8,817","3,568",582,4,12,15,176,157,80,45,67,15,7,3,4,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,424,"42,842","17,338","8,546",406,"37,365","15,121","7,914",63,"2,884","1,167",297,109,"2,593","1,049",335,381,335,"31,705","12,831",157,"12,154","4,919",..,..,..,1,35,14
110101001,11,1,1,1,1101001,TOWNSHIP 64,57,"9,567","3,872",56,"5,650","2,286",54,"4,322","1,749",6,72,29,34,"1,108",448,33,148,60,"3,916","1,585",48,"3,087","1,249",27,829,335,56,1,1,2,31,9,5,2,4,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,"2,520","1,020",454,37,"2,434",985,441,3,43,17,6,5,43,17,7,33,33,"2,530","1,024",7,376,152,..,..,..,0,0,0
110101006,11,1,1,6,1101006,TOWNSHIP 63,32,"7,020","2,841",32,"3,933","1,592",32,"3,117","1,261",4,80,32,20,487,197,25,249,101,"3,087","1,249",26,"2,686","1,087",16,401,162,32,0,2,0,7,12,7,1,1,2,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,"1,765",714,396,22,"1,649",667,380,3,44,18,5,5,72,29,11,14,12,"1,084",439,7,343,139,..,..,..,0,0,0
110101008,11,1,1,8,1101008,TOWNSHIP 61,31,"5,437","2,200",31,"3,243","1,312",30,"2,337",946,4,35,14,21,712,288,19,159,64,"2,195",888,27,"1,973",798,12,222,90,31,0,0,2,11,8,5,3,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,"1,520",615,257,22,"1,321",535,234,4,96,39,13,5,103,42,10,15,14,"1,044",422,5,289,117,..,..,..,0,0,0
110101009,11,1,1,9,1101009,TOWNSHIP 59,39,"9,761","3,950",39,"6,020","2,436",36,"4,667","1,889",6,121,49,29,"1,078",436,30,154,62,"3,741","1,514",35,"3,376","1,366",14,365,148,39,0,0,1,12,7,10,2,5,1,0,0,1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,"3,071","1,243",773,28,"2,703","1,094",721,5,216,87,33,6,152,62,19,31,26,"2,016",816,10,715,289,..,..,..,0,0,0
110101014,11,1,1,14,1101014,TOWNSHIP 51,52,"13,219","5,350",52,"7,997","3,236",51,"6,164","2,494",3,298,121,36,"1,316",533,50,219,89,"5,222","2,113",51,"4,373","1,770",28,849,344,52,0,0,1,12,15,8,4,10,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,"4,300","1,740",888,41,"3,806","1,540",848,5,188,76,14,10,306,124,26,41,35,"3,023","1,223",20,"1,111",450,..,..,..,1,35,14
110101016,11,1,1,16,1101016,TOWNSHIP 52,32,"8,508","3,443",31,"4,866","1,969",25,"3,910","1,582",3,57,23,17,646,261,19,253,102,"3,641","1,473",27,"3,040","1,230",18,601,243,31,1,3,1,8,7,2,4,3,2,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,"3,200","1,295",537,19,"3,052","1,235",523,2,50,20,5,5,98,40,9,20,17,"2,123",859,6,"1,075",435,..,..,..,0,0,0
110101019,11,1,1,19,1101019,TOWNSHIP 53,25,"6,716","2,718",25,"3,957","1,601",25,"3,361","1,360",4,146,59,11,399,161,9,51,21,"2,759","1,117",19,"2,313",936,13,446,180,25,0,0,0,6,10,3,3,0,2,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,"2,715","1,099",416,20,"2,305",933,401,3,250,101,9,3,160,65,6,18,16,"2,103",851,6,330,134,..,..,..,0,0,0
110101026,11,1,1,26,1101026,TOWNSHIP 54,21,"6,089","2,464",21,"2,842","1,150",21,"2,336",945,0,0,0,14,463,187,11,43,17,"3,248","1,314",19,"2,721","1,101",10,527,213,21,0,0,0,7,5,2,3,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,"1,967",796,207,18,"1,480",599,188,5,320,129,12,5,167,68,7,15,11,742,300,5,428,173,..,..,..,0,0,0
110101028,11,1,1,28,1101028,TOWNSHIP 55,21,"11,488","4,649",21,"5,623","2,276",21,"3,292","1,332",2,112,45,19,"2,139",866,14,80,32,"5,865","2,373",20,"5,488","2,221",9,377,153,21,0,0,0,5,11,3,0,1,0,0,0,0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,"1,714",694,244,16,"1,514",613,223,2,17,7,3,8,183,74,18,14,13,"1,490",603,5,111,45,..,..,..,0,0,0
110101029,11,1,1,29,1101029,TOWNSHIP 56,21,"5,270","2,133",21,"2,760","1,117",21,"2,027",820,2,39,16,19,582,236,18,112,45,"2,510","1,016",18,"2,140",866,14,370,150,21,0,0,0,6,7,4,0,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,"1,044",422,209,14,915,370,195,2,45,18,6,4,84,34,8,16,13,643,260,9,274,111,..,..,..,0,0,0
110101031,11,1,1,31,1101031,TOWNSHIP 43,26,"6,481","2,623",25,"3,966","1,605",25,"3,320","1,344",0,0,0,16,583,236,10,63,25,"2,516","1,018",21,"2,323",940,7,193,78,25,1,1,1,6,8,1,1,6,0,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,"1,887",764,482,17,"1,733",701,468,2,32,13,4,6,122,49,10,15,13,"1,318",533,10,782,316,..,..,..,0,0,0
110101032,11,1,1,32,1101032,TOWNSHIP 44,26,"3,611","1,461",26,"2,309",934,24,"1,510",611,2,27,11,19,710,287,15,62,25,"1,302",527,18,992,401,9,310,125,26,0,0,3,6,9,7,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,593,240,123,8,563,228,115,0,0,0,0,2,30,12,8,9,7,419,170,3,278,113,..,..,..,0,0,0
110101034,11,1,1,34,1101034,TOWNSHIP 45,14,"6,927","2,803",14,"4,810","1,947",14,"4,241","1,716",2,20,8,9,457,185,12,92,37,"2,117",857,12,"2,001",810,5,116,47,14,0,0,0,1,0,1,4,5,1,1,0,1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,"2,621","1,061",592,11,"2,386",966,565,3,120,49,15,4,115,47,12,11,11,"2,136",864,7,"1,530",619,..,..,..,0,0,0
110101038,11,1,1,38,1101038,TOWNSHIP 46,20,"6,631","2,683",20,"4,046","1,637",20,"3,352","1,357",2,233,94,11,275,111,12,186,75,"2,584","1,046",15,"2,455",994,7,129,52,20,0,0,1,5,3,4,2,3,0,1,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,"2,384",965,561,16,"2,314",936,554,1,40,16,3,2,30,12,4,15,12,"1,749",708,11,"1,287",521,..,..,..,0,0,0
110101039,11,1,1,39,1101039,TOWNSHIP 47,34,"9,377","3,795",34,"5,270","2,133",34,"4,588","1,857",2,40,16,21,513,208,21,129,52,"4,107","1,662",26,"3,613","1,462",15,494,200,34,0,0,0,12,6,6,4,4,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,"2,957","1,197",683,28,"2,834","1,147",668,0,0,0,0,9,123,50,15,31,29,"3,004","1,216",13,"1,025",415,..,..,..,0,0,0
110101041,11,1,1,41,1101041,TOWNSHIP 42,19,"3,297","1,334",18,"1,250",506,15,578,234,8,149,60,15,493,200,11,30,12,"2,047",828,17,"1,439",582,15,608,246,18,1,0,0,11,6,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,217,88,23,8,104,42,15,2,33,13,2,2,80,32,6,6,5,116,47,1,30,12,..,..,..,0,0,0
110101042,11,1,1,42,1101042,TOWNSHIP 41,34,"7,460","3,019",34,"4,445","1,799",28,"3,153","1,276",4,50,20,22,"1,098",444,16,144,58,"3,015","1,220",26,"2,794","1,131",7,221,89,34,0,5,0,9,9,2,2,6,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,"1,638",663,299,21,"1,393",564,272,3,92,37,9,7,153,62,18,20,16,"1,157",468,6,328,133,..,..,..,0,0,0
110101046,11,1,1,46,1101046,TOWNSHIP 40,28,"9,484","3,838",28,"6,489","2,626",27,"5,626","2,277",0,0,0,14,626,253,6,237,96,"2,995","1,212",17,"2,438",987,13,557,225,28,0,0,1,6,6,6,3,2,1,1,0,2,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,"3,302","1,336",644,18,"2,095",848,478,10,917,371,93,9,290,117,73,19,16,"2,643","1,070",6,968,392,..,..,..,0,0,0
110101049,11,1,1,49,1101049,TOWNSHIP 39,18,"4,738","1,917",18,"2,684","1,086",18,"1,676",678,4,257,104,13,380,154,13,371,150,"2,054",831,18,"1,431",579,9,623,252,18,0,0,0,6,6,0,2,3,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,"1,317",533,277,15,"1,042",422,194,4,167,68,39,5,108,44,44,13,12,909,368,8,354,143,..,..,..,0,0,0
110101051,11,1,1,51,1101051,TOWNSHIP 38,36,"7,729","3,128",36,"4,262","1,725",35,"3,200","1,295",5,156,63,22,580,235,21,326,132,"3,468","1,403",30,"2,889","1,169",18,579,234,36,0,0,2,9,13,4,4,3,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,"2,110",854,481,27,"1,722",697,431,4,214,87,26,7,174,70,24,25,24,"1,456",589,12,520,210,..,..,..,0,0,0
110200000,11,2,0,0,1100000,PRINCE COUNTY,"1,084","262,881","106,384","1,072","195,722","79,206","1,003","156,217","63,219",61,"3,342","1,352",688,"31,764","12,854",614,"4,399","1,780","67,158","27,178",768,"51,993","21,041",430,"15,165","6,137","1,072",12,44,29,225,269,161,115,134,45,25,13,6,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,829,"101,380","41,027","25,861",807,"91,846","37,169","24,822",117,"4,931","1,996",477,168,"4,603","1,863",562,804,709,"84,061","34,018",459,"45,360","18,357",..,..,..,1,17,7
110203000,11,2,3,0,1103000,PRINCE COUNTY,"1,084","262,881","106,384","1,072","195,722","79,206","1,003","156,217","63,219",61,"3,342","1,352",688,"31,764","12,854",614,"4,399","1,780","67,158","27,178",768,"51,993","21,041",430,"15,165","6,137","1,072",12,44,29,225,269,161,115,134,45,25,13,6,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,829,"101,380","41,027","25,861",807,"91,846","37,169","24,822",117,"4,931","1,996",477,168,"4,603","1,863",562,804,709,"84,061","34,018",459,"45,360","18,357",..,..,..,1,17,7
110203001,11,2,3,1,1103001,TOWNSHIP 28,68,"21,271","8,608",68,"16,685","6,752",65,"13,945","5,643",5,338,137,38,"1,991",806,37,411,166,"4,586","1,856",49,"3,463","1,401",34,"1,123",454,68,0,3,0,7,19,15,5,9,5,2,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56,"8,984","3,636","3,076",55,"8,584","3,474","3,048",4,111,45,8,7,289,117,20,59,46,"7,567","3,062",51,"5,306","2,147",..,..,..,0,0,0
110203006,11,2,3,6,1103006,TOWNSHIP 27,77,"17,109","6,924",77,"13,413","5,428",73,"11,393","4,611",3,223,90,46,"1,517",614,32,280,113,"3,696","1,496",54,"2,589","1,048",31,"1,107",448,77,0,1,3,16,19,11,13,8,3,2,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69,"6,466","2,617","2,247",67,"6,264","2,535","2,225",3,72,29,11,9,130,53,11,62,49,"5,220","2,112",50,"4,048","1,638",..,..,..,0,0,0
110203009,11,2,3,9,1103009,TOWNSHIP 26,73,"20,403","8,257",72,"17,608","7,126",69,"15,233","6,165",6,442,179,43,"1,709",692,42,224,91,"2,795","1,131",44,"2,423",981,19,372,151,72,1,2,2,16,15,10,7,7,7,3,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59,"11,632","4,707","2,932",58,"10,892","4,408","2,861",9,488,197,51,10,252,102,20,58,49,"9,267","3,750",41,"7,072","2,862",..,..,..,0,0,0
110203011,11,2,3,11,1103011,TOWNSHIP 25,54,"12,900","5,220",52,"11,514","4,660",46,"9,920","4,014",3,110,45,31,"1,141",462,30,343,139,"1,386",561,36,"1,117",452,13,269,109,52,2,2,3,5,13,6,4,11,5,2,0,1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,"7,764","3,142","1,938",44,"7,002","2,834","1,867",8,425,172,31,11,337,136,40,41,37,"6,157","2,492",20,"3,221","1,303",..,..,..,1,17,7
110203012,11,2,3,12,1103012,TOWNSHIP 19,77,"15,833","6,407",77,"13,994","5,663",72,"11,134","4,506",6,715,289,49,"1,864",754,41,281,114,"1,840",745,47,"1,381",559,22,459,186,77,0,3,4,15,19,14,8,7,5,1,0,0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59,"7,996","3,236","2,067",55,"6,461","2,615","1,900",19,"1,012",410,105,20,523,212,62,60,56,"5,973","2,417",24,"3,852","1,559",..,..,..,0,0,0
110203016,11,2,3,16,1103016,TOWNSHIP 18,72,"14,990","6,066",71,"13,381","5,415",64,"11,491","4,650",1,15,6,45,"1,691",684,44,184,74,"1,609",651,42,"1,041",421,20,568,230,71,1,1,4,20,15,7,6,9,4,2,3,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,"8,571","3,469","1,798",52,"7,663","3,101","1,734",14,557,225,40,12,351,142,24,47,45,"7,299","2,954",17,"2,084",843,..,..,..,0,0,0
110203019,11,2,3,19,1103019,TOWNSHIP 17,40,"10,251","4,148",38,"8,905","3,604",35,"8,233","3,332",2,35,14,16,535,217,21,102,41,"1,347",545,14,921,373,12,426,172,38,2,2,4,11,4,3,4,4,2,1,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,"6,694","2,709","1,795",24,"6,073","2,458","1,715",8,435,176,44,6,186,75,36,25,23,"6,193","2,506",14,"2,790","1,129",..,..,..,0,0,0
110203026,11,2,3,26,1103026,TOWNSHIP 15,12,"4,036","1,633",12,"3,030","1,226",10,"2,510","1,016",0,0,0,7,495,200,7,25,10,"1,006",407,8,850,344,3,156,63,12,0,2,0,2,0,2,1,2,2,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,"1,261",510,128,7,"1,069",433,106,2,50,20,7,5,142,57,15,8,8,"1,115",451,3,145,59,..,..,..,0,0,0
110203028,11,2,3,28,1103028,TOWNSHIP 16,47,"12,100","4,897",47,"8,897","3,600",44,"6,074","2,458",4,447,181,32,"1,953",790,35,423,171,"3,203","1,296",35,"2,373",960,20,830,336,47,0,2,1,5,12,9,10,5,0,1,2,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,"3,527","1,427",525,32,"2,613","1,057",444,10,426,172,34,14,488,197,47,32,27,"1,775",718,11,632,256,..,..,..,0,0,0
110203031,11,2,3,31,1103031,TOWNSHIP 14,39,"10,100","4,087",38,"6,375","2,580",34,"5,078","2,055",3,52,21,25,"1,158",469,19,87,35,"3,725","1,507",30,"2,131",862,19,"1,594",645,38,1,3,1,6,10,9,3,1,3,2,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,"3,591","1,453",738,28,"3,179","1,286",685,6,233,94,23,6,179,72,30,28,25,"3,153","1,276",13,978,396,..,..,..,0,0,0
110203032,11,2,3,32,1103032,TOWNSHIP 13,66,"14,874","6,019",65,"9,479","3,836",57,"5,357","2,168",4,41,17,48,"3,945","1,596",45,136,55,"5,393","2,182",49,"4,525","1,831",30,868,351,65,1,6,2,12,19,12,3,10,0,0,0,0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,"2,979","1,206",444,36,"1,900",769,307,12,568,230,48,16,511,207,89,42,37,"1,803",730,12,501,203,..,..,..,0,0,0
110203034,11,2,3,34,1103034,TOWNSHIP 12,15,"3,119","1,262",15,"1,768",715,13,"1,287",521,1,15,6,9,407,165,8,59,24,"1,351",547,11,"1,237",501,4,114,46,15,0,2,0,2,9,1,0,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,470,190,51,9,370,150,45,3,67,27,4,2,33,13,2,10,6,293,119,5,100,40,..,..,..,0,0,0
110203036,11,2,3,36,1103036,TOWNSHIP 11,10,"1,544",625,9,673,272,7,465,188,0,0,0,6,193,78,6,15,6,871,352,7,766,310,4,105,42,9,1,2,1,1,3,2,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,189,76,25,4,176,71,23,0,0,0,0,1,13,5,2,4,4,151,61,2,30,12,..,..,..,0,0,0
110203038,11,2,3,38,1103038,TOWNSHIP 10,14,"4,392","1,777",14,"1,967",796,14,"1,565",633,1,5,2,12,356,144,13,41,17,"2,425",981,14,"2,272",919,5,153,62,14,0,0,0,4,5,2,2,0,0,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,932,377,224,14,912,369,221,0,0,0,0,1,20,8,3,7,7,753,305,4,244,99,..,..,..,0,0,0
110203041,11,2,3,41,1103041,TOWNSHIP  6,60,"11,898","4,815",60,"8,323","3,368",56,"6,731","2,724",1,15,6,33,"1,355",548,29,222,90,"3,575","1,447",46,"2,743","1,110",27,832,337,60,0,4,0,17,17,6,3,11,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45,"3,830","1,550",949,44,"3,570","1,445",908,3,48,19,6,6,212,86,35,43,40,"3,391","1,372",26,"1,705",690,..,..,..,0,0,0
110203044,11,2,3,44,1103044,TOWNSHIP  9,38,"7,512","3,040",38,"4,400","1,781",37,"3,327","1,346",1,15,6,31,959,388,24,99,40,"3,112","1,259",28,"2,695","1,091",15,417,169,38,0,1,0,13,7,12,3,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,"1,486",601,442,27,"1,370",554,429,0,0,0,0,3,116,47,13,27,25,"1,287",521,18,502,203,..,..,..,0,0,0
110203046,11,2,3,46,1103046,TOWNSHIP  8,42,"15,772","6,383",42,"9,785","3,960",42,"8,046","3,256",4,68,28,34,"1,465",593,28,206,83,"5,987","2,423",39,"5,473","2,215",15,514,208,42,0,0,1,3,12,3,8,11,1,2,0,1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,"3,991","1,615","1,144",35,"3,851","1,558","1,119",1,60,24,7,5,80,32,18,36,33,"3,939","1,594",25,"2,088",845,..,..,..,0,0,0
110203048,11,2,3,48,1103048,TOWNSHIP  7,43,"9,599","3,885",42,"6,752","2,732",39,"4,792","1,939",3,70,28,23,"1,770",716,24,120,49,"2,847","1,152",27,"1,832",741,20,"1,015",411,42,1,2,0,11,10,5,4,8,1,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,"2,992","1,211",768,28,"2,837","1,148",743,2,75,30,16,2,80,32,9,29,28,"3,106","1,257",21,"1,398",566,..,..,..,0,0,0
110203049,11,2,3,49,1103049,TOWNSHIP  5,37,"9,330","3,776",37,"7,413","3,000",37,"5,800","2,347",3,543,220,22,911,369,25,159,64,"1,917",776,27,"1,638",663,14,279,113,37,0,0,0,8,12,3,5,7,1,0,0,0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,"4,000","1,619","1,145",34,"3,975","1,609","1,139",0,0,0,0,1,25,10,6,31,28,"3,615","1,463",21,"2,573","1,041",..,..,..,0,0,0
110203051,11,2,3,51,1103051,TOWNSHIP  4,63,"17,985","7,278",63,"13,114","5,307",63,"10,392","4,205",3,24,10,44,"2,305",933,38,393,159,"4,871","1,971",53,"3,665","1,483",27,"1,206",488,63,0,1,0,10,17,9,9,10,2,3,1,1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,"6,824","2,762","1,889",47,"6,340","2,566","1,832",4,139,56,13,12,345,140,44,50,42,"5,779","2,339",29,"3,765","1,524",..,..,..,0,0,0
110203054,11,2,3,54,1103054,TOWNSHIP  3,46,"11,444","4,631",46,"7,913","3,202",44,"5,309","2,148",3,60,24,38,"2,238",906,28,306,124,"3,530","1,429",37,"2,844","1,151",27,686,278,46,0,0,0,11,11,4,11,7,1,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,"3,298","1,335",656,40,"3,166","1,281",639,3,70,28,5,5,62,25,12,40,37,"2,698","1,092",20,818,331,..,..,..,0,0,0
110203056,11,2,3,56,1103056,TOWNSHIP  2,31,"7,329","2,966",31,"5,103","2,065",30,"4,198","1,699",1,58,23,21,743,301,14,104,42,"2,226",901,29,"1,861",753,16,365,148,31,0,0,1,8,5,9,3,3,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,"2,422",980,593,29,"2,334",945,585,1,20,8,1,4,68,28,7,28,24,"2,008",813,15,912,369,..,..,..,0,0,0
110203058,11,2,3,58,1103058,TOWNSHIP  1,60,"9,090","3,679",58,"5,230","2,117",52,"3,937","1,593",3,51,21,35,"1,063",430,24,179,72,"3,860","1,562",42,"2,153",871,33,"1,707",691,58,2,5,2,22,16,7,3,2,0,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,"1,481",599,287,38,"1,245",504,247,5,75,30,23,10,161,65,17,37,33,"1,519",615,17,596,241,..,..,..,0,0,0
110300000,11,3,0,0,1100000,QUEENS COUNTY,"1,484","287,676","116,418","1,472","218,709","88,508","1,396","168,124","68,037",86,"2,247",909,"1,067","43,112","17,447",805,"5,226","2,115","68,967","27,910","1,099","56,132","22,716",449,"12,835","5,194","1,472",12,39,56,392,426,193,148,126,45,23,15,6,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,168","121,272","49,077","21,070","1,122","99,215","40,151","18,599",269,"12,162","4,922","1,351",320,"9,895","4,004","1,120","1,058",980,"86,338","34,940",351,"21,521","8,709",..,..,..,2,5,2
110302000,11,3,2,0,1102000,QUEENS COUNTY,"1,484","287,676","116,418","1,472","218,709","88,508","1,396","168,124","68,037",86,"2,247",909,"1,067","43,112","17,447",805,"5,226","2,115","68,967","27,910","1,099","56,132","22,716",449,"12,835","5,194","1,472",12,39,56,392,426,193,148,126,45,23,15,6,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,168","121,272","49,077","21,070","1,122","99,215","40,151","18,599",269,"12,162","4,922","1,351",320,"9,895","4,004","1,120","1,058",980,"86,338","34,940",351,"21,521","8,709",..,..,..,2,5,2
110302001,11,3,2,1,1102001,TOWNSHIP 62,22,"4,495","1,819",22,"2,383",964,21,"1,243",503,3,36,15,12,350,142,12,754,305,"2,112",855,17,"1,854",750,10,258,104,22,0,0,1,8,8,1,2,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,434,176,79,11,377,153,75,1,20,8,1,3,37,15,3,8,6,220,89,5,144,58,..,..,..,0,0,0
110302004,11,3,2,4,1102004,TOWNSHIP 60,23,"5,080","2,056",22,"3,207","1,298",22,"2,260",915,3,326,132,9,340,138,11,281,114,"1,873",758,16,"1,655",670,5,218,88,22,1,1,1,8,5,3,0,3,0,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,"1,862",754,437,12,"1,772",717,425,2,20,8,2,5,70,28,10,13,11,"1,239",501,9,813,329,..,..,..,1,4,2
110302006,11,3,2,6,1102006,TOWNSHIP 58,27,"6,885","2,786",27,"4,046","1,637",27,"3,244","1,313",3,103,42,16,545,221,18,154,62,"2,841","1,150",25,"2,522","1,021",8,319,129,27,0,0,2,9,6,3,2,1,4,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,"2,167",877,420,19,"1,991",806,398,2,51,21,9,5,125,51,13,15,13,"1,479",599,4,551,223,..,..,..,0,0,0
