AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NTURKEY,TURKEY,NGEESE,GEESE,NDUCKS,DUCKS,NOTHPLT,OTHPLT,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCATTFE,CATTFE,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NCHINCH,CHINCH,NMINK,MINK,NFOX,FOX,NOTHLIV
110101049,11,1,1,49,1101049,TOWNSHIP 39,18,1,x,0,0,1,x,1,x,1,x,2,x,1,x,0,0,15,383,5,7,9,141,6,119,3,22,11,97,7,56,3,8,5,33,7,39,9,99,9,81,8,114,2,x,5,x,7,70,4,x,3,x,1,x,1,x,1,x,1,x,4,15,0,0,0,0,0,0,0,0,1,x,1
110101051,11,1,1,51,1101051,TOWNSHIP 38,36,14,390,1,x,13,215,6,x,2,x,1,x,2,x,3,10,23,725,5,5,22,299,13,185,12,114,18,161,9,84,7,45,10,32,13,57,20,203,15,83,15,"1,494",8,11,9,143,15,"1,340",11,602,10,458,5,280,2,x,2,x,2,x,6,8,3,x,0,0,0,0,0,0,0,0,2
110200000,11,2,0,0,1100000,PRINCE COUNTY,"1,084",243,"100,735",34,"23,509",194,"70,353",95,"6,873",18,998,56,"2,075",62,994,8,79,753,"33,429",263,365,641,"11,076",393,"8,107",303,"2,969",617,"6,460",362,"3,878",212,980,207,"1,602",491,"6,926",656,"8,602",406,"6,429",324,"30,427",180,260,230,"4,226",297,"25,941",225,"12,424",145,"7,970",85,"5,547",27,"1,029",26,520,27,509,237,748,12,50,18,194,1,x,7,x,62,"4,509",20
110203000,11,2,3,0,1103000,PRINCE COUNTY,"1,084",243,"100,735",34,"23,509",194,"70,353",95,"6,873",18,998,56,"2,075",62,994,8,79,753,"33,429",263,365,641,"11,076",393,"8,107",303,"2,969",617,"6,460",362,"3,878",212,980,207,"1,602",491,"6,926",656,"8,602",406,"6,429",324,"30,427",180,260,230,"4,226",297,"25,941",225,"12,424",145,"7,970",85,"5,547",27,"1,029",26,520,27,509,237,748,12,50,18,194,1,x,7,x,62,"4,509",20
110203001,11,2,3,1,1103001,TOWNSHIP 28,68,4,x,0,0,3,174,1,x,1,x,2,x,1,x,0,0,33,"1,379",11,18,22,311,7,112,15,199,22,180,6,53,9,55,10,72,26,572,23,298,26,601,8,403,3,3,6,59,6,341,5,x,4,193,1,x,0,0,0,0,0,0,10,47,0,0,0,0,0,0,0,0,2,x,1
110203006,11,2,3,6,1103006,TOWNSHIP 27,77,9,"2,432",2,x,7,"2,022",3,x,0,0,0,0,1,x,0,0,43,"1,496",8,11,41,507,28,393,15,114,34,260,21,151,9,49,10,60,36,305,38,413,23,234,19,"1,678",11,14,15,221,16,"1,443",13,556,7,570,4,317,0,0,0,0,0,0,5,x,0,0,1,x,1,x,0,0,3,167,2
110203009,11,2,3,9,1103009,TOWNSHIP 26,73,13,"7,093",3,x,13,"4,898",3,x,1,x,3,98,4,88,1,x,55,"2,229",11,15,40,735,24,597,18,138,42,399,24,172,14,54,21,173,40,458,46,622,38,506,18,"2,548",9,13,15,240,15,"2,295",13,"1,002",8,756,7,537,1,x,1,x,1,x,7,16,1,x,0,0,0,0,1,x,2,x,2
110203011,11,2,3,11,1103011,TOWNSHIP 25,54,14,x,1,x,12,x,3,x,0,0,6,287,6,82,2,x,38,"1,993",7,10,29,491,22,443,7,48,32,510,23,408,2,x,11,x,27,429,35,553,24,462,15,"2,312",10,17,11,350,12,"1,945",10,"1,042",6,549,5,354,1,x,1,x,1,x,9,38,2,x,5,131,0,0,0,0,5,188,3
110203012,11,2,3,12,1103012,TOWNSHIP 19,77,15,"1,460",5,319,13,939,7,202,2,x,3,x,3,71,0,0,51,"3,253",13,15,41,776,32,630,16,146,46,737,29,444,13,54,20,239,41,"1,064",43,661,36,977,27,"3,832",17,23,19,467,25,"3,342",18,"1,391",12,"1,093",10,858,0,0,0,0,0,0,17,54,2,x,0,0,0,0,0,0,4,320,1
110203016,11,2,3,16,1103016,TOWNSHIP 18,72,9,"25,899",2,x,7,x,3,x,0,0,3,83,3,70,0,0,50,"2,824",10,13,42,696,24,489,19,207,39,459,22,201,14,74,16,184,38,"1,056",43,600,34,"1,149",26,"1,580",12,14,19,197,24,"1,369",16,501,11,629,7,239,1,x,1,x,1,x,17,56,1,x,0,0,0,0,1,x,6,286,1
110203019,11,2,3,19,1103019,TOWNSHIP 17,40,9,"3,336",1,x,9,x,1,x,0,0,3,x,0,0,0,0,23,"1,097",9,15,18,312,7,190,11,122,19,200,6,106,8,36,8,58,17,386,16,184,15,363,4,928,1,x,1,x,4,x,1,x,3,470,3,440,2,x,2,x,2,x,8,24,1,x,0,0,0,0,0,0,3,270,1
110203026,11,2,3,26,1103026,TOWNSHIP 15,12,4,282,0,0,2,x,2,x,0,0,0,0,0,0,0,0,9,709,3,4,8,220,8,x,1,x,9,211,8,x,0,0,5,x,8,132,9,142,3,x,5,252,1,x,1,x,5,x,3,x,3,x,1,x,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0
110203028,11,2,3,28,1103028,TOWNSHIP 16,47,10,"5,816",3,x,9,x,4,110,0,0,2,x,5,63,0,0,35,"2,013",13,21,31,774,24,631,10,143,32,558,23,409,11,46,12,103,21,200,28,460,20,139,11,609,6,9,9,167,10,433,9,410,5,x,1,x,0,0,0,0,0,0,11,24,0,0,0,0,0,0,0,0,4,331,1
110203031,11,2,3,31,1103031,TOWNSHIP 14,39,10,421,0,0,9,221,3,200,0,0,0,0,2,x,0,0,30,"1,430",11,30,24,450,18,398,7,52,24,259,17,187,2,x,9,x,22,318,24,373,13,162,9,"2,476",4,9,4,120,9,"2,347",6,x,6,877,3,x,1,x,1,x,1,x,8,9,1,x,1,x,0,0,1,x,1,x,0
110203032,11,2,3,32,1103032,TOWNSHIP 13,66,24,"7,038",3,x,17,"5,252",12,x,6,391,5,34,6,80,0,0,51,"2,145",17,19,43,791,22,530,26,261,41,481,24,267,16,73,17,141,34,290,46,564,23,279,17,433,8,10,12,103,14,320,9,295,9,x,2,x,3,x,2,x,3,x,20,66,0,0,1,x,0,0,2,x,12,522,0
110203034,11,2,3,34,1103034,TOWNSHIP 12,15,4,179,1,x,2,x,3,x,0,0,1,x,0,0,0,0,12,485,8,9,12,157,4,69,8,88,12,73,4,x,8,30,3,x,10,92,12,154,7,79,7,213,5,5,6,50,7,158,6,149,3,x,1,x,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,2,x,0
110203036,11,2,3,36,1103036,TOWNSHIP 11,10,5,195,1,x,4,x,2,x,1,x,2,x,1,x,1,x,5,120,1,x,4,48,2,x,2,x,5,32,2,x,2,x,2,x,4,x,4,27,2,x,2,x,0,0,0,0,2,x,1,x,1,x,0,0,0,0,0,0,0,0,3,x,0,0,0,0,0,0,0,0,3,412,0
110203038,11,2,3,38,1103038,TOWNSHIP 10,14,7,132,1,x,5,x,1,x,0,0,1,x,1,x,0,0,10,360,2,x,10,134,9,x,3,x,10,89,8,60,4,12,4,17,5,x,10,94,3,17,8,x,2,x,5,x,5,x,2,x,3,x,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,1
110203041,11,2,3,41,1103041,TOWNSHIP  6,60,16,876,5,88,13,465,7,323,0,0,3,19,5,18,0,0,43,"1,860",19,23,39,704,25,532,19,172,40,306,25,187,14,61,10,58,26,269,41,558,24,200,30,"1,362",19,27,21,361,29,974,25,875,5,17,6,82,0,0,0,0,0,0,16,33,1,x,0,0,0,0,0,0,1,x,0
110203044,11,2,3,44,1103044,TOWNSHIP  9,38,10,587,0,0,4,216,7,371,0,0,2,x,2,x,0,0,28,956,13,16,27,363,13,209,18,154,27,186,16,133,13,44,3,9,21,144,26,247,11,55,13,"1,129",8,12,10,205,12,912,11,x,5,x,2,x,0,0,0,0,0,0,12,31,0,0,1,x,0,0,0,0,0,0,0
110203046,11,2,3,46,1103046,TOWNSHIP  8,42,5,164,1,x,4,x,2,x,0,0,0,0,0,0,0,0,33,"1,951",13,21,29,706,20,507,13,199,28,378,22,240,7,68,8,70,19,332,30,514,17,229,17,"2,411",11,23,13,366,17,"2,022",14,"1,045",7,620,4,357,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,3
110203048,11,2,3,48,1103048,TOWNSHIP  7,43,3,x,1,x,2,x,2,x,1,x,2,x,1,x,1,x,30,"1,053",13,16,24,450,15,374,11,76,21,183,12,146,7,17,6,20,18,122,25,282,17,108,13,"2,010",10,20,11,421,13,"1,569",12,915,8,367,5,287,0,0,0,0,0,0,13,32,1,x,2,x,0,0,0,0,0,0,0
110203049,11,2,3,49,1103049,TOWNSHIP  5,37,12,903,1,x,7,577,6,x,0,0,3,11,1,x,0,0,27,991,16,17,24,473,18,403,9,70,22,144,15,108,5,23,5,13,11,83,24,274,8,24,16,709,10,13,12,143,16,553,12,419,6,104,5,30,2,x,2,x,2,x,8,13,2,x,3,x,0,0,0,0,1,x,0
110203051,11,2,3,51,1103051,TOWNSHIP  4,63,19,"2,002",1,x,15,"1,076",11,x,1,x,4,67,6,35,2,x,53,"2,537",21,22,47,913,26,621,27,292,43,395,24,192,18,88,18,115,31,454,46,753,26,464,19,"1,023",6,7,9,99,18,917,9,315,10,370,8,232,5,168,5,90,5,78,13,54,0,0,2,x,0,0,0,0,1,x,2
110203054,11,2,3,54,1103054,TOWNSHIP  3,46,13,"1,901",0,0,12,"1,867",3,34,0,0,3,x,5,27,0,0,40,"1,141",12,20,37,474,25,353,15,121,30,229,20,173,10,x,3,x,17,94,38,324,14,87,10,"1,743",7,9,9,184,10,"1,550",8,x,6,x,3,x,1,x,1,x,1,x,12,36,0,0,0,0,0,0,0,0,3,104,1
110203056,11,2,3,56,1103056,TOWNSHIP  2,31,9,"2,546",0,0,8,x,1,x,1,x,2,x,2,x,0,0,19,565,9,11,16,230,10,165,7,65,15,99,7,x,7,59,1,x,8,41,16,184,8,53,10,689,6,9,6,116,10,564,7,304,7,x,3,x,0,0,0,0,0,0,7,31,0,0,0,0,0,0,1,x,1,x,0
110203058,11,2,3,58,1103058,TOWNSHIP  1,60,19,"4,493",2,x,17,x,8,x,4,x,6,142,7,107,1,x,35,842,23,35,33,361,10,74,26,287,24,92,4,23,19,59,5,10,11,33,33,321,14,67,20,"1,975",14,19,16,306,18,"1,650",15,880,10,515,4,255,9,312,9,140,9,172,24,48,0,0,2,x,0,0,1,x,8,"1,021",1
110300000,11,3,0,0,1100000,QUEENS COUNTY,"1,484",316,"97,146",38,"16,716",276,"75,179",119,"5,251",22,"1,788",67,"2,540",76,"1,361",17,"1,314","1,154","53,928",429,750,961,"17,878",583,"12,477",491,"5,401",942,"10,728",509,"5,423",318,"1,808",387,"3,497",750,"10,844",982,"13,728",698,"11,985",572,"66,483",320,502,415,"7,588",519,"58,393",390,"23,700",277,"18,556",209,"16,137",60,"3,301",59,"1,869",54,"1,432",342,"1,206",42,209,23,202,0,0,1,x,14,"1,069",47
110302000,11,3,2,0,1102000,QUEENS COUNTY,"1,484",316,"97,146",38,"16,716",276,"75,179",119,"5,251",22,"1,788",67,"2,540",76,"1,361",17,"1,314","1,154","53,928",429,750,961,"17,878",583,"12,477",491,"5,401",942,"10,728",509,"5,423",318,"1,808",387,"3,497",750,"10,844",982,"13,728",698,"11,985",572,"66,483",320,502,415,"7,588",519,"58,393",390,"23,700",277,"18,556",209,"16,137",60,"3,301",59,"1,869",54,"1,432",342,"1,206",42,209,23,202,0,0,1,x,14,"1,069",47
110302001,11,3,2,1,1102001,TOWNSHIP 62,22,6,169,1,x,6,x,2,x,0,0,1,x,0,0,0,0,15,277,6,x,11,102,8,63,5,39,10,35,6,20,3,x,2,x,7,x,11,82,8,36,4,x,3,x,3,x,4,x,3,x,1,x,1,x,0,0,0,0,0,0,5,x,3,29,0,0,0,0,0,0,0,0,2
110302004,11,3,2,4,1102004,TOWNSHIP 60,23,5,x,0,0,4,x,3,x,0,0,2,x,1,x,0,0,10,296,5,x,8,122,5,84,4,38,6,37,4,27,3,10,0,0,3,x,7,99,2,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,3,x,2,x,3,x,1,x,3,6,1,x,0,0,0,0,0,0,1
110302006,11,3,2,6,1102006,TOWNSHIP 58,27,8,600,2,x,8,x,5,333,1,x,0,0,2,x,0,0,20,791,9,9,18,332,7,163,15,169,17,151,6,78,13,68,3,5,10,62,18,237,7,50,4,731,2,x,2,x,4,x,2,x,4,x,2,x,1,x,1,x,0,0,6,32,1,x,1,x,0,0,0,0,0,0,3
110302008,11,3,2,8,1102008,TOWNSHIP 57,74,18,"1,284",7,x,17,874,7,x,1,x,7,342,5,42,0,0,43,"1,912",20,55,40,676,14,197,33,479,36,274,9,73,22,93,14,108,32,350,36,557,28,346,23,"4,495",10,25,15,309,21,"4,161",16,"1,498",14,"1,427",7,"1,236",2,x,2,x,2,x,14,43,0,0,0,0,0,0,0,0,0,0,0
110302009,11,3,2,9,1102009,TOWNSHIP 50,78,16,"1,638",1,x,14,x,4,x,0,0,2,x,4,19,4,x,62,"4,297",34,86,52,"1,240",23,723,33,517,47,710,21,353,20,82,20,275,46,"1,326",51,935,46,"1,509",35,"5,392",21,31,23,401,34,"4,960",24,"1,448",22,"1,699",20,"1,813",3,x,3,x,3,x,15,35,2,x,1,x,0,0,0,0,1,x,3
110302012,11,3,2,12,1102012,TOWNSHIP 49,58,17,"2,161",2,x,14,x,8,x,1,x,5,43,8,58,0,0,44,"2,105",23,37,36,810,22,579,18,231,38,416,23,268,13,84,7,64,27,313,34,529,18,234,21,"1,275",10,15,14,183,18,"1,077",15,542,6,337,7,198,3,100,3,58,3,42,15,29,2,x,3,x,0,0,0,0,0,0,1
110302014,11,3,2,14,1102014,TOWNSHIP 48,81,17,x,2,x,11,x,11,902,0,0,6,66,7,83,2,x,62,"2,521",19,25,50,999,34,762,23,237,45,497,30,368,10,47,11,82,39,396,48,604,42,454,20,"2,960",16,21,17,408,19,"2,531",17,934,9,740,7,857,2,x,2,x,2,x,17,93,4,15,2,x,0,0,0,0,1,x,3
110302022,11,3,2,22,1102022,CHARLOTTETOWN,17,4,67,0,0,4,67,0,0,1,x,0,0,0,0,0,0,9,345,3,x,6,123,4,115,3,8,8,130,6,106,2,x,2,x,5,x,7,69,4,x,3,x,2,x,2,x,3,x,3,x,2,x,2,x,3,x,3,x,3,54,6,45,0,0,0,0,0,0,0,0,1,x,0
110302024,11,3,2,24,1102024,TOWNSHIP 32,89,15,944,1,x,12,x,5,443,3,x,2,x,4,72,1,x,71,"3,916",24,96,62,"1,241",28,598,44,643,57,785,25,247,25,235,35,303,44,696,65,"1,098",51,912,30,"3,685",19,31,21,422,30,"3,232",25,"1,453",11,892,10,887,2,x,2,x,2,x,19,80,1,x,1,x,0,0,1,x,1,x,3
110302026,11,3,2,26,1102026,TOWNSHIP 31,124,23,x,3,x,18,x,9,x,2,x,2,x,4,169,1,x,101,"4,859",37,68,85,"1,447",45,883,46,564,87,"1,000",44,365,31,151,41,484,63,"1,118",84,"1,226",61,"1,216",58,"5,738",41,59,45,963,54,"4,716",41,"2,580",26,"1,023",16,"1,113",4,92,4,46,3,46,32,197,8,33,4,43,0,0,0,0,1,x,2
110302028,11,3,2,28,1102028,TOWNSHIP 65,75,17,"5,729",2,x,17,x,4,283,1,x,3,x,5,28,1,x,62,"2,297",21,24,57,776,33,510,31,266,52,422,29,147,20,131,20,144,47,415,54,660,37,329,32,"2,695",15,18,24,250,29,"2,427",21,911,13,821,8,695,2,x,2,x,2,x,23,61,0,0,1,x,0,0,0,0,0,0,2
110302029,11,3,2,29,1102029,TOWNSHIP 30,47,10,550,0,0,9,x,3,x,0,0,1,x,1,x,1,x,41,"1,664",21,28,38,594,20,243,24,351,35,281,12,82,15,67,21,132,27,315,37,446,28,317,24,"1,344",13,18,19,277,20,"1,049",15,698,12,247,6,104,4,329,4,x,3,x,8,22,1,x,1,x,0,0,0,0,1,x,2
110302031,11,3,2,31,1102031,TOWNSHIP 29,76,16,926,0,0,13,636,6,290,2,x,3,18,0,0,0,0,60,"1,962",17,25,51,648,34,411,25,237,46,295,29,150,18,58,19,87,46,413,57,581,38,379,29,"1,910",9,13,20,279,26,"1,618",17,813,18,462,8,343,4,217,4,110,4,107,13,28,2,x,1,x,0,0,0,0,0,0,1
110302036,11,3,2,36,1102036,TOWNSHIP 67,90,18,805,2,x,15,x,8,x,0,0,5,x,5,428,0,0,74,"4,220",24,47,69,"1,331",55,"1,143",22,188,62,784,46,536,12,99,21,149,51,"1,153",66,905,40,"1,156",45,"4,751",26,49,33,675,36,"4,027",29,"1,672",17,"1,307",14,"1,048",3,x,3,x,2,x,19,62,4,33,3,x,0,0,0,0,1,x,2
110302038,11,3,2,38,1102038,TOWNSHIP 20,59,17,"5,989",4,810,17,"4,972",5,207,2,x,2,x,1,x,0,0,49,"3,050",11,16,42,977,31,839,16,138,41,602,30,433,4,41,18,128,33,682,44,773,31,700,19,"2,396",9,15,13,161,18,"2,220",13,891,11,791,6,538,0,0,0,0,0,0,14,42,1,x,0,0,0,0,0,0,2,x,4
110302039,11,3,2,39,1102039,TOWNSHIP 21,51,15,937,3,x,14,x,5,x,0,0,6,60,6,34,2,x,42,"1,669",12,14,30,515,20,442,11,73,31,360,16,203,9,91,11,66,25,248,39,532,25,389,26,"1,117",15,17,21,163,21,937,15,421,10,277,6,239,3,x,3,x,3,x,15,61,1,x,2,x,0,0,0,0,1,x,2
110302041,11,3,2,41,1102041,TOWNSHIP 22,48,13,597,2,x,10,425,5,x,2,x,3,15,3,x,1,x,42,"1,637",15,17,37,611,28,537,10,74,35,301,21,208,10,22,12,71,22,170,40,538,17,248,21,"1,108",7,7,11,92,20,"1,009",14,304,7,489,8,216,4,311,4,168,4,143,15,41,2,x,0,0,0,0,0,0,1,x,2
110302042,11,3,2,42,1102042,TOWNSHIP 23,76,11,634,1,x,10,x,4,x,0,0,4,8,5,34,1,x,56,"3,476",26,32,46,"1,242",32,"1,084",19,158,47,876,27,433,10,70,25,373,37,602,50,724,29,541,38,"4,531",21,33,25,545,35,"3,953",26,"1,536",18,"1,063",20,"1,354",2,x,2,x,2,x,22,77,2,x,0,0,0,0,0,0,0,0,3
110302044,11,3,2,44,1102044,TOWNSHIP 24,109,20,"3,515",1,x,20,x,4,x,0,0,1,x,1,x,1,x,87,"3,599",28,35,62,"1,013",39,741,28,272,71,780,34,327,21,105,37,348,60,788,73,983,59,945,39,"4,366",22,27,33,447,35,"3,892",29,"1,505",20,"1,572",18,815,1,x,1,x,1,x,31,80,1,x,0,0,0,0,0,0,1,x,2
110302049,11,3,2,49,1102049,TOWNSHIP 33,86,16,"4,731",1,x,13,x,8,x,1,x,5,155,4,28,1,x,66,"3,170",23,34,44,"1,018",28,792,22,226,56,830,27,261,18,138,28,431,39,692,43,596,44,"1,008",32,"5,185",17,27,20,423,30,"4,735",20,"1,753",18,"1,695",13,"1,287",1,x,1,x,1,x,17,86,1,x,1,x,0,0,0,0,1,x,2
110302052,11,3,2,52,1102052,TOWNSHIP 34,61,11,x,1,x,10,x,2,x,2,x,2,x,4,86,0,0,47,"2,022",14,21,34,721,21,620,19,101,36,428,21,321,13,47,11,60,24,311,34,541,26,349,23,"3,927",14,30,17,548,22,"3,349",15,"1,631",12,817,11,901,5,490,5,332,4,158,9,27,0,0,0,0,0,0,0,0,1,x,3
110302054,11,3,2,54,1102054,TOWNSHIP 35,42,9,159,2,x,8,x,2,x,3,x,4,33,4,31,0,0,33,"1,573",13,32,28,616,19,472,13,144,27,340,15,249,9,32,10,59,19,166,31,419,18,288,15,"4,337",12,21,13,429,15,"3,887",14,"1,405",10,"1,279",6,"1,203",3,103,3,46,3,57,13,27,1,x,0,0,0,0,0,0,0,0,1
110302056,11,3,2,56,1102056,TOWNSHIP 36,47,10,706,0,0,8,x,7,x,0,0,0,0,2,x,0,0,38,"1,340",16,21,35,399,20,247,17,152,34,238,18,97,11,79,12,62,32,372,33,310,27,376,22,"1,376",11,14,17,203,17,"1,159",11,561,11,371,8,227,3,x,3,x,2,x,7,11,1,x,1,x,0,0,0,0,0,0,1
110302058,11,3,2,58,1102058,TOWNSHIP 37,24,4,115,0,0,4,x,2,x,0,0,1,x,0,0,1,x,20,930,8,11,20,325,13,229,10,96,18,156,10,71,6,27,7,58,12,154,20,284,12,111,8,"1,082",4,14,6,103,7,965,4,209,4,403,4,353,2,x,2,x,2,x,6,10,1,x,0,0,0,0,0,0,0,0,2
120000000,12,0,0,0,1200000,NOVA SCOTIA - NOUVELLE-ECOSSE,"5,045","1,305","3,435,103",299,"502,641","1,096","1,000,076",659,"1,932,386",112,"98,152",234,"1,995",381,"3,618",70,x,"3,439","140,209","1,629","2,180","3,102","60,309","1,427","36,237","2,025","24,072","2,787","30,421","1,187","17,673","1,515","8,128",718,"4,620","1,644","12,481","2,955","34,818","1,427","12,618",763,"139,344",273,836,345,"14,285",717,"124,223",478,"44,066",407,"43,064",254,"37,093",506,"42,986",488,"23,219",477,"19,767","1,049","3,297",224,"1,405",159,"8,480",4,915,101,"287,303",59,"4,554",253
120100000,12,1,0,0,1200000,AGRICULTURAL REGION AGRICOLE 1,853,222,"314,260",66,x,182,x,122,"197,800",18,x,37,286,74,701,11,x,588,"12,893",233,298,524,"5,265",193,"2,199",395,"3,066",436,"2,411",123,810,263,"1,019",144,582,351,"1,659",476,"3,260",274,"1,510",149,"22,016",47,160,67,"2,619",141,"19,237",96,"7,452",67,"6,087",50,"5,698",68,"3,037",64,"1,766",59,"1,271",141,439,31,203,36,"1,945",0,0,68,"235,410",18,"1,837",31
120101000,12,1,1,0,1201000,SHELBURNE COUNTY,36,10,119,2,x,8,x,5,x,0,0,1,x,2,x,1,x,16,261,4,8,14,97,6,10,11,87,14,54,4,x,10,47,2,x,6,47,10,55,5,17,6,x,1,x,1,x,6,x,3,x,3,x,2,x,9,470,9,258,7,212,6,32,2,x,2,x,0,0,7,x,2,x,2
120101001,12,1,1,1,1201001,BARRINGTON,14,4,49,1,x,2,x,2,x,0,0,0,0,0,0,0,0,4,48,1,x,4,23,2,x,3,x,4,8,3,x,2,x,0,0,0,0,3,x,1,x,2,x,1,x,1,x,2,x,2,x,1,x,1,x,2,x,2,x,2,x,1,x,0,0,1,x,0,0,5,"5,210",2,x,0
120101006,12,1,1,6,1201006,SHELBURNE,22,6,70,1,x,6,x,3,x,0,0,1,x,2,x,1,x,12,213,3,x,10,74,4,x,8,x,10,46,1,x,8,x,2,x,6,47,7,x,4,x,4,x,0,0,0,0,4,x,1,x,2,x,1,x,7,x,7,x,5,x,5,x,2,x,1,x,0,0,2,x,0,0,2
120102000,12,1,2,0,1202000,YARMOUTH COUNTY,143,29,861,9,x,25,x,14,x,6,x,5,x,12,197,2,x,98,"2,996",37,55,89,"1,396",36,881,65,515,71,594,29,272,38,176,25,146,65,342,79,609,55,379,6,x,0,0,0,0,6,x,5,x,0,0,1,x,10,"1,008",10,620,8,388,18,87,5,x,5,97,0,0,10,"31,171",9,968,2
120102001,12,1,2,1,1202001,ARGYLE,33,2,x,1,x,2,x,2,x,2,x,0,0,2,x,0,0,13,158,2,x,11,43,1,x,11,x,9,35,0,0,7,24,5,11,10,x,11,49,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,601,5,406,3,195,1,x,1,x,0,0,0,0,7,"19,386",4,157,0
120102004,12,1,2,4,1202004,YARMOUTH,110,27,x,8,x,23,x,12,x,4,x,5,x,10,x,2,x,85,"2,838",35,x,78,"1,353",35,x,54,x,62,559,29,272,31,152,20,135,55,x,68,560,48,359,6,x,0,0,0,0,6,x,5,x,0,0,1,x,5,407,5,214,5,193,17,x,4,8,5,97,0,0,3,"11,785",5,811,2
120103000,12,1,3,0,1203000,DIGBY COUNTY,203,39,"18,243",9,x,30,x,25,x,1,x,9,68,13,x,0,0,104,"2,055",54,69,92,748,18,46,82,702,72,307,4,x,56,222,19,x,54,279,86,652,53,308,33,"14,914",20,104,22,"1,808",32,"13,002",25,"5,028",24,"4,112",18,"3,862",13,264,12,147,12,117,28,127,4,18,4,x,0,0,50,"196,389",6,719,7
120103001,12,1,3,1,1203001,CLARE,96,16,x,4,x,11,x,10,x,0,0,0,0,5,x,0,0,42,690,18,23,38,245,8,10,33,235,31,137,1,x,20,86,12,x,21,89,35,196,21,113,17,"11,840",12,76,12,"1,312",17,"10,452",15,"3,758",14,"3,274",11,"3,420",0,0,0,0,0,0,7,76,1,x,1,x,0,0,36,"159,355",3,440,3
120103004,12,1,3,4,1203004,DIGBY,107,23,x,5,x,19,x,15,x,1,x,9,68,8,69,0,0,62,"1,365",36,46,54,503,10,36,49,467,41,170,3,x,36,136,7,x,33,190,51,456,32,195,16,"3,074",8,28,10,496,15,"2,550",10,"1,270",10,838,7,442,13,264,12,147,12,117,21,51,3,x,3,5,0,0,14,"37,034",3,279,4
120104000,12,1,4,0,1204000,QUEENS COUNTY,65,18,667,3,x,15,x,7,x,2,x,1,x,8,81,1,x,46,910,17,21,41,342,11,49,32,293,36,173,4,8,28,89,13,76,27,129,35,245,24,170,9,x,2,x,1,x,8,x,6,x,3,x,1,x,0,0,0,0,0,0,10,35,3,10,1,x,0,0,0,0,0,0,3
120104008,12,1,4,8,1204008,"QUEENS, SUBD. B",65,18,667,3,x,15,x,7,x,2,x,1,x,8,81,1,x,46,910,17,21,41,342,11,49,32,293,36,173,4,8,28,89,13,76,27,129,35,245,24,170,9,x,2,x,1,x,8,x,6,x,3,x,1,x,0,0,0,0,0,0,10,35,3,10,1,x,0,0,0,0,0,0,3
120106000,12,1,6,0,1206000,LUNENBURG COUNTY,406,126,"294,370",43,"47,844",104,"49,582",71,"196,944",9,x,21,167,39,291,7,x,324,"6,671",121,145,288,"2,682",122,"1,213",205,"1,469",243,"1,283",82,519,131,485,85,279,199,862,266,"1,699",137,636,95,x,24,x,43,x,89,x,57,x,37,x,28,x,36,"1,295",33,741,32,554,79,158,17,135,24,"1,803",0,0,1,x,1,x,17
120106001,12,1,6,1,1206001,LUNENBURG,353,105,"293,364",34,"47,702",86,"48,895",59,"196,767",8,x,16,149,30,231,5,x,281,"5,931",100,120,254,"2,453",109,"1,179",178,"1,274",213,"1,177",75,504,116,445,72,228,164,665,236,"1,516",114,544,85,x,22,x,41,x,79,x,52,"1,723",32,x,26,x,31,"1,025",28,587,27,438,66,129,14,130,16,x,0,0,1,x,1,x,17
120106009,12,1,6,9,1206009,CHESTER,53,21,"1,006",9,142,18,687,12,177,1,x,5,18,9,60,2,x,43,740,21,25,34,229,13,34,27,195,30,106,7,15,15,40,13,51,35,197,30,183,23,92,10,x,2,x,2,x,10,x,5,x,5,x,2,x,5,270,5,154,5,116,13,29,3,5,8,x,0,0,0,0,0,0,0
